ID;Beroep;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
1947;062 Juristen;Waarde;2014;2.7;47.2;2.1;11.3;8.5;80.1;12.5;7.4;0.0;2.4;1.0;1.2;0.0;6.6;5.9;1.0;2.8;16.8;0.0;0.0;49.4;7.1;2.9;7.8;;;;;;;;;;;;;;;;;;5.1;15.6;74.2;5.1;;;;;;;;;;;;;;;;;;;;;
1948;062 Juristen;Waarde;2015;4.3;50.8;2.2;15.8;11.9;74.8;13.2;11.3;0.7;2.8;2.9;1.7;0.5;7.6;1.3;0.0;2.8;8.6;0.8;0.0;56.9;7.3;3.1;9.7;;;;;;;;;;;;;;;;;;8.0;15.4;73.0;3.6;;;;;;;;;;;;;;;;;;;;;
1949;062 Juristen;Waarde;2016;3.6;49.5;2.1;13.5;14.1;76.8;14.5;6.0;2.6;1.5;3.4;1.5;0.6;7.1;5.2;0.0;2.2;8.2;0.0;0.8;58.0;5.4;0.0;9.4;;;;;;;;;;;;;;;;;;2.5;16.8;75.8;4.8;;;;;;;;;;;;;;;;;;;;;
1950;062 Juristen;Waarde;2017;2.5;42.8;2.0;9.9;6.7;81.1;12.0;6.9;0.0;0.8;2.8;4.0;0.7;5.9;0.0;0.9;2.6;9.5;0.0;0.6;58.7;6.6;1.5;10.1;;;;;;;;;;;;;;;;;;6.6;17.5;71.7;4.3;;;;;;;;;;;;;;;;;;;;;
1951;062 Juristen;Waarde;2018;5.6;52.7;2.5;19.2;17.5;73.1;13.4;11.7;1.8;1.2;3.4;1.3;0.4;10.1;4.5;0.9;2.5;6.2;0.0;1.3;53.9;9.2;2.1;9.1;;;;;;;;;;;;;;;;;;7.4;18.7;72.6;1.3;;;;;;;;;;;;;;;;;;;;;
1952;062 Juristen;Waarde;2019;2.6;45.5;2.1;10.4;9.8;75.4;15.9;8.1;0.7;3.5;0.0;0.7;0.0;6.7;2.3;0.7;1.9;8.6;0.0;1.3;58.9;5.9;5.2;10.8;;;;;;;;;;;;;;;;;;3.9;14.1;76.3;5.7;;;;;;;;;;;;;;;;;;;;;
1953;062 Juristen;Waarde;2020;3.1;40.9;1.6;14.2;16.1;70.4;20.3;6.7;2.7;0.8;2.6;0.4;0.5;6.7;2.0;0.7;1.7;8.1;0.5;3.0;60.4;10.4;3.2;7.4;;;;;;;;;;;;;;;;;;4.3;15.1;73.9;6.7;;;;;;;;;;;;;;;;;;;;;
1954;062 Juristen;Waarde;2021;4.7;40.3;3.1;22.2;24.2;62.0;13.6;21.2;3.3;2.8;0.0;1.7;1.3;21.6;4.4;0.8;2.0;5.8;0.0;0.0;36.6;6.6;0.8;18.3;;;;;;;;;;;;;;;;;;13.9;16.8;67.5;1.9;;;;;;;;;;;;;;;;;;;;;
1955;062 Juristen;Waarde;2022;6.4;55.7;2.6;20.7;16.2;66.5;19.5;13.1;0.9;;;;;;;;;;;;;;;;65.9;4.6;10.7;2.8;1.1;2.4;0.0;0.5;4.6;1.7;0.0;0.5;5.2;;;;;6.8;8.0;81.5;3.7;;;;;;;;;;;;;;;;;;;;;
1956;062 Juristen;Waarde;2023;5.4;56.7;2.5;17.7;14.9;75.0;14.6;8.4;2.0;;;;;;;;;;;;;;;;66.6;5.5;9.4;6.0;0.0;0.6;0.4;0.5;1.8;0.7;0.0;0.7;7.8;;;;;5.1;14.7;77.8;2.4;;;;;;;;;;;;;;;;;;;;;
1957;062 Juristen;Waarde;2024;3.6;48.2;2.3;14.0;10.9;73.9;17.5;7.6;1.1;;;;;;;;;;;;;;;;63.6;7.4;9.9;1.5;1.3;2.8;0.7;0.5;3.7;2.4;0.7;0.0;5.2;;;;;5.7;10.4;79.7;4.2;;;;;;;;;;;;;;;;;;;;;
1958;062 Juristen;Ondergrens 95%-interval;2014;1.3;40.8;1.6;5.6;3.2;71.5;7.4;3.8;0.0;0.8;0.1;0.2;0.0;3.4;2.6;0.3;0.9;11.0;0.0;0.0;39.5;3.7;1.1;4.1;;;;;;;;;;;;;;;;;;2.2;10.2;65.3;2.1;;;;;;;;;;;;;;;;;;;;;
1959;062 Juristen;Ondergrens 95%-interval;2015;2.8;44.5;1.7;10.3;5.9;66.4;8.2;6.9;0.1;1.0;1.1;0.4;0.1;4.1;0.3;0.0;1.0;4.8;0.1;0.0;47.5;3.9;1.1;5.5;;;;;;;;;;;;;;;;;;4.4;10.1;64.6;1.5;;;;;;;;;;;;;;;;;;;;;
1960;062 Juristen;Ondergrens 95%-interval;2016;1.9;43.5;1.4;7.2;5.4;68.4;9.2;3.0;0.9;0.4;1.4;0.4;0.1;3.5;2.5;0.0;0.7;4.5;0.0;0.1;49.0;2.6;0.0;5.5;;;;;;;;;;;;;;;;;;0.9;11.2;67.6;2.2;;;;;;;;;;;;;;;;;;;;;
1961;062 Juristen;Ondergrens 95%-interval;2017;1.2;36.9;1.6;5.8;3.7;72.7;7.1;3.4;0.0;0.1;0.9;1.6;0.1;2.8;0.0;0.1;0.8;5.1;0.0;0.1;48.9;3.3;0.2;5.8;;;;;;;;;;;;;;;;;;3.1;11.5;62.5;1.7;;;;;;;;;;;;;;;;;;;;;
1962;062 Juristen;Ondergrens 95%-interval;2018;3.6;47.0;2.0;12.7;9.0;65.4;9.0;7.3;0.6;0.3;1.4;0.4;0.1;6.3;2.1;0.1;0.9;3.4;0.0;0.3;45.7;5.3;0.7;5.6;;;;;;;;;;;;;;;;;;4.1;13.2;64.9;0.3;;;;;;;;;;;;;;;;;;;;;
1963;062 Juristen;Ondergrens 95%-interval;2019;1.5;39.9;1.7;6.4;4.3;67.0;10.5;4.4;0.1;1.4;0.0;0.1;0.0;3.5;0.8;0.1;0.7;4.9;0.0;0.3;50.0;3.0;2.5;6.7;;;;;;;;;;;;;;;;;;1.7;9.0;68.2;2.9;;;;;;;;;;;;;;;;;;;;;
1964;062 Juristen;Ondergrens 95%-interval;2020;1.7;35.8;1.4;8.1;6.7;62.3;14.3;3.8;1.0;0.1;1.0;0.1;0.1;3.5;0.6;0.1;0.5;4.6;0.1;1.1;51.4;6.3;1.3;4.1;;;;;;;;;;;;;;;;;;1.9;10.1;65.9;3.4;;;;;;;;;;;;;;;;;;;;;
1965;062 Juristen;Ondergrens 95%-interval;2021;2.7;34.7;1.8;13.8;11.7;52.5;8.4;14.5;1.0;0.8;0.0;0.6;0.3;14.8;1.9;0.1;0.5;2.7;0.0;0.0;28.0;3.0;0.1;12.1;;;;;;;;;;;;;;;;;;8.7;10.6;58.0;0.4;;;;;;;;;;;;;;;;;;;;;
1966;062 Juristen;Ondergrens 95%-interval;2022;4.2;50.6;1.6;14.8;11.0;59.5;14.4;8.9;0.3;;;;;;;;;;;;;;;;59.0;2.4;6.9;1.2;0.4;1.0;0.0;0.1;2.4;0.6;0.0;0.1;3.1;;;;;3.9;5.1;75.6;1.8;;;;;;;;;;;;;;;;;;;;;
1967;062 Juristen;Ondergrens 95%-interval;2023;3.7;51.5;1.8;12.4;8.6;68.2;10.1;5.2;0.8;;;;;;;;;;;;;;;;59.5;2.8;5.8;3.4;0.0;0.1;0.1;0.1;0.7;0.2;0.0;0.1;4.9;;;;;2.7;10.1;71.1;1.1;;;;;;;;;;;;;;;;;;;;;
1968;062 Juristen;Ondergrens 95%-interval;2024;2.4;43.3;1.7;9.7;6.3;66.9;12.6;4.4;0.3;;;;;;;;;;;;;;;;56.5;4.5;6.1;0.5;0.4;1.1;0.2;0.1;1.9;0.9;0.2;0.0;2.9;;;;;2.9;6.8;73.1;2.0;;;;;;;;;;;;;;;;;;;;;
1969;062 Juristen;Bovengrens 95%-interval;2014;4.0;53.6;2.7;16.9;13.7;86.6;20.3;14.0;;7.3;6.7;8.0;;12.4;12.6;4.1;8.7;24.8;;;59.4;13.3;7.7;14.2;;;;;;;;;;;;;;;;;;11.3;23.3;81.5;11.8;;;;;;;;;;;;;;;;;;;;;
1970;062 Juristen;Bovengrens 95%-interval;2015;5.9;57.1;2.7;21.3;17.8;81.7;20.6;18.1;4.5;7.3;7.7;6.7;3.8;13.7;5.3;;7.2;14.9;5.2;;65.8;13.1;8.0;16.4;;;;;;;;;;;;;;;;;;14.0;22.8;80.0;8.6;;;;;;;;;;;;;;;;;;;;;
1971;062 Juristen;Bovengrens 95%-interval;2016;5.3;55.6;2.8;19.8;22.8;83.5;22.1;11.7;7.9;5.9;8.0;5.9;4.3;13.6;10.5;;6.5;14.5;;5.3;66.5;11.0;;15.5;;;;;;;;;;;;;;;;;;7.0;24.4;82.5;10.5;;;;;;;;;;;;;;;;;;;;;
1972;062 Juristen;Bovengrens 95%-interval;2017;3.7;48.9;2.3;14.0;9.8;87.4;19.4;13.5;;5.7;8.5;9.4;5.1;12.0;;6.0;7.7;17.1;;4.4;67.8;12.7;10.0;16.9;;;;;;;;;;;;;;;;;;13.3;25.7;79.3;10.5;;;;;;;;;;;;;;;;;;;;;
1973;062 Juristen;Bovengrens 95%-interval;2018;7.5;58.2;3.0;25.7;26.0;79.7;19.6;18.3;5.4;4.6;8.0;4.0;3.1;16.1;9.3;6.2;6.4;11.0;;5.0;61.9;15.7;6.4;14.5;;;;;;;;;;;;;;;;;;13.1;25.8;79.2;5.2;;;;;;;;;;;;;;;;;;;;;
1974;062 Juristen;Bovengrens 95%-interval;2019;3.7;51.2;2.5;14.4;15.3;82.1;23.3;14.5;4.8;8.2;;4.9;;12.5;7.0;4.9;5.4;14.7;;4.9;67.2;11.2;10.7;16.8;;;;;;;;;;;;;;;;;;9.1;21.3;82.8;11.1;;;;;;;;;;;;;;;;;;;;;
1975;062 Juristen;Bovengrens 95%-interval;2020;4.4;46.1;1.8;20.3;25.5;77.3;27.8;11.5;7.2;5.6;7.0;2.9;3.2;12.6;6.1;4.6;5.1;13.8;3.7;8.1;68.6;16.7;7.5;12.7;;;;;;;;;;;;;;;;;;9.5;22.1;80.6;12.5;;;;;;;;;;;;;;;;;;;;;
1976;062 Juristen;Bovengrens 95%-interval;2021;6.6;46.1;4.3;30.6;36.7;70.6;21.2;29.7;10.0;9.0;;5.3;5.2;30.4;10.0;5.5;7.7;11.9;;;46.1;13.9;5.3;26.8;;;;;;;;;;;;;;;;;;21.5;25.6;75.7;7.7;;;;;;;;;;;;;;;;;;;;;
1977;062 Juristen;Bovengrens 95%-interval;2022;8.6;60.7;3.6;26.5;21.4;72.9;25.9;18.8;2.9;;;;;;;;;;;;;;;;72.1;8.4;16.2;6.4;3.5;5.2;;3.3;8.7;5.4;;1.9;8.8;;;;;11.5;12.4;86.3;7.3;;;;;;;;;;;;;;;;;;;;;
1978;062 Juristen;Bovengrens 95%-interval;2023;7.2;61.8;3.1;22.9;21.1;80.7;20.7;13.3;4.8;;;;;;;;;;;;;;;;73.0;10.3;14.8;10.3;;4.4;2.9;3.2;4.9;3.1;;5.1;12.1;;;;;9.1;21.0;83.3;5.5;;;;;;;;;;;;;;;;;;;;;
1979;062 Juristen;Bovengrens 95%-interval;2024;4.8;53.2;3.0;18.4;15.4;79.8;23.7;12.8;3.3;;;;;;;;;;;;;;;;70.3;12.1;15.5;4.7;4.3;6.6;2.9;2.2;7.3;6.7;2.9;;9.4;;;;;10.8;15.5;85.0;8.6;;;;;;;;;;;;;;;;;;;;;
1980;0621 Juristen;Waarde;2014;2.7;47.2;2.1;11.3;8.5;80.1;12.5;7.4;0.0;2.4;1.0;1.2;0.0;6.6;5.9;1.0;2.8;16.8;0.0;0.0;49.4;7.1;2.9;7.8;;;;;;;;;;;;;;;;;;5.1;15.6;74.2;5.1;;;;;;;;;;;;;;;;;;;;;
1981;0621 Juristen;Waarde;2015;4.3;50.8;2.2;15.8;11.9;74.8;13.2;11.3;0.7;2.8;2.9;1.7;0.5;7.6;1.3;0.0;2.8;8.6;0.8;0.0;56.9;7.3;3.1;9.7;;;;;;;;;;;;;;;;;;8.0;15.4;73.0;3.6;;;;;;;;;;;;;;;;;;;;;
1982;0621 Juristen;Waarde;2016;3.6;49.5;2.1;13.5;14.1;76.8;14.5;6.0;2.6;1.5;3.4;1.5;0.6;7.1;5.2;0.0;2.2;8.2;0.0;0.8;58.0;5.4;0.0;9.4;;;;;;;;;;;;;;;;;;2.5;16.8;75.8;4.8;;;;;;;;;;;;;;;;;;;;;
1983;0621 Juristen;Waarde;2017;2.5;42.8;2.0;9.9;6.7;81.1;12.0;6.9;0.0;0.8;2.8;4.0;0.7;5.9;0.0;0.9;2.6;9.5;0.0;0.6;58.7;6.6;1.5;10.1;;;;;;;;;;;;;;;;;;6.6;17.5;71.7;4.3;;;;;;;;;;;;;;;;;;;;;
1984;0621 Juristen;Waarde;2018;5.6;52.7;2.5;19.2;17.5;73.1;13.4;11.7;1.8;1.2;3.4;1.3;0.4;10.1;4.5;0.9;2.5;6.2;0.0;1.3;53.9;9.2;2.1;9.1;;;;;;;;;;;;;;;;;;7.4;18.7;72.6;1.3;;;;;;;;;;;;;;;;;;;;;
1985;0621 Juristen;Waarde;2019;2.6;45.5;2.1;10.4;9.8;75.4;15.9;8.1;0.7;3.5;0.0;0.7;0.0;6.7;2.3;0.7;1.9;8.6;0.0;1.3;58.9;5.9;5.2;10.8;;;;;;;;;;;;;;;;;;3.9;14.1;76.3;5.7;;;;;;;;;;;;;;;;;;;;;
1986;0621 Juristen;Waarde;2020;3.1;40.9;1.6;14.2;16.1;70.4;20.3;6.7;2.7;0.8;2.6;0.4;0.5;6.7;2.0;0.7;1.7;8.1;0.5;3.0;60.4;10.4;3.2;7.4;;;;;;;;;;;;;;;;;;4.3;15.1;73.9;6.7;;;;;;;;;;;;;;;;;;;;;
1987;0621 Juristen;Waarde;2021;4.7;40.3;3.1;22.2;24.2;62.0;13.6;21.2;3.3;2.8;0.0;1.7;1.3;21.6;4.4;0.8;2.0;5.8;0.0;0.0;36.6;6.6;0.8;18.3;;;;;;;;;;;;;;;;;;13.9;16.8;67.5;1.9;;;;;;;;;;;;;;;;;;;;;
1988;0621 Juristen;Waarde;2022;6.4;55.7;2.6;20.7;16.2;66.5;19.5;13.1;0.9;;;;;;;;;;;;;;;;65.9;4.6;10.7;2.8;1.1;2.4;0.0;0.5;4.6;1.7;0.0;0.5;5.2;;;;;6.8;8.0;81.5;3.7;;;;;;;;;;;;;;;;;;;;;
1989;0621 Juristen;Waarde;2023;5.4;56.7;2.5;17.7;14.9;75.0;14.6;8.4;2.0;;;;;;;;;;;;;;;;66.6;5.5;9.4;6.0;0.0;0.6;0.4;0.5;1.8;0.7;0.0;0.7;7.8;;;;;5.1;14.7;77.8;2.4;;;;;;;;;;;;;;;;;;;;;
1990;0621 Juristen;Waarde;2024;3.6;48.2;2.3;14.0;10.9;73.9;17.5;7.6;1.1;;;;;;;;;;;;;;;;63.6;7.4;9.9;1.5;1.3;2.8;0.7;0.5;3.7;2.4;0.7;0.0;5.2;;;;;5.7;10.4;79.7;4.2;;;;;;;;;;;;;;;;;;;;;
1991;0621 Juristen;Ondergrens 95%-interval;2014;1.3;40.8;1.6;5.6;3.2;71.5;7.4;3.8;0.0;0.8;0.1;0.2;0.0;3.4;2.6;0.3;0.9;11.0;0.0;0.0;39.5;3.7;1.1;4.1;;;;;;;;;;;;;;;;;;2.2;10.2;65.3;2.1;;;;;;;;;;;;;;;;;;;;;
1992;0621 Juristen;Ondergrens 95%-interval;2015;2.8;44.5;1.7;10.3;5.9;66.4;8.2;6.9;0.1;1.0;1.1;0.4;0.1;4.1;0.3;0.0;1.0;4.8;0.1;0.0;47.5;3.9;1.1;5.5;;;;;;;;;;;;;;;;;;4.4;10.1;64.6;1.5;;;;;;;;;;;;;;;;;;;;;
1993;0621 Juristen;Ondergrens 95%-interval;2016;1.9;43.5;1.4;7.2;5.4;68.4;9.2;3.0;0.9;0.4;1.4;0.4;0.1;3.5;2.5;0.0;0.7;4.5;0.0;0.1;49.0;2.6;0.0;5.5;;;;;;;;;;;;;;;;;;0.9;11.2;67.6;2.2;;;;;;;;;;;;;;;;;;;;;
1994;0621 Juristen;Ondergrens 95%-interval;2017;1.2;36.9;1.6;5.8;3.7;72.7;7.1;3.4;0.0;0.1;0.9;1.6;0.1;2.8;0.0;0.1;0.8;5.1;0.0;0.1;48.9;3.3;0.2;5.8;;;;;;;;;;;;;;;;;;3.1;11.5;62.5;1.7;;;;;;;;;;;;;;;;;;;;;
1995;0621 Juristen;Ondergrens 95%-interval;2018;3.6;47.0;2.0;12.7;9.0;65.4;9.0;7.3;0.6;0.3;1.4;0.4;0.1;6.3;2.1;0.1;0.9;3.4;0.0;0.3;45.7;5.3;0.7;5.6;;;;;;;;;;;;;;;;;;4.1;13.2;64.9;0.3;;;;;;;;;;;;;;;;;;;;;
1996;0621 Juristen;Ondergrens 95%-interval;2019;1.5;39.9;1.7;6.4;4.3;67.0;10.5;4.4;0.1;1.4;0.0;0.1;0.0;3.5;0.8;0.1;0.7;4.9;0.0;0.3;50.0;3.0;2.5;6.7;;;;;;;;;;;;;;;;;;1.7;9.0;68.2;2.9;;;;;;;;;;;;;;;;;;;;;
1997;0621 Juristen;Ondergrens 95%-interval;2020;1.7;35.8;1.4;8.1;6.7;62.3;14.3;3.8;1.0;0.1;1.0;0.1;0.1;3.5;0.6;0.1;0.5;4.6;0.1;1.1;51.4;6.3;1.3;4.1;;;;;;;;;;;;;;;;;;1.9;10.1;65.9;3.4;;;;;;;;;;;;;;;;;;;;;
1998;0621 Juristen;Ondergrens 95%-interval;2021;2.7;34.7;1.8;13.8;11.7;52.5;8.4;14.5;1.0;0.8;0.0;0.6;0.3;14.8;1.9;0.1;0.5;2.7;0.0;0.0;28.0;3.0;0.1;12.1;;;;;;;;;;;;;;;;;;8.7;10.6;58.0;0.4;;;;;;;;;;;;;;;;;;;;;
1999;0621 Juristen;Ondergrens 95%-interval;2022;4.2;50.6;1.6;14.8;11.0;59.5;14.4;8.9;0.3;;;;;;;;;;;;;;;;59.0;2.4;6.9;1.2;0.4;1.0;0.0;0.1;2.4;0.6;0.0;0.1;3.1;;;;;3.9;5.1;75.6;1.8;;;;;;;;;;;;;;;;;;;;;
2000;0621 Juristen;Ondergrens 95%-interval;2023;3.7;51.5;1.8;12.4;8.6;68.2;10.1;5.2;0.8;;;;;;;;;;;;;;;;59.5;2.8;5.8;3.4;0.0;0.1;0.1;0.1;0.7;0.2;0.0;0.1;4.9;;;;;2.7;10.1;71.1;1.1;;;;;;;;;;;;;;;;;;;;;
2001;0621 Juristen;Ondergrens 95%-interval;2024;2.4;43.3;1.7;9.7;6.3;66.9;12.6;4.4;0.3;;;;;;;;;;;;;;;;56.5;4.5;6.1;0.5;0.4;1.1;0.2;0.1;1.9;0.9;0.2;0.0;2.9;;;;;2.9;6.8;73.1;2.0;;;;;;;;;;;;;;;;;;;;;
2002;0621 Juristen;Bovengrens 95%-interval;2014;4.0;53.6;2.7;16.9;13.7;86.6;20.3;14.0;;7.3;6.7;8.0;;12.4;12.6;4.1;8.7;24.8;;;59.4;13.3;7.7;14.2;;;;;;;;;;;;;;;;;;11.3;23.3;81.5;11.8;;;;;;;;;;;;;;;;;;;;;
2003;0621 Juristen;Bovengrens 95%-interval;2015;5.9;57.1;2.7;21.3;17.8;81.7;20.6;18.1;4.5;7.3;7.7;6.7;3.8;13.7;5.3;;7.2;14.9;5.2;;65.8;13.1;8.0;16.4;;;;;;;;;;;;;;;;;;14.0;22.8;80.0;8.6;;;;;;;;;;;;;;;;;;;;;
2004;0621 Juristen;Bovengrens 95%-interval;2016;5.3;55.6;2.8;19.8;22.8;83.5;22.1;11.7;7.9;5.9;8.0;5.9;4.3;13.6;10.5;;6.5;14.5;;5.3;66.5;11.0;;15.5;;;;;;;;;;;;;;;;;;7.0;24.4;82.5;10.5;;;;;;;;;;;;;;;;;;;;;
2005;0621 Juristen;Bovengrens 95%-interval;2017;3.7;48.9;2.3;14.0;9.8;87.4;19.4;13.5;;5.7;8.5;9.4;5.1;12.0;;6.0;7.7;17.1;;4.4;67.8;12.7;10.0;16.9;;;;;;;;;;;;;;;;;;13.3;25.7;79.3;10.5;;;;;;;;;;;;;;;;;;;;;
2006;0621 Juristen;Bovengrens 95%-interval;2018;7.5;58.2;3.0;25.7;26.0;79.7;19.6;18.3;5.4;4.6;8.0;4.0;3.1;16.1;9.3;6.2;6.4;11.0;;5.0;61.9;15.7;6.4;14.5;;;;;;;;;;;;;;;;;;13.1;25.8;79.2;5.2;;;;;;;;;;;;;;;;;;;;;
2007;0621 Juristen;Bovengrens 95%-interval;2019;3.7;51.2;2.5;14.4;15.3;82.1;23.3;14.5;4.8;8.2;;4.9;;12.5;7.0;4.9;5.4;14.7;;4.9;67.2;11.2;10.7;16.8;;;;;;;;;;;;;;;;;;9.1;21.3;82.8;11.1;;;;;;;;;;;;;;;;;;;;;
2008;0621 Juristen;Bovengrens 95%-interval;2020;4.4;46.1;1.8;20.3;25.5;77.3;27.8;11.5;7.2;5.6;7.0;2.9;3.2;12.6;6.1;4.6;5.1;13.8;3.7;8.1;68.6;16.7;7.5;12.7;;;;;;;;;;;;;;;;;;9.5;22.1;80.6;12.5;;;;;;;;;;;;;;;;;;;;;
2009;0621 Juristen;Bovengrens 95%-interval;2021;6.6;46.1;4.3;30.6;36.7;70.6;21.2;29.7;10.0;9.0;;5.3;5.2;30.4;10.0;5.5;7.7;11.9;;;46.1;13.9;5.3;26.8;;;;;;;;;;;;;;;;;;21.5;25.6;75.7;7.7;;;;;;;;;;;;;;;;;;;;;
2010;0621 Juristen;Bovengrens 95%-interval;2022;8.6;60.7;3.6;26.5;21.4;72.9;25.9;18.8;2.9;;;;;;;;;;;;;;;;72.1;8.4;16.2;6.4;3.5;5.2;;3.3;8.7;5.4;;1.9;8.8;;;;;11.5;12.4;86.3;7.3;;;;;;;;;;;;;;;;;;;;;
2011;0621 Juristen;Bovengrens 95%-interval;2023;7.2;61.8;3.1;22.9;21.1;80.7;20.7;13.3;4.8;;;;;;;;;;;;;;;;73.0;10.3;14.8;10.3;;4.4;2.9;3.2;4.9;3.1;;5.1;12.1;;;;;9.1;21.0;83.3;5.5;;;;;;;;;;;;;;;;;;;;;
2012;0621 Juristen;Bovengrens 95%-interval;2024;4.8;53.2;3.0;18.4;15.4;79.8;23.7;12.8;3.3;;;;;;;;;;;;;;;;70.3;12.1;15.5;4.7;4.3;6.6;2.9;2.2;7.3;6.7;2.9;;9.4;;;;;10.8;15.5;85.0;8.6;;;;;;;;;;;;;;;;;;;;;
2013;063 Beveiligingswerkers;Waarde;2014;4.9;43.2;1.8;21.1;22.2;61.7;23.0;12.5;2.8;7.6;6.2;5.5;2.7;6.1;2.0;0.5;2.8;7.7;0.0;1.5;42.7;3.8;0.8;12.2;;;;;;;;;;;;;;;;;;10.7;19.0;65.2;5.1;;;;;;;;;;;;;;;;;;;;;
2014;063 Beveiligingswerkers;Waarde;2015;5.4;44.7;2.0;21.6;21.6;60.7;21.9;15.8;1.6;8.3;3.9;7.9;2.1;6.5;3.3;0.5;1.9;8.6;0.3;0.4;44.2;1.6;0.3;11.2;;;;;;;;;;;;;;;;;;9.2;17.5;66.3;7.0;;;;;;;;;;;;;;;;;;;;;
2015;063 Beveiligingswerkers;Waarde;2016;5.3;48.3;2.1;20.5;19.9;59.4;25.1;13.9;1.6;9.3;4.5;5.5;1.6;6.7;1.6;0.5;1.4;8.7;0.8;1.2;42.1;1.6;0.6;14.7;;;;;;;;;;;;;;;;;;10.9;16.0;67.5;5.6;;;;;;;;;;;;;;;;;;;;;
2016;063 Beveiligingswerkers;Waarde;2017;5.4;46.3;2.1;21.5;21.6;60.2;24.7;12.9;2.2;7.9;5.7;7.2;3.2;9.1;0.9;0.5;2.6;7.5;1.4;1.2;40.2;4.3;0.4;9.8;;;;;;;;;;;;;;;;;;11.5;22.1;60.6;5.8;37.4;7.8;10.0;6.1;0.0;7.3;2.2;3.1;2.0;0.9;23.3;;;;;;;;;;
2017;063 Beveiligingswerkers;Waarde;2018;5.5;51.0;2.8;20.8;19.2;59.3;25.1;13.8;1.8;5.7;3.7;5.3;2.0;10.7;3.7;0.4;2.8;8.3;0.1;1.5;42.4;4.3;0.5;10.7;;;;;;;;;;;;;;;;;;14.2;15.6;64.2;6.1;34.9;6.2;8.1;10.4;0.0;6.2;2.5;3.8;6.0;0.6;21.4;;;;;;;;;;
2018;063 Beveiligingswerkers;Waarde;2019;5.5;51.0;2.5;20.5;19.4;66.2;17.6;13.8;2.5;6.3;5.5;7.6;2.1;9.3;4.1;1.2;2.8;6.3;0.8;0.6;41.6;4.2;0.5;8.9;;;;;;;;;;;;;;;;;;13.7;16.5;60.6;9.1;29.3;4.4;12.1;8.9;0.0;10.0;4.5;1.5;6.4;1.0;21.8;;;;;;;;;;
2019;063 Beveiligingswerkers;Waarde;2020;6.0;47.0;2.6;23.4;19.8;53.8;27.8;16.8;1.6;4.8;3.8;5.3;1.6;9.0;2.2;0.7;4.6;8.0;0.4;0.7;38.9;6.1;0.3;16.1;;;;;;;;;;;;;;;;;;9.6;14.4;66.5;9.5;;;;;;;;;;;;;;;;;;;;;
2020;063 Beveiligingswerkers;Waarde;2021;5.5;47.7;2.2;22.9;25.2;51.4;31.1;14.0;3.6;6.8;2.4;3.9;1.4;9.0;1.5;0.5;3.6;8.0;0.4;1.7;38.3;1.8;1.1;20.8;;;;;;;;;;;;;;;;;;9.6;18.4;63.6;8.4;;;;;;;;;;;;;;;;;;;;;
2021;063 Beveiligingswerkers;Waarde;2022;6.1;58.3;2.4;20.7;18.5;52.9;34.3;11.5;1.4;;;;;;;;;;;;;;;;63.4;1.9;5.2;1.0;4.7;2.9;4.8;1.2;3.7;2.6;0.4;0.8;7.4;;;;;10.7;12.9;66.2;10.2;;;;;;;;;;;;16.4;3.8;6.4;6.4;7.9;3.6;13.8;7.9;22.3;11.5
