ID;Geslacht;Leeftijd;Maandloon;BedrijfstakkenSBI2008;HerkomstNationaliteit;Perioden;BuitenlandGeborenWerknemersTotaal_1;BuitenlandGeborenWerknemersIngesc_2;BuitenlandGeborenWerknemersNietI_3
1341;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Roemenië;2006, vrijdag 29 september;0.1;0.0;0.1
1342;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Roemenië;2007, vrijdag 28 september;0.1;0.0;0.0
1343;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Roemenië;2008, vrijdag 26 september;0.0;0.0;0.0
1344;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Roemenië;2009, vrijdag 25 september;0.0;0.0;0.0
1345;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Roemenië;2010, vrijdag 24 september;0.0;0.0;0.0
1346;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Roemenië;2011, vrijdag 23 september;0.0;0.0;0.0
1347;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Roemenië;2012, vrijdag 28 september;0.0;0.0;0.0
1348;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Roemenië;2013, vrijdag 28 september;0.0;0.0;0.0
1349;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Roemenië;2014, vrijdag 26 september;0.0;0.0;0.0
1350;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Spanje;2006, vrijdag 29 september;0.0;0.0;0.0
1351;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Spanje;2007, vrijdag 28 september;0.0;0.0;0.0
1352;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Spanje;2008, vrijdag 26 september;0.0;0.0;0.0
1353;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Spanje;2009, vrijdag 25 september;0.0;0.0;0.0
1354;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Spanje;2010, vrijdag 24 september;0.0;0.0;0.0
1355;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Spanje;2011, vrijdag 23 september;0.0;0.0;0.0
1356;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Spanje;2012, vrijdag 28 september;0.0;0.0;0.0
1357;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Spanje;2013, vrijdag 28 september;0.0;0.0;0.0
1358;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Spanje;2014, vrijdag 26 september;0.1;0.0;0.0
1359;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Verenigd Koninkrijk;2006, vrijdag 29 september;0.1;0.1;0.0
1360;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Verenigd Koninkrijk;2007, vrijdag 28 september;0.1;0.1;0.0
1361;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Verenigd Koninkrijk;2008, vrijdag 26 september;0.1;0.1;0.0
1362;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Verenigd Koninkrijk;2009, vrijdag 25 september;0.1;0.1;0.0
1363;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Verenigd Koninkrijk;2010, vrijdag 24 september;0.1;0.1;0.0
1364;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Verenigd Koninkrijk;2011, vrijdag 23 september;0.1;0.1;0.0
1365;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Verenigd Koninkrijk;2012, vrijdag 28 september;0.1;0.1;0.0
1366;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Verenigd Koninkrijk;2013, vrijdag 28 september;0.1;0.1;0.0
1367;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;L Verhuur en handel van onroerend goed;Verenigd Koninkrijk;2014, vrijdag 26 september;0.1;0.1;0.0
1368;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Totaal;2006, vrijdag 29 september;187.1;124.8;62.3
1369;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Totaal;2007, vrijdag 28 september;235.9;135.8;100.1
1370;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Totaal;2008, vrijdag 26 september;256.7;141.8;114.9
1371;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Totaal;2009, vrijdag 25 september;236.7;135.0;101.7
1372;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Totaal;2010, vrijdag 24 september;240.4;136.9;103.4
1373;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Totaal;2011, vrijdag 23 september;249.4;141.2;108.2
1374;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Totaal;2012, vrijdag 28 september;247.4;142.6;104.8
1375;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Totaal;2013, vrijdag 28 september;248.5;144.4;104.1
1376;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Totaal;2014, vrijdag 26 september;255.5;153.5;102.0
1377;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Afrika;2006, vrijdag 29 september;29.5;28.7;0.8
1378;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Afrika;2007, vrijdag 28 september;31.1;30.2;0.9
1379;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Afrika;2008, vrijdag 26 september;31.5;30.6;0.9
1380;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Afrika;2009, vrijdag 25 september;28.7;28.4;0.4
1381;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Afrika;2010, vrijdag 24 september;28.5;28.2;0.3
1382;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Afrika;2011, vrijdag 23 september;27.8;27.5;0.3
1383;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Afrika;2012, vrijdag 28 september;26.6;26.3;0.3
1384;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Afrika;2013, vrijdag 28 september;25.5;25.2;0.2
1385;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Afrika;2014, vrijdag 26 september;25.5;25.3;0.2
1386;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Amerika;2006, vrijdag 29 september;29.3;29.1;0.2
1387;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Amerika;2007, vrijdag 28 september;31.4;31.0;0.4
1388;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Amerika;2008, vrijdag 26 september;31.4;31.0;0.4
1389;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Amerika;2009, vrijdag 25 september;28.3;28.2;0.2
1390;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Amerika;2010, vrijdag 24 september;27.5;27.3;0.2
1391;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Amerika;2011, vrijdag 23 september;26.7;26.5;0.2
1392;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Amerika;2012, vrijdag 28 september;25.3;25.1;0.2
1393;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Amerika;2013, vrijdag 28 september;24.0;23.8;0.2
1394;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Amerika;2014, vrijdag 26 september;24.2;24.1;0.2
1395;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Azië;2006, vrijdag 29 september;17.1;16.7;0.3
1396;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Azië;2007, vrijdag 28 september;19.2;18.8;0.4
1397;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Azië;2008, vrijdag 26 september;20.9;20.5;0.4
1398;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Azië;2009, vrijdag 25 september;18.9;18.7;0.2
1399;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Azië;2010, vrijdag 24 september;18.3;18.1;0.2
1400;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Azië;2011, vrijdag 23 september;17.8;17.6;0.3
1401;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Azië;2012, vrijdag 28 september;17.4;17.1;0.3
1402;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Azië;2013, vrijdag 28 september;17.0;16.7;0.2
1403;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Azië;2014, vrijdag 26 september;17.7;17.4;0.3
1404;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Europa;2006, vrijdag 29 september;108.0;49.7;58.3
1405;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Europa;2007, vrijdag 28 september;149.1;55.2;93.9
1406;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Europa;2008, vrijdag 26 september;169.5;59.0;110.5
1407;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Europa;2009, vrijdag 25 september;159.4;59.2;100.3
1408;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Europa;2010, vrijdag 24 september;163.7;62.8;100.9
1409;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Europa;2011, vrijdag 23 september;175.8;69.1;106.6
1410;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Europa;2012, vrijdag 28 september;176.4;73.4;103.0
1411;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Europa;2013, vrijdag 28 september;180.5;78.0;102.5
1412;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Europa;2014, vrijdag 26 september;186.9;86.0;100.0
1413;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Oceanië;2006, vrijdag 29 september;0.6;0.6;0.0
1414;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Oceanië;2007, vrijdag 28 september;0.7;0.7;0.0
1415;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Oceanië;2008, vrijdag 26 september;0.7;0.7;0.0
1416;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Oceanië;2009, vrijdag 25 september;0.7;0.6;0.0
1417;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Oceanië;2010, vrijdag 24 september;0.6;0.6;0.0
1418;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Oceanië;2011, vrijdag 23 september;0.7;0.6;0.0
1419;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Oceanië;2012, vrijdag 28 september;0.7;0.6;0.0
1420;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Oceanië;2013, vrijdag 28 september;0.7;0.7;0.0
1421;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Oceanië;2014, vrijdag 26 september;0.7;0.7;0.0
1422;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 26;2006, vrijdag 29 september;83.9;26.2;57.7
1423;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 26;2007, vrijdag 28 september;124.3;30.9;93.4
1424;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 26;2008, vrijdag 26 september;145.3;35.3;110.0
1425;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 26;2009, vrijdag 25 september;137.3;37.3;100.0
1426;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 26;2010, vrijdag 24 september;141.6;41.0;100.6
1427;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 26;2011, vrijdag 23 september;153.8;47.5;106.2
1428;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 26;2012, vrijdag 28 september;155.5;52.8;102.7
1429;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 26;2013, vrijdag 28 september;159.9;57.7;102.2
1430;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 26;2014, vrijdag 26 september;166.8;66.1;100.0
1431;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 10;2006, vrijdag 29 september;16.2;6.8;9.4
1432;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 10;2007, vrijdag 28 september;50.5;9.7;40.7
1433;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 10;2008, vrijdag 26 september;71.4;12.9;58.5
1434;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 10;2009, vrijdag 25 september;75.7;15.2;60.5
1435;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 10;2010, vrijdag 24 september;84.6;19.4;65.2
1436;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 10;2011, vrijdag 23 september;99.1;25.3;73.9
1437;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 10;2012, vrijdag 28 september;107.1;30.0;77.2
1438;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 10;2013, vrijdag 28 september;113.5;33.9;79.7
1439;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;EU 10;2014, vrijdag 26 september;122.1;41.3;80.7
1440;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;België;2006, vrijdag 29 september;3.9;1.8;2.1
1441;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;België;2007, vrijdag 28 september;4.2;1.9;2.4
1442;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;België;2008, vrijdag 26 september;4.2;1.9;2.4
1443;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;België;2009, vrijdag 25 september;4.6;1.8;2.8
1444;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;België;2010, vrijdag 24 september;4.5;1.8;2.6
1445;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;België;2011, vrijdag 23 september;4.4;1.9;2.5
1446;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;België;2012, vrijdag 28 september;4.4;1.9;2.5
1447;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;België;2013, vrijdag 28 september;4.6;1.8;2.8
1448;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;België;2014, vrijdag 26 september;4.6;1.9;2.7
1449;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Bulgarije;2006, vrijdag 29 september;0.4;0.4;0.0
1450;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Bulgarije;2007, vrijdag 28 september;0.6;0.5;0.1
1451;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Bulgarije;2008, vrijdag 26 september;0.6;0.6;0.1
1452;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Bulgarije;2009, vrijdag 25 september;0.6;0.5;0.1
1453;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Bulgarije;2010, vrijdag 24 september;0.7;0.6;0.1
1454;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Bulgarije;2011, vrijdag 23 september;0.7;0.6;0.1
1455;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Bulgarije;2012, vrijdag 28 september;0.7;0.6;0.1
1456;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Bulgarije;2013, vrijdag 28 september;0.8;0.8;0.0
1457;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Bulgarije;2014, vrijdag 26 september;2.4;1.6;0.8
1458;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Duitsland;2006, vrijdag 29 september;34.1;5.1;29.0
1459;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Duitsland;2007, vrijdag 28 september;34.2;5.7;28.5
1460;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Duitsland;2008, vrijdag 26 september;33.3;6.0;27.3
1461;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Duitsland;2009, vrijdag 25 september;24.2;5.8;18.4
1462;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Duitsland;2010, vrijdag 24 september;20.6;5.7;14.8
1463;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Duitsland;2011, vrijdag 23 september;19.2;5.8;13.4
1464;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Duitsland;2012, vrijdag 28 september;15.4;5.4;9.9
1465;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Duitsland;2013, vrijdag 28 september;13.7;5.5;8.2
1466;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Duitsland;2014, vrijdag 26 september;12.1;5.4;6.7
1467;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Frankrijk;2006, vrijdag 29 september;2.1;1.5;0.6
1468;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Frankrijk;2007, vrijdag 28 september;2.3;1.6;0.6
1469;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Frankrijk;2008, vrijdag 26 september;2.3;1.8;0.6
1470;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Frankrijk;2009, vrijdag 25 september;2.1;1.7;0.3
1471;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Frankrijk;2010, vrijdag 24 september;2.0;1.7;0.3
1472;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Frankrijk;2011, vrijdag 23 september;2.0;1.7;0.3
1473;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Frankrijk;2012, vrijdag 28 september;2.0;1.7;0.3
1474;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Frankrijk;2013, vrijdag 28 september;2.1;1.8;0.3
1475;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Frankrijk;2014, vrijdag 26 september;2.2;1.9;0.3
1476;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Griekenland;2006, vrijdag 29 september;1.6;0.6;1.0
1477;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Griekenland;2007, vrijdag 28 september;1.6;0.7;0.9
1478;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Griekenland;2008, vrijdag 26 september;1.6;0.8;0.8
1479;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Griekenland;2009, vrijdag 25 september;1.4;0.8;0.6
1480;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Griekenland;2010, vrijdag 24 september;1.1;0.7;0.4
1481;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Griekenland;2011, vrijdag 23 september;1.3;0.9;0.4
1482;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Griekenland;2012, vrijdag 28 september;1.7;1.2;0.5
1483;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Griekenland;2013, vrijdag 28 september;2.0;1.4;0.6
1484;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Griekenland;2014, vrijdag 26 september;2.1;1.6;0.5
1485;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Italië;2006, vrijdag 29 september;1.5;1.2;0.3
1486;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Italië;2007, vrijdag 28 september;1.7;1.3;0.4
1487;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Italië;2008, vrijdag 26 september;1.9;1.5;0.4
1488;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Italië;2009, vrijdag 25 september;1.9;1.6;0.3
1489;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Italië;2010, vrijdag 24 september;2.0;1.6;0.4
1490;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Italië;2011, vrijdag 23 september;2.1;1.7;0.4
1491;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Italië;2012, vrijdag 28 september;2.1;1.8;0.3
1492;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Italië;2013, vrijdag 28 september;2.4;2.1;0.3
1493;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Italië;2014, vrijdag 26 september;2.7;2.4;0.3
1494;Totaal mannen en vrouwen;Totaal leeftijd (18 tot 75 jaar);Totaal;M-N Zakelijke dienstverlening;Polen;2006, vrijdag 29 september;13.8;4.8;9.0
