ID;Bromfietssoort;Geslacht;Persoonskenmerken;Perioden;PersonenInBezitVanVoertuigen_1;PersonenInBezitVanVoertuigen_2
292;Snorfiets;Mannen;Leeftijd: 80 tot 85 jaar;2014;4300;2.9
293;Snorfiets;Mannen;Leeftijd: 80 tot 85 jaar;2015;4300;2.9
294;Snorfiets;Mannen;Leeftijd: 85 jaar of ouder;2010;1600;2.2
295;Snorfiets;Mannen;Leeftijd: 85 jaar of ouder;2011;1600;2.1
296;Snorfiets;Mannen;Leeftijd: 85 jaar of ouder;2012;1600;2.0
297;Snorfiets;Mannen;Leeftijd: 85 jaar of ouder;2013;1600;1.9
298;Snorfiets;Mannen;Leeftijd: 85 jaar of ouder;2014;1600;1.8
299;Snorfiets;Mannen;Leeftijd: 85 jaar of ouder;2015;1600;1.8
300;Snorfiets;Mannen;Leeftijd: 16 tot 25 jaar;2010;31900;3.5
301;Snorfiets;Mannen;Leeftijd: 16 tot 25 jaar;2011;37700;4.1
302;Snorfiets;Mannen;Leeftijd: 16 tot 25 jaar;2012;40900;4.4
303;Snorfiets;Mannen;Leeftijd: 16 tot 25 jaar;2013;41700;4.5
304;Snorfiets;Mannen;Leeftijd: 16 tot 25 jaar;2014;42300;4.5
305;Snorfiets;Mannen;Leeftijd: 16 tot 25 jaar;2015;43900;4.7
306;Snorfiets;Mannen;Leeftijd: 25 tot 35 jaar;2010;26800;2.7
307;Snorfiets;Mannen;Leeftijd: 25 tot 35 jaar;2011;32500;3.3
308;Snorfiets;Mannen;Leeftijd: 25 tot 35 jaar;2012;38600;3.8
309;Snorfiets;Mannen;Leeftijd: 25 tot 35 jaar;2013;44500;4.4
310;Snorfiets;Mannen;Leeftijd: 25 tot 35 jaar;2014;49700;4.9
311;Snorfiets;Mannen;Leeftijd: 25 tot 35 jaar;2015;55200;5.4
312;Snorfiets;Mannen;Leeftijd: 35 tot 45 jaar;2010;36300;2.9
313;Snorfiets;Mannen;Leeftijd: 35 tot 45 jaar;2011;40500;3.4
314;Snorfiets;Mannen;Leeftijd: 35 tot 45 jaar;2012;44600;3.8
315;Snorfiets;Mannen;Leeftijd: 35 tot 45 jaar;2013;48300;4.2
316;Snorfiets;Mannen;Leeftijd: 35 tot 45 jaar;2014;50600;4.6
317;Snorfiets;Mannen;Leeftijd: 35 tot 45 jaar;2015;52800;4.9
318;Snorfiets;Mannen;Leeftijd: 45 tot 55 jaar;2010;47400;3.9
319;Snorfiets;Mannen;Leeftijd: 45 tot 55 jaar;2011;54400;4.4
320;Snorfiets;Mannen;Leeftijd: 45 tot 55 jaar;2012;60500;4.8
321;Snorfiets;Mannen;Leeftijd: 45 tot 55 jaar;2013;66600;5.3
322;Snorfiets;Mannen;Leeftijd: 45 tot 55 jaar;2014;72200;5.7
323;Snorfiets;Mannen;Leeftijd: 45 tot 55 jaar;2015;78100;6.1
324;Snorfiets;Mannen;Leeftijd: 55 tot 65 jaar;2010;45800;4.3
325;Snorfiets;Mannen;Leeftijd: 55 tot 65 jaar;2011;50600;4.6
326;Snorfiets;Mannen;Leeftijd: 55 tot 65 jaar;2012;53500;5.0
327;Snorfiets;Mannen;Leeftijd: 55 tot 65 jaar;2013;56300;5.2
328;Snorfiets;Mannen;Leeftijd: 55 tot 65 jaar;2014;58900;5.5
329;Snorfiets;Mannen;Leeftijd: 55 tot 65 jaar;2015;61700;5.7
330;Snorfiets;Mannen;Leeftijd: 65 tot 75 jaar;2010;28700;4.3
331;Snorfiets;Mannen;Leeftijd: 65 tot 75 jaar;2011;30300;4.4
332;Snorfiets;Mannen;Leeftijd: 65 tot 75 jaar;2012;33500;4.6
333;Snorfiets;Mannen;Leeftijd: 65 tot 75 jaar;2013;36600;4.7
334;Snorfiets;Mannen;Leeftijd: 65 tot 75 jaar;2014;39200;4.8
335;Snorfiets;Mannen;Leeftijd: 65 tot 75 jaar;2015;41200;4.9
336;Snorfiets;Mannen;Leeftijd: 75 jaar of ouder;2010;14100;3.4
337;Snorfiets;Mannen;Leeftijd: 75 jaar of ouder;2011;14400;3.4
338;Snorfiets;Mannen;Leeftijd: 75 jaar of ouder;2012;14400;3.3
339;Snorfiets;Mannen;Leeftijd: 75 jaar of ouder;2013;14500;3.2
340;Snorfiets;Mannen;Leeftijd: 75 jaar of ouder;2014;14700;3.2
341;Snorfiets;Mannen;Leeftijd: 75 jaar of ouder;2015;15000;3.1
342;Snorfiets;Mannen;Herkomst: autochtoon;2010;195700;3.7
343;Snorfiets;Mannen;Herkomst: autochtoon;2011;219300;4.2
344;Snorfiets;Mannen;Herkomst: autochtoon;2012;238800;4.5
345;Snorfiets;Mannen;Herkomst: autochtoon;2013;256100;4.8
346;Snorfiets;Mannen;Herkomst: autochtoon;2014;270300;5.1
347;Snorfiets;Mannen;Herkomst: autochtoon;2015;284300;5.3
348;Snorfiets;Mannen;Herkomst: westerse allochtoon;2010;18800;3.1
349;Snorfiets;Mannen;Herkomst: westerse allochtoon;2011;21100;3.4
350;Snorfiets;Mannen;Herkomst: westerse allochtoon;2012;23400;3.7
351;Snorfiets;Mannen;Herkomst: westerse allochtoon;2013;25300;4.0
352;Snorfiets;Mannen;Herkomst: westerse allochtoon;2014;27100;4.2
353;Snorfiets;Mannen;Herkomst: westerse allochtoon;2015;28800;4.4
354;Snorfiets;Mannen;Herkomst: niet-westerse allochtoon;2010;16400;2.5
355;Snorfiets;Mannen;Herkomst: niet-westerse allochtoon;2011;19900;2.9
356;Snorfiets;Mannen;Herkomst: niet-westerse allochtoon;2012;23700;3.4
357;Snorfiets;Mannen;Herkomst: niet-westerse allochtoon;2013;27100;3.8
358;Snorfiets;Mannen;Herkomst: niet-westerse allochtoon;2014;30300;4.2
359;Snorfiets;Mannen;Herkomst: niet-westerse allochtoon;2015;34700;4.7
360;Snorfiets;Mannen;Werknemer;2010;121400;3.3
361;Snorfiets;Mannen;Werknemer;2011;136700;3.8
362;Snorfiets;Mannen;Werknemer;2012;150900;4.2
363;Snorfiets;Mannen;Werknemer;2013;163100;4.6
364;Snorfiets;Mannen;Werknemer;2014;171800;5.0
365;Snorfiets;Mannen;Werknemer;2015;183200;5.3
366;Snorfiets;Mannen;Zelfstandige;2010;21400;3.5
367;Snorfiets;Mannen;Zelfstandige;2011;25900;4.1
368;Snorfiets;Mannen;Zelfstandige;2012;30900;4.7
369;Snorfiets;Mannen;Zelfstandige;2013;35100;5.2
370;Snorfiets;Mannen;Zelfstandige;2014;39000;5.7
371;Snorfiets;Mannen;Zelfstandige;2015;40800;6.2
372;Snorfiets;Mannen;Uitkeringsontvanger;2010;26900;5.5
373;Snorfiets;Mannen;Uitkeringsontvanger;2011;30800;5.9
374;Snorfiets;Mannen;Uitkeringsontvanger;2012;32500;6.2
375;Snorfiets;Mannen;Uitkeringsontvanger;2013;35000;6.4
376;Snorfiets;Mannen;Uitkeringsontvanger;2014;39200;6.7
377;Snorfiets;Mannen;Uitkeringsontvanger;2015;42100;6.9
378;Snorfiets;Mannen;Pensioenontvanger;2010;47900;4.0
379;Snorfiets;Mannen;Pensioenontvanger;2011;50300;4.1
380;Snorfiets;Mannen;Pensioenontvanger;2012;51800;4.2
381;Snorfiets;Mannen;Pensioenontvanger;2013;53600;4.2
382;Snorfiets;Mannen;Pensioenontvanger;2014;54900;4.3
383;Snorfiets;Mannen;Pensioenontvanger;2015;55900;4.3
384;Snorfiets;Mannen;Student;2010;9500;2.3
385;Snorfiets;Mannen;Student;2011;12700;3.0
386;Snorfiets;Mannen;Student;2012;15900;3.6
387;Snorfiets;Mannen;Student;2013;17100;3.8
388;Snorfiets;Mannen;Student;2014;17900;3.9
389;Snorfiets;Mannen;Student;2015;19500;4.1
390;Snorfiets;Mannen;Overig niet actief /zonder inkomen;2010;3800;2.0
391;Snorfiets;Mannen;Overig niet actief /zonder inkomen;2011;4000;2.0
392;Snorfiets;Mannen;Overig niet actief /zonder inkomen;2012;3900;2.0
393;Snorfiets;Mannen;Overig niet actief /zonder inkomen;2013;4500;2.2
394;Snorfiets;Mannen;Overig niet actief /zonder inkomen;2014;4900;2.3
395;Snorfiets;Mannen;Overig niet actief /zonder inkomen;2015;6300;2.6
396;Snorfiets;Vrouwen;Totaal persoonskenmerken;2010;147500;2.2
397;Snorfiets;Vrouwen;Totaal persoonskenmerken;2011;161000;2.4
398;Snorfiets;Vrouwen;Totaal persoonskenmerken;2012;170100;2.5
399;Snorfiets;Vrouwen;Totaal persoonskenmerken;2013;177300;2.6
400;Snorfiets;Vrouwen;Totaal persoonskenmerken;2014;182600;2.7
401;Snorfiets;Vrouwen;Totaal persoonskenmerken;2015;188400;2.7
402;Snorfiets;Vrouwen;Leeftijd: 16 tot 18 jaar;2010;4400;2.3
403;Snorfiets;Vrouwen;Leeftijd: 16 tot 18 jaar;2011;4200;2.2
404;Snorfiets;Vrouwen;Leeftijd: 16 tot 18 jaar;2012;2800;1.4
405;Snorfiets;Vrouwen;Leeftijd: 16 tot 18 jaar;2013;2000;1.1
406;Snorfiets;Vrouwen;Leeftijd: 16 tot 18 jaar;2014;1500;0.8
407;Snorfiets;Vrouwen;Leeftijd: 16 tot 18 jaar;2015;1700;0.9
408;Snorfiets;Vrouwen;Leeftijd: 18 tot 20 jaar;2010;3900;1.9
409;Snorfiets;Vrouwen;Leeftijd: 18 tot 20 jaar;2011;4700;2.4
410;Snorfiets;Vrouwen;Leeftijd: 18 tot 20 jaar;2012;5600;2.8
411;Snorfiets;Vrouwen;Leeftijd: 18 tot 20 jaar;2013;4800;2.5
412;Snorfiets;Vrouwen;Leeftijd: 18 tot 20 jaar;2014;3600;1.9
413;Snorfiets;Vrouwen;Leeftijd: 18 tot 20 jaar;2015;3200;1.7
414;Snorfiets;Vrouwen;Leeftijd: 20 tot 25 jaar;2010;8500;1.7
415;Snorfiets;Vrouwen;Leeftijd: 20 tot 25 jaar;2011;10300;2.0
416;Snorfiets;Vrouwen;Leeftijd: 20 tot 25 jaar;2012;11900;2.3
417;Snorfiets;Vrouwen;Leeftijd: 20 tot 25 jaar;2013;13500;2.6
418;Snorfiets;Vrouwen;Leeftijd: 20 tot 25 jaar;2014;15000;2.9
419;Snorfiets;Vrouwen;Leeftijd: 20 tot 25 jaar;2015;15700;3.0
420;Snorfiets;Vrouwen;Leeftijd: 25 tot 30 jaar;2010;7000;1.4
421;Snorfiets;Vrouwen;Leeftijd: 25 tot 30 jaar;2011;8200;1.7
422;Snorfiets;Vrouwen;Leeftijd: 25 tot 30 jaar;2012;9700;1.9
423;Snorfiets;Vrouwen;Leeftijd: 25 tot 30 jaar;2013;11300;2.2
424;Snorfiets;Vrouwen;Leeftijd: 25 tot 30 jaar;2014;12700;2.5
425;Snorfiets;Vrouwen;Leeftijd: 25 tot 30 jaar;2015;14200;2.7
426;Snorfiets;Vrouwen;Leeftijd: 30 tot 35 jaar;2010;7600;1.5
427;Snorfiets;Vrouwen;Leeftijd: 30 tot 35 jaar;2011;8600;1.7
428;Snorfiets;Vrouwen;Leeftijd: 30 tot 35 jaar;2012;9400;1.9
429;Snorfiets;Vrouwen;Leeftijd: 30 tot 35 jaar;2013;10000;2.0
430;Snorfiets;Vrouwen;Leeftijd: 30 tot 35 jaar;2014;10300;2.1
431;Snorfiets;Vrouwen;Leeftijd: 30 tot 35 jaar;2015;10800;2.2
432;Snorfiets;Vrouwen;Leeftijd: 35 tot 40 jaar;2010;11200;1.9
433;Snorfiets;Vrouwen;Leeftijd: 35 tot 40 jaar;2011;11600;2.1
434;Snorfiets;Vrouwen;Leeftijd: 35 tot 40 jaar;2012;11900;2.2
435;Snorfiets;Vrouwen;Leeftijd: 35 tot 40 jaar;2013;12100;2.4
436;Snorfiets;Vrouwen;Leeftijd: 35 tot 40 jaar;2014;12100;2.4
437;Snorfiets;Vrouwen;Leeftijd: 35 tot 40 jaar;2015;12300;2.5
438;Snorfiets;Vrouwen;Leeftijd: 40 tot 45 jaar;2010;16600;2.6
439;Snorfiets;Vrouwen;Leeftijd: 40 tot 45 jaar;2011;18200;2.8
440;Snorfiets;Vrouwen;Leeftijd: 40 tot 45 jaar;2012;19000;3.0
441;Snorfiets;Vrouwen;Leeftijd: 40 tot 45 jaar;2013;19700;3.1
442;Snorfiets;Vrouwen;Leeftijd: 40 tot 45 jaar;2014;19900;3.2
443;Snorfiets;Vrouwen;Leeftijd: 40 tot 45 jaar;2015;19400;3.3
444;Snorfiets;Vrouwen;Leeftijd: 45 tot 50 jaar;2010;20500;3.2
445;Snorfiets;Vrouwen;Leeftijd: 45 tot 50 jaar;2011;22600;3.5
446;Snorfiets;Vrouwen;Leeftijd: 45 tot 50 jaar;2012;24000;3.8
447;Snorfiets;Vrouwen;Leeftijd: 45 tot 50 jaar;2013;24900;3.9
448;Snorfiets;Vrouwen;Leeftijd: 45 tot 50 jaar;2014;25700;4.1
449;Snorfiets;Vrouwen;Leeftijd: 45 tot 50 jaar;2015;26200;4.1
450;Snorfiets;Vrouwen;Leeftijd: 50 tot 55 jaar;2010;19300;3.3
451;Snorfiets;Vrouwen;Leeftijd: 50 tot 55 jaar;2011;21200;3.6
452;Snorfiets;Vrouwen;Leeftijd: 50 tot 55 jaar;2012;22600;3.8
453;Snorfiets;Vrouwen;Leeftijd: 50 tot 55 jaar;2013;23800;3.9
454;Snorfiets;Vrouwen;Leeftijd: 50 tot 55 jaar;2014;25200;4.1
455;Snorfiets;Vrouwen;Leeftijd: 50 tot 55 jaar;2015;26500;4.2
456;Snorfiets;Vrouwen;Leeftijd: 55 tot 60 jaar;2010;16900;3.2
457;Snorfiets;Vrouwen;Leeftijd: 55 tot 60 jaar;2011;18200;3.4
458;Snorfiets;Vrouwen;Leeftijd: 55 tot 60 jaar;2012;19200;3.5
459;Snorfiets;Vrouwen;Leeftijd: 55 tot 60 jaar;2013;20000;3.6
460;Snorfiets;Vrouwen;Leeftijd: 55 tot 60 jaar;2014;20400;3.6
461;Snorfiets;Vrouwen;Leeftijd: 55 tot 60 jaar;2015;20900;3.7
462;Snorfiets;Vrouwen;Leeftijd: 60 tot 65 jaar;2010;14000;2.6
463;Snorfiets;Vrouwen;Leeftijd: 60 tot 65 jaar;2011;15000;2.8
464;Snorfiets;Vrouwen;Leeftijd: 60 tot 65 jaar;2012;15100;2.8
465;Snorfiets;Vrouwen;Leeftijd: 60 tot 65 jaar;2013;15300;2.9
466;Snorfiets;Vrouwen;Leeftijd: 60 tot 65 jaar;2014;15700;3.0
467;Snorfiets;Vrouwen;Leeftijd: 60 tot 65 jaar;2015;16100;3.1
468;Snorfiets;Vrouwen;Leeftijd: 65 tot 70 jaar;2010;8500;2.2
469;Snorfiets;Vrouwen;Leeftijd: 65 tot 70 jaar;2011;8800;2.2
470;Snorfiets;Vrouwen;Leeftijd: 65 tot 70 jaar;2012;9700;2.2
471;Snorfiets;Vrouwen;Leeftijd: 65 tot 70 jaar;2013;10500;2.2
472;Snorfiets;Vrouwen;Leeftijd: 65 tot 70 jaar;2014;11000;2.2
473;Snorfiets;Vrouwen;Leeftijd: 65 tot 70 jaar;2015;11400;2.2
474;Snorfiets;Vrouwen;Leeftijd: 70 tot 75 jaar;2010;5000;1.6
475;Snorfiets;Vrouwen;Leeftijd: 70 tot 75 jaar;2011;5100;1.6
476;Snorfiets;Vrouwen;Leeftijd: 70 tot 75 jaar;2012;5100;1.5
477;Snorfiets;Vrouwen;Leeftijd: 70 tot 75 jaar;2013;5300;1.5
478;Snorfiets;Vrouwen;Leeftijd: 70 tot 75 jaar;2014;5500;1.6
479;Snorfiets;Vrouwen;Leeftijd: 70 tot 75 jaar;2015;5800;1.6
480;Snorfiets;Vrouwen;Leeftijd: 75 tot 80 jaar;2010;2600;1.0
481;Snorfiets;Vrouwen;Leeftijd: 75 tot 80 jaar;2011;2700;1.0
482;Snorfiets;Vrouwen;Leeftijd: 75 tot 80 jaar;2012;2700;1.0
483;Snorfiets;Vrouwen;Leeftijd: 75 tot 80 jaar;2013;2700;1.0
484;Snorfiets;Vrouwen;Leeftijd: 75 tot 80 jaar;2014;2700;1.0
485;Snorfiets;Vrouwen;Leeftijd: 75 tot 80 jaar;2015;2700;0.9
486;Snorfiets;Vrouwen;Leeftijd: 80 tot 85 jaar;2010;1100;0.6
487;Snorfiets;Vrouwen;Leeftijd: 80 tot 85 jaar;2011;1100;0.5
488;Snorfiets;Vrouwen;Leeftijd: 80 tot 85 jaar;2012;1100;0.6
489;Snorfiets;Vrouwen;Leeftijd: 80 tot 85 jaar;2013;1000;0.5
490;Snorfiets;Vrouwen;Leeftijd: 80 tot 85 jaar;2014;1000;0.5
491;Snorfiets;Vrouwen;Leeftijd: 80 tot 85 jaar;2015;1000;0.5
492;Snorfiets;Vrouwen;Leeftijd: 85 jaar of ouder;2010;300;0.2
493;Snorfiets;Vrouwen;Leeftijd: 85 jaar of ouder;2011;300;0.2
494;Snorfiets;Vrouwen;Leeftijd: 85 jaar of ouder;2012;300;0.2
495;Snorfiets;Vrouwen;Leeftijd: 85 jaar of ouder;2013;300;0.2
496;Snorfiets;Vrouwen;Leeftijd: 85 jaar of ouder;2014;400;0.2
497;Snorfiets;Vrouwen;Leeftijd: 85 jaar of ouder;2015;400;0.2
498;Snorfiets;Vrouwen;Leeftijd: 16 tot 25 jaar;2010;16800;1.9
499;Snorfiets;Vrouwen;Leeftijd: 16 tot 25 jaar;2011;19200;2.1
500;Snorfiets;Vrouwen;Leeftijd: 16 tot 25 jaar;2012;20200;2.2
501;Snorfiets;Vrouwen;Leeftijd: 16 tot 25 jaar;2013;20300;2.2
502;Snorfiets;Vrouwen;Leeftijd: 16 tot 25 jaar;2014;20100;2.2
503;Snorfiets;Vrouwen;Leeftijd: 16 tot 25 jaar;2015;20700;2.3
504;Snorfiets;Vrouwen;Leeftijd: 25 tot 35 jaar;2010;14600;1.5
505;Snorfiets;Vrouwen;Leeftijd: 25 tot 35 jaar;2011;16800;1.7
506;Snorfiets;Vrouwen;Leeftijd: 25 tot 35 jaar;2012;19200;1.9
507;Snorfiets;Vrouwen;Leeftijd: 25 tot 35 jaar;2013;21300;2.1
508;Snorfiets;Vrouwen;Leeftijd: 25 tot 35 jaar;2014;23100;2.3
509;Snorfiets;Vrouwen;Leeftijd: 25 tot 35 jaar;2015;25000;2.5
510;Snorfiets;Vrouwen;Leeftijd: 35 tot 45 jaar;2010;27700;2.3
511;Snorfiets;Vrouwen;Leeftijd: 35 tot 45 jaar;2011;29700;2.5
512;Snorfiets;Vrouwen;Leeftijd: 35 tot 45 jaar;2012;30900;2.6
513;Snorfiets;Vrouwen;Leeftijd: 35 tot 45 jaar;2013;31800;2.8
514;Snorfiets;Vrouwen;Leeftijd: 35 tot 45 jaar;2014;32000;2.9
515;Snorfiets;Vrouwen;Leeftijd: 35 tot 45 jaar;2015;31700;2.9
516;Snorfiets;Vrouwen;Leeftijd: 45 tot 55 jaar;2010;39800;3.3
517;Snorfiets;Vrouwen;Leeftijd: 45 tot 55 jaar;2011;43800;3.6
518;Snorfiets;Vrouwen;Leeftijd: 45 tot 55 jaar;2012;46600;3.8
519;Snorfiets;Vrouwen;Leeftijd: 45 tot 55 jaar;2013;48700;3.9
520;Snorfiets;Vrouwen;Leeftijd: 45 tot 55 jaar;2014;50900;4.1
521;Snorfiets;Vrouwen;Leeftijd: 45 tot 55 jaar;2015;52800;4.2
522;Snorfiets;Vrouwen;Leeftijd: 55 tot 65 jaar;2010;30900;2.9
523;Snorfiets;Vrouwen;Leeftijd: 55 tot 65 jaar;2011;33300;3.1
524;Snorfiets;Vrouwen;Leeftijd: 55 tot 65 jaar;2012;34300;3.2
525;Snorfiets;Vrouwen;Leeftijd: 55 tot 65 jaar;2013;35300;3.3
526;Snorfiets;Vrouwen;Leeftijd: 55 tot 65 jaar;2014;36100;3.3
527;Snorfiets;Vrouwen;Leeftijd: 55 tot 65 jaar;2015;37000;3.4
528;Snorfiets;Vrouwen;Leeftijd: 65 tot 75 jaar;2010;13600;1.9
529;Snorfiets;Vrouwen;Leeftijd: 65 tot 75 jaar;2011;13900;1.9
530;Snorfiets;Vrouwen;Leeftijd: 65 tot 75 jaar;2012;14800;1.9
531;Snorfiets;Vrouwen;Leeftijd: 65 tot 75 jaar;2013;15800;1.9
532;Snorfiets;Vrouwen;Leeftijd: 65 tot 75 jaar;2014;16500;2.0
533;Snorfiets;Vrouwen;Leeftijd: 65 tot 75 jaar;2015;17200;2.0
534;Snorfiets;Vrouwen;Leeftijd: 75 jaar of ouder;2010;4000;0.6
535;Snorfiets;Vrouwen;Leeftijd: 75 jaar of ouder;2011;4100;0.7
536;Snorfiets;Vrouwen;Leeftijd: 75 jaar of ouder;2012;4100;0.6
537;Snorfiets;Vrouwen;Leeftijd: 75 jaar of ouder;2013;4100;0.6
538;Snorfiets;Vrouwen;Leeftijd: 75 jaar of ouder;2014;4100;0.6
539;Snorfiets;Vrouwen;Leeftijd: 75 jaar of ouder;2015;4100;0.6
540;Snorfiets;Vrouwen;Herkomst: autochtoon;2010;128400;2.4
541;Snorfiets;Vrouwen;Herkomst: autochtoon;2011;139600;2.6
542;Snorfiets;Vrouwen;Herkomst: autochtoon;2012;146700;2.7
543;Snorfiets;Vrouwen;Herkomst: autochtoon;2013;152300;2.8
544;Snorfiets;Vrouwen;Herkomst: autochtoon;2014;156100;2.9
545;Snorfiets;Vrouwen;Herkomst: autochtoon;2015;159900;2.9
546;Snorfiets;Vrouwen;Herkomst: westerse allochtoon;2010;12700;1.9
547;Snorfiets;Vrouwen;Herkomst: westerse allochtoon;2011;13900;2.0
548;Snorfiets;Vrouwen;Herkomst: westerse allochtoon;2012;14800;2.1
549;Snorfiets;Vrouwen;Herkomst: westerse allochtoon;2013;15500;2.2
550;Snorfiets;Vrouwen;Herkomst: westerse allochtoon;2014;16100;2.3
551;Snorfiets;Vrouwen;Herkomst: westerse allochtoon;2015;16900;2.3
552;Snorfiets;Vrouwen;Herkomst: niet-westerse allochtoon;2010;6300;0.9
553;Snorfiets;Vrouwen;Herkomst: niet-westerse allochtoon;2011;7500;1.1
554;Snorfiets;Vrouwen;Herkomst: niet-westerse allochtoon;2012;8600;1.2
555;Snorfiets;Vrouwen;Herkomst: niet-westerse allochtoon;2013;9500;1.3
556;Snorfiets;Vrouwen;Herkomst: niet-westerse allochtoon;2014;10300;1.4
557;Snorfiets;Vrouwen;Herkomst: niet-westerse allochtoon;2015;11600;1.5
558;Snorfiets;Vrouwen;Werknemer;2010;75500;2.3
559;Snorfiets;Vrouwen;Werknemer;2011;82800;2.6
560;Snorfiets;Vrouwen;Werknemer;2012;87900;2.7
561;Snorfiets;Vrouwen;Werknemer;2013;92300;2.9
562;Snorfiets;Vrouwen;Werknemer;2014;94600;3.0
563;Snorfiets;Vrouwen;Werknemer;2015;98000;3.1
564;Snorfiets;Vrouwen;Zelfstandige;2010;5700;1.8
565;Snorfiets;Vrouwen;Zelfstandige;2011;7100;2.2
566;Snorfiets;Vrouwen;Zelfstandige;2012;8400;2.4
567;Snorfiets;Vrouwen;Zelfstandige;2013;9400;2.6
568;Snorfiets;Vrouwen;Zelfstandige;2014;10300;2.8
569;Snorfiets;Vrouwen;Zelfstandige;2015;10600;2.9
570;Snorfiets;Vrouwen;Uitkeringsontvanger;2010;21800;4.0
571;Snorfiets;Vrouwen;Uitkeringsontvanger;2011;23900;4.2
572;Snorfiets;Vrouwen;Uitkeringsontvanger;2012;25000;4.3
573;Snorfiets;Vrouwen;Uitkeringsontvanger;2013;25900;4.3
574;Snorfiets;Vrouwen;Uitkeringsontvanger;2014;28000;4.4
575;Snorfiets;Vrouwen;Uitkeringsontvanger;2015;30000;4.4
576;Snorfiets;Vrouwen;Pensioenontvanger;2010;22500;1.5
577;Snorfiets;Vrouwen;Pensioenontvanger;2011;23900;1.6
578;Snorfiets;Vrouwen;Pensioenontvanger;2012;24300;1.6
579;Snorfiets;Vrouwen;Pensioenontvanger;2013;24600;1.5
580;Snorfiets;Vrouwen;Pensioenontvanger;2014;24300;1.5
581;Snorfiets;Vrouwen;Pensioenontvanger;2015;24300;1.5
582;Snorfiets;Vrouwen;Student;2010;5700;1.3
583;Snorfiets;Vrouwen;Student;2011;7400;1.6
584;Snorfiets;Vrouwen;Student;2012;9000;1.9
585;Snorfiets;Vrouwen;Student;2013;9600;2.0
586;Snorfiets;Vrouwen;Student;2014;9700;2.0
587;Snorfiets;Vrouwen;Student;2015;10200;2.0
588;Snorfiets;Vrouwen;Overig niet actief /zonder inkomen;2010;16200;2.3
589;Snorfiets;Vrouwen;Overig niet actief /zonder inkomen;2011;15800;2.4
590;Snorfiets;Vrouwen;Overig niet actief /zonder inkomen;2012;15600;2.4
591;Snorfiets;Vrouwen;Overig niet actief /zonder inkomen;2013;15400;2.5
592;Snorfiets;Vrouwen;Overig niet actief /zonder inkomen;2014;15700;2.5
593;Snorfiets;Vrouwen;Overig niet actief /zonder inkomen;2015;15400;2.5
594;Bromfiets;Totaal mannen en vrouwen;Totaal persoonskenmerken;2010;402500;3.0
595;Bromfiets;Totaal mannen en vrouwen;Totaal persoonskenmerken;2011;413100;3.1
596;Bromfiets;Totaal mannen en vrouwen;Totaal persoonskenmerken;2012;405800;3.0
597;Bromfiets;Totaal mannen en vrouwen;Totaal persoonskenmerken;2013;395400;2.9
598;Bromfiets;Totaal mannen en vrouwen;Totaal persoonskenmerken;2014;383900;2.8
599;Bromfiets;Totaal mannen en vrouwen;Totaal persoonskenmerken;2015;377600;2.8
600;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 16 tot 18 jaar;2010;42200;10.6
601;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 16 tot 18 jaar;2011;33200;8.4
602;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 16 tot 18 jaar;2012;18400;4.7
603;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 16 tot 18 jaar;2013;11700;3.0
604;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 16 tot 18 jaar;2014;8100;2.1
605;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 16 tot 18 jaar;2015;8500;2.1
606;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 18 tot 20 jaar;2010;32700;8.0
607;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 18 tot 20 jaar;2011;35800;8.8
608;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 18 tot 20 jaar;2012;36400;9.0
609;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 18 tot 20 jaar;2013;26600;6.6
610;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 18 tot 20 jaar;2014;16400;4.1
611;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 18 tot 20 jaar;2015;12700;3.2
612;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2010;39400;3.9
613;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2011;44100;4.3
614;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2012;46800;4.5
615;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2013;49100;4.7
616;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2014;50300;4.8
617;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 20 tot 25 jaar;2015;46100;4.4
618;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2010;25700;2.6
619;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2011;27700;2.8
620;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2012;29900;3.0
621;Bromfiets;Totaal mannen en vrouwen;Leeftijd: 25 tot 30 jaar;2013;31900;3.1
