ID;Arbeidspositie;Arbeidsduur;Geslacht;Persoonskenmerken;Perioden;Totaal_1;Deeltijd_2;MinderDan20UurPerWeek_3;MinderDan12UurPerWeek_4;k_12Tot20UurPerWeek_5;k_20Tot35UurPerWeek_6;k_20Tot28UurPerWeek_7;k_28Tot35UurPerWeek_8;Voltijd35UurOfMeerPerWeek_9;Onbekend_10;GemiddeldAantalExtraGewensteUren_11
2380;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2021 1e kwartaal;605;424;166;70.0;96;258;121;137;141;41;9.4
2381;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2021 2e kwartaal;566;413;148;64.0;84;264;124;140;118;35;9.7
2382;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2021 3e kwartaal;486;347;117;50.0;67;230;107;123;105;34;9.2
2383;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2021 4e kwartaal;480;368;140;66.0;73;228;105;124;89;23;8.3
2384;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2021;534;388;143;63.0;80;245;114;131;113;33;9.2
2385;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2022 1e kwartaal;485;358;130;66.0;64;228;101;127;98;28;8.5
2386;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2022 2e kwartaal;472;352;124;57.0;67;228;118;110;91;29;8.7
2387;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2022 3e kwartaal;476;344;123;55.0;68;221;93;128;101;30;8.7
2388;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2022 4e kwartaal;495;371;140;68.0;72;231;106;125;93;32;8.3
2389;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2022;482;356;129;62.0;68;227;105;122;96;30;8.5
2390;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2023 1e kwartaal;534;414;150;64.0;86;263;122;141;88;33;8.4
2391;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2023 2e kwartaal;508;377;149;70.0;80;227;106;122;100;31;8.8
2392;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2023 3e kwartaal;473;338;121;54.0;67;217;95;122;104;31;9.1
2393;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2023 4e kwartaal;495;378;150;73.0;77;228;101;127;89;28;8.3
2394;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2023;502;377;143;65.0;77;234;106;128;95;31;8.7
2395;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2024 1e kwartaal;510;398;168;79.0;88;231;110;120;90;21;8.1
2396;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2024 2e kwartaal;490;372;139;64.0;75;233;107;126;98;20;8.9
2397;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2024 3e kwartaal;466;348;125;55.0;70;223;101;122;97;22;8.9
2398;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2024 4e kwartaal;480;363;140;64.0;76;224;100;123;98;19;8.8
2399;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Totaal personen;2024;486;370;143;66.0;77;227;105;123;96;20;8.7
2400;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013 1e kwartaal;194;110;50;0.0;50;60;29;31;81;4;14.2
2401;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013 2e kwartaal;211;115;51;0.0;51;65;34;30;88;7;14.9
2402;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013 3e kwartaal;197;107;47;0.0;47;60;25;35;87;3;14.9
2403;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013 4e kwartaal;194;106;54;0.0;54;52;23;28;86;2;14.4
2404;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2013;199;110;50;0.0;50;59;28;31;85;4;14.6
2405;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014 1e kwartaal;186;95;46;0.0;46;49;19;30;89;2;14.7
2406;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014 2e kwartaal;208;107;49;0.0;49;58;24;33;97;5;14.9
2407;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014 3e kwartaal;196;107;48;0.0;48;59;27;32;85;5;14.4
2408;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014 4e kwartaal;193;104;52;0.0;51;52;20;33;86;3;13.6
2409;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2014;196;103;49;0.0;48;55;22;32;89;4;14.4
2410;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015 1e kwartaal;196;105;53;0.0;53;52;22;30;87;5;13.8
2411;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015 2e kwartaal;205;118;49;0.0;49;68;34;34;83;4;14.0
2412;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015 3e kwartaal;195;105;40;1.0;39;65;28;37;86;4;14.1
2413;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015 4e kwartaal;185;98;39;0.0;39;59;26;33;83;4;14.1
2414;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2015 ;196;106;45;0.0;45;61;28;33;85;4;14.0
2415;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016 1e kwartaal;189;98;44;0.0;44;55;25;29;86;6;14.1
2416;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016 2e kwartaal;191;105;44;2.0;42;61;26;35;79;7;14.3
2417;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016 3e kwartaal;181;92;36;0.0;36;55;26;29;84;6;14.9
2418;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016 4e kwartaal;164;89;46;0.0;46;43;19;23;73;2;13.3
2419;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2016;181;96;43;1.0;42;53;24;29;80;5;14.2
2420;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017 1e kwartaal;169;91;37;0.0;37;53;23;30;73;5;13.2
2421;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017 2e kwartaal;173;100;41;0.0;40;59;32;28;68;6;13.2
2422;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017 3e kwartaal;176;103;40;0.0;40;63;36;27;69;4;14.4
2423;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017 4e kwartaal;157;91;46;0.0;46;45;25;20;63;3;12.2
2424;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2017;169;96;41;0.0;41;55;29;26;68;5;13.3
2425;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018 1e kwartaal;158;92;36;0.0;36;56;28;28;62;4;12.9
2426;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018 2e kwartaal;165;102;39;1.0;38;63;29;34;60;3;13.2
2427;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018 3e kwartaal;148;86;30;0.0;30;55;25;30;58;4;13.7
2428;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018 4e kwartaal;140;80;39;0.0;39;42;14;28;56;4;12.3
2429;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2018;153;90;36;0.0;36;54;24;30;59;4;13.0
2430;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019 1e kwartaal;149;94;43;0.0;43;50;22;28;49;5;11.9
2431;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019 2e kwartaal;150;93;34;0.0;34;59;31;28;49;8;12.4
2432;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019 3e kwartaal;156;91;38;1.0;37;53;20;33;62;4;13.0
2433;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019 4e kwartaal;140;82;39;0.0;38;43;21;23;57;1;12.1
2434;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2019;149;90;38;0.0;38;51;23;28;54;4;12.4
2435;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020 1e kwartaal;151;89;40;0.0;40;49;21;28;58;4;13.0
2436;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020 2e kwartaal;212;144;60;1.0;59;84;47;37;60;8;14.4
2437;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020 3e kwartaal;157;96;45;1.0;44;51;27;24;54;7;14.0
2438;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020 4e kwartaal;162;109;54;0.0;54;56;31;25;50;3;11.9
2439;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2020;170;110;50;1.0;49;60;31;29;55;5;13.4
2440;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021 1e kwartaal;271;208;134;61.0;73;73;44;30;44;19;8.8
2441;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021 2e kwartaal;265;198;111;58.0;53;86;44;42;48;20;10.0
2442;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021 3e kwartaal;190;139;84;42.0;42;55;34;21;34;17;9.0
2443;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021 4e kwartaal;200;163;110;60.0;51;52;32;20;24;13;7.7
2444;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2021;231;177;110;55.0;55;67;39;28;38;17;8.9
2445;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022 1e kwartaal;206;160;102;57.0;45;59;34;24;27;18;8.3
2446;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022 2e kwartaal;225;176;101;49.0;52;75;49;26;30;19;8.8
2447;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022 3e kwartaal;203;150;93;48.0;45;57;32;25;33;20;8.9
2448;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022 4e kwartaal;213;167;108;58.0;50;59;37;21;27;20;8.2
2449;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2022;212;163;101;53.0;48;62;38;24;29;19;8.5
2450;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023 1e kwartaal;243;192;119;57.0;62;73;46;27;30;21;8.4
2451;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023 2e kwartaal;262;203;122;60.0;61;81;49;33;42;17;9.0
2452;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023 3e kwartaal;221;162;97;48.0;50;65;35;30;38;22;9.2
2453;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023 4e kwartaal;233;185;120;63.0;57;65;35;30;31;17;7.8
2454;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2023;240;185;114;57.0;57;71;41;30;35;19;8.6
2455;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2024 1e kwartaal;254;206;132;68.0;64;73;46;28;35;13;7.8
2456;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2024 2e kwartaal;256;201;109;53.0;56;92;53;39;42;13;9.1
2457;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2024 3e kwartaal;235;182;100;47.0;53;82;45;38;39;14;8.8
2458;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2024 4e kwartaal;237;190;113;57.0;56;76;45;32;34;13;8.5
2459;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 15 tot 25 jaar;2024;245;195;114;56.0;58;81;47;34;37;13;8.6
2460;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2013 1e kwartaal;155;64;8;0.0;7;56;23;34;91;0;14.4
2461;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2013 2e kwartaal;158;62;3;0.0;3;58;21;37;96;1;13.5
2462;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2013 3e kwartaal;158;63;7;0.0;7;55;18;37;95;0;14.8
2463;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2013 4e kwartaal;169;71;5;0.0;5;66;21;45;96;2;14.6
2464;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2013;160;65;6;0.0;6;59;21;38;95;1;14.3
2465;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2014 1e kwartaal;178;75;6;0.0;6;69;22;46;102;1;14.2
2466;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2014 2e kwartaal;168;70;6;0.0;6;64;23;41;97;1;14.0
2467;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2014 3e kwartaal;169;70;7;0.0;7;63;22;41;98;2;14.7
2468;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2014 4e kwartaal;163;74;5;0.0;5;69;23;45;87;2;14.9
2469;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2014;170;72;6;0.0;6;66;23;44;96;2;14.4
2470;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2015 1e kwartaal;164;68;6;0.0;6;61;21;40;94;2;14.8
2471;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2015 2e kwartaal;171;80;8;0.0;8;72;24;48;90;2;15.0
2472;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2015 3e kwartaal;165;69;9;0.0;9;61;25;35;94;1;14.6
2473;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2015 4e kwartaal;162;65;7;0.0;7;59;20;38;94;2;14.0
2474;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2015 ;165;71;7;0.0;7;63;23;40;93;2;14.6
2475;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2016 1e kwartaal;168;69;5;0.0;5;64;21;43;97;2;13.9
2476;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2016 2e kwartaal;145;59;5;0.0;5;54;16;38;85;2;14.1
2477;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2016 3e kwartaal;146;57;3;0.0;3;55;21;33;88;1;12.9
2478;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2016 4e kwartaal;147;65;9;0.0;9;57;15;41;81;1;12.7
2479;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2016;151;63;5;0.0;5;57;18;39;87;1;13.4
2480;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2017 1e kwartaal;143;63;6;0.0;5;57;15;43;77;3;13.0
2481;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2017 2e kwartaal;135;61;6;0.0;6;55;20;35;72;2;12.9
2482;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2017 3e kwartaal;127;56;5;0.0;5;51;14;37;68;3;12.7
2483;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2017 4e kwartaal;127;61;8;0.0;8;53;20;33;65;2;12.6
2484;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2017;133;60;6;0.0;6;54;17;37;71;2;12.8
2485;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2018 1e kwartaal;124;60;6;0.0;6;54;19;35;64;0;13.3
2486;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2018 2e kwartaal;121;57;9;0.0;9;49;12;37;61;2;11.9
2487;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2018 3e kwartaal;133;66;7;0.0;7;59;19;40;63;4;12.5
2488;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2018 4e kwartaal;117;54;4;0.0;4;51;14;36;61;1;11.8
2489;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2018;124;59;6;0.0;6;53;16;37;63;2;12.4
2490;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2019 1e kwartaal;114;56;4;0.0;4;51;14;38;58;0;10.9
2491;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2019 2e kwartaal;113;57;4;0.0;4;52;16;37;55;1;11.7
2492;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2019 3e kwartaal;106;56;5;0.0;5;51;16;35;48;3;11.3
2493;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2019 4e kwartaal;115;52;5;0.0;5;47;16;32;61;3;10.9
2494;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2019;112;55;5;0.0;5;50;15;35;55;2;11.2
2495;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2020 1e kwartaal;117;61;6;0.0;6;56;15;41;54;1;11.7
2496;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2020 2e kwartaal;127;64;4;0.0;4;60;18;42;61;1;13.5
2497;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2020 3e kwartaal;138;57;2;0.0;2;55;15;40;81;1;13.1
2498;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2020 4e kwartaal;134;60;4;0.0;4;57;13;44;73;1;14.0
2499;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2020;129;61;4;0.0;4;57;15;42;67;1;13.1
2500;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021 1e kwartaal;106;61;8;2.0;6;53;18;34;38;7;11.1
2501;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021 2e kwartaal;90;51;9;2.0;8;41;17;25;36;4;12.0
2502;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021 3e kwartaal;79;48;8;2.0;6;40;14;26;28;3;9.5
2503;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021 4e kwartaal;77;48;8;3.0;5;39;11;28;26;4;9.9
2504;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2021;88;52;9;2.0;6;43;15;28;32;5;10.7
2505;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022 1e kwartaal;73;46;5;2.0;3;41;9;32;23;4;9.6
2506;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022 2e kwartaal;70;38;6;1.0;5;33;10;23;30;2;10.4
2507;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022 3e kwartaal;71;39;5;1.0;4;34;7;27;29;3;10.2
2508;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022 4e kwartaal;74;46;5;2.0;3;40;11;29;26;2;9.4
2509;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2022;72;42;5;1.0;4;37;9;28;27;3;9.9
2510;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023 1e kwartaal;80;55;6;2.0;4;49;15;34;23;2;9.4
2511;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023 2e kwartaal;71;43;7;4.0;3;36;12;24;25;3;9.9
2512;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023 3e kwartaal;75;42;4;1.0;3;37;10;27;31;2;11.5
2513;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023 4e kwartaal;70;45;6;2.0;4;39;14;25;22;3;10.6
2514;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2023;74;46;6;2.0;3;40;13;28;25;3;10.3
2515;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024 1e kwartaal;71;48;10;3.0;7;38;13;25;21;2;9.6
2516;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024 2e kwartaal;64;42;6;1.0;4;37;12;24;20;2;9.8
2517;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024 3e kwartaal;69;39;6;2.0;4;33;13;21;27;3;10.8
2518;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024 4e kwartaal;75;45;6;1.0;4;39;10;29;29;1;11.0
2519;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;2024;70;44;7;2.0;5;37;12;25;24;2;10.3
2520;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2013 1e kwartaal;142;93;11;0.0;11;82;37;45;48;1;11.8
2521;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2013 2e kwartaal;138;84;9;0.0;9;76;36;40;53;1;12.5
2522;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2013 3e kwartaal;140;91;9;0.0;9;82;40;42;49;0;12.3
2523;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2013 4e kwartaal;151;92;12;0.0;12;80;37;43;57;1;12.3
2524;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2013;143;90;10;0.0;10;80;38;42;52;1;12.2
2525;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2014 1e kwartaal;154;90;13;0.0;13;76;41;35;63;2;12.6
2526;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2014 2e kwartaal;143;91;9;0.0;9;82;38;45;50;2;12.0
2527;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2014 3e kwartaal;132;82;11;0.0;11;72;36;36;48;2;12.0
2528;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2014 4e kwartaal;135;83;9;0.0;9;74;34;40;50;1;11.4
2529;Onbenut arbeidspotentieel;Deeltijd;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;2014;141;87;11;0.0;10;76;37;39;53;2;12.0
