ID;Geslacht;Thuiswerker;PositieWerkkring;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1
2038;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar;2019;0
2039;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar;2020;0
2040;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar met kind;2013;0
2041;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar met kind;2014;0
2042;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar met kind;2015;0
2043;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar met kind;2016;0
2044;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar met kind;2017;0
2045;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar met kind;2018;0
2046;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar met kind;2019;0
2047;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar met kind;2020;0
2048;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar, geen kind;2013;0
2049;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar, geen kind;2014;0
2050;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar, geen kind;2015;0
2051;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar, geen kind;2016;0
2052;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar, geen kind;2017;0
2053;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar, geen kind;2018;0
2054;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar, geen kind;2019;0
2055;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: partner in paar, geen kind;2020;0
2056;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind;2013;0
2057;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind;2014;0
2058;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind;2015;0
2059;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind;2016;0
2060;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind;2017;0
2061;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind;2018;0
2062;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind;2019;0
2063;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind;2020;0
2064;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind >= 18 jaar;2013;0
2065;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind >= 18 jaar;2014;0
2066;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind >= 18 jaar;2015;0
2067;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind >= 18 jaar;2016;0
2068;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind >= 18 jaar;2017;0
2069;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind >= 18 jaar;2018;0
2070;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind >= 18 jaar;2019;0
2071;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind >= 18 jaar;2020;0
2072;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind < 18 jaar;2013;0
2073;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind < 18 jaar;2014;0
2074;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind < 18 jaar;2015;0
2075;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind < 18 jaar;2016;0
2076;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind < 18 jaar;2017;0
2077;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind < 18 jaar;2018;0
2078;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind < 18 jaar;2019;0
2079;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: kind < 18 jaar;2020;0
2080;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: overig lid;2013;0
2081;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: overig lid;2014;0
2082;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: overig lid;2015;0
2083;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: overig lid;2016;0
2084;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: overig lid;2017;0
2085;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: overig lid;2018;0
2086;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: overig lid;2019;0
2087;Totaal mannen en vrouwen;Totaal;Positie in de werkkring onbekend;Positie: overig lid;2020;0
2088;Totaal mannen en vrouwen;Thuiswerker;Totaal;Totaal personen;2013;2848
2089;Totaal mannen en vrouwen;Thuiswerker;Totaal;Totaal personen;2014;2889
2090;Totaal mannen en vrouwen;Thuiswerker;Totaal;Totaal personen;2015;2978
2091;Totaal mannen en vrouwen;Thuiswerker;Totaal;Totaal personen;2016;3023
2092;Totaal mannen en vrouwen;Thuiswerker;Totaal;Totaal personen;2017;3148
2093;Totaal mannen en vrouwen;Thuiswerker;Totaal;Totaal personen;2018;3254
2094;Totaal mannen en vrouwen;Thuiswerker;Totaal;Totaal personen;2019;3500
2095;Totaal mannen en vrouwen;Thuiswerker;Totaal;Totaal personen;2020;3674
2096;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: deeltijd;2013;1079
2097;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: deeltijd;2014;1114
2098;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: deeltijd;2015;1140
2099;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: deeltijd;2016;1160
2100;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: deeltijd;2017;1208
2101;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: deeltijd;2018;1249
2102;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: deeltijd;2019;1381
2103;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: deeltijd;2020;1483
2104;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: minder dan 12 uur per week;2013;146
2105;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: minder dan 12 uur per week;2014;151
2106;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: minder dan 12 uur per week;2015;172
2107;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: minder dan 12 uur per week;2016;145
2108;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: minder dan 12 uur per week;2017;146
2109;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: minder dan 12 uur per week;2018;141
2110;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: minder dan 12 uur per week;2019;171
2111;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: minder dan 12 uur per week;2020;170
2112;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: minder dan 20 uur per week;2013;284
2113;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: minder dan 20 uur per week;2014;294
2114;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: minder dan 20 uur per week;2015;308
2115;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: minder dan 20 uur per week;2016;283
2116;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: minder dan 20 uur per week;2017;292
2117;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: minder dan 20 uur per week;2018;279
2118;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: minder dan 20 uur per week;2019;314
2119;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: minder dan 20 uur per week;2020;317
2120;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: 12 tot 20 uur per week;2013;138
2121;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: 12 tot 20 uur per week;2014;143
2122;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: 12 tot 20 uur per week;2015;137
2123;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: 12 tot 20 uur per week;2016;139
2124;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: 12 tot 20 uur per week;2017;146
2125;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: 12 tot 20 uur per week;2018;138
2126;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: 12 tot 20 uur per week;2019;143
2127;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: 12 tot 20 uur per week;2020;147
2128;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: 20 tot 35 uur per week;2013;795
2129;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: 20 tot 35 uur per week;2014;819
2130;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: 20 tot 35 uur per week;2015;832
2131;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: 20 tot 35 uur per week;2016;877
2132;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: 20 tot 35 uur per week;2017;915
2133;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: 20 tot 35 uur per week;2018;971
2134;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: 20 tot 35 uur per week;2019;1067
2135;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: 20 tot 35 uur per week;2020;1166
2136;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: voltijd;2013;1769
2137;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: voltijd;2014;1776
2138;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: voltijd;2015;1838
2139;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: voltijd;2016;1863
2140;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: voltijd;2017;1941
2141;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: voltijd;2018;2004
2142;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: voltijd;2019;2119
2143;Totaal mannen en vrouwen;Thuiswerker;Totaal;Arbeidsduur: voltijd;2020;2191
2144;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 1 laag;2013;225
2145;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 1 laag;2014;210
2146;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 1 laag;2015;223
2147;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 1 laag;2016;224
2148;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 1 laag;2017;204
2149;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 1 laag;2018;213
2150;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 1 laag;2019;208
2151;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 1 laag;2020;201
2152;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 2 middelbaar ;2013;858
2153;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 2 middelbaar ;2014;874
2154;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 2 middelbaar ;2015;863
2155;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 2 middelbaar ;2016;872
2156;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 2 middelbaar ;2017;891
2157;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 2 middelbaar ;2018;929
2158;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 2 middelbaar ;2019;1017
2159;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 2 middelbaar ;2020;1003
2160;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 3 hoog;2013;1743
2161;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 3 hoog;2014;1799
2162;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 3 hoog;2015;1884
2163;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 3 hoog;2016;1910
2164;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 3 hoog;2017;2040
2165;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 3 hoog;2018;2099
2166;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 3 hoog;2019;2254
2167;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: 3 hoog;2020;2447
2168;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: weet niet of onbekend;2013;21
2169;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: weet niet of onbekend;2014;6
2170;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: weet niet of onbekend;2015;8
2171;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: weet niet of onbekend;2016;16
2172;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: weet niet of onbekend;2017;14
2173;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: weet niet of onbekend;2018;13
2174;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: weet niet of onbekend;2019;21
2175;Totaal mannen en vrouwen;Thuiswerker;Totaal;Onderwijsniveau: weet niet of onbekend;2020;22
2176;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 15 tot 25 jaar;2013;105
2177;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 15 tot 25 jaar;2014;107
2178;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 15 tot 25 jaar;2015;111
2179;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 15 tot 25 jaar;2016;106
2180;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 15 tot 25 jaar;2017;118
2181;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 15 tot 25 jaar;2018;120
2182;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 15 tot 25 jaar;2019;144
2183;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 15 tot 25 jaar;2020;155
2184;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 25 tot 45 jaar;2013;1404
2185;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 25 tot 45 jaar;2014;1389
2186;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 25 tot 45 jaar;2015;1422
2187;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 25 tot 45 jaar;2016;1433
2188;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 25 tot 45 jaar;2017;1471
2189;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 25 tot 45 jaar;2018;1547
2190;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 25 tot 45 jaar;2019;1622
2191;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 25 tot 45 jaar;2020;1712
2192;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 25 tot 35 jaar;2013;589
2193;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 25 tot 35 jaar;2014;596
2194;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 25 tot 35 jaar;2015;638
2195;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 25 tot 35 jaar;2016;643
2196;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 25 tot 35 jaar;2017;687
2197;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 25 tot 35 jaar;2018;722
2198;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 25 tot 35 jaar;2019;767
2199;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 25 tot 35 jaar;2020;838
2200;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 35 tot 45 jaar;2013;815
2201;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 35 tot 45 jaar;2014;793
2202;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 35 tot 45 jaar;2015;783
2203;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 35 tot 45 jaar;2016;791
2204;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 35 tot 45 jaar;2017;784
2205;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 35 tot 45 jaar;2018;824
2206;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 35 tot 45 jaar;2019;855
2207;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 35 tot 45 jaar;2020;874
2208;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 45 tot 55 jaar;2013;783
2209;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 45 tot 55 jaar;2014;817
2210;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 45 tot 55 jaar;2015;841
2211;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 45 tot 55 jaar;2016;868
2212;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 45 tot 55 jaar;2017;883
2213;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 45 tot 55 jaar;2018;886
2214;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 45 tot 55 jaar;2019;951
2215;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 45 tot 55 jaar;2020;961
2216;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 45 tot 75 jaar;2013;1339
2217;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 45 tot 75 jaar;2014;1394
2218;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 45 tot 75 jaar;2015;1446
2219;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 45 tot 75 jaar;2016;1483
2220;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 45 tot 75 jaar;2017;1559
2221;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 45 tot 75 jaar;2018;1587
2222;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 45 tot 75 jaar;2019;1734
2223;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 45 tot 75 jaar;2020;1807
2224;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 55 tot 65 jaar;2013;487
2225;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 55 tot 65 jaar;2014;496
2226;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 55 tot 65 jaar;2015;532
2227;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 55 tot 65 jaar;2016;540
2228;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 55 tot 65 jaar;2017;579
2229;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 55 tot 65 jaar;2018;612
2230;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 55 tot 65 jaar;2019;677
2231;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 55 tot 65 jaar;2020;723
2232;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 65 tot 75 jaar;2013;69
2233;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 65 tot 75 jaar;2014;81
2234;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 65 tot 75 jaar;2015;72
2235;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 65 tot 75 jaar;2016;75
2236;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 65 tot 75 jaar;2017;96
2237;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 65 tot 75 jaar;2018;88
2238;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 65 tot 75 jaar;2019;106
2239;Totaal mannen en vrouwen;Thuiswerker;Totaal;Leeftijd: 65 tot 75 jaar;2020;123
2240;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: alleenstaande;2013;418
2241;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: alleenstaande;2014;441
2242;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: alleenstaande;2015;436
2243;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: alleenstaande;2016;473
2244;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: alleenstaande;2017;471
2245;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: alleenstaande;2018;489
2246;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: alleenstaande;2019;559
2247;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: alleenstaande;2020;595
2248;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: ouder;2013;1503
2249;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: ouder;2014;1522
2250;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: ouder;2015;1558
2251;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: ouder;2016;1589
2252;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: ouder;2017;1641
2253;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: ouder;2018;1678
2254;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: ouder;2019;1802
2255;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: ouder;2020;1854
2256;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: ouder in éénouderhuishouden;2013;102
2257;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: ouder in éénouderhuishouden;2014;102
2258;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: ouder in éénouderhuishouden;2015;108
2259;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: ouder in éénouderhuishouden;2016;117
2260;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: ouder in éénouderhuishouden;2017;116
2261;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: ouder in éénouderhuishouden;2018;132
2262;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: ouder in éénouderhuishouden;2019;137
2263;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: ouder in éénouderhuishouden;2020;158
2264;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar;2013;2221
2265;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar;2014;2241
2266;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar;2015;2316
2267;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar;2016;2311
2268;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar;2017;2429
2269;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar;2018;2485
2270;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar;2019;2640
2271;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar;2020;2718
2272;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar met kind;2013;1401
2273;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar met kind;2014;1419
2274;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar met kind;2015;1450
2275;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar met kind;2016;1472
2276;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar met kind;2017;1525
2277;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar met kind;2018;1547
2278;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar met kind;2019;1665
2279;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar met kind;2020;1695
2280;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar, geen kind;2013;820
2281;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar, geen kind;2014;822
2282;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar, geen kind;2015;866
2283;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar, geen kind;2016;839
2284;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar, geen kind;2017;904
2285;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar, geen kind;2018;938
2286;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar, geen kind;2019;975
2287;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: partner in paar, geen kind;2020;1023
2288;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind;2013;71
2289;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind;2014;70
2290;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind;2015;73
2291;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind;2016;73
2292;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind;2017;79
2293;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind;2018;82
2294;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind;2019;103
2295;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind;2020;126
2296;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind >= 18 jaar;2013;61
2297;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind >= 18 jaar;2014;59
2298;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind >= 18 jaar;2015;63
2299;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind >= 18 jaar;2016;65
2300;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind >= 18 jaar;2017;73
2301;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind >= 18 jaar;2018;76
2302;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind >= 18 jaar;2019;94
2303;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind >= 18 jaar;2020;122
2304;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind < 18 jaar;2013;9
2305;Totaal mannen en vrouwen;Thuiswerker;Totaal;Positie: kind < 18 jaar;2014;11
