ID;Geslacht;Vooropleiding;Startjaar;OpleidingsrichtingEnSectorDiploma;Peilmoment;OnderwijspositieOpPeilmoment;TotaalDeelnemersStartjaar_1;TotaalGediplomeerden_2;Niveau1_3;Niveau2_4;Niveau3_5;Niveau4_6;NietGediplomeerden_7;TotaalGediplomeerden_8;Niveau1_9;Niveau2_10;Niveau3_11;Niveau4_12;NietGediplomeerden_13
4671;Totaal deelnemers startjaar;Gemengde brugjaren;2012;01 Onderwijs;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;10.0;0.0;0.0;0.0;10.0;;1.0;0.0;0.0;0.0;1.0;
4672;Totaal deelnemers startjaar;Gemengde brugjaren;2012;01 Onderwijs;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4673;Totaal deelnemers startjaar;Gemengde brugjaren;2012;01 Onderwijs;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;10.0;0.0;0.0;0.0;10.0;;1.0;0.0;0.0;0.0;1.0;
4674;Totaal deelnemers startjaar;Gemengde brugjaren;2012;01 Onderwijs;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;10.0;0.0;0.0;0.0;10.0;;1.0;0.0;0.0;0.0;1.0;
4675;Totaal deelnemers startjaar;Gemengde brugjaren;2012;01 Onderwijs;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4676;Totaal deelnemers startjaar;Gemengde brugjaren;2012;01 Onderwijs;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;10.0;0.0;0.0;0.0;10.0;;1.0;0.0;0.0;0.0;1.0;
4677;Totaal deelnemers startjaar;Gemengde brugjaren;2012;01 Onderwijs;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;10.0;0.0;0.0;0.0;10.0;;1.0;0.0;0.0;0.0;1.0;
4678;Totaal deelnemers startjaar;Gemengde brugjaren;2012;01 Onderwijs;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4679;Totaal deelnemers startjaar;Gemengde brugjaren;2012;01 Onderwijs;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;10.0;0.0;0.0;0.0;10.0;;1.0;0.0;0.0;0.0;1.0;
4680;Totaal deelnemers startjaar;Gemengde brugjaren;2012;01 Onderwijs;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4681;Totaal deelnemers startjaar;Gemengde brugjaren;2012;01 Onderwijs;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4682;Totaal deelnemers startjaar;Gemengde brugjaren;2012;01 Onderwijs;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4683;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;1.0;0.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4684;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;1.0;0.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4685;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4686;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;3.0;0.0;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4687;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;3.0;0.0;3.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4688;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4689;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;12.0;0.0;6.0;4.0;2.0;;1.0;0.0;0.0;0.0;0.0;
4690;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;5.0;0.0;4.0;1.0;0.0;;1.0;0.0;1.0;0.0;0.0;
4691;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;7.0;0.0;2.0;3.0;2.0;;1.0;0.0;0.0;0.0;0.0;
4692;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;17.0;0.0;4.0;6.0;7.0;;1.0;0.0;0.0;0.0;1.0;
4693;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;3.0;0.0;3.0;0.0;0.0;;1.0;0.0;1.0;0.0;0.0;
4694;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;14.0;0.0;1.0;6.0;7.0;;2.0;0.0;0.0;1.0;1.0;
4695;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;21.0;0.0;6.0;6.0;9.0;;2.0;0.0;0.0;0.0;1.0;
4696;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;4.0;0.0;3.0;1.0;0.0;;1.0;0.0;1.0;0.0;0.0;
4697;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;17.0;0.0;3.0;5.0;9.0;;2.0;0.0;0.0;1.0;1.0;
4698;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;24.0;0.0;5.0;6.0;13.0;;2.0;0.0;0.0;0.0;1.0;
4699;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;2.0;0.0;2.0;0.0;0.0;;1.0;0.0;1.0;0.0;0.0;
4700;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;22.0;0.0;3.0;6.0;13.0;;2.0;0.0;0.0;1.0;1.0;
4701;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4702;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4703;Totaal deelnemers startjaar;Gemengde brugjaren;2012;02 Vormgeving, kunst, talen en gesch...;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4704;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4705;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4706;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4707;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4708;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4709;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4710;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4711;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4712;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4713;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4714;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4715;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4716;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
4717;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4718;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
4719;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
4720;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4721;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
4722;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4723;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4724;Totaal deelnemers startjaar;Gemengde brugjaren;2012;03 Journalistiek, gedrag en maatschappij;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4725;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;27.0;19.0;8.0;0.0;0.0;;2.0;1.0;1.0;0.0;0.0;
4726;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;23.0;16.0;7.0;0.0;0.0;;2.0;2.0;1.0;0.0;0.0;
4727;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;4.0;3.0;1.0;0.0;0.0;;2.0;1.0;0.0;0.0;0.0;
4728;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;89.0;23.0;54.0;8.0;4.0;;7.0;2.0;4.0;1.0;0.0;
4729;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;66.0;18.0;42.0;6.0;0.0;;8.0;2.0;5.0;1.0;0.0;
4730;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;23.0;5.0;12.0;2.0;4.0;;5.0;1.0;3.0;0.0;1.0;
4731;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;155.0;17.0;108.0;16.0;14.0;;12.0;1.0;8.0;1.0;1.0;
4732;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;86.0;8.0;73.0;5.0;0.0;;14.0;1.0;12.0;1.0;0.0;
4733;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;69.0;9.0;35.0;11.0;14.0;;11.0;1.0;5.0;2.0;2.0;
4734;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;199.0;17.0;132.0;28.0;22.0;;16.0;1.0;10.0;2.0;2.0;
4735;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;89.0;4.0;73.0;12.0;0.0;;21.0;1.0;17.0;3.0;0.0;
4736;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;110.0;13.0;59.0;16.0;22.0;;13.0;2.0;7.0;2.0;3.0;
4737;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;206.0;15.0;123.0;34.0;34.0;;16.0;1.0;10.0;3.0;3.0;
4738;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;69.0;4.0;53.0;12.0;0.0;;24.0;1.0;18.0;4.0;0.0;
4739;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;137.0;11.0;70.0;22.0;34.0;;14.0;1.0;7.0;2.0;3.0;
4740;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;211.0;15.0;113.0;41.0;42.0;;17.0;1.0;9.0;3.0;3.0;
4741;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;43.0;3.0;31.0;9.0;0.0;;24.0;2.0;17.0;5.0;0.0;
4742;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;168.0;12.0;82.0;32.0;42.0;;15.0;1.0;8.0;3.0;4.0;
4743;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4744;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4745;Totaal deelnemers startjaar;Gemengde brugjaren;2012;04 Recht, administratie, handel en za...;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4746;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4747;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4748;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4749;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4750;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4751;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4752;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4753;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4754;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4755;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4756;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4757;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4758;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4759;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4760;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4761;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
4762;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4763;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 6 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1.0;0.0;0.0;0.0;1.0;;0.0;0.0;0.0;0.0;0.0;
4764;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 7 jaar na startjaar;Totaal deelnemers startjaar;;;;;;;;;;;;;
4765;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 7 jaar na startjaar;Deelnemers in mbo op peilmoment;;;;;;;;;;;;;
4766;Totaal deelnemers startjaar;Gemengde brugjaren;2012;05 Wiskunde, natuurwetenschappen;Studievoortgang 7 jaar na startjaar;Deelnemers uit mbo op peilmoment;;;;;;;;;;;;;
4767;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 1 jaar na startjaar;Totaal deelnemers startjaar;;2.0;0.0;2.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4768;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 1 jaar na startjaar;Deelnemers in mbo op peilmoment;;1.0;0.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4769;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 1 jaar na startjaar;Deelnemers uit mbo op peilmoment;;1.0;0.0;1.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
4770;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 2 jaar na startjaar;Totaal deelnemers startjaar;;21.0;0.0;20.0;1.0;0.0;;2.0;0.0;2.0;0.0;0.0;
4771;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 2 jaar na startjaar;Deelnemers in mbo op peilmoment;;17.0;0.0;16.0;1.0;0.0;;2.0;0.0;2.0;0.0;0.0;
4772;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 2 jaar na startjaar;Deelnemers uit mbo op peilmoment;;4.0;0.0;4.0;0.0;0.0;;1.0;0.0;1.0;0.0;0.0;
4773;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 3 jaar na startjaar;Totaal deelnemers startjaar;;37.0;0.0;32.0;5.0;0.0;;3.0;0.0;3.0;0.0;0.0;
4774;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 3 jaar na startjaar;Deelnemers in mbo op peilmoment;;19.0;0.0;16.0;3.0;0.0;;3.0;0.0;3.0;0.0;0.0;
4775;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 3 jaar na startjaar;Deelnemers uit mbo op peilmoment;;18.0;0.0;16.0;2.0;0.0;;3.0;0.0;2.0;0.0;0.0;
4776;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 4 jaar na startjaar;Totaal deelnemers startjaar;;45.0;0.0;31.0;11.0;3.0;;4.0;0.0;2.0;1.0;0.0;
4777;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 4 jaar na startjaar;Deelnemers in mbo op peilmoment;;16.0;0.0;13.0;3.0;0.0;;4.0;0.0;3.0;1.0;0.0;
4778;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 4 jaar na startjaar;Deelnemers uit mbo op peilmoment;;29.0;0.0;18.0;8.0;3.0;;3.0;0.0;2.0;1.0;0.0;
4779;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 5 jaar na startjaar;Totaal deelnemers startjaar;;51.0;0.0;28.0;17.0;6.0;;4.0;0.0;2.0;1.0;0.0;
4780;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 5 jaar na startjaar;Deelnemers in mbo op peilmoment;;13.0;0.0;8.0;5.0;0.0;;4.0;0.0;3.0;2.0;0.0;
4781;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 5 jaar na startjaar;Deelnemers uit mbo op peilmoment;;38.0;0.0;20.0;12.0;6.0;;4.0;0.0;2.0;1.0;1.0;
4782;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 6 jaar na startjaar;Totaal deelnemers startjaar;;51.0;0.0;24.0;20.0;7.0;;4.0;0.0;2.0;2.0;1.0;
4783;Totaal deelnemers startjaar;Gemengde brugjaren;2012;06 Informatica;Studievoortgang 6 jaar na startjaar;Deelnemers in mbo op peilmoment;;9.0;0.0;3.0;6.0;0.0;;5.0;0.0;2.0;3.0;0.0;
