ID;Geslacht;Niveau;Leerweg;Studierichting;Migratieachtergrond;Perioden;MboStudenten_1
1139;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector techniek;(voormalige) Nederlandse Antillen, Aruba;2020/'21;2152
1140;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector techniek;(voormalige) Nederlandse Antillen, Aruba;2021/'22;2297
1141;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector techniek;Overige niet-westerse migratieachterg...;2015/'16;7101
1142;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector techniek;Overige niet-westerse migratieachterg...;2016/'17;6377
1143;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector techniek;Overige niet-westerse migratieachterg...;2017/'18;6332
1144;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector techniek;Overige niet-westerse migratieachterg...;2018/'19;7238
1145;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector techniek;Overige niet-westerse migratieachterg...;2019/'20;8210
1146;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector techniek;Overige niet-westerse migratieachterg...;2020/'21;8785
1147;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector techniek;Overige niet-westerse migratieachterg...;2021/'22;9402
1148;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector techniek;Onbekende migratieachtergrond;2015/'16;184
1149;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector techniek;Onbekende migratieachtergrond;2016/'17;172
1150;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector techniek;Onbekende migratieachtergrond;2017/'18;129
1151;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector techniek;Onbekende migratieachtergrond;2018/'19;90
1152;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector techniek;Onbekende migratieachtergrond;2019/'20;78
1153;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector techniek;Onbekende migratieachtergrond;2020/'21;59
1154;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector techniek;Onbekende migratieachtergrond;2021/'22;45
1155;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Totaal;2015/'16;151687
1156;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Totaal;2016/'17;154865
1157;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Totaal;2017/'18;159795
1158;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Totaal;2018/'19;166504
1159;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Totaal;2019/'20;173753
1160;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Totaal;2020/'21;181819
1161;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Totaal;2021/'22;185650
1162;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Nederlandse achtergrond;2015/'16;113996
1163;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Nederlandse achtergrond;2016/'17;115873
1164;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Nederlandse achtergrond;2017/'18;118865
1165;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Nederlandse achtergrond;2018/'19;122119
1166;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Nederlandse achtergrond;2019/'20;125361
1167;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Nederlandse achtergrond;2020/'21;128022
1168;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Nederlandse achtergrond;2021/'22;128327
1169;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Met migratieachtergrond;2015/'16;37605
1170;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Met migratieachtergrond;2016/'17;38916
1171;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Met migratieachtergrond;2017/'18;40851
1172;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Met migratieachtergrond;2018/'19;44331
1173;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Met migratieachtergrond;2019/'20;48329
1174;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Met migratieachtergrond;2020/'21;53737
1175;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Met migratieachtergrond;2021/'22;57259
1176;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Westerse migratieachtergrond;2015/'16;7748
1177;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Westerse migratieachtergrond;2016/'17;7868
1178;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Westerse migratieachtergrond;2017/'18;8147
1179;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Westerse migratieachtergrond;2018/'19;8645
1180;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Westerse migratieachtergrond;2019/'20;9218
1181;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Westerse migratieachtergrond;2020/'21;9769
1182;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Westerse migratieachtergrond;2021/'22;10212
1183;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Niet-westerse migratieachtergrond;2015/'16;29857
1184;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Niet-westerse migratieachtergrond;2016/'17;31048
1185;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Niet-westerse migratieachtergrond;2017/'18;32704
1186;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Niet-westerse migratieachtergrond;2018/'19;35686
1187;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Niet-westerse migratieachtergrond;2019/'20;39111
1188;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Niet-westerse migratieachtergrond;2020/'21;43968
1189;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Niet-westerse migratieachtergrond;2021/'22;47047
1190;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Turkije;2015/'16;6304
1191;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Turkije;2016/'17;6456
1192;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Turkije;2017/'18;6746
1193;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Turkije;2018/'19;6998
1194;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Turkije;2019/'20;7267
1195;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Turkije;2020/'21;7660
1196;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Turkije;2021/'22;7773
1197;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Marokko;2015/'16;6464
1198;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Marokko;2016/'17;6745
1199;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Marokko;2017/'18;7213
1200;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Marokko;2018/'19;7858
1201;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Marokko;2019/'20;8602
1202;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Marokko;2020/'21;9657
1203;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Marokko;2021/'22;10553
1204;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Suriname;2015/'16;4913
1205;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Suriname;2016/'17;5120
1206;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Suriname;2017/'18;5240
1207;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Suriname;2018/'19;5468
1208;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Suriname;2019/'20;5594
1209;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Suriname;2020/'21;6003
1210;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Suriname;2021/'22;6034
1211;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;(voormalige) Nederlandse Antillen, Aruba;2015/'16;3476
1212;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;(voormalige) Nederlandse Antillen, Aruba;2016/'17;3663
1213;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;(voormalige) Nederlandse Antillen, Aruba;2017/'18;3738
1214;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;(voormalige) Nederlandse Antillen, Aruba;2018/'19;3952
1215;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;(voormalige) Nederlandse Antillen, Aruba;2019/'20;4181
1216;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;(voormalige) Nederlandse Antillen, Aruba;2020/'21;4590
1217;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;(voormalige) Nederlandse Antillen, Aruba;2021/'22;4912
1218;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Overige niet-westerse migratieachterg...;2015/'16;8700
1219;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Overige niet-westerse migratieachterg...;2016/'17;9064
1220;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Overige niet-westerse migratieachterg...;2017/'18;9767
1221;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Overige niet-westerse migratieachterg...;2018/'19;11410
1222;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Overige niet-westerse migratieachterg...;2019/'20;13467
1223;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Overige niet-westerse migratieachterg...;2020/'21;16058
1224;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Overige niet-westerse migratieachterg...;2021/'22;17775
1225;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Onbekende migratieachtergrond;2015/'16;86
1226;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Onbekende migratieachtergrond;2016/'17;76
1227;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Onbekende migratieachtergrond;2017/'18;79
1228;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Onbekende migratieachtergrond;2018/'19;54
1229;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Onbekende migratieachtergrond;2019/'20;63
1230;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Onbekende migratieachtergrond;2020/'21;60
1231;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Sector zorg en welzijn;Onbekende migratieachtergrond;2021/'22;64
1232;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Totaal;2015/'16;8146
1233;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Totaal;2016/'17;12033
1234;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Totaal;2017/'18;15088
1235;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Totaal;2018/'19;17647
1236;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Totaal;2019/'20;19889
1237;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Totaal;2020/'21;19324
1238;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Totaal;2021/'22;18360
1239;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Nederlandse achtergrond;2015/'16;3453
1240;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Nederlandse achtergrond;2016/'17;4879
1241;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Nederlandse achtergrond;2017/'18;5372
1242;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Nederlandse achtergrond;2018/'19;5788
1243;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Nederlandse achtergrond;2019/'20;6883
1244;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Nederlandse achtergrond;2020/'21;6508
1245;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Nederlandse achtergrond;2021/'22;6188
1246;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Met migratieachtergrond;2015/'16;4613
1247;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Met migratieachtergrond;2016/'17;7110
1248;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Met migratieachtergrond;2017/'18;9660
1249;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Met migratieachtergrond;2018/'19;11817
1250;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Met migratieachtergrond;2019/'20;12961
1251;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Met migratieachtergrond;2020/'21;12780
1252;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Met migratieachtergrond;2021/'22;12142
1253;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Westerse migratieachtergrond;2015/'16;787
1254;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Westerse migratieachtergrond;2016/'17;1149
1255;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Westerse migratieachtergrond;2017/'18;1152
1256;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Westerse migratieachtergrond;2018/'19;1118
1257;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Westerse migratieachtergrond;2019/'20;1271
1258;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Westerse migratieachtergrond;2020/'21;1381
1259;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Westerse migratieachtergrond;2021/'22;1318
1260;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Niet-westerse migratieachtergrond;2015/'16;3826
1261;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Niet-westerse migratieachtergrond;2016/'17;5961
1262;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Niet-westerse migratieachtergrond;2017/'18;8508
1263;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Niet-westerse migratieachtergrond;2018/'19;10699
1264;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Niet-westerse migratieachtergrond;2019/'20;11690
1265;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Niet-westerse migratieachtergrond;2020/'21;11399
1266;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Niet-westerse migratieachtergrond;2021/'22;10824
1267;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Turkije;2015/'16;564
1268;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Turkije;2016/'17;787
1269;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Turkije;2017/'18;840
1270;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Turkije;2018/'19;898
1271;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Turkije;2019/'20;901
1272;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Turkije;2020/'21;868
1273;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Turkije;2021/'22;853
1274;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Marokko;2015/'16;683
1275;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Marokko;2016/'17;828
1276;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Marokko;2017/'18;1032
1277;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Marokko;2018/'19;1076
1278;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Marokko;2019/'20;1156
1279;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Marokko;2020/'21;1291
1280;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Marokko;2021/'22;1331
1281;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Suriname;2015/'16;480
1282;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Suriname;2016/'17;591
1283;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Suriname;2017/'18;649
1284;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Suriname;2018/'19;641
1285;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Suriname;2019/'20;712
1286;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Suriname;2020/'21;710
1287;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Suriname;2021/'22;706
1288;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;(voormalige) Nederlandse Antillen, Aruba;2015/'16;538
1289;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;(voormalige) Nederlandse Antillen, Aruba;2016/'17;741
1290;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;(voormalige) Nederlandse Antillen, Aruba;2017/'18;756
1291;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;(voormalige) Nederlandse Antillen, Aruba;2018/'19;818
1292;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;(voormalige) Nederlandse Antillen, Aruba;2019/'20;937
1293;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;(voormalige) Nederlandse Antillen, Aruba;2020/'21;1024
1294;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;(voormalige) Nederlandse Antillen, Aruba;2021/'22;968
1295;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Overige niet-westerse migratieachterg...;2015/'16;1561
1296;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Overige niet-westerse migratieachterg...;2016/'17;3014
1297;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Overige niet-westerse migratieachterg...;2017/'18;5231
1298;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Overige niet-westerse migratieachterg...;2018/'19;7266
1299;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Overige niet-westerse migratieachterg...;2019/'20;7984
1300;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Overige niet-westerse migratieachterg...;2020/'21;7506
1301;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Overige niet-westerse migratieachterg...;2021/'22;6966
1302;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Onbekende migratieachtergrond;2015/'16;80
1303;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Onbekende migratieachtergrond;2016/'17;44
1304;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Onbekende migratieachtergrond;2017/'18;56
1305;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Onbekende migratieachtergrond;2018/'19;42
1306;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Onbekende migratieachtergrond;2019/'20;45
1307;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Onbekende migratieachtergrond;2020/'21;36
1308;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);Combinatie van sectoren;Onbekende migratieachtergrond;2021/'22;30
1309;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Totaal;2015/'16;11737
1310;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Totaal;2016/'17;11830
1311;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Totaal;2017/'18;12794
1312;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Totaal;2018/'19;13900
1313;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Totaal;2019/'20;14619
1314;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Totaal;2020/'21;15008
1315;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Totaal;2021/'22;15513
1316;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Nederlandse achtergrond;2015/'16;10223
1317;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Nederlandse achtergrond;2016/'17;10304
1318;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Nederlandse achtergrond;2017/'18;11205
1319;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Nederlandse achtergrond;2018/'19;12094
1320;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Nederlandse achtergrond;2019/'20;12677
1321;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Nederlandse achtergrond;2020/'21;12969
1322;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Nederlandse achtergrond;2021/'22;13390
1323;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Met migratieachtergrond;2015/'16;1510
1324;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Met migratieachtergrond;2016/'17;1520
1325;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Met migratieachtergrond;2017/'18;1584
1326;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Met migratieachtergrond;2018/'19;1801
1327;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Met migratieachtergrond;2019/'20;1940
1328;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Met migratieachtergrond;2020/'21;2035
1329;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Met migratieachtergrond;2021/'22;2121
1330;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Westerse migratieachtergrond;2015/'16;432
1331;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Westerse migratieachtergrond;2016/'17;456
1332;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Westerse migratieachtergrond;2017/'18;499
1333;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Westerse migratieachtergrond;2018/'19;542
1334;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Westerse migratieachtergrond;2019/'20;561
1335;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Westerse migratieachtergrond;2020/'21;564
1336;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Westerse migratieachtergrond;2021/'22;577
1337;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Niet-westerse migratieachtergrond;2015/'16;1078
1338;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Niet-westerse migratieachtergrond;2016/'17;1064
1339;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Niet-westerse migratieachtergrond;2017/'18;1085
1340;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Niet-westerse migratieachtergrond;2018/'19;1259
1341;Totaal mannen en vrouwen;Totaal;Totaal mbo (incl. extranei);79000 Bouw en infra;Niet-westerse migratieachtergrond;2019/'20;1379
