ID;CPA2015;Periods;PriceIndex_1;QuarterlyChanges_2;YearlyChanges_3
2960;501 Sea and coastal passenger transport;2017 4th quarter;;;
2961;501 Sea and coastal passenger transport;2017;;;
2962;501 Sea and coastal passenger transport;2018 1st quarter;;;
2963;501 Sea and coastal passenger transport;2018 2nd quarter;;;
2964;501 Sea and coastal passenger transport;2018 3rd quarter;;;
2965;501 Sea and coastal passenger transport;2018 4th quarter;;;
2966;501 Sea and coastal passenger transport;2018;;;
2967;501 Sea and coastal passenger transport;2019 1st quarter;;;
2968;501 Sea and coastal passenger transport;2019 2nd quarter;;;
2969;501 Sea and coastal passenger transport;2019 3rd quarter;;;
2970;501 Sea and coastal passenger transport;2019 4th quarter;;;
2971;501 Sea and coastal passenger transport;2019;;;
2972;501 Sea and coastal passenger transport;2020 1st quarter;;;
2973;501 Sea and coastal passenger transport;2020 2nd quarter;;;
2974;501 Sea and coastal passenger transport;2020 3rd quarter;;;
2975;501 Sea and coastal passenger transport;2020 4th quarter;100.9;;
2976;501 Sea and coastal passenger transport;2020;;;
2977;501 Sea and coastal passenger transport;2021 1st quarter;95.2;-5.7;
2978;501 Sea and coastal passenger transport;2021 2nd quarter;100.5;5.5;
2979;501 Sea and coastal passenger transport;2021 3rd quarter;111.7;11.2;
2980;501 Sea and coastal passenger transport;2021 4th quarter;92.6;-17.1;-8.3
2981;501 Sea and coastal passenger transport;2021;100.0;;
2982;501 Sea and coastal passenger transport;2022 1st quarter;92.1;-0.5;-3.3
2983;501 Sea and coastal passenger transport;2022 2nd quarter;108.2;17.5;7.7
2984;501 Sea and coastal passenger transport;2022 3rd quarter;123.5;14.1;10.6
2985;501 Sea and coastal passenger transport;2022 4th quarter;102.1;-17.3;10.2
2986;501 Sea and coastal passenger transport;2022;106.5;;6.5
2987;501 Sea and coastal passenger transport;2023 1st quarter;97.0;-5.0;5.3
2988;501 Sea and coastal passenger transport;2023 2nd quarter;125.0;28.9;15.5
2989;501 Sea and coastal passenger transport;2023 3rd quarter;134.7;7.8;9.1
2990;501 Sea and coastal passenger transport;2023 4th quarter;102.5;-23.9;0.4
2991;501 Sea and coastal passenger transport;2023;114.8;;7.8
2992;501 Sea and coastal passenger transport;2024 1st quarter;105.2;2.7;8.5
2993;501 Sea and coastal passenger transport;2024 2nd quarter;123.2;17.1;-1.4
2994;501 Sea and coastal passenger transport;2024 3rd quarter;138.6;12.5;2.9
2995;501 Sea and coastal passenger transport;2024 4th quarter;112.6;-18.8;9.8
2996;501 Sea and coastal passenger transport;2024;119.9;;4.4
2997;502 Sea and coastal freight transport..;2002 4th quarter;;;
2998;502 Sea and coastal freight transport..;2003 1st quarter;;;
2999;502 Sea and coastal freight transport..;2003 2nd quarter;;;
3000;502 Sea and coastal freight transport..;2003 3rd quarter;;;
3001;502 Sea and coastal freight transport..;2003 4th quarter;;;
3002;502 Sea and coastal freight transport..;2003;;;
3003;502 Sea and coastal freight transport..;2004 1st quarter;;;
3004;502 Sea and coastal freight transport..;2004 2nd quarter;;;
3005;502 Sea and coastal freight transport..;2004 3rd quarter;;;
3006;502 Sea and coastal freight transport..;2004 4th quarter;;;
3007;502 Sea and coastal freight transport..;2004;;;
3008;502 Sea and coastal freight transport..;2005 1st quarter;;;
3009;502 Sea and coastal freight transport..;2005 2nd quarter;;;
3010;502 Sea and coastal freight transport..;2005 3rd quarter;;;
3011;502 Sea and coastal freight transport..;2005 4th quarter;;;
3012;502 Sea and coastal freight transport..;2005;;;
3013;502 Sea and coastal freight transport..;2006 1st quarter;108.8;;
3014;502 Sea and coastal freight transport..;2006 2nd quarter;102.5;-5.8;
3015;502 Sea and coastal freight transport..;2006 3rd quarter;101.7;-0.7;
3016;502 Sea and coastal freight transport..;2006 4th quarter;97.4;-4.3;
3017;502 Sea and coastal freight transport..;2006;102.6;;
3018;502 Sea and coastal freight transport..;2007 1st quarter;94.3;-3.1;-13.3
3019;502 Sea and coastal freight transport..;2007 2nd quarter;94.8;0.5;-7.5
3020;502 Sea and coastal freight transport..;2007 3rd quarter;98.5;3.9;-3.2
3021;502 Sea and coastal freight transport..;2007 4th quarter;96.8;-1.6;-0.6
3022;502 Sea and coastal freight transport..;2007;96.1;;-6.3
3023;502 Sea and coastal freight transport..;2008 1st quarter;96.7;-0.2;2.5
3024;502 Sea and coastal freight transport..;2008 2nd quarter;94.9;-1.8;0.1
3025;502 Sea and coastal freight transport..;2008 3rd quarter;99.4;4.7;0.9
3026;502 Sea and coastal freight transport..;2008 4th quarter;101.6;2.3;4.9
3027;502 Sea and coastal freight transport..;2008;98.2;;2.1
3028;502 Sea and coastal freight transport..;2009 1st quarter;86.0;-15.4;-11.1
3029;502 Sea and coastal freight transport..;2009 2nd quarter;78.0;-9.3;-17.9
3030;502 Sea and coastal freight transport..;2009 3rd quarter;78.9;1.2;-20.6
3031;502 Sea and coastal freight transport..;2009 4th quarter;85.5;8.5;-15.8
3032;502 Sea and coastal freight transport..;2009;82.1;;-16.4
3033;502 Sea and coastal freight transport..;2010 1st quarter;87.3;2.0;1.5
3034;502 Sea and coastal freight transport..;2010 2nd quarter;89.7;2.8;15.1
3035;502 Sea and coastal freight transport..;2010 3rd quarter;86.2;-3.9;9.3
3036;502 Sea and coastal freight transport..;2010 4th quarter;85.6;-0.7;0.1
3037;502 Sea and coastal freight transport..;2010;87.2;;6.2
3038;502 Sea and coastal freight transport..;2011 1st quarter;87.8;2.6;0.6
3039;502 Sea and coastal freight transport..;2011 2nd quarter;87.9;0.2;-2.0
3040;502 Sea and coastal freight transport..;2011 3rd quarter;87.8;-0.1;1.8
3041;502 Sea and coastal freight transport..;2011 4th quarter;88.7;1.0;3.6
3042;502 Sea and coastal freight transport..;2011;88.1;;1.0
3043;502 Sea and coastal freight transport..;2012 1st quarter;90.1;1.6;2.6
3044;502 Sea and coastal freight transport..;2012 2nd quarter;90.5;0.5;3.0
3045;502 Sea and coastal freight transport..;2012 3rd quarter;90.9;0.4;3.5
3046;502 Sea and coastal freight transport..;2012 4th quarter;89.3;-1.8;0.7
3047;502 Sea and coastal freight transport..;2012;90.2;;2.4
3048;502 Sea and coastal freight transport..;2013 1st quarter;89.2;0.0;-0.9
3049;502 Sea and coastal freight transport..;2013 2nd quarter;86.4;-3.1;-4.5
3050;502 Sea and coastal freight transport..;2013 3rd quarter;84.9;-1.8;-6.6
3051;502 Sea and coastal freight transport..;2013 4th quarter;86.3;1.6;-3.4
3052;502 Sea and coastal freight transport..;2013;86.7;;-3.9
3053;502 Sea and coastal freight transport..;2014 1st quarter;83.7;-3.0;-6.2
3054;502 Sea and coastal freight transport..;2014 2nd quarter;84.5;1.0;-2.2
3055;502 Sea and coastal freight transport..;2014 3rd quarter;82.5;-2.4;-2.8
3056;502 Sea and coastal freight transport..;2014 4th quarter;80.9;-2.0;-6.2
3057;502 Sea and coastal freight transport..;2014;82.9;;-4.4
3058;502 Sea and coastal freight transport..;2015 1st quarter;82.1;1.5;-1.9
3059;502 Sea and coastal freight transport..;2015 2nd quarter;82.8;0.9;-2.0
3060;502 Sea and coastal freight transport..;2015 3rd quarter;81.3;-1.8;-1.4
3061;502 Sea and coastal freight transport..;2015 4th quarter;81.0;-0.4;0.1
3062;502 Sea and coastal freight transport..;2015;81.8;;-1.3
3063;502 Sea and coastal freight transport..;2016 1st quarter;78.1;-3.6;-4.9
3064;502 Sea and coastal freight transport..;2016 2nd quarter;75.8;-2.9;-8.5
3065;502 Sea and coastal freight transport..;2016 3rd quarter;73.9;-2.5;-9.1
3066;502 Sea and coastal freight transport..;2016 4th quarter;74.2;0.4;-8.4
3067;502 Sea and coastal freight transport..;2016;75.5;;-7.7
3068;502 Sea and coastal freight transport..;2017 1st quarter;74.1;-0.2;-5.1
3069;502 Sea and coastal freight transport..;2017 2nd quarter;77.2;4.3;1.9
3070;502 Sea and coastal freight transport..;2017 3rd quarter;74.2;-3.9;0.4
3071;502 Sea and coastal freight transport..;2017 4th quarter;76.3;2.8;2.7
3072;502 Sea and coastal freight transport..;2017;75.4;;-0.1
3073;502 Sea and coastal freight transport..;2018 1st quarter;73.5;-3.6;-0.7
3074;502 Sea and coastal freight transport..;2018 2nd quarter;77.1;4.8;-0.2
3075;502 Sea and coastal freight transport..;2018 3rd quarter;77.7;0.9;4.8
3076;502 Sea and coastal freight transport..;2018 4th quarter;78.5;1.0;3.0
3077;502 Sea and coastal freight transport..;2018;76.7;;1.7
3078;502 Sea and coastal freight transport..;2019 1st quarter;78.0;-0.7;6.0
3079;502 Sea and coastal freight transport..;2019 2nd quarter;80.7;3.5;4.7
3080;502 Sea and coastal freight transport..;2019 3rd quarter;81.1;0.5;4.3
3081;502 Sea and coastal freight transport..;2019 4th quarter;82.2;1.4;4.7
3082;502 Sea and coastal freight transport..;2019;80.5;;4.9
3083;502 Sea and coastal freight transport..;2020 1st quarter;80.8;-1.8;3.6
3084;502 Sea and coastal freight transport..;2020 2nd quarter;81.6;0.9;1.1
3085;502 Sea and coastal freight transport..;2020 3rd quarter;79.5;-2.5;-1.9
3086;502 Sea and coastal freight transport..;2020 4th quarter;82.1;3.2;-0.2
3087;502 Sea and coastal freight transport..;2020;81.0;;0.6
3088;502 Sea and coastal freight transport..;2021 1st quarter;85.6;4.3;5.9
3089;502 Sea and coastal freight transport..;2021 2nd quarter;92.8;8.5;13.8
3090;502 Sea and coastal freight transport..;2021 3rd quarter;104.5;12.5;31.4
3091;502 Sea and coastal freight transport..;2021 4th quarter;117.1;12.1;42.7
3092;502 Sea and coastal freight transport..;2021;100.0;;23.5
3093;502 Sea and coastal freight transport..;2022 1st quarter;123.7;5.6;44.5
3094;502 Sea and coastal freight transport..;2022 2nd quarter;140.2;13.3;51.0
3095;502 Sea and coastal freight transport..;2022 3rd quarter;143.7;2.5;37.5
3096;502 Sea and coastal freight transport..;2022 4th quarter;140.9;-1.9;20.3
3097;502 Sea and coastal freight transport..;2022;137.1;;37.1
3098;502 Sea and coastal freight transport..;2023 1st quarter;134.5;-4.5;8.8
3099;502 Sea and coastal freight transport..;2023 2nd quarter;130.8;-2.8;-6.7
3100;502 Sea and coastal freight transport..;2023 3rd quarter;124.9;-4.5;-13.1
3101;502 Sea and coastal freight transport..;2023 4th quarter;125.1;0.2;-11.2
3102;502 Sea and coastal freight transport..;2023;128.8;;-6.0
3103;502 Sea and coastal freight transport..;2024 1st quarter;129.7;3.7;-3.6
3104;502 Sea and coastal freight transport..;2024 2nd quarter;127.0;-2.1;-2.9
3105;502 Sea and coastal freight transport..;2024 3rd quarter;127.5;0.3;2.1
3106;502 Sea and coastal freight transport..;2024 4th quarter;123.3;-3.3;-1.5
3107;502 Sea and coastal freight transport..;2024;126.9;;-1.5
3108;5020 Sea and coastal freight transport..;2002 4th quarter;;;
3109;5020 Sea and coastal freight transport..;2003 1st quarter;;;
3110;5020 Sea and coastal freight transport..;2003 2nd quarter;;;
3111;5020 Sea and coastal freight transport..;2003 3rd quarter;;;
3112;5020 Sea and coastal freight transport..;2003 4th quarter;;;
3113;5020 Sea and coastal freight transport..;2003;;;
3114;5020 Sea and coastal freight transport..;2004 1st quarter;;;
3115;5020 Sea and coastal freight transport..;2004 2nd quarter;;;
3116;5020 Sea and coastal freight transport..;2004 3rd quarter;;;
3117;5020 Sea and coastal freight transport..;2004 4th quarter;;;
3118;5020 Sea and coastal freight transport..;2004;;;
3119;5020 Sea and coastal freight transport..;2005 1st quarter;;;
3120;5020 Sea and coastal freight transport..;2005 2nd quarter;;;
3121;5020 Sea and coastal freight transport..;2005 3rd quarter;;;
3122;5020 Sea and coastal freight transport..;2005 4th quarter;;;
3123;5020 Sea and coastal freight transport..;2005;;;
3124;5020 Sea and coastal freight transport..;2006 1st quarter;108.8;;
3125;5020 Sea and coastal freight transport..;2006 2nd quarter;102.5;-5.8;
3126;5020 Sea and coastal freight transport..;2006 3rd quarter;101.7;-0.7;
3127;5020 Sea and coastal freight transport..;2006 4th quarter;97.4;-4.3;
3128;5020 Sea and coastal freight transport..;2006;102.6;;
3129;5020 Sea and coastal freight transport..;2007 1st quarter;94.3;-3.1;-13.3
3130;5020 Sea and coastal freight transport..;2007 2nd quarter;94.8;0.5;-7.5
3131;5020 Sea and coastal freight transport..;2007 3rd quarter;98.5;3.9;-3.2
3132;5020 Sea and coastal freight transport..;2007 4th quarter;96.8;-1.6;-0.6
3133;5020 Sea and coastal freight transport..;2007;96.1;;-6.3
3134;5020 Sea and coastal freight transport..;2008 1st quarter;96.7;-0.2;2.5
3135;5020 Sea and coastal freight transport..;2008 2nd quarter;94.9;-1.8;0.1
3136;5020 Sea and coastal freight transport..;2008 3rd quarter;99.4;4.7;0.9
3137;5020 Sea and coastal freight transport..;2008 4th quarter;101.6;2.3;4.9
3138;5020 Sea and coastal freight transport..;2008;98.2;;2.1
3139;5020 Sea and coastal freight transport..;2009 1st quarter;86.0;-15.4;-11.1
3140;5020 Sea and coastal freight transport..;2009 2nd quarter;78.0;-9.3;-17.9
3141;5020 Sea and coastal freight transport..;2009 3rd quarter;78.9;1.2;-20.6
3142;5020 Sea and coastal freight transport..;2009 4th quarter;85.5;8.5;-15.8
3143;5020 Sea and coastal freight transport..;2009;82.1;;-16.4
3144;5020 Sea and coastal freight transport..;2010 1st quarter;87.3;2.0;1.5
3145;5020 Sea and coastal freight transport..;2010 2nd quarter;89.7;2.8;15.1
3146;5020 Sea and coastal freight transport..;2010 3rd quarter;86.2;-3.9;9.3
3147;5020 Sea and coastal freight transport..;2010 4th quarter;85.6;-0.7;0.1
3148;5020 Sea and coastal freight transport..;2010;87.2;;6.2
3149;5020 Sea and coastal freight transport..;2011 1st quarter;87.8;2.6;0.6
3150;5020 Sea and coastal freight transport..;2011 2nd quarter;87.9;0.2;-2.0
3151;5020 Sea and coastal freight transport..;2011 3rd quarter;87.8;-0.1;1.8
3152;5020 Sea and coastal freight transport..;2011 4th quarter;88.7;1.0;3.6
3153;5020 Sea and coastal freight transport..;2011;88.1;;1.0
3154;5020 Sea and coastal freight transport..;2012 1st quarter;90.1;1.6;2.6
3155;5020 Sea and coastal freight transport..;2012 2nd quarter;90.5;0.5;3.0
3156;5020 Sea and coastal freight transport..;2012 3rd quarter;90.9;0.4;3.5
3157;5020 Sea and coastal freight transport..;2012 4th quarter;89.3;-1.8;0.7
3158;5020 Sea and coastal freight transport..;2012;90.2;;2.4
3159;5020 Sea and coastal freight transport..;2013 1st quarter;89.2;0.0;-0.9
3160;5020 Sea and coastal freight transport..;2013 2nd quarter;86.4;-3.1;-4.5
3161;5020 Sea and coastal freight transport..;2013 3rd quarter;84.9;-1.8;-6.6
3162;5020 Sea and coastal freight transport..;2013 4th quarter;86.3;1.6;-3.4
3163;5020 Sea and coastal freight transport..;2013;86.7;;-3.9
3164;5020 Sea and coastal freight transport..;2014 1st quarter;83.7;-3.0;-6.2
3165;5020 Sea and coastal freight transport..;2014 2nd quarter;84.5;1.0;-2.2
3166;5020 Sea and coastal freight transport..;2014 3rd quarter;82.5;-2.4;-2.8
3167;5020 Sea and coastal freight transport..;2014 4th quarter;80.9;-2.0;-6.2
3168;5020 Sea and coastal freight transport..;2014;82.9;;-4.4
3169;5020 Sea and coastal freight transport..;2015 1st quarter;82.1;1.5;-1.9
3170;5020 Sea and coastal freight transport..;2015 2nd quarter;82.8;0.9;-2.0
3171;5020 Sea and coastal freight transport..;2015 3rd quarter;81.3;-1.8;-1.4
3172;5020 Sea and coastal freight transport..;2015 4th quarter;81.0;-0.4;0.1
3173;5020 Sea and coastal freight transport..;2015;81.8;;-1.3
3174;5020 Sea and coastal freight transport..;2016 1st quarter;78.1;-3.6;-4.9
3175;5020 Sea and coastal freight transport..;2016 2nd quarter;75.8;-2.9;-8.5
3176;5020 Sea and coastal freight transport..;2016 3rd quarter;73.9;-2.5;-9.1
3177;5020 Sea and coastal freight transport..;2016 4th quarter;74.2;0.4;-8.4
3178;5020 Sea and coastal freight transport..;2016;75.5;;-7.7
3179;5020 Sea and coastal freight transport..;2017 1st quarter;74.1;-0.2;-5.1
3180;5020 Sea and coastal freight transport..;2017 2nd quarter;77.2;4.3;1.9
3181;5020 Sea and coastal freight transport..;2017 3rd quarter;74.2;-3.9;0.4
3182;5020 Sea and coastal freight transport..;2017 4th quarter;76.3;2.8;2.7
3183;5020 Sea and coastal freight transport..;2017;75.4;;-0.1
3184;5020 Sea and coastal freight transport..;2018 1st quarter;73.5;-3.6;-0.7
3185;5020 Sea and coastal freight transport..;2018 2nd quarter;77.1;4.8;-0.2
3186;5020 Sea and coastal freight transport..;2018 3rd quarter;77.7;0.9;4.8
3187;5020 Sea and coastal freight transport..;2018 4th quarter;78.5;1.0;3.0
3188;5020 Sea and coastal freight transport..;2018;76.7;;1.7
3189;5020 Sea and coastal freight transport..;2019 1st quarter;78.0;-0.7;6.0
3190;5020 Sea and coastal freight transport..;2019 2nd quarter;80.7;3.5;4.7
3191;5020 Sea and coastal freight transport..;2019 3rd quarter;81.1;0.5;4.3
3192;5020 Sea and coastal freight transport..;2019 4th quarter;82.2;1.4;4.7
3193;5020 Sea and coastal freight transport..;2019;80.5;;4.9
3194;5020 Sea and coastal freight transport..;2020 1st quarter;80.8;-1.8;3.6
3195;5020 Sea and coastal freight transport..;2020 2nd quarter;81.6;0.9;1.1
3196;5020 Sea and coastal freight transport..;2020 3rd quarter;79.5;-2.5;-1.9
3197;5020 Sea and coastal freight transport..;2020 4th quarter;82.1;3.2;-0.2
3198;5020 Sea and coastal freight transport..;2020;81.0;;0.6
3199;5020 Sea and coastal freight transport..;2021 1st quarter;85.6;4.3;5.9
3200;5020 Sea and coastal freight transport..;2021 2nd quarter;92.8;8.5;13.8
3201;5020 Sea and coastal freight transport..;2021 3rd quarter;104.5;12.5;31.4
3202;5020 Sea and coastal freight transport..;2021 4th quarter;117.1;12.1;42.7
3203;5020 Sea and coastal freight transport..;2021;100.0;;23.5
3204;5020 Sea and coastal freight transport..;2022 1st quarter;123.7;5.6;44.5
3205;5020 Sea and coastal freight transport..;2022 2nd quarter;140.2;13.3;51.0
3206;5020 Sea and coastal freight transport..;2022 3rd quarter;143.7;2.5;37.5
3207;5020 Sea and coastal freight transport..;2022 4th quarter;140.9;-1.9;20.3
3208;5020 Sea and coastal freight transport..;2022;137.1;;37.1
3209;5020 Sea and coastal freight transport..;2023 1st quarter;134.5;-4.5;8.8
3210;5020 Sea and coastal freight transport..;2023 2nd quarter;130.8;-2.8;-6.7
3211;5020 Sea and coastal freight transport..;2023 3rd quarter;124.9;-4.5;-13.1
3212;5020 Sea and coastal freight transport..;2023 4th quarter;125.1;0.2;-11.2
3213;5020 Sea and coastal freight transport..;2023;128.8;;-6.0
3214;5020 Sea and coastal freight transport..;2024 1st quarter;129.7;3.7;-3.6
3215;5020 Sea and coastal freight transport..;2024 2nd quarter;127.0;-2.1;-2.9
3216;5020 Sea and coastal freight transport..;2024 3rd quarter;127.5;0.3;2.1
3217;5020 Sea and coastal freight transport..;2024 4th quarter;123.3;-3.3;-1.5
3218;5020 Sea and coastal freight transport..;2024;126.9;;-1.5
3219;50201 Sea and coastal freight transp..;2002 4th quarter;;;
3220;50201 Sea and coastal freight transp..;2003 1st quarter;;;
3221;50201 Sea and coastal freight transp..;2003 2nd quarter;;;
3222;50201 Sea and coastal freight transp..;2003 3rd quarter;;;
3223;50201 Sea and coastal freight transp..;2003 4th quarter;;;
3224;50201 Sea and coastal freight transp..;2003;;;
3225;50201 Sea and coastal freight transp..;2004 1st quarter;;;
3226;50201 Sea and coastal freight transp..;2004 2nd quarter;;;
3227;50201 Sea and coastal freight transp..;2004 3rd quarter;;;
3228;50201 Sea and coastal freight transp..;2004 4th quarter;;;
3229;50201 Sea and coastal freight transp..;2004;;;
3230;50201 Sea and coastal freight transp..;2005 1st quarter;;;
3231;50201 Sea and coastal freight transp..;2005 2nd quarter;;;
3232;50201 Sea and coastal freight transp..;2005 3rd quarter;;;
3233;50201 Sea and coastal freight transp..;2005 4th quarter;;;
3234;50201 Sea and coastal freight transp..;2005;;;
3235;50201 Sea and coastal freight transp..;2006 1st quarter;120.4;;
3236;50201 Sea and coastal freight transp..;2006 2nd quarter;112.9;-6.2;
3237;50201 Sea and coastal freight transp..;2006 3rd quarter;111.7;-1.1;
3238;50201 Sea and coastal freight transp..;2006 4th quarter;103.7;-7.2;
3239;50201 Sea and coastal freight transp..;2006;112.2;;
3240;50201 Sea and coastal freight transp..;2007 1st quarter;98.3;-5.2;-18.4
3241;50201 Sea and coastal freight transp..;2007 2nd quarter;99.8;1.5;-11.6
3242;50201 Sea and coastal freight transp..;2007 3rd quarter;106.6;6.8;-4.6
3243;50201 Sea and coastal freight transp..;2007 4th quarter;106.8;0.2;3.0
3244;50201 Sea and coastal freight transp..;2007;102.9;;-8.3
3245;50201 Sea and coastal freight transp..;2008 1st quarter;105.9;-0.8;7.8
3246;50201 Sea and coastal freight transp..;2008 2nd quarter;105.0;-0.9;5.2
3247;50201 Sea and coastal freight transp..;2008 3rd quarter;111.3;6.0;4.4
3248;50201 Sea and coastal freight transp..;2008 4th quarter;109.1;-2.0;2.1
3249;50201 Sea and coastal freight transp..;2008;107.8;;4.8
3250;50201 Sea and coastal freight transp..;2009 1st quarter;85.1;-22.0;-19.7
3251;50201 Sea and coastal freight transp..;2009 2nd quarter;78.5;-7.7;-25.2
3252;50201 Sea and coastal freight transp..;2009 3rd quarter;77.0;-1.9;-30.8
3253;50201 Sea and coastal freight transp..;2009 4th quarter;90.0;16.9;-17.5
3254;50201 Sea and coastal freight transp..;2009;82.7;;-23.3
3255;50201 Sea and coastal freight transp..;2010 1st quarter;91.8;2.0;7.9
3256;50201 Sea and coastal freight transp..;2010 2nd quarter;94.6;3.1;20.5
3257;50201 Sea and coastal freight transp..;2010 3rd quarter;90.4;-4.4;17.4
3258;50201 Sea and coastal freight transp..;2010 4th quarter;90.0;-0.5;-0.1
3259;50201 Sea and coastal freight transp..;2010;91.7;;11.0
3260;50201 Sea and coastal freight transp..;2011 1st quarter;90.7;0.8;-1.2
3261;50201 Sea and coastal freight transp..;2011 2nd quarter;90.7;0.0;-4.1
3262;50201 Sea and coastal freight transp..;2011 3rd quarter;90.1;-0.7;-0.4
3263;50201 Sea and coastal freight transp..;2011 4th quarter;91.0;1.0;1.2
3264;50201 Sea and coastal freight transp..;2011;90.6;;-1.2
3265;50201 Sea and coastal freight transp..;2012 1st quarter;93.5;2.7;3.1
3266;50201 Sea and coastal freight transp..;2012 2nd quarter;95.7;2.4;5.5
3267;50201 Sea and coastal freight transp..;2012 3rd quarter;96.1;0.3;6.6
3268;50201 Sea and coastal freight transp..;2012 4th quarter;93.4;-2.8;2.6
3269;50201 Sea and coastal freight transp..;2012;94.7;;4.4
3270;50201 Sea and coastal freight transp..;2013 1st quarter;94.8;1.5;1.4
3271;50201 Sea and coastal freight transp..;2013 2nd quarter;90.0;-5.1;-6.0
3272;50201 Sea and coastal freight transp..;2013 3rd quarter;88.6;-1.5;-7.7
3273;50201 Sea and coastal freight transp..;2013 4th quarter;89.4;0.9;-4.3
3274;50201 Sea and coastal freight transp..;2013;90.7;;-4.2
3275;50201 Sea and coastal freight transp..;2014 1st quarter;84.4;-5.6;-11.0
3276;50201 Sea and coastal freight transp..;2014 2nd quarter;84.6;0.2;-5.9
3277;50201 Sea and coastal freight transp..;2014 3rd quarter;84.6;-0.1;-4.6
3278;50201 Sea and coastal freight transp..;2014 4th quarter;81.0;-4.2;-9.4
3279;50201 Sea and coastal freight transp..;2014;83.7;;-7.8
3280;50201 Sea and coastal freight transp..;2015 1st quarter;82.7;2.1;-2.0
3281;50201 Sea and coastal freight transp..;2015 2nd quarter;83.4;0.8;-1.5
3282;50201 Sea and coastal freight transp..;2015 3rd quarter;81.3;-2.5;-3.9
3283;50201 Sea and coastal freight transp..;2015 4th quarter;81.2;-0.1;0.2
3284;50201 Sea and coastal freight transp..;2015;82.1;;-1.8
3285;50201 Sea and coastal freight transp..;2016 1st quarter;78.5;-3.3;-5.1
3286;50201 Sea and coastal freight transp..;2016 2nd quarter;75.1;-4.3;-9.9
3287;50201 Sea and coastal freight transp..;2016 3rd quarter;72.7;-3.2;-10.6
3288;50201 Sea and coastal freight transp..;2016 4th quarter;73.1;0.5;-10.0
3289;50201 Sea and coastal freight transp..;2016;74.8;;-8.9
3290;50201 Sea and coastal freight transp..;2017 1st quarter;72.8;-0.3;-7.2
3291;50201 Sea and coastal freight transp..;2017 2nd quarter;76.3;4.8;1.6
3292;50201 Sea and coastal freight transp..;2017 3rd quarter;72.9;-4.4;0.4
3293;50201 Sea and coastal freight transp..;2017 4th quarter;74.6;2.3;2.2
3294;50201 Sea and coastal freight transp..;2017;74.2;;-0.9
3295;50201 Sea and coastal freight transp..;2018 1st quarter;71.0;-4.9;-2.6
3296;50201 Sea and coastal freight transp..;2018 2nd quarter;74.9;5.5;-1.9
3297;50201 Sea and coastal freight transp..;2018 3rd quarter;75.3;0.5;3.2
3298;50201 Sea and coastal freight transp..;2018 4th quarter;76.4;1.5;2.4
3299;50201 Sea and coastal freight transp..;2018;74.4;;0.3
3300;50201 Sea and coastal freight transp..;2019 1st quarter;75.8;-0.8;6.9
3301;50201 Sea and coastal freight transp..;2019 2nd quarter;79.8;5.2;6.6
3302;50201 Sea and coastal freight transp..;2019 3rd quarter;80.5;0.9;7.0
3303;50201 Sea and coastal freight transp..;2019 4th quarter;81.7;1.5;6.9
3304;50201 Sea and coastal freight transp..;2019;79.5;;6.8
3305;50201 Sea and coastal freight transp..;2020 1st quarter;80.2;-1.8;5.7
3306;50201 Sea and coastal freight transp..;2020 2nd quarter;82.3;2.6;3.2
3307;50201 Sea and coastal freight transp..;2020 3rd quarter;80.7;-1.9;0.3
3308;50201 Sea and coastal freight transp..;2020 4th quarter;82.2;1.9;0.7
3309;50201 Sea and coastal freight transp..;2020;81.4;;2.4
3310;50201 Sea and coastal freight transp..;2021 1st quarter;85.1;3.5;6.1
3311;50201 Sea and coastal freight transp..;2021 2nd quarter;93.2;9.6;13.3
3312;50201 Sea and coastal freight transp..;2021 3rd quarter;105.2;12.8;30.3
3313;50201 Sea and coastal freight transp..;2021 4th quarter;116.5;10.7;41.6
3314;50201 Sea and coastal freight transp..;2021;100.0;;22.9
3315;50201 Sea and coastal freight transp..;2022 1st quarter;121.0;3.9;42.2
3316;50201 Sea and coastal freight transp..;2022 2nd quarter;138.8;14.7;48.9
3317;50201 Sea and coastal freight transp..;2022 3rd quarter;142.4;2.6;35.4
3318;50201 Sea and coastal freight transp..;2022 4th quarter;137.9;-3.2;18.4
3319;50201 Sea and coastal freight transp..;2022;135.0;;35.0
3320;50201 Sea and coastal freight transp..;2023 1st quarter;130.3;-5.5;7.7
3321;50201 Sea and coastal freight transp..;2023 2nd quarter;125.5;-3.7;-9.6
3322;50201 Sea and coastal freight transp..;2023 3rd quarter;118.9;-5.3;-16.5
3323;50201 Sea and coastal freight transp..;2023 4th quarter;118.4;-0.4;-14.1
3324;50201 Sea and coastal freight transp..;2023;123.3;;-8.7
3325;50201 Sea and coastal freight transp..;2024 1st quarter;126.0;6.4;-3.3
3326;50201 Sea and coastal freight transp..;2024 2nd quarter;123.1;-2.3;-1.9
3327;50201 Sea and coastal freight transp..;2024 3rd quarter;124.4;1.0;4.6
3328;50201 Sea and coastal freight transp..;2024 4th quarter;119.7;-3.8;1.1
3329;50201 Sea and coastal freight transp..;2024;123.3;;0.0
3330;50202 Rental of sea and coastal vessels;2002 4th quarter;;;
3331;50202 Rental of sea and coastal vessels;2003 1st quarter;;;
3332;50202 Rental of sea and coastal vessels;2003 2nd quarter;;;
3333;50202 Rental of sea and coastal vessels;2003 3rd quarter;;;
3334;50202 Rental of sea and coastal vessels;2003 4th quarter;;;
