ID;Geslacht;Migratieachtergrond;Generatie;Perioden;TotaalHuwendenMetMigratieachtergrond_1;MetPartnerMetNederlandseAchtergrond_2;TotaalPartnerMetMigratieachtergrond_3;TotaalGelijkeMigratieachtergrond_4;GeenMigratiehuwelijk_5;WelMigratiehuwelijk_6;PartnerMetAndereMigratieachtergrond_7
242;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2001;250;190;60;10;10;0;50
243;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2002;280;210;70;10;10;0;50
244;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2003;280;220;60;10;10;0;50
245;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2004;280;210;70;20;20;0;50
246;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2005;290;210;80;20;20;0;60
247;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2006;280;200;90;30;30;0;60
248;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2007;310;220;90;30;30;0;70
249;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2008;350;240;110;30;30;0;80
250;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2009;320;220;100;30;20;0;80
251;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2010;370;250;120;30;30;0;90
252;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2011;360;250;110;30;30;0;70
253;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2012;400;250;150;50;50;0;100
254;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2013;360;230;130;40;40;0;100
255;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2014;390;270;130;30;30;0;100
256;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2015;420;240;180;50;50;0;120
257;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2016;390;260;130;20;20;0;110
258;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2017;420;270;150;40;40;0;110
259;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2018;410;250;160;40;40;0;120
260;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2019;440;290;150;50;40;0;110
261;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2020;380;210;160;40;40;0;120
262;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2021;430;250;180;50;40;0;130
263;Mannen en vrouwen;(voormalige) Nederlandse Antillen, Aruba;Tweede generatie;2022;520;320;210;50;50;0;160
264;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2001;2780;810;1980;1650;1280;370;320
265;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2002;2870;830;2040;1690;1310;390;350
266;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2003;2650;770;1880;1520;1180;340;360
267;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2004;2360;780;1580;1260;1010;250;320
268;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2005;2260;760;1510;1190;1050;140;310
269;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2006;2280;710;1570;1220;1060;160;350
270;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2007;2440;840;1600;1240;1110;130;370
271;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2008;2690;860;1830;1430;1290;140;400
272;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2009;2890;910;1980;1540;1410;130;440
273;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2010;2830;900;1930;1460;1300;170;470
274;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2011;2690;830;1860;1400;1240;160;460
275;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2012;2680;880;1800;1350;1190;160;450
276;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2013;2360;720;1640;1190;1020;170;450
277;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2014;2360;740;1620;1180;1070;100;440
278;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2015;2370;760;1610;1160;1060;110;450
279;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2016;2330;790;1550;1090;990;110;450
280;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2017;2400;780;1610;1170;1030;140;440
281;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2018;2490;800;1690;1230;1090;130;470
282;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2019;2420;730;1680;1200;1030;170;490
283;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2020;2000;650;1350;920;830;90;430
284;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2021;2380;730;1650;1150;1060;90;500
285;Mannen en vrouwen;Suriname;Totaal eerste en tweede generatie;2022;2760;900;1860;1330;1130;190;540
286;Mannen en vrouwen;Suriname;Eerste generatie;2001;2120;530;1590;1370;1040;330;220
287;Mannen en vrouwen;Suriname;Eerste generatie;2002;2100;520;1580;1350;1000;340;240
288;Mannen en vrouwen;Suriname;Eerste generatie;2003;1970;490;1480;1240;940;300;240
289;Mannen en vrouwen;Suriname;Eerste generatie;2004;1640;460;1180;990;790;200;190
290;Mannen en vrouwen;Suriname;Eerste generatie;2005;1490;430;1070;860;740;120;200
291;Mannen en vrouwen;Suriname;Eerste generatie;2006;1470;410;1060;840;710;140;220
292;Mannen en vrouwen;Suriname;Eerste generatie;2007;1460;470;990;790;690;100;200
293;Mannen en vrouwen;Suriname;Eerste generatie;2008;1590;470;1120;920;810;120;200
294;Mannen en vrouwen;Suriname;Eerste generatie;2009;1690;450;1230;1000;900;100;230
295;Mannen en vrouwen;Suriname;Eerste generatie;2010;1570;440;1130;880;750;140;250
296;Mannen en vrouwen;Suriname;Eerste generatie;2011;1520;440;1080;850;730;120;230
297;Mannen en vrouwen;Suriname;Eerste generatie;2012;1370;390;980;780;660;120;200
298;Mannen en vrouwen;Suriname;Eerste generatie;2013;1260;340;920;710;570;140;210
299;Mannen en vrouwen;Suriname;Eerste generatie;2014;1180;320;860;660;590;70;200
300;Mannen en vrouwen;Suriname;Eerste generatie;2015;1120;310;800;620;540;80;180
301;Mannen en vrouwen;Suriname;Eerste generatie;2016;1110;340;770;610;530;80;160
302;Mannen en vrouwen;Suriname;Eerste generatie;2017;1130;340;780;610;510;110;170
303;Mannen en vrouwen;Suriname;Eerste generatie;2018;1090;290;800;620;510;110;180
304;Mannen en vrouwen;Suriname;Eerste generatie;2019;1120;300;820;640;500;130;180
305;Mannen en vrouwen;Suriname;Eerste generatie;2020;920;250;680;540;460;80;140
306;Mannen en vrouwen;Suriname;Eerste generatie;2021;990;260;720;560;490;70;160
307;Mannen en vrouwen;Suriname;Eerste generatie;2022;1110;300;810;640;500;140;170
308;Mannen en vrouwen;Suriname;Tweede generatie;2001;660;280;390;280;250;40;100
309;Mannen en vrouwen;Suriname;Tweede generatie;2002;760;310;460;340;300;40;110
310;Mannen en vrouwen;Suriname;Tweede generatie;2003;680;280;400;280;250;40;120
311;Mannen en vrouwen;Suriname;Tweede generatie;2004;730;320;400;270;220;50;130
312;Mannen en vrouwen;Suriname;Tweede generatie;2005;770;330;440;330;310;20;110
313;Mannen en vrouwen;Suriname;Tweede generatie;2006;810;300;510;380;350;20;140
314;Mannen en vrouwen;Suriname;Tweede generatie;2007;980;370;610;440;420;20;170
315;Mannen en vrouwen;Suriname;Tweede generatie;2008;1100;400;700;510;480;30;190
316;Mannen en vrouwen;Suriname;Tweede generatie;2009;1210;460;750;540;510;20;220
317;Mannen en vrouwen;Suriname;Tweede generatie;2010;1260;450;800;580;550;30;230
318;Mannen en vrouwen;Suriname;Tweede generatie;2011;1170;400;780;560;520;40;220
319;Mannen en vrouwen;Suriname;Tweede generatie;2012;1310;490;820;570;530;40;250
320;Mannen en vrouwen;Suriname;Tweede generatie;2013;1100;380;720;480;450;30;240
321;Mannen en vrouwen;Suriname;Tweede generatie;2014;1180;430;760;510;480;30;240
322;Mannen en vrouwen;Suriname;Tweede generatie;2015;1260;450;810;540;520;20;260
323;Mannen en vrouwen;Suriname;Tweede generatie;2016;1220;450;770;480;460;30;290
324;Mannen en vrouwen;Suriname;Tweede generatie;2017;1270;440;830;560;530;30;270
325;Mannen en vrouwen;Suriname;Tweede generatie;2018;1400;510;890;600;580;30;280
326;Mannen en vrouwen;Suriname;Tweede generatie;2019;1300;430;860;560;530;30;300
327;Mannen en vrouwen;Suriname;Tweede generatie;2020;1080;400;680;390;370;20;290
328;Mannen en vrouwen;Suriname;Tweede generatie;2021;1400;470;930;590;570;20;340
329;Mannen en vrouwen;Suriname;Tweede generatie;2022;1660;600;1050;680;630;50;370
330;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2001;3820;230;3580;3350;1170;2180;230
331;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2002;4170;290;3880;3640;1230;2410;240
332;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2003;3570;280;3300;3060;1200;1850;240
333;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2004;3100;320;2780;2600;1120;1480;190
334;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2005;2800;310;2490;2270;1330;940;220
335;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2006;2850;280;2570;2370;1620;760;200
336;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2007;3100;270;2830;2580;1940;640;250
337;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2008;3330;310;3020;2770;2110;660;260
338;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2009;3970;330;3640;3310;2460;850;320
339;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2010;4570;310;4260;3880;2610;1270;380
340;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2011;4380;320;4060;3660;2660;1000;400
341;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2012;4430;290;4140;3720;2720;1000;420
342;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2013;4500;300;4200;3820;2840;980;380
343;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2014;4570;300;4270;3850;3050;790;420
344;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2015;4730;330;4390;3960;3140;810;440
345;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2016;4800;330;4470;3970;3220;760;500
346;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2017;4850;400;4450;3960;3190;770;490
347;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2018;4820;360;4460;3890;3170;720;560
348;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2019;5150;390;4760;4160;3320;840;600
349;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2020;4510;360;4160;3560;2870;690;590
350;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2021;5380;420;4960;4260;3560;700;700
351;Mannen en vrouwen;Turkije;Totaal eerste en tweede generatie;2022;5300;480;4810;4060;3310;750;750
352;Mannen en vrouwen;Turkije;Eerste generatie;2001;2070;140;1930;1810;550;1260;120
353;Mannen en vrouwen;Turkije;Eerste generatie;2002;2200;170;2020;1890;540;1360;130
354;Mannen en vrouwen;Turkije;Eerste generatie;2003;1830;150;1680;1560;510;1050;130
355;Mannen en vrouwen;Turkije;Eerste generatie;2004;1560;160;1400;1300;480;820;100
356;Mannen en vrouwen;Turkije;Eerste generatie;2005;1410;160;1250;1140;580;560;110
357;Mannen en vrouwen;Turkije;Eerste generatie;2006;1320;150;1180;1090;630;460;90
358;Mannen en vrouwen;Turkije;Eerste generatie;2007;1290;130;1170;1060;680;380;110
359;Mannen en vrouwen;Turkije;Eerste generatie;2008;1380;140;1240;1130;740;390;110
360;Mannen en vrouwen;Turkije;Eerste generatie;2009;1680;150;1530;1390;920;470;140
361;Mannen en vrouwen;Turkije;Eerste generatie;2010;1890;140;1750;1570;870;700;180
362;Mannen en vrouwen;Turkije;Eerste generatie;2011;1690;120;1570;1370;840;530;190
363;Mannen en vrouwen;Turkije;Eerste generatie;2012;1690;110;1580;1410;870;540;180
364;Mannen en vrouwen;Turkije;Eerste generatie;2013;1560;110;1450;1300;760;540;150
365;Mannen en vrouwen;Turkije;Eerste generatie;2014;1450;110;1340;1200;760;440;140
366;Mannen en vrouwen;Turkije;Eerste generatie;2015;1390;100;1290;1150;740;410;140
367;Mannen en vrouwen;Turkije;Eerste generatie;2016;1280;110;1170;1020;640;380;150
368;Mannen en vrouwen;Turkije;Eerste generatie;2017;1280;120;1160;1000;640;370;160
369;Mannen en vrouwen;Turkije;Eerste generatie;2018;1170;120;1050;890;560;330;160
370;Mannen en vrouwen;Turkije;Eerste generatie;2019;1320;120;1200;1020;630;390;180
371;Mannen en vrouwen;Turkije;Eerste generatie;2020;1100;90;1010;860;540;320;150
372;Mannen en vrouwen;Turkije;Eerste generatie;2021;1180;100;1080;900;610;290;180
373;Mannen en vrouwen;Turkije;Eerste generatie;2022;1270;130;1140;950;610;340;190
374;Mannen en vrouwen;Turkije;Tweede generatie;2001;1750;90;1650;1540;630;920;110
375;Mannen en vrouwen;Turkije;Tweede generatie;2002;1970;110;1860;1750;700;1050;110
376;Mannen en vrouwen;Turkije;Tweede generatie;2003;1740;130;1620;1500;700;800;120
377;Mannen en vrouwen;Turkije;Tweede generatie;2004;1540;160;1380;1300;640;660;80
378;Mannen en vrouwen;Turkije;Tweede generatie;2005;1390;150;1240;1130;750;380;110
379;Mannen en vrouwen;Turkije;Tweede generatie;2006;1520;130;1390;1290;990;300;110
380;Mannen en vrouwen;Turkije;Tweede generatie;2007;1810;150;1660;1520;1260;260;140
381;Mannen en vrouwen;Turkije;Tweede generatie;2008;1950;170;1780;1640;1380;260;150
382;Mannen en vrouwen;Turkije;Tweede generatie;2009;2290;190;2100;1930;1550;380;180
383;Mannen en vrouwen;Turkije;Tweede generatie;2010;2680;170;2510;2310;1740;570;200
384;Mannen en vrouwen;Turkije;Tweede generatie;2011;2690;200;2490;2280;1820;460;210
385;Mannen en vrouwen;Turkije;Tweede generatie;2012;2740;180;2560;2320;1850;470;240
386;Mannen en vrouwen;Turkije;Tweede generatie;2013;2940;190;2750;2520;2090;440;230
387;Mannen en vrouwen;Turkije;Tweede generatie;2014;3120;200;2930;2650;2300;350;270
388;Mannen en vrouwen;Turkije;Tweede generatie;2015;3330;230;3100;2810;2400;410;290
389;Mannen en vrouwen;Turkije;Tweede generatie;2016;3520;220;3300;2960;2570;380;340
390;Mannen en vrouwen;Turkije;Tweede generatie;2017;3570;280;3290;2960;2560;400;330
391;Mannen en vrouwen;Turkije;Tweede generatie;2018;3640;240;3410;3010;2610;390;400
392;Mannen en vrouwen;Turkije;Tweede generatie;2019;3830;270;3560;3150;2700;450;420
393;Mannen en vrouwen;Turkije;Tweede generatie;2020;3410;260;3140;2700;2330;370;440
394;Mannen en vrouwen;Turkije;Tweede generatie;2021;4200;320;3890;3360;2950;410;520
395;Mannen en vrouwen;Turkije;Tweede generatie;2022;4020;350;3670;3110;2690;420;560
396;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2001;4350;1360;2990;1950;970;980;1040
397;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2002;4910;1560;3360;2210;1130;1080;1150
398;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2003;4750;1590;3160;2100;1060;1040;1060
399;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2004;4250;1580;2670;1800;970;830;880
400;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2005;4610;1700;2910;1890;1040;850;1030
401;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2006;4540;1810;2730;1770;940;830;960
402;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2007;4220;1750;2470;1480;870;610;990
403;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2008;4720;1870;2860;1760;1080;680;1100
404;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2009;5230;1910;3320;1960;1150;810;1360
405;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2010;5940;1940;3990;2520;1220;1300;1470
406;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2011;6030;1980;4050;2510;1390;1110;1540
407;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2012;5910;2020;3880;2380;1310;1070;1510
408;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2013;6100;1890;4210;2630;1380;1250;1580
409;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2014;6250;1950;4300;2710;1490;1220;1590
410;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2015;6040;2000;4040;2410;1280;1120;1630
411;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2016;6450;2010;4450;2710;1450;1260;1740
412;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2017;6820;1950;4870;3010;1770;1240;1860
413;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2018;7310;2200;5110;3080;1650;1420;2040
414;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2019;7940;2240;5700;3570;1850;1730;2120
415;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2020;6580;1870;4710;2750;1640;1120;1960
416;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2021;7890;2200;5690;3390;1870;1520;2300
417;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Totaal eerste en tweede generatie;2022;9600;2740;6860;4080;2020;2060;2780
418;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2001;4020;1190;2840;1900;940;960;940
419;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2002;4500;1340;3170;2150;1100;1050;1010
420;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2003;4290;1350;2940;2020;1010;1010;920
421;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2004;3820;1350;2470;1730;920;810;740
422;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2005;4160;1480;2680;1820;1010;820;860
423;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2006;3990;1540;2450;1670;870;800;780
424;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2007;3580;1440;2140;1370;790;580;770
425;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2008;3950;1470;2490;1610;950;660;880
426;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2009;4390;1530;2860;1790;1010;780;1070
427;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2010;5010;1510;3500;2320;1110;1210;1170
428;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2011;5030;1560;3480;2280;1260;1020;1190
429;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2012;4850;1560;3290;2140;1160;990;1150
430;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2013;5020;1430;3590;2390;1220;1160;1200
431;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2014;5160;1480;3680;2480;1340;1140;1200
432;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2015;4820;1450;3370;2170;1140;1030;1200
433;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2016;5130;1440;3690;2420;1260;1160;1270
434;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2017;5460;1410;4060;2720;1580;1140;1340
435;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2018;5790;1590;4200;2740;1430;1310;1450
436;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2019;6410;1620;4780;3220;1630;1590;1560
437;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2020;5250;1380;3870;2460;1440;1030;1410
438;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2021;6330;1630;4700;3020;1610;1400;1690
439;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Eerste generatie;2022;7560;1950;5610;3630;1720;1910;1980
440;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2001;330;170;160;50;30;20;110
441;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2002;410;220;190;60;30;30;130
442;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2003;450;230;220;80;50;30;140
443;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2004;440;230;210;70;40;20;140
444;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2005;450;220;230;60;30;30;170
445;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2006;550;270;280;110;70;30;170
446;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2007;640;310;330;110;80;30;220
447;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2008;770;400;370;150;130;30;220
448;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2009;840;380;460;180;150;30;290
449;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2010;930;430;500;200;110;90;300
450;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2011;1000;420;580;230;130;90;350
451;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2012;1060;460;600;240;160;80;360
452;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2013;1090;460;630;250;160;90;380
453;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2014;1090;470;620;230;150;80;390
454;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2015;1220;550;670;240;150;90;430
455;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2016;1320;560;760;290;190;100;470
456;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2017;1350;540;810;290;190;100;520
457;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2018;1520;600;920;330;220;110;580
458;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2019;1530;620;920;350;220;130;560
459;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2020;1320;490;830;290;200;90;540
460;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2021;1560;570;980;370;250;120;610
461;Mannen en vrouwen;Overige niet-westerse migratieachterg...;Tweede generatie;2022;2050;790;1260;450;300;150;800
462;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2001;13480;9440;4040;1800;1310;500;2230
463;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2002;14330;9950;4370;1950;1420;530;2420
464;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2003;13520;9600;3920;1720;1230;490;2210
465;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2004;12450;8810;3640;1580;1240;350;2060
466;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2005;12610;8760;3850;1670;1330;340;2180
467;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2006;12620;8780;3840;1680;1250;430;2170
468;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2007;12610;8750;3860;1670;1300;370;2180
469;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2008;12940;9030;3910;1780;1420;350;2130
470;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2009;12930;8540;4380;1960;1570;380;2430
471;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2010;13710;8650;5060;2410;1830;580;2650
472;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2011;13580;8270;5320;2590;2010;580;2730
473;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2012;13350;8010;5340;2580;1970;610;2770
474;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2013;12640;7220;5420;2710;2100;600;2710
475;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2014;13570;7530;6040;3280;2700;580;2760
476;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2015;12990;7260;5730;3000;2470;530;2740
477;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2016;13340;7230;6110;3310;2710;600;2800
478;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2017;13420;7200;6220;3470;2910;560;2750
479;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2018;13970;7100;6870;3730;3100;630;3140
480;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2019;14730;6990;7740;4250;3600;650;3490
481;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2020;11540;5580;5960;3050;2610;440;2910
482;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2021;13310;6160;7150;3870;3370;490;3280
483;Mannen en vrouwen;Westerse migratieachtergrond;Totaal eerste en tweede generatie;2022;16150;7790;8370;4390;3880;500;3980
484;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2001;5500;3170;2330;1280;870;410;1050
485;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2002;5950;3420;2530;1390;930;450;1150
486;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2003;5780;3480;2300;1240;810;420;1070
487;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2004;5340;3180;2160;1130;830;300;1040
488;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2005;5670;3350;2320;1210;910;290;1120
489;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2006;5740;3330;2420;1290;910;380;1130
490;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2007;5580;3300;2280;1200;900;310;1080
491;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2008;5580;3190;2390;1340;1020;320;1060
492;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2009;6080;3210;2870;1570;1220;350;1300
493;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2010;6660;3260;3400;1970;1440;520;1440
494;Mannen en vrouwen;Westerse migratieachtergrond;Eerste generatie;2011;6890;3210;3680;2140;1630;520;1530
