ID;LeeftijdMoederOp31December;Geboortegeneratie;WaarnemingEnPrognoseTotaal_1;k_1eKind_2;k_2eKind_3;k_3eKind_4;k_4eOfVolgendeKind_5
380;18 jaar;1971;0.00788;0.00728;0.00056;2e-05;2e-05
381;18 jaar;1972;0.0086;0.00794;0.00062;4e-05;0.0
382;18 jaar;1973;0.00846;0.00779;0.00063;4e-05;0.0
383;18 jaar;1974;0.00822;0.00765;0.00055;2e-05;0.0
384;18 jaar;1975;0.00784;0.00721;0.00061;2e-05;0.0
385;18 jaar;1976;0.00688;0.00635;0.00049;4e-05;0.0
386;18 jaar;1977;0.00608;0.0056;0.00047;1e-05;0.0
387;18 jaar;1978;0.00547;0.00515;0.00031;1e-05;0.0
388;18 jaar;1979;0.00581;0.00547;0.00031;3e-05;0.0
389;18 jaar;1980;0.00579;0.00536;0.00043;0.0;0.0
390;18 jaar;1981;0.00642;0.00612;0.00029;1e-05;0.0
391;18 jaar;1982;0.00763;0.00712;0.0005;1e-05;0.0
392;18 jaar;1983;0.00831;0.00768;0.0006;3e-05;0.0
393;18 jaar;1984;0.00828;0.00758;0.00068;2e-05;0.0
394;18 jaar;1985;0.00762;0.00712;0.0005;0.0;0.0
395;18 jaar;1986;0.00623;0.00579;0.00045;0.0;0.0
396;18 jaar;1987;0.00563;0.00532;0.0003;0.0;0.0
397;18 jaar;1988;0.00531;0.00503;0.00027;0.0;0.0
398;18 jaar;1989;0.00546;0.0052;0.00026;0.0;0.0
399;18 jaar;1990;0.00508;0.00479;0.00028;1e-05;0.0
400;18 jaar;1991;0.00568;0.00537;0.00031;0.0;0.0
401;18 jaar;1992;0.00509;0.00492;0.00017;0.0;0.0
402;18 jaar;1993;0.0046;0.00442;0.00017;1e-05;0.0
403;18 jaar;1994;0.00439;0.00421;0.00017;0.0;0.0
404;18 jaar;1995;0.00397;0.00385;0.00012;0.0;0.0
405;18 jaar;1996;0.00454;0.00437;0.00017;0.0;0.0
406;18 jaar;1997;0.00455;0.00438;0.00017;1e-05;0.0
407;18 jaar;1998;0.00447;0.0043;0.00016;0.0;0.0
408;18 jaar;1999;0.00442;0.00426;0.00016;0.0;0.0
409;18 jaar;2000;0.0044;0.00424;0.00016;0.0;0.0
410;18 jaar;2001;0.00448;0.00431;0.00016;0.0;0.0
411;18 jaar;2002;0.00446;0.0043;0.00016;0.0;0.0
412;18 jaar;2003;0.00444;0.00428;0.00016;0.0;0.0
413;18 jaar;2004;0.00444;0.00428;0.00016;0.0;0.0
414;18 jaar;2005;0.00444;0.00428;0.00016;0.0;0.0
415;18 jaar;2006;0.00445;0.00429;0.00016;0.0;0.0
416;18 jaar;2007;0.00445;0.00429;0.00016;0.0;0.0
417;18 jaar;2008;0.00445;0.00428;0.00016;0.0;0.0
418;18 jaar;2009;0.00445;0.00428;0.00016;0.0;0.0
419;18 jaar;2010;0.00445;0.00429;0.00016;0.0;0.0
420;18 jaar;2011;0.00445;0.00429;0.00016;0.0;0.0
421;18 jaar;2012;0.00445;0.00429;0.00016;0.0;0.0
422;18 jaar;2013;0.00445;0.00428;0.00016;0.0;0.0
423;18 jaar;2014;0.00445;0.00429;0.00016;0.0;0.0
424;18 jaar;2015;0.00445;0.00429;0.00016;0.0;0.0
425;18 jaar;2016;0.00445;0.00429;0.00016;0.0;0.0
426;18 jaar;2017;0.00445;0.00429;0.00016;0.0;0.0
427;18 jaar;2018;0.00445;0.00429;0.00016;0.0;0.0
428;18 jaar;2019;0.00445;0.00429;0.00016;0.0;0.0
429;18 jaar;2020;0.00445;0.00429;0.00016;0.0;0.0
430;19 jaar;1935;0.02741;0.02341;0.00371;0.00026;3e-05
431;19 jaar;1936;0.02902;0.02482;0.00396;0.00023;1e-05
432;19 jaar;1937;0.02969;0.02533;0.00407;0.00028;1e-05
433;19 jaar;1938;0.03008;0.02574;0.00405;0.00028;1e-05
434;19 jaar;1939;0.03023;0.02577;0.00416;0.00028;2e-05
435;19 jaar;1940;0.0322;0.0271;0.00465;0.00039;6e-05
436;19 jaar;1941;0.03494;0.02902;0.00536;0.0005;6e-05
437;19 jaar;1942;0.03708;0.03102;0.00558;0.00043;5e-05
438;19 jaar;1943;0.03912;0.03276;0.00575;0.00058;3e-05
439;19 jaar;1944;0.04199;0.03466;0.00674;0.00056;3e-05
440;19 jaar;1945;0.04184;0.03463;0.00655;0.00062;4e-05
441;19 jaar;1946;0.04237;0.03562;0.00616;0.00055;4e-05
442;19 jaar;1947;0.042;0.03524;0.00625;0.00046;5e-05
443;19 jaar;1948;0.04369;0.03733;0.00587;0.00046;3e-05
444;19 jaar;1949;0.04139;0.03531;0.00574;0.00033;1e-05
445;19 jaar;1950;0.04347;0.03709;0.006;0.00035;3e-05
446;19 jaar;1951;0.04359;0.03764;0.00556;0.00032;7e-05
447;19 jaar;1952;0.04289;0.03707;0.00544;0.00031;7e-05
448;19 jaar;1953;0.03761;0.03244;0.005;0.00016;1e-05
449;19 jaar;1954;0.03312;0.02888;0.00409;0.00012;3e-05
450;19 jaar;1955;0.02999;0.02593;0.00387;0.00018;1e-05
451;19 jaar;1956;0.02516;0.02138;0.00355;0.00022;1e-05
452;19 jaar;1957;0.02257;0.01911;0.00336;9e-05;1e-05
453;19 jaar;1958;0.01857;0.01623;0.00222;9e-05;3e-05
454;19 jaar;1959;0.01796;0.0155;0.00225;0.00019;2e-05
455;19 jaar;1960;0.01826;0.01544;0.00261;0.0002;1e-05
456;19 jaar;1961;0.01747;0.01488;0.00243;0.00016;0.0
457;19 jaar;1962;0.01733;0.01463;0.0026;0.0001;0.0
458;19 jaar;1963;0.01537;0.01286;0.00243;8e-05;0.0
459;19 jaar;1964;0.01522;0.01277;0.00233;0.00012;0.0
460;19 jaar;1965;0.01395;0.01194;0.00192;8e-05;1e-05
461;19 jaar;1966;0.01331;0.0114;0.00171;0.0002;0.0
462;19 jaar;1967;0.01272;0.01091;0.00161;0.00017;3e-05
463;19 jaar;1968;0.01306;0.01132;0.00157;0.00016;1e-05
464;19 jaar;1969;0.0129;0.01098;0.00182;8e-05;2e-05
465;19 jaar;1970;0.0133;0.01164;0.00159;7e-05;0.0
466;19 jaar;1971;0.01454;0.01285;0.00159;0.0001;0.0
467;19 jaar;1972;0.01453;0.01263;0.00175;0.00013;2e-05
468;19 jaar;1973;0.0138;0.01197;0.00172;0.0001;1e-05
469;19 jaar;1974;0.01341;0.01172;0.00157;0.0001;2e-05
470;19 jaar;1975;0.01311;0.01152;0.00148;0.00011;0.0
471;19 jaar;1976;0.01113;0.00951;0.00144;0.00018;0.0
472;19 jaar;1977;0.01125;0.01018;0.00102;4e-05;1e-05
473;19 jaar;1978;0.01169;0.01064;0.00101;4e-05;0.0
474;19 jaar;1979;0.01188;0.01083;0.001;4e-05;1e-05
475;19 jaar;1980;0.01339;0.01224;0.00107;8e-05;0.0
476;19 jaar;1981;0.01402;0.01269;0.00131;2e-05;0.0
477;19 jaar;1982;0.01467;0.01309;0.00144;0.00014;0.0
478;19 jaar;1983;0.01486;0.01322;0.0015;0.00013;1e-05
479;19 jaar;1984;0.01383;0.01212;0.0016;0.00011;0.0
480;19 jaar;1985;0.01238;0.01092;0.00135;0.0001;1e-05
481;19 jaar;1986;0.01113;0.0101;0.00098;5e-05;0.0
482;19 jaar;1987;0.01025;0.00923;0.00098;4e-05;0.0
483;19 jaar;1988;0.00994;0.00916;0.00076;2e-05;0.0
484;19 jaar;1989;0.01065;0.00968;0.00094;2e-05;0.0
485;19 jaar;1990;0.01024;0.00932;0.00083;6e-05;3e-05
486;19 jaar;1991;0.01055;0.00957;0.00092;7e-05;0.0
487;19 jaar;1992;0.00966;0.00885;0.00076;5e-05;0.0
488;19 jaar;1993;0.00866;0.00795;0.00069;2e-05;0.0
489;19 jaar;1994;0.00738;0.00697;0.00039;2e-05;0.0
490;19 jaar;1995;0.00886;0.00817;0.00067;1e-05;0.0
491;19 jaar;1996;0.00903;0.00833;0.00069;0.0;0.0
492;19 jaar;1997;0.00886;0.00819;0.00065;1e-05;0.0
493;19 jaar;1998;0.00864;0.008;0.00063;1e-05;0.0
494;19 jaar;1999;0.00857;0.00796;0.00061;0.0;0.0
495;19 jaar;2000;0.00879;0.00814;0.00065;0.0;0.0
496;19 jaar;2001;0.00878;0.00812;0.00065;1e-05;0.0
497;19 jaar;2002;0.00873;0.00808;0.00064;1e-05;0.0
498;19 jaar;2003;0.0087;0.00806;0.00063;0.0;0.0
499;19 jaar;2004;0.00871;0.00807;0.00064;0.0;0.0
500;19 jaar;2005;0.00874;0.00809;0.00064;0.0;0.0
501;19 jaar;2006;0.00873;0.00809;0.00064;1e-05;0.0
502;19 jaar;2007;0.00872;0.00808;0.00064;0.0;0.0
503;19 jaar;2008;0.00872;0.00808;0.00064;0.0;0.0
504;19 jaar;2009;0.00872;0.00808;0.00064;0.0;0.0
505;19 jaar;2010;0.00873;0.00808;0.00064;0.0;0.0
506;19 jaar;2011;0.00872;0.00808;0.00064;0.0;0.0
507;19 jaar;2012;0.00872;0.00808;0.00064;0.0;0.0
508;19 jaar;2013;0.00872;0.00808;0.00064;0.0;0.0
509;19 jaar;2014;0.00872;0.00808;0.00064;0.0;0.0
510;19 jaar;2015;0.00872;0.00808;0.00064;0.0;0.0
511;19 jaar;2016;0.00872;0.00808;0.00064;0.0;0.0
512;19 jaar;2017;0.00872;0.00808;0.00064;0.0;0.0
513;19 jaar;2018;0.00872;0.00808;0.00064;0.0;0.0
514;19 jaar;2019;0.00872;0.00808;0.00064;0.0;0.0
515;19 jaar;2020;0.00872;0.00808;0.00064;0.0;0.0
516;20 jaar;1935;0.04556;0.03559;0.00865;0.00123;9e-05
517;20 jaar;1936;0.04621;0.03582;0.00902;0.00123;0.00014
518;20 jaar;1937;0.04865;0.0383;0.00907;0.00119;9e-05
519;20 jaar;1938;0.04813;0.03735;0.00915;0.00152;0.00011
520;20 jaar;1939;0.04953;0.03877;0.00934;0.00132;0.0001
521;20 jaar;1940;0.05174;0.03986;0.0103;0.00143;0.00015
522;20 jaar;1941;0.05767;0.04477;0.01103;0.00168;0.00019
523;20 jaar;1942;0.05954;0.04542;0.01202;0.00189;0.00021
524;20 jaar;1943;0.0634;0.04867;0.01271;0.00184;0.00018
525;20 jaar;1944;0.06571;0.05007;0.01345;0.00199;0.0002
526;20 jaar;1945;0.06426;0.04973;0.01255;0.0018;0.00018
527;20 jaar;1946;0.06405;0.05019;0.01217;0.00153;0.00016
528;20 jaar;1947;0.06687;0.05277;0.0125;0.00145;0.00015
529;20 jaar;1948;0.06377;0.05033;0.01206;0.00128;0.0001
530;20 jaar;1949;0.0664;0.05248;0.01256;0.00124;0.00012
531;20 jaar;1950;0.06438;0.05153;0.01177;0.00101;7e-05
532;20 jaar;1951;0.06196;0.04904;0.0117;0.0011;0.00012
533;20 jaar;1952;0.05718;0.04538;0.01078;0.00096;6e-05
534;20 jaar;1953;0.04941;0.03908;0.00969;0.00059;5e-05
535;20 jaar;1954;0.04702;0.03751;0.00898;0.00051;2e-05
536;20 jaar;1955;0.03993;0.03134;0.00802;0.00054;3e-05
537;20 jaar;1956;0.03731;0.02927;0.00742;0.00057;5e-05
538;20 jaar;1957;0.03308;0.02657;0.00607;0.00044;0.0
539;20 jaar;1958;0.03027;0.02401;0.00581;0.00042;3e-05
540;20 jaar;1959;0.02828;0.02226;0.00556;0.00043;3e-05
541;20 jaar;1960;0.03016;0.02371;0.00589;0.00051;5e-05
542;20 jaar;1961;0.02701;0.02134;0.00525;0.0004;2e-05
543;20 jaar;1962;0.02583;0.0203;0.00497;0.00053;3e-05
544;20 jaar;1963;0.02434;0.01907;0.00477;0.00048;2e-05
545;20 jaar;1964;0.02355;0.019;0.00405;0.00048;2e-05
546;20 jaar;1965;0.02194;0.01765;0.00384;0.00043;2e-05
547;20 jaar;1966;0.02106;0.01706;0.00369;0.00027;4e-05
548;20 jaar;1967;0.01855;0.01516;0.00303;0.00033;3e-05
549;20 jaar;1968;0.01967;0.01601;0.00336;0.00028;2e-05
550;20 jaar;1969;0.02077;0.01721;0.00329;0.00024;3e-05
551;20 jaar;1970;0.02105;0.01763;0.00307;0.00032;3e-05
552;20 jaar;1971;0.02151;0.01806;0.00321;0.00021;3e-05
553;20 jaar;1972;0.02086;0.01728;0.00322;0.00032;4e-05
554;20 jaar;1973;0.02032;0.01683;0.00317;0.00031;1e-05
555;20 jaar;1974;0.02;0.01652;0.00311;0.00033;4e-05
556;20 jaar;1975;0.01772;0.01455;0.00282;0.00033;2e-05
557;20 jaar;1976;0.01655;0.01382;0.00256;0.00016;1e-05
558;20 jaar;1977;0.01857;0.01581;0.00258;0.00016;2e-05
559;20 jaar;1978;0.01944;0.01663;0.00267;0.00014;0.0
560;20 jaar;1979;0.01881;0.01609;0.00253;0.00019;0.0
561;20 jaar;1980;0.02045;0.01743;0.00283;0.00016;3e-05
562;20 jaar;1981;0.0208;0.01764;0.00296;0.00018;2e-05
563;20 jaar;1982;0.0216;0.01826;0.00305;0.00028;1e-05
564;20 jaar;1983;0.02049;0.01748;0.00277;0.00023;0.0
565;20 jaar;1984;0.01968;0.01667;0.0028;0.00019;2e-05
566;20 jaar;1985;0.01821;0.0154;0.00259;0.00021;0.0
567;20 jaar;1986;0.01642;0.01423;0.00208;0.0001;1e-05
568;20 jaar;1987;0.01644;0.01409;0.00222;0.00013;0.0
569;20 jaar;1988;0.01517;0.01333;0.00173;0.0001;1e-05
570;20 jaar;1989;0.0159;0.014;0.00181;9e-05;0.0
571;20 jaar;1990;0.0147;0.01288;0.00167;0.00015;0.0
572;20 jaar;1991;0.01387;0.01198;0.00179;0.00011;0.0
573;20 jaar;1992;0.01361;0.01182;0.00163;0.00015;1e-05
574;20 jaar;1993;0.01233;0.0106;0.00167;6e-05;0.0
575;20 jaar;1994;0.01287;0.01126;0.00154;7e-05;0.0
576;20 jaar;1995;0.01342;0.01171;0.00167;4e-05;1e-05
577;20 jaar;1996;0.01336;0.01167;0.00169;0.0;0.0
578;20 jaar;1997;0.01327;0.01155;0.00166;6e-05;0.0
579;20 jaar;1998;0.01309;0.01141;0.00165;3e-05;0.0
580;20 jaar;1999;0.01318;0.01154;0.00164;0.0;0.0
581;20 jaar;2000;0.01327;0.01157;0.00166;4e-05;0.0
582;20 jaar;2001;0.01322;0.01154;0.00166;2e-05;0.0
583;20 jaar;2002;0.01319;0.01152;0.00165;2e-05;0.0
584;20 jaar;2003;0.01318;0.01151;0.00165;1e-05;0.0
585;20 jaar;2004;0.01319;0.01154;0.00165;0.0;0.0
586;20 jaar;2005;0.0132;0.01154;0.00166;0.0;0.0
587;20 jaar;2006;0.0132;0.01153;0.00166;1e-05;0.0
588;20 jaar;2007;0.01319;0.01153;0.00165;1e-05;0.0
589;20 jaar;2008;0.01319;0.01153;0.00165;1e-05;0.0
590;20 jaar;2009;0.01319;0.01153;0.00165;1e-05;0.0
591;20 jaar;2010;0.01319;0.01153;0.00166;1e-05;0.0
592;20 jaar;2011;0.01319;0.01153;0.00165;1e-05;0.0
593;20 jaar;2012;0.01319;0.01153;0.00165;1e-05;0.0
594;20 jaar;2013;0.01319;0.01153;0.00165;1e-05;0.0
595;20 jaar;2014;0.01319;0.01153;0.00165;1e-05;0.0
596;20 jaar;2015;0.01319;0.01153;0.00165;1e-05;0.0
597;20 jaar;2016;0.01319;0.01153;0.00165;1e-05;0.0
598;20 jaar;2017;0.01319;0.01153;0.00165;1e-05;0.0
599;20 jaar;2018;0.01319;0.01153;0.00165;1e-05;0.0
600;20 jaar;2019;0.01319;0.01153;0.00165;1e-05;0.0
601;20 jaar;2020;0.01319;0.01153;0.00165;1e-05;0.0
602;21 jaar;1935;0.06657;0.04765;0.01527;0.00309;0.00056
603;21 jaar;1936;0.06869;0.04911;0.01605;0.00301;0.00052
604;21 jaar;1937;0.07232;0.05181;0.01671;0.00324;0.00056
605;21 jaar;1938;0.07202;0.05152;0.01693;0.00306;0.00051
606;21 jaar;1939;0.0742;0.05298;0.01745;0.00325;0.00052
607;21 jaar;1940;0.0811;0.05819;0.01853;0.00373;0.00065
608;21 jaar;1941;0.08683;0.06139;0.02097;0.00373;0.00074
609;21 jaar;1942;0.08935;0.06386;0.02093;0.00387;0.00069
610;21 jaar;1943;0.09333;0.06641;0.02231;0.00392;0.00069
611;21 jaar;1944;0.09447;0.06824;0.02173;0.00385;0.00065
612;21 jaar;1945;0.09504;0.06949;0.02163;0.00338;0.00054
613;21 jaar;1946;0.09362;0.06935;0.02096;0.00287;0.00044
614;21 jaar;1947;0.09378;0.06908;0.02148;0.00282;0.0004
615;21 jaar;1948;0.09697;0.07078;0.02293;0.0029;0.00036
616;21 jaar;1949;0.0913;0.06721;0.02157;0.00228;0.00024
617;21 jaar;1950;0.08632;0.06351;0.02033;0.00223;0.00025
618;21 jaar;1951;0.0813;0.05947;0.01988;0.00174;0.00021
619;21 jaar;1952;0.07355;0.05411;0.0179;0.0014;0.00014
620;21 jaar;1953;0.06802;0.05019;0.01646;0.00128;9e-05
621;21 jaar;1954;0.06166;0.04513;0.01538;0.00104;0.00011
622;21 jaar;1955;0.05811;0.0426;0.01413;0.00125;0.00013
623;21 jaar;1956;0.05203;0.03833;0.01259;0.00102;9e-05
624;21 jaar;1957;0.04987;0.03737;0.01129;0.00111;0.0001
625;21 jaar;1958;0.04648;0.03514;0.01016;0.00107;0.00011
626;21 jaar;1959;0.04414;0.03326;0.00981;0.00093;0.00014
627;21 jaar;1960;0.04388;0.03198;0.01035;0.00134;0.00021
628;21 jaar;1961;0.03812;0.02894;0.00798;0.0011;0.0001
629;21 jaar;1962;0.0376;0.02847;0.00815;0.00087;0.00011
630;21 jaar;1963;0.03659;0.02784;0.00768;0.00094;0.00013
631;21 jaar;1964;0.03408;0.02574;0.00733;0.00087;0.00014
632;21 jaar;1965;0.03229;0.02434;0.00699;0.00086;0.0001
633;21 jaar;1966;0.02931;0.02215;0.00631;0.00076;9e-05
634;21 jaar;1967;0.02803;0.0215;0.00575;0.0007;8e-05
635;21 jaar;1968;0.02855;0.02205;0.00568;0.00066;0.00016
636;21 jaar;1969;0.02862;0.02274;0.00514;0.00067;7e-05
637;21 jaar;1970;0.02823;0.02195;0.00564;0.0006;4e-05
638;21 jaar;1971;0.02684;0.02028;0.00582;0.00066;8e-05
639;21 jaar;1972;0.02621;0.02021;0.00528;0.00069;3e-05
640;21 jaar;1973;0.02611;0.02006;0.00523;0.00074;8e-05
641;21 jaar;1974;0.02502;0.01892;0.00533;0.00066;0.00011
642;21 jaar;1975;0.02356;0.01803;0.00507;0.00043;3e-05
643;21 jaar;1976;0.02481;0.01982;0.00445;0.00051;3e-05
644;21 jaar;1977;0.02509;0.02015;0.00444;0.00046;4e-05
645;21 jaar;1978;0.02667;0.02108;0.00508;0.00048;3e-05
646;21 jaar;1979;0.02816;0.02277;0.00491;0.00045;3e-05
647;21 jaar;1980;0.02757;0.02235;0.00468;0.00048;6e-05
648;21 jaar;1981;0.02782;0.02266;0.00472;0.00043;1e-05
649;21 jaar;1982;0.02726;0.02183;0.00477;0.00057;9e-05
650;21 jaar;1983;0.02753;0.02203;0.00511;0.00034;5e-05
651;21 jaar;1984;0.02634;0.02097;0.00483;0.00051;3e-05
652;21 jaar;1985;0.0235;0.01868;0.0042;0.00056;5e-05
653;21 jaar;1986;0.02279;0.01831;0.00402;0.00043;3e-05
654;21 jaar;1987;0.02213;0.01797;0.00377;0.00034;5e-05
655;21 jaar;1988;0.02203;0.01801;0.00363;0.00034;5e-05
656;21 jaar;1989;0.02097;0.01707;0.00348;0.00037;5e-05
657;21 jaar;1990;0.02055;0.01669;0.00347;0.00034;5e-05
658;21 jaar;1991;0.01845;0.01517;0.00306;0.0002;3e-05
659;21 jaar;1992;0.01782;0.01437;0.00307;0.00036;2e-05
660;21 jaar;1993;0.01861;0.01503;0.00329;0.00026;3e-05
661;21 jaar;1994;0.01895;0.01545;0.00324;0.00023;3e-05
662;21 jaar;1995;0.0191;0.01561;0.00329;0.00018;2e-05
663;21 jaar;1996;0.01869;0.01534;0.00323;9e-05;3e-05
664;21 jaar;1997;0.01872;0.01525;0.00324;0.0002;3e-05
665;21 jaar;1998;0.01881;0.01538;0.00326;0.00014;3e-05
666;21 jaar;1999;0.0188;0.0154;0.00325;0.00012;3e-05
667;21 jaar;2000;0.01874;0.01539;0.00325;8e-05;3e-05
668;21 jaar;2001;0.01875;0.01534;0.00325;0.00013;3e-05
669;21 jaar;2002;0.01877;0.01535;0.00325;0.00014;3e-05
670;21 jaar;2003;0.01878;0.01537;0.00325;0.00013;3e-05
671;21 jaar;2004;0.01877;0.01537;0.00325;0.00013;3e-05
672;21 jaar;2005;0.01877;0.01536;0.00325;0.00013;3e-05
673;21 jaar;2006;0.01877;0.01536;0.00325;0.00013;3e-05
674;21 jaar;2007;0.01877;0.01536;0.00325;0.00013;3e-05
675;21 jaar;2008;0.01877;0.01536;0.00325;0.00013;3e-05
676;21 jaar;2009;0.01877;0.01536;0.00325;0.00013;3e-05
677;21 jaar;2010;0.01877;0.01536;0.00325;0.00013;3e-05
678;21 jaar;2011;0.01877;0.01536;0.00325;0.00013;3e-05
679;21 jaar;2012;0.01877;0.01536;0.00325;0.00013;3e-05
680;21 jaar;2013;0.01877;0.01536;0.00325;0.00013;3e-05
681;21 jaar;2014;0.01877;0.01536;0.00325;0.00013;3e-05
682;21 jaar;2015;0.01877;0.01536;0.00325;0.00013;3e-05
683;21 jaar;2016;0.01877;0.01536;0.00325;0.00013;3e-05
684;21 jaar;2017;0.01877;0.01536;0.00325;0.00013;3e-05
685;21 jaar;2018;0.01877;0.01536;0.00325;0.00013;3e-05
686;21 jaar;2019;0.01877;0.01536;0.00325;0.00013;3e-05
687;21 jaar;2020;0.01877;0.01536;0.00325;0.00013;3e-05
688;22 jaar;1935;0.09485;0.06295;0.02432;0.0061;0.00148
689;22 jaar;1936;0.09823;0.0665;0.0243;0.00596;0.00147
690;22 jaar;1937;0.10391;0.06964;0.02676;0.00593;0.00158
691;22 jaar;1938;0.10298;0.06847;0.02645;0.00659;0.00147
692;22 jaar;1939;0.10954;0.07392;0.02769;0.00637;0.00156
693;22 jaar;1940;0.11595;0.07834;0.02939;0.00655;0.00167
694;22 jaar;1941;0.12327;0.08299;0.0314;0.00715;0.00173
695;22 jaar;1942;0.1253;0.08401;0.03245;0.00718;0.00166
696;22 jaar;1943;0.12768;0.08746;0.03186;0.00695;0.00141
697;22 jaar;1944;0.13025;0.09051;0.03231;0.00625;0.00118
698;22 jaar;1945;0.1307;0.09148;0.03266;0.00552;0.00104
699;22 jaar;1946;0.12825;0.08985;0.03238;0.00519;0.00083
700;22 jaar;1947;0.13245;0.0904;0.03558;0.00558;0.00089
701;22 jaar;1948;0.12406;0.08542;0.03298;0.00496;0.0007
702;22 jaar;1949;0.11602;0.08037;0.03105;0.00408;0.00052
703;22 jaar;1950;0.11099;0.07688;0.02991;0.00368;0.00052
704;22 jaar;1951;0.10068;0.06948;0.02814;0.00271;0.00035
705;22 jaar;1952;0.09408;0.06536;0.02599;0.00241;0.00032
706;22 jaar;1953;0.08722;0.06067;0.02415;0.00212;0.00028
707;22 jaar;1954;0.08337;0.05663;0.02437;0.00212;0.00025
708;22 jaar;1955;0.07743;0.05318;0.02185;0.00213;0.00027
709;22 jaar;1956;0.07243;0.05042;0.01956;0.00219;0.00026
710;22 jaar;1957;0.06878;0.04826;0.01822;0.00204;0.00026
711;22 jaar;1958;0.06818;0.04866;0.01721;0.002;0.00031
712;22 jaar;1959;0.06047;0.04297;0.01497;0.00229;0.00024
713;22 jaar;1960;0.05792;0.04064;0.01469;0.00218;0.00041
714;22 jaar;1961;0.05477;0.03973;0.01298;0.00178;0.00028
715;22 jaar;1962;0.05441;0.03904;0.01312;0.00188;0.00037
716;22 jaar;1963;0.0496;0.03514;0.01236;0.00181;0.00029
717;22 jaar;1964;0.04653;0.03289;0.01157;0.00177;0.0003
718;22 jaar;1965;0.04418;0.0316;0.01065;0.00157;0.00036
719;22 jaar;1966;0.04058;0.02936;0.00952;0.00154;0.00016
720;22 jaar;1967;0.03927;0.02856;0.00917;0.00131;0.00023
721;22 jaar;1968;0.03979;0.02896;0.00913;0.00144;0.00026
722;22 jaar;1969;0.03756;0.02733;0.00902;0.00108;0.00013
723;22 jaar;1970;0.03476;0.02427;0.00931;0.00106;0.00012
724;22 jaar;1971;0.03371;0.02387;0.00859;0.00111;0.00014
725;22 jaar;1972;0.03396;0.02382;0.0088;0.00114;0.0002
726;22 jaar;1973;0.03261;0.02281;0.0085;0.0011;0.0002
727;22 jaar;1974;0.03077;0.02187;0.00757;0.00126;7e-05
728;22 jaar;1975;0.03175;0.02292;0.00789;0.00087;7e-05
729;22 jaar;1976;0.03125;0.02296;0.0074;0.00076;0.00013
730;22 jaar;1977;0.03311;0.02456;0.00747;0.00093;0.00015
731;22 jaar;1978;0.03562;0.02663;0.00791;0.00092;0.00016
732;22 jaar;1979;0.03598;0.02703;0.0078;0.00108;7e-05
733;22 jaar;1980;0.03422;0.02632;0.00778;0.0;0.00011
734;22 jaar;1981;0.03536;0.02648;0.00788;0.00093;7e-05
735;22 jaar;1982;0.03455;0.02523;0.00832;0.0009;0.00011
736;22 jaar;1983;0.0345;0.02547;0.00786;0.00108;0.0001
737;22 jaar;1984;0.03343;0.02478;0.0077;0.00083;0.00012
738;22 jaar;1985;0.03184;0.0235;0.00734;0.00087;0.00013
739;22 jaar;1986;0.03164;0.0236;0.00686;0.00106;0.00011
740;22 jaar;1987;0.03124;0.02383;0.00658;0.00078;5e-05
741;22 jaar;1988;0.031;0.02418;0.00602;0.00075;5e-05
742;22 jaar;1989;0.02799;0.02134;0.00599;0.00058;8e-05
743;22 jaar;1990;0.02625;0.02024;0.00545;0.00049;8e-05
744;22 jaar;1991;0.02513;0.01959;0.00491;0.00058;5e-05
745;22 jaar;1992;0.02676;0.02047;0.0056;0.00064;5e-05
746;22 jaar;1993;0.02717;0.02094;0.00566;0.00051;5e-05
747;22 jaar;1994;0.02702;0.0209;0.00562;0.00046;5e-05
748;22 jaar;1995;0.02677;0.02077;0.00553;0.00042;4e-05
749;22 jaar;1996;0.02667;0.02071;0.0055;0.00041;5e-05
750;22 jaar;1997;0.02691;0.02084;0.00559;0.00043;5e-05
751;22 jaar;1998;0.02685;0.02084;0.00558;0.00038;5e-05
752;22 jaar;1999;0.02677;0.02079;0.00556;0.00036;5e-05
753;22 jaar;2000;0.02673;0.02077;0.00555;0.00036;5e-05
754;22 jaar;2001;0.02677;0.02078;0.00556;0.00039;5e-05
755;22 jaar;2002;0.0268;0.0208;0.00557;0.00038;5e-05
756;22 jaar;2003;0.02678;0.0208;0.00556;0.00038;5e-05
757;22 jaar;2004;0.02677;0.02079;0.00556;0.00037;5e-05
758;22 jaar;2005;0.02677;0.02079;0.00556;0.00038;5e-05
759;22 jaar;2006;0.02678;0.02079;0.00556;0.00038;5e-05
760;22 jaar;2007;0.02678;0.02079;0.00556;0.00038;5e-05
761;22 jaar;2008;0.02678;0.02079;0.00556;0.00038;5e-05
762;22 jaar;2009;0.02678;0.02079;0.00556;0.00038;5e-05
763;22 jaar;2010;0.02678;0.02079;0.00556;0.00038;5e-05
764;22 jaar;2011;0.02678;0.02079;0.00556;0.00038;5e-05
765;22 jaar;2012;0.02678;0.02079;0.00556;0.00038;5e-05
766;22 jaar;2013;0.02678;0.02079;0.00556;0.00038;5e-05
767;22 jaar;2014;0.02678;0.02079;0.00556;0.00038;5e-05
768;22 jaar;2015;0.02678;0.02079;0.00556;0.00038;5e-05
769;22 jaar;2016;0.02678;0.02079;0.00556;0.00038;5e-05
770;22 jaar;2017;0.02678;0.02079;0.00556;0.00038;5e-05
771;22 jaar;2018;0.02678;0.02079;0.00556;0.00038;5e-05
