ID;Geslacht;Leeftijd;Herkomstgroepering;Migratiereden;SociaaleconomischeCategorie;Verblijfsduur;JaarVanImmigratie;Immigranten_1
2505;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;8 jaar;2005 ;625.0
2506;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;8 jaar;2006;655.0
2507;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;8 jaar;2007 ;1355.0
2508;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;8 jaar;2008;
2509;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;8 jaar;2009;
2510;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;8 jaar;2010 ;
2511;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;8 jaar;2011;
2512;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;8 jaar;2012 ;
2513;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;8 jaar;2013 ;
2514;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;8 jaar;2014 ;
2515;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;8 jaar;2015 ;
2516;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;1999 ;3330.0
2517;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;2000 ;5495.0
2518;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;2001;5080.0
2519;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;2002 ;2890.0
2520;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;2003;1265.0
2521;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;2004 ;675.0
2522;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;2005 ;640.0
2523;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;2006;625.0
2524;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;2007 ;
2525;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;2008;
2526;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;2009;
2527;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;2010 ;
2528;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;2011;
2529;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;2012 ;
2530;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;2013 ;
2531;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;2014 ;
2532;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;9 jaar;2015 ;
2533;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;1999 ;3455.0
2534;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;2000 ;5605.0
2535;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;2001;5040.0
2536;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;2002 ;2875.0
2537;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;2003;1320.0
2538;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;2004 ;680.0
2539;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;2005 ;620.0
2540;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;2006;
2541;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;2007 ;
2542;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;2008;
2543;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;2009;
2544;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;2010 ;
2545;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;2011;
2546;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;2012 ;
2547;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;2013 ;
2548;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;2014 ;
2549;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Uitkerings- en pensioenontvanger;10 jaar;2015 ;
2550;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;1999 ;6555.0
2551;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;2000 ;8345.0
2552;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;2001;7645.0
2553;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;2002 ;5490.0
2554;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;2003;1900.0
2555;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;2004 ;825.0
2556;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;2005 ;720.0
2557;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;2006;520.0
2558;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;2007 ;815.0
2559;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;2008;1150.0
2560;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;2009;1575.0
2561;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;2010 ;1810.0
2562;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;2011;1570.0
2563;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;2012 ;1170.0
2564;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;2013 ;2005.0
2565;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;2014 ;4110.0
2566;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;1 jaar;2015 ;
2567;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;1999 ;5655.0
2568;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;2000 ;7370.0
2569;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;2001;6615.0
2570;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;2002 ;4550.0
2571;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;2003;1700.0
2572;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;2004 ;710.0
2573;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;2005 ;685.0
2574;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;2006;515.0
2575;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;2007 ;810.0
2576;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;2008;1105.0
2577;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;2009;1500.0
2578;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;2010 ;1715.0
2579;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;2011;1610.0
2580;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;2012 ;1180.0
2581;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;2013 ;2005.0
2582;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;2014 ;
2583;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;2 jaar;2015 ;
2584;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;1999 ;5175.0
2585;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;2000 ;6635.0
2586;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;2001;6025.0
2587;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;2002 ;4000.0
2588;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;2003;1375.0
2589;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;2004 ;645.0
2590;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;2005 ;665.0
2591;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;2006;510.0
2592;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;2007 ;825.0
2593;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;2008;1095.0
2594;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;2009;1515.0
2595;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;2010 ;1795.0
2596;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;2011;1685.0
2597;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;2012 ;1230.0
2598;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;2013 ;
2599;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;2014 ;
2600;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;3 jaar;2015 ;
2601;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;1999 ;4735.0
2602;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;2000 ;6175.0
2603;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;2001;5545.0
2604;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;2002 ;3200.0
2605;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;2003;1210.0
2606;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;2004 ;605.0
2607;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;2005 ;650.0
2608;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;2006;510.0
2609;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;2007 ;815.0
2610;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;2008;1060.0
2611;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;2009;1545.0
2612;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;2010 ;1795.0
2613;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;2011;1635.0
2614;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;2012 ;
2615;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;2013 ;
2616;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;2014 ;
2617;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;4 jaar;2015 ;
2618;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;1999 ;4440.0
2619;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;2000 ;5725.0
2620;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;2001;4860.0
2621;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;2002 ;2690.0
2622;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;2003;1095.0
2623;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;2004 ;565.0
2624;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;2005 ;605.0
2625;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;2006;475.0
2626;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;2007 ;765.0
2627;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;2008;1015.0
2628;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;2009;1450.0
2629;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;2010 ;1660.0
2630;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;2011;
2631;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;2012 ;
2632;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;2013 ;
2633;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;2014 ;
2634;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;5 jaar;2015 ;
2635;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;1999 ;4135.0
2636;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;2000 ;5175.0
2637;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;2001;4425.0
2638;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;2002 ;2430.0
2639;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;2003;1055.0
2640;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;2004 ;505.0
2641;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;2005 ;540.0
2642;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;2006;425.0
2643;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;2007 ;710.0
2644;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;2008;955.0
2645;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;2009;1285.0
2646;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;2010 ;
2647;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;2011;
2648;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;2012 ;
2649;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;2013 ;
2650;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;2014 ;
2651;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;6 jaar;2015 ;
2652;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;1999 ;3715.0
2653;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;2000 ;4740.0
2654;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;2001;4100.0
2655;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;2002 ;2300.0
2656;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;2003;990.0
2657;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;2004 ;485.0
2658;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;2005 ;490.0
2659;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;2006;370.0
2660;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;2007 ;655.0
2661;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;2008;870.0
2662;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;2009;
2663;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;2010 ;
2664;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;2011;
2665;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;2012 ;
2666;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;2013 ;
2667;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;2014 ;
2668;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;7 jaar;2015 ;
2669;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;1999 ;3375.0
2670;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;2000 ;4415.0
2671;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;2001;3910.0
2672;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;2002 ;2130.0
2673;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;2003;915.0
2674;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;2004 ;440.0
2675;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;2005 ;440.0
2676;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;2006;345.0
2677;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;2007 ;585.0
2678;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;2008;
2679;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;2009;
2680;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;2010 ;
2681;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;2011;
2682;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;2012 ;
2683;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;2013 ;
2684;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;2014 ;
2685;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;8 jaar;2015 ;
2686;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;1999 ;3105.0
2687;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;2000 ;4150.0
2688;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;2001;3645.0
2689;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;2002 ;1945.0
2690;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;2003;820.0
2691;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;2004 ;405.0
2692;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;2005 ;425.0
2693;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;2006;320.0
2694;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;2007 ;
2695;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;2008;
2696;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;2009;
2697;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;2010 ;
2698;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;2011;
2699;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;2012 ;
2700;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;2013 ;
2701;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;2014 ;
2702;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;9 jaar;2015 ;
2703;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;1999 ;2920.0
2704;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;2000 ;3845.0
2705;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;2001;3340.0
2706;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;2002 ;1715.0
2707;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;2003;735.0
2708;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;2004 ;355.0
2709;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;2005 ;370.0
2710;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;2006;
2711;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;2007 ;
2712;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;2008;
2713;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;2009;
2714;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;2010 ;
2715;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;2011;
2716;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;2012 ;
2717;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;2013 ;
2718;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;2014 ;
2719;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;(School)kind of student;10 jaar;2015 ;
2720;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Overige (zonder inkomen);1 jaar;1999 ;7045.0
2721;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Overige (zonder inkomen);1 jaar;2000 ;11815.0
2722;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Overige (zonder inkomen);1 jaar;2001;11150.0
2723;Totaal mannen en vrouwen;Totaal;Totaal herkomstgroepering;Asiel;Overige (zonder inkomen);1 jaar;2002 ;7390.0
