ID;Geslacht;Leeftijd;Nationaliteit;Perioden;BevolkingOp1Januari_1
2108;Totaal mannen en vrouwen;Totaal;Burger van Timor Leste;2021;5.0
2109;Totaal mannen en vrouwen;Totaal;Burger van Timor Leste;2022;7.0
2110;Totaal mannen en vrouwen;Totaal;Burger van Timor Leste;2023;10.0
2111;Totaal mannen en vrouwen;Totaal;Burger van Timor Leste;2024;11.0
2112;Totaal mannen en vrouwen;Totaal;Togolees;2014;265.0
2113;Totaal mannen en vrouwen;Totaal;Togolees;2015;250.0
2114;Totaal mannen en vrouwen;Totaal;Togolees;2016;219.0
2115;Totaal mannen en vrouwen;Totaal;Togolees;2017;221.0
2116;Totaal mannen en vrouwen;Totaal;Togolees;2018;214.0
2117;Totaal mannen en vrouwen;Totaal;Togolees;2019;220.0
2118;Totaal mannen en vrouwen;Totaal;Togolees;2020;194.0
2119;Totaal mannen en vrouwen;Totaal;Togolees;2021;175.0
2120;Totaal mannen en vrouwen;Totaal;Togolees;2022;183.0
2121;Totaal mannen en vrouwen;Totaal;Togolees;2023;174.0
2122;Totaal mannen en vrouwen;Totaal;Togolees;2024;170.0
2123;Totaal mannen en vrouwen;Totaal;Tongaans;2014;0.0
2124;Totaal mannen en vrouwen;Totaal;Tongaans;2015;0.0
2125;Totaal mannen en vrouwen;Totaal;Tongaans;2016;0.0
2126;Totaal mannen en vrouwen;Totaal;Tongaans;2017;0.0
2127;Totaal mannen en vrouwen;Totaal;Tongaans;2018;0.0
2128;Totaal mannen en vrouwen;Totaal;Tongaans;2019;0.0
2129;Totaal mannen en vrouwen;Totaal;Tongaans;2020;0.0
2130;Totaal mannen en vrouwen;Totaal;Tongaans;2021;0.0
2131;Totaal mannen en vrouwen;Totaal;Tongaans;2022;0.0
2132;Totaal mannen en vrouwen;Totaal;Tongaans;2023;0.0
2133;Totaal mannen en vrouwen;Totaal;Tongaans;2024;0.0
2134;Totaal mannen en vrouwen;Totaal;Burger van Trinidad en Tobago;2014;76.0
2135;Totaal mannen en vrouwen;Totaal;Burger van Trinidad en Tobago;2015;93.0
2136;Totaal mannen en vrouwen;Totaal;Burger van Trinidad en Tobago;2016;97.0
2137;Totaal mannen en vrouwen;Totaal;Burger van Trinidad en Tobago;2017;112.0
2138;Totaal mannen en vrouwen;Totaal;Burger van Trinidad en Tobago;2018;146.0
2139;Totaal mannen en vrouwen;Totaal;Burger van Trinidad en Tobago;2019;179.0
2140;Totaal mannen en vrouwen;Totaal;Burger van Trinidad en Tobago;2020;212.0
2141;Totaal mannen en vrouwen;Totaal;Burger van Trinidad en Tobago;2021;209.0
2142;Totaal mannen en vrouwen;Totaal;Burger van Trinidad en Tobago;2022;214.0
2143;Totaal mannen en vrouwen;Totaal;Burger van Trinidad en Tobago;2023;225.0
2144;Totaal mannen en vrouwen;Totaal;Burger van Trinidad en Tobago;2024;247.0
2145;Totaal mannen en vrouwen;Totaal;Tsjadisch;2014;11.0
2146;Totaal mannen en vrouwen;Totaal;Tsjadisch;2015;11.0
2147;Totaal mannen en vrouwen;Totaal;Tsjadisch;2016;12.0
2148;Totaal mannen en vrouwen;Totaal;Tsjadisch;2017;16.0
2149;Totaal mannen en vrouwen;Totaal;Tsjadisch;2018;15.0
2150;Totaal mannen en vrouwen;Totaal;Tsjadisch;2019;24.0
2151;Totaal mannen en vrouwen;Totaal;Tsjadisch;2020;29.0
2152;Totaal mannen en vrouwen;Totaal;Tsjadisch;2021;23.0
2153;Totaal mannen en vrouwen;Totaal;Tsjadisch;2022;25.0
2154;Totaal mannen en vrouwen;Totaal;Tsjadisch;2023;29.0
2155;Totaal mannen en vrouwen;Totaal;Tsjadisch;2024;35.0
2156;Totaal mannen en vrouwen;Totaal;Tsjechisch;2014;3170.0
2157;Totaal mannen en vrouwen;Totaal;Tsjechisch;2015;3396.0
2158;Totaal mannen en vrouwen;Totaal;Tsjechisch;2016;3525.0
2159;Totaal mannen en vrouwen;Totaal;Tsjechisch;2017;3672.0
2160;Totaal mannen en vrouwen;Totaal;Tsjechisch;2018;3897.0
2161;Totaal mannen en vrouwen;Totaal;Tsjechisch;2019;4144.0
2162;Totaal mannen en vrouwen;Totaal;Tsjechisch;2020;4464.0
2163;Totaal mannen en vrouwen;Totaal;Tsjechisch;2021;4597.0
2164;Totaal mannen en vrouwen;Totaal;Tsjechisch;2022;5053.0
2165;Totaal mannen en vrouwen;Totaal;Tsjechisch;2023;5479.0
2166;Totaal mannen en vrouwen;Totaal;Tsjechisch;2024;5822.0
2167;Totaal mannen en vrouwen;Totaal;Tsjecho-Slowaaks;2014;7.0
2168;Totaal mannen en vrouwen;Totaal;Tsjecho-Slowaaks;2015;3.0
2169;Totaal mannen en vrouwen;Totaal;Tsjecho-Slowaaks;2016;2.0
2170;Totaal mannen en vrouwen;Totaal;Tsjecho-Slowaaks;2017;2.0
2171;Totaal mannen en vrouwen;Totaal;Tsjecho-Slowaaks;2018;2.0
2172;Totaal mannen en vrouwen;Totaal;Tsjecho-Slowaaks;2019;2.0
2173;Totaal mannen en vrouwen;Totaal;Tsjecho-Slowaaks;2020;0.0
2174;Totaal mannen en vrouwen;Totaal;Tsjecho-Slowaaks;2021;0.0
2175;Totaal mannen en vrouwen;Totaal;Tsjecho-Slowaaks;2022;0.0
2176;Totaal mannen en vrouwen;Totaal;Tsjecho-Slowaaks;2023;0.0
2177;Totaal mannen en vrouwen;Totaal;Tsjecho-Slowaaks;2024;0.0
2178;Totaal mannen en vrouwen;Totaal;Tunesisch;2014;1102.0
2179;Totaal mannen en vrouwen;Totaal;Tunesisch;2015;1053.0
2180;Totaal mannen en vrouwen;Totaal;Tunesisch;2016;1038.0
2181;Totaal mannen en vrouwen;Totaal;Tunesisch;2017;1056.0
2182;Totaal mannen en vrouwen;Totaal;Tunesisch;2018;1135.0
2183;Totaal mannen en vrouwen;Totaal;Tunesisch;2019;1238.0
2184;Totaal mannen en vrouwen;Totaal;Tunesisch;2020;1394.0
2185;Totaal mannen en vrouwen;Totaal;Tunesisch;2021;1387.0
2186;Totaal mannen en vrouwen;Totaal;Tunesisch;2022;1468.0
2187;Totaal mannen en vrouwen;Totaal;Tunesisch;2023;1690.0
2188;Totaal mannen en vrouwen;Totaal;Tunesisch;2024;1789.0
2189;Totaal mannen en vrouwen;Totaal;Turkmeens;2014;29.0
2190;Totaal mannen en vrouwen;Totaal;Turkmeens;2015;32.0
2191;Totaal mannen en vrouwen;Totaal;Turkmeens;2016;30.0
2192;Totaal mannen en vrouwen;Totaal;Turkmeens;2017;33.0
2193;Totaal mannen en vrouwen;Totaal;Turkmeens;2018;34.0
2194;Totaal mannen en vrouwen;Totaal;Turkmeens;2019;36.0
2195;Totaal mannen en vrouwen;Totaal;Turkmeens;2020;47.0
2196;Totaal mannen en vrouwen;Totaal;Turkmeens;2021;54.0
2197;Totaal mannen en vrouwen;Totaal;Turkmeens;2022;71.0
2198;Totaal mannen en vrouwen;Totaal;Turkmeens;2023;458.0
2199;Totaal mannen en vrouwen;Totaal;Turkmeens;2024;364.0
2200;Totaal mannen en vrouwen;Totaal;Turks;2014;80054.0
2201;Totaal mannen en vrouwen;Totaal;Turks;2015;77540.0
2202;Totaal mannen en vrouwen;Totaal;Turks;2016;75423.0
2203;Totaal mannen en vrouwen;Totaal;Turks;2017;74138.0
2204;Totaal mannen en vrouwen;Totaal;Turks;2018;73837.0
2205;Totaal mannen en vrouwen;Totaal;Turks;2019;74834.0
2206;Totaal mannen en vrouwen;Totaal;Turks;2020;76963.0
2207;Totaal mannen en vrouwen;Totaal;Turks;2021;77264.0
2208;Totaal mannen en vrouwen;Totaal;Turks;2022;80216.0
2209;Totaal mannen en vrouwen;Totaal;Turks;2023;87558.0
2210;Totaal mannen en vrouwen;Totaal;Turks;2024;92331.0
2211;Totaal mannen en vrouwen;Totaal;Tuvaluaans;2014;1.0
2212;Totaal mannen en vrouwen;Totaal;Tuvaluaans;2015;0.0
2213;Totaal mannen en vrouwen;Totaal;Tuvaluaans;2016;0.0
2214;Totaal mannen en vrouwen;Totaal;Tuvaluaans;2017;0.0
2215;Totaal mannen en vrouwen;Totaal;Tuvaluaans;2018;0.0
2216;Totaal mannen en vrouwen;Totaal;Tuvaluaans;2019;0.0
2217;Totaal mannen en vrouwen;Totaal;Tuvaluaans;2020;0.0
2218;Totaal mannen en vrouwen;Totaal;Tuvaluaans;2021;0.0
2219;Totaal mannen en vrouwen;Totaal;Tuvaluaans;2022;0.0
2220;Totaal mannen en vrouwen;Totaal;Tuvaluaans;2023;0.0
2221;Totaal mannen en vrouwen;Totaal;Tuvaluaans;2024;0.0
2222;Totaal mannen en vrouwen;Totaal;Ugandees;2014;463.0
2223;Totaal mannen en vrouwen;Totaal;Ugandees;2015;572.0
2224;Totaal mannen en vrouwen;Totaal;Ugandees;2016;685.0
2225;Totaal mannen en vrouwen;Totaal;Ugandees;2017;778.0
2226;Totaal mannen en vrouwen;Totaal;Ugandees;2018;878.0
2227;Totaal mannen en vrouwen;Totaal;Ugandees;2019;1016.0
2228;Totaal mannen en vrouwen;Totaal;Ugandees;2020;1266.0
2229;Totaal mannen en vrouwen;Totaal;Ugandees;2021;1289.0
2230;Totaal mannen en vrouwen;Totaal;Ugandees;2022;1288.0
2231;Totaal mannen en vrouwen;Totaal;Ugandees;2023;1308.0
2232;Totaal mannen en vrouwen;Totaal;Ugandees;2024;1440.0
2233;Totaal mannen en vrouwen;Totaal;Uruguayaans;2014;81.0
2234;Totaal mannen en vrouwen;Totaal;Uruguayaans;2015;78.0
2235;Totaal mannen en vrouwen;Totaal;Uruguayaans;2016;73.0
2236;Totaal mannen en vrouwen;Totaal;Uruguayaans;2017;91.0
2237;Totaal mannen en vrouwen;Totaal;Uruguayaans;2018;98.0
2238;Totaal mannen en vrouwen;Totaal;Uruguayaans;2019;112.0
2239;Totaal mannen en vrouwen;Totaal;Uruguayaans;2020;151.0
2240;Totaal mannen en vrouwen;Totaal;Uruguayaans;2021;164.0
2241;Totaal mannen en vrouwen;Totaal;Uruguayaans;2022;172.0
2242;Totaal mannen en vrouwen;Totaal;Uruguayaans;2023;210.0
2243;Totaal mannen en vrouwen;Totaal;Uruguayaans;2024;214.0
2244;Totaal mannen en vrouwen;Totaal;Vanuatuaans;2014;1.0
2245;Totaal mannen en vrouwen;Totaal;Vanuatuaans;2015;1.0
2246;Totaal mannen en vrouwen;Totaal;Vanuatuaans;2016;1.0
2247;Totaal mannen en vrouwen;Totaal;Vanuatuaans;2017;1.0
2248;Totaal mannen en vrouwen;Totaal;Vanuatuaans;2018;1.0
2249;Totaal mannen en vrouwen;Totaal;Vanuatuaans;2019;1.0
2250;Totaal mannen en vrouwen;Totaal;Vanuatuaans;2020;1.0
2251;Totaal mannen en vrouwen;Totaal;Vanuatuaans;2021;1.0
2252;Totaal mannen en vrouwen;Totaal;Vanuatuaans;2022;1.0
2253;Totaal mannen en vrouwen;Totaal;Vanuatuaans;2023;1.0
2254;Totaal mannen en vrouwen;Totaal;Vanuatuaans;2024;1.0
2255;Totaal mannen en vrouwen;Totaal;Vaticaans;2014;0.0
2256;Totaal mannen en vrouwen;Totaal;Vaticaans;2015;0.0
2257;Totaal mannen en vrouwen;Totaal;Vaticaans;2016;0.0
2258;Totaal mannen en vrouwen;Totaal;Vaticaans;2017;0.0
2259;Totaal mannen en vrouwen;Totaal;Vaticaans;2018;0.0
2260;Totaal mannen en vrouwen;Totaal;Vaticaans;2019;0.0
2261;Totaal mannen en vrouwen;Totaal;Vaticaans;2020;0.0
2262;Totaal mannen en vrouwen;Totaal;Vaticaans;2021;0.0
2263;Totaal mannen en vrouwen;Totaal;Vaticaans;2022;0.0
2264;Totaal mannen en vrouwen;Totaal;Vaticaans;2023;0.0
2265;Totaal mannen en vrouwen;Totaal;Vaticaans;2024;0.0
2266;Totaal mannen en vrouwen;Totaal;Venezolaans;2014;747.0
2267;Totaal mannen en vrouwen;Totaal;Venezolaans;2015;768.0
2268;Totaal mannen en vrouwen;Totaal;Venezolaans;2016;793.0
2269;Totaal mannen en vrouwen;Totaal;Venezolaans;2017;790.0
2270;Totaal mannen en vrouwen;Totaal;Venezolaans;2018;889.0
2271;Totaal mannen en vrouwen;Totaal;Venezolaans;2019;1066.0
2272;Totaal mannen en vrouwen;Totaal;Venezolaans;2020;1322.0
2273;Totaal mannen en vrouwen;Totaal;Venezolaans;2021;1394.0
2274;Totaal mannen en vrouwen;Totaal;Venezolaans;2022;1517.0
2275;Totaal mannen en vrouwen;Totaal;Venezolaans;2023;1629.0
2276;Totaal mannen en vrouwen;Totaal;Venezolaans;2024;1771.0
2277;Totaal mannen en vrouwen;Totaal;Burger Verenigde Arabische Emiraten;2014;12.0
2278;Totaal mannen en vrouwen;Totaal;Burger Verenigde Arabische Emiraten;2015;16.0
2279;Totaal mannen en vrouwen;Totaal;Burger Verenigde Arabische Emiraten;2016;7.0
2280;Totaal mannen en vrouwen;Totaal;Burger Verenigde Arabische Emiraten;2017;6.0
2281;Totaal mannen en vrouwen;Totaal;Burger Verenigde Arabische Emiraten;2018;9.0
2282;Totaal mannen en vrouwen;Totaal;Burger Verenigde Arabische Emiraten;2019;15.0
2283;Totaal mannen en vrouwen;Totaal;Burger Verenigde Arabische Emiraten;2020;17.0
2284;Totaal mannen en vrouwen;Totaal;Burger Verenigde Arabische Emiraten;2021;18.0
2285;Totaal mannen en vrouwen;Totaal;Burger Verenigde Arabische Emiraten;2022;27.0
2286;Totaal mannen en vrouwen;Totaal;Burger Verenigde Arabische Emiraten;2023;24.0
2287;Totaal mannen en vrouwen;Totaal;Burger Verenigde Arabische Emiraten;2024;26.0
2288;Totaal mannen en vrouwen;Totaal;Vietnamees;2014;2355.0
2289;Totaal mannen en vrouwen;Totaal;Vietnamees;2015;2301.0
2290;Totaal mannen en vrouwen;Totaal;Vietnamees;2016;2398.0
2291;Totaal mannen en vrouwen;Totaal;Vietnamees;2017;2652.0
2292;Totaal mannen en vrouwen;Totaal;Vietnamees;2018;3033.0
2293;Totaal mannen en vrouwen;Totaal;Vietnamees;2019;3460.0
2294;Totaal mannen en vrouwen;Totaal;Vietnamees;2020;3944.0
2295;Totaal mannen en vrouwen;Totaal;Vietnamees;2021;3734.0
2296;Totaal mannen en vrouwen;Totaal;Vietnamees;2022;3901.0
2297;Totaal mannen en vrouwen;Totaal;Vietnamees;2023;4148.0
2298;Totaal mannen en vrouwen;Totaal;Vietnamees;2024;4336.0
2299;Totaal mannen en vrouwen;Totaal;(voormalige) Sovjet-Unie;2014;22639.0
2300;Totaal mannen en vrouwen;Totaal;(voormalige) Sovjet-Unie;2015;24478.0
2301;Totaal mannen en vrouwen;Totaal;(voormalige) Sovjet-Unie;2016;26784.0
2302;Totaal mannen en vrouwen;Totaal;(voormalige) Sovjet-Unie;2017;29383.0
2303;Totaal mannen en vrouwen;Totaal;(voormalige) Sovjet-Unie;2018;32755.0
2304;Totaal mannen en vrouwen;Totaal;(voormalige) Sovjet-Unie;2019;37061.0
2305;Totaal mannen en vrouwen;Totaal;(voormalige) Sovjet-Unie;2020;42302.0
2306;Totaal mannen en vrouwen;Totaal;(voormalige) Sovjet-Unie;2021;43964.0
2307;Totaal mannen en vrouwen;Totaal;(voormalige) Sovjet-Unie;2022;48422.0
2308;Totaal mannen en vrouwen;Totaal;(voormalige) Sovjet-Unie;2023;143549.0
2309;Totaal mannen en vrouwen;Totaal;(voormalige) Sovjet-Unie;2024;165632.0
2310;Totaal mannen en vrouwen;Totaal;(voormalig) Joegoslavië;2014;9206.0
2311;Totaal mannen en vrouwen;Totaal;(voormalig) Joegoslavië;2015;9425.0
2312;Totaal mannen en vrouwen;Totaal;(voormalig) Joegoslavië;2016;9753.0
2313;Totaal mannen en vrouwen;Totaal;(voormalig) Joegoslavië;2017;10331.0
2314;Totaal mannen en vrouwen;Totaal;(voormalig) Joegoslavië;2018;10799.0
2315;Totaal mannen en vrouwen;Totaal;(voormalig) Joegoslavië;2019;11649.0
2316;Totaal mannen en vrouwen;Totaal;(voormalig) Joegoslavië;2020;12810.0
2317;Totaal mannen en vrouwen;Totaal;(voormalig) Joegoslavië;2021;13540.0
2318;Totaal mannen en vrouwen;Totaal;(voormalig) Joegoslavië;2022;14756.0
2319;Totaal mannen en vrouwen;Totaal;(voormalig) Joegoslavië;2023;15894.0
2320;Totaal mannen en vrouwen;Totaal;(voormalig) Joegoslavië;2024;16612.0
2321;Totaal mannen en vrouwen;Totaal;(voormalig) Tsjecho-slowakije;2014;7118.0
2322;Totaal mannen en vrouwen;Totaal;(voormalig) Tsjecho-slowakije;2015;7788.0
2323;Totaal mannen en vrouwen;Totaal;(voormalig) Tsjecho-slowakije;2016;8281.0
2324;Totaal mannen en vrouwen;Totaal;(voormalig) Tsjecho-slowakije;2017;8801.0
2325;Totaal mannen en vrouwen;Totaal;(voormalig) Tsjecho-slowakije;2018;9598.0
2326;Totaal mannen en vrouwen;Totaal;(voormalig) Tsjecho-slowakije;2019;10435.0
2327;Totaal mannen en vrouwen;Totaal;(voormalig) Tsjecho-slowakije;2020;11320.0
2328;Totaal mannen en vrouwen;Totaal;(voormalig) Tsjecho-slowakije;2021;11892.0
2329;Totaal mannen en vrouwen;Totaal;(voormalig) Tsjecho-slowakije;2022;13244.0
2330;Totaal mannen en vrouwen;Totaal;(voormalig) Tsjecho-slowakije;2023;14446.0
2331;Totaal mannen en vrouwen;Totaal;(voormalig) Tsjecho-slowakije;2024;15442.0
2332;Totaal mannen en vrouwen;Totaal;Zambiaans;2014;170.0
2333;Totaal mannen en vrouwen;Totaal;Zambiaans;2015;167.0
2334;Totaal mannen en vrouwen;Totaal;Zambiaans;2016;160.0
2335;Totaal mannen en vrouwen;Totaal;Zambiaans;2017;152.0
2336;Totaal mannen en vrouwen;Totaal;Zambiaans;2018;141.0
2337;Totaal mannen en vrouwen;Totaal;Zambiaans;2019;159.0
2338;Totaal mannen en vrouwen;Totaal;Zambiaans;2020;193.0
2339;Totaal mannen en vrouwen;Totaal;Zambiaans;2021;196.0
2340;Totaal mannen en vrouwen;Totaal;Zambiaans;2022;215.0
2341;Totaal mannen en vrouwen;Totaal;Zambiaans;2023;245.0
2342;Totaal mannen en vrouwen;Totaal;Zambiaans;2024;236.0
2343;Totaal mannen en vrouwen;Totaal;Zimbabwaans;2014;311.0
2344;Totaal mannen en vrouwen;Totaal;Zimbabwaans;2015;265.0
2345;Totaal mannen en vrouwen;Totaal;Zimbabwaans;2016;257.0
2346;Totaal mannen en vrouwen;Totaal;Zimbabwaans;2017;257.0
2347;Totaal mannen en vrouwen;Totaal;Zimbabwaans;2018;304.0
2348;Totaal mannen en vrouwen;Totaal;Zimbabwaans;2019;366.0
2349;Totaal mannen en vrouwen;Totaal;Zimbabwaans;2020;445.0
2350;Totaal mannen en vrouwen;Totaal;Zimbabwaans;2021;506.0
2351;Totaal mannen en vrouwen;Totaal;Zimbabwaans;2022;560.0
2352;Totaal mannen en vrouwen;Totaal;Zimbabwaans;2023;770.0
2353;Totaal mannen en vrouwen;Totaal;Zimbabwaans;2024;856.0
2354;Totaal mannen en vrouwen;Totaal;Zuid-Afrikaans;2014;2669.0
2355;Totaal mannen en vrouwen;Totaal;Zuid-Afrikaans;2015;2692.0
2356;Totaal mannen en vrouwen;Totaal;Zuid-Afrikaans;2016;2841.0
2357;Totaal mannen en vrouwen;Totaal;Zuid-Afrikaans;2017;3210.0
2358;Totaal mannen en vrouwen;Totaal;Zuid-Afrikaans;2018;3624.0
2359;Totaal mannen en vrouwen;Totaal;Zuid-Afrikaans;2019;4561.0
2360;Totaal mannen en vrouwen;Totaal;Zuid-Afrikaans;2020;6051.0
2361;Totaal mannen en vrouwen;Totaal;Zuid-Afrikaans;2021;7024.0
2362;Totaal mannen en vrouwen;Totaal;Zuid-Afrikaans;2022;8810.0
2363;Totaal mannen en vrouwen;Totaal;Zuid-Afrikaans;2023;12278.0
2364;Totaal mannen en vrouwen;Totaal;Zuid-Afrikaans;2024;14968.0
2365;Totaal mannen en vrouwen;Totaal;Zuid-Koreaans;2014;2597.0
2366;Totaal mannen en vrouwen;Totaal;Zuid-Koreaans;2015;2825.0
2367;Totaal mannen en vrouwen;Totaal;Zuid-Koreaans;2016;3017.0
2368;Totaal mannen en vrouwen;Totaal;Zuid-Koreaans;2017;3419.0
2369;Totaal mannen en vrouwen;Totaal;Zuid-Koreaans;2018;3783.0
2370;Totaal mannen en vrouwen;Totaal;Zuid-Koreaans;2019;4071.0
2371;Totaal mannen en vrouwen;Totaal;Zuid-Koreaans;2020;4453.0
2372;Totaal mannen en vrouwen;Totaal;Zuid-Koreaans;2021;3881.0
2373;Totaal mannen en vrouwen;Totaal;Zuid-Koreaans;2022;4108.0
2374;Totaal mannen en vrouwen;Totaal;Zuid-Koreaans;2023;4652.0
2375;Totaal mannen en vrouwen;Totaal;Zuid-Koreaans;2024;4948.0
2376;Totaal mannen en vrouwen;Totaal;Zuid-Soedanees;2014;6.0
2377;Totaal mannen en vrouwen;Totaal;Zuid-Soedanees;2015;15.0
2378;Totaal mannen en vrouwen;Totaal;Zuid-Soedanees;2016;15.0
2379;Totaal mannen en vrouwen;Totaal;Zuid-Soedanees;2017;19.0
2380;Totaal mannen en vrouwen;Totaal;Zuid-Soedanees;2018;22.0
2381;Totaal mannen en vrouwen;Totaal;Zuid-Soedanees;2019;46.0
2382;Totaal mannen en vrouwen;Totaal;Zuid-Soedanees;2020;84.0
2383;Totaal mannen en vrouwen;Totaal;Zuid-Soedanees;2021;107.0
2384;Totaal mannen en vrouwen;Totaal;Zuid-Soedanees;2022;121.0
2385;Totaal mannen en vrouwen;Totaal;Zuid-Soedanees;2023;129.0
2386;Totaal mannen en vrouwen;Totaal;Zuid-Soedanees;2024;161.0
2387;Totaal mannen en vrouwen;Totaal;Zweeds;2014;3822.0
2388;Totaal mannen en vrouwen;Totaal;Zweeds;2015;3958.0
2389;Totaal mannen en vrouwen;Totaal;Zweeds;2016;4206.0
2390;Totaal mannen en vrouwen;Totaal;Zweeds;2017;4406.0
2391;Totaal mannen en vrouwen;Totaal;Zweeds;2018;4619.0
2392;Totaal mannen en vrouwen;Totaal;Zweeds;2019;4849.0
2393;Totaal mannen en vrouwen;Totaal;Zweeds;2020;5195.0
2394;Totaal mannen en vrouwen;Totaal;Zweeds;2021;5162.0
2395;Totaal mannen en vrouwen;Totaal;Zweeds;2022;5588.0
2396;Totaal mannen en vrouwen;Totaal;Zweeds;2023;6019.0
2397;Totaal mannen en vrouwen;Totaal;Zweeds;2024;6473.0
2398;Totaal mannen en vrouwen;Totaal;Zwitsers;2014;2218.0
2399;Totaal mannen en vrouwen;Totaal;Zwitsers;2015;2269.0
2400;Totaal mannen en vrouwen;Totaal;Zwitsers;2016;2361.0
2401;Totaal mannen en vrouwen;Totaal;Zwitsers;2017;2492.0
2402;Totaal mannen en vrouwen;Totaal;Zwitsers;2018;2649.0
2403;Totaal mannen en vrouwen;Totaal;Zwitsers;2019;2810.0
2404;Totaal mannen en vrouwen;Totaal;Zwitsers;2020;2956.0
2405;Totaal mannen en vrouwen;Totaal;Zwitsers;2021;3033.0
2406;Totaal mannen en vrouwen;Totaal;Zwitsers;2022;3349.0
2407;Totaal mannen en vrouwen;Totaal;Zwitsers;2023;3531.0
2408;Totaal mannen en vrouwen;Totaal;Zwitsers;2024;3595.0
2409;Totaal mannen en vrouwen;Totaal;Staatloos / onbekend;2014;82652.0
2410;Totaal mannen en vrouwen;Totaal;Staatloos / onbekend;2015;77562.0
2411;Totaal mannen en vrouwen;Totaal;Staatloos / onbekend;2016;74052.0
2412;Totaal mannen en vrouwen;Totaal;Staatloos / onbekend;2017;69778.0
2413;Totaal mannen en vrouwen;Totaal;Staatloos / onbekend;2018;63982.0
2414;Totaal mannen en vrouwen;Totaal;Staatloos / onbekend;2019;55621.0
2415;Totaal mannen en vrouwen;Totaal;Staatloos / onbekend;2020;44943.0
2416;Totaal mannen en vrouwen;Totaal;Staatloos / onbekend;2021;36267.0
2417;Totaal mannen en vrouwen;Totaal;Staatloos / onbekend;2022;31517.0
2418;Totaal mannen en vrouwen;Totaal;Staatloos / onbekend;2023;27637.0
2419;Totaal mannen en vrouwen;Totaal;Staatloos / onbekend;2024;24971.0
2420;Totaal mannen en vrouwen;0 jaar;Totaal;2014;170953.0
2421;Totaal mannen en vrouwen;0 jaar;Totaal;2015;174681.0
2422;Totaal mannen en vrouwen;0 jaar;Totaal;2016;170341.0
2423;Totaal mannen en vrouwen;0 jaar;Totaal;2017;172288.0
2424;Totaal mannen en vrouwen;0 jaar;Totaal;2018;169566.0
2425;Totaal mannen en vrouwen;0 jaar;Totaal;2019;168443.0
2426;Totaal mannen en vrouwen;0 jaar;Totaal;2020;169497.0
2427;Totaal mannen en vrouwen;0 jaar;Totaal;2021;168270.0
2428;Totaal mannen en vrouwen;0 jaar;Totaal;2022;179133.0
2429;Totaal mannen en vrouwen;0 jaar;Totaal;2023;167629.0
2430;Totaal mannen en vrouwen;0 jaar;Totaal;2024;164473.0
2431;Totaal mannen en vrouwen;0 jaar;Nederlands;2014;162200.0
2432;Totaal mannen en vrouwen;0 jaar;Nederlands;2015;165192.0
2433;Totaal mannen en vrouwen;0 jaar;Nederlands;2016;160287.0
2434;Totaal mannen en vrouwen;0 jaar;Nederlands;2017;160653.0
2435;Totaal mannen en vrouwen;0 jaar;Nederlands;2018;157051.0
2436;Totaal mannen en vrouwen;0 jaar;Nederlands;2019;154899.0
2437;Totaal mannen en vrouwen;0 jaar;Nederlands;2020;155407.0
2438;Totaal mannen en vrouwen;0 jaar;Nederlands;2021;155107.0
2439;Totaal mannen en vrouwen;0 jaar;Nederlands;2022;166315.0
2440;Totaal mannen en vrouwen;0 jaar;Nederlands;2023;154634.0
2441;Totaal mannen en vrouwen;0 jaar;Nederlands;2024;150890.0
2442;Totaal mannen en vrouwen;0 jaar;Totaal niet-Nederlandse nationaliteit;2014;8753.0
2443;Totaal mannen en vrouwen;0 jaar;Totaal niet-Nederlandse nationaliteit;2015;9489.0
2444;Totaal mannen en vrouwen;0 jaar;Totaal niet-Nederlandse nationaliteit;2016;10054.0
2445;Totaal mannen en vrouwen;0 jaar;Totaal niet-Nederlandse nationaliteit;2017;11635.0
2446;Totaal mannen en vrouwen;0 jaar;Totaal niet-Nederlandse nationaliteit;2018;12515.0
2447;Totaal mannen en vrouwen;0 jaar;Totaal niet-Nederlandse nationaliteit;2019;13544.0
2448;Totaal mannen en vrouwen;0 jaar;Totaal niet-Nederlandse nationaliteit;2020;14090.0
2449;Totaal mannen en vrouwen;0 jaar;Totaal niet-Nederlandse nationaliteit;2021;13163.0
2450;Totaal mannen en vrouwen;0 jaar;Totaal niet-Nederlandse nationaliteit;2022;12818.0
2451;Totaal mannen en vrouwen;0 jaar;Totaal niet-Nederlandse nationaliteit;2023;12995.0
2452;Totaal mannen en vrouwen;0 jaar;Totaal niet-Nederlandse nationaliteit;2024;13583.0
2453;Totaal mannen en vrouwen;0 jaar;Europa (exclusief Nederlands);2014;4296.0
2454;Totaal mannen en vrouwen;0 jaar;Europa (exclusief Nederlands);2015;4947.0
2455;Totaal mannen en vrouwen;0 jaar;Europa (exclusief Nederlands);2016;5335.0
2456;Totaal mannen en vrouwen;0 jaar;Europa (exclusief Nederlands);2017;5727.0
2457;Totaal mannen en vrouwen;0 jaar;Europa (exclusief Nederlands);2018;6260.0
2458;Totaal mannen en vrouwen;0 jaar;Europa (exclusief Nederlands);2019;6474.0
2459;Totaal mannen en vrouwen;0 jaar;Europa (exclusief Nederlands);2020;6877.0
2460;Totaal mannen en vrouwen;0 jaar;Europa (exclusief Nederlands);2021;6776.0
2461;Totaal mannen en vrouwen;0 jaar;Europa (exclusief Nederlands);2022;7263.0
