ID;Geslacht;Leeftijd;PositieInHuishouden;Herkomstland;Geboorteland;Perioden;Bevolking_1
1109;Totaal mannen en vrouwen;Totaal;Totaal;Joegoslavië (oud);Totaal;2024;0.0
1110;Totaal mannen en vrouwen;Totaal;Totaal;Joegoslavië (oud);Geboren in Nederland;2022;0.0
1111;Totaal mannen en vrouwen;Totaal;Totaal;Joegoslavië (oud);Geboren in Nederland;2023;0.0
1112;Totaal mannen en vrouwen;Totaal;Totaal;Joegoslavië (oud);Geboren in Nederland;2024;0.0
1113;Totaal mannen en vrouwen;Totaal;Totaal;Joegoslavië (oud);Geboren buiten Nederland;2022;0.0
1114;Totaal mannen en vrouwen;Totaal;Totaal;Joegoslavië (oud);Geboren buiten Nederland;2023;0.0
1115;Totaal mannen en vrouwen;Totaal;Totaal;Joegoslavië (oud);Geboren buiten Nederland;2024;0.0
1116;Totaal mannen en vrouwen;Totaal;Totaal;Jordanië;Totaal;2022;3026.0
1117;Totaal mannen en vrouwen;Totaal;Totaal;Jordanië;Totaal;2023;3323.0
1118;Totaal mannen en vrouwen;Totaal;Totaal;Jordanië;Totaal;2024;3818.0
1119;Totaal mannen en vrouwen;Totaal;Totaal;Jordanië;Geboren in Nederland;2022;988.0
1120;Totaal mannen en vrouwen;Totaal;Totaal;Jordanië;Geboren in Nederland;2023;1018.0
1121;Totaal mannen en vrouwen;Totaal;Totaal;Jordanië;Geboren in Nederland;2024;1073.0
1122;Totaal mannen en vrouwen;Totaal;Totaal;Jordanië;Geboren buiten Nederland;2022;2038.0
1123;Totaal mannen en vrouwen;Totaal;Totaal;Jordanië;Geboren buiten Nederland;2023;2305.0
1124;Totaal mannen en vrouwen;Totaal;Totaal;Jordanië;Geboren buiten Nederland;2024;2745.0
1125;Totaal mannen en vrouwen;Totaal;Totaal;Kaapverdië;Totaal;2022;23156.0
1126;Totaal mannen en vrouwen;Totaal;Totaal;Kaapverdië;Totaal;2023;23333.0
1127;Totaal mannen en vrouwen;Totaal;Totaal;Kaapverdië;Totaal;2024;23512.0
1128;Totaal mannen en vrouwen;Totaal;Totaal;Kaapverdië;Geboren in Nederland;2022;11351.0
1129;Totaal mannen en vrouwen;Totaal;Totaal;Kaapverdië;Geboren in Nederland;2023;11483.0
1130;Totaal mannen en vrouwen;Totaal;Totaal;Kaapverdië;Geboren in Nederland;2024;11632.0
1131;Totaal mannen en vrouwen;Totaal;Totaal;Kaapverdië;Geboren buiten Nederland;2022;11805.0
1132;Totaal mannen en vrouwen;Totaal;Totaal;Kaapverdië;Geboren buiten Nederland;2023;11850.0
1133;Totaal mannen en vrouwen;Totaal;Totaal;Kaapverdië;Geboren buiten Nederland;2024;11880.0
1134;Totaal mannen en vrouwen;Totaal;Totaal;Kameroen;Totaal;2022;3772.0
1135;Totaal mannen en vrouwen;Totaal;Totaal;Kameroen;Totaal;2023;3929.0
1136;Totaal mannen en vrouwen;Totaal;Totaal;Kameroen;Totaal;2024;4039.0
1137;Totaal mannen en vrouwen;Totaal;Totaal;Kameroen;Geboren in Nederland;2022;1622.0
1138;Totaal mannen en vrouwen;Totaal;Totaal;Kameroen;Geboren in Nederland;2023;1664.0
1139;Totaal mannen en vrouwen;Totaal;Totaal;Kameroen;Geboren in Nederland;2024;1716.0
1140;Totaal mannen en vrouwen;Totaal;Totaal;Kameroen;Geboren buiten Nederland;2022;2150.0
1141;Totaal mannen en vrouwen;Totaal;Totaal;Kameroen;Geboren buiten Nederland;2023;2265.0
1142;Totaal mannen en vrouwen;Totaal;Totaal;Kameroen;Geboren buiten Nederland;2024;2323.0
1143;Totaal mannen en vrouwen;Totaal;Totaal;Kanaaleilanden;Totaal;2022;87.0
1144;Totaal mannen en vrouwen;Totaal;Totaal;Kanaaleilanden;Totaal;2023;97.0
1145;Totaal mannen en vrouwen;Totaal;Totaal;Kanaaleilanden;Totaal;2024;105.0
1146;Totaal mannen en vrouwen;Totaal;Totaal;Kanaaleilanden;Geboren in Nederland;2022;19.0
1147;Totaal mannen en vrouwen;Totaal;Totaal;Kanaaleilanden;Geboren in Nederland;2023;17.0
1148;Totaal mannen en vrouwen;Totaal;Totaal;Kanaaleilanden;Geboren in Nederland;2024;18.0
1149;Totaal mannen en vrouwen;Totaal;Totaal;Kanaaleilanden;Geboren buiten Nederland;2022;68.0
1150;Totaal mannen en vrouwen;Totaal;Totaal;Kanaaleilanden;Geboren buiten Nederland;2023;80.0
1151;Totaal mannen en vrouwen;Totaal;Totaal;Kanaaleilanden;Geboren buiten Nederland;2024;87.0
1152;Totaal mannen en vrouwen;Totaal;Totaal;Katar;Totaal;2022;437.0
1153;Totaal mannen en vrouwen;Totaal;Totaal;Katar;Totaal;2023;512.0
1154;Totaal mannen en vrouwen;Totaal;Totaal;Katar;Totaal;2024;612.0
1155;Totaal mannen en vrouwen;Totaal;Totaal;Katar;Geboren in Nederland;2022;29.0
1156;Totaal mannen en vrouwen;Totaal;Totaal;Katar;Geboren in Nederland;2023;35.0
1157;Totaal mannen en vrouwen;Totaal;Totaal;Katar;Geboren in Nederland;2024;35.0
1158;Totaal mannen en vrouwen;Totaal;Totaal;Katar;Geboren buiten Nederland;2022;408.0
1159;Totaal mannen en vrouwen;Totaal;Totaal;Katar;Geboren buiten Nederland;2023;477.0
1160;Totaal mannen en vrouwen;Totaal;Totaal;Katar;Geboren buiten Nederland;2024;577.0
1161;Totaal mannen en vrouwen;Totaal;Totaal;Kazachstan;Totaal;2022;3338.0
1162;Totaal mannen en vrouwen;Totaal;Totaal;Kazachstan;Totaal;2023;3872.0
1163;Totaal mannen en vrouwen;Totaal;Totaal;Kazachstan;Totaal;2024;4179.0
1164;Totaal mannen en vrouwen;Totaal;Totaal;Kazachstan;Geboren in Nederland;2022;775.0
1165;Totaal mannen en vrouwen;Totaal;Totaal;Kazachstan;Geboren in Nederland;2023;826.0
1166;Totaal mannen en vrouwen;Totaal;Totaal;Kazachstan;Geboren in Nederland;2024;884.0
1167;Totaal mannen en vrouwen;Totaal;Totaal;Kazachstan;Geboren buiten Nederland;2022;2563.0
1168;Totaal mannen en vrouwen;Totaal;Totaal;Kazachstan;Geboren buiten Nederland;2023;3046.0
1169;Totaal mannen en vrouwen;Totaal;Totaal;Kazachstan;Geboren buiten Nederland;2024;3295.0
1170;Totaal mannen en vrouwen;Totaal;Totaal;Kenia;Totaal;2022;6262.0
1171;Totaal mannen en vrouwen;Totaal;Totaal;Kenia;Totaal;2023;6604.0
1172;Totaal mannen en vrouwen;Totaal;Totaal;Kenia;Totaal;2024;7031.0
1173;Totaal mannen en vrouwen;Totaal;Totaal;Kenia;Geboren in Nederland;2022;2326.0
1174;Totaal mannen en vrouwen;Totaal;Totaal;Kenia;Geboren in Nederland;2023;2431.0
1175;Totaal mannen en vrouwen;Totaal;Totaal;Kenia;Geboren in Nederland;2024;2504.0
1176;Totaal mannen en vrouwen;Totaal;Totaal;Kenia;Geboren buiten Nederland;2022;3936.0
1177;Totaal mannen en vrouwen;Totaal;Totaal;Kenia;Geboren buiten Nederland;2023;4173.0
1178;Totaal mannen en vrouwen;Totaal;Totaal;Kenia;Geboren buiten Nederland;2024;4527.0
1179;Totaal mannen en vrouwen;Totaal;Totaal;Kirgizië;Totaal;2022;650.0
1180;Totaal mannen en vrouwen;Totaal;Totaal;Kirgizië;Totaal;2023;823.0
1181;Totaal mannen en vrouwen;Totaal;Totaal;Kirgizië;Totaal;2024;899.0
1182;Totaal mannen en vrouwen;Totaal;Totaal;Kirgizië;Geboren in Nederland;2022;160.0
1183;Totaal mannen en vrouwen;Totaal;Totaal;Kirgizië;Geboren in Nederland;2023;174.0
1184;Totaal mannen en vrouwen;Totaal;Totaal;Kirgizië;Geboren in Nederland;2024;181.0
1185;Totaal mannen en vrouwen;Totaal;Totaal;Kirgizië;Geboren buiten Nederland;2022;490.0
1186;Totaal mannen en vrouwen;Totaal;Totaal;Kirgizië;Geboren buiten Nederland;2023;649.0
1187;Totaal mannen en vrouwen;Totaal;Totaal;Kirgizië;Geboren buiten Nederland;2024;718.0
1188;Totaal mannen en vrouwen;Totaal;Totaal;Kiribati;Totaal;2022;5.0
1189;Totaal mannen en vrouwen;Totaal;Totaal;Kiribati;Totaal;2023;6.0
1190;Totaal mannen en vrouwen;Totaal;Totaal;Kiribati;Totaal;2024;6.0
1191;Totaal mannen en vrouwen;Totaal;Totaal;Kiribati;Geboren in Nederland;2022;2.0
1192;Totaal mannen en vrouwen;Totaal;Totaal;Kiribati;Geboren in Nederland;2023;3.0
1193;Totaal mannen en vrouwen;Totaal;Totaal;Kiribati;Geboren in Nederland;2024;3.0
1194;Totaal mannen en vrouwen;Totaal;Totaal;Kiribati;Geboren buiten Nederland;2022;3.0
1195;Totaal mannen en vrouwen;Totaal;Totaal;Kiribati;Geboren buiten Nederland;2023;3.0
1196;Totaal mannen en vrouwen;Totaal;Totaal;Kiribati;Geboren buiten Nederland;2024;3.0
1197;Totaal mannen en vrouwen;Totaal;Totaal;Koeweit;Totaal;2022;2812.0
1198;Totaal mannen en vrouwen;Totaal;Totaal;Koeweit;Totaal;2023;2980.0
1199;Totaal mannen en vrouwen;Totaal;Totaal;Koeweit;Totaal;2024;3168.0
1200;Totaal mannen en vrouwen;Totaal;Totaal;Koeweit;Geboren in Nederland;2022;889.0
1201;Totaal mannen en vrouwen;Totaal;Totaal;Koeweit;Geboren in Nederland;2023;922.0
1202;Totaal mannen en vrouwen;Totaal;Totaal;Koeweit;Geboren in Nederland;2024;958.0
1203;Totaal mannen en vrouwen;Totaal;Totaal;Koeweit;Geboren buiten Nederland;2022;1923.0
1204;Totaal mannen en vrouwen;Totaal;Totaal;Koeweit;Geboren buiten Nederland;2023;2058.0
1205;Totaal mannen en vrouwen;Totaal;Totaal;Koeweit;Geboren buiten Nederland;2024;2210.0
1206;Totaal mannen en vrouwen;Totaal;Totaal;Kosovo;Totaal;2022;9113.0
1207;Totaal mannen en vrouwen;Totaal;Totaal;Kosovo;Totaal;2023;9240.0
1208;Totaal mannen en vrouwen;Totaal;Totaal;Kosovo;Totaal;2024;9338.0
1209;Totaal mannen en vrouwen;Totaal;Totaal;Kosovo;Geboren in Nederland;2022;3862.0
1210;Totaal mannen en vrouwen;Totaal;Totaal;Kosovo;Geboren in Nederland;2023;3984.0
1211;Totaal mannen en vrouwen;Totaal;Totaal;Kosovo;Geboren in Nederland;2024;4073.0
1212;Totaal mannen en vrouwen;Totaal;Totaal;Kosovo;Geboren buiten Nederland;2022;5251.0
1213;Totaal mannen en vrouwen;Totaal;Totaal;Kosovo;Geboren buiten Nederland;2023;5256.0
1214;Totaal mannen en vrouwen;Totaal;Totaal;Kosovo;Geboren buiten Nederland;2024;5265.0
1215;Totaal mannen en vrouwen;Totaal;Totaal;Kroatië;Totaal;2022;13234.0
1216;Totaal mannen en vrouwen;Totaal;Totaal;Kroatië;Totaal;2023;14038.0
1217;Totaal mannen en vrouwen;Totaal;Totaal;Kroatië;Totaal;2024;14607.0
1218;Totaal mannen en vrouwen;Totaal;Totaal;Kroatië;Geboren in Nederland;2022;4696.0
1219;Totaal mannen en vrouwen;Totaal;Totaal;Kroatië;Geboren in Nederland;2023;4787.0
1220;Totaal mannen en vrouwen;Totaal;Totaal;Kroatië;Geboren in Nederland;2024;4884.0
1221;Totaal mannen en vrouwen;Totaal;Totaal;Kroatië;Geboren buiten Nederland;2022;8538.0
1222;Totaal mannen en vrouwen;Totaal;Totaal;Kroatië;Geboren buiten Nederland;2023;9251.0
1223;Totaal mannen en vrouwen;Totaal;Totaal;Kroatië;Geboren buiten Nederland;2024;9723.0
1224;Totaal mannen en vrouwen;Totaal;Totaal;Laos;Totaal;2022;361.0
1225;Totaal mannen en vrouwen;Totaal;Totaal;Laos;Totaal;2023;369.0
1226;Totaal mannen en vrouwen;Totaal;Totaal;Laos;Totaal;2024;370.0
1227;Totaal mannen en vrouwen;Totaal;Totaal;Laos;Geboren in Nederland;2022;144.0
1228;Totaal mannen en vrouwen;Totaal;Totaal;Laos;Geboren in Nederland;2023;147.0
1229;Totaal mannen en vrouwen;Totaal;Totaal;Laos;Geboren in Nederland;2024;150.0
1230;Totaal mannen en vrouwen;Totaal;Totaal;Laos;Geboren buiten Nederland;2022;217.0
1231;Totaal mannen en vrouwen;Totaal;Totaal;Laos;Geboren buiten Nederland;2023;222.0
1232;Totaal mannen en vrouwen;Totaal;Totaal;Laos;Geboren buiten Nederland;2024;220.0
1233;Totaal mannen en vrouwen;Totaal;Totaal;Lesotho;Totaal;2022;259.0
1234;Totaal mannen en vrouwen;Totaal;Totaal;Lesotho;Totaal;2023;267.0
1235;Totaal mannen en vrouwen;Totaal;Totaal;Lesotho;Totaal;2024;276.0
1236;Totaal mannen en vrouwen;Totaal;Totaal;Lesotho;Geboren in Nederland;2022;102.0
1237;Totaal mannen en vrouwen;Totaal;Totaal;Lesotho;Geboren in Nederland;2023;104.0
1238;Totaal mannen en vrouwen;Totaal;Totaal;Lesotho;Geboren in Nederland;2024;108.0
1239;Totaal mannen en vrouwen;Totaal;Totaal;Lesotho;Geboren buiten Nederland;2022;157.0
1240;Totaal mannen en vrouwen;Totaal;Totaal;Lesotho;Geboren buiten Nederland;2023;163.0
1241;Totaal mannen en vrouwen;Totaal;Totaal;Lesotho;Geboren buiten Nederland;2024;168.0
1242;Totaal mannen en vrouwen;Totaal;Totaal;Letland;Totaal;2022;8974.0
1243;Totaal mannen en vrouwen;Totaal;Totaal;Letland;Totaal;2023;9917.0
1244;Totaal mannen en vrouwen;Totaal;Totaal;Letland;Totaal;2024;10558.0
1245;Totaal mannen en vrouwen;Totaal;Totaal;Letland;Geboren in Nederland;2022;1492.0
1246;Totaal mannen en vrouwen;Totaal;Totaal;Letland;Geboren in Nederland;2023;1630.0
1247;Totaal mannen en vrouwen;Totaal;Totaal;Letland;Geboren in Nederland;2024;1737.0
1248;Totaal mannen en vrouwen;Totaal;Totaal;Letland;Geboren buiten Nederland;2022;7482.0
1249;Totaal mannen en vrouwen;Totaal;Totaal;Letland;Geboren buiten Nederland;2023;8287.0
1250;Totaal mannen en vrouwen;Totaal;Totaal;Letland;Geboren buiten Nederland;2024;8821.0
1251;Totaal mannen en vrouwen;Totaal;Totaal;Libanon;Totaal;2022;8969.0
1252;Totaal mannen en vrouwen;Totaal;Totaal;Libanon;Totaal;2023;9911.0
1253;Totaal mannen en vrouwen;Totaal;Totaal;Libanon;Totaal;2024;10531.0
1254;Totaal mannen en vrouwen;Totaal;Totaal;Libanon;Geboren in Nederland;2022;3284.0
1255;Totaal mannen en vrouwen;Totaal;Totaal;Libanon;Geboren in Nederland;2023;3377.0
1256;Totaal mannen en vrouwen;Totaal;Totaal;Libanon;Geboren in Nederland;2024;3486.0
1257;Totaal mannen en vrouwen;Totaal;Totaal;Libanon;Geboren buiten Nederland;2022;5685.0
1258;Totaal mannen en vrouwen;Totaal;Totaal;Libanon;Geboren buiten Nederland;2023;6534.0
1259;Totaal mannen en vrouwen;Totaal;Totaal;Libanon;Geboren buiten Nederland;2024;7045.0
1260;Totaal mannen en vrouwen;Totaal;Totaal;Liberia;Totaal;2022;3294.0
1261;Totaal mannen en vrouwen;Totaal;Totaal;Liberia;Totaal;2023;3333.0
1262;Totaal mannen en vrouwen;Totaal;Totaal;Liberia;Totaal;2024;3364.0
1263;Totaal mannen en vrouwen;Totaal;Totaal;Liberia;Geboren in Nederland;2022;1529.0
1264;Totaal mannen en vrouwen;Totaal;Totaal;Liberia;Geboren in Nederland;2023;1553.0
1265;Totaal mannen en vrouwen;Totaal;Totaal;Liberia;Geboren in Nederland;2024;1571.0
1266;Totaal mannen en vrouwen;Totaal;Totaal;Liberia;Geboren buiten Nederland;2022;1765.0
1267;Totaal mannen en vrouwen;Totaal;Totaal;Liberia;Geboren buiten Nederland;2023;1780.0
1268;Totaal mannen en vrouwen;Totaal;Totaal;Liberia;Geboren buiten Nederland;2024;1793.0
1269;Totaal mannen en vrouwen;Totaal;Totaal;Libië;Totaal;2022;2882.0
1270;Totaal mannen en vrouwen;Totaal;Totaal;Libië;Totaal;2023;3097.0
1271;Totaal mannen en vrouwen;Totaal;Totaal;Libië;Totaal;2024;3290.0
1272;Totaal mannen en vrouwen;Totaal;Totaal;Libië;Geboren in Nederland;2022;820.0
1273;Totaal mannen en vrouwen;Totaal;Totaal;Libië;Geboren in Nederland;2023;878.0
1274;Totaal mannen en vrouwen;Totaal;Totaal;Libië;Geboren in Nederland;2024;906.0
1275;Totaal mannen en vrouwen;Totaal;Totaal;Libië;Geboren buiten Nederland;2022;2062.0
1276;Totaal mannen en vrouwen;Totaal;Totaal;Libië;Geboren buiten Nederland;2023;2219.0
1277;Totaal mannen en vrouwen;Totaal;Totaal;Libië;Geboren buiten Nederland;2024;2384.0
1278;Totaal mannen en vrouwen;Totaal;Totaal;Liechtenstein;Totaal;2022;8.0
1279;Totaal mannen en vrouwen;Totaal;Totaal;Liechtenstein;Totaal;2023;8.0
1280;Totaal mannen en vrouwen;Totaal;Totaal;Liechtenstein;Totaal;2024;12.0
1281;Totaal mannen en vrouwen;Totaal;Totaal;Liechtenstein;Geboren in Nederland;2022;3.0
1282;Totaal mannen en vrouwen;Totaal;Totaal;Liechtenstein;Geboren in Nederland;2023;3.0
1283;Totaal mannen en vrouwen;Totaal;Totaal;Liechtenstein;Geboren in Nederland;2024;3.0
1284;Totaal mannen en vrouwen;Totaal;Totaal;Liechtenstein;Geboren buiten Nederland;2022;5.0
1285;Totaal mannen en vrouwen;Totaal;Totaal;Liechtenstein;Geboren buiten Nederland;2023;5.0
1286;Totaal mannen en vrouwen;Totaal;Totaal;Liechtenstein;Geboren buiten Nederland;2024;9.0
1287;Totaal mannen en vrouwen;Totaal;Totaal;Litouwen;Totaal;2022;11901.0
1288;Totaal mannen en vrouwen;Totaal;Totaal;Litouwen;Totaal;2023;13011.0
1289;Totaal mannen en vrouwen;Totaal;Totaal;Litouwen;Totaal;2024;13764.0
1290;Totaal mannen en vrouwen;Totaal;Totaal;Litouwen;Geboren in Nederland;2022;2130.0
1291;Totaal mannen en vrouwen;Totaal;Totaal;Litouwen;Geboren in Nederland;2023;2253.0
1292;Totaal mannen en vrouwen;Totaal;Totaal;Litouwen;Geboren in Nederland;2024;2414.0
1293;Totaal mannen en vrouwen;Totaal;Totaal;Litouwen;Geboren buiten Nederland;2022;9771.0
1294;Totaal mannen en vrouwen;Totaal;Totaal;Litouwen;Geboren buiten Nederland;2023;10758.0
1295;Totaal mannen en vrouwen;Totaal;Totaal;Litouwen;Geboren buiten Nederland;2024;11350.0
1296;Totaal mannen en vrouwen;Totaal;Totaal;Luxemburg;Totaal;2022;3006.0
1297;Totaal mannen en vrouwen;Totaal;Totaal;Luxemburg;Totaal;2023;3114.0
1298;Totaal mannen en vrouwen;Totaal;Totaal;Luxemburg;Totaal;2024;3274.0
1299;Totaal mannen en vrouwen;Totaal;Totaal;Luxemburg;Geboren in Nederland;2022;979.0
1300;Totaal mannen en vrouwen;Totaal;Totaal;Luxemburg;Geboren in Nederland;2023;990.0
1301;Totaal mannen en vrouwen;Totaal;Totaal;Luxemburg;Geboren in Nederland;2024;1000.0
1302;Totaal mannen en vrouwen;Totaal;Totaal;Luxemburg;Geboren buiten Nederland;2022;2027.0
1303;Totaal mannen en vrouwen;Totaal;Totaal;Luxemburg;Geboren buiten Nederland;2023;2124.0
1304;Totaal mannen en vrouwen;Totaal;Totaal;Luxemburg;Geboren buiten Nederland;2024;2274.0
1305;Totaal mannen en vrouwen;Totaal;Totaal;Macau;Totaal;2022;136.0
1306;Totaal mannen en vrouwen;Totaal;Totaal;Macau;Totaal;2023;135.0
1307;Totaal mannen en vrouwen;Totaal;Totaal;Macau;Totaal;2024;137.0
1308;Totaal mannen en vrouwen;Totaal;Totaal;Macau;Geboren in Nederland;2022;42.0
1309;Totaal mannen en vrouwen;Totaal;Totaal;Macau;Geboren in Nederland;2023;43.0
1310;Totaal mannen en vrouwen;Totaal;Totaal;Macau;Geboren in Nederland;2024;42.0
1311;Totaal mannen en vrouwen;Totaal;Totaal;Macau;Geboren buiten Nederland;2022;94.0
1312;Totaal mannen en vrouwen;Totaal;Totaal;Macau;Geboren buiten Nederland;2023;92.0
1313;Totaal mannen en vrouwen;Totaal;Totaal;Macau;Geboren buiten Nederland;2024;95.0
1314;Totaal mannen en vrouwen;Totaal;Totaal;Macedonië;Totaal;2022;
1315;Totaal mannen en vrouwen;Totaal;Totaal;Macedonië;Totaal;2023;
1316;Totaal mannen en vrouwen;Totaal;Totaal;Macedonië;Totaal;2024;
1317;Totaal mannen en vrouwen;Totaal;Totaal;Macedonië;Geboren in Nederland;2022;
1318;Totaal mannen en vrouwen;Totaal;Totaal;Macedonië;Geboren in Nederland;2023;
1319;Totaal mannen en vrouwen;Totaal;Totaal;Macedonië;Geboren in Nederland;2024;
1320;Totaal mannen en vrouwen;Totaal;Totaal;Macedonië;Geboren buiten Nederland;2022;
1321;Totaal mannen en vrouwen;Totaal;Totaal;Macedonië;Geboren buiten Nederland;2023;
1322;Totaal mannen en vrouwen;Totaal;Totaal;Macedonië;Geboren buiten Nederland;2024;
1323;Totaal mannen en vrouwen;Totaal;Totaal;Madagaskar;Totaal;2022;410.0
1324;Totaal mannen en vrouwen;Totaal;Totaal;Madagaskar;Totaal;2023;426.0
1325;Totaal mannen en vrouwen;Totaal;Totaal;Madagaskar;Totaal;2024;442.0
1326;Totaal mannen en vrouwen;Totaal;Totaal;Madagaskar;Geboren in Nederland;2022;173.0
1327;Totaal mannen en vrouwen;Totaal;Totaal;Madagaskar;Geboren in Nederland;2023;175.0
1328;Totaal mannen en vrouwen;Totaal;Totaal;Madagaskar;Geboren in Nederland;2024;179.0
1329;Totaal mannen en vrouwen;Totaal;Totaal;Madagaskar;Geboren buiten Nederland;2022;237.0
1330;Totaal mannen en vrouwen;Totaal;Totaal;Madagaskar;Geboren buiten Nederland;2023;251.0
1331;Totaal mannen en vrouwen;Totaal;Totaal;Madagaskar;Geboren buiten Nederland;2024;263.0
1332;Totaal mannen en vrouwen;Totaal;Totaal;Malawi;Totaal;2022;717.0
1333;Totaal mannen en vrouwen;Totaal;Totaal;Malawi;Totaal;2023;722.0
1334;Totaal mannen en vrouwen;Totaal;Totaal;Malawi;Totaal;2024;744.0
1335;Totaal mannen en vrouwen;Totaal;Totaal;Malawi;Geboren in Nederland;2022;340.0
1336;Totaal mannen en vrouwen;Totaal;Totaal;Malawi;Geboren in Nederland;2023;346.0
1337;Totaal mannen en vrouwen;Totaal;Totaal;Malawi;Geboren in Nederland;2024;353.0
1338;Totaal mannen en vrouwen;Totaal;Totaal;Malawi;Geboren buiten Nederland;2022;377.0
1339;Totaal mannen en vrouwen;Totaal;Totaal;Malawi;Geboren buiten Nederland;2023;376.0
1340;Totaal mannen en vrouwen;Totaal;Totaal;Malawi;Geboren buiten Nederland;2024;391.0
1341;Totaal mannen en vrouwen;Totaal;Totaal;Maldiven;Totaal;2022;40.0
1342;Totaal mannen en vrouwen;Totaal;Totaal;Maldiven;Totaal;2023;44.0
1343;Totaal mannen en vrouwen;Totaal;Totaal;Maldiven;Totaal;2024;44.0
1344;Totaal mannen en vrouwen;Totaal;Totaal;Maldiven;Geboren in Nederland;2022;15.0
1345;Totaal mannen en vrouwen;Totaal;Totaal;Maldiven;Geboren in Nederland;2023;17.0
1346;Totaal mannen en vrouwen;Totaal;Totaal;Maldiven;Geboren in Nederland;2024;17.0
1347;Totaal mannen en vrouwen;Totaal;Totaal;Maldiven;Geboren buiten Nederland;2022;25.0
1348;Totaal mannen en vrouwen;Totaal;Totaal;Maldiven;Geboren buiten Nederland;2023;27.0
1349;Totaal mannen en vrouwen;Totaal;Totaal;Maldiven;Geboren buiten Nederland;2024;27.0
1350;Totaal mannen en vrouwen;Totaal;Totaal;Maleisië;Totaal;2022;6840.0
1351;Totaal mannen en vrouwen;Totaal;Totaal;Maleisië;Totaal;2023;7120.0
1352;Totaal mannen en vrouwen;Totaal;Totaal;Maleisië;Totaal;2024;7441.0
1353;Totaal mannen en vrouwen;Totaal;Totaal;Maleisië;Geboren in Nederland;2022;2584.0
1354;Totaal mannen en vrouwen;Totaal;Totaal;Maleisië;Geboren in Nederland;2023;2632.0
1355;Totaal mannen en vrouwen;Totaal;Totaal;Maleisië;Geboren in Nederland;2024;2676.0
1356;Totaal mannen en vrouwen;Totaal;Totaal;Maleisië;Geboren buiten Nederland;2022;4256.0
1357;Totaal mannen en vrouwen;Totaal;Totaal;Maleisië;Geboren buiten Nederland;2023;4488.0
1358;Totaal mannen en vrouwen;Totaal;Totaal;Maleisië;Geboren buiten Nederland;2024;4765.0
1359;Totaal mannen en vrouwen;Totaal;Totaal;Mali;Totaal;2022;408.0
1360;Totaal mannen en vrouwen;Totaal;Totaal;Mali;Totaal;2023;437.0
1361;Totaal mannen en vrouwen;Totaal;Totaal;Mali;Totaal;2024;459.0
1362;Totaal mannen en vrouwen;Totaal;Totaal;Mali;Geboren in Nederland;2022;183.0
1363;Totaal mannen en vrouwen;Totaal;Totaal;Mali;Geboren in Nederland;2023;198.0
1364;Totaal mannen en vrouwen;Totaal;Totaal;Mali;Geboren in Nederland;2024;205.0
1365;Totaal mannen en vrouwen;Totaal;Totaal;Mali;Geboren buiten Nederland;2022;225.0
1366;Totaal mannen en vrouwen;Totaal;Totaal;Mali;Geboren buiten Nederland;2023;239.0
1367;Totaal mannen en vrouwen;Totaal;Totaal;Mali;Geboren buiten Nederland;2024;254.0
1368;Totaal mannen en vrouwen;Totaal;Totaal;Malta;Totaal;2022;858.0
1369;Totaal mannen en vrouwen;Totaal;Totaal;Malta;Totaal;2023;947.0
1370;Totaal mannen en vrouwen;Totaal;Totaal;Malta;Totaal;2024;1032.0
1371;Totaal mannen en vrouwen;Totaal;Totaal;Malta;Geboren in Nederland;2022;259.0
1372;Totaal mannen en vrouwen;Totaal;Totaal;Malta;Geboren in Nederland;2023;263.0
1373;Totaal mannen en vrouwen;Totaal;Totaal;Malta;Geboren in Nederland;2024;269.0
1374;Totaal mannen en vrouwen;Totaal;Totaal;Malta;Geboren buiten Nederland;2022;599.0
1375;Totaal mannen en vrouwen;Totaal;Totaal;Malta;Geboren buiten Nederland;2023;684.0
1376;Totaal mannen en vrouwen;Totaal;Totaal;Malta;Geboren buiten Nederland;2024;763.0
1377;Totaal mannen en vrouwen;Totaal;Totaal;Man;Totaal;2022;22.0
1378;Totaal mannen en vrouwen;Totaal;Totaal;Man;Totaal;2023;24.0
1379;Totaal mannen en vrouwen;Totaal;Totaal;Man;Totaal;2024;26.0
1380;Totaal mannen en vrouwen;Totaal;Totaal;Man;Geboren in Nederland;2022;8.0
1381;Totaal mannen en vrouwen;Totaal;Totaal;Man;Geboren in Nederland;2023;8.0
1382;Totaal mannen en vrouwen;Totaal;Totaal;Man;Geboren in Nederland;2024;9.0
1383;Totaal mannen en vrouwen;Totaal;Totaal;Man;Geboren buiten Nederland;2022;14.0
1384;Totaal mannen en vrouwen;Totaal;Totaal;Man;Geboren buiten Nederland;2023;16.0
1385;Totaal mannen en vrouwen;Totaal;Totaal;Man;Geboren buiten Nederland;2024;17.0
1386;Totaal mannen en vrouwen;Totaal;Totaal;Marshall-eilanden;Totaal;2022;7.0
1387;Totaal mannen en vrouwen;Totaal;Totaal;Marshall-eilanden;Totaal;2023;7.0
1388;Totaal mannen en vrouwen;Totaal;Totaal;Marshall-eilanden;Totaal;2024;7.0
1389;Totaal mannen en vrouwen;Totaal;Totaal;Marshall-eilanden;Geboren in Nederland;2022;2.0
1390;Totaal mannen en vrouwen;Totaal;Totaal;Marshall-eilanden;Geboren in Nederland;2023;2.0
1391;Totaal mannen en vrouwen;Totaal;Totaal;Marshall-eilanden;Geboren in Nederland;2024;2.0
