ID;Geslacht;Leeftijd;Marges;Perioden;ZiekteverzuimpercentageWerknemers_1;AandeelWerknemersDieHebbenVerzuimd_2;AantalKeerVerzuimd_3;AantalWerkdagenVerzuimd_4;AantalWerkdagenMeestRecenteVerzuim_5;k_1Tot5Werkdagen_6;k_5Tot20Werkdagen_7;k_20Tot210Werkdagen_8;k_210WerkdagenOfMeer_9;Rug_10;NekSchoudersArmenPolsenHanden_11;HeupBenenKnieenVoeten_12;HartEnVaatstelsel_13;PsychischOverspannenheidBurnOut_14;VermoeidheidOfConcentratieproblemen_15;ConflictOpHetWerk_16;Luchtwegen_17;BuikMaagOfDarmen_18;Huid_19;OrenOfOgen_20;GriepOfVerkoudheid_21;Hoofdpijn_22;KlachtenInVerbandMetZwangerschap_23;OverigeKlachten_24;GriepVerkoudheidOfAnderVirus_25;Hoofdpijn_26;PsychischOverspannenheidBurnOut_27;VermoeidheidOfConcentratieproblemen_28;Rug_29;NekSchoudersArmenPolsenHanden_30;HeupBenenKnieenVoeten_31;HartEnVaatstelsel_32;BuikMaagOfDarmen_33;Luchtwegen_34;Huid_35;OrenOfOgen_36;OverigeKlachten_37;Zwangerschapsklachten_38;Menstruatieklachten_39;Overgangsklachten_40;MenstruatieOfOvergangsklachten_41;JaHoofdzakelijkGevolgVanMijnWerk_42;JaVoorEenDeelGevolgVanMijnWerk_43;NeeGeenGevolgVanMijnWerk_44;WeetNiet_45;WerkdrukWerkstress_46;EmotioneelTeZwaar_47;LichamelijkTeZwaar_48;LangdurigDezelfdeHandelingOfPcWerk_49;TeMoeilijkWerk_50;ProblemenMetLeidingWerkgever_51;ProblemenMetCollegaOfOndergeschikte_52;ProblemenMetKlanten_53;GevaarlijkWerkBedrijfsongeval_54;GevaarlijkeStoffen_55;AndereReden_56;TeHogeWerkdruk_57;LangDezelfdeBewegingenDoen_58;LangAchterDeComputerWerken_59;SlechteFysiekeWerkomstandigheden_60;LichamelijkTeZwaarWerk_61;EmotioneelTeZwaarWerk_62;RuzieConflictOngewenstGedrag_63;ArbeidsongevalOfOngeluk_64;BesmettingOpHetWerk_65;AndereReden_66
53;Totaal mannen en vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2023;2.5;47.6;2.9;6.6;3.3;86.6;8.2;2.4;0.0;;;;;;;;;;;;;;;;60.5;7.2;4.2;1.8;1.5;1.7;3.4;0.1;4.8;0.7;0.2;0.1;6.6;0.6;13.1;0.1;13.4;2.9;9.7;77.6;6.0;;;;;;;;;;;;15.6;4.2;1.7;4.6;11.2;4.5;1.7;4.0;16.2;13.1
54;Totaal mannen en vrouwen;15 tot 25 jaar;Ondergrens 95%-interval;2024;2.6;47.5;3.0;6.6;3.2;87.4;8.0;2.0;0.0;;;;;;;;;;;;;;;;60.1;7.5;3.9;1.4;1.6;1.4;3.4;0.2;5.5;0.9;0.3;0.3;6.3;0.8;14.6;0.0;14.8;3.3;9.2;78.5;5.3;;;;;;;;;;;;12.7;4.8;1.8;4.0;11.2;4.4;2.3;1.1;19.6;15.9
55;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2014;2.2;38.4;3.3;7.0;5.4;90.1;10.0;4.2;1.0;4.8;5.6;7.2;0.8;3.2;4.7;0.8;2.4;11.7;0.9;1.1;52.8;8.3;1.2;15.2;;;;;;;;;;;;;;;;;;5.3;14.6;81.2;5.5;30.1;7.2;25.9;18.4;3.9;7.4;2.2;3.4;8.6;3.5;32.4;;;;;;;;;;
56;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2015;1.9;38.0;2.5;6.4;4.1;90.6;9.2;3.3;0.3;5.3;4.1;6.5;0.8;3.2;3.6;0.7;2.2;10.1;1.1;1.3;56.8;8.7;0.7;12.0;;;;;;;;;;;;;;;;;;4.6;12.4;81.0;7.1;27.0;4.9;26.2;17.9;2.1;6.6;2.8;2.5;3.9;2.8;35.8;;;;;;;;;;
57;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2016;2.2;40.7;2.7;6.9;4.0;89.9;10.4;2.9;0.3;5.2;3.5;6.1;0.4;3.9;4.3;0.3;2.6;9.1;1.0;1.1;57.5;9.0;0.8;12.3;;;;;;;;;;;;;;;;;;5.1;13.8;81.0;5.2;32.2;7.9;33.5;11.7;5.0;4.8;2.8;2.5;5.1;1.4;26.8;;;;;;;;;;
58;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2017;2.0;39.6;2.6;6.1;3.9;90.3;9.1;3.9;;5.2;4.3;6.3;0.9;4.4;3.8;0.4;2.0;10.1;1.0;1.2;55.1;9.0;0.8;13.2;;;;;;;;;;;;;;;;;;5.0;14.2;79.8;6.1;29.0;7.1;27.7;15.0;2.1;5.3;3.4;4.1;3.4;1.7;32.9;;;;;;;;;;
59;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2018;2.4;43.6;2.9;6.7;3.8;88.5;11.1;3.2;;5.3;4.1;5.2;0.5;4.1;3.3;0.4;1.6;11.3;1.1;1.1;55.6;9.3;1.0;11.4;;;;;;;;;;;;;;;;;;6.1;13.3;78.3;6.7;28.3;7.0;23.5;10.8;2.3;4.1;2.2;2.0;6.4;3.3;35.6;;;;;;;;;;
60;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2019;2.6;43.2;3.0;7.8;4.9;88.9;9.9;3.7;0.4;4.7;3.8;5.6;0.7;4.9;3.7;0.8;2.3;10.2;0.8;0.9;55.8;8.5;0.8;11.4;;;;;;;;;;;;;;;;;;5.8;13.2;78.2;7.3;31.2;7.5;23.8;13.4;1.1;4.8;5.9;2.3;4.8;1.6;28.9;;;;;;;;;;
61;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2020;2.5;42.8;2.9;7.3;4.6;84.3;14.9;4.0;0.3;3.9;4.1;4.7;0.6;3.4;2.6;0.5;2.8;9.8;0.7;0.9;55.8;10.5;0.5;15.3;;;;;;;;;;;;;;;;;;5.1;10.7;78.4;10.4;27.3;4.4;20.8;11.3;1.5;3.9;4.5;4.5;6.0;2.1;43.5;;;;;;;;;;
62;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2021;2.8;44.4;3.0;8.4;5.1;83.6;16.2;3.8;0.4;3.3;3.2;5.1;0.2;5.3;2.8;0.5;2.4;7.9;0.6;1.1;57.6;7.9;0.8;17.1;;;;;;;;;;;;;;;;;;4.7;12.6;77.2;10.7;30.3;6.3;18.1;10.0;4.5;5.9;3.4;4.5;5.9;;44.2;;;;;;;;;;
63;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2022;3.2;53.3;3.1;7.7;4.5;84.3;15.9;2.7;0.3;;;;;;;;;;;;;;;;69.0;7.0;5.0;2.2;2.4;2.5;3.6;0.4;5.2;2.0;0.6;1.0;7.2;2.5;13.1;;13.1;4.5;11.7;79.0;8.9;;;;;;;;;;;;24.6;8.6;6.7;4.8;14.8;8.1;3.8;5.2;31.2;20.6
64;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2023;2.8;49.9;3.1;7.5;4.2;88.9;10.2;3.6;0.2;;;;;;;;;;;;;;;;63.8;9.0;5.6;2.8;2.5;2.7;4.8;0.3;6.3;1.3;0.6;0.5;8.3;2.0;17.6;1.1;18.0;4.2;11.8;80.3;7.7;;;;;;;;;;;;23.0;8.5;5.3;9.7;17.7;9.1;5.1;8.7;23.3;20.0
65;Totaal mannen en vrouwen;15 tot 25 jaar;Bovengrens 95%-interval;2024;2.9;49.8;3.2;7.7;3.9;89.6;9.9;3.1;0.2;;;;;;;;;;;;;;;;63.3;9.3;5.3;2.3;2.6;2.3;4.7;0.5;7.1;1.6;0.8;0.8;7.9;2.5;19.3;1.1;19.5;4.6;11.2;81.1;7.0;;;;;;;;;;;;19.6;9.3;5.1;8.4;17.5;8.8;5.9;3.8;27.2;23.0
66;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2014;3.0;48.1;2.3;11.2;9.1;75.8;15.6;8.0;0.6;4.3;3.0;3.0;0.4;5.7;3.0;0.3;2.2;11.6;0.6;0.7;51.6;4.9;5.5;8.6;;;;;;;;;;;;;;;;;;8.5;17.3;70.1;4.1;42.1;4.5;13.9;7.7;0.1;6.6;1.0;1.0;1.6;0.4;21.1;;;;;;;;;;
67;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2015;3.3;49.7;2.3;11.9;9.8;76.4;14.4;8.7;0.5;3.8;3.3;3.4;0.2;6.7;2.2;0.4;1.5;8.2;0.4;0.8;54.9;5.4;4.4;9.8;;;;;;;;;;;;;;;;;;7.7;16.8;71.4;4.1;41.6;5.1;13.8;9.2;0.6;4.1;2.5;1.1;1.4;0.7;20.0;;;;;;;;;;
68;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2016;3.2;51.5;2.5;11.3;9.0;76.6;15.0;7.9;0.5;4.3;3.1;2.6;0.2;6.3;2.8;0.3;2.0;9.6;0.2;0.9;54.6;4.6;4.3;9.1;;;;;;;;;;;;;;;;;;8.6;16.7;70.8;3.9;43.2;3.8;13.6;9.8;0.7;4.0;1.2;0.4;1.4;0.2;21.6;;;;;;;;;;
69;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2017;3.2;48.6;2.4;11.8;9.1;75.9;15.5;8.1;0.5;3.3;3.8;2.8;0.3;8.2;3.0;0.3;2.2;9.8;0.3;0.9;52.6;4.5;3.4;8.7;;;;;;;;;;;;;;;;;;10.0;18.0;68.1;3.8;47.1;4.2;12.4;9.1;0.3;4.9;1.3;0.5;1.6;0.4;18.3;;;;;;;;;;
70;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2018;3.8;53.4;2.7;13.2;10.2;74.5;16.2;8.7;0.6;4.2;2.9;2.7;0.3;8.0;2.7;0.4;1.4;9.7;0.6;1.0;53.7;4.6;4.2;8.3;;;;;;;;;;;;;;;;;;9.1;17.3;69.5;4.1;45.6;3.7;12.5;9.5;0.4;5.2;1.6;1.0;1.7;0.7;18.0;;;;;;;;;;
71;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2019;3.8;53.2;2.7;13.3;10.1;75.3;15.3;8.8;0.6;3.9;2.8;3.1;0.1;9.6;2.6;0.5;1.7;8.9;0.6;0.8;52.1;4.7;4.6;8.7;;;;;;;;;;;;;;;;;;9.6;18.3;67.4;4.7;46.1;3.3;13.1;7.6;0.5;6.2;1.4;0.9;1.3;1.0;18.5;;;;;;;;;;
72;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2020;3.7;48.6;2.7;14.2;11.2;69.4;20.2;9.7;0.6;3.8;3.2;2.8;0.3;9.0;3.0;0.5;2.2;8.2;0.4;0.8;49.3;6.3;4.8;11.0;;;;;;;;;;;;;;;;;;9.1;17.1;67.9;5.9;44.2;3.7;10.4;8.9;0.5;3.8;2.1;1.7;1.9;0.4;22.4;;;;;;;;;;
73;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2021;4.2;50.3;2.6;15.2;12.2;69.6;19.5;10.3;0.6;3.8;2.1;1.6;0.2;11.1;3.0;0.4;2.5;7.1;0.3;0.8;49.7;5.6;4.0;12.4;;;;;;;;;;;;;;;;;;10.6;17.7;66.2;5.5;45.5;4.7;9.8;7.9;1.1;5.6;1.6;0.8;1.4;0.1;21.7;;;;;;;;;;
74;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2022;4.7;65.2;2.7;13.1;9.4;69.5;23.1;6.9;0.5;;;;;;;;;;;;;;;;67.8;3.5;7.9;2.0;2.2;1.9;1.5;0.2;4.2;1.0;0.3;0.7;6.8;8.5;6.3;0.1;6.4;7.5;14.4;72.4;5.7;;;;;;;;;;;;34.4;4.0;5.4;1.6;5.5;5.4;3.7;1.7;23.8;14.5
75;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2023;4.5;58.7;2.8;14.0;10.1;76.3;15.3;7.6;0.7;;;;;;;;;;;;;;;;61.7;5.2;9.4;2.3;2.9;1.8;1.8;0.2;4.7;0.7;0.4;0.7;8.4;7.9;7.9;0.0;7.9;8.0;15.3;71.0;5.7;;;;;;;;;;;;34.2;2.6;6.4;1.6;6.7;7.4;6.2;1.8;17.2;15.9
76;Totaal mannen en vrouwen;25 tot 35 jaar;Waarde;2024;4.5;59.9;2.7;14.1;10.6;76.8;14.7;7.8;0.8;;;;;;;;;;;;;;;;61.5;4.8;9.8;2.3;2.3;2.0;1.6;0.3;5.1;0.7;0.3;0.8;8.4;8.2;8.1;0.1;8.1;7.3;16.5;70.6;5.7;;;;;;;;;;;;32.1;3.5;7.3;2.9;6.4;6.1;5.1;1.4;16.5;18.8
77;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2014;2.7;46.8;2.2;10.2;7.9;74.1;14.2;7.0;0.4;3.6;2.4;2.4;0.2;4.9;2.4;0.1;1.7;10.5;0.3;0.5;49.6;4.1;4.7;7.6;;;;;;;;;;;;;;;;;;7.5;15.9;68.3;3.4;38.4;3.1;11.4;5.9;0.0;5.0;0.5;0.4;0.9;0.1;18.0;;;;;;;;;;
78;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2015;3.0;48.5;2.2;11.0;8.8;74.9;13.3;7.8;0.3;3.2;2.8;2.8;0.1;5.9;1.7;0.2;1.2;7.3;0.2;0.6;53.2;4.7;3.8;8.8;;;;;;;;;;;;;;;;;;6.8;15.5;69.8;3.5;38.2;3.7;11.5;7.5;0.2;2.9;1.6;0.5;0.8;0.2;17.4;;;;;;;;;;
79;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2016;3.0;50.2;2.4;10.5;8.1;75.2;13.8;7.1;0.3;3.6;2.6;2.1;0.1;5.5;2.3;0.2;1.6;8.7;0.1;0.6;52.9;4.0;3.7;8.2;;;;;;;;;;;;;;;;;;7.7;15.5;69.3;3.3;40.0;2.7;11.4;8.0;0.3;2.9;0.7;0.1;0.8;0.1;19.0;;;;;;;;;;
80;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2017;2.9;47.4;2.3;10.9;8.1;74.3;14.3;7.2;0.3;2.7;3.2;2.3;0.2;7.3;2.4;0.2;1.7;8.9;0.2;0.6;50.8;3.8;2.9;7.8;;;;;;;;;;;;;;;;;;9.0;16.7;66.5;3.2;43.8;3.1;10.3;7.4;0.1;3.7;0.7;0.2;0.9;0.2;15.9;;;;;;;;;;
81;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2018;3.6;52.4;2.6;12.3;9.2;73.3;15.2;8.0;0.4;3.7;2.5;2.3;0.2;7.3;2.3;0.3;1.1;8.9;0.4;0.7;52.2;4.0;3.7;7.6;;;;;;;;;;;;;;;;;;8.3;16.2;68.2;3.6;42.9;2.8;10.8;8.0;0.2;4.1;1.1;0.6;1.1;0.3;16.0;;;;;;;;;;
82;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2019;3.6;52.1;2.6;12.5;9.2;74.0;14.2;8.0;0.4;3.4;2.4;2.6;0.0;8.8;2.2;0.3;1.4;8.1;0.4;0.6;50.6;4.1;4.1;7.9;;;;;;;;;;;;;;;;;;8.7;17.2;66.0;4.1;43.3;2.5;11.3;6.2;0.2;4.9;0.9;0.5;0.8;0.6;16.5;;;;;;;;;;
83;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2020;3.5;47.6;2.5;13.2;10.1;68.0;19.0;8.9;0.4;3.2;2.7;2.3;0.2;8.2;2.6;0.3;1.8;7.4;0.2;0.6;47.7;5.6;4.2;10.1;;;;;;;;;;;;;;;;;;8.3;16.0;66.5;5.2;41.2;2.8;8.6;7.3;0.2;2.8;1.4;1.1;1.2;0.1;20.0;;;;;;;;;;
84;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2021;3.9;49.2;2.5;14.1;10.9;68.0;18.2;9.4;0.4;3.2;1.7;1.2;0.1;10.1;2.5;0.2;2.1;6.3;0.2;0.6;48.0;4.9;3.5;11.4;;;;;;;;;;;;;;;;;;9.6;16.4;64.6;4.8;42.4;3.5;8.0;6.3;0.6;4.3;0.9;0.4;0.8;0.0;19.2;;;;;;;;;;
85;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2022;4.4;64.2;2.6;12.4;8.6;68.3;22.1;6.3;0.4;;;;;;;;;;;;;;;;66.6;3.0;7.3;1.7;1.8;1.6;1.2;0.1;3.7;0.7;0.2;0.5;6.2;7.3;5.2;0.0;5.3;6.8;13.5;71.3;5.1;;;;;;;;;;;;31.9;3.0;4.2;1.0;4.3;4.3;2.8;1.1;21.6;12.6
86;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2023;4.2;57.7;2.7;13.2;9.2;75.2;14.4;7.0;0.5;;;;;;;;;;;;;;;;60.4;4.6;8.6;2.0;2.4;1.4;1.5;0.1;4.1;0.6;0.2;0.5;7.7;6.7;6.6;0.0;6.6;7.3;14.4;69.8;5.1;;;;;;;;;;;;31.6;1.8;5.1;1.0;5.4;6.1;5.0;1.2;15.3;13.9
87;Totaal mannen en vrouwen;25 tot 35 jaar;Ondergrens 95%-interval;2024;4.3;58.9;2.6;13.3;9.7;75.6;13.8;7.1;0.6;;;;;;;;;;;;;;;;60.3;4.3;9.1;2.0;2.0;1.6;1.3;0.1;4.6;0.5;0.2;0.6;7.7;7.0;6.9;0.0;6.9;6.6;15.6;69.4;5.1;;;;;;;;;;;;29.7;2.6;5.9;2.1;5.2;5.0;4.1;0.8;14.7;16.8
88;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2014;3.3;49.4;2.5;12.3;10.4;77.4;17.1;9.1;1.0;5.2;3.7;3.7;0.8;6.6;3.7;0.6;2.8;12.9;1.0;1.1;53.6;5.7;6.4;9.7;;;;;;;;;;;;;;;;;;9.6;18.8;71.9;4.9;46.0;6.4;16.9;9.9;0.7;8.8;2.0;2.2;2.9;1.2;24.5;;;;;;;;;;
89;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2015;3.6;50.9;2.4;12.9;10.9;77.8;15.7;9.7;0.7;4.5;4.0;4.1;0.5;7.6;2.8;0.7;2.0;9.1;0.7;1.2;56.7;6.2;5.1;10.8;;;;;;;;;;;;;;;;;;8.7;18.1;72.9;4.9;45.0;7.1;16.4;11.4;1.4;5.7;3.9;2.1;2.4;1.9;22.9;;;;;;;;;;
90;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2016;3.5;52.7;2.6;12.2;10.0;78.0;16.2;8.9;0.8;5.1;3.8;3.2;0.4;7.1;3.4;0.5;2.5;10.6;0.4;1.3;56.3;5.4;5.0;10.1;;;;;;;;;;;;;;;;;;9.5;17.9;72.3;4.7;46.5;5.2;16.1;11.9;1.5;5.5;2.1;1.2;2.5;1.0;24.5;;;;;;;;;;
91;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2017;3.4;49.8;2.6;12.7;10.0;77.3;16.9;9.1;0.8;4.0;4.5;3.5;0.6;9.2;3.6;0.6;2.8;10.9;0.6;1.3;54.3;5.2;4.1;9.7;;;;;;;;;;;;;;;;;;11.2;19.3;69.7;4.6;50.3;5.7;14.8;11.2;0.9;6.6;2.2;1.1;2.7;1.0;21.1;;;;;;;;;;
92;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2018;4.1;54.4;2.8;14.0;11.1;75.8;17.3;9.6;0.8;4.8;3.4;3.2;0.5;8.8;3.2;0.6;1.8;10.6;0.9;1.3;55.1;5.2;4.8;9.1;;;;;;;;;;;;;;;;;;10.0;18.4;70.8;4.7;48.3;4.9;14.5;11.3;0.9;6.7;2.4;1.8;2.6;1.4;20.2;;;;;;;;;;
93;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2019;4.1;54.3;2.8;14.2;11.0;76.5;16.4;9.7;0.9;4.6;3.4;3.6;0.2;10.5;3.2;0.8;2.2;9.8;0.8;1.2;53.7;5.3;5.2;9.6;;;;;;;;;;;;;;;;;;10.5;19.5;68.7;5.4;48.8;4.5;15.2;9.2;1.1;7.7;2.1;1.6;2.2;1.8;20.8;;;;;;;;;;
94;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2020;4.0;49.7;2.8;15.1;12.2;70.8;21.5;10.7;0.9;4.4;3.8;3.3;0.6;9.9;3.6;0.8;2.6;9.1;0.6;1.1;50.9;7.0;5.5;12.0;;;;;;;;;;;;;;;;;;10.0;18.2;69.4;6.7;47.1;5.0;12.5;10.7;1.3;5.1;3.2;2.6;3.0;1.0;25.0;;;;;;;;;;
95;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2021;4.5;51.5;2.8;16.3;13.4;71.1;20.9;11.4;0.9;4.6;2.7;2.1;0.5;12.2;3.6;0.7;3.1;8.0;0.5;1.2;51.4;6.4;4.7;13.6;;;;;;;;;;;;;;;;;;11.7;19.0;67.8;6.4;48.6;6.2;11.9;9.9;2.1;7.2;2.6;1.5;2.4;0.7;24.3;;;;;;;;;;
96;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2022;4.9;66.1;2.8;13.8;10.3;70.6;24.2;7.6;0.8;;;;;;;;;;;;;;;;69.0;4.0;8.7;2.4;2.6;2.4;1.8;0.3;4.7;1.2;0.4;1.0;7.4;10.0;7.7;0.4;7.8;8.2;15.3;73.6;6.3;;;;;;;;;;;;37.1;5.3;6.9;2.5;6.9;6.9;5.0;2.7;26.2;16.5
97;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2023;4.8;59.7;2.9;14.8;11.1;77.5;16.4;8.4;0.9;;;;;;;;;;;;;;;;63.0;5.8;10.2;2.8;3.4;2.2;2.2;0.4;5.3;1.0;0.5;0.9;9.2;9.3;9.4;;9.4;8.7;16.3;72.2;6.4;;;;;;;;;;;;36.8;3.7;8.0;2.5;8.3;9.1;7.8;2.7;19.3;18.1
98;Totaal mannen en vrouwen;25 tot 35 jaar;Bovengrens 95%-interval;2024;4.8;60.8;2.9;14.9;11.5;77.8;15.6;8.5;1.1;;;;;;;;;;;;;;;;62.8;5.3;10.6;2.8;2.8;2.4;2.0;0.4;5.7;1.0;0.4;1.1;9.1;9.6;9.6;0.4;9.6;8.0;17.5;71.7;6.3;;;;;;;;;;;;34.6;4.6;8.9;4.1;7.9;7.5;6.4;2.2;18.4;21.0
99;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2014;3.8;46.2;2.2;14.7;12.9;69.0;19.4;10.5;1.1;5.6;5.6;3.4;0.8;6.4;2.6;0.4;2.4;9.3;0.5;0.9;47.9;5.7;1.7;10.5;;;;;;;;;;;;;;;;;;7.9;18.1;70.0;4.0;45.0;3.0;10.8;11.0;0.2;6.8;1.4;0.7;1.6;0.4;19.2;;;;;;;;;;
100;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2015;3.8;48.9;2.1;14.2;11.9;70.7;18.5;10.1;0.7;5.7;4.1;3.7;0.7;6.9;2.1;0.6;2.7;7.7;0.5;1.0;51.3;5.3;1.3;9.8;;;;;;;;;;;;;;;;;;7.5;15.9;71.2;5.4;43.5;3.8;13.1;9.7;0.1;6.0;2.2;0.8;1.6;0.4;18.7;;;;;;;;;;
101;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2016;3.6;49.1;2.3;13.3;11.4;71.6;18.3;9.4;0.7;5.7;3.9;3.4;0.5;7.1;2.5;0.3;2.3;9.2;0.7;1.2;50.7;4.6;1.0;9.8;;;;;;;;;;;;;;;;;;7.5;15.9;72.3;4.3;43.1;4.0;13.3;11.8;0.1;5.7;1.1;0.3;1.8;0.9;17.9;;;;;;;;;;
102;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2017;3.9;46.7;2.3;14.6;12.9;71.7;16.6;10.8;1.0;5.6;4.5;3.1;0.7;8.2;2.7;0.6;1.7;8.4;0.7;0.9;49.9;4.4;1.2;10.1;;;;;;;;;;;;;;;;;;10.3;16.6;68.8;4.3;43.7;3.6;12.3;10.0;0.4;6.2;2.0;0.6;1.8;0.2;19.0;;;;;;;;;;
103;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2018;4.2;51.1;2.6;15.0;13.2;68.9;19.1;11.1;0.9;5.6;3.7;3.1;0.5;8.3;2.3;0.5;2.3;8.1;0.5;0.9;51.4;4.9;1.4;9.7;;;;;;;;;;;;;;;;;;8.8;16.6;70.6;3.9;43.5;3.0;13.2;10.1;0.4;6.4;1.7;0.7;1.7;0.5;18.8;;;;;;;;;;
104;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2019;4.4;49.6;2.6;15.9;13.7;70.5;17.0;11.5;1.0;4.8;4.5;3.4;0.8;9.1;2.5;0.6;2.0;8.6;0.5;1.1;49.3;4.6;1.7;9.7;;;;;;;;;;;;;;;;;;9.0;16.5;69.6;4.9;42.1;4.8;12.4;9.9;0.2;7.1;2.4;0.7;1.6;0.3;18.4;;;;;;;;;;
105;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2020;4.4;46.5;2.5;17.5;14.5;65.0;22.4;11.6;1.0;5.4;4.2;2.5;0.5;8.7;2.2;0.6;2.7;6.9;0.4;1.0;48.0;6.5;1.6;12.7;;;;;;;;;;;;;;;;;;9.7;15.1;69.4;5.8;38.5;3.2;11.9;10.7;0.2;7.3;2.3;1.6;2.3;0.5;21.3;;;;;;;;;;
106;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2021;4.3;45.4;2.6;17.3;15.6;62.5;23.8;12.5;1.1;4.5;3.4;2.2;0.5;10.0;3.5;0.5;2.8;7.6;0.2;0.7;43.3;4.8;1.6;17.1;;;;;;;;;;;;;;;;;;9.5;15.9;68.9;5.7;42.0;3.4;11.9;9.4;0.7;6.0;1.6;1.1;0.7;0.2;23.0;;;;;;;;;;
107;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2022;5.5;61.5;2.5;16.1;13.1;63.1;26.8;9.1;1.0;;;;;;;;;;;;;;;;67.4;3.5;7.5;2.1;2.8;2.0;1.9;0.5;2.8;1.4;0.2;0.4;7.5;3.1;4.4;0.9;4.9;7.8;12.8;73.4;6.0;;;;;;;;;;;;31.3;3.6;5.4;1.2;9.6;4.4;5.9;1.8;22.1;14.6
108;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2023;4.9;54.1;2.6;16.4;14.4;70.5;18.4;9.9;1.2;;;;;;;;;;;;;;;;58.8;5.0;9.2;2.3;3.5;2.6;1.9;0.5;4.9;1.4;0.4;1.0;8.5;5.1;7.3;1.6;8.3;7.4;14.8;72.1;5.6;;;;;;;;;;;;35.1;5.2;6.4;3.3;7.0;6.2;8.0;1.8;12.3;14.8
109;Totaal mannen en vrouwen;35 tot 45 jaar;Waarde;2024;5.3;54.9;2.7;17.8;15.7;70.0;17.4;11.2;1.5;;;;;;;;;;;;;;;;58.4;4.7;10.1;2.1;3.3;2.9;2.4;0.4;4.3;1.2;0.4;0.7;8.9;4.1;5.8;1.9;7.1;7.7;15.9;70.7;5.7;;;;;;;;;;;;30.6;3.8;7.5;1.7;8.8;7.2;7.3;3.6;14.9;14.5
