ID;KenmerkenWerknemers;Marges;Perioden;RegelmatigVeelKrachtZetten_1;RegelmatigHardPraten_2;RegelmatigTeMakenMetTrillingen_3;GevaarlijkWerkTot2018_4;GevaarlijkWerkVanaf2018_5;Vallen_6;Struikelen_7;Bekneld_8;Snijden_9;Botsen_10;GevaarlijkeStoffen_11;Geweld_12;Verbranden_13;Verstikking_14;Anders_15;WaterigeOplossingen_16;StoffenOpHuid_17;AdemtStoffenIn_18;BesmettePersonen_19;WerktMetOfDichtbijOngezondeStoffen_20;Besmettingskans_21;BesmettingskansViaPatienten_22;BesmettingskansViaAndereMensen_23;BesmettingskansViaDieren_24;BesmettingskansViaWater_25;BesmettingskansViaOnderzoeksmateriaal_26;BesmettingskansViaAnderMateriaal_27;InOngemakkelijkeWerkhoudingWerken_28;TijdensWerkRepeterendeBewegingMaken_29;UurPerDagAanBeeldschermVoorWerk_30
126;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2014;18.4;6.3;8.6;3.7;;;;;;;;;;;;14.9;8.5;7.3;6.1;;;;;;;;;10.8;38.7;4.5
127;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2015;20.6;7.8;10.1;5.6;;;;;;;;;;;;16.9;8.7;8.7;5.9;;;;;;;;;9.4;37.9;4.4
128;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2016;18.8;8.6;8.9;4.9;;;;;;;;;;;;15.2;9.3;7.8;6.6;;;;;;;;;10.1;35.8;4.4
129;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2017;20.8;8.1;8.8;5.8;;;;;;;;;;;;16.3;8.9;9.1;6.9;;;;;;;;;10.1;36.0;4.5
130;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2018;19.3;8.2;8.3;;16.2;2.0;6.5;2.6;5.6;5.6;2.5;3.8;2.9;0.5;3.3;15.2;9.6;8.1;7.7;;;;;;;;;11.4;34.6;4.4
131;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2019;17.5;8.4;8.0;;15.8;2.4;5.6;2.0;5.5;5.1;2.8;3.9;3.4;1.0;2.7;15.3;9.3;8.0;7.4;;;;;;;;;10.1;34.0;4.5
132;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2020;15.9;7.1;7.2;;13.2;2.1;4.7;2.4;5.0;4.7;2.6;2.6;2.6;0.7;2.8;12.7;8.6;7.8;10.5;;;;;;;;;9.8;32.4;4.9
133;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2021;17.6;7.5;8.5;;13.7;2.2;5.7;2.4;5.0;4.3;2.9;2.7;3.9;0.7;3.3;14.1;9.7;8.3;11.4;;;;;;;;;10.9;34.0;4.9
134;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;Migratieachtergrond: niet-westers;Waarde;2014;22.1;8.9;9.9;4.2;;;;;;;;;;;;18.9;11.5;9.3;6.2;;;;;;;;;10.8;39.8;3.8
136;Migratieachtergrond: niet-westers;Waarde;2015;20.9;9.0;9.3;4.2;;;;;;;;;;;;19.1;11.8;10.5;6.6;;;;;;;;;10.3;38.1;3.9
137;Migratieachtergrond: niet-westers;Waarde;2016;21.5;8.3;9.6;3.9;;;;;;;;;;;;18.4;12.0;9.9;6.5;;;;;;;;;10.3;37.7;4.0
138;Migratieachtergrond: niet-westers;Waarde;2017;21.7;8.9;11.1;4.2;;;;;;;;;;;;18.3;11.8;10.6;6.3;;;;;;;;;10.9;37.6;4.2
139;Migratieachtergrond: niet-westers;Waarde;2018;18.6;8.5;9.2;;13.7;1.7;4.2;1.7;4.6;3.8;2.5;2.6;2.3;0.6;2.6;17.1;11.3;10.5;7.1;;;;;;;;;9.9;35.6;4.2
140;Migratieachtergrond: niet-westers;Waarde;2019;19.8;9.4;9.5;;13.5;1.6;4.4;1.5;4.4;2.9;2.3;2.5;2.6;0.6;2.6;17.6;12.1;10.6;7.8;;;;;;;;;10.0;36.0;4.3
141;Migratieachtergrond: niet-westers;Waarde;2020;16.2;7.6;8.0;;10.9;1.1;3.4;1.1;3.2;2.7;1.5;2.1;1.9;0.3;2.5;15.2;9.9;8.6;10.6;;;;;;;;;8.3;32.0;4.7
142;Migratieachtergrond: niet-westers;Waarde;2021;17.3;7.3;8.9;;11.6;1.2;3.7;1.5;3.6;3.5;1.8;2.3;2.0;0.3;1.6;15.5;10.1;9.9;10.8;;;;;;;;;9.1;31.4;4.7
143;Migratieachtergrond: niet-westers;Waarde;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2014;20.3;7.8;8.7;3.4;;;;;;;;;;;;17.3;10.2;8.2;5.3;;;;;;;;;9.6;37.6;3.7
145;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2015;19.4;8.0;8.3;3.5;;;;;;;;;;;;17.7;10.7;9.4;5.8;;;;;;;;;9.3;36.3;3.8
146;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2016;20.1;7.4;8.6;3.2;;;;;;;;;;;;17.0;10.9;8.9;5.7;;;;;;;;;9.2;35.9;3.9
147;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2017;20.2;8.0;10.0;3.6;;;;;;;;;;;;16.9;10.7;9.5;5.5;;;;;;;;;9.8;35.9;4.0
148;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2018;17.5;7.7;8.4;;12.7;1.4;3.7;1.4;4.1;3.3;2.1;2.1;1.9;0.4;2.2;16.1;10.4;9.6;6.3;;;;;;;;;9.0;34.2;4.1
149;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2019;18.6;8.6;8.6;;12.5;1.3;3.9;1.2;3.8;2.4;1.9;2.1;2.2;0.4;2.1;16.5;11.1;9.7;7.1;;;;;;;;;9.1;34.5;4.2
150;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2020;15.1;6.8;7.2;;10.0;0.8;2.9;0.8;2.7;2.2;1.2;1.7;1.5;0.2;2.1;14.2;9.0;7.8;9.7;;;;;;;;;7.5;30.6;4.6
151;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2021;16.1;6.5;8.0;;10.6;0.9;3.1;1.2;3.0;2.9;1.4;1.8;1.5;0.2;1.2;14.4;9.1;8.9;9.8;;;;;;;;;8.2;29.9;4.6
152;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2014;24.0;10.2;11.3;5.1;;;;;;;;;;;;20.7;13.0;10.6;7.4;;;;;;;;;12.3;41.9;4.0
154;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2015;22.5;10.1;10.4;5.0;;;;;;;;;;;;20.5;13.1;11.7;7.6;;;;;;;;;11.5;39.9;4.0
155;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2016;23.1;9.4;10.8;4.6;;;;;;;;;;;;19.8;13.2;11.1;7.5;;;;;;;;;11.4;39.5;4.2
156;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2017;23.3;10.0;12.3;5.0;;;;;;;;;;;;19.7;13.0;11.7;7.3;;;;;;;;;12.0;39.4;4.3
157;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2018;19.7;9.3;10.1;;14.7;2.1;4.8;2.1;5.3;4.4;3.0;3.1;2.8;0.9;3.1;18.2;12.2;11.4;7.9;;;;;;;;;10.7;37.0;4.2
158;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2019;21.0;10.3;10.4;;14.6;2.0;5.1;1.9;5.1;3.5;2.9;3.0;3.1;0.9;3.1;18.8;13.1;11.5;8.7;;;;;;;;;10.9;37.4;4.4
159;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2020;17.4;8.4;8.8;;11.9;1.5;4.0;1.5;3.7;3.2;1.9;2.6;2.4;0.5;3.1;16.3;10.8;9.5;11.6;;;;;;;;;9.1;33.4;4.8
160;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2021;18.6;8.2;9.9;;12.7;1.6;4.4;2.0;4.3;4.2;2.4;2.8;2.5;0.6;2.1;16.7;11.1;10.9;11.8;;;;;;;;;10.1;33.0;4.9
161;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
162;Migratieachtergrond: 1e gen niet-west...;Waarde;2014;22.7;10.9;11.5;4.4;;;;;;;;;;;;21.6;13.6;11.7;6.9;;;;;;;;;11.8;40.9;3.8
163;Migratieachtergrond: 1e gen niet-west...;Waarde;2015;22.0;10.3;11.0;4.4;;;;;;;;;;;;22.4;13.5;12.8;7.4;;;;;;;;;11.5;38.5;4.0
164;Migratieachtergrond: 1e gen niet-west...;Waarde;2016;22.6;10.2;11.7;3.9;;;;;;;;;;;;22.2;14.6;13.2;7.2;;;;;;;;;11.5;37.5;4.1
165;Migratieachtergrond: 1e gen niet-west...;Waarde;2017;21.4;10.8;13.2;4.3;;;;;;;;;;;;21.8;14.0;12.6;6.1;;;;;;;;;12.0;37.4;4.2
166;Migratieachtergrond: 1e gen niet-west...;Waarde;2018;19.3;10.1;10.9;;13.9;1.8;3.8;1.5;4.6;3.4;2.6;2.5;2.1;0.7;2.9;19.6;12.9;12.8;7.8;;;;;;;;;11.3;37.2;4.2
167;Migratieachtergrond: 1e gen niet-west...;Waarde;2019;21.5;11.9;11.6;;13.2;1.9;4.4;1.4;4.3;2.4;2.4;2.0;2.2;0.4;2.3;21.0;15.3;13.1;8.4;;;;;;;;;11.4;37.5;4.4
168;Migratieachtergrond: 1e gen niet-west...;Waarde;2020;17.5;9.4;9.7;;11.6;1.3;3.4;1.2;3.3;2.6;1.9;2.2;1.8;0.5;2.7;19.1;12.3;10.6;10.0;;;;;;;;;8.7;32.8;4.7
169;Migratieachtergrond: 1e gen niet-west...;Waarde;2021;19.0;8.8;10.7;;11.6;1.6;3.9;1.7;3.3;3.3;1.8;1.9;1.9;0.4;1.8;19.0;12.4;12.2;10.8;;;;;;;;;9.7;31.9;4.9
170;Migratieachtergrond: 1e gen niet-west...;Waarde;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
171;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2014;20.6;9.5;10.0;3.5;;;;;;;;;;;;19.6;11.9;10.2;5.7;;;;;;;;;10.3;38.4;3.6
172;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2015;20.1;9.0;9.7;3.5;;;;;;;;;;;;20.6;12.0;11.4;6.2;;;;;;;;;10.1;36.3;3.9
173;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2016;20.7;8.9;10.2;3.1;;;;;;;;;;;;20.4;13.1;11.7;6.0;;;;;;;;;10.1;35.3;3.9
174;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2017;19.6;9.5;11.7;3.4;;;;;;;;;;;;20.0;12.5;11.2;5.1;;;;;;;;;10.6;35.2;4.1
175;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2018;17.9;9.1;9.8;;12.6;1.4;3.1;1.1;3.9;2.8;2.0;2.0;1.6;0.4;2.4;18.2;11.7;11.6;6.8;;;;;;;;;10.2;35.5;4.1
176;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2019;19.9;10.7;10.4;;12.0;1.5;3.7;1.1;3.6;1.9;1.8;1.5;1.7;0.2;1.8;19.5;14.0;11.9;7.4;;;;;;;;;10.3;35.7;4.3
177;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2020;16.1;8.4;8.6;;10.4;0.9;2.8;0.8;2.7;2.0;1.5;1.7;1.4;0.3;2.2;17.7;11.1;9.5;8.9;;;;;;;;;7.6;31.0;4.5
178;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2021;17.3;7.7;9.4;;10.3;1.1;3.1;1.2;2.6;2.6;1.3;1.5;1.3;0.2;1.3;17.4;11.1;10.9;9.5;;;;;;;;;8.5;30.0;4.7
179;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2014;25.0;12.6;13.3;5.6;;;;;;;;;;;;23.7;15.4;13.4;8.4;;;;;;;;;13.6;43.5;4.0
181;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2015;24.0;11.8;12.6;5.4;;;;;;;;;;;;24.3;15.1;14.4;8.7;;;;;;;;;13.1;40.8;4.2
182;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2016;24.6;11.6;13.2;4.9;;;;;;;;;;;;24.2;16.3;14.8;8.4;;;;;;;;;13.0;39.8;4.2
183;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2017;23.4;12.3;14.8;5.3;;;;;;;;;;;;23.7;15.6;14.1;7.3;;;;;;;;;13.6;39.6;4.4
184;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2018;20.8;11.3;12.1;;15.2;2.3;4.5;2.0;5.5;4.1;3.3;3.2;2.7;1.1;3.6;21.1;14.2;14.1;8.9;;;;;;;;;12.5;39.0;4.3
185;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2019;23.0;13.1;12.8;;14.5;2.5;5.2;1.9;5.1;3.1;3.0;2.6;2.9;0.8;3.0;22.6;16.7;14.4;9.6;;;;;;;;;12.7;39.4;4.5
186;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2020;19.0;10.6;10.9;;12.9;1.8;4.1;1.7;4.1;3.3;2.5;2.8;2.5;0.9;3.4;20.7;13.6;11.8;11.2;;;;;;;;;9.8;34.6;4.8
187;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2021;20.7;10.0;12.1;;13.1;2.3;4.8;2.4;4.2;4.3;2.6;2.6;2.6;0.7;2.5;20.8;13.9;13.7;12.2;;;;;;;;;11.0;33.9;5.0
188;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;Migratieachtergrond: 2e gen niet-west...;Waarde;2014;21.1;5.5;7.3;3.8;;;;;;;;;;;;14.4;8.0;5.2;5.1;;;;;;;;;9.2;37.9;3.9
190;Migratieachtergrond: 2e gen niet-west...;Waarde;2015;19.2;6.9;6.5;3.8;;;;;;;;;;;;13.6;9.2;6.8;5.4;;;;;;;;;8.5;37.4;3.8
191;Migratieachtergrond: 2e gen niet-west...;Waarde;2016;20.1;5.7;6.7;3.8;;;;;;;;;;;;12.8;8.3;5.3;5.7;;;;;;;;;8.5;37.9;4.0
192;Migratieachtergrond: 2e gen niet-west...;Waarde;2017;22.1;6.3;8.3;4.2;;;;;;;;;;;;13.4;8.9;7.8;6.6;;;;;;;;;9.3;37.9;4.0
193;Migratieachtergrond: 2e gen niet-west...;Waarde;2018;17.5;6.2;6.8;;13.5;1.6;4.9;2.0;4.7;4.4;2.4;2.6;2.6;0.6;2.2;13.7;9.0;7.3;6.0;;;;;;;;;7.9;33.3;4.1
194;Migratieachtergrond: 2e gen niet-west...;Waarde;2019;17.4;6.1;6.6;;14.0;1.2;4.5;1.5;4.6;3.5;2.3;3.2;3.1;0.9;3.0;13.0;7.6;7.2;7.0;;;;;;;;;7.9;33.8;4.1
195;Migratieachtergrond: 2e gen niet-west...;Waarde;2020;14.4;5.0;5.7;;10.0;0.8;3.5;1.0;3.0;2.8;1.0;1.9;1.9;0.1;2.3;9.7;6.5;5.9;11.5;;;;;;;;;7.7;30.9;4.6
196;Migratieachtergrond: 2e gen niet-west...;Waarde;2021;15.1;5.4;6.5;;11.6;0.6;3.4;1.3;4.0;3.7;1.9;2.7;2.1;0.3;1.3;10.8;7.0;6.7;10.8;;;;;;;;;8.3;30.7;4.5
197;Migratieachtergrond: 2e gen niet-west...;Waarde;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2014;17.9;3.9;5.4;2.5;;;;;;;;;;;;11.8;6.1;3.7;3.7;;;;;;;;;7.2;34.3;3.6
199;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2015;16.8;5.5;5.2;2.8;;;;;;;;;;;;11.7;7.6;5.4;4.2;;;;;;;;;6.9;34.5;3.6
200;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2016;17.8;4.5;5.4;2.9;;;;;;;;;;;;11.0;6.9;4.2;4.4;;;;;;;;;7.1;35.2;3.8
201;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2017;19.7;5.1;6.8;3.1;;;;;;;;;;;;11.5;7.4;6.4;5.3;;;;;;;;;7.7;35.1;3.8
202;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2018;15.8;5.2;5.7;;12.0;1.1;4.0;1.5;3.8;3.5;1.8;2.0;1.9;0.3;1.6;12.2;7.8;6.2;5.0;;;;;;;;;6.7;31.2;4.0
203;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2019;15.7;5.0;5.5;;12.4;0.8;3.6;1.0;3.7;2.7;1.7;2.5;2.4;0.5;2.2;11.5;6.4;6.0;5.9;;;;;;;;;6.8;31.5;3.9
204;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2020;12.7;4.1;4.6;;8.6;0.5;2.7;0.6;2.3;2.1;0.6;1.4;1.4;0.0;1.7;8.4;5.4;4.8;10.0;;;;;;;;;6.6;28.7;4.5
205;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2021;13.3;4.3;5.3;;10.0;0.3;2.6;0.9;3.1;2.8;1.3;1.9;1.4;0.1;0.8;9.3;5.8;5.5;9.3;;;;;;;;;7.0;28.4;4.4
206;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2014;24.7;7.6;9.8;5.7;;;;;;;;;;;;17.4;10.5;7.3;7.0;;;;;;;;;11.7;41.7;4.1
208;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2015;21.8;8.6;8.2;5.2;;;;;;;;;;;;15.9;11.1;8.5;6.9;;;;;;;;;10.3;40.5;4.0
209;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2016;22.6;7.2;8.4;5.1;;;;;;;;;;;;14.9;10.0;6.8;7.2;;;;;;;;;10.3;40.8;4.2
210;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2017;24.7;7.9;10.0;5.5;;;;;;;;;;;;15.5;10.7;9.5;8.2;;;;;;;;;11.1;40.8;4.2
211;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2018;19.4;7.4;8.1;;15.1;2.2;5.9;2.8;5.8;5.5;3.2;3.5;3.4;1.1;3.0;15.3;10.4;8.6;7.2;;;;;;;;;9.2;35.5;4.2
212;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2019;19.4;7.3;8.0;;15.7;1.9;5.6;2.3;5.7;4.6;3.2;4.2;4.1;1.5;3.9;14.7;9.0;8.5;8.3;;;;;;;;;9.3;36.1;4.2
213;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2020;16.2;6.2;6.9;;11.5;1.4;4.5;1.6;3.9;3.7;1.5;2.7;2.8;0.3;3.1;11.2;7.8;7.1;13.1;;;;;;;;;9.1;33.1;4.8
214;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2021;17.1;6.7;8.0;;13.4;1.1;4.5;2.1;5.2;4.9;2.7;3.7;3.0;0.9;2.1;12.5;8.4;8.1;12.5;;;;;;;;;9.9;33.2;4.7
215;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;Migratieachtergrond : onbekend;Waarde;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;Migratieachtergrond : onbekend;Waarde;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;Migratieachtergrond : onbekend;Waarde;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;Migratieachtergrond : onbekend;Waarde;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;Migratieachtergrond : onbekend;Waarde;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;Migratieachtergrond : onbekend;Waarde;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;Migratieachtergrond : onbekend;Waarde;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;Migratieachtergrond : onbekend;Waarde;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;Migratieachtergrond : onbekend;Waarde;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;Migratieachtergrond : onbekend;Bovengrens 95%-interval;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;Arbeidsduur: deeltijd;Waarde;2014;22.2;4.5;5.3;2.4;;;;;;;;;;;;20.8;10.1;5.0;6.7;;;;;;;;;10.2;36.9;3.2
244;Arbeidsduur: deeltijd;Waarde;2015;21.9;4.6;5.3;2.7;;;;;;;;;;;;19.7;9.7;4.8;6.5;;;;;;;;;10.0;37.2;3.2
245;Arbeidsduur: deeltijd;Waarde;2016;21.6;5.0;5.5;2.6;;;;;;;;;;;;20.0;10.2;5.6;7.0;;;;;;;;;10.0;36.4;3.2
246;Arbeidsduur: deeltijd;Waarde;2017;22.5;5.1;5.6;2.7;;;;;;;;;;;;19.6;10.0;5.3;6.9;;;;;;;;;10.8;36.9;3.4
247;Arbeidsduur: deeltijd;Waarde;2018;21.4;5.6;5.6;;13.1;0.7;4.3;1.0;4.5;2.7;1.4;2.6;2.3;0.2;2.0;19.1;9.7;5.8;7.7;;;;;;;;;10.8;36.0;3.4
248;Arbeidsduur: deeltijd;Waarde;2019;21.1;5.9;5.7;;13.4;0.9;4.3;1.0;4.6;2.8;1.5;2.9;2.5;0.3;2.0;18.9;9.9;6.0;7.9;;;;;;;;;10.7;35.4;3.4
249;Arbeidsduur: deeltijd;Waarde;2020;18.9;4.8;5.2;;10.8;0.6;3.2;0.8;3.2;2.4;1.1;2.1;1.8;0.2;2.1;16.0;8.5;4.8;12.8;;;;;;;;;9.3;32.7;3.6
250;Arbeidsduur: deeltijd;Waarde;2021;19.4;4.8;5.5;;11.5;0.8;3.5;0.9;3.6;2.8;1.2;2.0;1.9;0.2;2.0;16.6;8.3;4.8;12.2;;;;;;;;;9.9;32.5;3.7
251;Arbeidsduur: deeltijd;Waarde;2022;22.4;5.0;4.8;;11.8;0.7;3.8;0.8;3.7;2.6;1.1;2.3;2.1;0.2;1.8;;;;;4.9;60.6;21.7;45.7;1.3;1.5;0.7;2.4;10.2;32.4;3.5
252;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2014;21.5;4.1;5.0;2.1;;;;;;;;;;;;20.1;9.6;4.7;6.3;;;;;;;;;9.7;36.1;3.1
253;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2015;21.3;4.3;5.0;2.5;;;;;;;;;;;;19.2;9.3;4.5;6.1;;;;;;;;;9.6;36.5;3.2
254;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2016;21.0;4.7;5.2;2.4;;;;;;;;;;;;19.4;9.7;5.2;6.6;;;;;;;;;9.6;35.8;3.2
255;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2017;21.9;4.8;5.3;2.5;;;;;;;;;;;;19.0;9.6;4.9;6.6;;;;;;;;;10.4;36.3;3.3
256;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2018;20.9;5.3;5.3;;12.7;0.6;4.1;0.9;4.3;2.5;1.2;2.4;2.2;0.2;1.9;18.7;9.3;5.6;7.4;;;;;;;;;10.4;35.5;3.3
257;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2019;20.6;5.6;5.4;;12.9;0.8;4.1;0.8;4.3;2.6;1.4;2.7;2.3;0.2;1.8;18.5;9.5;5.7;7.6;;;;;;;;;10.4;34.8;3.4
258;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2020;18.4;4.5;4.9;;10.5;0.5;3.0;0.7;3.0;2.2;1.0;1.9;1.6;0.1;1.9;15.5;8.1;4.6;12.4;;;;;;;;;9.0;32.1;3.6
259;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2021;18.9;4.6;5.2;;11.0;0.7;3.2;0.7;3.3;2.5;1.1;1.8;1.8;0.2;1.8;16.1;7.9;4.5;11.8;;;;;;;;;9.5;31.9;3.6
260;Arbeidsduur: deeltijd;Ondergrens 95%-interval;2022;21.9;4.8;4.5;;11.4;0.6;3.6;0.7;3.5;2.4;0.9;2.2;1.9;0.2;1.7;;;;;4.6;60.0;21.3;45.1;1.2;1.4;0.6;2.2;9.8;31.8;3.5
261;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2014;22.9;4.8;5.7;2.6;;;;;;;;;;;;21.4;10.6;5.4;7.1;;;;;;;;;10.7;37.7;3.2
262;Arbeidsduur: deeltijd;Bovengrens 95%-interval;2015;22.5;4.9;5.6;3.0;;;;;;;;;;;;20.3;10.1;5.1;6.8;;;;;;;;;10.5;37.9;3.3
