ID;RegioS;Herkomst;Kenmerken;ParticuliereHuishoudensMetInkomen_1;BesteedbaarInkomen_2;GestandaardiseerdInkomen_3;AantalHuishoudensMet52WekenInkomen_4;BesteedbaarInkomen_5;GestandaardiseerdInkomen_6;MetLaagInkomen_7;MetLangdurigLaagInkomen_8;OnderOfRondSociaalMinimum_9
593;West-Nederland;24;Soc. econ. categorie:overige uitkeringen;30.1;12.1;8.7;26.0;12.8;9.2;20.8;8.7;16.2
594;West-Nederland;24;Eenpersoonshuishoudens;40.9;12.3;12.3;34.7;13.7;13.7;13.0;4.4;9.7
595;West-Nederland;24;Meerpersoonshuishoudens zonder kinderen;18.1;25.3;17.1;17.1;26.4;17.9;3.8;1.1;3.6
596;West-Nederland;24;Meerpersoonshuishoudens met kinderen;37.4;21.9;12.0;35.5;22.6;12.3;16.5;6.7;11.4
597;West-Nederland;24;Leeftijd hoofdkostwinner: tot 45 jaar;71.7;17.6;12.7;63.6;19.2;13.7;23.8;7.3;16.8
598;West-Nederland;24;Leeftijd hoofdkostwinner: 45-65 jaar;21.8;21.4;14.3;20.8;22.1;14.7;7.8;3.8;6.2
599;West-Nederland;24;Leeftijd hoofdkostwinner: 65 jr en ouder;3.0;16.4;13.1;2.9;16.7;13.3;1.8;1.1;1.7
600;Zuid-Nederland;10;Totaal Kenmerken;1422.3;26.1;17.8;1389.9;26.4;18.0;161.7;70.3;120.0
601;Zuid-Nederland;10;Sociaal-economische categorie: actief;911.5;29.9;19.4;901.7;30.2;19.6;49.9;9.6;32.4
602;Zuid-Nederland;10;Sociaal economische categorie: pensioen;332.6;19.7;15.9;331.9;19.7;15.9;46.2;28.7;38.2
603;Zuid-Nederland;10;Soc. econ. categorie:overige uitkeringen;178.3;18.8;13.4;156.2;18.6;13.3;65.6;32.0;49.4
604;Zuid-Nederland;10;Eenpersoonshuishoudens;400.5;15.1;15.1;383.7;15.4;15.4;83.8;43.7;61.5
605;Zuid-Nederland;10;Meerpersoonshuishoudens zonder kinderen;616.3;30.6;20.6;609.4;30.7;20.6;30.4;10.7;28.0
606;Zuid-Nederland;10;Meerpersoonshuishoudens met kinderen;405.5;30.3;16.3;396.7;30.5;16.4;47.5;16.0;30.4
607;Zuid-Nederland;10;Leeftijd hoofdkostwinner: tot 45 jaar;626.8;26.4;17.4;605.4;26.9;17.7;68.6;19.6;45.8
608;Zuid-Nederland;10;Leeftijd hoofdkostwinner: 45-65 jaar;502.3;29.6;19.5;491.6;29.8;19.6;50.6;23.4;37.8
609;Zuid-Nederland;10;Leeftijd hoofdkostwinner: 65 jr en ouder;293.2;19.6;15.9;292.8;19.6;16.0;42.5;27.3;36.3
610;Zuid-Nederland;11;Totaal Kenmerken;1200.0;26.6;18.1;1181.5;26.8;18.2;121.4;53.8;90.2
611;Zuid-Nederland;11;Sociaal-economische categorie: actief;781.2;30.4;19.7;776.2;30.6;19.8;38.1;7.1;25.2
612;Zuid-Nederland;11;Sociaal economische categorie: pensioen;288.4;19.8;16.0;287.8;19.8;16.0;38.7;24.2;31.8
613;Zuid-Nederland;11;Soc. econ. categorie:overige uitkeringen;130.5;18.8;13.6;117.5;18.9;13.6;44.6;22.5;33.2
614;Zuid-Nederland;11;Eenpersoonshuishoudens;328.8;15.4;15.4;319.1;15.6;15.6;65.9;35.7;48.2
615;Zuid-Nederland;11;Meerpersoonshuishoudens zonder kinderen;534.7;30.9;20.8;530.9;30.9;20.8;23.5;8.2;21.8
616;Zuid-Nederland;11;Meerpersoonshuishoudens met kinderen;336.6;30.9;16.6;331.6;31.0;16.7;31.9;9.9;20.2
617;Zuid-Nederland;11;Leeftijd hoofdkostwinner: tot 45 jaar;520.9;27.1;17.8;509.2;27.4;18.0;48.3;13.6;32.1
618;Zuid-Nederland;11;Leeftijd hoofdkostwinner: 45-65 jaar;424.6;30.2;19.7;417.9;30.3;19.8;37.5;17.1;28.0
619;Zuid-Nederland;11;Leeftijd hoofdkostwinner: 65 jr en ouder;254.6;19.7;16.0;254.4;19.7;16.0;35.6;23.1;30.1
620;Zuid-Nederland;12;Totaal Kenmerken;221.2;23.6;16.2;207.6;24.1;16.5;40.1;16.5;29.6
621;Zuid-Nederland;12;Sociaal-economische categorie: actief;129.6;26.9;17.6;124.9;27.8;18.2;11.7;2.5;7.0
622;Zuid-Nederland;12;Sociaal economische categorie: pensioen;44.1;19.3;15.6;44.1;19.3;15.6;7.5;4.5;6.4
623;Zuid-Nederland;12;Soc. econ. categorie:overige uitkeringen;47.5;18.5;12.8;38.6;17.7;12.2;21.0;9.6;16.2
624;Zuid-Nederland;12;Eenpersoonshuishoudens;71.1;14.0;14.0;64.2;14.7;14.7;17.8;8.0;13.1
625;Zuid-Nederland;12;Meerpersoonshuishoudens zonder kinderen;81.3;28.9;19.5;78.3;29.0;19.5;6.9;2.5;6.2
626;Zuid-Nederland;12;Meerpersoonshuishoudens met kinderen;68.7;27.2;14.6;65.0;27.6;14.7;15.5;6.0;10.3
627;Zuid-Nederland;12;Leeftijd hoofdkostwinner: tot 45 jaar;105.1;22.9;15.2;95.6;23.9;15.8;20.1;5.9;13.7
628;Zuid-Nederland;12;Leeftijd hoofdkostwinner: 45-65 jaar;77.5;26.8;17.9;73.6;27.0;18.0;13.1;6.3;9.8
629;Zuid-Nederland;12;Leeftijd hoofdkostwinner: 65 jr en ouder;38.6;19.0;15.5;38.3;19.0;15.5;6.9;4.2;6.2
630;Zuid-Nederland;13;Totaal Kenmerken;1.1;18.8;14.3;0.8;22.2;16.8;0.2;;0.2
631;Zuid-Nederland;13;Sociaal-economische categorie: actief;0.7;20.2;15.3;0.6;23.1;17.4;0.1;;0.1
632;Zuid-Nederland;13;Sociaal economische categorie: pensioen;;;;;;;;;
633;Zuid-Nederland;13;Soc. econ. categorie:overige uitkeringen;0.3;15.2;11.3;0.1;18.7;13.3;0.0;;0.0
634;Zuid-Nederland;13;Eenpersoonshuishoudens;0.6;11.9;11.9;0.4;14.6;14.6;0.1;;0.1
635;Zuid-Nederland;13;Meerpersoonshuishoudens zonder kinderen;0.3;30.0;20.3;0.2;30.5;20.7;;;
636;Zuid-Nederland;13;Meerpersoonshuishoudens met kinderen;0.2;26.5;14.3;0.1;31.0;16.4;0.0;;0.0
637;Zuid-Nederland;13;Leeftijd hoofdkostwinner: tot 45 jaar;0.8;17.6;13.5;0.5;21.1;15.9;0.1;;0.1
638;Zuid-Nederland;13;Leeftijd hoofdkostwinner: 45-65 jaar;0.2;23.3;16.9;0.2;26.5;19.3;;;
639;Zuid-Nederland;13;Leeftijd hoofdkostwinner: 65 jr en ouder;;;;;;;;;
640;Zuid-Nederland;14;Totaal Kenmerken;158.4;24.7;17.4;149.6;24.9;17.5;21.5;9.7;16.4
641;Zuid-Nederland;14;Sociaal-economische categorie: actief;86.8;28.5;19.0;84.8;29.1;19.4;5.6;1.0;3.6
642;Zuid-Nederland;14;Sociaal economische categorie: pensioen;41.6;19.5;15.8;41.6;19.5;15.8;6.1;3.7;5.1
643;Zuid-Nederland;14;Soc. econ. categorie:overige uitkeringen;30.0;20.9;14.9;23.2;19.4;13.8;9.8;4.9;7.6
644;Zuid-Nederland;14;Eenpersoonshuishoudens;52.8;14.8;14.8;48.9;15.1;15.1;12.0;6.2;9.0
645;Zuid-Nederland;14;Meerpersoonshuishoudens zonder kinderen;68.2;29.7;20.1;65.7;29.6;20.0;4.2;1.6;3.9
646;Zuid-Nederland;14;Meerpersoonshuishoudens met kinderen;37.4;29.6;16.1;34.9;29.8;16.2;5.3;1.9;3.6
647;Zuid-Nederland;14;Leeftijd hoofdkostwinner: tot 45 jaar;58.6;24.8;16.9;53.3;25.4;17.3;7.9;2.2;5.4
648;Zuid-Nederland;14;Leeftijd hoofdkostwinner: 45-65 jaar;63.5;27.8;18.8;60.0;27.9;18.9;8.1;4.0;6.2
649;Zuid-Nederland;14;Leeftijd hoofdkostwinner: 65 jr en ouder;36.4;19.2;15.7;36.2;19.2;15.7;5.5;3.5;4.8
650;Zuid-Nederland;15;Totaal Kenmerken;62.8;20.8;13.2;58.0;22.1;13.9;18.7;6.8;13.2
651;Zuid-Nederland;15;Sociaal-economische categorie: actief;42.8;23.7;14.8;40.1;25.0;15.6;6.1;1.4;3.4
652;Zuid-Nederland;15;Sociaal economische categorie: pensioen;2.5;16.8;12.1;2.5;16.9;12.2;1.3;0.7;1.3
653;Zuid-Nederland;15;Soc. econ. categorie:overige uitkeringen;17.5;14.4;9.3;15.4;15.2;9.8;11.2;4.7;8.6
654;Zuid-Nederland;15;Eenpersoonshuishoudens;18.3;11.6;11.6;15.3;13.1;13.1;5.8;1.8;4.2
655;Zuid-Nederland;15;Meerpersoonshuishoudens zonder kinderen;13.1;25.0;16.5;12.6;25.7;16.9;2.6;0.9;2.3
656;Zuid-Nederland;15;Meerpersoonshuishoudens met kinderen;31.3;24.5;12.7;30.1;25.1;13.0;10.2;4.2;6.7
657;Zuid-Nederland;15;Leeftijd hoofdkostwinner: tot 45 jaar;46.5;20.6;13.0;42.3;22.1;13.9;12.3;3.7;8.3
658;Zuid-Nederland;15;Leeftijd hoofdkostwinner: 45-65 jaar;14.0;22.7;14.0;13.6;23.1;14.2;5.0;2.3;3.6
659;Zuid-Nederland;15;Leeftijd hoofdkostwinner: 65 jr en ouder;2.2;14.8;11.4;2.1;15.0;11.5;1.4;0.8;1.4
660;Zuid-Nederland;16;Totaal Kenmerken;60.9;24.3;17.2;54.0;24.5;17.4;8.9;3.9;6.9
661;Zuid-Nederland;16;Sociaal-economische categorie: actief;30.9;27.1;18.3;29.4;28.2;19.0;2.4;0.5;1.5
662;Zuid-Nederland;16;Sociaal economische categorie: pensioen;14.9;19.2;15.9;14.9;19.3;15.9;2.4;1.5;2.1
663;Zuid-Nederland;16;Soc. econ. categorie:overige uitkeringen;15.0;23.7;16.5;9.7;21.0;14.6;4.1;2.0;3.3
664;Zuid-Nederland;16;Eenpersoonshuishoudens;22.3;14.8;14.8;19.5;15.2;15.2;4.9;2.6;3.7
665;Zuid-Nederland;16;Meerpersoonshuishoudens zonder kinderen;23.3;30.2;20.4;21.3;29.8;20.1;1.6;0.6;1.5
666;Zuid-Nederland;16;Meerpersoonshuishoudens met kinderen;15.2;29.4;16.0;13.2;29.4;16.0;2.4;0.8;1.7
667;Zuid-Nederland;16;Leeftijd hoofdkostwinner: tot 45 jaar;22.7;24.1;16.5;18.6;24.8;17.0;3.3;0.8;2.3
668;Zuid-Nederland;16;Leeftijd hoofdkostwinner: 45-65 jaar;24.8;27.5;18.8;22.2;27.4;18.6;3.3;1.6;2.5
669;Zuid-Nederland;16;Leeftijd hoofdkostwinner: 65 jr en ouder;13.3;18.9;15.7;13.1;18.9;15.7;2.3;1.5;2.1
670;Zuid-Nederland;17;Totaal Kenmerken;97.6;24.9;17.5;95.5;25.2;17.6;12.6;5.7;9.5
671;Zuid-Nederland;17;Sociaal-economische categorie: actief;55.9;29.3;19.4;55.4;29.5;19.6;3.2;0.6;2.1
672;Zuid-Nederland;17;Sociaal economische categorie: pensioen;26.7;19.6;15.8;26.7;19.6;15.8;3.7;2.2;3.1
673;Zuid-Nederland;17;Soc. econ. categorie:overige uitkeringen;14.9;18.1;13.2;13.4;18.2;13.3;5.7;3.0;4.3
674;Zuid-Nederland;17;Eenpersoonshuishoudens;30.5;14.8;14.8;29.4;15.1;15.1;7.1;3.7;5.2
675;Zuid-Nederland;17;Meerpersoonshuishoudens zonder kinderen;44.9;29.4;20.0;44.5;29.5;20.0;2.6;1.0;2.4
676;Zuid-Nederland;17;Meerpersoonshuishoudens met kinderen;22.2;29.7;16.1;21.7;30.0;16.3;2.8;1.1;1.9
677;Zuid-Nederland;17;Leeftijd hoofdkostwinner: tot 45 jaar;35.8;25.2;17.1;34.7;25.7;17.4;4.6;1.4;3.1
678;Zuid-Nederland;17;Leeftijd hoofdkostwinner: 45-65 jaar;38.6;27.9;18.9;37.8;28.2;19.0;4.8;2.4;3.6
679;Zuid-Nederland;17;Leeftijd hoofdkostwinner: 65 jr en ouder;23.1;19.4;15.8;23.1;19.4;15.8;3.2;2.0;2.8
680;Zuid-Nederland;18;Totaal Kenmerken;57.3;20.8;13.1;53.1;22.0;13.7;17.6;6.6;12.6
681;Zuid-Nederland;18;Sociaal-economische categorie: actief;38.1;23.8;14.8;35.9;25.1;15.5;5.4;1.3;3.1
682;Zuid-Nederland;18;Sociaal economische categorie: pensioen;2.4;16.5;11.9;2.3;16.6;11.9;1.3;0.7;1.2
683;Zuid-Nederland;18;Soc. econ. categorie:overige uitkeringen;16.9;14.5;9.3;14.9;15.3;9.8;10.8;4.6;8.3
684;Zuid-Nederland;18;Eenpersoonshuishoudens;16.1;11.7;11.7;13.5;13.2;13.2;5.2;1.6;3.8
685;Zuid-Nederland;18;Meerpersoonshuishoudens zonder kinderen;11.4;24.5;16.1;11.0;25.0;16.5;2.5;0.9;2.3
686;Zuid-Nederland;18;Meerpersoonshuishoudens met kinderen;29.7;24.3;12.6;28.6;24.9;12.9;9.9;4.1;6.5
687;Zuid-Nederland;18;Leeftijd hoofdkostwinner: tot 45 jaar;41.5;20.6;12.9;37.8;22.1;13.8;11.3;3.6;7.6
688;Zuid-Nederland;18;Leeftijd hoofdkostwinner: 45-65 jaar;13.7;22.4;13.8;13.2;22.8;14.0;5.0;2.3;3.6
689;Zuid-Nederland;18;Leeftijd hoofdkostwinner: 65 jr en ouder;2.1;14.5;11.1;2.1;14.7;11.2;1.4;0.8;1.3
690;Zuid-Nederland;19;Totaal Kenmerken;5.5;21.4;14.7;4.9;23.1;15.8;1.1;0.2;0.6
691;Zuid-Nederland;19;Sociaal-economische categorie: actief;4.7;22.6;15.3;4.3;24.4;16.5;0.6;0.1;0.3
692;Zuid-Nederland;19;Sociaal economische categorie: pensioen;0.1;21.2;16.5;0.1;22.9;17.8;;;
693;Zuid-Nederland;19;Soc. econ. categorie:overige uitkeringen;0.7;12.6;9.5;0.5;12.8;9.8;0.4;0.1;0.3
694;Zuid-Nederland;19;Eenpersoonshuishoudens;2.2;10.8;10.8;1.8;12.5;12.5;0.6;0.1;0.4
695;Zuid-Nederland;19;Meerpersoonshuishoudens zonder kinderen;1.7;29.0;19.3;1.6;30.0;19.9;0.1;;0.1
696;Zuid-Nederland;19;Meerpersoonshuishoudens met kinderen;1.6;28.0;15.1;1.5;28.3;15.2;0.3;0.1;0.2
697;Zuid-Nederland;19;Leeftijd hoofdkostwinner: tot 45 jaar;5.0;20.5;14.0;4.5;22.2;15.2;1.0;0.2;0.6
698;Zuid-Nederland;19;Leeftijd hoofdkostwinner: 45-65 jaar;0.4;33.2;21.9;0.3;34.5;22.8;;;
699;Zuid-Nederland;19;Leeftijd hoofdkostwinner: 65 jr en ouder;0.1;24.6;20.4;0.1;24.6;20.4;;;
700;Zuid-Nederland;20;Totaal Kenmerken;15.7;23.9;13.7;15.1;24.5;14.0;3.9;1.6;2.8
701;Zuid-Nederland;20;Sociaal-economische categorie: actief;10.8;27.1;15.2;10.6;27.6;15.5;1.1;0.3;0.6
702;Zuid-Nederland;20;Sociaal economische categorie: pensioen;0.6;16.1;11.0;0.6;16.4;11.2;0.3;0.1;0.3
703;Zuid-Nederland;20;Soc. econ. categorie:overige uitkeringen;4.3;16.9;10.3;4.0;17.5;10.5;2.4;1.1;1.9
704;Zuid-Nederland;20;Eenpersoonshuishoudens;2.3;11.6;11.6;2.0;12.8;12.8;0.7;0.2;0.5
705;Zuid-Nederland;20;Meerpersoonshuishoudens zonder kinderen;3.5;23.9;15.4;3.4;24.2;15.6;0.9;0.3;0.7
706;Zuid-Nederland;20;Meerpersoonshuishoudens met kinderen;9.9;26.7;13.6;9.8;27.0;13.7;2.3;1.1;1.6
707;Zuid-Nederland;20;Leeftijd hoofdkostwinner: tot 45 jaar;12.3;24.5;13.8;11.8;25.3;14.2;2.6;1.0;1.7
708;Zuid-Nederland;20;Leeftijd hoofdkostwinner: 45-65 jaar;3.0;22.7;13.7;3.0;22.7;13.7;1.0;0.5;0.8
709;Zuid-Nederland;20;Leeftijd hoofdkostwinner: 65 jr en ouder;0.4;13.0;9.8;0.4;13.0;9.8;0.3;0.1;0.3
710;Zuid-Nederland;21;Totaal Kenmerken;13.3;21.5;12.8;12.7;22.2;13.2;4.6;2.0;3.0
711;Zuid-Nederland;21;Sociaal-economische categorie: actief;8.3;24.7;14.6;8.0;25.6;15.1;1.2;0.3;0.6
712;Zuid-Nederland;21;Sociaal economische categorie: pensioen;0.7;17.8;11.3;0.7;17.8;11.3;0.4;0.2;0.3
713;Zuid-Nederland;21;Soc. econ. categorie:overige uitkeringen;4.3;16.0;9.6;4.1;16.4;9.8;3.0;1.5;2.1
714;Zuid-Nederland;21;Eenpersoonshuishoudens;3.1;11.5;11.5;2.7;12.6;12.6;1.0;0.3;0.7
715;Zuid-Nederland;21;Meerpersoonshuishoudens zonder kinderen;2.8;23.7;15.4;2.8;24.1;15.7;0.7;0.3;0.6
716;Zuid-Nederland;21;Meerpersoonshuishoudens met kinderen;7.4;24.8;12.3;7.3;25.1;12.4;2.9;1.4;1.7
717;Zuid-Nederland;21;Leeftijd hoofdkostwinner: tot 45 jaar;9.1;21.4;13.0;8.5;22.4;13.5;2.7;0.9;1.7
718;Zuid-Nederland;21;Leeftijd hoofdkostwinner: 45-65 jaar;3.7;22.7;12.6;3.6;22.9;12.7;1.6;0.9;1.0
719;Zuid-Nederland;21;Leeftijd hoofdkostwinner: 65 jr en ouder;0.6;15.7;10.6;0.6;15.7;10.6;0.3;0.2;0.3
720;Zuid-Nederland;22;Totaal Kenmerken;7.5;23.3;15.6;7.1;24.1;16.1;1.6;0.7;1.3
721;Zuid-Nederland;22;Sociaal-economische categorie: actief;5.5;26.6;17.3;5.2;27.7;18.0;0.4;;0.3
722;Zuid-Nederland;22;Sociaal economische categorie: pensioen;0.6;16.4;13.0;0.6;16.5;13.0;0.3;0.2;0.3
723;Zuid-Nederland;22;Soc. econ. categorie:overige uitkeringen;1.4;13.6;10.3;1.3;13.5;10.2;0.9;0.4;0.7
724;Zuid-Nederland;22;Eenpersoonshuishoudens;2.6;12.8;12.8;2.3;13.7;13.7;0.9;0.5;0.7
725;Zuid-Nederland;22;Meerpersoonshuishoudens zonder kinderen;1.9;30.0;20.0;1.9;30.1;20.1;0.2;0.1;0.2
726;Zuid-Nederland;22;Meerpersoonshuishoudens met kinderen;3.0;28.2;15.3;2.9;28.5;15.5;0.6;0.2;0.4
727;Zuid-Nederland;22;Leeftijd hoofdkostwinner: tot 45 jaar;4.9;22.9;15.2;4.6;23.9;15.8;0.9;0.2;0.6
728;Zuid-Nederland;22;Leeftijd hoofdkostwinner: 45-65 jaar;2.1;26.3;17.4;2.0;26.9;17.7;0.4;0.2;0.3
729;Zuid-Nederland;22;Leeftijd hoofdkostwinner: 65 jr en ouder;0.5;15.4;12.6;0.5;15.4;12.6;0.3;0.2;0.3
730;Zuid-Nederland;23;Totaal Kenmerken;6.3;19.0;13.5;5.5;20.8;14.7;1.7;0.5;1.2
731;Zuid-Nederland;23;Sociaal-economische categorie: actief;4.6;21.7;15.3;4.1;23.5;16.5;0.6;0.1;0.3
732;Zuid-Nederland;23;Sociaal economische categorie: pensioen;0.2;13.7;11.7;0.2;13.7;11.7;0.1;;0.1
733;Zuid-Nederland;23;Soc. econ. categorie:overige uitkeringen;1.5;11.4;8.5;1.3;12.6;9.3;1.0;0.3;0.8
734;Zuid-Nederland;23;Eenpersoonshuishoudens;2.6;12.0;12.0;2.1;13.9;13.9;0.7;0.2;0.6
735;Zuid-Nederland;23;Meerpersoonshuishoudens zonder kinderen;1.3;26.5;18.1;1.2;27.6;18.8;0.2;0.0;0.1
736;Zuid-Nederland;23;Meerpersoonshuishoudens met kinderen;2.3;22.5;12.7;2.2;23.6;13.2;0.8;0.2;0.5
737;Zuid-Nederland;23;Leeftijd hoofdkostwinner: tot 45 jaar;4.6;18.2;12.9;4.0;20.4;14.4;1.1;0.3;0.8
738;Zuid-Nederland;23;Leeftijd hoofdkostwinner: 45-65 jaar;1.4;22.4;15.9;1.4;23.0;16.3;0.4;0.1;0.3
739;Zuid-Nederland;23;Leeftijd hoofdkostwinner: 65 jr en ouder;0.2;11.7;10.2;0.2;12.0;10.5;0.1;0.1;0.1
740;Zuid-Nederland;24;Totaal Kenmerken;20.0;17.7;12.1;17.5;19.4;13.2;6.9;2.1;4.9
741;Zuid-Nederland;24;Sociaal-economische categorie: actief;13.6;19.9;13.6;12.2;21.7;14.7;2.7;0.7;1.7
742;Zuid-Nederland;24;Sociaal economische categorie: pensioen;0.5;17.6;13.8;0.5;17.6;13.8;0.2;0.1;0.2
743;Zuid-Nederland;24;Soc. econ. categorie:overige uitkeringen;6.0;12.5;8.4;4.8;13.5;9.1;3.9;1.3;3.0
744;Zuid-Nederland;24;Eenpersoonshuishoudens;7.8;11.1;11.1;6.2;13.0;13.0;2.4;0.6;1.7
745;Zuid-Nederland;24;Meerpersoonshuishoudens zonder kinderen;3.6;24.0;16.1;3.3;25.1;16.8;0.8;0.2;0.7
746;Zuid-Nederland;24;Meerpersoonshuishoudens met kinderen;8.7;20.9;11.2;8.0;21.9;11.7;3.7;1.3;2.5
747;Zuid-Nederland;24;Leeftijd hoofdkostwinner: tot 45 jaar;15.6;17.0;11.8;13.5;18.9;13.1;5.0;1.3;3.4
748;Zuid-Nederland;24;Leeftijd hoofdkostwinner: 45-65 jaar;3.8;20.9;13.0;3.5;21.4;13.3;1.5;0.6;1.2
749;Zuid-Nederland;24;Leeftijd hoofdkostwinner: 65 jr en ouder;0.5;15.7;12.6;0.5;16.4;13.1;0.3;0.2;0.3
750;Groningen;10;Totaal Kenmerken;239.4;22.8;16.2;233.7;23.1;16.5;38.6;18.3;27.7
751;Groningen;10;Sociaal-economische categorie: actief;146.7;26.5;17.9;144.3;26.9;18.1;11.5;2.7;7.0
752;Groningen;10;Sociaal economische categorie: pensioen;59.0;17.9;14.8;58.8;18.0;14.9;10.4;6.9;8.1
753;Groningen;10;Soc. econ. categorie:overige uitkeringen;33.7;14.9;11.3;30.5;15.3;11.6;16.7;8.7;12.7
754;Groningen;10;Eenpersoonshuishoudens;84.5;14.2;14.2;80.8;14.6;14.6;21.8;11.9;15.8
755;Groningen;10;Meerpersoonshuishoudens zonder kinderen;95.1;27.4;18.9;94.1;27.6;19.0;6.5;2.4;5.7
756;Groningen;10;Meerpersoonshuishoudens met kinderen;59.8;27.6;15.0;58.8;27.9;15.1;10.3;4.0;6.2
757;Groningen;10;Leeftijd hoofdkostwinner: tot 45 jaar;107.0;22.6;15.6;102.6;23.2;16.0;18.0;6.1;11.8
758;Groningen;10;Leeftijd hoofdkostwinner: 45-65 jaar;79.2;26.3;18.0;78.0;26.5;18.1;11.1;5.6;8.2
759;Groningen;10;Leeftijd hoofdkostwinner: 65 jr en ouder;53.2;18.1;15.0;53.1;18.1;15.0;9.5;6.6;7.7
760;Groningen;11;Totaal Kenmerken;215.1;23.1;16.4;211.0;23.3;16.6;32.2;15.6;23.0
761;Groningen;11;Sociaal-economische categorie: actief;131.7;26.8;18.1;130.1;27.1;18.2;9.6;2.3;5.8
762;Groningen;11;Sociaal economische categorie: pensioen;55.9;18.0;14.9;55.8;18.0;14.9;9.7;6.4;7.5
763;Groningen;11;Soc. econ. categorie:overige uitkeringen;27.4;15.4;11.7;25.1;15.7;11.9;12.9;6.9;9.6
764;Groningen;11;Eenpersoonshuishoudens;74.7;14.4;14.4;72.1;14.7;14.7;18.5;10.4;13.3
765;Groningen;11;Meerpersoonshuishoudens zonder kinderen;87.8;27.5;18.9;87.1;27.6;19.0;5.6;2.1;5.0
766;Groningen;11;Meerpersoonshuishoudens met kinderen;52.5;28.1;15.2;51.8;28.3;15.3;8.0;3.1;4.6
767;Groningen;11;Leeftijd hoofdkostwinner: tot 45 jaar;93.2;23.1;15.9;90.2;23.6;16.2;14.2;4.8;9.1
768;Groningen;11;Leeftijd hoofdkostwinner: 45-65 jaar;71.4;26.6;18.1;70.4;26.8;18.2;9.2;4.6;6.7
769;Groningen;11;Leeftijd hoofdkostwinner: 65 jr en ouder;50.5;18.1;15.0;50.4;18.1;15.0;8.9;6.1;7.1
770;Groningen;12;Totaal Kenmerken;24.2;20.4;14.6;22.6;21.3;15.2;6.4;2.7;4.8
771;Groningen;12;Sociaal-economische categorie: actief;14.9;24.1;16.6;14.2;25.1;17.3;1.9;0.4;1.2
772;Groningen;12;Sociaal economische categorie: pensioen;3.1;17.5;14.4;3.0;17.6;14.5;0.7;0.5;0.6
773;Groningen;12;Soc. econ. categorie:overige uitkeringen;6.3;13.1;9.9;5.5;13.7;10.3;3.8;1.8;3.0
774;Groningen;12;Eenpersoonshuishoudens;9.7;12.7;12.7;8.7;13.5;13.5;3.3;1.5;2.5
775;Groningen;12;Meerpersoonshuishoudens zonder kinderen;7.3;26.8;18.5;7.0;27.4;18.9;0.8;0.3;0.7
776;Groningen;12;Meerpersoonshuishoudens met kinderen;7.3;24.3;13.3;7.0;24.9;13.6;2.3;1.0;1.6
777;Groningen;12;Leeftijd hoofdkostwinner: tot 45 jaar;13.7;19.2;13.5;12.4;20.6;14.4;3.8;1.2;2.6
778;Groningen;12;Leeftijd hoofdkostwinner: 45-65 jaar;7.8;23.5;16.5;7.6;23.9;16.8;2.0;1.0;1.6
779;Groningen;12;Leeftijd hoofdkostwinner: 65 jr en ouder;2.7;17.4;14.4;2.7;17.4;14.4;0.7;0.5;0.6
780;Groningen;13;Totaal Kenmerken;0.1;16.2;12.3;0.1;21.3;15.7;;;
781;Groningen;13;Sociaal-economische categorie: actief;0.1;21.8;16.1;0.1;24.3;17.9;;;
782;Groningen;13;Sociaal economische categorie: pensioen;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
783;Groningen;13;Soc. econ. categorie:overige uitkeringen;;;;;;;;;
784;Groningen;13;Eenpersoonshuishoudens;0.1;9.5;9.5;;;;;;
785;Groningen;13;Meerpersoonshuishoudens zonder kinderen;;;;;;;;;
786;Groningen;13;Meerpersoonshuishoudens met kinderen;;;;;;;;;
787;Groningen;13;Leeftijd hoofdkostwinner: tot 45 jaar;0.1;12.7;10.5;0.1;17.4;13.9;;;
788;Groningen;13;Leeftijd hoofdkostwinner: 45-65 jaar;;;;;;;;;
789;Groningen;13;Leeftijd hoofdkostwinner: 65 jr en ouder;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
790;Groningen;14;Totaal Kenmerken;15.6;22.1;16.0;14.9;22.8;16.5;3.0;1.4;2.2
791;Groningen;14;Sociaal-economische categorie: actief;10.0;25.5;17.8;9.6;26.4;18.4;1.0;0.2;0.6
792;Groningen;14;Sociaal economische categorie: pensioen;2.7;17.8;14.7;2.7;17.9;14.8;0.5;0.3;0.4
793;Groningen;14;Soc. econ. categorie:overige uitkeringen;2.9;14.4;11.2;2.6;14.7;11.3;1.5;0.8;1.2
794;Groningen;14;Eenpersoonshuishoudens;6.2;13.8;13.8;5.7;14.5;14.5;1.7;0.8;1.2
795;Groningen;14;Meerpersoonshuishoudens zonder kinderen;5.5;28.2;19.5;5.4;28.5;19.7;0.4;0.1;0.4
796;Groningen;14;Meerpersoonshuishoudens met kinderen;3.9;26.9;14.8;3.8;27.1;14.9;0.9;0.4;0.6
797;Groningen;14;Leeftijd hoofdkostwinner: tot 45 jaar;7.6;21.2;15.2;7.0;22.5;16.0;1.4;0.4;0.9
798;Groningen;14;Leeftijd hoofdkostwinner: 45-65 jaar;5.7;25.2;17.8;5.6;25.4;17.9;1.1;0.6;0.9
799;Groningen;14;Leeftijd hoofdkostwinner: 65 jr en ouder;2.4;17.7;14.7;2.3;17.7;14.7;0.4;0.3;0.4
