ID;Geslacht;Leeftijd;HoogstBehaaldOnderwijsniveau;Onderwijsrichting;CaribischNederland;Perioden;Bevolking_1
3112;Totaal mannen en vrouwen;15 tot 25 jaar;Weet niet of onbekend;Onderwijsrichting onbekend;Sint Eustatius;2016;0
3113;Totaal mannen en vrouwen;15 tot 25 jaar;Weet niet of onbekend;Onderwijsrichting onbekend;Sint Eustatius;2018;0
3114;Totaal mannen en vrouwen;15 tot 25 jaar;Weet niet of onbekend;Onderwijsrichting onbekend;Sint Eustatius;2020;0
3115;Totaal mannen en vrouwen;15 tot 25 jaar;Weet niet of onbekend;Onderwijsrichting onbekend;Sint Eustatius;2022;0
3116;Totaal mannen en vrouwen;15 tot 25 jaar;Weet niet of onbekend;Onderwijsrichting onbekend;Saba;2016;0
3117;Totaal mannen en vrouwen;15 tot 25 jaar;Weet niet of onbekend;Onderwijsrichting onbekend;Saba;2018;0
3118;Totaal mannen en vrouwen;15 tot 25 jaar;Weet niet of onbekend;Onderwijsrichting onbekend;Saba;2020;0
3119;Totaal mannen en vrouwen;15 tot 25 jaar;Weet niet of onbekend;Onderwijsrichting onbekend;Saba;2022;0
3120;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Totaal;Caribisch Nederland;2016;3850
3121;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Totaal;Caribisch Nederland;2018;3750
3122;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Totaal;Caribisch Nederland;2020;3800
3123;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Totaal;Caribisch Nederland;2022;4070
3124;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Totaal;Bonaire;2016;3010
3125;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Totaal;Bonaire;2018;2780
3126;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Totaal;Bonaire;2020;3000
3127;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Totaal;Bonaire;2022;3290
3128;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Totaal;Sint Eustatius;2016;470
3129;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Totaal;Sint Eustatius;2018;470
3130;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Totaal;Sint Eustatius;2020;430
3131;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Totaal;Sint Eustatius;2022;400
3132;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Totaal;Saba;2016;380
3133;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Totaal;Saba;2018;500
3134;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Totaal;Saba;2020;380
3135;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Totaal;Saba;2022;380
3136;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;00 Algemeen;Caribisch Nederland;2016;1140
3137;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;00 Algemeen;Caribisch Nederland;2018;1250
3138;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;00 Algemeen;Caribisch Nederland;2020;1110
3139;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;00 Algemeen;Caribisch Nederland;2022;1200
3140;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;00 Algemeen;Bonaire;2016;770
3141;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;00 Algemeen;Bonaire;2018;880
3142;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;00 Algemeen;Bonaire;2020;800
3143;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;00 Algemeen;Bonaire;2022;950
3144;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;00 Algemeen;Sint Eustatius;2016;240
3145;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;00 Algemeen;Sint Eustatius;2018;190
3146;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;00 Algemeen;Sint Eustatius;2020;170
3147;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;00 Algemeen;Sint Eustatius;2022;170
3148;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;00 Algemeen;Saba;2016;140
3149;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;00 Algemeen;Saba;2018;190
3150;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;00 Algemeen;Saba;2020;140
3151;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;00 Algemeen;Saba;2022;80
3152;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;01 Onderwijs;Caribisch Nederland;2016;280
3153;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;01 Onderwijs;Caribisch Nederland;2018;170
3154;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;01 Onderwijs;Caribisch Nederland;2020;70
3155;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;01 Onderwijs;Caribisch Nederland;2022;250
3156;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;01 Onderwijs;Bonaire;2016;240
3157;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;01 Onderwijs;Bonaire;2018;140
3158;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;01 Onderwijs;Bonaire;2020;40
3159;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;01 Onderwijs;Bonaire;2022;230
3160;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;01 Onderwijs;Sint Eustatius;2016;20
3161;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;01 Onderwijs;Sint Eustatius;2018;20
3162;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;01 Onderwijs;Sint Eustatius;2020;20
3163;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;01 Onderwijs;Sint Eustatius;2022;10
3164;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;01 Onderwijs;Saba;2016;20
3165;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;01 Onderwijs;Saba;2018;20
3166;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;01 Onderwijs;Saba;2020;10
3167;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;01 Onderwijs;Saba;2022;10
3168;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2016;40
3169;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2018;100
3170;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2020;30
3171;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;Caribisch Nederland;2022;140
3172;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;Bonaire;2016;30
3173;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;Bonaire;2018;90
3174;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;Bonaire;2020;20
3175;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;Bonaire;2022;100
3176;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2016;0
3177;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2018;0
3178;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2020;0
3179;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;Sint Eustatius;2022;20
3180;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;Saba;2016;10
3181;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;Saba;2018;0
3182;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;Saba;2020;10
3183;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;02 Vormgeving, kunst, talen en gesch...;Saba;2022;20
3184;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2016;50
3185;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2018;70
3186;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2020;40
3187;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;Caribisch Nederland;2022;160
3188;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;Bonaire;2016;30
3189;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;Bonaire;2018;70
3190;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;Bonaire;2020;20
3191;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;Bonaire;2022;140
3192;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2016;10
3193;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2018;0
3194;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2020;10
3195;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;Sint Eustatius;2022;10
3196;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;Saba;2016;0
3197;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;Saba;2018;0
3198;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;Saba;2020;10
3199;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;03 Journalistiek, gedrag en maatschappij;Saba;2022;10
3200;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;04 Recht, administratie, handel en za...;Caribisch Nederland;2016;530
3201;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;04 Recht, administratie, handel en za...;Caribisch Nederland;2018;450
3202;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;04 Recht, administratie, handel en za...;Caribisch Nederland;2020;810
3203;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;04 Recht, administratie, handel en za...;Caribisch Nederland;2022;610
3204;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;04 Recht, administratie, handel en za...;Bonaire;2016;440
3205;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;04 Recht, administratie, handel en za...;Bonaire;2018;310
3206;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;04 Recht, administratie, handel en za...;Bonaire;2020;680
3207;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;04 Recht, administratie, handel en za...;Bonaire;2022;490
3208;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;04 Recht, administratie, handel en za...;Sint Eustatius;2016;60
3209;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;04 Recht, administratie, handel en za...;Sint Eustatius;2018;80
3210;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;04 Recht, administratie, handel en za...;Sint Eustatius;2020;60
3211;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;04 Recht, administratie, handel en za...;Sint Eustatius;2022;50
3212;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;04 Recht, administratie, handel en za...;Saba;2016;30
3213;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;04 Recht, administratie, handel en za...;Saba;2018;60
3214;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;04 Recht, administratie, handel en za...;Saba;2020;70
3215;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;04 Recht, administratie, handel en za...;Saba;2022;70
3216;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2016;120
3217;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2018;90
3218;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2020;80
3219;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;05 Wiskunde, natuurwetenschappen;Caribisch Nederland;2022;10
3220;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;05 Wiskunde, natuurwetenschappen;Bonaire;2016;40
3221;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;05 Wiskunde, natuurwetenschappen;Bonaire;2018;30
3222;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;05 Wiskunde, natuurwetenschappen;Bonaire;2020;50
3223;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;05 Wiskunde, natuurwetenschappen;Bonaire;2022;0
3224;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2016;10
3225;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2018;0
3226;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2020;10
3227;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;05 Wiskunde, natuurwetenschappen;Sint Eustatius;2022;0
3228;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;05 Wiskunde, natuurwetenschappen;Saba;2016;70
3229;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;05 Wiskunde, natuurwetenschappen;Saba;2018;70
3230;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;05 Wiskunde, natuurwetenschappen;Saba;2020;10
3231;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;05 Wiskunde, natuurwetenschappen;Saba;2022;10
3232;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;06 Informatica;Caribisch Nederland;2016;70
3233;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;06 Informatica;Caribisch Nederland;2018;100
3234;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;06 Informatica;Caribisch Nederland;2020;30
3235;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;06 Informatica;Caribisch Nederland;2022;50
3236;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;06 Informatica;Bonaire;2016;60
3237;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;06 Informatica;Bonaire;2018;70
3238;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;06 Informatica;Bonaire;2020;20
3239;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;06 Informatica;Bonaire;2022;50
3240;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;06 Informatica;Sint Eustatius;2016;10
3241;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;06 Informatica;Sint Eustatius;2018;30
3242;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;06 Informatica;Sint Eustatius;2020;20
3243;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;06 Informatica;Sint Eustatius;2022;10
3244;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;06 Informatica;Saba;2016;0
3245;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;06 Informatica;Saba;2018;10
3246;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;06 Informatica;Saba;2020;0
3247;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;06 Informatica;Saba;2022;0
3248;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2016;440
3249;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2018;380
3250;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2020;460
3251;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;07 Techniek, industrie en bouwkunde;Caribisch Nederland;2022;480
3252;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;07 Techniek, industrie en bouwkunde;Bonaire;2016;350
3253;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;07 Techniek, industrie en bouwkunde;Bonaire;2018;320
3254;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;07 Techniek, industrie en bouwkunde;Bonaire;2020;350
3255;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;07 Techniek, industrie en bouwkunde;Bonaire;2022;410
3256;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;07 Techniek, industrie en bouwkunde;Sint Eustatius;2016;60
3257;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;07 Techniek, industrie en bouwkunde;Sint Eustatius;2018;50
3258;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;07 Techniek, industrie en bouwkunde;Sint Eustatius;2020;70
3259;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;07 Techniek, industrie en bouwkunde;Sint Eustatius;2022;40
3260;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;07 Techniek, industrie en bouwkunde;Saba;2016;30
3261;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;07 Techniek, industrie en bouwkunde;Saba;2018;20
3262;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;07 Techniek, industrie en bouwkunde;Saba;2020;40
3263;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;07 Techniek, industrie en bouwkunde;Saba;2022;30
3264;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2016;10
3265;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2018;0
3266;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2020;20
3267;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;08 Landbouw, diergeneeskunde en -verz...;Caribisch Nederland;2022;0
3268;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2016;0
3269;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2018;0
3270;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2020;20
3271;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;08 Landbouw, diergeneeskunde en -verz...;Bonaire;2022;0
3272;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2016;0
3273;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2018;0
3274;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2020;0
3275;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;08 Landbouw, diergeneeskunde en -verz...;Sint Eustatius;2022;0
3276;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;08 Landbouw, diergeneeskunde en -verz...;Saba;2016;10
3277;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;08 Landbouw, diergeneeskunde en -verz...;Saba;2018;0
3278;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;08 Landbouw, diergeneeskunde en -verz...;Saba;2020;0
3279;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;08 Landbouw, diergeneeskunde en -verz...;Saba;2022;0
3280;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;09 Gezondheidszorg en welzijn;Caribisch Nederland;2016;500
3281;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;09 Gezondheidszorg en welzijn;Caribisch Nederland;2018;460
3282;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;09 Gezondheidszorg en welzijn;Caribisch Nederland;2020;350
3283;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;09 Gezondheidszorg en welzijn;Caribisch Nederland;2022;400
3284;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;09 Gezondheidszorg en welzijn;Bonaire;2016;430
3285;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;09 Gezondheidszorg en welzijn;Bonaire;2018;360
3286;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;09 Gezondheidszorg en welzijn;Bonaire;2020;290
3287;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;09 Gezondheidszorg en welzijn;Bonaire;2022;320
3288;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;09 Gezondheidszorg en welzijn;Sint Eustatius;2016;20
3289;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;09 Gezondheidszorg en welzijn;Sint Eustatius;2018;40
3290;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;09 Gezondheidszorg en welzijn;Sint Eustatius;2020;30
3291;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;09 Gezondheidszorg en welzijn;Sint Eustatius;2022;50
3292;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;09 Gezondheidszorg en welzijn;Saba;2016;50
3293;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;09 Gezondheidszorg en welzijn;Saba;2018;50
3294;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;09 Gezondheidszorg en welzijn;Saba;2020;30
3295;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;09 Gezondheidszorg en welzijn;Saba;2022;30
3296;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;10 Dienstverlening;Caribisch Nederland;2016;330
3297;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;10 Dienstverlening;Caribisch Nederland;2018;320
3298;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;10 Dienstverlening;Caribisch Nederland;2020;360
3299;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;10 Dienstverlening;Caribisch Nederland;2022;460
3300;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;10 Dienstverlening;Bonaire;2016;290
3301;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;10 Dienstverlening;Bonaire;2018;260
3302;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;10 Dienstverlening;Bonaire;2020;320
3303;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;10 Dienstverlening;Bonaire;2022;390
3304;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;10 Dienstverlening;Sint Eustatius;2016;30
3305;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;10 Dienstverlening;Sint Eustatius;2018;20
3306;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;10 Dienstverlening;Sint Eustatius;2020;30
3307;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;10 Dienstverlening;Sint Eustatius;2022;30
3308;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;10 Dienstverlening;Saba;2016;10
3309;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;10 Dienstverlening;Saba;2018;40
3310;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;10 Dienstverlening;Saba;2020;10
3311;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;10 Dienstverlening;Saba;2022;30
3312;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Onderwijsrichting onbekend;Caribisch Nederland;2016;360
3313;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Onderwijsrichting onbekend;Caribisch Nederland;2018;350
3314;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Onderwijsrichting onbekend;Caribisch Nederland;2020;440
3315;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Onderwijsrichting onbekend;Caribisch Nederland;2022;310
3316;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Onderwijsrichting onbekend;Bonaire;2016;330
3317;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Onderwijsrichting onbekend;Bonaire;2018;260
3318;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Onderwijsrichting onbekend;Bonaire;2020;400
3319;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Onderwijsrichting onbekend;Bonaire;2022;220
3320;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Onderwijsrichting onbekend;Sint Eustatius;2016;10
3321;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Onderwijsrichting onbekend;Sint Eustatius;2018;40
3322;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Onderwijsrichting onbekend;Sint Eustatius;2020;10
3323;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Onderwijsrichting onbekend;Sint Eustatius;2022;10
3324;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Onderwijsrichting onbekend;Saba;2016;20
3325;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Onderwijsrichting onbekend;Saba;2018;50
3326;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Onderwijsrichting onbekend;Saba;2020;30
3327;Totaal mannen en vrouwen;25 tot 35 jaar;Totaal;Onderwijsrichting onbekend;Saba;2022;80
3328;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Totaal;Caribisch Nederland;2016;1650
3329;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Totaal;Caribisch Nederland;2018;1580
3330;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Totaal;Caribisch Nederland;2020;1530
3331;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Totaal;Caribisch Nederland;2022;1740
3332;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Totaal;Bonaire;2016;1220
3333;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Totaal;Bonaire;2018;1200
3334;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Totaal;Bonaire;2020;1170
3335;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Totaal;Bonaire;2022;1350
3336;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Totaal;Sint Eustatius;2016;300
3337;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Totaal;Sint Eustatius;2018;240
3338;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Totaal;Sint Eustatius;2020;250
3339;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Totaal;Sint Eustatius;2022;250
3340;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Totaal;Saba;2016;130
3341;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Totaal;Saba;2018;130
3342;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Totaal;Saba;2020;100
3343;Totaal mannen en vrouwen;25 tot 35 jaar;100 Laag onderwijsniveau;Totaal;Saba;2022;140
