ID;Geslacht;LeeftijdBeginPeriode;ArbeidsmarktpositieEindePeriode;Perioden;TotaleBevolkingBeginPeriode_1;WerkzaamBeginPeriode_2;NietWerkzaamBeginPeriode_3;ImmigratieGeboorteTijdensPeriode_4
444;Totaal mannen en vrouwen;12;Werkzaam, einde periode;27 september 2002 tot 26 september 2003;0.3;0.0;0.3;0.0
445;Totaal mannen en vrouwen;12;Werkzaam, einde periode;26 september 2003 tot 24 september 2004;0.1;0.0;0.1;0.0
446;Totaal mannen en vrouwen;12;Werkzaam, einde periode;24 september 2004 tot 30 september 2005;0.1;0.0;0.1;0.0
447;Totaal mannen en vrouwen;12;Werkzaam, einde periode;30 september 2005 tot 29 september 2006;0.1;0.0;0.1;0.0
448;Totaal mannen en vrouwen;12;Werkzaam, einde periode;29 september 2006 tot 28 september 2007;0.1;0.0;0.1;0.0
449;Totaal mannen en vrouwen;12;Werkzaam, einde periode;28 september 2007 tot 26 september 2008;0.1;0.0;0.0;0.0
450;Totaal mannen en vrouwen;12;Niet werkzaam, einde periode;24 september 1999 tot 29 september 2000;190.8;0.0;190.7;1.6
451;Totaal mannen en vrouwen;12;Niet werkzaam, einde periode;29 september 2000 tot 28 september 2001;192.4;0.0;192.3;1.6
452;Totaal mannen en vrouwen;12;Niet werkzaam, einde periode;28 september 2001 tot 27 september 2002;201.2;0.0;201.2;1.3
453;Totaal mannen en vrouwen;12;Niet werkzaam, einde periode;27 september 2002 tot 26 september 2003;204.0;0.0;203.9;1.1
454;Totaal mannen en vrouwen;12;Niet werkzaam, einde periode;26 september 2003 tot 24 september 2004;202.0;0.0;202.0;0.9
455;Totaal mannen en vrouwen;12;Niet werkzaam, einde periode;24 september 2004 tot 30 september 2005;198.4;0.0;198.4;0.8
456;Totaal mannen en vrouwen;12;Niet werkzaam, einde periode;30 september 2005 tot 29 september 2006;197.4;0.0;197.4;0.9
457;Totaal mannen en vrouwen;12;Niet werkzaam, einde periode;29 september 2006 tot 28 september 2007;194.4;0.0;194.3;0.9
458;Totaal mannen en vrouwen;12;Niet werkzaam, einde periode;28 september 2007 tot 26 september 2008;191.0;0.0;190.9;1.1
459;Totaal mannen en vrouwen;12;Emigratie/sterfte tijdens periode;24 september 1999 tot 29 september 2000;0.7;0.0;0.7;0.0
460;Totaal mannen en vrouwen;12;Emigratie/sterfte tijdens periode;29 september 2000 tot 28 september 2001;0.7;0.0;0.7;0.0
461;Totaal mannen en vrouwen;12;Emigratie/sterfte tijdens periode;28 september 2001 tot 27 september 2002;0.8;0.0;0.8;0.0
462;Totaal mannen en vrouwen;12;Emigratie/sterfte tijdens periode;27 september 2002 tot 26 september 2003;0.8;0.0;0.8;0.0
463;Totaal mannen en vrouwen;12;Emigratie/sterfte tijdens periode;26 september 2003 tot 24 september 2004;1.0;0.0;1.0;0.0
464;Totaal mannen en vrouwen;12;Emigratie/sterfte tijdens periode;24 september 2004 tot 30 september 2005;1.0;0.0;1.0;0.0
465;Totaal mannen en vrouwen;12;Emigratie/sterfte tijdens periode;30 september 2005 tot 29 september 2006;1.1;0.0;1.1;0.0
466;Totaal mannen en vrouwen;12;Emigratie/sterfte tijdens periode;29 september 2006 tot 28 september 2007;1.0;0.0;1.0;0.0
467;Totaal mannen en vrouwen;12;Emigratie/sterfte tijdens periode;28 september 2007 tot 26 september 2008;0.9;0.0;0.9;0.0
468;Totaal mannen en vrouwen;13;Totaal arbeidsmarktpositie einde periode;24 september 1999 tot 29 september 2000;193.4;0.8;192.7;1.4
469;Totaal mannen en vrouwen;13;Totaal arbeidsmarktpositie einde periode;29 september 2000 tot 28 september 2001;193.1;0.8;192.3;1.4
470;Totaal mannen en vrouwen;13;Totaal arbeidsmarktpositie einde periode;28 september 2001 tot 27 september 2002;194.6;0.7;193.9;1.3
471;Totaal mannen en vrouwen;13;Totaal arbeidsmarktpositie einde periode;27 september 2002 tot 26 september 2003;203.1;0.5;202.5;1.0
472;Totaal mannen en vrouwen;13;Totaal arbeidsmarktpositie einde periode;26 september 2003 tot 24 september 2004;205.3;0.3;205.0;0.8
473;Totaal mannen en vrouwen;13;Totaal arbeidsmarktpositie einde periode;24 september 2004 tot 30 september 2005;203.0;0.1;202.9;0.8
474;Totaal mannen en vrouwen;13;Totaal arbeidsmarktpositie einde periode;30 september 2005 tot 29 september 2006;199.3;0.1;199.2;0.9
475;Totaal mannen en vrouwen;13;Totaal arbeidsmarktpositie einde periode;29 september 2006 tot 28 september 2007;198.3;0.1;198.3;1.0
476;Totaal mannen en vrouwen;13;Totaal arbeidsmarktpositie einde periode;28 september 2007 tot 26 september 2008;195.4;0.1;195.3;1.0
477;Totaal mannen en vrouwen;13;Werkzaam, einde periode;24 september 1999 tot 29 september 2000;7.0;0.4;6.6;0.0
478;Totaal mannen en vrouwen;13;Werkzaam, einde periode;29 september 2000 tot 28 september 2001;7.9;0.4;7.5;0.0
479;Totaal mannen en vrouwen;13;Werkzaam, einde periode;28 september 2001 tot 27 september 2002;8.4;0.4;8.1;0.0
480;Totaal mannen en vrouwen;13;Werkzaam, einde periode;27 september 2002 tot 26 september 2003;5.9;0.3;5.6;0.0
481;Totaal mannen en vrouwen;13;Werkzaam, einde periode;26 september 2003 tot 24 september 2004;4.5;0.1;4.4;0.0
482;Totaal mannen en vrouwen;13;Werkzaam, einde periode;24 september 2004 tot 30 september 2005;3.4;0.1;3.4;0.0
483;Totaal mannen en vrouwen;13;Werkzaam, einde periode;30 september 2005 tot 29 september 2006;1.9;0.0;1.8;0.0
484;Totaal mannen en vrouwen;13;Werkzaam, einde periode;29 september 2006 tot 28 september 2007;2.2;0.0;2.2;0.0
485;Totaal mannen en vrouwen;13;Werkzaam, einde periode;28 september 2007 tot 26 september 2008;2.2;0.0;2.2;0.0
486;Totaal mannen en vrouwen;13;Niet werkzaam, einde periode;24 september 1999 tot 29 september 2000;185.8;0.4;185.5;1.4
487;Totaal mannen en vrouwen;13;Niet werkzaam, einde periode;29 september 2000 tot 28 september 2001;184.6;0.4;184.2;1.4
488;Totaal mannen en vrouwen;13;Niet werkzaam, einde periode;28 september 2001 tot 27 september 2002;185.5;0.3;185.2;1.3
489;Totaal mannen en vrouwen;13;Niet werkzaam, einde periode;27 september 2002 tot 26 september 2003;196.4;0.3;196.1;1.0
490;Totaal mannen en vrouwen;13;Niet werkzaam, einde periode;26 september 2003 tot 24 september 2004;199.8;0.1;199.7;0.8
491;Totaal mannen en vrouwen;13;Niet werkzaam, einde periode;24 september 2004 tot 30 september 2005;198.6;0.1;198.5;0.8
492;Totaal mannen en vrouwen;13;Niet werkzaam, einde periode;30 september 2005 tot 29 september 2006;196.4;0.1;196.4;0.9
493;Totaal mannen en vrouwen;13;Niet werkzaam, einde periode;29 september 2006 tot 28 september 2007;195.2;0.0;195.2;1.0
494;Totaal mannen en vrouwen;13;Niet werkzaam, einde periode;28 september 2007 tot 26 september 2008;192.4;0.0;192.4;1.0
495;Totaal mannen en vrouwen;13;Emigratie/sterfte tijdens periode;24 september 1999 tot 29 september 2000;0.6;0.0;0.6;0.0
496;Totaal mannen en vrouwen;13;Emigratie/sterfte tijdens periode;29 september 2000 tot 28 september 2001;0.7;0.0;0.7;0.0
497;Totaal mannen en vrouwen;13;Emigratie/sterfte tijdens periode;28 september 2001 tot 27 september 2002;0.7;0.0;0.7;0.0
498;Totaal mannen en vrouwen;13;Emigratie/sterfte tijdens periode;27 september 2002 tot 26 september 2003;0.8;0.0;0.8;0.0
499;Totaal mannen en vrouwen;13;Emigratie/sterfte tijdens periode;26 september 2003 tot 24 september 2004;0.9;0.0;0.9;0.0
500;Totaal mannen en vrouwen;13;Emigratie/sterfte tijdens periode;24 september 2004 tot 30 september 2005;1.0;0.0;1.0;0.0
501;Totaal mannen en vrouwen;13;Emigratie/sterfte tijdens periode;30 september 2005 tot 29 september 2006;1.1;0.0;1.1;0.0
502;Totaal mannen en vrouwen;13;Emigratie/sterfte tijdens periode;29 september 2006 tot 28 september 2007;0.9;0.0;0.9;0.0
503;Totaal mannen en vrouwen;13;Emigratie/sterfte tijdens periode;28 september 2007 tot 26 september 2008;0.8;0.0;0.8;0.0
504;Totaal mannen en vrouwen;14;Totaal arbeidsmarktpositie einde periode;24 september 1999 tot 29 september 2000;192.0;5.7;186.4;1.6
505;Totaal mannen en vrouwen;14;Totaal arbeidsmarktpositie einde periode;29 september 2000 tot 28 september 2001;194.2;7.0;187.3;1.4
506;Totaal mannen en vrouwen;14;Totaal arbeidsmarktpositie einde periode;28 september 2001 tot 27 september 2002;193.8;7.9;186.0;1.3
507;Totaal mannen en vrouwen;14;Totaal arbeidsmarktpositie einde periode;27 september 2002 tot 26 september 2003;195.2;8.4;186.8;1.1
508;Totaal mannen en vrouwen;14;Totaal arbeidsmarktpositie einde periode;26 september 2003 tot 24 september 2004;203.3;5.9;197.4;0.9
509;Totaal mannen en vrouwen;14;Totaal arbeidsmarktpositie einde periode;24 september 2004 tot 30 september 2005;205.2;4.5;200.7;0.7
510;Totaal mannen en vrouwen;14;Totaal arbeidsmarktpositie einde periode;30 september 2005 tot 29 september 2006;202.8;3.4;199.3;0.7
511;Totaal mannen en vrouwen;14;Totaal arbeidsmarktpositie einde periode;29 september 2006 tot 28 september 2007;199.0;1.9;197.2;0.8
512;Totaal mannen en vrouwen;14;Totaal arbeidsmarktpositie einde periode;28 september 2007 tot 26 september 2008;198.2;2.2;196.0;1.0
513;Totaal mannen en vrouwen;14;Werkzaam, einde periode;24 september 1999 tot 29 september 2000;20.2;3.2;17.0;0.0
514;Totaal mannen en vrouwen;14;Werkzaam, einde periode;29 september 2000 tot 28 september 2001;21.1;3.8;17.3;0.0
515;Totaal mannen en vrouwen;14;Werkzaam, einde periode;28 september 2001 tot 27 september 2002;20.4;4.6;15.7;0.0
516;Totaal mannen en vrouwen;14;Werkzaam, einde periode;27 september 2002 tot 26 september 2003;15.9;4.6;11.3;0.0
517;Totaal mannen en vrouwen;14;Werkzaam, einde periode;26 september 2003 tot 24 september 2004;13.4;3.8;9.6;0.0
518;Totaal mannen en vrouwen;14;Werkzaam, einde periode;24 september 2004 tot 30 september 2005;11.3;2.4;8.8;0.0
519;Totaal mannen en vrouwen;14;Werkzaam, einde periode;30 september 2005 tot 29 september 2006;8.1;1.2;6.8;0.0
520;Totaal mannen en vrouwen;14;Werkzaam, einde periode;29 september 2006 tot 28 september 2007;9.8;1.3;8.6;0.0
521;Totaal mannen en vrouwen;14;Werkzaam, einde periode;28 september 2007 tot 26 september 2008;10.8;1.5;9.3;0.0
522;Totaal mannen en vrouwen;14;Niet werkzaam, einde periode;24 september 1999 tot 29 september 2000;171.2;2.5;168.8;1.6
523;Totaal mannen en vrouwen;14;Niet werkzaam, einde periode;29 september 2000 tot 28 september 2001;172.6;3.2;169.4;1.4
524;Totaal mannen en vrouwen;14;Niet werkzaam, einde periode;28 september 2001 tot 27 september 2002;172.8;3.2;169.6;1.3
525;Totaal mannen en vrouwen;14;Niet werkzaam, einde periode;27 september 2002 tot 26 september 2003;178.6;3.8;174.8;1.0
526;Totaal mannen en vrouwen;14;Niet werkzaam, einde periode;26 september 2003 tot 24 september 2004;189.1;2.1;187.0;0.9
527;Totaal mannen en vrouwen;14;Niet werkzaam, einde periode;24 september 2004 tot 30 september 2005;193.0;2.1;190.9;0.7
528;Totaal mannen en vrouwen;14;Niet werkzaam, einde periode;30 september 2005 tot 29 september 2006;193.7;2.2;191.5;0.7
529;Totaal mannen en vrouwen;14;Niet werkzaam, einde periode;29 september 2006 tot 28 september 2007;188.3;0.6;187.7;0.8
530;Totaal mannen en vrouwen;14;Niet werkzaam, einde periode;28 september 2007 tot 26 september 2008;186.6;0.7;186.0;1.0
531;Totaal mannen en vrouwen;14;Emigratie/sterfte tijdens periode;24 september 1999 tot 29 september 2000;0.6;0.0;0.6;0.0
532;Totaal mannen en vrouwen;14;Emigratie/sterfte tijdens periode;29 september 2000 tot 28 september 2001;0.6;0.0;0.6;0.0
533;Totaal mannen en vrouwen;14;Emigratie/sterfte tijdens periode;28 september 2001 tot 27 september 2002;0.7;0.0;0.6;0.0
534;Totaal mannen en vrouwen;14;Emigratie/sterfte tijdens periode;27 september 2002 tot 26 september 2003;0.7;0.0;0.7;0.0
535;Totaal mannen en vrouwen;14;Emigratie/sterfte tijdens periode;26 september 2003 tot 24 september 2004;0.8;0.0;0.8;0.0
536;Totaal mannen en vrouwen;14;Emigratie/sterfte tijdens periode;24 september 2004 tot 30 september 2005;0.9;0.0;0.9;0.0
537;Totaal mannen en vrouwen;14;Emigratie/sterfte tijdens periode;30 september 2005 tot 29 september 2006;1.0;0.0;1.0;0.0
538;Totaal mannen en vrouwen;14;Emigratie/sterfte tijdens periode;29 september 2006 tot 28 september 2007;0.9;0.0;0.9;0.0
539;Totaal mannen en vrouwen;14;Emigratie/sterfte tijdens periode;28 september 2007 tot 26 september 2008;0.8;0.0;0.8;0.0
540;Totaal mannen en vrouwen;15;Totaal arbeidsmarktpositie einde periode;24 september 1999 tot 29 september 2000;184.8;16.5;168.3;1.8
541;Totaal mannen en vrouwen;15;Totaal arbeidsmarktpositie einde periode;29 september 2000 tot 28 september 2001;193.0;20.2;172.8;1.7
542;Totaal mannen en vrouwen;15;Totaal arbeidsmarktpositie einde periode;28 september 2001 tot 27 september 2002;195.1;21.1;174.0;1.6
543;Totaal mannen en vrouwen;15;Totaal arbeidsmarktpositie einde periode;27 september 2002 tot 26 september 2003;194.5;20.4;174.1;1.1
544;Totaal mannen en vrouwen;15;Totaal arbeidsmarktpositie einde periode;26 september 2003 tot 24 september 2004;195.6;15.9;179.7;0.9
545;Totaal mannen en vrouwen;15;Totaal arbeidsmarktpositie einde periode;24 september 2004 tot 30 september 2005;203.3;13.4;189.9;0.7
546;Totaal mannen en vrouwen;15;Totaal arbeidsmarktpositie einde periode;30 september 2005 tot 29 september 2006;205.0;11.3;193.7;0.8
547;Totaal mannen en vrouwen;15;Totaal arbeidsmarktpositie einde periode;29 september 2006 tot 28 september 2007;202.6;8.1;194.5;0.8
548;Totaal mannen en vrouwen;15;Totaal arbeidsmarktpositie einde periode;28 september 2007 tot 26 september 2008;199.0;9.8;189.1;0.9
549;Totaal mannen en vrouwen;15;Werkzaam, einde periode;24 september 1999 tot 29 september 2000;53.0;10.8;42.1;0.1
550;Totaal mannen en vrouwen;15;Werkzaam, einde periode;29 september 2000 tot 28 september 2001;58.3;13.4;44.8;0.1
551;Totaal mannen en vrouwen;15;Werkzaam, einde periode;28 september 2001 tot 27 september 2002;53.1;14.3;38.8;0.1
552;Totaal mannen en vrouwen;15;Werkzaam, einde periode;27 september 2002 tot 26 september 2003;42.8;13.4;29.4;0.0
553;Totaal mannen en vrouwen;15;Werkzaam, einde periode;26 september 2003 tot 24 september 2004;36.6;11.0;25.6;0.0
554;Totaal mannen en vrouwen;15;Werkzaam, einde periode;24 september 2004 tot 30 september 2005;35.5;8.4;27.2;0.0
555;Totaal mannen en vrouwen;15;Werkzaam, einde periode;30 september 2005 tot 29 september 2006;35.7;6.1;29.6;0.0
556;Totaal mannen en vrouwen;15;Werkzaam, einde periode;29 september 2006 tot 28 september 2007;43.7;6.0;37.7;0.0
557;Totaal mannen en vrouwen;15;Werkzaam, einde periode;28 september 2007 tot 26 september 2008;48.6;7.3;41.3;0.0
558;Totaal mannen en vrouwen;15;Niet werkzaam, einde periode;24 september 1999 tot 29 september 2000;131.3;5.7;125.6;1.7
559;Totaal mannen en vrouwen;15;Niet werkzaam, einde periode;29 september 2000 tot 28 september 2001;134.2;6.8;127.4;1.7
560;Totaal mannen en vrouwen;15;Niet werkzaam, einde periode;28 september 2001 tot 27 september 2002;141.4;6.8;134.6;1.5
561;Totaal mannen en vrouwen;15;Niet werkzaam, einde periode;27 september 2002 tot 26 september 2003;151.0;6.9;144.1;1.0
562;Totaal mannen en vrouwen;15;Niet werkzaam, einde periode;26 september 2003 tot 24 september 2004;158.2;4.9;153.3;0.8
563;Totaal mannen en vrouwen;15;Niet werkzaam, einde periode;24 september 2004 tot 30 september 2005;166.8;5.0;161.8;0.7
564;Totaal mannen en vrouwen;15;Niet werkzaam, einde periode;30 september 2005 tot 29 september 2006;168.4;5.1;163.2;0.8
565;Totaal mannen en vrouwen;15;Niet werkzaam, einde periode;29 september 2006 tot 28 september 2007;158.0;2.1;155.9;0.8
566;Totaal mannen en vrouwen;15;Niet werkzaam, einde periode;28 september 2007 tot 26 september 2008;149.7;2.5;147.2;0.9
567;Totaal mannen en vrouwen;15;Emigratie/sterfte tijdens periode;24 september 1999 tot 29 september 2000;0.6;0.0;0.6;0.0
568;Totaal mannen en vrouwen;15;Emigratie/sterfte tijdens periode;29 september 2000 tot 28 september 2001;0.5;0.0;0.5;0.0
569;Totaal mannen en vrouwen;15;Emigratie/sterfte tijdens periode;28 september 2001 tot 27 september 2002;0.6;0.0;0.6;0.0
570;Totaal mannen en vrouwen;15;Emigratie/sterfte tijdens periode;27 september 2002 tot 26 september 2003;0.6;0.0;0.6;0.0
571;Totaal mannen en vrouwen;15;Emigratie/sterfte tijdens periode;26 september 2003 tot 24 september 2004;0.8;0.0;0.8;0.0
572;Totaal mannen en vrouwen;15;Emigratie/sterfte tijdens periode;24 september 2004 tot 30 september 2005;1.0;0.0;0.9;0.0
573;Totaal mannen en vrouwen;15;Emigratie/sterfte tijdens periode;30 september 2005 tot 29 september 2006;0.9;0.0;0.9;0.0
574;Totaal mannen en vrouwen;15;Emigratie/sterfte tijdens periode;29 september 2006 tot 28 september 2007;0.8;0.0;0.8;0.0
575;Totaal mannen en vrouwen;15;Emigratie/sterfte tijdens periode;28 september 2007 tot 26 september 2008;0.7;0.0;0.7;0.0
576;Totaal mannen en vrouwen;16;Totaal arbeidsmarktpositie einde periode;24 september 1999 tot 29 september 2000;183.3;48.2;135.1;2.4
577;Totaal mannen en vrouwen;16;Totaal arbeidsmarktpositie einde periode;29 september 2000 tot 28 september 2001;186.0;53.1;133.0;2.3
578;Totaal mannen en vrouwen;16;Totaal arbeidsmarktpositie einde periode;28 september 2001 tot 27 september 2002;194.2;58.4;135.8;2.2
579;Totaal mannen en vrouwen;16;Totaal arbeidsmarktpositie einde periode;27 september 2002 tot 26 september 2003;196.0;53.1;142.9;1.2
580;Totaal mannen en vrouwen;16;Totaal arbeidsmarktpositie einde periode;26 september 2003 tot 24 september 2004;194.9;42.9;152.1;0.8
581;Totaal mannen en vrouwen;16;Totaal arbeidsmarktpositie einde periode;24 september 2004 tot 30 september 2005;195.6;36.6;159.0;0.8
582;Totaal mannen en vrouwen;16;Totaal arbeidsmarktpositie einde periode;30 september 2005 tot 29 september 2006;203.1;35.6;167.5;0.7
583;Totaal mannen en vrouwen;16;Totaal arbeidsmarktpositie einde periode;29 september 2006 tot 28 september 2007;204.8;35.8;169.1;0.9
584;Totaal mannen en vrouwen;16;Totaal arbeidsmarktpositie einde periode;28 september 2007 tot 26 september 2008;202.6;43.8;158.8;0.9
585;Totaal mannen en vrouwen;16;Werkzaam, einde periode;24 september 1999 tot 29 september 2000;87.2;35.7;51.5;0.2
586;Totaal mannen en vrouwen;16;Werkzaam, einde periode;29 september 2000 tot 28 september 2001;92.0;40.3;51.7;0.2
587;Totaal mannen en vrouwen;16;Werkzaam, einde periode;28 september 2001 tot 27 september 2002;93.3;44.2;49.1;0.1
588;Totaal mannen en vrouwen;16;Werkzaam, einde periode;27 september 2002 tot 26 september 2003;84.3;40.2;44.1;0.1
589;Totaal mannen en vrouwen;16;Werkzaam, einde periode;26 september 2003 tot 24 september 2004;76.2;32.7;43.5;0.1
590;Totaal mannen en vrouwen;16;Werkzaam, einde periode;24 september 2004 tot 30 september 2005;74.1;27.2;46.9;0.1
591;Totaal mannen en vrouwen;16;Werkzaam, einde periode;30 september 2005 tot 29 september 2006;82.6;26.3;56.3;0.0
592;Totaal mannen en vrouwen;16;Werkzaam, einde periode;29 september 2006 tot 28 september 2007;94.2;28.9;65.3;0.0
593;Totaal mannen en vrouwen;16;Werkzaam, einde periode;28 september 2007 tot 26 september 2008;97.6;35.1;62.4;0.1
594;Totaal mannen en vrouwen;16;Niet werkzaam, einde periode;24 september 1999 tot 29 september 2000;95.5;12.4;83.1;2.2
595;Totaal mannen en vrouwen;16;Niet werkzaam, einde periode;29 september 2000 tot 28 september 2001;93.5;12.7;80.7;2.1
596;Totaal mannen en vrouwen;16;Niet werkzaam, einde periode;28 september 2001 tot 27 september 2002;100.3;14.1;86.2;2.1
597;Totaal mannen en vrouwen;16;Niet werkzaam, einde periode;27 september 2002 tot 26 september 2003;111.1;12.9;98.2;1.1
598;Totaal mannen en vrouwen;16;Niet werkzaam, einde periode;26 september 2003 tot 24 september 2004;117.9;10.1;107.8;0.7
599;Totaal mannen en vrouwen;16;Niet werkzaam, einde periode;24 september 2004 tot 30 september 2005;120.7;9.4;111.3;0.7
600;Totaal mannen en vrouwen;16;Niet werkzaam, einde periode;30 september 2005 tot 29 september 2006;119.6;9.2;110.5;0.7
601;Totaal mannen en vrouwen;16;Niet werkzaam, einde periode;29 september 2006 tot 28 september 2007;109.9;6.8;103.1;0.8
602;Totaal mannen en vrouwen;16;Niet werkzaam, einde periode;28 september 2007 tot 26 september 2008;104.3;8.6;95.7;0.8
603;Totaal mannen en vrouwen;16;Emigratie/sterfte tijdens periode;24 september 1999 tot 29 september 2000;0.6;0.1;0.5;0.0
604;Totaal mannen en vrouwen;16;Emigratie/sterfte tijdens periode;29 september 2000 tot 28 september 2001;0.6;0.1;0.5;0.0
605;Totaal mannen en vrouwen;16;Emigratie/sterfte tijdens periode;28 september 2001 tot 27 september 2002;0.6;0.1;0.6;0.0
606;Totaal mannen en vrouwen;16;Emigratie/sterfte tijdens periode;27 september 2002 tot 26 september 2003;0.7;0.1;0.6;0.0
607;Totaal mannen en vrouwen;16;Emigratie/sterfte tijdens periode;26 september 2003 tot 24 september 2004;0.8;0.1;0.8;0.0
608;Totaal mannen en vrouwen;16;Emigratie/sterfte tijdens periode;24 september 2004 tot 30 september 2005;0.8;0.1;0.8;0.0
609;Totaal mannen en vrouwen;16;Emigratie/sterfte tijdens periode;30 september 2005 tot 29 september 2006;0.8;0.0;0.8;0.0
610;Totaal mannen en vrouwen;16;Emigratie/sterfte tijdens periode;29 september 2006 tot 28 september 2007;0.8;0.0;0.7;0.0
611;Totaal mannen en vrouwen;16;Emigratie/sterfte tijdens periode;28 september 2007 tot 26 september 2008;0.7;0.1;0.7;0.0
612;Totaal mannen en vrouwen;17;Totaal arbeidsmarktpositie einde periode;24 september 1999 tot 29 september 2000;179.3;80.0;99.3;2.3
613;Totaal mannen en vrouwen;17;Totaal arbeidsmarktpositie einde periode;29 september 2000 tot 28 september 2001;185.1;87.4;97.7;2.7
614;Totaal mannen en vrouwen;17;Totaal arbeidsmarktpositie einde periode;28 september 2001 tot 27 september 2002;187.8;92.2;95.6;2.5
615;Totaal mannen en vrouwen;17;Totaal arbeidsmarktpositie einde periode;27 september 2002 tot 26 september 2003;195.8;93.4;102.4;1.6
616;Totaal mannen en vrouwen;17;Totaal arbeidsmarktpositie einde periode;26 september 2003 tot 24 september 2004;196.6;84.3;112.3;1.0
617;Totaal mannen en vrouwen;17;Totaal arbeidsmarktpositie einde periode;24 september 2004 tot 30 september 2005;194.9;76.3;118.6;1.0
618;Totaal mannen en vrouwen;17;Totaal arbeidsmarktpositie einde periode;30 september 2005 tot 29 september 2006;195.6;74.2;121.4;0.8
619;Totaal mannen en vrouwen;17;Totaal arbeidsmarktpositie einde periode;29 september 2006 tot 28 september 2007;203.1;82.7;120.4;0.9
620;Totaal mannen en vrouwen;17;Totaal arbeidsmarktpositie einde periode;28 september 2007 tot 26 september 2008;205.0;94.3;110.7;1.0
621;Totaal mannen en vrouwen;17;Werkzaam, einde periode;24 september 1999 tot 29 september 2000;105.3;63.9;41.4;0.2
622;Totaal mannen en vrouwen;17;Werkzaam, einde periode;29 september 2000 tot 28 september 2001;112.4;70.9;41.5;0.2
623;Totaal mannen en vrouwen;17;Werkzaam, einde periode;28 september 2001 tot 27 september 2002;111.6;74.2;37.4;0.2
624;Totaal mannen en vrouwen;17;Werkzaam, einde periode;27 september 2002 tot 26 september 2003;111.0;75.1;35.9;0.2
625;Totaal mannen en vrouwen;17;Werkzaam, einde periode;26 september 2003 tot 24 september 2004;104.3;67.8;36.5;0.1
626;Totaal mannen en vrouwen;17;Werkzaam, einde periode;24 september 2004 tot 30 september 2005;100.7;60.8;40.0;0.1
627;Totaal mannen en vrouwen;17;Werkzaam, einde periode;30 september 2005 tot 29 september 2006;106.3;59.8;46.5;0.1
628;Totaal mannen en vrouwen;17;Werkzaam, einde periode;29 september 2006 tot 28 september 2007;119.1;68.7;50.3;0.1
629;Totaal mannen en vrouwen;17;Werkzaam, einde periode;28 september 2007 tot 26 september 2008;123.1;77.7;45.3;0.1
630;Totaal mannen en vrouwen;17;Niet werkzaam, einde periode;24 september 1999 tot 29 september 2000;73.4;16.0;57.3;2.1
631;Totaal mannen en vrouwen;17;Niet werkzaam, einde periode;29 september 2000 tot 28 september 2001;72.1;16.4;55.8;2.5
632;Totaal mannen en vrouwen;17;Niet werkzaam, einde periode;28 september 2001 tot 27 september 2002;75.5;17.8;57.7;2.3
633;Totaal mannen en vrouwen;17;Niet werkzaam, einde periode;27 september 2002 tot 26 september 2003;84.0;18.1;65.8;1.4
634;Totaal mannen en vrouwen;17;Niet werkzaam, einde periode;26 september 2003 tot 24 september 2004;91.6;16.5;75.1;0.9
635;Totaal mannen en vrouwen;17;Niet werkzaam, einde periode;24 september 2004 tot 30 september 2005;93.3;15.4;77.9;0.8
636;Totaal mannen en vrouwen;17;Niet werkzaam, einde periode;30 september 2005 tot 29 september 2006;88.4;14.3;74.1;0.7
637;Totaal mannen en vrouwen;17;Niet werkzaam, einde periode;29 september 2006 tot 28 september 2007;83.2;13.9;69.3;0.8
638;Totaal mannen en vrouwen;17;Niet werkzaam, einde periode;28 september 2007 tot 26 september 2008;81.2;16.4;64.8;0.9
639;Totaal mannen en vrouwen;17;Emigratie/sterfte tijdens periode;24 september 1999 tot 29 september 2000;0.6;0.1;0.5;0.0
640;Totaal mannen en vrouwen;17;Emigratie/sterfte tijdens periode;29 september 2000 tot 28 september 2001;0.6;0.1;0.5;0.0
641;Totaal mannen en vrouwen;17;Emigratie/sterfte tijdens periode;28 september 2001 tot 27 september 2002;0.7;0.1;0.6;0.0
642;Totaal mannen en vrouwen;17;Emigratie/sterfte tijdens periode;27 september 2002 tot 26 september 2003;0.8;0.1;0.6;0.0
643;Totaal mannen en vrouwen;17;Emigratie/sterfte tijdens periode;26 september 2003 tot 24 september 2004;0.8;0.1;0.7;0.0
644;Totaal mannen en vrouwen;17;Emigratie/sterfte tijdens periode;24 september 2004 tot 30 september 2005;0.8;0.1;0.7;0.0
645;Totaal mannen en vrouwen;17;Emigratie/sterfte tijdens periode;30 september 2005 tot 29 september 2006;0.9;0.1;0.8;0.0
646;Totaal mannen en vrouwen;17;Emigratie/sterfte tijdens periode;29 september 2006 tot 28 september 2007;0.8;0.1;0.7;0.0
647;Totaal mannen en vrouwen;17;Emigratie/sterfte tijdens periode;28 september 2007 tot 26 september 2008;0.8;0.1;0.6;0.0
648;Totaal mannen en vrouwen;18;Totaal arbeidsmarktpositie einde periode;24 september 1999 tot 29 september 2000;182.9;102.2;80.7;2.7
649;Totaal mannen en vrouwen;18;Totaal arbeidsmarktpositie einde periode;29 september 2000 tot 28 september 2001;181.0;105.6;75.5;3.1
650;Totaal mannen en vrouwen;18;Totaal arbeidsmarktpositie einde periode;28 september 2001 tot 27 september 2002;187.2;112.6;74.6;3.2
651;Totaal mannen en vrouwen;18;Totaal arbeidsmarktpositie einde periode;27 september 2002 tot 26 september 2003;189.6;111.8;77.8;2.5
