ID;Geslacht;Leeftijd;TypeReIntegratieParticipatievoorz;StatusPersoon;Herkomstland;GeboortelandOuders;Perioden;PersonenMetVoorziening_1
1117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2023 mei;
1118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2023 juni;
1119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2023 juli;
1120;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2023 augustus;
1121;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2023 september;
1122;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2023 oktober;
1123;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2023 november;
1124;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2023 december;
1125;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2024 januari;
1126;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2024 februari;
1127;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2024 maart;
1128;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2024 april;
1129;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2024 mei;
1130;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2024 juni;
1131;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2024 juli;
1132;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2024 augustus;
1133;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Buiten Europa;Onbekend;2024 september;
1134;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2023 januari;0.0
1135;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2023 februari;0.0
1136;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2023 maart;0.0
1137;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2023 april;0.0
1138;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2023 mei;0.0
1139;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2023 juni;0.0
1140;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2023 juli;0.0
1141;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2023 augustus;0.0
1142;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2023 september;0.0
1143;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2023 oktober;0.0
1144;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2023 november;0.0
1145;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2023 december;0.0
1146;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2024 januari;0.0
1147;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2024 februari;0.0
1148;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2024 maart;0.0
1149;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2024 april;0.0
1150;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2024 mei;0.0
1151;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2024 juni;0.0
1152;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2024 juli;0.0
1153;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2024 augustus;0.0
1154;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Totaal;2024 september;0.0
1155;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2023 januari;0.0
1156;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2023 februari;0.0
1157;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2023 maart;0.0
1158;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2023 april;0.0
1159;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2023 mei;0.0
1160;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2023 juni;0.0
1161;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2023 juli;0.0
1162;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2023 augustus;0.0
1163;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2023 september;0.0
1164;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2023 oktober;0.0
1165;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2023 november;0.0
1166;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2023 december;0.0
1167;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2024 januari;0.0
1168;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2024 februari;0.0
1169;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2024 maart;0.0
1170;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2024 april;0.0
1171;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2024 mei;0.0
1172;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2024 juni;0.0
1173;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2024 juli;0.0
1174;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2024 augustus;0.0
1175;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in Nederland;2024 september;0.0
1176;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2023 januari;
1177;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2023 februari;
1178;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2023 maart;
1179;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2023 april;
1180;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2023 mei;
1181;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2023 juni;
1182;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2023 juli;
1183;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2023 augustus;
1184;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2023 september;
1185;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2023 oktober;
1186;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2023 november;
1187;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2023 december;
1188;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2024 januari;
1189;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2024 februari;
1190;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2024 maart;
1191;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2024 april;
1192;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2024 mei;
1193;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2024 juni;
1194;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2024 juli;
1195;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2024 augustus;
1196;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouders in NL;2024 september;
1197;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2023 januari;
1198;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2023 februari;
1199;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2023 maart;
1200;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2023 april;
1201;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2023 mei;
1202;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2023 juni;
1203;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2023 juli;
1204;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2023 augustus;
1205;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2023 september;
1206;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2023 oktober;
1207;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2023 november;
1208;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2023 december;
1209;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2024 januari;
1210;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2024 februari;
1211;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2024 maart;
1212;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2024 april;
1213;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2024 mei;
1214;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2024 juni;
1215;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2024 juli;
1216;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2024 augustus;
1217;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2024 september;
1218;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2023 januari;0.0
1219;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2023 februari;0.0
1220;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2023 maart;0.0
1221;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2023 april;0.0
1222;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2023 mei;0.0
1223;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2023 juni;0.0
1224;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2023 juli;0.0
1225;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2023 augustus;0.0
1226;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2023 september;0.0
1227;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2023 oktober;0.0
1228;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2023 november;0.0
1229;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2023 december;0.0
1230;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2024 januari;0.0
1231;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2024 februari;0.0
1232;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2024 maart;0.0
1233;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2024 april;0.0
1234;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2024 mei;0.0
1235;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2024 juni;0.0
1236;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2024 juli;0.0
1237;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2024 augustus;0.0
1238;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Geboren buiten Nederland;2024 september;0.0
1239;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2023 januari;0.0
1240;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2023 februari;0.0
1241;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2023 maart;0.0
1242;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2023 april;0.0
1243;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2023 mei;0.0
1244;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2023 juni;0.0
1245;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2023 juli;0.0
1246;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2023 augustus;0.0
1247;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2023 september;0.0
1248;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2023 oktober;0.0
1249;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2023 november;0.0
1250;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2023 december;0.0
1251;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2024 januari;0.0
1252;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2024 februari;0.0
1253;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2024 maart;0.0
1254;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2024 april;0.0
1255;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2024 mei;0.0
1256;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2024 juni;0.0
1257;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2024 juli;0.0
1258;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2024 augustus;0.0
1259;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Ingestroomd en lopend eind;Onbekend herkomstland;Onbekend;2024 september;0.0
1260;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend begin en lopend eind;Totaal;Totaal;2023 januari;153530.0
1261;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend begin en lopend eind;Totaal;Totaal;2023 februari;155900.0
1262;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend begin en lopend eind;Totaal;Totaal;2023 maart;156260.0
1263;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend begin en lopend eind;Totaal;Totaal;2023 april;158710.0
1264;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend begin en lopend eind;Totaal;Totaal;2023 mei;158790.0
1265;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend begin en lopend eind;Totaal;Totaal;2023 juni;159100.0
1266;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend begin en lopend eind;Totaal;Totaal;2023 juli;159360.0
1267;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend begin en lopend eind;Totaal;Totaal;2023 augustus;160310.0
1268;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend begin en lopend eind;Totaal;Totaal;2023 september;160610.0
1269;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend begin en lopend eind;Totaal;Totaal;2023 oktober;161800.0
1270;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend begin en lopend eind;Totaal;Totaal;2023 november;163260.0
1271;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend begin en lopend eind;Totaal;Totaal;2023 december;162180.0
1272;Totaal mannen en vrouwen;Totaal leeftijd;Totaal re-integratie-/participatievoorz.;Lopend begin en lopend eind;Totaal;Totaal;2024 januari;161140.0
