ID;Geslacht;Persoonskenmerken;GeregistreerdWerkzoekendeBijUWV;Perioden;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;WilMeerUrenWerkenBeschikbaar_3;WilNietMeerWerkenOfNietBeschikbaar_4;NietWerkzameBevolking_5;WerklozeBeroepsbevolking_6;Deeltijd_7;MinderDan20UurPerWeek_8;MinderDan12UurPerWeek_9;k_12Tot20UurPerWeek_10;k_20Tot35UurPerWeek_11;Voltijd_12;Onbekend_13;NietBeroepsbevolking_14;BeschikbaarNietGezocht_15;NietGezochtVanwegeOntmoediging_16;NietGezochtVanwegeAndereReden_17;GezochtNietBeschikbaar_18;NietGezochtNietBeschikbaar_19;WilWerken_20;WilOfKanNietWerken_21;VanwegeZorgGezinHuishouden_22;VanwegeOpleidingStudie_23;VanwegeVutPensioenHogeLeeftijd_24;VanwegeZiekteArbeidsongeschiktheid_25;VanwegeAndereRedenen_26
1138;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geregistr. werkzoekend UWV, geen WW;2024 4e kwartaal;164.0;70.0;6.0;65.0;94.0;16.0;11.0;2.0;1.0;1.0;9.0;5.0;0.0;78.0;7.0;1.0;6.0;8.0;63.0;;;10.0;14.0;0.0;35.0;4.0
1139;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Geregistr. werkzoekend UWV, geen WW;2024;162.0;65.0;7.0;59.0;97.0;17.0;11.0;1.0;0.0;1.0;9.0;6.0;1.0;80.0;6.0;0.0;5.0;7.0;67.0;;;10.0;15.0;0.0;37.0;4.0
1140;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2013 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1141;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2013 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1142;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2013 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1143;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2013 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1144;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2013;;;;;;;;;;;;;;;;;;;;;;;;;;
1145;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2014 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1146;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2014 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1147;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2014 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1148;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2014 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1149;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2014;;;;;;;;;;;;;;;;;;;;;;;;;;
1150;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2015 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1151;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2015 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1152;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2015 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1153;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2015 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1154;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2015 ;;;;;;;;;;;;;;;;;;;;;;;;;;
1155;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2016 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1156;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2016 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1157;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2016 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1158;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2016 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1159;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2016;;;;;;;;;;;;;;;;;;;;;;;;;;
1160;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2017 1e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1161;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2017 2e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1162;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2017 3e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1163;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2017 4e kwartaal;;;;;;;;;;;;;;;;;;;;;;;;;;
1164;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2017;;;;;;;;;;;;;;;;;;;;;;;;;;
1165;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2018 1e kwartaal;1891.0;1699.0;108.0;1590.0;192.0;40.0;22.0;6.0;3.0;4.0;15.0;17.0;2.0;152.0;14.0;4.0;11.0;11.0;127.0;19.0;108.0;29.0;38.0;0.0;30.0;10.0
1166;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2018 2e kwartaal;1911.0;1722.0;105.0;1617.0;189.0;34.0;18.0;9.0;3.0;6.0;9.0;15.0;1.0;155.0;14.0;3.0;11.0;14.0;127.0;19.0;109.0;30.0;42.0;0.0;26.0;10.0
1167;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2018 3e kwartaal;1920.0;1744.0;118.0;1625.0;176.0;30.0;15.0;4.0;3.0;2.0;10.0;14.0;2.0;146.0;21.0;4.0;17.0;17.0;108.0;15.0;93.0;29.0;29.0;0.0;25.0;11.0
1168;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2018 4e kwartaal;1940.0;1763.0;106.0;1657.0;176.0;36.0;19.0;7.0;3.0;4.0;12.0;18.0;0.0;140.0;13.0;4.0;9.0;17.0;110.0;12.0;97.0;28.0;33.0;0.0;26.0;10.0
1169;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2018;1915.0;1732.0;110.0;1623.0;183.0;35.0;18.0;7.0;3.0;4.0;12.0;16.0;1.0;148.0;15.0;4.0;12.0;15.0;118.0;16.0;102.0;29.0;36.0;0.0;27.0;10.0
1170;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2019 1e kwartaal;1937.0;1749.0;100.0;1648.0;188.0;39.0;17.0;2.0;1.0;1.0;15.0;20.0;2.0;149.0;15.0;4.0;11.0;12.0;123.0;15.0;107.0;27.0;37.0;0.0;33.0;10.0
1171;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2019 2e kwartaal;1948.0;1763.0;100.0;1663.0;185.0;35.0;16.0;5.0;1.0;4.0;11.0;17.0;2.0;150.0;11.0;3.0;8.0;24.0;114.0;14.0;100.0;27.0;30.0;0.0;32.0;10.0
1172;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2019 3e kwartaal;1944.0;1762.0;94.0;1669.0;182.0;41.0;22.0;5.0;0.0;4.0;18.0;17.0;1.0;142.0;13.0;2.0;12.0;18.0;111.0;16.0;95.0;23.0;30.0;0.0;32.0;9.0
1173;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2019 4e kwartaal;1963.0;1787.0;102.0;1684.0;176.0;41.0;19.0;5.0;1.0;4.0;14.0;21.0;1.0;135.0;17.0;4.0;13.0;14.0;105.0;19.0;86.0;25.0;26.0;0.0;27.0;8.0
1174;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2019;1948.0;1765.0;99.0;1666.0;183.0;39.0;19.0;4.0;1.0;3.0;14.0;19.0;1.0;144.0;14.0;3.0;11.0;17.0;113.0;16.0;97.0;26.0;31.0;0.0;31.0;9.0
1175;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2020 1e kwartaal;1982.0;1797.0;102.0;1696.0;185.0;45.0;24.0;9.0;3.0;6.0;15.0;20.0;1.0;140.0;12.0;2.0;11.0;17.0;110.0;18.0;92.0;20.0;27.0;0.0;32.0;13.0
1176;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2020 2e kwartaal;1963.0;1782.0;114.0;1668.0;181.0;46.0;24.0;7.0;1.0;6.0;18.0;21.0;1.0;135.0;19.0;7.0;12.0;15.0;100.0;17.0;84.0;22.0;26.0;0.0;27.0;8.0
1177;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2020 3e kwartaal;1969.0;1787.0;122.0;1665.0;182.0;50.0;27.0;9.0;2.0;6.0;18.0;23.0;1.0;132.0;15.0;6.0;10.0;14.0;103.0;14.0;89.0;23.0;28.0;0.0;27.0;10.0
1178;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2020 4e kwartaal;1994.0;1822.0;115.0;1707.0;172.0;37.0;20.0;8.0;3.0;5.0;12.0;17.0;0.0;135.0;17.0;6.0;11.0;16.0;102.0;14.0;88.0;19.0;31.0;0.0;28.0;10.0
1179;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2020;1977.0;1797.0;113.0;1684.0;180.0;44.0;24.0;8.0;2.0;6.0;16.0;20.0;1.0;135.0;16.0;5.0;11.0;16.0;104.0;16.0;88.0;21.0;28.0;0.0;28.0;10.0
1180;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2021 1e kwartaal;1986.0;1819.0;89.0;1730.0;168.0;39.0;13.0;3.0;0.0;3.0;10.0;27.0;0.0;128.0;21.0;2.0;19.0;8.0;100.0;;;25.0;26.0;0.0;36.0;14.0
1181;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2021 2e kwartaal;1995.0;1821.0;82.0;1739.0;174.0;37.0;18.0;3.0;2.0;1.0;15.0;17.0;3.0;136.0;19.0;2.0;18.0;16.0;101.0;;;23.0;40.0;0.0;31.0;6.0
1182;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2021 3e kwartaal;2012.0;1840.0;74.0;1766.0;173.0;43.0;16.0;4.0;2.0;2.0;12.0;23.0;4.0;130.0;11.0;0.0;11.0;8.0;110.0;;;22.0;37.0;0.0;44.0;7.0
1183;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2021 4e kwartaal;2028.0;1861.0;69.0;1793.0;166.0;42.0;20.0;4.0;1.0;3.0;17.0;19.0;3.0;124.0;10.0;2.0;8.0;11.0;103.0;;;17.0;47.0;0.0;32.0;7.0
1184;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2021;2005.0;1835.0;78.0;1757.0;170.0;40.0;17.0;3.0;1.0;2.0;13.0;21.0;2.0;130.0;15.0;1.0;14.0;11.0;104.0;;;22.0;38.0;0.0;36.0;8.0
1185;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2022 1e kwartaal;2060.0;1889.0;69.0;1820.0;171.0;46.0;28.0;5.0;1.0;4.0;23.0;17.0;1.0;124.0;11.0;1.0;10.0;10.0;104.0;;;20.0;35.0;0.0;40.0;9.0
1186;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2022 2e kwartaal;2079.0;1907.0;70.0;1837.0;171.0;34.0;18.0;4.0;1.0;3.0;14.0;13.0;3.0;137.0;11.0;2.0;9.0;21.0;106.0;;;23.0;38.0;0.0;36.0;9.0
1187;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2022 3e kwartaal;2083.0;1906.0;70.0;1837.0;177.0;50.0;27.0;8.0;2.0;5.0;19.0;22.0;2.0;126.0;13.0;1.0;12.0;12.0;102.0;;;24.0;36.0;1.0;31.0;10.0
1188;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2022 4e kwartaal;2099.0;1915.0;70.0;1845.0;184.0;47.0;25.0;8.0;2.0;7.0;16.0;19.0;3.0;137.0;15.0;2.0;13.0;15.0;107.0;;;24.0;43.0;0.0;33.0;8.0
1189;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2022;2080.0;1905.0;70.0;1835.0;176.0;45.0;24.0;6.0;2.0;5.0;18.0;18.0;2.0;131.0;12.0;1.0;11.0;14.0;105.0;;;23.0;38.0;0.0;35.0;9.0
1190;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2023 1e kwartaal;2115.0;1923.0;80.0;1843.0;192.0;49.0;29.0;8.0;3.0;5.0;21.0;19.0;1.0;143.0;13.0;2.0;12.0;14.0;116.0;;;27.0;46.0;0.0;31.0;12.0
1191;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2023 2e kwartaal;2113.0;1933.0;70.0;1863.0;180.0;39.0;19.0;4.0;3.0;2.0;15.0;18.0;2.0;140.0;14.0;0.0;14.0;16.0;110.0;;;29.0;38.0;0.0;34.0;9.0
1192;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2023 3e kwartaal;2126.0;1948.0;74.0;1874.0;178.0;45.0;22.0;5.0;1.0;4.0;17.0;21.0;2.0;133.0;17.0;1.0;16.0;13.0;103.0;;;29.0;32.0;0.0;33.0;9.0
1193;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2023 4e kwartaal;2139.0;1970.0;69.0;1901.0;169.0;39.0;19.0;4.0;3.0;2.0;14.0;20.0;1.0;130.0;8.0;2.0;6.0;16.0;106.0;;;29.0;30.0;0.0;36.0;11.0
1194;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2023;2123.0;1944.0;73.0;1870.0;180.0;43.0;22.0;5.0;2.0;3.0;17.0;19.0;1.0;137.0;13.0;1.0;12.0;15.0;109.0;;;29.0;37.0;0.0;34.0;10.0
1195;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2024 1e kwartaal;2150.0;1973.0;71.0;1902.0;177.0;47.0;27.0;7.0;4.0;3.0;20.0;19.0;1.0;130.0;13.0;1.0;12.0;12.0;105.0;;;24.0;30.0;0.0;43.0;8.0
1196;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2024 2e kwartaal;2161.0;1987.0;62.0;1924.0;174.0;45.0;20.0;5.0;1.0;4.0;15.0;23.0;2.0;129.0;10.0;0.0;10.0;13.0;105.0;;;24.0;31.0;0.0;41.0;10.0
1197;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2024 3e kwartaal;2165.0;1982.0;63.0;1919.0;183.0;50.0;27.0;8.0;2.0;6.0;19.0;20.0;3.0;133.0;13.0;0.0;13.0;13.0;106.0;;;24.0;30.0;0.0;44.0;8.0
1198;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2024 4e kwartaal;2167.0;1992.0;72.0;1920.0;175.0;43.0;20.0;5.0;1.0;4.0;15.0;20.0;2.0;132.0;12.0;1.0;11.0;11.0;109.0;;;26.0;31.0;0.0;45.0;7.0
1199;Totaal mannen en vrouwen;Leeftijd: 25 tot 35 jaar;Niet geregistreerd werkzoekende bij UWV;2024;2161.0;1983.0;67.0;1916.0;177.0;46.0;23.0;6.0;2.0;4.0;17.0;21.0;2.0;131.0;12.0;1.0;12.0;13.0;106.0;;;24.0;30.0;0.0;43.0;8.0
1200;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2013 1e kwartaal;2286.0;1904.0;143.0;1762.0;381.0;128.0;69.0;12.0;2.0;11.0;57.0;58.0;1.0;253.0;41.0;14.0;26.0;24.0;188.0;31.0;157.0;59.0;3.0;0.0;79.0;17.0
1201;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2013 2e kwartaal;2272.0;1882.0;139.0;1743.0;390.0;134.0;67.0;14.0;4.0;10.0;53.0;65.0;2.0;257.0;40.0;13.0;27.0;31.0;186.0;31.0;155.0;57.0;3.0;0.0;83.0;13.0
1202;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2013 3e kwartaal;2258.0;1873.0;144.0;1728.0;386.0;129.0;66.0;11.0;1.0;9.0;55.0;60.0;3.0;257.0;46.0;16.0;30.0;26.0;185.0;33.0;152.0;56.0;2.0;0.0;80.0;14.0
1203;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2013 4e kwartaal;2245.0;1863.0;153.0;1710.0;382.0;137.0;72.0;8.0;1.0;7.0;64.0;63.0;2.0;245.0;37.0;15.0;22.0;24.0;184.0;31.0;152.0;53.0;3.0;0.0;78.0;18.0
1204;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2013;2265.0;1880.0;145.0;1736.0;385.0;132.0;68.0;11.0;2.0;9.0;57.0;62.0;2.0;253.0;41.0;15.0;26.0;26.0;186.0;32.0;154.0;56.0;3.0;0.0;80.0;15.0
1205;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2014 1e kwartaal;2228.0;1819.0;157.0;1662.0;409.0;149.0;74.0;10.0;2.0;8.0;64.0;74.0;2.0;260.0;40.0;13.0;28.0;26.0;194.0;31.0;162.0;54.0;5.0;0.0;87.0;17.0
1206;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2014 2e kwartaal;2208.0;1815.0;145.0;1670.0;393.0;141.0;73.0;9.0;1.0;8.0;65.0;66.0;2.0;252.0;39.0;14.0;25.0;23.0;190.0;35.0;155.0;53.0;4.0;0.0;85.0;13.0
1207;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2014 3e kwartaal;2188.0;1806.0;134.0;1673.0;381.0;121.0;67.0;9.0;3.0;6.0;58.0;53.0;2.0;260.0;49.0;14.0;35.0;24.0;187.0;29.0;158.0;56.0;2.0;0.0;88.0;12.0
1208;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2014 4e kwartaal;2168.0;1800.0;138.0;1662.0;367.0;128.0;71.0;14.0;5.0;9.0;57.0;54.0;3.0;239.0;39.0;13.0;26.0;19.0;181.0;26.0;155.0;54.0;4.0;0.0;84.0;14.0
1209;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2014;2198.0;1810.0;143.0;1667.0;388.0;135.0;71.0;10.0;3.0;8.0;61.0;61.0;2.0;253.0;42.0;14.0;28.0;23.0;188.0;30.0;158.0;54.0;4.0;0.0;86.0;14.0
1210;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2015 1e kwartaal;2151.0;1774.0;140.0;1634.0;377.0;127.0;67.0;10.0;3.0;8.0;56.0;57.0;3.0;250.0;43.0;16.0;27.0;24.0;184.0;30.0;153.0;51.0;3.0;0.0;86.0;13.0
1211;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2015 2e kwartaal;2137.0;1753.0;126.0;1627.0;383.0;124.0;62.0;8.0;2.0;6.0;54.0;60.0;1.0;259.0;39.0;18.0;21.0;31.0;189.0;28.0;161.0;53.0;4.0;0.0;90.0;14.0
1212;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2015 3e kwartaal;2123.0;1763.0;127.0;1636.0;360.0;105.0;62.0;10.0;3.0;7.0;52.0;42.0;2.0;254.0;41.0;16.0;25.0;30.0;183.0;34.0;149.0;56.0;3.0;0.0;79.0;11.0
1213;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2015 4e kwartaal;2109.0;1754.0;130.0;1624.0;354.0;107.0;62.0;9.0;2.0;6.0;53.0;43.0;2.0;248.0;42.0;20.0;21.0;25.0;180.0;31.0;149.0;50.0;7.0;0.0;80.0;13.0
1214;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2015 ;2130.0;1761.0;131.0;1630.0;368.0;116.0;63.0;9.0;2.0;7.0;54.0;51.0;2.0;253.0;41.0;18.0;24.0;28.0;184.0;31.0;153.0;53.0;4.0;0.0;84.0;13.0
1215;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2016 1e kwartaal;2098.0;1735.0;119.0;1616.0;363.0;112.0;64.0;10.0;2.0;8.0;55.0;47.0;1.0;251.0;38.0;15.0;23.0;25.0;188.0;33.0;156.0;54.0;5.0;1.0;84.0;12.0
1216;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2016 2e kwartaal;2090.0;1751.0;118.0;1634.0;338.0;94.0;56.0;7.0;2.0;5.0;49.0;36.0;3.0;244.0;34.0;15.0;19.0;22.0;188.0;31.0;157.0;51.0;7.0;0.0;85.0;14.0
1217;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2016 3e kwartaal;2082.0;1737.0;109.0;1628.0;344.0;91.0;58.0;7.0;1.0;6.0;51.0;33.0;1.0;253.0;42.0;15.0;27.0;26.0;185.0;39.0;146.0;50.0;4.0;0.0;77.0;15.0
1218;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2016 4e kwartaal;2074.0;1734.0;109.0;1624.0;340.0;79.0;47.0;8.0;3.0;5.0;39.0;30.0;2.0;261.0;37.0;15.0;22.0;24.0;200.0;27.0;173.0;59.0;5.0;0.0;90.0;18.0
1219;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2016;2086.0;1739.0;114.0;1625.0;346.0;94.0;56.0;8.0;2.0;6.0;48.0;36.0;2.0;252.0;38.0;15.0;23.0;24.0;190.0;32.0;158.0;54.0;5.0;0.0;84.0;15.0
1220;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2017 1e kwartaal;2066.0;1726.0;107.0;1618.0;340.0;84.0;47.0;10.0;2.0;8.0;37.0;36.0;2.0;256.0;32.0;11.0;21.0;23.0;201.0;25.0;176.0;57.0;4.0;0.0;98.0;17.0
1221;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2017 2e kwartaal;2058.0;1722.0;97.0;1625.0;336.0;74.0;43.0;7.0;2.0;5.0;36.0;29.0;1.0;263.0;29.0;11.0;18.0;26.0;207.0;32.0;175.0;55.0;4.0;0.0;96.0;20.0
1222;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2017 3e kwartaal;2051.0;1717.0;81.0;1636.0;333.0;67.0;40.0;8.0;3.0;6.0;32.0;25.0;2.0;266.0;31.0;10.0;21.0;31.0;204.0;29.0;175.0;58.0;7.0;0.0;90.0;20.0
1223;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2017 4e kwartaal;2043.0;1715.0;94.0;1621.0;328.0;71.0;36.0;7.0;1.0;6.0;30.0;34.0;1.0;257.0;28.0;12.0;17.0;30.0;198.0;30.0;168.0;61.0;6.0;0.0;84.0;18.0
1224;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2017;2055.0;1720.0;95.0;1625.0;335.0;74.0;42.0;8.0;2.0;6.0;34.0;31.0;1.0;260.0;30.0;11.0;19.0;27.0;203.0;29.0;174.0;58.0;5.0;0.0;92.0;19.0
1225;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2018 1e kwartaal;2037.0;1714.0;87.0;1626.0;323.0;71.0;38.0;7.0;2.0;5.0;31.0;32.0;1.0;252.0;30.0;11.0;19.0;27.0;196.0;30.0;166.0;59.0;7.0;0.0;81.0;19.0
1226;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2018 2e kwartaal;2033.0;1722.0;82.0;1641.0;310.0;61.0;34.0;7.0;3.0;5.0;27.0;25.0;2.0;249.0;19.0;8.0;11.0;30.0;200.0;34.0;166.0;56.0;5.0;1.0;85.0;19.0
1227;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2018 3e kwartaal;2028.0;1729.0;81.0;1648.0;300.0;56.0;31.0;5.0;2.0;3.0;26.0;22.0;3.0;243.0;23.0;10.0;13.0;27.0;193.0;35.0;158.0;53.0;4.0;0.0;86.0;15.0
1228;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2018 4e kwartaal;2024.0;1733.0;78.0;1655.0;292.0;54.0;31.0;3.0;1.0;2.0;28.0;21.0;2.0;237.0;22.0;6.0;16.0;23.0;192.0;29.0;163.0;51.0;6.0;0.0;95.0;11.0
1229;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2018;2031.0;1724.0;82.0;1643.0;306.0;61.0;34.0;6.0;2.0;4.0;28.0;25.0;2.0;245.0;23.0;9.0;15.0;27.0;195.0;32.0;163.0;55.0;6.0;0.0;87.0;16.0
1230;Totaal mannen en vrouwen;Leeftijd: 35 tot 45 jaar;Totaal;2019 1e kwartaal;2024.0;1740.0;87.0;1653.0;284.0;59.0;38.0;6.0;1.0;5.0;31.0;20.0;2.0;225.0;18.0;5.0;13.0;27.0;180.0;28.0;152.0;45.0;5.0;0.0;88.0;13.0
