ID;KenmerkenVanHuishoudens;InkomensgrensHuishouden;DuurInkomenspositie;Perioden;Personen_1;PersonenRelatief_2;Kinderen_3;KinderenRelatief_4
708;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;279.7;40.2;174.5;41.4
709;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;272.4;38.7;170.4;39.9
710;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;265.5;37.5;166.5;38.7
711;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;262.5;37.0;164.9;38.3
712;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;250.7;35.6;157.9;36.8
713;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;232.9;33.3;147.2;34.6
714;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;242.1;34.2;152.7;35.4
715;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;151.1;26.9;94.8;27.8
716;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;156.6;26.9;98.0;27.8
717;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;160.3;26.7;100.3;27.7
718;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;149.0;24.1;93.1;25.0
719;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;144.2;23.1;90.4;24.0
720;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;146.8;23.1;92.3;24.0
721;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;149.0;23.6;93.8;24.5
722;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;148.4;23.2;93.7;24.2
723;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;146.4;22.8;92.6;23.8
724;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;144.9;22.4;91.9;23.5
725;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;141.4;22.0;89.9;23.0
726;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;133.9;21.0;85.4;22.0
727;Type: Eenouder, alle kinderen < 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;131.5;21.0;84.0;22.0
728;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;41.1;8.1;7.5;14.0
729;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;52.3;10.0;9.6;17.5
730;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;57.7;10.8;10.3;18.8
731;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;56.9;10.4;10.1;18.1
732;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;54.0;9.8;8.7;15.6
733;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;52.6;9.2;8.1;14.1
734;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;49.5;8.5;7.4;12.5
735;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;50.1;8.3;7.3;11.7
736;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;48.3;7.7;6.9;10.8
737;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;47.7;7.4;6.7;10.3
738;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;41.5;6.3;5.4;8.2
739;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;35.8;5.3;4.4;6.6
740;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;30.8;4.4;3.5;5.1
741;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;10.0;2.1;2.5;4.9
742;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;11.5;2.3;2.7;5.2
743;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;13.5;2.6;3.0;5.9
744;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;14.2;2.7;3.1;5.9
745;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;15.4;2.9;3.2;6.0
746;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;14.9;2.7;3.0;5.6
747;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;13.5;2.4;2.6;4.6
748;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;13.0;2.2;2.3;3.9
749;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;13.1;2.2;2.1;3.5
750;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;12.6;2.0;1.8;3.0
751;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;11.3;1.8;1.4;2.2
752;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;9.4;1.5;1.0;1.6
753;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;7.1;1.1;0.7;1.1
754;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;36.0;7.1;4.9;9.2
755;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;42.9;8.2;5.8;10.7
756;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;46.3;8.7;6.2;11.3
757;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;47.2;8.6;6.1;10.9
758;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;28.0;5.1;4.8;8.7
759;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;27.3;4.8;4.7;8.2
760;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;24.5;4.2;4.2;7.0
761;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;22.6;3.7;3.6;5.8
762;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;21.7;3.5;3.5;5.5
763;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;23.1;3.6;3.8;5.9
764;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;20.1;3.0;3.1;4.7
765;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;18.2;2.7;2.6;4.0
766;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;19.5;2.8;2.9;4.3
767;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;8.0;1.6;1.0;1.9
768;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;9.8;1.9;1.2;2.4
769;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;11.3;2.2;1.4;2.7
770;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;11.8;2.2;1.4;2.6
771;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;8.7;1.6;1.2;2.3
772;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;7.4;1.3;1.2;2.2
773;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;6.5;1.2;1.1;1.9
774;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;5.7;1.0;0.9;1.5
775;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;5.5;0.9;0.9;1.5
776;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;5.4;0.9;0.9;1.4
777;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;5.0;0.8;0.7;1.2
778;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;4.6;0.7;0.6;1.0
779;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;4.6;0.7;0.6;1.0
780;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;53.7;10.6;8.6;16.1
781;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;62.6;11.9;9.9;18.1
782;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;67.3;12.6;10.6;19.3
783;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;69.8;12.7;10.8;19.3
784;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;45.8;8.3;9.0;16.2
785;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;45.5;8.0;8.9;15.5
786;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;42.0;7.2;8.2;13.7
787;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;38.6;6.4;7.3;11.7
788;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;37.5;6.0;7.1;11.1
789;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;39.7;6.1;7.7;11.7
790;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;34.1;5.2;6.3;9.6
791;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;30.7;4.6;5.4;8.2
792;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;31.8;4.5;5.7;8.3
793;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;19.3;4.0;3.2;6.5
794;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;22.8;4.5;3.9;7.6
795;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;25.7;5.0;4.4;8.5
796;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;26.2;4.9;4.3;8.2
797;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;20.4;3.8;4.0;7.6
798;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;18.8;3.4;4.0;7.3
799;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;17.3;3.1;3.7;6.6
800;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;15.5;2.7;3.2;5.6
801;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;14.7;2.4;3.0;5.1
802;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;14.7;2.4;3.1;5.1
803;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;13.5;2.1;2.8;4.5
804;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;12.0;1.9;2.3;3.7
805;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;11.4;1.7;2.2;3.4
806;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;75.9;14.9;12.9;24.1
807;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;86.1;16.4;14.2;25.9
808;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2013;92.7;17.4;15.2;27.8
809;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2014;96.9;17.7;15.8;28.2
810;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2015;66.1;12.0;13.6;24.4
811;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2016;66.7;11.7;13.5;23.5
812;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2017;62.3;10.7;12.6;21.1
813;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2018;58.1;9.6;11.5;18.5
814;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2019;56.4;9.0;11.2;17.6
815;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2020;59.4;9.2;11.9;18.2
816;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2021;52.7;8.0;10.3;15.7
817;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2022;46.7;6.9;8.6;13.1
818;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2023;47.0;6.7;9.1;13.4
819;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2011;34.8;7.2;6.5;13.2
820;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2012;40.3;8.0;7.5;14.6
821;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2013;44.5;8.6;8.3;15.9
822;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2014;45.7;8.6;8.2;15.5
823;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2015;36.1;6.7;7.8;14.7
824;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2016;34.4;6.3;7.7;14.1
825;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2017;32.1;5.7;7.3;13.0
826;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2018;29.4;5.1;6.6;11.4
827;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2019;28.6;4.7;6.3;10.6
828;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2020;28.7;4.6;6.3;10.4
829;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2021;26.3;4.2;5.6;9.2
830;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2022;23.1;3.6;4.8;7.7
831;Type: Eenouder, minst. één kind >= 18 jr;Inkomen tot 120% sociaal minimum;Vier jaar of langer;2023;21.6;3.2;4.6;7.3
832;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2011;423.8;3.6;154.0;5.4
833;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2012;481.9;4.1;171.9;6.0
834;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2013;520.7;4.4;181.1;6.4
835;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2014;495.0;4.2;173.8;6.2
836;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2015;486.0;4.1;171.7;6.2
837;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2016;435.9;3.7;152.6;5.6
838;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2017;418.8;3.5;144.3;5.3
839;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2018;432.5;3.6;144.3;5.4
840;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2019;401.1;3.4;132.4;5.0
841;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2020;377.8;3.2;123.0;4.7
842;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2021;341.9;2.9;108.0;4.1
843;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2022;293.4;2.4;97.5;3.7
844;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Ten minste 1 jaar;2023;286.3;2.4;92.0;3.5
845;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2011;130.2;1.1;56.9;2.0
846;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2012;143.8;1.2;61.6;2.2
847;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2013;155.2;1.3;65.4;2.4
848;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2014;158.0;1.4;65.8;2.4
849;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2015;173.4;1.5;70.1;2.6
850;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2016;168.8;1.5;67.3;2.5
851;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2017;158.8;1.4;62.4;2.4
852;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2018;155.0;1.4;59.3;2.3
853;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2019;155.5;1.4;58.5;2.3
854;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2020;156.9;1.4;59.3;2.3
855;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2021;147.4;1.3;53.4;2.1
856;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2022;117.4;1.0;44.6;1.8
857;Type: Paar, totaal;Inkomen tot lage-inkomensgrens;Vier jaar of langer;2023;95.7;0.8;34.4;1.4
858;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2011;281.7;2.4;82.8;2.9
859;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2012;310.5;2.6;91.4;3.2
860;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2013;317.1;2.7;92.4;3.3
861;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2014;308.2;2.6;89.9;3.2
862;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2015;309.8;2.6;90.1;3.3
863;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2016;296.5;2.5;85.0;3.1
864;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2017;282.5;2.4;78.4;2.9
865;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2018;274.4;2.3;74.7;2.8
866;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2019;262.2;2.2;69.3;2.6
867;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2020;265.9;2.2;69.2;2.6
868;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2021;248.0;2.1;61.1;2.3
869;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2022;236.7;2.0;56.6;2.2
870;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Ten minste 1 jaar;2023;249.1;2.1;61.6;2.4
871;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2011;46.1;0.4;10.8;0.4
872;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2012;55.1;0.5;14.1;0.5
873;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2013;59.7;0.5;15.5;0.6
874;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2014;66.9;0.6;18.4;0.7
875;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2015;75.6;0.7;20.6;0.8
876;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2016;78.4;0.7;20.7;0.8
877;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2017;79.2;0.7;20.2;0.8
878;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2018;79.1;0.7;19.1;0.7
879;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2019;82.0;0.7;19.2;0.7
880;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2020;86.5;0.7;20.7;0.8
881;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2021;84.0;0.7;19.0;0.8
882;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2022;80.5;0.7;16.2;0.6
883;Type: Paar, totaal;Inkomen tot 101% sociaal minimum;Vier jaar of langer;2023;80.5;0.7;15.5;0.6
884;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2011;445.8;3.8;124.7;4.3
885;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2012;465.3;3.9;131.6;4.6
886;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2013;470.9;4.0;131.8;4.7
887;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2014;460.6;3.9;127.8;4.6
888;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2015;462.7;3.9;127.6;4.6
889;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2016;446.3;3.8;121.1;4.4
890;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2017;429.3;3.6;114.3;4.2
891;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2018;418.4;3.5;110.4;4.1
892;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2019;402.3;3.4;105.0;3.9
893;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2020;400.7;3.4;102.9;3.9
894;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2021;377.9;3.2;94.2;3.6
895;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2022;361.5;3.0;87.3;3.3
896;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Ten minste 1 jaar;2023;376.1;3.1;94.2;3.6
897;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2011;144.4;1.2;36.2;1.3
898;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2012;159.5;1.4;41.3;1.5
899;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2013;169.5;1.5;44.6;1.6
900;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2014;173.9;1.5;47.0;1.7
901;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2015;179.9;1.6;49.1;1.8
902;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2016;180.8;1.6;48.0;1.8
903;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2017;177.5;1.5;45.3;1.7
904;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2018;174.6;1.5;42.7;1.6
905;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2019;178.6;1.6;43.5;1.7
906;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2020;185.2;1.6;46.8;1.8
907;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2021;179.4;1.5;44.6;1.8
908;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2022;168.7;1.5;39.4;1.6
909;Type: Paar, totaal;Inkomen tot 110% sociaal minimum;Vier jaar of langer;2023;164.5;1.4;37.1;1.5
910;Type: Paar, totaal;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2011;607.4;5.1;157.1;5.5
911;Type: Paar, totaal;Inkomen tot 120% sociaal minimum;Ten minste 1 jaar;2012;622.2;5.2;163.5;5.7
