ID;MigratieachtergrondMoeder;GeneratieMoeder;Perioden;LevendGeborenKinderen_1;LevendGeborenKinderenRelatief_2;GemiddeldeLeeftijdMoederBijGeboorte_3;GemiddeldKindertalPerVrouw_4
306;Niet-westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2017;20710.0;56.49;30.1;1.961
307;Niet-westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2018;21274.0;57.0;30.2;1.966
308;Niet-westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2019;21624.0;56.71;30.4;1.93
309;Niet-westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2020;20848.0;54.15;30.5;1.834
310;Niet-westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2021;20795.0;53.37;30.8;1.778
311;Niet-westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2022;20845.0;51.47;30.8;1.706
312;Niet-westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2010;9609.0;51.37;31.0;1.741
313;Niet-westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2011;10063.0;50.78;30.9;1.69
314;Niet-westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2012;10974.0;52.35;30.8;1.712
315;Niet-westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2013;11335.0;51.16;30.8;1.66
316;Niet-westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2014;12386.0;53.02;31.0;1.733
317;Niet-westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2015;12776.0;51.88;31.1;1.702
318;Niet-westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2016;13768.0;53.19;31.1;1.744
319;Niet-westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2017;13976.0;51.42;31.3;1.699
320;Niet-westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2018;14413.0;50.61;31.4;1.672
321;Niet-westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2019;14992.0;50.34;31.4;1.664
322;Niet-westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2020;15358.0;49.41;31.5;1.634
323;Niet-westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2021;16947.0;52.37;31.6;1.734
324;Niet-westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2022;16530.0;49.23;31.6;1.627
325;Overige niet-westerse migratieachterg...;Totaal;2010;11588.0;58.92;30.8;1.87
326;Overige niet-westerse migratieachterg...;Totaal;2011;11889.0;58.29;30.9;1.848
327;Overige niet-westerse migratieachterg...;Totaal;2012;12252.0;58.37;30.8;1.837
328;Overige niet-westerse migratieachterg...;Totaal;2013;11951.0;55.52;30.8;1.753
329;Overige niet-westerse migratieachterg...;Totaal;2014;12680.0;57.12;31.0;1.799
330;Overige niet-westerse migratieachterg...;Totaal;2015;12990.0;55.8;31.0;1.757
331;Overige niet-westerse migratieachterg...;Totaal;2016;14459.0;58.32;30.7;1.835
332;Overige niet-westerse migratieachterg...;Totaal;2017;14830.0;55.93;30.9;1.76
333;Overige niet-westerse migratieachterg...;Totaal;2018;15964.0;56.79;30.9;1.781
334;Overige niet-westerse migratieachterg...;Totaal;2019;16699.0;55.97;31.2;1.748
335;Overige niet-westerse migratieachterg...;Totaal;2020;16411.0;52.67;31.3;1.64
336;Overige niet-westerse migratieachterg...;Totaal;2021;17182.0;52.73;31.6;1.641
337;Overige niet-westerse migratieachterg...;Totaal;2022;17497.0;50.19;31.5;1.563
338;Overige niet-westerse migratieachterg...;Moeder: Nederlandse achtergrond;2010;;;;
339;Overige niet-westerse migratieachterg...;Moeder: Nederlandse achtergrond;2011;;;;
340;Overige niet-westerse migratieachterg...;Moeder: Nederlandse achtergrond;2012;;;;
341;Overige niet-westerse migratieachterg...;Moeder: Nederlandse achtergrond;2013;;;;
342;Overige niet-westerse migratieachterg...;Moeder: Nederlandse achtergrond;2014;;;;
343;Overige niet-westerse migratieachterg...;Moeder: Nederlandse achtergrond;2015;;;;
344;Overige niet-westerse migratieachterg...;Moeder: Nederlandse achtergrond;2016;;;;
345;Overige niet-westerse migratieachterg...;Moeder: Nederlandse achtergrond;2017;;;;
346;Overige niet-westerse migratieachterg...;Moeder: Nederlandse achtergrond;2018;;;;
347;Overige niet-westerse migratieachterg...;Moeder: Nederlandse achtergrond;2019;;;;
348;Overige niet-westerse migratieachterg...;Moeder: Nederlandse achtergrond;2020;;;;
349;Overige niet-westerse migratieachterg...;Moeder: Nederlandse achtergrond;2021;;;;
350;Overige niet-westerse migratieachterg...;Moeder: Nederlandse achtergrond;2022;;;;
351;Overige niet-westerse migratieachterg...;Moeder: met migratieachtergrond;2010;11588.0;58.92;30.8;1.87
352;Overige niet-westerse migratieachterg...;Moeder: met migratieachtergrond;2011;11889.0;58.29;30.9;1.848
353;Overige niet-westerse migratieachterg...;Moeder: met migratieachtergrond;2012;12252.0;58.37;30.8;1.837
354;Overige niet-westerse migratieachterg...;Moeder: met migratieachtergrond;2013;11951.0;55.52;30.8;1.753
355;Overige niet-westerse migratieachterg...;Moeder: met migratieachtergrond;2014;12680.0;57.12;31.0;1.799
356;Overige niet-westerse migratieachterg...;Moeder: met migratieachtergrond;2015;12990.0;55.8;31.0;1.757
357;Overige niet-westerse migratieachterg...;Moeder: met migratieachtergrond;2016;14459.0;58.32;30.7;1.835
358;Overige niet-westerse migratieachterg...;Moeder: met migratieachtergrond;2017;14830.0;55.93;30.9;1.76
359;Overige niet-westerse migratieachterg...;Moeder: met migratieachtergrond;2018;15964.0;56.79;30.9;1.781
360;Overige niet-westerse migratieachterg...;Moeder: met migratieachtergrond;2019;16699.0;55.97;31.2;1.748
361;Overige niet-westerse migratieachterg...;Moeder: met migratieachtergrond;2020;16411.0;52.67;31.3;1.64
362;Overige niet-westerse migratieachterg...;Moeder: met migratieachtergrond;2021;17182.0;52.73;31.6;1.641
363;Overige niet-westerse migratieachterg...;Moeder: met migratieachtergrond;2022;17497.0;50.19;31.5;1.563
364;Overige niet-westerse migratieachterg...;Moeder: 1e generatie migratieachtergrond;2010;10237.0;64.35;30.3;2.001
365;Overige niet-westerse migratieachterg...;Moeder: 1e generatie migratieachtergrond;2011;10385.0;63.53;30.4;1.972
366;Overige niet-westerse migratieachterg...;Moeder: 1e generatie migratieachtergrond;2012;10592.0;63.74;30.4;1.957
367;Overige niet-westerse migratieachterg...;Moeder: 1e generatie migratieachtergrond;2013;10180.0;60.6;30.3;1.872
368;Overige niet-westerse migratieachterg...;Moeder: 1e generatie migratieachtergrond;2014;10714.0;62.65;30.5;1.911
369;Overige niet-westerse migratieachterg...;Moeder: 1e generatie migratieachtergrond;2015;11015.0;61.98;30.4;1.893
370;Overige niet-westerse migratieachterg...;Moeder: 1e generatie migratieachtergrond;2016;12264.0;65.04;30.0;2.012
371;Overige niet-westerse migratieachterg...;Moeder: 1e generatie migratieachtergrond;2017;12566.0;62.41;30.2;1.923
372;Overige niet-westerse migratieachterg...;Moeder: 1e generatie migratieachtergrond;2018;13534.0;63.57;30.2;1.95
373;Overige niet-westerse migratieachterg...;Moeder: 1e generatie migratieachtergrond;2019;14065.0;62.37;30.5;1.893
374;Overige niet-westerse migratieachterg...;Moeder: 1e generatie migratieachtergrond;2020;13688.0;58.48;30.6;1.777
375;Overige niet-westerse migratieachterg...;Moeder: 1e generatie migratieachtergrond;2021;14080.0;57.8;30.9;1.743
376;Overige niet-westerse migratieachterg...;Moeder: 1e generatie migratieachtergrond;2022;14367.0;54.9;30.9;1.666
377;Overige niet-westerse migratieachterg...;Moeder: 2e generatie migratieachtergrond;2010;1351.0;35.95;32.0;1.533
378;Overige niet-westerse migratieachterg...;Moeder: 2e generatie migratieachtergrond;2011;1504.0;37.12;32.1;1.558
379;Overige niet-westerse migratieachterg...;Moeder: 2e generatie migratieachtergrond;2012;1660.0;37.96;31.9;1.542
380;Overige niet-westerse migratieachterg...;Moeder: 2e generatie migratieachtergrond;2013;1771.0;37.47;32.0;1.544
381;Overige niet-westerse migratieachterg...;Moeder: 2e generatie migratieachtergrond;2014;1966.0;38.56;32.0;1.591
382;Overige niet-westerse migratieachterg...;Moeder: 2e generatie migratieachtergrond;2015;1975.0;35.85;32.2;1.499
383;Overige niet-westerse migratieachterg...;Moeder: 2e generatie migratieachtergrond;2016;2195.0;36.96;32.0;1.537
384;Overige niet-westerse migratieachterg...;Moeder: 2e generatie migratieachtergrond;2017;2264.0;35.48;32.2;1.486
385;Overige niet-westerse migratieachterg...;Moeder: 2e generatie migratieachtergrond;2018;2430.0;35.61;32.2;1.483
386;Overige niet-westerse migratieachterg...;Moeder: 2e generatie migratieachtergrond;2019;2634.0;36.15;32.3;1.514
387;Overige niet-westerse migratieachterg...;Moeder: 2e generatie migratieachtergrond;2020;2723.0;35.14;32.4;1.457
388;Overige niet-westerse migratieachterg...;Moeder: 2e generatie migratieachtergrond;2021;3102.0;37.74;32.5;1.556
389;Overige niet-westerse migratieachterg...;Moeder: 2e generatie migratieachtergrond;2022;3130.0;36.02;32.6;1.472
390;Overige westerse migratieachtergrond;Totaal;2010;8274.0;48.46;31.7;1.511
391;Overige westerse migratieachtergrond;Totaal;2011;8184.0;46.22;31.7;1.451
392;Overige westerse migratieachtergrond;Totaal;2012;8257.0;45.19;31.7;1.426
393;Overige westerse migratieachtergrond;Totaal;2013;8257.0;44.05;31.8;1.402
394;Overige westerse migratieachtergrond;Totaal;2014;8753.0;45.36;31.9;1.443
395;Overige westerse migratieachtergrond;Totaal;2015;8817.0;44.08;32.1;1.404
396;Overige westerse migratieachtergrond;Totaal;2016;9171.0;44.01;32.1;1.401
397;Overige westerse migratieachtergrond;Totaal;2017;9155.0;41.95;32.4;1.337
398;Overige westerse migratieachtergrond;Totaal;2018;9245.0;40.26;32.4;1.28
399;Overige westerse migratieachtergrond;Totaal;2019;9851.0;40.56;32.5;1.286
400;Overige westerse migratieachtergrond;Totaal;2020;9977.0;39.49;32.6;1.241
401;Overige westerse migratieachtergrond;Totaal;2021;10933.0;41.6;32.7;1.302
402;Overige westerse migratieachtergrond;Totaal;2022;10633.0;35.75;32.5;1.13
403;Overige westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2010;;;;
404;Overige westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2011;;;;
405;Overige westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2012;;;;
406;Overige westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2013;;;;
407;Overige westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2014;;;;
408;Overige westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2015;;;;
409;Overige westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2016;;;;
410;Overige westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2017;;;;
411;Overige westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2018;;;;
412;Overige westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2019;;;;
413;Overige westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2020;;;;
414;Overige westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2021;;;;
415;Overige westerse migratieachtergrond;Moeder: Nederlandse achtergrond;2022;;;;
416;Overige westerse migratieachtergrond;Moeder: met migratieachtergrond;2010;8274.0;48.46;31.7;1.511
417;Overige westerse migratieachtergrond;Moeder: met migratieachtergrond;2011;8184.0;46.22;31.7;1.451
418;Overige westerse migratieachtergrond;Moeder: met migratieachtergrond;2012;8257.0;45.19;31.7;1.426
419;Overige westerse migratieachtergrond;Moeder: met migratieachtergrond;2013;8257.0;44.05;31.8;1.402
420;Overige westerse migratieachtergrond;Moeder: met migratieachtergrond;2014;8753.0;45.36;31.9;1.443
421;Overige westerse migratieachtergrond;Moeder: met migratieachtergrond;2015;8817.0;44.08;32.1;1.404
422;Overige westerse migratieachtergrond;Moeder: met migratieachtergrond;2016;9171.0;44.01;32.1;1.401
423;Overige westerse migratieachtergrond;Moeder: met migratieachtergrond;2017;9155.0;41.95;32.4;1.337
424;Overige westerse migratieachtergrond;Moeder: met migratieachtergrond;2018;9245.0;40.26;32.4;1.28
425;Overige westerse migratieachtergrond;Moeder: met migratieachtergrond;2019;9851.0;40.56;32.5;1.286
426;Overige westerse migratieachtergrond;Moeder: met migratieachtergrond;2020;9977.0;39.49;32.6;1.241
427;Overige westerse migratieachtergrond;Moeder: met migratieachtergrond;2021;10933.0;41.6;32.7;1.302
428;Overige westerse migratieachtergrond;Moeder: met migratieachtergrond;2022;10633.0;35.75;32.5;1.13
429;Overige westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2010;5728.0;49.02;31.5;1.47
430;Overige westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2011;5855.0;48.11;31.5;1.453
431;Overige westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2012;5825.0;46.28;31.6;1.397
432;Overige westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2013;5796.0;44.95;31.7;1.366
433;Overige westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2014;6135.0;46.18;31.8;1.398
434;Overige westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2015;6325.0;45.72;32.0;1.382
435;Overige westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2016;6540.0;45.12;32.1;1.359
436;Overige westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2017;6631.0;43.32;32.4;1.304
437;Overige westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2018;6718.0;41.25;32.4;1.246
438;Overige westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2019;7204.0;41.28;32.5;1.244
439;Overige westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2020;7433.0;40.68;32.6;1.218
440;Overige westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2021;7989.0;41.74;32.8;1.245
441;Overige westerse migratieachtergrond;Moeder: 1e generatie migratieachtergrond;2022;7982.0;35.52;32.4;1.085
442;Overige westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2010;2546.0;47.24;31.6;1.689
443;Overige westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2011;2329.0;42.05;31.7;1.521
444;Overige westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2012;2432.0;42.77;31.5;1.562
445;Overige westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2013;2461.0;42.07;31.5;1.541
446;Overige westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2014;2618.0;43.56;31.6;1.615
447;Overige westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2015;2492.0;40.39;31.7;1.514
448;Overige westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2016;2631.0;41.47;31.7;1.563
449;Overige westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2017;2524.0;38.74;31.8;1.465
450;Overige westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2018;2527.0;37.82;32.0;1.437
451;Overige westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2019;2647.0;38.7;32.0;1.46
452;Overige westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2020;2544.0;36.38;32.2;1.368
453;Overige westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2021;2944.0;41.22;32.0;1.531
454;Overige westerse migratieachtergrond;Moeder: 2e generatie migratieachtergrond;2022;2651.0;36.45;32.2;1.346
455;Afrika;Totaal;2010;12242.0;78.7;31.0;2.469
456;Afrika;Totaal;2011;12267.0;76.75;30.8;2.427
457;Afrika;Totaal;2012;12189.0;74.61;30.8;2.378
458;Afrika;Totaal;2013;11903.0;71.35;30.7;2.298
459;Afrika;Totaal;2014;12156.0;71.3;30.9;2.324
460;Afrika;Totaal;2015;12079.0;68.92;30.9;2.277
461;Afrika;Totaal;2016;12189.0;67.6;30.9;2.261
462;Afrika;Totaal;2017;12171.0;65.43;30.9;2.212
463;Afrika;Totaal;2018;12438.0;64.87;31.0;2.208
464;Afrika;Totaal;2019;12969.0;65.42;31.1;2.24
465;Afrika;Totaal;2020;12791.0;62.7;31.2;2.153
466;Afrika;Totaal;2021;13002.0;62.0;31.4;2.141
467;Afrika;Totaal;2022;12818.0;59.23;31.4;2.043
468;Afrika;Moeder: Nederlandse achtergrond;2010;;;;
469;Afrika;Moeder: Nederlandse achtergrond;2011;;;;
470;Afrika;Moeder: Nederlandse achtergrond;2012;;;;
471;Afrika;Moeder: Nederlandse achtergrond;2013;;;;
472;Afrika;Moeder: Nederlandse achtergrond;2014;;;;
473;Afrika;Moeder: Nederlandse achtergrond;2015;;;;
474;Afrika;Moeder: Nederlandse achtergrond;2016;;;;
475;Afrika;Moeder: Nederlandse achtergrond;2017;;;;
476;Afrika;Moeder: Nederlandse achtergrond;2018;;;;
477;Afrika;Moeder: Nederlandse achtergrond;2019;;;;
478;Afrika;Moeder: Nederlandse achtergrond;2020;;;;
479;Afrika;Moeder: Nederlandse achtergrond;2021;;;;
480;Afrika;Moeder: Nederlandse achtergrond;2022;;;;
481;Afrika;Moeder: met migratieachtergrond;2010;12242.0;78.7;31.0;2.469
482;Afrika;Moeder: met migratieachtergrond;2011;12267.0;76.75;30.8;2.427
483;Afrika;Moeder: met migratieachtergrond;2012;12189.0;74.61;30.8;2.378
484;Afrika;Moeder: met migratieachtergrond;2013;11903.0;71.35;30.7;2.298
485;Afrika;Moeder: met migratieachtergrond;2014;12156.0;71.3;30.9;2.324
486;Afrika;Moeder: met migratieachtergrond;2015;12079.0;68.92;30.9;2.277
487;Afrika;Moeder: met migratieachtergrond;2016;12189.0;67.6;30.9;2.261
488;Afrika;Moeder: met migratieachtergrond;2017;12171.0;65.43;30.9;2.212
489;Afrika;Moeder: met migratieachtergrond;2018;12438.0;64.87;31.0;2.208
490;Afrika;Moeder: met migratieachtergrond;2019;12969.0;65.42;31.1;2.24
491;Afrika;Moeder: met migratieachtergrond;2020;12791.0;62.7;31.2;2.153
492;Afrika;Moeder: met migratieachtergrond;2021;13002.0;62.0;31.4;2.141
493;Afrika;Moeder: met migratieachtergrond;2022;12818.0;59.23;31.4;2.043
494;Afrika;Moeder: 1e generatie migratieachtergrond;2010;9352.0;91.71;30.0;2.847
495;Afrika;Moeder: 1e generatie migratieachtergrond;2011;9211.0;89.91;29.7;2.892
496;Afrika;Moeder: 1e generatie migratieachtergrond;2012;8724.0;85.7;29.7;2.808
497;Afrika;Moeder: 1e generatie migratieachtergrond;2013;8222.0;81.56;29.5;2.779
498;Afrika;Moeder: 1e generatie migratieachtergrond;2014;8084.0;80.9;29.8;2.765
499;Afrika;Moeder: 1e generatie migratieachtergrond;2015;7770.0;77.88;29.8;2.73
500;Afrika;Moeder: 1e generatie migratieachtergrond;2016;7585.0;75.94;29.7;2.734
501;Afrika;Moeder: 1e generatie migratieachtergrond;2017;7426.0;73.95;29.7;2.705
502;Afrika;Moeder: 1e generatie migratieachtergrond;2018;7439.0;73.74;29.7;2.74
503;Afrika;Moeder: 1e generatie migratieachtergrond;2019;7671.0;75.18;29.8;2.806
504;Afrika;Moeder: 1e generatie migratieachtergrond;2020;7285.0;71.14;29.9;2.664
505;Afrika;Moeder: 1e generatie migratieachtergrond;2021;6949.0;67.61;30.4;2.494
506;Afrika;Moeder: 1e generatie migratieachtergrond;2022;6743.0;64.59;30.5;2.371
507;Afrika;Moeder: 2e generatie migratieachtergrond;2010;2890.0;53.95;30.9;1.945
508;Afrika;Moeder: 2e generatie migratieachtergrond;2011;3056.0;53.24;30.9;1.871
509;Afrika;Moeder: 2e generatie migratieachtergrond;2012;3465.0;56.29;30.8;1.945
510;Afrika;Moeder: 2e generatie migratieachtergrond;2013;3681.0;55.75;31.1;1.929
511;Afrika;Moeder: 2e generatie migratieachtergrond;2014;4072.0;57.7;31.1;1.975
512;Afrika;Moeder: 2e generatie migratieachtergrond;2015;4309.0;57.08;31.2;1.967
513;Afrika;Moeder: 2e generatie migratieachtergrond;2016;4604.0;57.25;31.1;1.951
514;Afrika;Moeder: 2e generatie migratieachtergrond;2017;4745.0;55.44;31.4;1.918
515;Afrika;Moeder: 2e generatie migratieachtergrond;2018;4999.0;55.02;31.5;1.909
516;Afrika;Moeder: 2e generatie migratieachtergrond;2019;5298.0;55.06;31.5;1.908
517;Afrika;Moeder: 2e generatie migratieachtergrond;2020;5506.0;54.19;31.6;1.877
518;Afrika;Moeder: 2e generatie migratieachtergrond;2021;6053.0;56.61;31.6;1.954
519;Afrika;Moeder: 2e generatie migratieachtergrond;2022;6075.0;54.23;31.7;1.868
520;Amerika;Totaal;2010;9323.0;49.03;30.5;1.686
521;Amerika;Totaal;2011;9174.0;47.83;30.4;1.639
522;Amerika;Totaal;2012;9035.0;46.92;30.5;1.598
523;Amerika;Totaal;2013;8937.0;46.34;30.5;1.569
524;Amerika;Totaal;2014;9184.0;47.52;30.7;1.604
525;Amerika;Totaal;2015;9039.0;46.46;30.9;1.56
526;Amerika;Totaal;2016;9273.0;47.25;31.1;1.576
527;Amerika;Totaal;2017;8925.0;44.89;31.2;1.487
528;Amerika;Totaal;2018;9079.0;44.8;31.3;1.469
529;Amerika;Totaal;2019;9245.0;44.62;31.5;1.448
530;Amerika;Totaal;2020;9301.0;44.17;31.5;1.417
531;Amerika;Totaal;2021;10005.0;46.84;31.7;1.488
532;Amerika;Totaal;2022;9735.0;44.51;31.7;1.407
533;Amerika;Moeder: Nederlandse achtergrond;2010;;;;
534;Amerika;Moeder: Nederlandse achtergrond;2011;;;;
535;Amerika;Moeder: Nederlandse achtergrond;2012;;;;
536;Amerika;Moeder: Nederlandse achtergrond;2013;;;;
537;Amerika;Moeder: Nederlandse achtergrond;2014;;;;
538;Amerika;Moeder: Nederlandse achtergrond;2015;;;;
539;Amerika;Moeder: Nederlandse achtergrond;2016;;;;
540;Amerika;Moeder: Nederlandse achtergrond;2017;;;;
541;Amerika;Moeder: Nederlandse achtergrond;2018;;;;
542;Amerika;Moeder: Nederlandse achtergrond;2019;;;;
543;Amerika;Moeder: Nederlandse achtergrond;2020;;;;
544;Amerika;Moeder: Nederlandse achtergrond;2021;;;;
545;Amerika;Moeder: Nederlandse achtergrond;2022;;;;
546;Amerika;Moeder: met migratieachtergrond;2010;9323.0;49.03;30.5;1.686
547;Amerika;Moeder: met migratieachtergrond;2011;9174.0;47.83;30.4;1.639
548;Amerika;Moeder: met migratieachtergrond;2012;9035.0;46.92;30.5;1.598
549;Amerika;Moeder: met migratieachtergrond;2013;8937.0;46.34;30.5;1.569
550;Amerika;Moeder: met migratieachtergrond;2014;9184.0;47.52;30.7;1.604
551;Amerika;Moeder: met migratieachtergrond;2015;9039.0;46.46;30.9;1.56
552;Amerika;Moeder: met migratieachtergrond;2016;9273.0;47.25;31.1;1.576
553;Amerika;Moeder: met migratieachtergrond;2017;8925.0;44.89;31.2;1.487
554;Amerika;Moeder: met migratieachtergrond;2018;9079.0;44.8;31.3;1.469
555;Amerika;Moeder: met migratieachtergrond;2019;9245.0;44.62;31.5;1.448
556;Amerika;Moeder: met migratieachtergrond;2020;9301.0;44.17;31.5;1.417
557;Amerika;Moeder: met migratieachtergrond;2021;10005.0;46.84;31.7;1.488
558;Amerika;Moeder: met migratieachtergrond;2022;9735.0;44.51;31.7;1.407
559;Amerika;Moeder: 1e generatie migratieachtergrond;2010;5414.0;46.32;30.0;1.722
560;Amerika;Moeder: 1e generatie migratieachtergrond;2011;5214.0;45.26;30.0;1.693
561;Amerika;Moeder: 1e generatie migratieachtergrond;2012;4905.0;43.5;30.3;1.61
562;Amerika;Moeder: 1e generatie migratieachtergrond;2013;4676.0;42.61;30.2;1.585
563;Amerika;Moeder: 1e generatie migratieachtergrond;2014;4634.0;43.39;30.5;1.6
564;Amerika;Moeder: 1e generatie migratieachtergrond;2015;4472.0;42.73;30.7;1.561
565;Amerika;Moeder: 1e generatie migratieachtergrond;2016;4359.0;42.34;31.1;1.509
566;Amerika;Moeder: 1e generatie migratieachtergrond;2017;4126.0;40.4;31.0;1.434
567;Amerika;Moeder: 1e generatie migratieachtergrond;2018;4182.0;40.75;31.4;1.404
568;Amerika;Moeder: 1e generatie migratieachtergrond;2019;4248.0;40.82;31.5;1.377
569;Amerika;Moeder: 1e generatie migratieachtergrond;2020;4243.0;40.6;31.7;1.339
570;Amerika;Moeder: 1e generatie migratieachtergrond;2021;4431.0;42.34;31.9;1.364
571;Amerika;Moeder: 1e generatie migratieachtergrond;2022;4397.0;41.15;31.9;1.306
572;Amerika;Moeder: 2e generatie migratieachtergrond;2010;3909.0;53.35;30.9;1.734
573;Amerika;Moeder: 2e generatie migratieachtergrond;2011;3960.0;51.69;30.7;1.64
574;Amerika;Moeder: 2e generatie migratieachtergrond;2012;4130.0;51.76;30.6;1.614
575;Amerika;Moeder: 2e generatie migratieachtergrond;2013;4261.0;51.27;30.4;1.558
576;Amerika;Moeder: 2e generatie migratieachtergrond;2014;4550.0;52.61;30.8;1.628
577;Amerika;Moeder: 2e generatie migratieachtergrond;2015;4567.0;50.81;31.0;1.578
578;Amerika;Moeder: 2e generatie migratieachtergrond;2016;4914.0;52.67;31.1;1.633
579;Amerika;Moeder: 2e generatie migratieachtergrond;2017;4799.0;49.64;31.3;1.55
580;Amerika;Moeder: 2e generatie migratieachtergrond;2018;4897.0;48.96;31.3;1.521
581;Amerika;Moeder: 2e generatie migratieachtergrond;2019;4997.0;48.46;31.3;1.508
582;Amerika;Moeder: 2e generatie migratieachtergrond;2020;5058.0;47.69;31.3;1.479
583;Amerika;Moeder: 2e generatie migratieachtergrond;2021;5574.0;51.16;31.5;1.593
584;Amerika;Moeder: 2e generatie migratieachtergrond;2022;5338.0;47.72;31.5;1.49
585;Azië;Totaal;2010;9934.0;48.16;31.5;1.623
586;Azië;Totaal;2011;9833.0;47.59;31.5;1.593
587;Azië;Totaal;2012;9990.0;48.48;31.4;1.605
588;Azië;Totaal;2013;9539.0;46.49;31.4;1.526
589;Azië;Totaal;2014;10032.0;48.82;31.5;1.583
590;Azië;Totaal;2015;10280.0;49.2;31.4;1.587
591;Azië;Totaal;2016;11220.0;51.83;31.0;1.674
592;Azië;Totaal;2017;11355.0;50.33;31.2;1.614
593;Azië;Totaal;2018;11782.0;50.63;31.2;1.618
594;Azië;Totaal;2019;12044.0;50.28;31.4;1.592
595;Azië;Totaal;2020;11621.0;47.72;31.5;1.504
596;Azië;Totaal;2021;12078.0;48.53;31.7;1.526
597;Azië;Totaal;2022;12176.0;46.53;31.5;1.471
598;Azië;Moeder: Nederlandse achtergrond;2010;;;;
599;Azië;Moeder: Nederlandse achtergrond;2011;;;;
600;Azië;Moeder: Nederlandse achtergrond;2012;;;;
601;Azië;Moeder: Nederlandse achtergrond;2013;;;;
602;Azië;Moeder: Nederlandse achtergrond;2014;;;;
603;Azië;Moeder: Nederlandse achtergrond;2015;;;;
604;Azië;Moeder: Nederlandse achtergrond;2016;;;;
605;Azië;Moeder: Nederlandse achtergrond;2017;;;;
606;Azië;Moeder: Nederlandse achtergrond;2018;;;;
607;Azië;Moeder: Nederlandse achtergrond;2019;;;;
608;Azië;Moeder: Nederlandse achtergrond;2020;;;;
609;Azië;Moeder: Nederlandse achtergrond;2021;;;;
610;Azië;Moeder: Nederlandse achtergrond;2022;;;;
611;Azië;Moeder: met migratieachtergrond;2010;9934.0;48.16;31.5;1.623
612;Azië;Moeder: met migratieachtergrond;2011;9833.0;47.59;31.5;1.593
613;Azië;Moeder: met migratieachtergrond;2012;9990.0;48.48;31.4;1.605
614;Azië;Moeder: met migratieachtergrond;2013;9539.0;46.49;31.4;1.526
615;Azië;Moeder: met migratieachtergrond;2014;10032.0;48.82;31.5;1.583
