ID;Zorgtype;FinancieringsvormenZorg;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
403;Geneesmiddelen;HF122: Zorgverzekeringswet;2022;7215.0
404;Geneesmiddelen;HF122: Zorgverzekeringswet;2023;7466.0
405;Geneesmiddelen;HF21:Vrijwillige ziektekostenverzekering;2021;46.0
406;Geneesmiddelen;HF21:Vrijwillige ziektekostenverzekering;2022;42.0
407;Geneesmiddelen;HF21:Vrijwillige ziektekostenverzekering;2023;46.0
408;Geneesmiddelen;HF3: Eigen betalingen;2021;2086.0
409;Geneesmiddelen;HF3: Eigen betalingen;2022;2183.0
410;Geneesmiddelen;HF3: Eigen betalingen;2023;2315.0
411;Geneesmiddelen;HF31: Directe eigen betalingen;2021;1039.0
412;Geneesmiddelen;HF31: Directe eigen betalingen;2022;1131.0
413;Geneesmiddelen;HF31: Directe eigen betalingen;2023;1238.0
414;Geneesmiddelen;HF32: Eigen risico en bijdragen;2021;1048.0
415;Geneesmiddelen;HF32: Eigen risico en bijdragen;2022;1053.0
416;Geneesmiddelen;HF32: Eigen risico en bijdragen;2023;1078.0
417;Geneesmiddelen;Overige financieringsvormen;2021;13.0
418;Geneesmiddelen;Overige financieringsvormen;2022;17.0
419;Geneesmiddelen;Overige financieringsvormen;2023;17.0
420;Hulpmiddelen;Totaal alle financieringsvormen;2021;4371.0
421;Hulpmiddelen;Totaal alle financieringsvormen;2022;4248.0
422;Hulpmiddelen;Totaal alle financieringsvormen;2023;4452.0
423;Hulpmiddelen;HF11: Overheid;2021;976.0
424;Hulpmiddelen;HF11: Overheid;2022;798.0
425;Hulpmiddelen;HF11: Overheid;2023;749.0
426;Hulpmiddelen;HF121a: Wlz, AWBZ;2021;193.0
427;Hulpmiddelen;HF121a: Wlz, AWBZ;2022;198.0
428;Hulpmiddelen;HF121a: Wlz, AWBZ;2023;237.0
429;Hulpmiddelen;HF121b: Ziekenfonds;2021;
430;Hulpmiddelen;HF121b: Ziekenfonds;2022;
431;Hulpmiddelen;HF121b: Ziekenfonds;2023;
432;Hulpmiddelen;HF122: Zorgverzekeringswet;2021;1544.0
433;Hulpmiddelen;HF122: Zorgverzekeringswet;2022;1607.0
434;Hulpmiddelen;HF122: Zorgverzekeringswet;2023;1729.0
435;Hulpmiddelen;HF21:Vrijwillige ziektekostenverzekering;2021;201.0
436;Hulpmiddelen;HF21:Vrijwillige ziektekostenverzekering;2022;195.0
437;Hulpmiddelen;HF21:Vrijwillige ziektekostenverzekering;2023;211.0
438;Hulpmiddelen;HF3: Eigen betalingen;2021;1401.0
439;Hulpmiddelen;HF3: Eigen betalingen;2022;1450.0
440;Hulpmiddelen;HF3: Eigen betalingen;2023;1526.0
441;Hulpmiddelen;HF31: Directe eigen betalingen;2021;1118.0
442;Hulpmiddelen;HF31: Directe eigen betalingen;2022;1155.0
443;Hulpmiddelen;HF31: Directe eigen betalingen;2023;1218.0
444;Hulpmiddelen;HF32: Eigen risico en bijdragen;2021;283.0
445;Hulpmiddelen;HF32: Eigen risico en bijdragen;2022;294.0
446;Hulpmiddelen;HF32: Eigen risico en bijdragen;2023;308.0
447;Hulpmiddelen;Overige financieringsvormen;2021;54.0
448;Hulpmiddelen;Overige financieringsvormen;2022;0.0
449;Hulpmiddelen;Overige financieringsvormen;2023;0.0
450;Overige gezondheidszorg;Totaal alle financieringsvormen;2021;2939.0
451;Overige gezondheidszorg;Totaal alle financieringsvormen;2022;3291.0
452;Overige gezondheidszorg;Totaal alle financieringsvormen;2023;3593.0
453;Overige gezondheidszorg;HF11: Overheid;2021;510.0
454;Overige gezondheidszorg;HF11: Overheid;2022;680.0
455;Overige gezondheidszorg;HF11: Overheid;2023;724.0
456;Overige gezondheidszorg;HF121a: Wlz, AWBZ;2021;0.0
457;Overige gezondheidszorg;HF121a: Wlz, AWBZ;2022;0.0
458;Overige gezondheidszorg;HF121a: Wlz, AWBZ;2023;0.0
459;Overige gezondheidszorg;HF121b: Ziekenfonds;2021;
460;Overige gezondheidszorg;HF121b: Ziekenfonds;2022;
461;Overige gezondheidszorg;HF121b: Ziekenfonds;2023;
462;Overige gezondheidszorg;HF122: Zorgverzekeringswet;2021;1664.0
463;Overige gezondheidszorg;HF122: Zorgverzekeringswet;2022;1709.0
464;Overige gezondheidszorg;HF122: Zorgverzekeringswet;2023;1928.0
465;Overige gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2021;206.0
466;Overige gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2022;192.0
467;Overige gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2023;207.0
468;Overige gezondheidszorg;HF3: Eigen betalingen;2021;429.0
469;Overige gezondheidszorg;HF3: Eigen betalingen;2022;564.0
470;Overige gezondheidszorg;HF3: Eigen betalingen;2023;591.0
471;Overige gezondheidszorg;HF31: Directe eigen betalingen;2021;317.0
472;Overige gezondheidszorg;HF31: Directe eigen betalingen;2022;450.0
473;Overige gezondheidszorg;HF31: Directe eigen betalingen;2023;473.0
474;Overige gezondheidszorg;HF32: Eigen risico en bijdragen;2021;112.0
475;Overige gezondheidszorg;HF32: Eigen risico en bijdragen;2022;114.0
476;Overige gezondheidszorg;HF32: Eigen risico en bijdragen;2023;118.0
477;Overige gezondheidszorg;Overige financieringsvormen;2021;129.0
478;Overige gezondheidszorg;Overige financieringsvormen;2022;146.0
479;Overige gezondheidszorg;Overige financieringsvormen;2023;143.0
480;Verpleging en verzorging met verblijf;Totaal alle financieringsvormen;2021;13827.0
481;Verpleging en verzorging met verblijf;Totaal alle financieringsvormen;2022;13975.0
482;Verpleging en verzorging met verblijf;Totaal alle financieringsvormen;2023;15450.0
483;Verpleging en verzorging met verblijf;HF11: Overheid;2021;388.0
484;Verpleging en verzorging met verblijf;HF11: Overheid;2022;253.0
485;Verpleging en verzorging met verblijf;HF11: Overheid;2023;265.0
486;Verpleging en verzorging met verblijf;HF121a: Wlz, AWBZ;2021;11871.0
487;Verpleging en verzorging met verblijf;HF121a: Wlz, AWBZ;2022;12163.0
488;Verpleging en verzorging met verblijf;HF121a: Wlz, AWBZ;2023;13546.0
489;Verpleging en verzorging met verblijf;HF121b: Ziekenfonds;2021;
490;Verpleging en verzorging met verblijf;HF121b: Ziekenfonds;2022;
491;Verpleging en verzorging met verblijf;HF121b: Ziekenfonds;2023;
492;Verpleging en verzorging met verblijf;HF122: Zorgverzekeringswet;2021;302.0
493;Verpleging en verzorging met verblijf;HF122: Zorgverzekeringswet;2022;233.0
494;Verpleging en verzorging met verblijf;HF122: Zorgverzekeringswet;2023;241.0
495;Verpleging en verzorging met verblijf;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
496;Verpleging en verzorging met verblijf;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
497;Verpleging en verzorging met verblijf;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
498;Verpleging en verzorging met verblijf;HF3: Eigen betalingen;2021;1255.0
499;Verpleging en verzorging met verblijf;HF3: Eigen betalingen;2022;1316.0
500;Verpleging en verzorging met verblijf;HF3: Eigen betalingen;2023;1386.0
501;Verpleging en verzorging met verblijf;HF31: Directe eigen betalingen;2021;0.0
502;Verpleging en verzorging met verblijf;HF31: Directe eigen betalingen;2022;0.0
503;Verpleging en verzorging met verblijf;HF31: Directe eigen betalingen;2023;0.0
504;Verpleging en verzorging met verblijf;HF32: Eigen risico en bijdragen;2021;1255.0
505;Verpleging en verzorging met verblijf;HF32: Eigen risico en bijdragen;2022;1316.0
506;Verpleging en verzorging met verblijf;HF32: Eigen risico en bijdragen;2023;1386.0
507;Verpleging en verzorging met verblijf;Overige financieringsvormen;2021;11.0
508;Verpleging en verzorging met verblijf;Overige financieringsvormen;2022;11.0
509;Verpleging en verzorging met verblijf;Overige financieringsvormen;2023;11.0
510;Verpleging en verzorging thuis;Totaal alle financieringsvormen;2021;7990.0
511;Verpleging en verzorging thuis;Totaal alle financieringsvormen;2022;7987.0
512;Verpleging en verzorging thuis;Totaal alle financieringsvormen;2023;8466.0
513;Verpleging en verzorging thuis;HF11: Overheid;2021;2266.0
514;Verpleging en verzorging thuis;HF11: Overheid;2022;2089.0
515;Verpleging en verzorging thuis;HF11: Overheid;2023;2189.0
516;Verpleging en verzorging thuis;HF121a: Wlz, AWBZ;2021;2365.0
517;Verpleging en verzorging thuis;HF121a: Wlz, AWBZ;2022;2758.0
518;Verpleging en verzorging thuis;HF121a: Wlz, AWBZ;2023;3012.0
519;Verpleging en verzorging thuis;HF121b: Ziekenfonds;2021;
520;Verpleging en verzorging thuis;HF121b: Ziekenfonds;2022;
521;Verpleging en verzorging thuis;HF121b: Ziekenfonds;2023;
522;Verpleging en verzorging thuis;HF122: Zorgverzekeringswet;2021;3228.0
523;Verpleging en verzorging thuis;HF122: Zorgverzekeringswet;2022;2990.0
524;Verpleging en verzorging thuis;HF122: Zorgverzekeringswet;2023;3112.0
525;Verpleging en verzorging thuis;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
526;Verpleging en verzorging thuis;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
527;Verpleging en verzorging thuis;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
528;Verpleging en verzorging thuis;HF3: Eigen betalingen;2021;131.0
529;Verpleging en verzorging thuis;HF3: Eigen betalingen;2022;151.0
530;Verpleging en verzorging thuis;HF3: Eigen betalingen;2023;154.0
531;Verpleging en verzorging thuis;HF31: Directe eigen betalingen;2021;0.0
532;Verpleging en verzorging thuis;HF31: Directe eigen betalingen;2022;0.0
533;Verpleging en verzorging thuis;HF31: Directe eigen betalingen;2023;0.0
534;Verpleging en verzorging thuis;HF32: Eigen risico en bijdragen;2021;131.0
535;Verpleging en verzorging thuis;HF32: Eigen risico en bijdragen;2022;151.0
536;Verpleging en verzorging thuis;HF32: Eigen risico en bijdragen;2023;154.0
537;Verpleging en verzorging thuis;Overige financieringsvormen;2021;0.0
538;Verpleging en verzorging thuis;Overige financieringsvormen;2022;0.0
539;Verpleging en verzorging thuis;Overige financieringsvormen;2023;0.0
540;Palliatieve zorg;Totaal alle financieringsvormen;2021;393.0
541;Palliatieve zorg;Totaal alle financieringsvormen;2022;412.0
542;Palliatieve zorg;Totaal alle financieringsvormen;2023;440.0
543;Palliatieve zorg;HF11: Overheid;2021;0.0
544;Palliatieve zorg;HF11: Overheid;2022;0.0
545;Palliatieve zorg;HF11: Overheid;2023;0.0
546;Palliatieve zorg;HF121a: Wlz, AWBZ;2021;89.0
547;Palliatieve zorg;HF121a: Wlz, AWBZ;2022;99.0
548;Palliatieve zorg;HF121a: Wlz, AWBZ;2023;110.0
549;Palliatieve zorg;HF121b: Ziekenfonds;2021;
550;Palliatieve zorg;HF121b: Ziekenfonds;2022;
551;Palliatieve zorg;HF121b: Ziekenfonds;2023;
552;Palliatieve zorg;HF122: Zorgverzekeringswet;2021;294.0
553;Palliatieve zorg;HF122: Zorgverzekeringswet;2022;304.0
554;Palliatieve zorg;HF122: Zorgverzekeringswet;2023;320.0
555;Palliatieve zorg;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
556;Palliatieve zorg;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
557;Palliatieve zorg;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
558;Palliatieve zorg;HF3: Eigen betalingen;2021;9.0
559;Palliatieve zorg;HF3: Eigen betalingen;2022;10.0
560;Palliatieve zorg;HF3: Eigen betalingen;2023;10.0
561;Palliatieve zorg;HF31: Directe eigen betalingen;2021;0.0
562;Palliatieve zorg;HF31: Directe eigen betalingen;2022;0.0
563;Palliatieve zorg;HF31: Directe eigen betalingen;2023;0.0
564;Palliatieve zorg;HF32: Eigen risico en bijdragen;2021;9.0
565;Palliatieve zorg;HF32: Eigen risico en bijdragen;2022;10.0
566;Palliatieve zorg;HF32: Eigen risico en bijdragen;2023;10.0
567;Palliatieve zorg;Overige financieringsvormen;2021;0.0
568;Palliatieve zorg;Overige financieringsvormen;2022;0.0
569;Palliatieve zorg;Overige financieringsvormen;2023;0.0
570;Gehandicaptenzorg;Totaal alle financieringsvormen;2021;12147.0
571;Gehandicaptenzorg;Totaal alle financieringsvormen;2022;12547.0
572;Gehandicaptenzorg;Totaal alle financieringsvormen;2023;13579.0
573;Gehandicaptenzorg;HF11: Overheid;2021;1152.0
574;Gehandicaptenzorg;HF11: Overheid;2022;1187.0
575;Gehandicaptenzorg;HF11: Overheid;2023;1268.0
576;Gehandicaptenzorg;HF121a: Wlz, AWBZ;2021;10252.0
577;Gehandicaptenzorg;HF121a: Wlz, AWBZ;2022;10578.0
578;Gehandicaptenzorg;HF121a: Wlz, AWBZ;2023;11481.0
579;Gehandicaptenzorg;HF121b: Ziekenfonds;2021;
580;Gehandicaptenzorg;HF121b: Ziekenfonds;2022;
581;Gehandicaptenzorg;HF121b: Ziekenfonds;2023;
582;Gehandicaptenzorg;HF122: Zorgverzekeringswet;2021;184.0
583;Gehandicaptenzorg;HF122: Zorgverzekeringswet;2022;193.0
584;Gehandicaptenzorg;HF122: Zorgverzekeringswet;2023;210.0
585;Gehandicaptenzorg;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
586;Gehandicaptenzorg;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
587;Gehandicaptenzorg;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
588;Gehandicaptenzorg;HF3: Eigen betalingen;2021;560.0
589;Gehandicaptenzorg;HF3: Eigen betalingen;2022;589.0
590;Gehandicaptenzorg;HF3: Eigen betalingen;2023;619.0
591;Gehandicaptenzorg;HF31: Directe eigen betalingen;2021;0.0
592;Gehandicaptenzorg;HF31: Directe eigen betalingen;2022;0.0
593;Gehandicaptenzorg;HF31: Directe eigen betalingen;2023;0.0
594;Gehandicaptenzorg;HF32: Eigen risico en bijdragen;2021;560.0
595;Gehandicaptenzorg;HF32: Eigen risico en bijdragen;2022;589.0
596;Gehandicaptenzorg;HF32: Eigen risico en bijdragen;2023;619.0
597;Gehandicaptenzorg;Overige financieringsvormen;2021;0.0
598;Gehandicaptenzorg;Overige financieringsvormen;2022;0.0
599;Gehandicaptenzorg;Overige financieringsvormen;2023;0.0
600;Beschermd wonen;Totaal alle financieringsvormen;2021;1974.0
601;Beschermd wonen;Totaal alle financieringsvormen;2022;2237.0
602;Beschermd wonen;Totaal alle financieringsvormen;2023;2570.0
603;Beschermd wonen;HF11: Overheid;2021;922.0
604;Beschermd wonen;HF11: Overheid;2022;885.0
605;Beschermd wonen;HF11: Overheid;2023;980.0
606;Beschermd wonen;HF121a: Wlz, AWBZ;2021;947.0
607;Beschermd wonen;HF121a: Wlz, AWBZ;2022;1239.0
608;Beschermd wonen;HF121a: Wlz, AWBZ;2023;1473.0
609;Beschermd wonen;HF121b: Ziekenfonds;2021;
610;Beschermd wonen;HF121b: Ziekenfonds;2022;
611;Beschermd wonen;HF121b: Ziekenfonds;2023;
612;Beschermd wonen;HF122: Zorgverzekeringswet;2021;0.0
613;Beschermd wonen;HF122: Zorgverzekeringswet;2022;0.0
614;Beschermd wonen;HF122: Zorgverzekeringswet;2023;0.0
615;Beschermd wonen;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
616;Beschermd wonen;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
617;Beschermd wonen;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
618;Beschermd wonen;HF3: Eigen betalingen;2021;104.0
619;Beschermd wonen;HF3: Eigen betalingen;2022;112.0
620;Beschermd wonen;HF3: Eigen betalingen;2023;118.0
621;Beschermd wonen;HF31: Directe eigen betalingen;2021;0.0
622;Beschermd wonen;HF31: Directe eigen betalingen;2022;0.0
623;Beschermd wonen;HF31: Directe eigen betalingen;2023;0.0
624;Beschermd wonen;HF32: Eigen risico en bijdragen;2021;104.0
625;Beschermd wonen;HF32: Eigen risico en bijdragen;2022;112.0
626;Beschermd wonen;HF32: Eigen risico en bijdragen;2023;118.0
627;Beschermd wonen;Overige financieringsvormen;2021;0.0
628;Beschermd wonen;Overige financieringsvormen;2022;0.0
629;Beschermd wonen;Overige financieringsvormen;2023;0.0
630;Maatschappelijke opvang;Totaal alle financieringsvormen;2021;1644.0
631;Maatschappelijke opvang;Totaal alle financieringsvormen;2022;2530.0
632;Maatschappelijke opvang;Totaal alle financieringsvormen;2023;3838.0
633;Maatschappelijke opvang;HF11: Overheid;2021;1603.0
634;Maatschappelijke opvang;HF11: Overheid;2022;2485.0
635;Maatschappelijke opvang;HF11: Overheid;2023;3789.0
636;Maatschappelijke opvang;HF121a: Wlz, AWBZ;2021;0.0
637;Maatschappelijke opvang;HF121a: Wlz, AWBZ;2022;0.0
638;Maatschappelijke opvang;HF121a: Wlz, AWBZ;2023;0.0
639;Maatschappelijke opvang;HF121b: Ziekenfonds;2021;
640;Maatschappelijke opvang;HF121b: Ziekenfonds;2022;
641;Maatschappelijke opvang;HF121b: Ziekenfonds;2023;
642;Maatschappelijke opvang;HF122: Zorgverzekeringswet;2021;0.0
643;Maatschappelijke opvang;HF122: Zorgverzekeringswet;2022;0.0
644;Maatschappelijke opvang;HF122: Zorgverzekeringswet;2023;0.0
645;Maatschappelijke opvang;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
646;Maatschappelijke opvang;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
647;Maatschappelijke opvang;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
648;Maatschappelijke opvang;HF3: Eigen betalingen;2021;26.0
649;Maatschappelijke opvang;HF3: Eigen betalingen;2022;29.0
650;Maatschappelijke opvang;HF3: Eigen betalingen;2023;29.0
651;Maatschappelijke opvang;HF31: Directe eigen betalingen;2021;26.0
652;Maatschappelijke opvang;HF31: Directe eigen betalingen;2022;29.0
653;Maatschappelijke opvang;HF31: Directe eigen betalingen;2023;29.0
654;Maatschappelijke opvang;HF32: Eigen risico en bijdragen;2021;0.0
655;Maatschappelijke opvang;HF32: Eigen risico en bijdragen;2022;0.0
656;Maatschappelijke opvang;HF32: Eigen risico en bijdragen;2023;0.0
657;Maatschappelijke opvang;Overige financieringsvormen;2021;15.0
658;Maatschappelijke opvang;Overige financieringsvormen;2022;16.0
659;Maatschappelijke opvang;Overige financieringsvormen;2023;20.0
660;Overige welzijnszorg;Totaal alle financieringsvormen;2021;3160.0
661;Overige welzijnszorg;Totaal alle financieringsvormen;2022;3790.0
662;Overige welzijnszorg;Totaal alle financieringsvormen;2023;4225.0
663;Overige welzijnszorg;HF11: Overheid;2021;2728.0
664;Overige welzijnszorg;HF11: Overheid;2022;3021.0
665;Overige welzijnszorg;HF11: Overheid;2023;3357.0
666;Overige welzijnszorg;HF121a: Wlz, AWBZ;2021;0.0
667;Overige welzijnszorg;HF121a: Wlz, AWBZ;2022;0.0
668;Overige welzijnszorg;HF121a: Wlz, AWBZ;2023;0.0
669;Overige welzijnszorg;HF121b: Ziekenfonds;2021;
670;Overige welzijnszorg;HF121b: Ziekenfonds;2022;
671;Overige welzijnszorg;HF121b: Ziekenfonds;2023;
672;Overige welzijnszorg;HF122: Zorgverzekeringswet;2021;0.0
673;Overige welzijnszorg;HF122: Zorgverzekeringswet;2022;0.0
674;Overige welzijnszorg;HF122: Zorgverzekeringswet;2023;0.0
675;Overige welzijnszorg;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
676;Overige welzijnszorg;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
677;Overige welzijnszorg;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
678;Overige welzijnszorg;HF3: Eigen betalingen;2021;272.0
679;Overige welzijnszorg;HF3: Eigen betalingen;2022;588.0
680;Overige welzijnszorg;HF3: Eigen betalingen;2023;688.0
681;Overige welzijnszorg;HF31: Directe eigen betalingen;2021;272.0
682;Overige welzijnszorg;HF31: Directe eigen betalingen;2022;588.0
683;Overige welzijnszorg;HF31: Directe eigen betalingen;2023;688.0
684;Overige welzijnszorg;HF32: Eigen risico en bijdragen;2021;0.0
685;Overige welzijnszorg;HF32: Eigen risico en bijdragen;2022;0.0
686;Overige welzijnszorg;HF32: Eigen risico en bijdragen;2023;0.0
687;Overige welzijnszorg;Overige financieringsvormen;2021;160.0
688;Overige welzijnszorg;Overige financieringsvormen;2022;181.0
689;Overige welzijnszorg;Overige financieringsvormen;2023;181.0
690;Jeugdzorg;Totaal alle financieringsvormen;2021;5158.0
691;Jeugdzorg;Totaal alle financieringsvormen;2022;5825.0
692;Jeugdzorg;Totaal alle financieringsvormen;2023;6282.0
693;Jeugdzorg;HF11: Overheid;2021;5158.0
694;Jeugdzorg;HF11: Overheid;2022;5825.0
695;Jeugdzorg;HF11: Overheid;2023;6282.0
696;Jeugdzorg;HF121a: Wlz, AWBZ;2021;0.0
697;Jeugdzorg;HF121a: Wlz, AWBZ;2022;0.0
698;Jeugdzorg;HF121a: Wlz, AWBZ;2023;0.0
699;Jeugdzorg;HF121b: Ziekenfonds;2021;
700;Jeugdzorg;HF121b: Ziekenfonds;2022;
701;Jeugdzorg;HF121b: Ziekenfonds;2023;
702;Jeugdzorg;HF122: Zorgverzekeringswet;2021;0.0
703;Jeugdzorg;HF122: Zorgverzekeringswet;2022;0.0
704;Jeugdzorg;HF122: Zorgverzekeringswet;2023;0.0
705;Jeugdzorg;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
706;Jeugdzorg;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
707;Jeugdzorg;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
708;Jeugdzorg;HF3: Eigen betalingen;2021;0.0
709;Jeugdzorg;HF3: Eigen betalingen;2022;0.0
710;Jeugdzorg;HF3: Eigen betalingen;2023;0.0
711;Jeugdzorg;HF31: Directe eigen betalingen;2021;0.0
712;Jeugdzorg;HF31: Directe eigen betalingen;2022;0.0
713;Jeugdzorg;HF31: Directe eigen betalingen;2023;0.0
714;Jeugdzorg;HF32: Eigen risico en bijdragen;2021;0.0
715;Jeugdzorg;HF32: Eigen risico en bijdragen;2022;0.0
716;Jeugdzorg;HF32: Eigen risico en bijdragen;2023;0.0
717;Jeugdzorg;Overige financieringsvormen;2021;0.0
718;Jeugdzorg;Overige financieringsvormen;2022;0.0
719;Jeugdzorg;Overige financieringsvormen;2023;0.0
720;Kinderopvang;Totaal alle financieringsvormen;2021;5521.0
721;Kinderopvang;Totaal alle financieringsvormen;2022;6220.0
722;Kinderopvang;Totaal alle financieringsvormen;2023;7182.0
723;Kinderopvang;HF11: Overheid;2021;4368.0
724;Kinderopvang;HF11: Overheid;2022;4488.0
725;Kinderopvang;HF11: Overheid;2023;4700.0
726;Kinderopvang;HF121a: Wlz, AWBZ;2021;0.0
727;Kinderopvang;HF121a: Wlz, AWBZ;2022;0.0
728;Kinderopvang;HF121a: Wlz, AWBZ;2023;0.0
729;Kinderopvang;HF121b: Ziekenfonds;2021;
730;Kinderopvang;HF121b: Ziekenfonds;2022;
731;Kinderopvang;HF121b: Ziekenfonds;2023;
732;Kinderopvang;HF122: Zorgverzekeringswet;2021;0.0
733;Kinderopvang;HF122: Zorgverzekeringswet;2022;0.0
734;Kinderopvang;HF122: Zorgverzekeringswet;2023;0.0
735;Kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
736;Kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
737;Kinderopvang;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
738;Kinderopvang;HF3: Eigen betalingen;2021;1154.0
739;Kinderopvang;HF3: Eigen betalingen;2022;1732.0
740;Kinderopvang;HF3: Eigen betalingen;2023;2481.0
741;Kinderopvang;HF31: Directe eigen betalingen;2021;1154.0
742;Kinderopvang;HF31: Directe eigen betalingen;2022;1732.0
743;Kinderopvang;HF31: Directe eigen betalingen;2023;2481.0
744;Kinderopvang;HF32: Eigen risico en bijdragen;2021;0.0
745;Kinderopvang;HF32: Eigen risico en bijdragen;2022;0.0
746;Kinderopvang;HF32: Eigen risico en bijdragen;2023;0.0
747;Kinderopvang;Overige financieringsvormen;2021;0.0
748;Kinderopvang;Overige financieringsvormen;2022;0.0
749;Kinderopvang;Overige financieringsvormen;2023;0.0
750;Opleiding;Totaal alle financieringsvormen;2021;1499.0
751;Opleiding;Totaal alle financieringsvormen;2022;1570.0
752;Opleiding;Totaal alle financieringsvormen;2023;1714.0
753;Opleiding;HF11: Overheid;2021;0.0
754;Opleiding;HF11: Overheid;2022;0.0
755;Opleiding;HF11: Overheid;2023;0.0
756;Opleiding;HF121a: Wlz, AWBZ;2021;140.0
757;Opleiding;HF121a: Wlz, AWBZ;2022;152.0
758;Opleiding;HF121a: Wlz, AWBZ;2023;169.0
759;Opleiding;HF121b: Ziekenfonds;2021;
760;Opleiding;HF121b: Ziekenfonds;2022;
761;Opleiding;HF121b: Ziekenfonds;2023;
762;Opleiding;HF122: Zorgverzekeringswet;2021;1358.0
763;Opleiding;HF122: Zorgverzekeringswet;2022;1418.0
764;Opleiding;HF122: Zorgverzekeringswet;2023;1545.0
765;Opleiding;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
766;Opleiding;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
767;Opleiding;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
768;Opleiding;HF3: Eigen betalingen;2021;0.0
769;Opleiding;HF3: Eigen betalingen;2022;0.0
770;Opleiding;HF3: Eigen betalingen;2023;0.0
771;Opleiding;HF31: Directe eigen betalingen;2021;0.0
772;Opleiding;HF31: Directe eigen betalingen;2022;0.0
773;Opleiding;HF31: Directe eigen betalingen;2023;0.0
774;Opleiding;HF32: Eigen risico en bijdragen;2021;0.0
775;Opleiding;HF32: Eigen risico en bijdragen;2022;0.0
776;Opleiding;HF32: Eigen risico en bijdragen;2023;0.0
777;Opleiding;Overige financieringsvormen;2021;0.0
778;Opleiding;Overige financieringsvormen;2022;0.0
779;Opleiding;Overige financieringsvormen;2023;0.0
780;R&D;Totaal alle financieringsvormen;2021;1428.0
781;R&D;Totaal alle financieringsvormen;2022;1495.0
782;R&D;Totaal alle financieringsvormen;2023;1601.0
783;R&D;HF11: Overheid;2021;817.0
784;R&D;HF11: Overheid;2022;857.0
785;R&D;HF11: Overheid;2023;915.0
786;R&D;HF121a: Wlz, AWBZ;2021;0.0
787;R&D;HF121a: Wlz, AWBZ;2022;0.0
788;R&D;HF121a: Wlz, AWBZ;2023;0.0
789;R&D;HF121b: Ziekenfonds;2021;
790;R&D;HF121b: Ziekenfonds;2022;
791;R&D;HF121b: Ziekenfonds;2023;
792;R&D;HF122: Zorgverzekeringswet;2021;164.0
793;R&D;HF122: Zorgverzekeringswet;2022;194.0
794;R&D;HF122: Zorgverzekeringswet;2023;229.0
795;R&D;HF21:Vrijwillige ziektekostenverzekering;2021;0.0
796;R&D;HF21:Vrijwillige ziektekostenverzekering;2022;0.0
797;R&D;HF21:Vrijwillige ziektekostenverzekering;2023;0.0
798;R&D;HF3: Eigen betalingen;2021;0.0
799;R&D;HF3: Eigen betalingen;2022;0.0
800;R&D;HF3: Eigen betalingen;2023;0.0
801;R&D;HF31: Directe eigen betalingen;2021;0.0
802;R&D;HF31: Directe eigen betalingen;2022;0.0
803;R&D;HF31: Directe eigen betalingen;2023;0.0
804;R&D;HF32: Eigen risico en bijdragen;2021;0.0
805;R&D;HF32: Eigen risico en bijdragen;2022;0.0
806;R&D;HF32: Eigen risico en bijdragen;2023;0.0
807;R&D;Overige financieringsvormen;2021;447.0
808;R&D;Overige financieringsvormen;2022;444.0
809;R&D;Overige financieringsvormen;2023;457.0
810;Beleid en beheer;Totaal alle financieringsvormen;2021;3677.0
811;Beleid en beheer;Totaal alle financieringsvormen;2022;3758.0
812;Beleid en beheer;Totaal alle financieringsvormen;2023;3825.0
813;Beleid en beheer;HF11: Overheid;2021;1786.0
