ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;GemiddBesteedbInkomenPerHuishouden_2;GemiddGestandaardiseerdInkPerHuish_3
374;'s-Hertogenbosch (GA);Eenoudergezin;4.1;24.9;17.1
375;Eindhoven (GA);Totaal particulier huishouden;140.1;30.6;21.8
376;Eindhoven (GA);Eenpersoonshuishouden;49.5;19.0;19.0
377;Eindhoven (GA);Paar zonder kinderen;42.3;34.0;24.8
378;Eindhoven (GA);Paar met kinderen;35.9;42.6;22.9
379;Eindhoven (GA);Eenoudergezin;7.8;25.2;17.3
380;Geleen/Sittard (GA);Totaal particulier huishouden;60.3;29.5;20.5
381;Geleen/Sittard (GA);Eenpersoonshuishouden;18.4;17.5;17.5
382;Geleen/Sittard (GA);Paar zonder kinderen;19.3;30.9;22.6
383;Geleen/Sittard (GA);Paar met kinderen;17.0;40.9;22.2
384;Geleen/Sittard (GA);Eenoudergezin;3.6;23.7;16.4
385;Heerlen (GA);Totaal particulier huishouden;94.8;26.2;18.8
386;Heerlen (GA);Eenpersoonshuishouden;33.6;16.5;16.5
387;Heerlen (GA);Paar zonder kinderen;28.8;28.8;21.0
388;Heerlen (GA);Paar met kinderen;22.9;36.9;20.1
389;Heerlen (GA);Eenoudergezin;6.6;23.2;16.1
390;Maastricht (GA);Totaal particulier huishouden;51.7;27.4;19.9
391;Maastricht (GA);Eenpersoonshuishouden;20.1;17.5;17.5
392;Maastricht (GA);Paar zonder kinderen;15.1;31.0;22.6
393;Maastricht (GA);Paar met kinderen;11.6;39.4;21.5
394;Maastricht (GA);Eenoudergezin;3.3;23.8;16.6
395;Groningen (SG);Totaal particulier huishouden;142.6;28.9;20.8
396;Groningen (SG);Eenpersoonshuishouden;54.1;18.0;18.0
397;Groningen (SG);Paar zonder kinderen;41.5;33.4;24.3
398;Groningen (SG);Paar met kinderen;35.1;40.8;21.9
399;Groningen (SG);Eenoudergezin;8.6;23.4;16.2
400;Leeuwarden (SG);Totaal particulier huishouden;67.7;27.9;19.7
401;Leeuwarden (SG);Eenpersoonshuishouden;23.5;17.0;17.0
402;Leeuwarden (SG);Paar zonder kinderen;20.3;31.3;22.8
403;Leeuwarden (SG);Paar met kinderen;18.0;38.6;20.7
404;Leeuwarden (SG);Eenoudergezin;4.2;22.6;15.5
405;Zwolle (SG);Totaal particulier huishouden;69.4;31.2;21.5
406;Zwolle (SG);Eenpersoonshuishouden;21.8;18.5;18.5
407;Zwolle (SG);Paar zonder kinderen;20.4;33.7;24.6
408;Zwolle (SG);Paar met kinderen;21.6;41.9;22.3
409;Zwolle (SG);Eenoudergezin;3.5;23.8;16.2
410;Enschede (SG);Totaal particulier huishouden;128.0;28.4;19.8
411;Enschede (SG);Eenpersoonshuishouden;41.3;17.1;17.1
412;Enschede (SG);Paar zonder kinderen;38.5;30.8;22.4
413;Enschede (SG);Paar met kinderen;36.6;38.3;20.6
414;Enschede (SG);Eenoudergezin;7.2;23.2;15.9
415;Apeldoorn (SG);Totaal particulier huishouden;86.8;31.8;21.8
416;Apeldoorn (SG);Eenpersoonshuishouden;26.2;18.6;18.6
417;Apeldoorn (SG);Paar zonder kinderen;26.9;33.9;24.8
418;Apeldoorn (SG);Paar met kinderen;26.1;42.3;22.6
419;Apeldoorn (SG);Eenoudergezin;4.4;25.5;17.3
420;Arnhem (SG);Totaal particulier huishouden;147.4;30.4;21.3
421;Arnhem (SG);Eenpersoonshuishouden;48.9;18.1;18.1
422;Arnhem (SG);Paar zonder kinderen;43.3;33.8;24.7
423;Arnhem (SG);Paar met kinderen;41.8;41.2;22.2
424;Arnhem (SG);Eenoudergezin;8.8;24.4;16.8
425;Nijmegen (SG);Totaal particulier huishouden;115.3;29.8;21.0
426;Nijmegen (SG);Eenpersoonshuishouden;40.8;17.8;17.8
427;Nijmegen (SG);Paar zonder kinderen;32.2;33.3;24.3
428;Nijmegen (SG);Paar met kinderen;31.4;41.7;22.5
429;Nijmegen (SG);Eenoudergezin;7.2;24.3;16.7
430;Amersfoort (SG);Totaal particulier huishouden;108.7;34.4;23.4
431;Amersfoort (SG);Eenpersoonshuishouden;32.6;19.8;19.8
432;Amersfoort (SG);Paar zonder kinderen;31.0;36.9;26.9
433;Amersfoort (SG);Paar met kinderen;35.9;45.6;24.3
434;Amersfoort (SG);Eenoudergezin;5.9;27.3;18.6
435;Utrecht (SG);Totaal particulier huishouden;242.7;33.0;23.3
436;Utrecht (SG);Eenpersoonshuishouden;89.2;19.9;19.9
437;Utrecht (SG);Paar zonder kinderen;64.8;37.8;27.6
438;Utrecht (SG);Paar met kinderen;66.0;46.3;24.9
439;Utrecht (SG);Eenoudergezin;13.9;26.3;17.9
440;Amsterdam (SG);Totaal particulier huishouden;657.8;30.3;21.9
441;Amsterdam (SG);Eenpersoonshuishouden;269.8;19.5;19.5
442;Amsterdam (SG);Paar zonder kinderen;151.1;36.3;26.5
443;Amsterdam (SG);Paar met kinderen;153.8;43.6;23.6
444;Amsterdam (SG);Eenoudergezin;55.9;24.6;16.9
445;Haarlem (SG);Totaal particulier huishouden;177.1;33.1;23.3
446;Haarlem (SG);Eenpersoonshuishouden;63.0;19.9;19.9
447;Haarlem (SG);Paar zonder kinderen;50.3;37.1;27.1
448;Haarlem (SG);Paar met kinderen;47.9;46.6;25.0
449;Haarlem (SG);Eenoudergezin;10.7;26.1;17.9
450;Leiden (SG);Totaal particulier huishouden;134.9;34.0;23.5
451;Leiden (SG);Eenpersoonshuishouden;45.1;19.9;19.9
452;Leiden (SG);Paar zonder kinderen;37.6;37.1;27.1
453;Leiden (SG);Paar met kinderen;41.0;46.9;25.0
454;Leiden (SG);Eenoudergezin;7.5;26.8;18.2
455;'s-Gravenhage (SG);Totaal particulier huishouden;430.0;31.4;22.4
456;'s-Gravenhage (SG);Eenpersoonshuishouden;163.8;19.6;19.6
457;'s-Gravenhage (SG);Paar zonder kinderen;109.4;36.3;26.5
458;'s-Gravenhage (SG);Paar met kinderen;107.0;44.7;24.0
459;'s-Gravenhage (SG);Eenoudergezin;31.9;24.7;16.9
460;Rotterdam (SG);Totaal particulier huishouden;513.2;29.3;20.8
461;Rotterdam (SG);Eenpersoonshuishouden;188.1;18.0;18.0
462;Rotterdam (SG);Paar zonder kinderen;134.6;33.7;24.6
463;Rotterdam (SG);Paar met kinderen;126.0;41.7;22.5
464;Rotterdam (SG);Eenoudergezin;42.7;23.6;16.1
465;Dordrecht (SG);Totaal particulier huishouden;115.9;31.1;21.4
466;Dordrecht (SG);Eenpersoonshuishouden;35.8;18.2;18.2
467;Dordrecht (SG);Paar zonder kinderen;33.8;33.2;24.2
468;Dordrecht (SG);Paar met kinderen;35.4;42.2;22.6
469;Dordrecht (SG);Eenoudergezin;7.1;25.0;17.1
470;Breda (SG);Totaal particulier huishouden;129.9;31.9;22.0
471;Breda (SG);Eenpersoonshuishouden;40.2;18.5;18.5
472;Breda (SG);Paar zonder kinderen;40.6;33.9;24.7
473;Breda (SG);Paar met kinderen;37.9;43.8;23.6
474;Breda (SG);Eenoudergezin;6.9;25.8;17.7
475;Tilburg (SG);Totaal particulier huishouden;118.2;30.4;21.0
476;Tilburg (SG);Eenpersoonshuishouden;37.6;17.6;17.6
477;Tilburg (SG);Paar zonder kinderen;35.2;32.6;23.8
478;Tilburg (SG);Paar met kinderen;34.4;42.1;22.6
479;Tilburg (SG);Eenoudergezin;7.0;24.7;16.7
480;'s-Hertogenbosch (SG);Totaal particulier huishouden;79.1;32.6;22.7
481;'s-Hertogenbosch (SG);Eenpersoonshuishouden;25.9;19.3;19.3
482;'s-Hertogenbosch (SG);Paar zonder kinderen;23.2;36.3;26.5
483;'s-Hertogenbosch (SG);Paar met kinderen;22.9;44.1;23.7
484;'s-Hertogenbosch (SG);Eenoudergezin;4.5;25.4;17.4
485;Eindhoven (SG);Totaal particulier huishouden;173.7;31.3;22.0
486;Eindhoven (SG);Eenpersoonshuishouden;58.1;19.1;19.1
487;Eindhoven (SG);Paar zonder kinderen;53.6;34.3;25.0
488;Eindhoven (SG);Paar met kinderen;47.1;43.1;23.2
489;Eindhoven (SG);Eenoudergezin;9.5;25.7;17.6
490;Geleen/Sittard (SG);Totaal particulier huishouden;65.7;29.7;20.6
491;Geleen/Sittard (SG);Eenpersoonshuishouden;19.6;17.5;17.5
492;Geleen/Sittard (SG);Paar zonder kinderen;21.3;31.1;22.7
493;Geleen/Sittard (SG);Paar met kinderen;18.8;41.0;22.3
494;Geleen/Sittard (SG);Eenoudergezin;3.9;23.8;16.5
495;Heerlen (SG);Totaal particulier huishouden;114.7;27.2;19.3
496;Heerlen (SG);Eenpersoonshuishouden;38.3;16.7;16.7
497;Heerlen (SG);Paar zonder kinderen;35.9;29.4;21.5
498;Heerlen (SG);Paar met kinderen;29.2;37.7;20.6
499;Heerlen (SG);Eenoudergezin;7.6;23.9;16.5
500;Maastricht (SG);Totaal particulier huishouden;76.9;29.0;20.6
501;Maastricht (SG);Eenpersoonshuishouden;26.4;17.6;17.6
502;Maastricht (SG);Paar zonder kinderen;24.0;31.6;23.1
503;Maastricht (SG);Paar met kinderen;19.7;41.0;22.3
504;Maastricht (SG);Eenoudergezin;4.5;24.7;17.1
505;Aa en Hunze;Totaal particulier huishouden;10.5;32.2;22.0
506;Aa en Hunze;Eenpersoonshuishouden;2.6;18.6;18.6
507;Aa en Hunze;Paar zonder kinderen;4.0;32.9;24.0
508;Aa en Hunze;Paar met kinderen;3.2;41.7;22.4
509;Aa en Hunze;Eenoudergezin;0.4;26.8;18.4
510;Aalburg;Totaal particulier huishouden;4.2;36.5;23.0
511;Aalburg;Eenpersoonshuishouden;0.8;22.6;22.6
512;Aalburg;Paar zonder kinderen;1.2;32.0;23.4
513;Aalburg;Paar met kinderen;1.9;44.5;23.0
514;Aalburg;Eenoudergezin;0.2;33.1;21.8
515;Aalsmeer;Totaal particulier huishouden;10.1;36.1;24.5
516;Aalsmeer;Eenpersoonshuishouden;2.7;21.7;21.7
517;Aalsmeer;Paar zonder kinderen;3.2;36.9;27.0
518;Aalsmeer;Paar met kinderen;3.4;47.6;25.6
519;Aalsmeer;Eenoudergezin;0.6;26.1;17.8
520;Aalten;Totaal particulier huishouden;10.8;29.8;19.9
521;Aalten;Eenpersoonshuishouden;2.8;16.5;16.5
522;Aalten;Paar zonder kinderen;3.5;30.3;22.1
523;Aalten;Paar met kinderen;3.7;38.4;20.4
524;Aalten;Eenoudergezin;0.5;27.8;18.9
525;Abcoude;Totaal particulier huishouden;3.3;48.3;31.7
526;Abcoude;Eenpersoonshuishouden;0.8;23.9;23.9
527;Abcoude;Paar zonder kinderen;1.0;51.2;37.4
528;Abcoude;Paar met kinderen;1.3;62.8;33.5
529;Abcoude;Eenoudergezin;0.2;33.5;22.8
530;Achtkarspelen;Totaal particulier huishouden;11.2;28.4;19.0
531;Achtkarspelen;Eenpersoonshuishouden;2.9;16.1;16.1
532;Achtkarspelen;Paar zonder kinderen;3.4;28.4;20.8
533;Achtkarspelen;Paar met kinderen;4.0;37.3;19.8
534;Achtkarspelen;Eenoudergezin;0.6;25.5;17.2
535;Alblasserdam;Totaal particulier huishouden;7.4;31.0;20.6
536;Alblasserdam;Eenpersoonshuishouden;2.0;16.8;16.8
537;Alblasserdam;Paar zonder kinderen;2.2;31.2;22.8
538;Alblasserdam;Paar met kinderen;2.6;41.6;22.1
539;Alblasserdam;Eenoudergezin;0.4;27.0;18.3
540;Albrandswaard;Totaal particulier huishouden;8.4;38.1;25.7
541;Albrandswaard;Eenpersoonshuishouden;2.0;22.8;22.8
542;Albrandswaard;Paar zonder kinderen;2.7;39.0;28.5
543;Albrandswaard;Paar met kinderen;3.1;47.9;25.9
544;Albrandswaard;Eenoudergezin;0.4;27.6;19.0
545;Alkemade;Totaal particulier huishouden;5.5;35.9;23.3
546;Alkemade;Eenpersoonshuishouden;1.3;19.4;19.4
547;Alkemade;Paar zonder kinderen;1.7;33.4;24.4
548;Alkemade;Paar met kinderen;2.1;47.5;24.9
549;Alkemade;Eenoudergezin;0.2;29.3;19.8
550;Alkmaar;Totaal particulier huishouden;42.0;29.1;20.7
551;Alkmaar;Eenpersoonshuishouden;15.8;17.8;17.8
552;Alkmaar;Paar zonder kinderen;11.2;33.5;24.5
553;Alkmaar;Paar met kinderen;10.9;41.2;22.2
554;Alkmaar;Eenoudergezin;2.9;23.2;15.9
555;Almelo;Totaal particulier huishouden;30.2;28.0;19.3
556;Almelo;Eenpersoonshuishouden;9.4;16.8;16.8
557;Almelo;Paar zonder kinderen;8.8;29.6;21.6
558;Almelo;Paar met kinderen;9.0;37.5;20.1
559;Almelo;Eenoudergezin;1.9;24.2;16.5
560;Almere;Totaal particulier huishouden;69.9;32.1;21.4
561;Almere;Eenpersoonshuishouden;18.1;18.5;18.5
562;Almere;Paar zonder kinderen;16.4;34.9;25.5
563;Almere;Paar met kinderen;25.2;41.0;22.1
564;Almere;Eenoudergezin;6.8;24.0;16.3
565;Alphen aan den Rijn;Totaal particulier huishouden;28.9;33.9;23.2
566;Alphen aan den Rijn;Eenpersoonshuishouden;8.5;19.8;19.8
567;Alphen aan den Rijn;Paar zonder kinderen;8.6;36.8;26.8
568;Alphen aan den Rijn;Paar met kinderen;9.3;44.3;23.8
569;Alphen aan den Rijn;Eenoudergezin;1.6;26.9;18.1
570;Alphen-Chaam;Totaal particulier huishouden;3.6;36.1;23.5
571;Alphen-Chaam;Eenpersoonshuishouden;0.7;18.1;18.1
572;Alphen-Chaam;Paar zonder kinderen;1.3;34.6;25.3
573;Alphen-Chaam;Paar met kinderen;1.3;46.9;24.9
574;Alphen-Chaam;Eenoudergezin;0.2;32.5;21.6
575;Ameland;Totaal particulier huishouden;1.4;27.8;19.1
576;Ameland;Eenpersoonshuishouden;0.4;16.0;16.0
577;Ameland;Paar zonder kinderen;0.4;28.2;20.6
578;Ameland;Paar met kinderen;0.4;37.3;20.0
579;Ameland;Eenoudergezin;;;
580;Amersfoort;Totaal particulier huishouden;56.6;33.5;23.1
581;Amersfoort;Eenpersoonshuishouden;18.3;19.5;19.5
582;Amersfoort;Paar zonder kinderen;15.3;37.0;27.0
583;Amersfoort;Paar met kinderen;17.8;45.1;24.2
584;Amersfoort;Eenoudergezin;3.5;26.3;18.0
585;Amstelveen;Totaal particulier huishouden;35.0;35.7;25.6
586;Amstelveen;Eenpersoonshuishouden;13.9;21.8;21.8
587;Amstelveen;Paar zonder kinderen;9.1;40.3;29.4
588;Amstelveen;Paar met kinderen;8.8;53.9;29.1
589;Amstelveen;Eenoudergezin;2.2;28.8;19.9
590;Amsterdam;Totaal particulier huishouden;360.5;27.6;21.2
591;Amsterdam;Eenpersoonshuishouden;182.7;19.5;19.5
592;Amsterdam;Paar zonder kinderen;69.7;36.8;26.8
593;Amsterdam;Paar met kinderen;57.8;41.4;22.6
594;Amsterdam;Eenoudergezin;33.9;23.7;16.3
595;Andijk;Totaal particulier huishouden;2.5;33.0;21.7
596;Andijk;Eenpersoonshuishouden;0.6;18.2;18.2
597;Andijk;Paar zonder kinderen;0.9;30.9;22.5
598;Andijk;Paar met kinderen;0.9;44.1;23.4
599;Andijk;Eenoudergezin;0.1;28.7;19.6
600;Anna Paulowna;Totaal particulier huishouden;5.5;30.8;20.6
601;Anna Paulowna;Eenpersoonshuishouden;1.4;16.8;16.8
602;Anna Paulowna;Paar zonder kinderen;1.8;31.8;23.2
603;Anna Paulowna;Paar met kinderen;2.0;40.1;21.3
604;Anna Paulowna;Eenoudergezin;0.2;23.9;16.4
605;Apeldoorn;Totaal particulier huishouden;64.6;31.5;21.8
606;Apeldoorn;Eenpersoonshuishouden;20.5;18.7;18.7
607;Apeldoorn;Paar zonder kinderen;19.6;34.1;24.9
608;Apeldoorn;Paar met kinderen;18.9;42.3;22.6
609;Apeldoorn;Eenoudergezin;3.4;24.7;16.8
610;Appingedam;Totaal particulier huishouden;5.3;27.2;19.2
611;Appingedam;Eenpersoonshuishouden;1.7;16.6;16.6
612;Appingedam;Paar zonder kinderen;1.8;28.9;21.1
613;Appingedam;Paar met kinderen;1.4;38.2;20.6
614;Appingedam;Eenoudergezin;0.3;23.8;16.5
615;Arcen en Velden;Totaal particulier huishouden;3.5;32.7;22.1
616;Arcen en Velden;Eenpersoonshuishouden;0.8;21.5;21.5
617;Arcen en Velden;Paar zonder kinderen;1.2;32.3;23.6
618;Arcen en Velden;Paar met kinderen;1.2;40.2;21.5
619;Arcen en Velden;Eenoudergezin;0.1;26.8;18.2
620;Arnhem;Totaal particulier huishouden;63.9;27.3;19.9
621;Arnhem;Eenpersoonshuishouden;26.3;17.4;17.4
622;Arnhem;Paar zonder kinderen;16.4;32.9;24.0
623;Arnhem;Paar met kinderen;14.4;38.7;21.1
624;Arnhem;Eenoudergezin;4.6;23.0;16.0
625;Assen;Totaal particulier huishouden;27.0;29.1;20.4
626;Assen;Eenpersoonshuishouden;8.7;17.9;17.9
627;Assen;Paar zonder kinderen;7.9;32.8;24.0
628;Assen;Paar met kinderen;7.8;38.5;20.7
629;Assen;Eenoudergezin;1.8;23.0;15.8
630;Asten;Totaal particulier huishouden;6.4;32.6;21.6
631;Asten;Eenpersoonshuishouden;1.6;17.4;17.4
632;Asten;Paar zonder kinderen;2.0;32.4;23.7
633;Asten;Paar met kinderen;2.3;43.2;22.9
634;Asten;Eenoudergezin;0.3;29.2;19.4
635;Baarle-Nassau;Totaal particulier huishouden;2.8;30.4;20.9
636;Baarle-Nassau;Eenpersoonshuishouden;0.8;17.4;17.4
637;Baarle-Nassau;Paar zonder kinderen;1.0;30.2;22.1
638;Baarle-Nassau;Paar met kinderen;0.8;42.9;23.1
639;Baarle-Nassau;Eenoudergezin;0.1;32.1;21.1
640;Baarn;Totaal particulier huishouden;10.3;34.5;24.3
641;Baarn;Eenpersoonshuishouden;3.6;20.9;20.9
642;Baarn;Paar zonder kinderen;3.1;38.3;27.9
643;Baarn;Paar met kinderen;2.8;48.0;25.8
644;Baarn;Eenoudergezin;0.5;27.1;19.0
645;Barendrecht;Totaal particulier huishouden;16.6;37.2;24.5
646;Barendrecht;Eenpersoonshuishouden;3.6;20.5;20.5
647;Barendrecht;Paar zonder kinderen;5.2;38.0;27.8
648;Barendrecht;Paar met kinderen;6.4;46.1;24.9
649;Barendrecht;Eenoudergezin;0.8;26.4;18.0
650;Barneveld;Totaal particulier huishouden;17.3;35.6;22.4
651;Barneveld;Eenpersoonshuishouden;3.8;18.5;18.5
652;Barneveld;Paar zonder kinderen;4.8;33.4;24.4
653;Barneveld;Paar met kinderen;7.2;44.4;22.8
654;Barneveld;Eenoudergezin;0.7;31.4;20.6
655;Bedum;Totaal particulier huishouden;4.2;30.3;20.4
656;Bedum;Eenpersoonshuishouden;1.1;17.6;17.6
657;Bedum;Paar zonder kinderen;1.3;30.5;22.3
658;Bedum;Paar met kinderen;1.4;40.1;21.2
659;Bedum;Eenoudergezin;0.2;25.0;17.1
660;Beek (L.);Totaal particulier huishouden;7.1;31.4;21.6
661;Beek (L.);Eenpersoonshuishouden;2.0;18.5;18.5
662;Beek (L.);Paar zonder kinderen;2.3;32.1;23.4
663;Beek (L.);Paar met kinderen;2.2;41.9;22.7
664;Beek (L.);Eenoudergezin;0.3;25.1;17.2
665;Beemster;Totaal particulier huishouden;3.4;36.6;24.6
666;Beemster;Eenpersoonshuishouden;0.9;20.4;20.4
667;Beemster;Paar zonder kinderen;1.1;38.5;28.1
668;Beemster;Paar met kinderen;1.1;47.9;25.4
669;Beemster;Eenoudergezin;0.2;29.2;19.0
670;Beesel;Totaal particulier huishouden;5.5;31.0;20.9
671;Beesel;Eenpersoonshuishouden;1.3;17.5;17.5
672;Beesel;Paar zonder kinderen;1.9;29.5;21.5
673;Beesel;Paar met kinderen;1.9;38.5;20.7
674;Beesel;Eenoudergezin;0.3;44.2;31.2
675;Bellingwedde;Totaal particulier huishouden;4.0;27.3;18.7
676;Bellingwedde;Eenpersoonshuishouden;1.0;15.4;15.4
677;Bellingwedde;Paar zonder kinderen;1.5;27.4;20.0
678;Bellingwedde;Paar met kinderen;1.1;37.2;20.2
679;Bellingwedde;Eenoudergezin;0.2;24.4;16.4
680;Bennebroek;Totaal particulier huishouden;2.1;39.8;27.9
681;Bennebroek;Eenpersoonshuishouden;0.6;22.5;22.5
682;Bennebroek;Paar zonder kinderen;0.8;46.2;33.7
683;Bennebroek;Paar met kinderen;0.6;51.7;27.8
684;Bennebroek;Eenoudergezin;0.1;32.3;21.5
685;Bergambacht;Totaal particulier huishouden;3.6;35.2;23.2
686;Bergambacht;Eenpersoonshuishouden;0.9;17.7;17.7
687;Bergambacht;Paar zonder kinderen;1.3;37.1;27.0
688;Bergambacht;Paar met kinderen;1.3;44.5;23.2
689;Bergambacht;Eenoudergezin;0.1;28.0;19.1
690;Bergeijk;Totaal particulier huishouden;6.9;34.8;22.7
691;Bergeijk;Eenpersoonshuishouden;1.5;18.3;18.3
692;Bergeijk;Paar zonder kinderen;2.3;33.4;24.4
693;Bergeijk;Paar met kinderen;2.6;44.8;23.7
694;Bergeijk;Eenoudergezin;0.3;31.8;21.3
695;Bergen (L.);Totaal particulier huishouden;5.3;30.3;19.9
696;Bergen (L.);Eenpersoonshuishouden;1.2;15.7;15.7
697;Bergen (L.);Paar zonder kinderen;1.7;29.5;21.6
698;Bergen (L.);Paar met kinderen;1.9;38.9;20.8
699;Bergen (L.);Eenoudergezin;0.2;25.4;17.3
700;Bergen (NH.);Totaal particulier huishouden;13.4;35.2;24.8
701;Bergen (NH.);Eenpersoonshuishouden;4.4;21.2;21.2
702;Bergen (NH.);Paar zonder kinderen;4.4;38.6;28.2
703;Bergen (NH.);Paar met kinderen;3.5;48.5;25.9
704;Bergen (NH.);Eenoudergezin;0.8;30.4;20.5
705;Bergen op Zoom;Totaal particulier huishouden;27.5;29.9;20.7
706;Bergen op Zoom;Eenpersoonshuishouden;8.4;17.9;17.9
707;Bergen op Zoom;Paar zonder kinderen;8.6;31.9;23.3
708;Bergen op Zoom;Paar met kinderen;7.9;40.5;21.8
709;Bergen op Zoom;Eenoudergezin;1.5;23.5;16.3
710;Berkelland;Totaal particulier huishouden;17.5;31.5;20.8
711;Berkelland;Eenpersoonshuishouden;4.2;16.8;16.8
712;Berkelland;Paar zonder kinderen;5.9;30.9;22.5
713;Berkelland;Paar met kinderen;6.0;40.8;21.8
714;Berkelland;Eenoudergezin;0.8;27.3;18.3
715;Bernheze;Totaal particulier huishouden;10.7;36.0;23.1
716;Bernheze;Eenpersoonshuishouden;2.1;19.4;19.4
717;Bernheze;Paar zonder kinderen;3.4;34.1;24.9
718;Bernheze;Paar met kinderen;4.4;45.2;23.8
719;Bernheze;Eenoudergezin;0.5;27.6;18.3
720;Bernisse;Totaal particulier huishouden;5.0;35.2;23.4
721;Bernisse;Eenpersoonshuishouden;1.1;19.1;19.1
722;Bernisse;Paar zonder kinderen;1.8;34.2;25.0
723;Bernisse;Paar met kinderen;1.8;46.0;24.7
724;Bernisse;Eenoudergezin;0.2;30.2;20.7
725;Best;Totaal particulier huishouden;11.4;34.7;23.1
726;Best;Eenpersoonshuishouden;2.7;19.4;19.4
727;Best;Paar zonder kinderen;3.6;34.8;25.4
728;Best;Paar met kinderen;4.2;45.1;24.1
729;Best;Eenoudergezin;0.5;25.6;17.3
730;Beuningen;Totaal particulier huishouden;9.7;33.7;22.2
731;Beuningen;Eenpersoonshuishouden;2.3;17.9;17.9
732;Beuningen;Paar zonder kinderen;2.9;34.0;24.8
733;Beuningen;Paar met kinderen;3.7;43.5;23.2
734;Beuningen;Eenoudergezin;0.5;23.6;16.4
735;Beverwijk;Totaal particulier huishouden;16.3;29.6;20.9
736;Beverwijk;Eenpersoonshuishouden;5.7;18.4;18.4
737;Beverwijk;Paar zonder kinderen;4.6;32.4;23.6
738;Beverwijk;Paar met kinderen;4.5;41.1;22.2
739;Beverwijk;Eenoudergezin;1.1;24.3;16.8
740;Binnenmaas;Totaal particulier huishouden;11.8;35.5;24.1
741;Binnenmaas;Eenpersoonshuishouden;2.9;19.9;19.9
742;Binnenmaas;Paar zonder kinderen;4.1;36.7;26.8
743;Binnenmaas;Paar met kinderen;3.9;45.8;24.7
744;Binnenmaas;Eenoudergezin;0.5;28.7;19.7
745;Bladel;Totaal particulier huishouden;7.2;33.7;22.2
746;Bladel;Eenpersoonshuishouden;1.6;19.0;19.0
747;Bladel;Paar zonder kinderen;2.4;33.3;24.3
748;Bladel;Paar met kinderen;2.6;42.4;22.5
749;Bladel;Eenoudergezin;0.3;29.1;19.8
750;Blaricum;Totaal particulier huishouden;3.8;51.4;35.7
751;Blaricum;Eenpersoonshuishouden;1.1;30.8;30.8
752;Blaricum;Paar zonder kinderen;1.3;60.1;43.9
753;Blaricum;Paar met kinderen;1.2;62.3;33.3
754;Blaricum;Eenoudergezin;0.2;38.3;26.2
755;Bloemendaal;Totaal particulier huishouden;6.6;54.7;37.1
756;Bloemendaal;Eenpersoonshuishouden;1.9;30.9;30.9
757;Bloemendaal;Paar zonder kinderen;2.1;57.3;41.8
758;Bloemendaal;Paar met kinderen;2.2;74.1;39.4
759;Bloemendaal;Eenoudergezin;0.3;39.0;26.5
760;Boarnsterhim;Totaal particulier huishouden;7.9;31.2;21.2
761;Boarnsterhim;Eenpersoonshuishouden;2.2;18.2;18.2
762;Boarnsterhim;Paar zonder kinderen;2.6;31.8;23.2
763;Boarnsterhim;Paar met kinderen;2.6;42.2;22.5
764;Boarnsterhim;Eenoudergezin;0.4;22.0;14.9
765;Bodegraven;Totaal particulier huishouden;7.3;35.6;23.5
766;Bodegraven;Eenpersoonshuishouden;1.8;19.5;19.5
767;Bodegraven;Paar zonder kinderen;2.2;37.5;27.3
768;Bodegraven;Paar met kinderen;2.8;44.5;23.4
769;Bodegraven;Eenoudergezin;0.3;35.2;24.1
770;Boekel;Totaal particulier huishouden;3.3;33.8;21.4
771;Boekel;Eenpersoonshuishouden;0.6;17.5;17.5
772;Boekel;Paar zonder kinderen;1.0;31.0;22.6
773;Boekel;Paar met kinderen;1.4;42.0;22.1
774;Boekel;Eenoudergezin;0.2;29.7;20.1
775;Bolsward;Totaal particulier huishouden;4.1;28.2;19.7
776;Bolsward;Eenpersoonshuishouden;1.4;17.0;17.0
777;Bolsward;Paar zonder kinderen;1.2;31.0;22.6
778;Bolsward;Paar met kinderen;1.2;38.9;20.5
779;Bolsward;Eenoudergezin;0.2;24.2;16.4
780;Borger-Odoorn;Totaal particulier huishouden;10.6;30.0;20.3
781;Borger-Odoorn;Eenpersoonshuishouden;2.4;17.4;17.4
782;Borger-Odoorn;Paar zonder kinderen;4.1;30.7;22.4
783;Borger-Odoorn;Paar met kinderen;3.4;37.7;20.2
784;Borger-Odoorn;Eenoudergezin;0.4;25.5;16.9
785;Borne;Totaal particulier huishouden;8.1;33.1;22.1
786;Borne;Eenpersoonshuishouden;1.9;18.2;18.2
787;Borne;Paar zonder kinderen;2.7;33.8;24.6
788;Borne;Paar met kinderen;2.8;42.4;22.6
789;Borne;Eenoudergezin;0.4;26.0;18.1
790;Borsele;Totaal particulier huishouden;8.8;31.8;21.2
791;Borsele;Eenpersoonshuishouden;2.3;18.0;18.0
792;Borsele;Paar zonder kinderen;2.8;31.3;22.8
793;Borsele;Paar met kinderen;3.1;42.4;22.4
794;Borsele;Eenoudergezin;0.5;28.0;19.1
795;Boskoop;Totaal particulier huishouden;5.8;34.2;22.6
796;Boskoop;Eenpersoonshuishouden;1.5;17.8;17.8
797;Boskoop;Paar zonder kinderen;1.8;36.2;26.4
798;Boskoop;Paar met kinderen;2.1;43.5;23.0
799;Boskoop;Eenoudergezin;0.2;24.2;16.3
800;Boxmeer;Totaal particulier huishouden;11.0;34.1;22.5
