ID;Geslacht;Onderwijssoort;Regiokenmerken;Perioden;Gediplomeerden_1
1243;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergeijk;2019/'20;220.0
1244;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergeijk;2020/'21;190.0
1245;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergeijk;2021/'22;180.0
1246;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergeijk;2022/'23;180.0
1247;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergeijk;2023/'24;210.0
1248;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (L.);2011/'12;140.0
1249;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (L.);2012/'13;170.0
1250;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (L.);2013/'14;150.0
1251;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (L.);2014/'15;160.0
1252;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (L.);2015/'16;160.0
1253;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (L.);2016/'17;180.0
1254;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (L.);2017/'18;160.0
1255;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (L.);2018/'19;150.0
1256;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (L.);2019/'20;140.0
1257;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (L.);2020/'21;120.0
1258;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (L.);2021/'22;120.0
1259;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (L.);2022/'23;120.0
1260;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (L.);2023/'24;110.0
1261;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (NH.);2011/'12;350.0
1262;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (NH.);2012/'13;350.0
1263;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (NH.);2013/'14;310.0
1264;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (NH.);2014/'15;320.0
1265;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (NH.);2015/'16;330.0
1266;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (NH.);2016/'17;340.0
1267;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (NH.);2017/'18;370.0
1268;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (NH.);2018/'19;320.0
1269;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (NH.);2019/'20;400.0
1270;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (NH.);2020/'21;290.0
1271;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (NH.);2021/'22;270.0
1272;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (NH.);2022/'23;290.0
1273;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen (NH.);2023/'24;280.0
1274;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen op Zoom;2011/'12;630.0
1275;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen op Zoom;2012/'13;690.0
1276;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen op Zoom;2013/'14;690.0
1277;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen op Zoom;2014/'15;660.0
1278;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen op Zoom;2015/'16;770.0
1279;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen op Zoom;2016/'17;710.0
1280;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen op Zoom;2017/'18;740.0
1281;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen op Zoom;2018/'19;720.0
1282;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen op Zoom;2019/'20;790.0
1283;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen op Zoom;2020/'21;660.0
1284;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen op Zoom;2021/'22;640.0
1285;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen op Zoom;2022/'23;540.0
1286;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bergen op Zoom;2023/'24;540.0
1287;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Berkelland;2011/'12;470.0
1288;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Berkelland;2012/'13;530.0
1289;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Berkelland;2013/'14;520.0
1290;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Berkelland;2014/'15;500.0
1291;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Berkelland;2015/'16;530.0
1292;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Berkelland;2016/'17;600.0
1293;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Berkelland;2017/'18;550.0
1294;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Berkelland;2018/'19;530.0
1295;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Berkelland;2019/'20;540.0
1296;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Berkelland;2020/'21;510.0
1297;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Berkelland;2021/'22;480.0
1298;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Berkelland;2022/'23;450.0
1299;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Berkelland;2023/'24;440.0
1300;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernheze;2011/'12;390.0
1301;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernheze;2012/'13;370.0
1302;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernheze;2013/'14;380.0
1303;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernheze;2014/'15;380.0
1304;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernheze;2015/'16;450.0
1305;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernheze;2016/'17;410.0
1306;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernheze;2017/'18;420.0
1307;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernheze;2018/'19;410.0
1308;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernheze;2019/'20;430.0
1309;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernheze;2020/'21;380.0
1310;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernheze;2021/'22;340.0
1311;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernheze;2022/'23;340.0
1312;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernheze;2023/'24;350.0
1313;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernisse;2011/'12;130.0
1314;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernisse;2012/'13;150.0
1315;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernisse;2013/'14;130.0
1316;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernisse;2014/'15;170.0
1317;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernisse;2015/'16;
1318;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernisse;2016/'17;
1319;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernisse;2017/'18;
1320;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernisse;2018/'19;
1321;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernisse;2019/'20;
1322;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernisse;2020/'21;
1323;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernisse;2021/'22;
1324;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernisse;2022/'23;
1325;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bernisse;2023/'24;
1326;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Best;2011/'12;340.0
1327;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Best;2012/'13;340.0
1328;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Best;2013/'14;380.0
1329;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Best;2014/'15;400.0
1330;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Best;2015/'16;420.0
1331;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Best;2016/'17;420.0
1332;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Best;2017/'18;380.0
1333;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Best;2018/'19;410.0
1334;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Best;2019/'20;420.0
1335;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Best;2020/'21;390.0
1336;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Best;2021/'22;330.0
1337;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Best;2022/'23;330.0
1338;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Best;2023/'24;350.0
1339;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beuningen;2011/'12;320.0
1340;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beuningen;2012/'13;350.0
1341;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beuningen;2013/'14;340.0
1342;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beuningen;2014/'15;340.0
1343;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beuningen;2015/'16;320.0
1344;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beuningen;2016/'17;310.0
1345;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beuningen;2017/'18;340.0
1346;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beuningen;2018/'19;330.0
1347;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beuningen;2019/'20;360.0
1348;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beuningen;2020/'21;280.0
1349;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beuningen;2021/'22;260.0
1350;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beuningen;2022/'23;240.0
1351;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beuningen;2023/'24;250.0
1352;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beverwijk;2011/'12;360.0
1353;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beverwijk;2012/'13;360.0
1354;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beverwijk;2013/'14;380.0
1355;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beverwijk;2014/'15;380.0
1356;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beverwijk;2015/'16;420.0
1357;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beverwijk;2016/'17;380.0
1358;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beverwijk;2017/'18;410.0
1359;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beverwijk;2018/'19;390.0
1360;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beverwijk;2019/'20;460.0
1361;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beverwijk;2020/'21;380.0
1362;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beverwijk;2021/'22;390.0
1363;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beverwijk;2022/'23;340.0
1364;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Beverwijk;2023/'24;370.0
1365;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);het Bildt;2011/'12;140.0
1366;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);het Bildt;2012/'13;130.0
1367;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);het Bildt;2013/'14;120.0
1368;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);het Bildt;2014/'15;130.0
1369;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);het Bildt;2015/'16;120.0
1370;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);het Bildt;2016/'17;110.0
1371;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);het Bildt;2017/'18;120.0
1372;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);het Bildt;2018/'19;
1373;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);het Bildt;2019/'20;
1374;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);het Bildt;2020/'21;
1375;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);het Bildt;2021/'22;
1376;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);het Bildt;2022/'23;
1377;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);het Bildt;2023/'24;
1378;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Bilt;2011/'12;440.0
1379;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Bilt;2012/'13;450.0
1380;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Bilt;2013/'14;460.0
1381;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Bilt;2014/'15;490.0
1382;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Bilt;2015/'16;530.0
1383;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Bilt;2016/'17;530.0
1384;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Bilt;2017/'18;540.0
1385;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Bilt;2018/'19;510.0
1386;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Bilt;2019/'20;600.0
1387;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Bilt;2020/'21;530.0
1388;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Bilt;2021/'22;520.0
1389;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Bilt;2022/'23;480.0
1390;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);De Bilt;2023/'24;530.0
1391;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Binnenmaas;2011/'12;270.0
1392;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Binnenmaas;2012/'13;290.0
1393;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Binnenmaas;2013/'14;270.0
1394;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Binnenmaas;2014/'15;280.0
1395;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Binnenmaas;2015/'16;280.0
1396;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Binnenmaas;2016/'17;320.0
1397;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Binnenmaas;2017/'18;330.0
1398;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Binnenmaas;2018/'19;310.0
1399;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Binnenmaas;2019/'20;
1400;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Binnenmaas;2020/'21;
1401;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Binnenmaas;2021/'22;
1402;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Binnenmaas;2022/'23;
1403;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Binnenmaas;2023/'24;
1404;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bladel;2011/'12;240.0
1405;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bladel;2012/'13;250.0
1406;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bladel;2013/'14;260.0
1407;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bladel;2014/'15;240.0
1408;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bladel;2015/'16;270.0
1409;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bladel;2016/'17;230.0
1410;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bladel;2017/'18;240.0
1411;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bladel;2018/'19;250.0
1412;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bladel;2019/'20;240.0
1413;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bladel;2020/'21;240.0
1414;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bladel;2021/'22;240.0
1415;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bladel;2022/'23;170.0
1416;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bladel;2023/'24;210.0
1417;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Blaricum;2011/'12;100.0
1418;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Blaricum;2012/'13;90.0
1419;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Blaricum;2013/'14;100.0
1420;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Blaricum;2014/'15;110.0
1421;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Blaricum;2015/'16;110.0
1422;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Blaricum;2016/'17;110.0
1423;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Blaricum;2017/'18;130.0
1424;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Blaricum;2018/'19;120.0
1425;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Blaricum;2019/'20;160.0
1426;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Blaricum;2020/'21;120.0
1427;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Blaricum;2021/'22;140.0
1428;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Blaricum;2022/'23;120.0
1429;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Blaricum;2023/'24;140.0
1430;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bloemendaal;2011/'12;250.0
1431;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bloemendaal;2012/'13;270.0
1432;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bloemendaal;2013/'14;280.0
1433;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bloemendaal;2014/'15;310.0
1434;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bloemendaal;2015/'16;300.0
1435;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bloemendaal;2016/'17;320.0
1436;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bloemendaal;2017/'18;320.0
1437;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bloemendaal;2018/'19;330.0
1438;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bloemendaal;2019/'20;350.0
1439;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bloemendaal;2020/'21;340.0
1440;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bloemendaal;2021/'22;360.0
1441;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bloemendaal;2022/'23;330.0
1442;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bloemendaal;2023/'24;290.0
1443;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boarnsterhim;2011/'12;190.0
1444;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boarnsterhim;2012/'13;250.0
1445;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boarnsterhim;2013/'14;210.0
1446;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boarnsterhim;2014/'15;
1447;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boarnsterhim;2015/'16;
1448;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boarnsterhim;2016/'17;
1449;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boarnsterhim;2017/'18;
1450;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boarnsterhim;2018/'19;
1451;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boarnsterhim;2019/'20;
1452;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boarnsterhim;2020/'21;
1453;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boarnsterhim;2021/'22;
1454;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boarnsterhim;2022/'23;
1455;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boarnsterhim;2023/'24;
1456;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bodegraven-Reeuwijk;2011/'12;400.0
1457;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bodegraven-Reeuwijk;2012/'13;370.0
1458;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bodegraven-Reeuwijk;2013/'14;400.0
1459;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bodegraven-Reeuwijk;2014/'15;420.0
1460;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bodegraven-Reeuwijk;2015/'16;440.0
1461;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bodegraven-Reeuwijk;2016/'17;400.0
1462;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bodegraven-Reeuwijk;2017/'18;400.0
1463;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bodegraven-Reeuwijk;2018/'19;430.0
1464;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bodegraven-Reeuwijk;2019/'20;470.0
1465;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bodegraven-Reeuwijk;2020/'21;410.0
1466;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bodegraven-Reeuwijk;2021/'22;400.0
1467;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bodegraven-Reeuwijk;2022/'23;350.0
1468;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Bodegraven-Reeuwijk;2023/'24;380.0
1469;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boekel;2011/'12;120.0
1470;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boekel;2012/'13;130.0
1471;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boekel;2013/'14;140.0
1472;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boekel;2014/'15;130.0
1473;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boekel;2015/'16;170.0
1474;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boekel;2016/'17;130.0
1475;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boekel;2017/'18;150.0
1476;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boekel;2018/'19;130.0
1477;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boekel;2019/'20;140.0
1478;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boekel;2020/'21;130.0
1479;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boekel;2021/'22;130.0
1480;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boekel;2022/'23;150.0
1481;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Boekel;2023/'24;140.0
1482;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Ten Boer;2011/'12;80.0
1483;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Ten Boer;2012/'13;80.0
1484;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Ten Boer;2013/'14;90.0
1485;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Ten Boer;2014/'15;100.0
1486;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Ten Boer;2015/'16;100.0
1487;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Ten Boer;2016/'17;100.0
1488;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Ten Boer;2017/'18;90.0
1489;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Ten Boer;2018/'19;90.0
1490;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Ten Boer;2019/'20;
1491;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Ten Boer;2020/'21;
1492;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Ten Boer;2021/'22;
1493;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Ten Boer;2022/'23;
1494;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Ten Boer;2023/'24;
1495;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borger-Odoorn;2011/'12;330.0
1496;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borger-Odoorn;2012/'13;280.0
1497;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borger-Odoorn;2013/'14;330.0
1498;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borger-Odoorn;2014/'15;370.0
1499;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borger-Odoorn;2015/'16;310.0
1500;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borger-Odoorn;2016/'17;320.0
1501;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borger-Odoorn;2017/'18;310.0
1502;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borger-Odoorn;2018/'19;250.0
1503;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borger-Odoorn;2019/'20;260.0
1504;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borger-Odoorn;2020/'21;240.0
1505;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borger-Odoorn;2021/'22;240.0
1506;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borger-Odoorn;2022/'23;250.0
1507;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borger-Odoorn;2023/'24;220.0
1508;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borne;2011/'12;270.0
1509;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borne;2012/'13;260.0
1510;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borne;2013/'14;240.0
1511;Totaal mannen en vrouwen;Totaal voortgezet onderwijs (vo);Borne;2014/'15;250.0
