ID;MunicipalLevies;Regions;Periods;MunicipalTaxesIn1000Euros_1;MunicipalTaxesEuroInhabitant_2
2346;Total municipal tax;Ooststellingwerf;2023;10347.0;401.0
2347;Total municipal tax;Ooststellingwerf;2024;10576.0;410.0
2348;Total municipal tax;Ooststellingwerf;2025;11234.0;434.0
2349;Total municipal tax;Oostzaan;2017;5319.0;551.0
2350;Total municipal tax;Oostzaan;2018;5531.0;568.0
2351;Total municipal tax;Oostzaan;2019;5707.0;585.0
2352;Total municipal tax;Oostzaan;2020;5910.0;607.0
2353;Total municipal tax;Oostzaan;2021;6681.0;690.0
2354;Total municipal tax;Oostzaan;2022;6377.0;661.0
2355;Total municipal tax;Oostzaan;2023;6380.0;657.0
2356;Total municipal tax;Oostzaan;2024;6649.0;686.0
2357;Total municipal tax;Oostzaan;2025;6946.0;714.0
2358;Total municipal tax;Opmeer;2017;4706.0;412.0
2359;Total municipal tax;Opmeer;2018;4793.0;416.0
2360;Total municipal tax;Opmeer;2019;4932.0;419.0
2361;Total municipal tax;Opmeer;2020;5000.0;422.0
2362;Total municipal tax;Opmeer;2021;5603.0;467.0
2363;Total municipal tax;Opmeer;2022;6302.0;522.0
2364;Total municipal tax;Opmeer;2023;7215.0;593.0
2365;Total municipal tax;Opmeer;2024;7986.0;653.0
2366;Total municipal tax;Opmeer;2025;8411.0;676.0
2367;Total municipal tax;Opsterland;2017;12679.0;427.0
2368;Total municipal tax;Opsterland;2018;12725.0;428.0
2369;Total municipal tax;Opsterland;2019;12361.0;416.0
2370;Total municipal tax;Opsterland;2020;13245.0;445.0
2371;Total municipal tax;Opsterland;2021;13715.0;460.0
2372;Total municipal tax;Opsterland;2022;12251.0;411.0
2373;Total municipal tax;Opsterland;2023;12444.0;414.0
2374;Total municipal tax;Opsterland;2024;12768.0;425.0
2375;Total municipal tax;Opsterland;2025;12616.0;420.0
2376;Total municipal tax;Oss;2017;43203.0;478.0
2377;Total municipal tax;Oss;2018;43456.0;478.0
2378;Total municipal tax;Oss;2019;44696.0;489.0
2379;Total municipal tax;Oss;2020;45521.0;495.0
2380;Total municipal tax;Oss;2021;49207.0;532.0
2381;Total municipal tax;Oss;2022;50269.0;539.0
2382;Total municipal tax;Oss;2023;51402.0;544.0
2383;Total municipal tax;Oss;2024;55259.0;584.0
2384;Total municipal tax;Oss;2025;59186.0;622.0
2385;Total municipal tax;Oud-Beijerland;2017;11045.0;460.0
2386;Total municipal tax;Oud-Beijerland;2018;10716.0;441.0
2387;Total municipal tax;Oud-Beijerland;2019;;
2388;Total municipal tax;Oud-Beijerland;2020;;
2389;Total municipal tax;Oud-Beijerland;2021;;
2390;Total municipal tax;Oud-Beijerland;2022;;
2391;Total municipal tax;Oud-Beijerland;2023;;
2392;Total municipal tax;Oud-Beijerland;2024;;
2393;Total municipal tax;Oud-Beijerland;2025;;
2394;Total municipal tax;Oude IJsselstreek;2017;16413.0;415.0
2395;Total municipal tax;Oude IJsselstreek;2018;16166.0;409.0
2396;Total municipal tax;Oude IJsselstreek;2019;16672.0;422.0
2397;Total municipal tax;Oude IJsselstreek;2020;16959.0;431.0
2398;Total municipal tax;Oude IJsselstreek;2021;17468.0;444.0
2399;Total municipal tax;Oude IJsselstreek;2022;17773.0;451.0
2400;Total municipal tax;Oude IJsselstreek;2023;18243.0;461.0
2401;Total municipal tax;Oude IJsselstreek;2024;20599.0;523.0
2402;Total municipal tax;Oude IJsselstreek;2025;21468.0;543.0
2403;Total municipal tax;Ouder-Amstel;2017;9039.0;673.0
2404;Total municipal tax;Ouder-Amstel;2018;;
2405;Total municipal tax;Ouder-Amstel;2019;9812.0;705.0
2406;Total municipal tax;Ouder-Amstel;2020;11023.0;786.0
2407;Total municipal tax;Ouder-Amstel;2021;11168.0;791.0
2408;Total municipal tax;Ouder-Amstel;2022;12101.0;852.0
2409;Total municipal tax;Ouder-Amstel;2023;12931.0;906.0
2410;Total municipal tax;Ouder-Amstel;2024;15757.0;1090.0
2411;Total municipal tax;Ouder-Amstel;2025;16896.0;1163.0
2412;Total municipal tax;Oudewater;2017;4512.0;443.0
2413;Total municipal tax;Oudewater;2018;4553.0;447.0
2414;Total municipal tax;Oudewater;2019;4658.0;457.0
2415;Total municipal tax;Oudewater;2020;5225.0;511.0
2416;Total municipal tax;Oudewater;2021;5747.0;567.0
2417;Total municipal tax;Oudewater;2022;6466.0;636.0
2418;Total municipal tax;Oudewater;2023;7018.0;686.0
2419;Total municipal tax;Oudewater;2024;7180.0;703.0
2420;Total municipal tax;Oudewater;2025;7614.0;737.0
2421;Total municipal tax;Overbetuwe;2017;16495.0;348.0
2422;Total municipal tax;Overbetuwe;2018;16721.0;352.0
2423;Total municipal tax;Overbetuwe;2019;16582.0;349.0
2424;Total municipal tax;Overbetuwe;2020;17790.0;371.0
2425;Total municipal tax;Overbetuwe;2021;21513.0;446.0
2426;Total municipal tax;Overbetuwe;2022;19756.0;409.0
2427;Total municipal tax;Overbetuwe;2023;19561.0;402.0
2428;Total municipal tax;Overbetuwe;2024;22054.0;451.0
2429;Total municipal tax;Overbetuwe;2025;25898.0;529.0
2430;Total municipal tax;Papendrecht;2017;14879.0;461.0
2431;Total municipal tax;Papendrecht;2018;14619.0;453.0
2432;Total municipal tax;Papendrecht;2019;14600.0;452.0
2433;Total municipal tax;Papendrecht;2020;15904.0;495.0
2434;Total municipal tax;Papendrecht;2021;16492.0;513.0
2435;Total municipal tax;Papendrecht;2022;17496.0;543.0
2436;Total municipal tax;Papendrecht;2023;18023.0;558.0
2437;Total municipal tax;Papendrecht;2024;19252.0;598.0
2438;Total municipal tax;Papendrecht;2025;20590.0;636.0
2439;Total municipal tax;Peel en Maas;2017;17697.0;408.0
2440;Total municipal tax;Peel en Maas;2018;18305.0;423.0
2441;Total municipal tax;Peel en Maas;2019;18746.0;433.0
2442;Total municipal tax;Peel en Maas;2020;19321.0;445.0
2443;Total municipal tax;Peel en Maas;2021;19807.0;454.0
2444;Total municipal tax;Peel en Maas;2022;20415.0;461.0
2445;Total municipal tax;Peel en Maas;2023;21116.0;466.0
2446;Total municipal tax;Peel en Maas;2024;22095.0;485.0
2447;Total municipal tax;Peel en Maas;2025;22878.0;498.0
2448;Total municipal tax;Pekela;2017;5041.0;402.0
2449;Total municipal tax;Pekela;2018;5507.0;449.0
2450;Total municipal tax;Pekela;2019;5517.0;452.0
2451;Total municipal tax;Pekela;2020;5706.0;468.0
2452;Total municipal tax;Pekela;2021;6232.0;512.0
2453;Total municipal tax;Pekela;2022;6306.0;517.0
2454;Total municipal tax;Pekela;2023;6448.0;519.0
2455;Total municipal tax;Pekela;2024;6650.0;531.0
2456;Total municipal tax;Pekela;2025;6968.0;558.0
2457;Total municipal tax;Pijnacker-Nootdorp;2017;22774.0;432.0
2458;Total municipal tax;Pijnacker-Nootdorp;2018;23594.0;440.0
2459;Total municipal tax;Pijnacker-Nootdorp;2019;24596.0;453.0
2460;Total municipal tax;Pijnacker-Nootdorp;2020;26305.0;475.0
2461;Total municipal tax;Pijnacker-Nootdorp;2021;26938.0;484.0
2462;Total municipal tax;Pijnacker-Nootdorp;2022;27340.0;483.0
2463;Total municipal tax;Pijnacker-Nootdorp;2023;27339.0;474.0
2464;Total municipal tax;Pijnacker-Nootdorp;2024;27681.0;478.0
2465;Total municipal tax;Pijnacker-Nootdorp;2025;29345.0;505.0
2466;Total municipal tax;Purmerend;2017;37528.0;470.0
2467;Total municipal tax;Purmerend;2018;38145.0;477.0
2468;Total municipal tax;Purmerend;2019;38576.0;481.0
2469;Total municipal tax;Purmerend;2020;41860.0;515.0
2470;Total municipal tax;Purmerend;2021;44069.0;540.0
2471;Total municipal tax;Purmerend;2022;50879.0;551.0
2472;Total municipal tax;Purmerend;2023;54543.0;580.0
2473;Total municipal tax;Purmerend;2024;57767.0;607.0
2474;Total municipal tax;Purmerend;2025;61161.0;638.0
2475;Total municipal tax;Putten;2017;10441.0;428.0
2476;Total municipal tax;Putten;2018;10693.0;440.0
2477;Total municipal tax;Putten;2019;11100.0;459.0
2478;Total municipal tax;Putten;2020;12002.0;498.0
2479;Total municipal tax;Putten;2021;12359.0;507.0
2480;Total municipal tax;Putten;2022;11707.0;476.0
2481;Total municipal tax;Putten;2023;12046.0;484.0
2482;Total municipal tax;Putten;2024;12201.0;489.0
2483;Total municipal tax;Putten;2025;12796.0;513.0
2484;Total municipal tax;Raalte;2017;16352.0;443.0
2485;Total municipal tax;Raalte;2018;16637.0;448.0
2486;Total municipal tax;Raalte;2019;16533.0;441.0
2487;Total municipal tax;Raalte;2020;16899.0;448.0
2488;Total municipal tax;Raalte;2021;17494.0;461.0
2489;Total municipal tax;Raalte;2022;17870.0;469.0
2490;Total municipal tax;Raalte;2023;18057.0;469.0
2491;Total municipal tax;Raalte;2024;19064.0;497.0
2492;Total municipal tax;Raalte;2025;20390.0;528.0
2493;Total municipal tax;Reimerswaal;2017;11132.0;498.0
2494;Total municipal tax;Reimerswaal;2018;11247.0;498.0
2495;Total municipal tax;Reimerswaal;2019;11268.0;497.0
2496;Total municipal tax;Reimerswaal;2020;11579.0;509.0
2497;Total municipal tax;Reimerswaal;2021;11787.0;515.0
2498;Total municipal tax;Reimerswaal;2022;11564.0;504.0
2499;Total municipal tax;Reimerswaal;2023;11775.0;506.0
2500;Total municipal tax;Reimerswaal;2024;12712.0;545.0
2501;Total municipal tax;Reimerswaal;2025;12871.0;551.0
2502;Total municipal tax;Renkum;2017;14584.0;464.0
2503;Total municipal tax;Renkum;2018;15133.0;483.0
2504;Total municipal tax;Renkum;2019;16119.0;515.0
2505;Total municipal tax;Renkum;2020;17094.0;544.0
2506;Total municipal tax;Renkum;2021;19175.0;610.0
2507;Total municipal tax;Renkum;2022;19358.0;617.0
2508;Total municipal tax;Renkum;2023;19879.0;632.0
2509;Total municipal tax;Renkum;2024;22321.0;710.0
2510;Total municipal tax;Renkum;2025;24593.0;781.0
2511;Total municipal tax;Renswoude;2017;2585.0;507.0
2512;Total municipal tax;Renswoude;2018;2602.0;502.0
2513;Total municipal tax;Renswoude;2019;2702.0;514.0
2514;Total municipal tax;Renswoude;2020;2941.0;540.0
2515;Total municipal tax;Renswoude;2021;3184.0;573.0
2516;Total municipal tax;Renswoude;2022;2864.0;507.0
2517;Total municipal tax;Renswoude;2023;2760.0;480.0
2518;Total municipal tax;Renswoude;2024;2894.0;503.0
2519;Total municipal tax;Renswoude;2025;3078.0;532.0
2520;Total municipal tax;Reusel-De Mierden;2017;5348.0;414.0
2521;Total municipal tax;Reusel-De Mierden;2018;5473.0;420.0
2522;Total municipal tax;Reusel-De Mierden;2019;5661.0;433.0
2523;Total municipal tax;Reusel-De Mierden;2020;5826.0;444.0
2524;Total municipal tax;Reusel-De Mierden;2021;5988.0;456.0
2525;Total municipal tax;Reusel-De Mierden;2022;6049.0;456.0
2526;Total municipal tax;Reusel-De Mierden;2023;6332.0;467.0
2527;Total municipal tax;Reusel-De Mierden;2024;6689.0;493.0
2528;Total municipal tax;Reusel-De Mierden;2025;7978.0;584.0
2529;Total municipal tax;Rheden;2017;18162.0;416.0
2530;Total municipal tax;Rheden;2018;18399.0;423.0
2531;Total municipal tax;Rheden;2019;18813.0;431.0
2532;Total municipal tax;Rheden;2020;20136.0;460.0
2533;Total municipal tax;Rheden;2021;20294.0;466.0
2534;Total municipal tax;Rheden;2022;20540.0;473.0
2535;Total municipal tax;Rheden;2023;21785.0;500.0
2536;Total municipal tax;Rheden;2024;23642.0;542.0
2537;Total municipal tax;Rheden;2025;27457.0;627.0
2538;Total municipal tax;Rhenen;2017;10420.0;532.0
2539;Total municipal tax;Rhenen;2018;9943.0;502.0
2540;Total municipal tax;Rhenen;2019;10312.0;515.0
2541;Total municipal tax;Rhenen;2020;10590.0;526.0
2542;Total municipal tax;Rhenen;2021;11522.0;570.0
2543;Total municipal tax;Rhenen;2022;10870.0;536.0
2544;Total municipal tax;Rhenen;2023;10760.0;529.0
2545;Total municipal tax;Rhenen;2024;11918.0;589.0
2546;Total municipal tax;Rhenen;2025;13143.0;645.0
2547;Total municipal tax;Ridderkerk;2017;19849.0;437.0
2548;Total municipal tax;Ridderkerk;2018;20393.0;445.0
2549;Total municipal tax;Ridderkerk;2019;20575.0;445.0
2550;Total municipal tax;Ridderkerk;2020;22663.0;490.0
2551;Total municipal tax;Ridderkerk;2021;24441.0;524.0
2552;Total municipal tax;Ridderkerk;2022;26077.0;554.0
2553;Total municipal tax;Ridderkerk;2023;27525.0;580.0
2554;Total municipal tax;Ridderkerk;2024;29326.0;615.0
2555;Total municipal tax;Ridderkerk;2025;30746.0;641.0
2556;Total municipal tax;Rijnwaarden;2017;5188.0;478.0
2557;Total municipal tax;Rijnwaarden;2018;;
2558;Total municipal tax;Rijnwaarden;2019;;
2559;Total municipal tax;Rijnwaarden;2020;;
2560;Total municipal tax;Rijnwaarden;2021;;
2561;Total municipal tax;Rijnwaarden;2022;;
2562;Total municipal tax;Rijnwaarden;2023;;
2563;Total municipal tax;Rijnwaarden;2024;;
2564;Total municipal tax;Rijnwaarden;2025;;
2565;Total municipal tax;Rijssen-Holten;2017;15012.0;395.0
2566;Total municipal tax;Rijssen-Holten;2018;14678.0;385.0
2567;Total municipal tax;Rijssen-Holten;2019;14769.0;386.0
2568;Total municipal tax;Rijssen-Holten;2020;15350.0;402.0
2569;Total municipal tax;Rijssen-Holten;2021;15672.0;410.0
2570;Total municipal tax;Rijssen-Holten;2022;15535.0;406.0
2571;Total municipal tax;Rijssen-Holten;2023;16283.0;423.0
2572;Total municipal tax;Rijssen-Holten;2024;17778.0;460.0
2573;Total municipal tax;Rijssen-Holten;2025;18857.0;486.0
2574;Total municipal tax;Rijswijk (ZH.);2017;25718.0;504.0
2575;Total municipal tax;Rijswijk (ZH.);2018;27719.0;531.0
2576;Total municipal tax;Rijswijk (ZH.);2019;28651.0;536.0
2577;Total municipal tax;Rijswijk (ZH.);2020;31933.0;587.0
2578;Total municipal tax;Rijswijk (ZH.);2021;35090.0;636.0
2579;Total municipal tax;Rijswijk (ZH.);2022;35691.0;627.0
2580;Total municipal tax;Rijswijk (ZH.);2023;36391.0;627.0
2581;Total municipal tax;Rijswijk (ZH.);2024;41919.0;703.0
2582;Total municipal tax;Rijswijk (ZH.);2025;47293.0;781.0
2583;Total municipal tax;Roerdalen;2017;7685.0;371.0
2584;Total municipal tax;Roerdalen;2018;8244.0;398.0
2585;Total municipal tax;Roerdalen;2019;8462.0;410.0
2586;Total municipal tax;Roerdalen;2020;8822.0;429.0
2587;Total municipal tax;Roerdalen;2021;9450.0;459.0
2588;Total municipal tax;Roerdalen;2022;9795.0;476.0
2589;Total municipal tax;Roerdalen;2023;9849.0;476.0
2590;Total municipal tax;Roerdalen;2024;11014.0;529.0
2591;Total municipal tax;Roerdalen;2025;12643.0;607.0
2592;Total municipal tax;Roermond;2017;32109.0;559.0
2593;Total municipal tax;Roermond;2018;32419.0;561.0
2594;Total municipal tax;Roermond;2019;32583.0;560.0
2595;Total municipal tax;Roermond;2020;32653.0;561.0
2596;Total municipal tax;Roermond;2021;36741.0;625.0
2597;Total municipal tax;Roermond;2022;40134.0;679.0
2598;Total municipal tax;Roermond;2023;42363.0;706.0
2599;Total municipal tax;Roermond;2024;42425.0;698.0
2600;Total municipal tax;Roermond;2025;44204.0;723.0
2601;Total municipal tax;De Ronde Venen;2017;18834.0;440.0
2602;Total municipal tax;De Ronde Venen;2018;21592.0;495.0
2603;Total municipal tax;De Ronde Venen;2019;21972.0;499.0
2604;Total municipal tax;De Ronde Venen;2020;23107.0;520.0
2605;Total municipal tax;De Ronde Venen;2021;26035.0;582.0
2606;Total municipal tax;De Ronde Venen;2022;24310.0;541.0
2607;Total municipal tax;De Ronde Venen;2023;24957.0;548.0
2608;Total municipal tax;De Ronde Venen;2024;26903.0;587.0
2609;Total municipal tax;De Ronde Venen;2025;30397.0;662.0
2610;Total municipal tax;Roosendaal;2017;37667.0;488.0
2611;Total municipal tax;Roosendaal;2018;38051.0;494.0
2612;Total municipal tax;Roosendaal;2019;38353.0;498.0
2613;Total municipal tax;Roosendaal;2020;40665.0;527.0
2614;Total municipal tax;Roosendaal;2021;42163.0;546.0
2615;Total municipal tax;Roosendaal;2022;42703.0;553.0
2616;Total municipal tax;Roosendaal;2023;44439.0;573.0
2617;Total municipal tax;Roosendaal;2024;46423.0;598.0
2618;Total municipal tax;Roosendaal;2025;50730.0;653.0
2619;Total municipal tax;Rotterdam;2017;556257.0;872.0
2620;Total municipal tax;Rotterdam;2018;575248.0;901.0
2621;Total municipal tax;Rotterdam;2019;596287.0;925.0
2622;Total municipal tax;Rotterdam;2020;636901.0;978.0
2623;Total municipal tax;Rotterdam;2021;675797.0;1036.0
2624;Total municipal tax;Rotterdam;2022;699119.0;1067.0
2625;Total municipal tax;Rotterdam;2023;778400.0;1172.0
2626;Total municipal tax;Rotterdam;2024;879565.0;1311.0
2627;Total municipal tax;Rotterdam;2025;938814.0;1396.0
2628;Total municipal tax;Rozendaal;2017;812.0;543.0
2629;Total municipal tax;Rozendaal;2018;847.0;537.0
2630;Total municipal tax;Rozendaal;2019;882.0;533.0
2631;Total municipal tax;Rozendaal;2020;910.0;534.0
2632;Total municipal tax;Rozendaal;2021;933.0;541.0
2633;Total municipal tax;Rozendaal;2022;956.0;544.0
2634;Total municipal tax;Rozendaal;2023;1055.0;602.0
2635;Total municipal tax;Rozendaal;2024;1111.0;607.0
2636;Total municipal tax;Rozendaal;2025;1131.0;614.0
2637;Total municipal tax;Rucphen;2017;8165.0;366.0
2638;Total municipal tax;Rucphen;2018;8423.0;376.0
2639;Total municipal tax;Rucphen;2019;8836.0;391.0
2640;Total municipal tax;Rucphen;2020;9552.0;418.0
2641;Total municipal tax;Rucphen;2021;9809.0;425.0
2642;Total municipal tax;Rucphen;2022;10152.0;435.0
2643;Total municipal tax;Rucphen;2023;10312.0;437.0
2644;Total municipal tax;Rucphen;2024;11208.0;468.0
2645;Total municipal tax;Rucphen;2025;11333.0;472.0
2646;Total municipal tax;Schagen;2017;25480.0;552.0
2647;Total municipal tax;Schagen;2018;26149.0;564.0
2648;Total municipal tax;Schagen;2019;27140.0;583.0
2649;Total municipal tax;Schagen;2020;28383.0;611.0
2650;Total municipal tax;Schagen;2021;29020.0;624.0
2651;Total municipal tax;Schagen;2022;28562.0;610.0
2652;Total municipal tax;Schagen;2023;31538.0;665.0
2653;Total municipal tax;Schagen;2024;34487.0;722.0
2654;Total municipal tax;Schagen;2025;35765.0;740.0
2655;Total municipal tax;Scherpenzeel;2017;4342.0;448.0
2656;Total municipal tax;Scherpenzeel;2018;4378.0;449.0
2657;Total municipal tax;Scherpenzeel;2019;4510.0;457.0
2658;Total municipal tax;Scherpenzeel;2020;4837.0;490.0
2659;Total municipal tax;Scherpenzeel;2021;5014.0;495.0
2660;Total municipal tax;Scherpenzeel;2022;5351.0;518.0
2661;Total municipal tax;Scherpenzeel;2023;5503.0;530.0
2662;Total municipal tax;Scherpenzeel;2024;5746.0;555.0
2663;Total municipal tax;Scherpenzeel;2025;6177.0;587.0
2664;Total municipal tax;Schiedam;2017;40629.0;522.0
2665;Total municipal tax;Schiedam;2018;41935.0;538.0
2666;Total municipal tax;Schiedam;2019;43516.0;557.0
2667;Total municipal tax;Schiedam;2020;44717.0;568.0
2668;Total municipal tax;Schiedam;2021;46538.0;586.0
2669;Total municipal tax;Schiedam;2022;48241.0;605.0
2670;Total municipal tax;Schiedam;2023;48850.0;606.0
2671;Total municipal tax;Schiedam;2024;50864.0;621.0
2672;Total municipal tax;Schiedam;2025;55006.0;667.0
2673;Total municipal tax;Schiermonnikoog;2017;2558.0;2718.0
2674;Total municipal tax;Schiermonnikoog;2018;2684.0;2877.0
2675;Total municipal tax;Schiermonnikoog;2019;2763.0;2952.0
2676;Total municipal tax;Schiermonnikoog;2020;2836.0;2995.0
2677;Total municipal tax;Schiermonnikoog;2021;2833.0;3043.0
2678;Total municipal tax;Schiermonnikoog;2022;2924.0;3097.0
2679;Total municipal tax;Schiermonnikoog;2023;3212.0;3261.0
2680;Total municipal tax;Schiermonnikoog;2024;3811.0;3925.0
2681;Total municipal tax;Schiermonnikoog;2025;4393.0;4520.0
2682;Total municipal tax;Schinnen;2017;5566.0;430.0
2683;Total municipal tax;Schinnen;2018;5613.0;435.0
2684;Total municipal tax;Schinnen;2019;;
2685;Total municipal tax;Schinnen;2020;;
2686;Total municipal tax;Schinnen;2021;;
2687;Total municipal tax;Schinnen;2022;;
2688;Total municipal tax;Schinnen;2023;;
2689;Total municipal tax;Schinnen;2024;;
2690;Total municipal tax;Schinnen;2025;;
2691;Total municipal tax;Schouwen-Duiveland;2017;31067.0;920.0
2692;Total municipal tax;Schouwen-Duiveland;2018;33030.0;980.0
2693;Total municipal tax;Schouwen-Duiveland;2019;35052.0;1037.0
2694;Total municipal tax;Schouwen-Duiveland;2020;36468.0;1077.0
2695;Total municipal tax;Schouwen-Duiveland;2021;38612.0;1134.0
2696;Total municipal tax;Schouwen-Duiveland;2022;41637.0;1219.0
2697;Total municipal tax;Schouwen-Duiveland;2023;45822.0;1326.0
2698;Total municipal tax;Schouwen-Duiveland;2024;44482.0;1284.0
2699;Total municipal tax;Schouwen-Duiveland;2025;46182.0;1342.0
2700;Total municipal tax;Simpelveld;2017;4825.0;457.0
2701;Total municipal tax;Simpelveld;2018;4727.0;448.0
2702;Total municipal tax;Simpelveld;2019;4836.0;460.0
2703;Total municipal tax;Simpelveld;2020;5113.0;485.0
2704;Total municipal tax;Simpelveld;2021;4974.0;475.0
2705;Total municipal tax;Simpelveld;2022;4957.0;475.0
2706;Total municipal tax;Simpelveld;2023;5189.0;499.0
2707;Total municipal tax;Simpelveld;2024;5725.0;558.0
2708;Total municipal tax;Simpelveld;2025;6118.0;594.0
2709;Total municipal tax;Sint Anthonis;2017;5551.0;479.0
2710;Total municipal tax;Sint Anthonis;2018;5222.0;451.0
2711;Total municipal tax;Sint Anthonis;2019;5649.0;486.0
2712;Total municipal tax;Sint Anthonis;2020;5955.0;510.0
2713;Total municipal tax;Sint Anthonis;2021;5997.0;513.0
2714;Total municipal tax;Sint Anthonis;2022;;
2715;Total municipal tax;Sint Anthonis;2023;;
2716;Total municipal tax;Sint Anthonis;2024;;
2717;Total municipal tax;Sint Anthonis;2025;;
2718;Total municipal tax;Sint-Michielsgestel;2017;10404.0;364.0
2719;Total municipal tax;Sint-Michielsgestel;2018;10855.0;379.0
2720;Total municipal tax;Sint-Michielsgestel;2019;11209.0;387.0
2721;Total municipal tax;Sint-Michielsgestel;2020;12551.0;430.0
2722;Total municipal tax;Sint-Michielsgestel;2021;13125.0;445.0
2723;Total municipal tax;Sint-Michielsgestel;2022;13854.0;466.0
2724;Total municipal tax;Sint-Michielsgestel;2023;14597.0;484.0
2725;Total municipal tax;Sint-Michielsgestel;2024;14990.0;498.0
2726;Total municipal tax;Sint-Michielsgestel;2025;16511.0;548.0
2727;Total municipal tax;Sittard-Geleen;2017;72509.0;777.0
2728;Total municipal tax;Sittard-Geleen;2018;74172.0;798.0
2729;Total municipal tax;Sittard-Geleen;2019;79042.0;853.0
2730;Total municipal tax;Sittard-Geleen;2020;84034.0;909.0
2731;Total municipal tax;Sittard-Geleen;2021;87249.0;951.0
2732;Total municipal tax;Sittard-Geleen;2022;90159.0;983.0
2733;Total municipal tax;Sittard-Geleen;2023;94249.0;1022.0
2734;Total municipal tax;Sittard-Geleen;2024;98323.0;1062.0
2735;Total municipal tax;Sittard-Geleen;2025;100485.0;1085.0
2736;Total municipal tax;Sliedrecht;2017;10750.0;430.0
2737;Total municipal tax;Sliedrecht;2018;10910.0;436.0
2738;Total municipal tax;Sliedrecht;2019;11182.0;447.0
2739;Total municipal tax;Sliedrecht;2020;11259.0;446.0
2740;Total municipal tax;Sliedrecht;2021;12447.0;486.0
2741;Total municipal tax;Sliedrecht;2022;12642.0;488.0
2742;Total municipal tax;Sliedrecht;2023;13538.0;517.0
2743;Total municipal tax;Sliedrecht;2024;14966.0;570.0
2744;Total municipal tax;Sliedrecht;2025;15663.0;590.0
2745;Total municipal tax;Slochteren;2017;6308.0;400.0
2746;Total municipal tax;Slochteren;2018;;
2747;Total municipal tax;Slochteren;2019;;
2748;Total municipal tax;Slochteren;2020;;
2749;Total municipal tax;Slochteren;2021;;
2750;Total municipal tax;Slochteren;2022;;
2751;Total municipal tax;Slochteren;2023;;
2752;Total municipal tax;Slochteren;2024;;
2753;Total municipal tax;Slochteren;2025;;
2754;Total municipal tax;Sluis;2017;22979.0;971.0
2755;Total municipal tax;Sluis;2018;23201.0;986.0
2756;Total municipal tax;Sluis;2019;23920.0;1023.0
2757;Total municipal tax;Sluis;2020;25483.0;1098.0
2758;Total municipal tax;Sluis;2021;26295.0;1135.0
2759;Total municipal tax;Sluis;2022;28037.0;1212.0
2760;Total municipal tax;Sluis;2023;33147.0;1426.0
2761;Total municipal tax;Sluis;2024;34110.0;1473.0
2762;Total municipal tax;Sluis;2025;37905.0;1638.0
2763;Total municipal tax;Smallingerland;2017;30678.0;551.0
2764;Total municipal tax;Smallingerland;2018;31001.0;555.0
2765;Total municipal tax;Smallingerland;2019;31833.0;569.0
2766;Total municipal tax;Smallingerland;2020;33231.0;592.0
2767;Total municipal tax;Smallingerland;2021;33504.0;598.0
2768;Total municipal tax;Smallingerland;2022;35562.0;636.0
2769;Total municipal tax;Smallingerland;2023;35884.0;640.0
2770;Total municipal tax;Smallingerland;2024;37953.0;670.0
2771;Total municipal tax;Smallingerland;2025;40763.0;714.0
2772;Total municipal tax;Soest;2017;18520.0;404.0
2773;Total municipal tax;Soest;2018;18948.0;411.0
2774;Total municipal tax;Soest;2019;19071.0;413.0
2775;Total municipal tax;Soest;2020;20392.0;438.0
2776;Total municipal tax;Soest;2021;22085.0;471.0
2777;Total municipal tax;Soest;2022;22839.0;485.0
2778;Total municipal tax;Soest;2023;23812.0;502.0
2779;Total municipal tax;Soest;2024;26062.0;547.0
2780;Total municipal tax;Soest;2025;26639.0;555.0
2781;Total municipal tax;Someren;2017;7838.0;412.0
2782;Total municipal tax;Someren;2018;7953.0;416.0
2783;Total municipal tax;Someren;2019;8155.0;422.0
2784;Total municipal tax;Someren;2020;9333.0;482.0
2785;Total municipal tax;Someren;2021;9420.0;485.0
2786;Total municipal tax;Someren;2022;9954.0;505.0
2787;Total municipal tax;Someren;2023;10419.0;519.0
2788;Total municipal tax;Someren;2024;11008.0;545.0
2789;Total municipal tax;Someren;2025;11439.0;565.0
2790;Total municipal tax;Son en Breugel;2017;6896.0;415.0
2791;Total municipal tax;Son en Breugel;2018;7091.0;423.0
2792;Total municipal tax;Son en Breugel;2019;7223.0;427.0
2793;Total municipal tax;Son en Breugel;2020;7965.0;460.0
2794;Total municipal tax;Son en Breugel;2021;8951.0;510.0
2795;Total municipal tax;Son en Breugel;2022;9667.0;544.0
2796;Total municipal tax;Son en Breugel;2023;9771.0;542.0
2797;Total municipal tax;Son en Breugel;2024;10405.0;580.0
2798;Total municipal tax;Son en Breugel;2025;11579.0;639.0
2799;Total municipal tax;Stadskanaal;2017;12991.0;403.0
2800;Total municipal tax;Stadskanaal;2018;13234.0;410.0
2801;Total municipal tax;Stadskanaal;2019;13321.0;419.0
2802;Total municipal tax;Stadskanaal;2020;14464.0;456.0
2803;Total municipal tax;Stadskanaal;2021;14796.0;466.0
2804;Total municipal tax;Stadskanaal;2022;15256.0;479.0
2805;Total municipal tax;Stadskanaal;2023;15660.0;487.0
2806;Total municipal tax;Stadskanaal;2024;16702.0;522.0
2807;Total municipal tax;Stadskanaal;2025;17604.0;550.0
2808;Total municipal tax;Staphorst;2017;6739.0;404.0
2809;Total municipal tax;Staphorst;2018;6799.0;405.0
