ID;Geslacht;Leeftijd;Generatie;Perioden;AllochtonenBevolking_1;TotaalNietWesters_2;Afrika_3;Azie_4;LatijnsAmerika_5;Marokko_6;NederlandseAntillenEnAruba_7;Suriname_8;Turkije_9;TotaalWesters_10;k_26EULanden_11;OverigEuropa_12;Indonesie_13;OverigBuitenEuropa_14
2039;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2032;20301;10025;1483;2418;1634;1020;1127;1034;1309;10276;7821;1189;559;706
2040;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2033;20429;10049;1487;2465;1671;976;1145;1016;1288;10381;7916;1195;557;713
2041;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2034;20575;10086;1498;2508;1707;935;1167;1003;1268;10489;8014;1199;556;720
2042;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2035;20720;10124;1505;2554;1741;899;1185;991;1249;10596;8113;1202;554;727
2043;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2036;20876;10169;1514;2589;1775;872;1202;981;1235;10707;8216;1203;555;734
2044;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2037;21028;10212;1519;2627;1808;845;1216;972;1226;10816;8317;1202;555;742
2045;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2038;21186;10262;1529;2663;1834;820;1229;968;1219;10924;8419;1200;554;752
2046;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2039;21333;10299;1535;2688;1860;802;1237;965;1212;11034;8523;1197;554;760
2047;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2040;21491;10355;1545;2718;1884;788;1248;962;1210;11136;8621;1194;552;768
2048;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2041;21642;10402;1551;2745;1909;772;1260;958;1207;11240;8718;1193;552;777
2049;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2042;21798;10453;1562;2774;1933;758;1266;959;1201;11345;8815;1193;549;787
2050;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2043;21939;10495;1573;2799;1951;742;1274;958;1197;11444;8906;1195;547;796
2051;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2044;22093;10547;1583;2828;1972;730;1281;958;1195;11546;8997;1198;546;805
2052;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2045;22239;10599;1592;2854;1992;722;1288;956;1195;11641;9080;1202;545;814
2053;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2046;22391;10655;1603;2878;2013;710;1297;961;1194;11736;9161;1207;545;823
2054;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2047;22528;10705;1613;2901;2030;699;1305;963;1193;11823;9233;1214;544;832
2055;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2048;22664;10760;1620;2923;2048;692;1317;966;1194;11904;9300;1219;543;842
2056;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2049;22801;10816;1630;2943;2066;689;1324;969;1195;11984;9362;1226;544;852
2057;Mannen en vrouwen;8 jaar;2e Generatie met 1 allochtone ouder;2050;22930;10872;1643;2966;2081;683;1333;970;1196;12058;9423;1231;544;861
2058;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2009;23529;21137;2248;3303;371;6294;946;2767;5207;2392;951;1160;192;90
2059;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2010;22786;20387;2376;3252;359;6081;943;2619;4757;2399;918;1206;175;99
2060;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2011;22279;19922;2502;3143;334;6141;928;2468;4407;2358;938;1159;168;93
2061;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2012;22078;19658;2554;3108;347;6258;951;2316;4124;2420;1007;1142;180;91
2062;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2013;21756;19272;2522;3244;349;6106;944;2192;3914;2485;1094;1101;177;112
2063;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2014;21142;18700;2402;3085;367;6104;916;2049;3777;2443;1141;1048;164;90
2064;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2015;20707;18086;2378;3146;368;5859;929;1952;3454;2620;1333;1037;145;105
2065;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2016;20052;17296;2343;3092;387;5424;1004;1805;3242;2756;1467;968;166;155
2066;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2017;20260;17082;2389;3220;413;5169;1069;1712;3109;3178;1735;1080;163;199
2067;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2018;20049;16725;2405;3295;427;4981;1065;1598;2954;3324;1875;1093;160;195
2068;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2019;19702;16261;2391;3293;431;4782;1066;1503;2793;3440;1986;1105;159;190
2069;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2020;19331;15791;2378;3263;441;4583;1067;1413;2646;3540;2082;1115;158;186
2070;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2021;18931;15310;2364;3226;446;4372;1072;1334;2496;3622;2160;1121;157;184
2071;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2022;18565;14880;2355;3205;454;4159;1083;1267;2357;3686;2223;1124;155;183
2072;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2023;18209;14474;2349;3189;463;3941;1093;1206;2232;3735;2273;1126;153;184
2073;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2024;17896;14120;2345;3194;472;3729;1104;1155;2120;3776;2314;1125;152;185
2074;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2025;17628;13818;2344;3213;480;3531;1115;1112;2022;3810;2350;1123;149;187
2075;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2026;17395;13554;2336;3253;487;3337;1128;1073;1940;3841;2384;1121;148;188
2076;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2027;17207;13340;2332;3307;493;3159;1142;1039;1868;3867;2415;1116;146;190
2077;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2028;17041;13149;2325;3364;500;2997;1155;1007;1801;3892;2445;1111;145;192
2078;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2029;16892;12979;2319;3420;505;2841;1168;982;1744;3913;2473;1103;143;193
2079;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2030;16779;12844;2316;3478;511;2705;1180;958;1698;3935;2503;1095;142;195
2080;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2031;16675;12720;2314;3532;516;2578;1192;937;1652;3955;2532;1085;140;197
2081;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2032;16601;12625;2313;3582;522;2470;1205;918;1616;3976;2562;1074;140;199
2082;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2033;16556;12558;2315;3635;527;2373;1219;904;1585;3998;2593;1064;140;201
2083;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2034;16522;12500;2316;3684;532;2286;1230;890;1561;4021;2625;1053;140;203
2084;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2035;16508;12463;2320;3731;537;2212;1242;880;1541;4045;2657;1042;140;205
2085;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2036;16512;12441;2327;3779;543;2146;1251;871;1525;4071;2691;1033;140;207
2086;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2037;16531;12434;2334;3823;548;2091;1261;865;1512;4098;2724;1025;139;209
2087;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2038;16563;12436;2346;3866;555;2042;1270;857;1500;4127;2757;1019;139;212
2088;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2039;16609;12450;2356;3911;562;1997;1279;852;1493;4159;2791;1015;139;214
2089;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2040;16659;12467;2369;3953;569;1956;1289;848;1484;4192;2823;1012;140;217
2090;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2041;16721;12496;2382;3994;576;1922;1297;847;1478;4225;2855;1011;140;219
2091;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2042;16788;12528;2396;4036;583;1890;1304;845;1474;4259;2887;1010;140;222
2092;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2043;16862;12571;2410;4074;591;1863;1315;845;1472;4291;2917;1011;139;225
2093;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2044;16932;12608;2422;4112;597;1838;1324;846;1469;4324;2945;1013;139;228
2094;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2045;17011;12655;2438;4151;603;1813;1334;847;1469;4357;2973;1015;139;230
2095;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2046;17082;12695;2452;4188;608;1792;1343;846;1466;4387;2998;1018;138;233
2096;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2047;17156;12739;2467;4223;615;1772;1350;848;1464;4417;3022;1022;138;236
2097;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2048;17225;12780;2482;4260;620;1752;1358;849;1460;4445;3043;1026;138;239
2098;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2049;17289;12817;2495;4289;626;1731;1366;850;1459;4471;3064;1029;137;241
2099;Mannen en vrouwen;8 jaar;2e Generatie met 2 allochtone ouders;2050;17355;12858;2509;4317;630;1716;1375;853;1458;4496;3083;1034;136;244
2100;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2009;44368;31683;4106;5129;1382;6835;2242;5037;6951;12685;7959;2055;1152;1517
2101;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2010;45871;32885;4391;5413;1546;7399;2183;4984;6969;12986;8320;2093;1155;1418
2102;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2011;45540;32588;4498;5379;1551;7334;2218;4936;6673;12952;8240;2255;1009;1449
2103;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2012;45616;32606;4655;5442;1600;7468;2258;4706;6478;13010;8483;2177;1004;1347
2104;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2013;45539;32405;4672;5482;1616;7713;2172;4464;6284;13134;8645;2210;988;1291
2105;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2014;45434;32229;4634;5727;1653;7721;2098;4237;6161;13205;8696;2207;966;1335
2106;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2015;45064;32079;4504;5777;1758;7796;2118;3993;6131;12985;8763;2167;908;1148
2107;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2016;44808;31765;4466;6015;1787;7593;2150;3893;5862;13042;8832;2191;835;1184
2108;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2017;44174;31133;4382;5958;1794;7345;2257;3732;5663;13043;8889;2068;858;1227
2109;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2018;44608;30758;4421;6148;1836;7060;2299;3546;5448;13850;9438;2261;801;1351
2110;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2019;44806;30433;4463;6317;1879;6879;2311;3367;5216;14373;9943;2299;793;1340
2111;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2020;44778;29971;4463;6403;1911;6676;2324;3214;4979;14807;10362;2331;787;1327
2112;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2021;44658;29477;4468;6453;1948;6450;2335;3076;4746;15182;10720;2366;781;1314
2113;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2022;44461;28953;4463;6491;1985;6200;2350;2946;4516;15509;11026;2393;776;1314
2114;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2023;44274;28488;4468;6543;2027;5939;2377;2833;4301;15785;11282;2415;773;1316
2115;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2024;44078;28064;4479;6607;2074;5664;2405;2734;4101;16014;11488;2435;768;1323
2116;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2025;43913;27699;4492;6691;2122;5393;2432;2645;3924;16214;11665;2454;763;1332
2117;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2026;43776;27385;4503;6785;2171;5128;2465;2567;3766;16393;11822;2470;757;1343
2118;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2027;43688;27122;4510;6900;2216;4870;2500;2496;3632;16566;11971;2485;756;1352
2119;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2028;43631;26912;4513;7032;2262;4626;2539;2430;3511;16719;12107;2498;752;1363
2120;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2029;43608;26734;4518;7159;2309;4397;2574;2376;3402;16874;12239;2508;751;1377
2121;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2030;43605;26590;4522;7292;2355;4183;2609;2325;3306;17014;12366;2514;748;1386
2122;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2031;43630;26470;4526;7412;2400;3987;2643;2279;3224;17160;12499;2518;747;1398
2123;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2032;43690;26386;4533;7529;2448;3810;2677;2239;3150;17303;12631;2519;744;1411
2124;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2033;43774;26325;4539;7641;2492;3652;2712;2202;3088;17448;12766;2516;745;1421
2125;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2034;43882;26293;4549;7747;2533;3512;2745;2171;3036;17590;12903;2511;742;1434
2126;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2035;44028;26289;4562;7853;2575;3385;2779;2144;2992;17738;13042;2506;741;1451
2127;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2036;44183;26301;4576;7952;2616;3274;2809;2122;2953;17882;13182;2498;740;1463
2128;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2037;44369;26338;4591;8045;2656;3181;2837;2103;2924;18031;13327;2490;740;1474
2129;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2038;44562;26381;4605;8132;2695;3099;2862;2087;2902;18181;13471;2482;739;1490
2130;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2039;44779;26447;4628;8221;2728;3026;2884;2076;2884;18332;13613;2474;738;1508
2131;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2040;44995;26510;4646;8301;2761;2964;2902;2066;2870;18485;13759;2467;738;1521
2132;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2041;45224;26594;4671;8378;2794;2909;2924;2058;2859;18630;13896;2462;736;1536
2133;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2042;45465;26684;4692;8458;2827;2859;2945;2053;2850;18780;14031;2461;735;1553
2134;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2043;45705;26776;4718;8536;2857;2813;2960;2053;2840;18929;14167;2460;733;1569
2135;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2044;45939;26869;4743;8608;2884;2772;2978;2051;2833;19071;14292;2463;730;1585
2136;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2045;46185;26969;4767;8681;2913;2734;2995;2053;2828;19217;14417;2469;729;1603
2137;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2046;46430;27077;4792;8757;2938;2701;3012;2050;2827;19353;14533;2475;728;1618
2138;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2047;46671;27185;4820;8824;2966;2667;3031;2054;2822;19486;14643;2483;727;1633
2139;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2048;46898;27288;4845;8891;2990;2636;3048;2057;2820;19610;14741;2493;726;1649
2140;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2049;47117;27391;4869;8957;3013;2608;3066;2062;2815;19726;14833;2503;726;1664
2141;Mannen en vrouwen;9 jaar;Totaal 1e en 2e generatie allochtonen;2050;47328;27493;4894;9013;3038;2585;3083;2065;2814;19835;14917;2514;726;1678
2142;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2009;5811;3212;684;950;278;239;509;268;283;2600;1838;303;67;391
2143;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2010;5606;2979;663;879;343;210;417;227;240;2627;1943;231;60;393
2144;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2011;5332;2649;617;781;298;194;313;219;228;2683;2023;199;62;399
2145;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2012;5516;2721;644;900;313;173;282;188;221;2795;2131;197;62;405
2146;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2013;5788;2800;678;967;310;186;290;188;180;2988;2312;204;44;428
2147;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2014;5934;2823;703;993;338;138;297;194;160;3111;2398;224;51;438
2148;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2015;6412;3114;757;1168;367;127;326;204;164;3298;2579;222;46;451
2149;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2016;6710;3282;794;1298;355;133;341;213;149;3427;2677;240;44;467
2150;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2017;6562;3203;737;1266;345;129;350;218;157;3360;2619;229;48;463
2151;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2018;6370;3179;737;1253;328;136;356;226;143;3191;2450;230;44;466
2152;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2019;6352;3200;735;1263;327;141;365;228;141;3152;2400;239;45;469
2153;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2020;6406;3268;737;1308;330;147;371;233;142;3138;2373;244;45;476
2154;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2021;6471;3342;739;1366;332;151;376;236;142;3130;2353;251;46;480
2155;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2022;6540;3409;740;1421;334;152;378;240;143;3132;2343;255;47;487
2156;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2023;6606;3470;742;1475;335;152;380;242;143;3136;2343;257;47;490
2157;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2024;6672;3524;743;1525;336;152;382;242;144;3148;2350;258;47;493
2158;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2025;6736;3571;744;1568;337;153;383;242;144;3165;2362;259;47;497
2159;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2026;6790;3609;746;1602;339;153;384;242;144;3182;2374;259;47;501
2160;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2027;6834;3636;747;1626;340;153;385;242;145;3198;2386;260;47;504
2161;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2028;6873;3660;748;1647;340;153;386;242;145;3213;2399;260;48;507
2162;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2029;6904;3673;749;1657;341;153;387;242;145;3231;2410;260;48;513
2163;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2030;6932;3686;750;1667;342;153;388;242;145;3246;2422;260;48;516
2164;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2031;6958;3696;750;1674;343;153;388;242;146;3262;2433;261;48;521
2165;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2032;6987;3708;751;1684;344;153;389;242;146;3278;2444;261;48;526
2166;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2033;7010;3718;752;1691;345;153;390;242;146;3291;2454;261;48;528
2167;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2034;7033;3727;753;1698;345;153;391;242;146;3306;2465;261;48;532
2168;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2035;7065;3741;753;1710;346;153;392;242;146;3323;2474;262;48;540
2169;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2036;7085;3749;754;1716;346;152;392;242;146;3336;2484;262;48;543
2170;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2037;7111;3763;754;1727;347;152;393;242;147;3348;2493;262;48;545
2171;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2038;7131;3768;755;1731;348;152;394;242;147;3363;2502;263;48;551
2172;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2039;7157;3780;756;1741;348;152;394;242;147;3377;2510;263;48;557
2173;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2040;7179;3790;756;1750;349;152;395;242;147;3389;2518;263;48;560
2174;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2041;7198;3798;757;1756;349;152;395;241;147;3400;2525;263;48;564
2175;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2042;7225;3811;757;1768;350;152;396;241;147;3414;2532;264;48;570
2176;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2043;7242;3818;758;1774;350;152;397;241;147;3424;2539;264;48;573
2177;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2044;7262;3827;758;1782;350;152;397;241;147;3435;2545;264;48;578
2178;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2045;7281;3835;759;1788;351;152;398;241;147;3446;2550;265;48;584
2179;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2046;7301;3846;759;1798;351;152;398;241;147;3455;2555;265;48;588
2180;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2047;7317;3854;760;1805;352;152;398;240;147;3463;2560;265;48;591
2181;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2048;7334;3863;760;1813;352;152;399;240;147;3471;2563;265;48;595
2182;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2049;7349;3871;761;1820;352;152;399;240;146;3478;2567;265;48;598
2183;Mannen en vrouwen;9 jaar;Allochtonen 1e generatie;2050;7361;3879;762;1827;353;152;399;240;146;3482;2569;266;48;599
2184;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2009;38557;28471;3422;4179;1104;6596;1733;4769;6668;10085;6121;1752;1085;1126
2185;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2010;40265;29906;3728;4534;1203;7189;1766;4757;6729;10359;6377;1862;1095;1025
2186;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2011;40208;29939;3881;4598;1253;7140;1905;4717;6445;10269;6217;2056;947;1050
2187;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2012;40100;29885;4011;4542;1287;7295;1976;4518;6257;10215;6352;1980;942;942
2188;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2013;39751;29605;3994;4515;1306;7527;1882;4276;6104;10146;6333;2006;944;863
2189;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2014;39500;29406;3931;4734;1315;7583;1801;4043;6001;10094;6298;1983;915;897
2190;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2015;38652;28965;3747;4609;1391;7669;1792;3789;5967;9687;6184;1945;862;697
2191;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2016;38098;28483;3672;4717;1432;7460;1809;3680;5713;9615;6155;1951;791;717
2192;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2017;37612;27930;3645;4692;1449;7216;1907;3514;5506;9683;6270;1839;810;764
2193;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2018;38238;27579;3684;4895;1508;6924;1943;3320;5305;10659;6988;2031;757;885
2194;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2019;38454;27233;3728;5054;1552;6738;1946;3139;5075;11221;7543;2060;748;871
2195;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2020;38372;26703;3726;5095;1581;6529;1953;2981;4837;11669;7989;2087;742;851
2196;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2021;38187;26135;3729;5087;1616;6299;1959;2840;4604;12052;8367;2115;735;834
2197;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2022;37921;25544;3723;5070;1651;6048;1972;2706;4373;12377;8683;2138;729;827
2198;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2023;37668;25018;3726;5068;1692;5787;1997;2591;4158;12649;8939;2158;726;826
2199;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2024;37406;24540;3736;5082;1738;5512;2023;2492;3957;12866;9138;2177;721;830
2200;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2025;37177;24128;3748;5123;1785;5240;2049;2403;3780;13049;9303;2195;716;835
2201;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2026;36986;23776;3757;5183;1832;4975;2081;2325;3622;13211;9448;2211;710;842
2202;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2027;36854;23486;3763;5274;1876;4717;2115;2254;3487;13368;9585;2225;709;848
2203;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2028;36758;23252;3765;5385;1922;4473;2153;2188;3366;13506;9708;2238;704;856
2204;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2029;36704;23061;3769;5502;1968;4244;2187;2134;3257;13643;9829;2248;703;864
2205;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2030;36673;22904;3772;5625;2013;4030;2221;2083;3161;13768;9944;2254;700;870
2206;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2031;36672;22774;3776;5738;2057;3834;2255;2037;3078;13898;10066;2257;699;877
2207;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2032;36703;22678;3782;5845;2104;3657;2288;1997;3004;14025;10187;2258;696;885
2208;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2033;36764;22607;3787;5950;2147;3499;2322;1960;2942;14157;10312;2255;697;893
2209;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2034;36849;22566;3796;6049;2188;3359;2354;1929;2890;14284;10438;2250;694;902
2210;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2035;36963;22548;3809;6143;2229;3232;2387;1902;2846;14415;10568;2244;693;911
2211;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2036;37098;22552;3822;6236;2270;3122;2417;1880;2807;14546;10698;2236;692;920
2212;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2037;37258;22575;3837;6318;2309;3029;2444;1861;2777;14683;10834;2228;692;929
2213;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2038;37431;22613;3850;6401;2347;2947;2468;1845;2755;14818;10969;2219;691;939
2214;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2039;37622;22667;3872;6480;2380;2874;2490;1834;2737;14955;11103;2211;690;951
2215;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2040;37816;22720;3890;6551;2412;2812;2507;1824;2723;15096;11241;2204;690;961
2216;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2041;38026;22796;3914;6622;2445;2757;2529;1817;2712;15230;11371;2199;688;972
2217;Mannen en vrouwen;9 jaar;Totaal 2e generatie;2042;38240;22873;3935;6690;2477;2707;2549;1812;2703;15366;11499;2197;687;983
