ID;Geslacht;Persoonskenmerken;PositieInDeWerkkring;Arbeidsduur;Perioden;WerkzameBeroepsbevolking_1;WerkzameBeroepsbevolkingMetInkomen_2;GemiddeldPersoonlijkPrimairInkomen_3;GemiddeldPersoonlijkInkomen_4;GemiddeldGestandaardiseerdInkomen_5;WerkzameBeroepsbevolkingInkOnbekend_6
1029;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;12 tot 20 uur per week;2014;50.0;49.0;14.2;24.4;30.5;2.0
1030;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;20 tot 35 uur per week;2005;;;;;;
1031;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;20 tot 35 uur per week;2006;;;;;;
1032;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;20 tot 35 uur per week;2007;;;;;;
1033;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;20 tot 35 uur per week;2008;;;;;;
1034;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;20 tot 35 uur per week;2009;;;;;;
1035;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;20 tot 35 uur per week;2010;;;;;;
1036;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;20 tot 35 uur per week;2011;;;;;;
1037;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;20 tot 35 uur per week;2012;177.0;172.0;22.7;27.5;27.5;5.0
1038;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;20 tot 35 uur per week;2013;196.0;187.0;23.0;27.2;28.4;9.0
1039;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;20 tot 35 uur per week;2014;199.0;190.0;24.6;29.3;30.2;8.0
1040;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;Voltijd;2005;;;;;;
1041;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;Voltijd;2006;;;;;;
1042;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;Voltijd;2007;;;;;;
1043;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;Voltijd;2008;;;;;;
1044;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;Voltijd;2009;;;;;;
1045;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;Voltijd;2010;;;;;;
1046;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;Voltijd;2011;;;;;;
1047;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;Voltijd;2012;386.0;376.0;42.1;42.0;29.9;10.0
1048;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;Voltijd;2013;385.0;372.0;41.2;41.0;28.8;12.0
1049;Totaal mannen en vrouwen;Totaal personen;Zzp-eigen arbeid;Voltijd;2014;395.0;379.0;44.1;43.9;31.8;16.0
1050;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Totaal;2005;;;;;;
1051;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Totaal;2006;;;;;;
1052;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Totaal;2007;;;;;;
1053;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Totaal;2008;;;;;;
1054;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Totaal;2009;;;;;;
1055;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Totaal;2010;;;;;;
1056;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Totaal;2011;;;;;;
1057;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Totaal;2012;194.0;189.0;22.2;24.5;25.1;5.0
1058;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Totaal;2013;197.0;188.0;22.6;25.5;26.0;10.0
1059;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Totaal;2014;216.0;208.0;23.2;26.8;27.2;8.0
1060;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Deeltijd;2005;;;;;;
1061;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Deeltijd;2006;;;;;;
1062;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Deeltijd;2007;;;;;;
1063;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Deeltijd;2008;;;;;;
1064;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Deeltijd;2009;;;;;;
1065;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Deeltijd;2010;;;;;;
1066;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Deeltijd;2011;;;;;;
1067;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Deeltijd;2012;61.0;59.0;10.9;17.2;25.5;2.0
1068;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Deeltijd;2013;63.0;59.0;12.3;19.8;26.3;3.0
1069;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Deeltijd;2014;71.0;68.0;11.6;21.4;27.1;4.0
1070;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 12 uur per week;2005;;;;;;
1071;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 12 uur per week;2006;;;;;;
1072;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 12 uur per week;2007;;;;;;
1073;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 12 uur per week;2008;;;;;;
1074;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 12 uur per week;2009;;;;;;
1075;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 12 uur per week;2010;;;;;;
1076;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 12 uur per week;2011;;;;;;
1077;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 12 uur per week;2012;15.0;15.0;6.9;15.2;23.6;0.0
1078;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 12 uur per week;2013;18.0;17.0;6.9;18.1;22.7;1.0
1079;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 12 uur per week;2014;18.0;17.0;6.8;22.8;27.5;1.0
1080;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 20 uur per week;2005;;;;;;
1081;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 20 uur per week;2006;;;;;;
1082;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 20 uur per week;2007;;;;;;
1083;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 20 uur per week;2008;;;;;;
1084;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 20 uur per week;2009;;;;;;
1085;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 20 uur per week;2010;;;;;;
1086;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 20 uur per week;2011;;;;;;
1087;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 20 uur per week;2012;23.0;23.0;6.6;14.6;24.2;1.0
1088;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 20 uur per week;2013;26.0;25.0;7.4;17.5;25.7;1.0
1089;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Minder dan 20 uur per week;2014;29.0;28.0;8.0;22.0;27.3;1.0
1090;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;12 tot 20 uur per week;2005;;;;;;
1091;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;12 tot 20 uur per week;2006;;;;;;
1092;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;12 tot 20 uur per week;2007;;;;;;
1093;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;12 tot 20 uur per week;2008;;;;;;
1094;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;12 tot 20 uur per week;2009;;;;;;
1095;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;12 tot 20 uur per week;2010;;;;;;
1096;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;12 tot 20 uur per week;2011;;;;;;
1097;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;12 tot 20 uur per week;2012;8.0;8.0;;;;0.0
1098;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;12 tot 20 uur per week;2013;8.0;8.0;;;;0.0
1099;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;12 tot 20 uur per week;2014;11.0;10.0;;;;0.0
1100;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;20 tot 35 uur per week;2005;;;;;;
1101;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;20 tot 35 uur per week;2006;;;;;;
1102;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;20 tot 35 uur per week;2007;;;;;;
1103;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;20 tot 35 uur per week;2008;;;;;;
1104;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;20 tot 35 uur per week;2009;;;;;;
1105;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;20 tot 35 uur per week;2010;;;;;;
1106;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;20 tot 35 uur per week;2011;;;;;;
1107;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;20 tot 35 uur per week;2012;37.0;36.0;13.6;18.8;26.3;1.0
1108;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;20 tot 35 uur per week;2013;36.0;34.0;15.9;21.5;26.7;2.0
1109;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;20 tot 35 uur per week;2014;42.0;40.0;14.1;20.9;26.9;2.0
1110;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Voltijd;2005;;;;;;
1111;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Voltijd;2006;;;;;;
1112;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Voltijd;2007;;;;;;
1113;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Voltijd;2008;;;;;;
1114;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Voltijd;2009;;;;;;
1115;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Voltijd;2010;;;;;;
1116;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Voltijd;2011;;;;;;
1117;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Voltijd;2012;133.0;130.0;27.3;27.9;25.0;3.0
1118;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Voltijd;2013;135.0;128.0;27.3;28.2;25.9;7.0
1119;Totaal mannen en vrouwen;Totaal personen;Zzp-producten;Voltijd;2014;145.0;140.0;28.8;29.4;27.2;4.0
1120;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Totaal;2005;47.0;47.0;18.7;18.8;25.2;0.0
1121;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Totaal;2006;46.0;46.0;18.1;18.9;25.9;1.0
1122;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Totaal;2007;48.0;47.0;17.2;18.2;30.2;1.0
1123;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Totaal;2008;41.0;40.0;16.5;17.2;28.1;1.0
1124;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Totaal;2009;42.0;42.0;16.8;17.1;25.8;1.0
1125;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Totaal;2010;47.0;46.0;19.3;20.0;28.6;1.0
1126;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Totaal;2011;52.0;50.0;24.1;24.2;29.8;2.0
1127;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Totaal;2012;46.0;45.0;27.6;27.0;30.4;1.0
1128;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Totaal;2013;42.0;40.0;21.8;21.9;28.5;2.0
1129;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Totaal;2014;41.0;40.0;17.5;18.1;28.6;1.0
1130;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Deeltijd;2005;31.0;30.0;14.0;15.4;24.4;0.0
1131;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Deeltijd;2006;30.0;30.0;14.6;16.2;25.5;0.0
1132;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Deeltijd;2007;31.0;30.0;13.3;15.3;30.8;1.0
1133;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Deeltijd;2008;27.0;27.0;13.2;14.3;28.1;0.0
1134;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Deeltijd;2009;29.0;28.0;10.7;12.0;25.2;0.0
1135;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Deeltijd;2010;32.0;31.0;13.1;14.8;28.0;0.0
1136;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Deeltijd;2011;31.0;31.0;16.2;17.2;30.0;1.0
1137;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Deeltijd;2012;29.0;28.0;16.4;17.3;28.1;1.0
1138;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Deeltijd;2013;28.0;27.0;14.7;15.8;28.2;1.0
1139;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Deeltijd;2014;28.0;27.0;12.0;13.5;28.8;1.0
1140;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 12 uur per week;2005;12.0;12.0;;;;0.0
1141;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 12 uur per week;2006;12.0;12.0;;;;0.0
1142;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 12 uur per week;2007;12.0;12.0;;;;0.0
1143;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 12 uur per week;2008;11.0;10.0;;;;0.0
1144;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 12 uur per week;2009;12.0;12.0;;;;0.0
1145;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 12 uur per week;2010;12.0;12.0;;;;0.0
1146;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 12 uur per week;2011;10.0;9.0;;;;0.0
1147;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 12 uur per week;2012;9.0;9.0;;;;0.0
1148;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 12 uur per week;2013;12.0;11.0;;;;1.0
1149;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 12 uur per week;2014;12.0;12.0;;;;0.0
1150;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 20 uur per week;2005;18.0;18.0;10.8;12.8;24.4;0.0
1151;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 20 uur per week;2006;18.0;18.0;8.8;11.3;24.1;0.0
1152;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 20 uur per week;2007;18.0;18.0;8.0;10.6;29.3;0.0
1153;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 20 uur per week;2008;16.0;16.0;9.2;10.7;26.4;0.0
1154;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 20 uur per week;2009;16.0;16.0;7.1;8.8;25.5;0.0
1155;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 20 uur per week;2010;17.0;17.0;7.4;10.5;28.0;0.0
1156;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 20 uur per week;2011;15.0;15.0;;;;0.0
1157;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 20 uur per week;2012;14.0;14.0;;;;0.0
1158;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 20 uur per week;2013;18.0;17.0;10.6;11.8;27.1;1.0
1159;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Minder dan 20 uur per week;2014;17.0;17.0;7.7;10.2;27.5;0.0
1160;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;12 tot 20 uur per week;2005;6.0;6.0;;;;0.0
1161;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;12 tot 20 uur per week;2006;6.0;6.0;;;;0.0
1162;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;12 tot 20 uur per week;2007;6.0;6.0;;;;0.0
1163;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;12 tot 20 uur per week;2008;5.0;5.0;;;;0.0
1164;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;12 tot 20 uur per week;2009;4.0;4.0;;;;0.0
1165;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;12 tot 20 uur per week;2010;5.0;5.0;;;;0.0
1166;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;12 tot 20 uur per week;2011;5.0;5.0;;;;0.0
1167;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;12 tot 20 uur per week;2012;5.0;5.0;;;;0.0
1168;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;12 tot 20 uur per week;2013;5.0;5.0;;;;0.0
1169;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;12 tot 20 uur per week;2014;5.0;5.0;;;;0.0
1170;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;20 tot 35 uur per week;2005;13.0;13.0;;;;0.0
1171;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;20 tot 35 uur per week;2006;13.0;12.0;;;;0.0
1172;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;20 tot 35 uur per week;2007;13.0;13.0;;;;0.0
1173;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;20 tot 35 uur per week;2008;12.0;11.0;;;;0.0
1174;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;20 tot 35 uur per week;2009;12.0;12.0;;;;0.0
1175;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;20 tot 35 uur per week;2010;14.0;14.0;;;;0.0
1176;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;20 tot 35 uur per week;2011;16.0;16.0;22.3;22.5;31.0;0.0
1177;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;20 tot 35 uur per week;2012;15.0;14.0;;;;0.0
1178;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;20 tot 35 uur per week;2013;11.0;10.0;;;;0.0
1179;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;20 tot 35 uur per week;2014;11.0;11.0;;;;0.0
1180;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Voltijd;2005;17.0;17.0;27.5;25.1;26.6;0.0
1181;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Voltijd;2006;16.0;16.0;24.9;24.0;26.7;0.0
1182;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Voltijd;2007;18.0;17.0;24.0;23.2;29.1;1.0
1183;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Voltijd;2008;14.0;13.0;;;;0.0
1184;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Voltijd;2009;14.0;13.0;;;;0.0
1185;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Voltijd;2010;15.0;15.0;;;;1.0
1186;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Voltijd;2011;20.0;19.0;36.8;35.5;29.5;1.0
1187;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Voltijd;2012;17.0;17.0;46.3;43.1;34.2;0.0
1188;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Voltijd;2013;14.0;13.0;;;;1.0
1189;Totaal mannen en vrouwen;Totaal personen;Meewerkend gezinslid;Voltijd;2014;13.0;13.0;;;;1.0
1190;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Totaal;2005;70.0;68.0;19.7;25.4;25.0;1.0
1191;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Totaal;2006;63.0;62.0;18.4;25.9;25.9;1.0
1192;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Totaal;2007;68.0;67.0;18.1;25.1;27.4;1.0
1193;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Totaal;2008;84.0;83.0;21.5;27.5;28.3;1.0
1194;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Totaal;2009;76.0;75.0;18.7;25.4;27.3;1.0
1195;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Totaal;2010;72.0;70.0;21.0;26.9;27.3;2.0
1196;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Totaal;2011;74.0;72.0;28.2;33.0;29.7;1.0
1197;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Totaal;2012;73.0;70.0;23.8;30.5;29.2;2.0
1198;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Totaal;2013;109.0;104.0;19.7;26.5;28.2;5.0
1199;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Totaal;2014;104.0;99.0;21.1;29.4;30.0;6.0
1200;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Deeltijd;2005;55.0;55.0;11.9;19.8;24.0;1.0
1201;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Deeltijd;2006;49.0;48.0;7.8;18.6;24.7;0.0
1202;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Deeltijd;2007;54.0;53.0;9.8;19.9;26.3;0.0
1203;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Deeltijd;2008;63.0;62.0;10.7;19.6;26.2;1.0
1204;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Deeltijd;2009;55.0;55.0;7.5;17.3;25.5;0.0
1205;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Deeltijd;2010;53.0;52.0;9.4;18.8;25.2;2.0
1206;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Deeltijd;2011;53.0;52.0;16.4;24.6;27.7;1.0
1207;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Deeltijd;2012;51.0;49.0;10.6;20.5;26.2;2.0
1208;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Deeltijd;2013;83.0;79.0;11.5;21.7;27.5;4.0
1209;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Deeltijd;2014;78.0;73.0;10.9;23.5;29.3;4.0
1210;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 12 uur per week;2005;38.0;37.0;4.3;14.3;22.1;1.0
1211;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 12 uur per week;2006;32.0;32.0;4.6;16.6;24.4;0.0
1212;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 12 uur per week;2007;32.0;32.0;5.5;16.9;24.0;0.0
1213;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 12 uur per week;2008;34.0;33.0;4.3;16.5;25.8;0.0
1214;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 12 uur per week;2009;32.0;32.0;3.7;14.1;23.9;0.0
1215;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 12 uur per week;2010;30.0;30.0;5.0;15.8;24.4;0.0
1216;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 12 uur per week;2011;29.0;28.0;11.2;21.5;27.0;1.0
1217;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 12 uur per week;2012;28.0;27.0;4.6;16.0;26.0;1.0
1218;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 12 uur per week;2013;47.0;45.0;5.2;17.8;26.1;2.0
1219;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 12 uur per week;2014;45.0;44.0;4.6;21.7;29.1;2.0
1220;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 20 uur per week;2005;45.0;44.0;4.5;13.8;21.6;1.0
1221;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 20 uur per week;2006;38.0;38.0;5.1;17.0;24.3;0.0
1222;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 20 uur per week;2007;42.0;42.0;7.1;18.3;24.5;0.0
1223;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 20 uur per week;2008;44.0;44.0;5.2;17.2;25.8;0.0
1224;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 20 uur per week;2009;41.0;41.0;5.3;16.3;25.4;0.0
1225;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 20 uur per week;2010;39.0;38.0;6.1;16.1;24.4;0.0
1226;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 20 uur per week;2011;37.0;36.0;11.6;21.1;27.2;1.0
1227;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 20 uur per week;2012;35.0;35.0;6.2;17.3;25.7;1.0
1228;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 20 uur per week;2013;59.0;57.0;6.4;19.7;27.1;2.0
1229;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;Minder dan 20 uur per week;2014;56.0;53.0;6.3;22.8;30.3;3.0
1230;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;12 tot 20 uur per week;2005;7.0;7.0;;;;0.0
1231;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;12 tot 20 uur per week;2006;6.0;6.0;;;;0.0
1232;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;12 tot 20 uur per week;2007;10.0;10.0;;;;0.0
1233;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;12 tot 20 uur per week;2008;11.0;11.0;;;;0.0
1234;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;12 tot 20 uur per week;2009;9.0;9.0;;;;0.0
1235;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;12 tot 20 uur per week;2010;8.0;8.0;;;;0.0
1236;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;12 tot 20 uur per week;2011;8.0;8.0;;;;0.0
1237;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;12 tot 20 uur per week;2012;7.0;7.0;;;;0.0
1238;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;12 tot 20 uur per week;2013;11.0;11.0;;;;0.0
1239;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;12 tot 20 uur per week;2014;11.0;10.0;;;;1.0
1240;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;20 tot 35 uur per week;2005;10.0;10.0;;;;0.0
1241;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;20 tot 35 uur per week;2006;11.0;11.0;;;;0.0
1242;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;20 tot 35 uur per week;2007;12.0;12.0;;;;0.0
1243;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;20 tot 35 uur per week;2008;18.0;18.0;24.0;25.4;27.3;0.0
1244;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;20 tot 35 uur per week;2009;15.0;14.0;;;;0.0
1245;Totaal mannen en vrouwen;Totaal personen;Overige zelfstandige;20 tot 35 uur per week;2010;15.0;13.0;;;;1.0
