ID;Geslacht;Leeftijd;DoodsoorzakenUitgebreideLijst;Perioden;Overledenen_1
2007;Totaal mannen en vrouwen;Totaal alle leeftijden;A82 Rabies [hondsdolheid];2015;0
2008;Totaal mannen en vrouwen;Totaal alle leeftijden;A82 Rabies [hondsdolheid];2016;0
2009;Totaal mannen en vrouwen;Totaal alle leeftijden;A82 Rabies [hondsdolheid];2017;0
2010;Totaal mannen en vrouwen;Totaal alle leeftijden;A82 Rabies [hondsdolheid];2018;0
2011;Totaal mannen en vrouwen;Totaal alle leeftijden;A82 Rabies [hondsdolheid];2019;0
2012;Totaal mannen en vrouwen;Totaal alle leeftijden;A82 Rabies [hondsdolheid];2020;0
2013;Totaal mannen en vrouwen;Totaal alle leeftijden;A82 Rabies [hondsdolheid];2021;0
2014;Totaal mannen en vrouwen;Totaal alle leeftijden;A82 Rabies [hondsdolheid];2022;0
2015;Totaal mannen en vrouwen;Totaal alle leeftijden;A82 Rabies [hondsdolheid];2023;0
2016;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;1996;0
2017;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;1997;0
2018;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;1998;0
2019;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;1999;0
2020;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2000;0
2021;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2001;0
2022;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2002;0
2023;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2003;0
2024;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2004;0
2025;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2005;0
2026;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2006;0
2027;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2007;1
2028;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2008;0
2029;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2009;0
2030;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2010;0
2031;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2011;0
2032;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2012;0
2033;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2013;0
2034;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2014;0
2035;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2015;0
2036;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2016;0
2037;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2017;1
2038;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2018;0
2039;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2019;0
2040;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2020;0
2041;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2021;0
2042;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2022;1
2043;Totaal mannen en vrouwen;Totaal alle leeftijden;A83 Door muggen overgebr. virale encef..;2023;0
2044;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;1996;0
2045;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;1997;0
2046;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;1998;0
2047;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;1999;0
2048;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2000;0
2049;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2001;0
2050;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2002;0
2051;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2003;0
2052;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2004;0
2053;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2005;0
2054;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2006;0
2055;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2007;0
2056;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2008;0
2057;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2009;0
2058;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2010;0
2059;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2011;0
2060;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2012;0
2061;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2013;0
2062;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2014;0
2063;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2015;0
2064;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2016;0
2065;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2017;0
2066;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2018;0
2067;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2019;0
2068;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2020;0
2069;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2021;0
2070;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2022;0
2071;Totaal mannen en vrouwen;Totaal alle leeftijden;A84 Door teken overgebr. virale encefa..;2023;0
2072;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;1996;0
2073;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;1997;0
2074;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;1998;1
2075;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;1999;0
2076;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2000;1
2077;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2001;0
2078;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2002;2
2079;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2003;0
2080;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2004;0
2081;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2005;1
2082;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2006;0
2083;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2007;1
2084;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2008;0
2085;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2009;0
2086;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2010;2
2087;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2011;0
2088;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2012;0
2089;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2013;0
2090;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2014;0
2091;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2015;0
2092;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2016;0
2093;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2017;0
2094;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2018;0
2095;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2019;0
2096;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2020;0
2097;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2021;0
2098;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2022;0
2099;Totaal mannen en vrouwen;Totaal alle leeftijden;A85 Overige virale encefalitis, n.e.g.;2023;0
2100;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;1996;4
2101;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;1997;6
2102;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;1998;4
2103;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;1999;8
2104;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2000;3
2105;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2001;1
2106;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2002;3
2107;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2003;4
2108;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2004;7
2109;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2005;9
2110;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2006;8
2111;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2007;0
2112;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2008;4
2113;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2009;5
2114;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2010;8
2115;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2011;1
2116;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2012;1
2117;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2013;0
2118;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2014;2
2119;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2015;1
2120;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2016;5
2121;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2017;1
2122;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2018;1
2123;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2019;7
2124;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2020;3
2125;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2021;0
2126;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2022;1
2127;Totaal mannen en vrouwen;Totaal alle leeftijden;A86 Niet gespec. virale encefalitis;2023;6
2128;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;1996;6
2129;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;1997;0
2130;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;1998;1
2131;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;1999;3
2132;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2000;1
2133;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2001;1
2134;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2002;0
2135;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2003;2
2136;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2004;1
2137;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2005;1
2138;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2006;3
2139;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2007;1
2140;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2008;5
2141;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2009;1
2142;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2010;1
2143;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2011;1
2144;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2012;2
2145;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2013;1
2146;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2014;3
2147;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2015;1
2148;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2016;0
2149;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2017;4
2150;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2018;1
2151;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2019;0
2152;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2020;1
2153;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2021;0
2154;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2022;3
2155;Totaal mannen en vrouwen;Totaal alle leeftijden;A87 Virale meningitis;2023;3
2156;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;1996;0
2157;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;1997;0
2158;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;1998;0
2159;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;1999;0
2160;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2000;0
2161;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2001;0
2162;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2002;0
2163;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2003;0
2164;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2004;0
2165;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2005;0
2166;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2006;0
2167;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2007;0
2168;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2008;0
2169;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2009;0
2170;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2010;0
2171;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2011;0
2172;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2012;0
2173;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2013;0
2174;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2014;0
2175;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2015;0
2176;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2016;0
2177;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2017;0
2178;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2018;0
2179;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2019;0
2180;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2020;0
2181;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2021;0
2182;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2022;0
2183;Totaal mannen en vrouwen;Totaal alle leeftijden;A88 Ov. virusinfecties CZS, n.e.g.;2023;0
2184;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;1996;0
2185;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;1997;0
2186;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;1998;0
2187;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;1999;0
2188;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2000;0
2189;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2001;0
2190;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2002;0
2191;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2003;0
2192;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2004;0
2193;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2005;0
2194;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2006;0
2195;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2007;0
2196;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2008;0
2197;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2009;0
2198;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2010;0
2199;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2011;0
2200;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2012;0
2201;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2013;0
2202;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2014;0
2203;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2015;0
2204;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2016;0
2205;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2017;0
2206;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2018;0
2207;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2019;0
2208;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2020;0
2209;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2021;0
2210;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2022;0
2211;Totaal mannen en vrouwen;Totaal alle leeftijden;A89 Niet gespec. virusinfectie CZS;2023;0
2212;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];1996;0
2213;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];1997;0
2214;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];1998;0
2215;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];1999;0
2216;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2000;1
2217;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2001;0
2218;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2002;0
2219;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2003;0
2220;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2004;0
2221;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2005;1
2222;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2006;0
2223;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2007;0
2224;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2008;0
2225;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2009;0
2226;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2010;0
2227;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2011;0
2228;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2012;0
2229;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2013;0
2230;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2014;0
2231;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2015;0
2232;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2016;0
2233;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2017;0
2234;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2018;0
2235;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2019;0
2236;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2020;0
2237;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2021;0
2238;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2022;0
2239;Totaal mannen en vrouwen;Totaal alle leeftijden;A90 Dengue-koorts [klassieke dengue];2023;0
2240;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;1996;0
2241;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;1997;0
2242;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;1998;0
2243;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;1999;0
2244;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2000;0
2245;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2001;0
2246;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2002;0
2247;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2003;0
2248;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2004;0
2249;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2005;0
2250;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2006;0
2251;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2007;0
2252;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2008;0
2253;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2009;0
2254;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2010;0
2255;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2011;0
2256;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2012;0
2257;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2013;0
2258;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2014;0
2259;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2015;0
2260;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2016;0
2261;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2017;0
2262;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2018;0
2263;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2019;0
2264;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2020;0
2265;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2021;0
2266;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2022;0
2267;Totaal mannen en vrouwen;Totaal alle leeftijden;A91 Dengue-hemorragische koorts;2023;0
2268;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;1996;1
2269;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;1997;1
2270;Totaal mannen en vrouwen;Totaal alle leeftijden;A92 Ov. door muggen overgebr. virale k..;1998;0
