ID;WerkzameStoffen;Perioden;GrootteOppervlakteMetGebruik_1;OppervlakteInVanTotaalAreaal_2;OppervlakteInVanToepassingsgroep_3;GebruikPerJaar_4;GebruikInVanTotaalWerkzameStoffen_5;GebruikInVanToepassingsgroep_6
366;Naftaleen;1995;126.0;0.0;0.0;545;0.0;0.2
367;Naftaleen;1998;772.0;0.1;0.2;937;0.0;0.6
368;Naftaleen;2000;331.0;0.0;0.1;1625;0.0;1.2
369;Naftaleen;2004;0.0;0.0;0.0;0;0.0;0.0
370;Naftaleen;2008;0.0;0.0;0.0;0;0.0;0.0
371;Naftaleen;2012;0.0;0.0;0.0;0;0.0;0.0
372;Omethoaat;1995;2638.0;0.3;0.7;4456;0.1;1.8
373;Omethoaat;1998;1538.0;0.2;0.4;1040;0.0;0.6
374;Omethoaat;2000;376.0;0.0;0.1;153;0.0;0.1
375;Omethoaat;2004;0.0;0.0;0.0;0;0.0;0.0
376;Omethoaat;2008;0.0;0.0;0.0;0;0.0;0.0
377;Omethoaat;2012;0.0;0.0;0.0;0;0.0;0.0
378;"Oxamyl; tegen insecten";1995;1383.0;0.2;0.4;929;0.0;0.4
379;"Oxamyl; tegen insecten";1998;1297.0;0.2;0.4;1065;0.0;0.6
380;"Oxamyl; tegen insecten";2000;0.0;0.0;0.0;0;0.0;0.0
381;"Oxamyl; tegen insecten";2004;0.0;0.0;0.0;0;0.0;0.0
382;"Oxamyl; tegen insecten";2008;0.0;0.0;0.0;0;0.0;0.0
383;"Oxamyl; tegen insecten";2012;0.0;0.0;0.0;0;0.0;0.0
384;Oxydemeton-methyl;1995;24125.0;3.0;6.4;9748;0.2;3.8
385;Oxydemeton-methyl;1998;5734.0;0.7;1.6;1519;0.0;0.9
386;Oxydemeton-methyl;2000;0.0;0.0;0.0;0;0.0;0.0
387;Oxydemeton-methyl;2004;0.0;0.0;0.0;0;0.0;0.0
388;Oxydemeton-methyl;2008;0.0;0.0;0.0;0;0.0;0.0
389;Oxydemeton-methyl;2012;0.0;0.0;0.0;0;0.0;0.0
390;Parathion (ethyl);1995;43599.0;5.4;11.6;14488;0.2;5.7
391;Parathion (ethyl);1998;32311.0;4.0;9.1;11004;0.2;6.5
392;Parathion (ethyl);2000;1914.0;0.2;0.5;1906;0.0;1.4
393;Parathion (ethyl);2004;0.0;0.0;0.0;0;0.0;0.0
394;Parathion (ethyl);2008;0.0;0.0;0.0;0;0.0;0.0
395;Parathion (ethyl);2012;0.0;0.0;0.0;0;0.0;0.0
396;Parathion-methyl;1995;1093.0;0.1;0.3;916;0.0;0.4
397;Parathion-methyl;1998;501.0;0.1;0.1;76;0.0;0.0
398;Parathion-methyl;2000;11891.0;1.5;3.4;2506;0.0;1.9
399;Parathion-methyl;2004;8107.0;1.0;2.2;1385;0.0;1.2
400;Parathion-methyl;2008;0.0;0.0;0.0;0;0.0;0.0
401;Parathion-methyl;2012;0.0;0.0;0.0;0;0.0;0.0
402;Permethrin;1995;8020.0;1.0;2.1;1282;0.0;0.5
403;Permethrin;1998;4773.0;0.6;1.3;687;0.0;0.4
404;Permethrin;2000;443.0;0.1;0.1;100;0.0;0.1
405;Permethrin;2004;0.0;0.0;0.0;0;0.0;0.0
406;Permethrin;2008;0.0;0.0;0.0;0;0.0;0.0
407;Permethrin;2012;0.0;0.0;0.0;0;0.0;0.0
408;Piperonylbutoxide;1995;0.0;0.0;0.0;0;0.0;0.0
409;Piperonylbutoxide;1998;0.0;0.0;0.0;0;0.0;0.0
410;Piperonylbutoxide;2000;0.0;0.0;0.0;0;0.0;0.0
411;Piperonylbutoxide;2004;0.0;0.0;0.0;0;0.0;0.0
412;Piperonylbutoxide;2008;789.0;0.1;0.2;158;0.0;0.2
413;Piperonylbutoxide;2012;874.0;0.1;0.3;463;0.0;0.6
414;Pirimicarb;1995;104521.0;13.0;27.9;28153;0.5;11.1
415;Pirimicarb;1998;46026.0;5.6;13.0;11352;0.2;6.7
416;Pirimicarb;2000;57980.0;7.3;16.7;12979;0.2;9.7
417;Pirimicarb;2004;68995.0;8.3;18.6;18204;0.3;15.8
418;Pirimicarb;2008;28708.0;3.5;7.6;8448;0.2;9.4
419;Pirimicarb;2012;14935.0;1.9;5.0;4575;0.1;5.8
420;"Pirimifos-methyl; tegen insecten";1995;7115.0;0.9;1.9;2326;0.0;0.9
421;"Pirimifos-methyl; tegen insecten";1998;6890.0;0.8;1.9;2007;0.0;1.2
422;"Pirimifos-methyl; tegen insecten";2000;5564.0;0.7;1.6;1428;0.0;1.1
423;"Pirimifos-methyl; tegen insecten";2004;282.0;0.0;0.1;570;0.0;0.5
424;"Pirimifos-methyl; tegen insecten";2008;2192.0;0.3;0.6;611;0.0;0.7
425;"Pirimifos-methyl; tegen insecten";2012;5859.0;0.8;2.0;4805;0.1;6.1
426;Propoxur;1995;23181.0;2.9;6.2;16736;0.3;6.6
427;Propoxur;1998;14300.0;1.7;4.0;4723;0.1;2.8
428;Propoxur;2000;376.0;0.0;0.1;114;0.0;0.1
429;Propoxur;2004;0.0;0.0;0.0;0;0.0;0.0
430;Propoxur;2008;0.0;0.0;0.0;0;0.0;0.0
431;Propoxur;2012;0.0;0.0;0.0;0;0.0;0.0
432;Pymetrozine;1995;0.0;0.0;0.0;0;0.0;0.0
433;Pymetrozine;1998;0.0;0.0;0.0;0;0.0;0.0
434;Pymetrozine;2000;0.0;0.0;0.0;0;0.0;0.0
435;Pymetrozine;2004;16410.0;2.0;4.4;3180;0.1;2.8
436;Pymetrozine;2008;19098.0;2.3;5.1;3836;0.1;4.3
437;Pymetrozine;2012;8372.0;1.1;2.8;4973;0.1;6.4
438;Pyrethrinen;1995;0.0;0.0;0.0;0;0.0;0.0
439;Pyrethrinen;1998;0.0;0.0;0.0;0;0.0;0.0
440;Pyrethrinen;2000;0.0;0.0;0.0;0;0.0;0.0
441;Pyrethrinen;2004;0.0;0.0;0.0;0;0.0;0.0
442;Pyrethrinen;2008;0.0;0.0;0.0;0;0.0;0.0
443;Pyrethrinen;2012;961.0;0.1;0.3;124;0.0;0.2
444;Pyridaben;1995;860.0;0.1;0.2;256;0.0;0.1
445;Pyridaben;1998;1302.0;0.2;0.4;287;0.0;0.2
446;Pyridaben;2000;1753.0;0.2;0.5;351;0.0;0.3
447;Pyridaben;2004;3032.0;0.4;0.8;1063;0.0;0.9
448;Pyridaben;2008;1209.0;0.1;0.3;200;0.0;0.2
449;Pyridaben;2012;1065.0;0.1;0.4;165;0.0;0.2
450;Pyridalyl;1995;0.0;0.0;0.0;0;0.0;0.0
451;Pyridalyl;1998;0.0;0.0;0.0;0;0.0;0.0
452;Pyridalyl;2000;0.0;0.0;0.0;0;0.0;0.0
453;Pyridalyl;2004;0.0;0.0;0.0;0;0.0;0.0
454;Pyridalyl;2008;0.0;0.0;0.0;0;0.0;0.0
455;Pyridalyl;2012;728.0;0.1;0.2;322;0.0;0.4
456;Pyriproxyfen;1995;0.0;0.0;0.0;0;0.0;0.0
457;Pyriproxyfen;1998;1563.0;0.2;0.4;290;0.0;0.2
458;Pyriproxyfen;2000;1599.0;0.2;0.5;109;0.0;0.1
459;Pyriproxyfen;2004;1668.0;0.2;0.4;163;0.0;0.1
460;Pyriproxyfen;2008;0.0;0.0;0.0;0;0.0;0.0
461;Pyriproxyfen;2012;1453.0;0.2;0.5;159;0.0;0.2
462;Spinosad;1995;0.0;0.0;0.0;0;0.0;0.0
463;Spinosad;1998;0.0;0.0;0.0;0;0.0;0.0
464;Spinosad;2000;0.0;0.0;0.0;0;0.0;0.0
465;Spinosad;2004;3471.0;0.4;0.9;1240;0.0;1.1
466;Spinosad;2008;5026.0;0.6;1.3;1590;0.0;1.8
467;Spinosad;2012;7107.0;0.9;2.4;1976;0.0;2.5
468;Spirodiclofen;1995;0.0;0.0;0.0;0;0.0;0.0
469;Spirodiclofen;1998;0.0;0.0;0.0;0;0.0;0.0
470;Spirodiclofen;2000;0.0;0.0;0.0;0;0.0;0.0
471;Spirodiclofen;2004;9558.0;1.2;2.6;620;0.0;0.5
472;Spirodiclofen;2008;10861.0;1.3;2.9;742;0.0;0.8
473;Spirodiclofen;2012;7683.0;1.0;2.6;490;0.0;0.6
474;Spiromesifen;1995;0.0;0.0;0.0;0;0.0;0.0
475;Spiromesifen;1998;0.0;0.0;0.0;0;0.0;0.0
476;Spiromesifen;2000;0.0;0.0;0.0;0;0.0;0.0
477;Spiromesifen;2004;722.0;0.1;0.2;236;0.0;0.2
478;Spiromesifen;2008;1564.0;0.2;0.4;531;0.0;0.6
479;Spiromesifen;2012;2346.0;0.3;0.8;773;0.0;1.0
480;Spirotetramat;1995;0.0;0.0;0.0;0;0.0;0.0
481;Spirotetramat;1998;0.0;0.0;0.0;0;0.0;0.0
482;Spirotetramat;2000;0.0;0.0;0.0;0;0.0;0.0
483;Spirotetramat;2004;0.0;0.0;0.0;0;0.0;0.0
484;Spirotetramat;2008;0.0;0.0;0.0;0;0.0;0.0
485;Spirotetramat;2012;12685.0;1.6;4.3;1490;0.0;1.9
486;Tebufenpyrad;1995;0.0;0.0;0.0;0;0.0;0.0
487;Tebufenpyrad;1998;4501.0;0.6;1.3;193;0.0;0.1
488;Tebufenpyrad;2000;4624.0;0.6;1.3;277;0.0;0.2
489;Tebufenpyrad;2004;5395.0;0.7;1.5;330;0.0;0.3
490;Tebufenpyrad;2008;3209.0;0.4;0.9;171;0.0;0.2
491;Tebufenpyrad;2012;1855.0;0.2;0.6;103;0.0;0.1
492;Teflubenzuron;1995;2524.0;0.3;0.7;803;0.0;0.3
493;Teflubenzuron;1998;3395.0;0.4;1.0;994;0.0;0.6
494;Teflubenzuron;2000;3881.0;0.5;1.1;1302;0.0;1.0
495;Teflubenzuron;2004;4722.0;0.6;1.3;1405;0.0;1.2
496;Teflubenzuron;2008;3972.0;0.5;1.1;646;0.0;0.7
497;Teflubenzuron;2012;1730.0;0.2;0.6;341;0.0;0.4
498;Thiacloprid;1995;0.0;0.0;0.0;0;0.0;0.0
499;Thiacloprid;1998;0.0;0.0;0.0;0;0.0;0.0
500;Thiacloprid;2000;0.0;0.0;0.0;0;0.0;0.0
501;Thiacloprid;2004;1191.0;0.1;0.3;320;0.0;0.3
502;Thiacloprid;2008;59041.0;7.2;15.7;7954;0.1;8.9
503;Thiacloprid;2012;50833.0;6.5;17.2;11654;0.2;14.9
504;"Thiamethoxam; tegen insecten";1995;0.0;0.0;0.0;0;0.0;0.0
505;"Thiamethoxam; tegen insecten";1998;0.0;0.0;0.0;0;0.0;0.0
506;"Thiamethoxam; tegen insecten";2000;0.0;0.0;0.0;0;0.0;0.0
507;"Thiamethoxam; tegen insecten";2004;0.0;0.0;0.0;0;0.0;0.0
508;"Thiamethoxam; tegen insecten";2008;1903.0;0.2;0.5;1096;0.0;1.2
509;"Thiamethoxam; tegen insecten";2012;32498.0;4.2;11.0;1815;0.0;2.3
510;Thiometon;1995;4677.0;0.6;1.2;2063;0.0;0.8
511;Thiometon;1998;6346.0;0.8;1.8;3094;0.1;1.8
512;Thiometon;2000;10785.0;1.4;3.1;6054;0.1;4.5
513;Thiometon;2004;0.0;0.0;0.0;0;0.0;0.0
514;Thiometon;2008;0.0;0.0;0.0;0;0.0;0.0
515;Thiometon;2012;0.0;0.0;0.0;0;0.0;0.0
516;Triazamaat;1995;0.0;0.0;0.0;0;0.0;0.0
517;Triazamaat;1998;991.0;0.1;0.3;165;0.0;0.1
518;Triazamaat;2000;1424.0;0.2;0.4;243;0.0;0.2
519;Triazamaat;2004;1552.0;0.2;0.4;295;0.0;0.3
520;Triazamaat;2008;0.0;0.0;0.0;0;0.0;0.0
521;Triazamaat;2012;0.0;0.0;0.0;0;0.0;0.0
522;Triazofos;1995;1829.0;0.2;0.5;542;0.0;0.2
523;Triazofos;1998;1280.0;0.2;0.4;220;0.0;0.1
524;Triazofos;2000;1566.0;0.2;0.4;308;0.0;0.2
525;Triazofos;2004;0.0;0.0;0.0;0;0.0;0.0
526;Triazofos;2008;0.0;0.0;0.0;0;0.0;0.0
527;Triazofos;2012;0.0;0.0;0.0;0;0.0;0.0
528;Undeen;1995;0.0;0.0;0.0;0;0.0;0.0
529;Undeen;1998;772.0;0.1;0.2;436;0.0;0.3
530;Undeen;2000;331.0;0.0;0.1;756;0.0;0.6
531;Undeen;2004;0.0;0.0;0.0;0;0.0;0.0
532;Undeen;2008;0.0;0.0;0.0;0;0.0;0.0
533;Undeen;2012;0.0;0.0;0.0;0;0.0;0.0
534;Vamidothion;1995;4385.0;0.5;1.2;1204;0.0;0.5
535;Vamidothion;1998;9213.0;1.1;2.6;2745;0.0;1.6
536;Vamidothion;2000;0.0;0.0;0.0;0;0.0;0.0
537;Vamidothion;2004;0.0;0.0;0.0;0;0.0;0.0
538;Vamidothion;2008;0.0;0.0;0.0;0;0.0;0.0
539;Vamidothion;2012;0.0;0.0;0.0;0;0.0;0.0
540;Totaal stoffen tegen schimmels;1995;427574.0;53.3;100.0;2808608;47.3;100.0
541;Totaal stoffen tegen schimmels;1998;474161.0;57.6;100.0;3380379;56.6;100.0
542;Totaal stoffen tegen schimmels;2000;454508.0;56.5;100.0;2967562;56.1;100.0
543;Totaal stoffen tegen schimmels;2004;474697.0;57.4;100.0;2854557;52.3;100.0
544;Totaal stoffen tegen schimmels;2008;502934.0;61.7;100.0;2931518;52.9;100.0
545;Totaal stoffen tegen schimmels;2012;449547.0;57.9;100.0;2690878;46.6;100.0
546;Aluminiumsulfaat;1995;0.0;0.0;0.0;0;0.0;0.0
547;Aluminiumsulfaat;1998;0.0;0.0;0.0;0;0.0;0.0
548;Aluminiumsulfaat;2000;0.0;0.0;0.0;0;0.0;0.0
549;Aluminiumsulfaat;2004;582.0;0.1;0.1;585;0.0;0.0
550;Aluminiumsulfaat;2008;873.0;0.1;0.2;3023;0.1;0.1
551;Aluminiumsulfaat;2012;255.0;0.0;0.1;8282;0.1;0.3
552;Ametoctradin;1995;0.0;0.0;0.0;0;0.0;0.0
553;Ametoctradin;1998;0.0;0.0;0.0;0;0.0;0.0
554;Ametoctradin;2000;0.0;0.0;0.0;0;0.0;0.0
555;Ametoctradin;2004;0.0;0.0;0.0;0;0.0;0.0
556;Ametoctradin;2008;0.0;0.0;0.0;0;0.0;0.0
557;Ametoctradin;2012;6842.0;0.9;1.5;4306;0.1;0.2
558;Amisulbrom;1995;0.0;0.0;0.0;0;0.0;0.0
559;Amisulbrom;1998;0.0;0.0;0.0;0;0.0;0.0
560;Amisulbrom;2000;0.0;0.0;0.0;0;0.0;0.0
561;Amisulbrom;2004;0.0;0.0;0.0;0;0.0;0.0
562;Amisulbrom;2008;0.0;0.0;0.0;0;0.0;0.0
563;Amisulbrom;2012;6072.0;0.8;1.4;744;0.0;0.0
564;Azoxystrobin;1995;0.0;0.0;0.0;0;0.0;0.0
565;Azoxystrobin;1998;16032.0;2.0;3.4;3726;0.1;0.1
566;Azoxystrobin;2000;13486.0;1.7;3.0;3017;0.1;0.1
567;Azoxystrobin;2004;23609.0;2.9;5.0;7889;0.1;0.3
568;Azoxystrobin;2008;74129.0;9.1;14.7;19432;0.4;0.7
569;Azoxystrobin;2012;50711.0;6.5;11.3;22564;0.4;0.8
570;"Benomyl; tegen schimmels";1995;2051.0;0.3;0.5;1797;0.0;0.1
571;"Benomyl; tegen schimmels";1998;4219.0;0.5;0.9;1918;0.0;0.1
572;"Benomyl; tegen schimmels";2000;1436.0;0.2;0.3;745;0.0;0.0
573;"Benomyl; tegen schimmels";2004;0.0;0.0;0.0;0;0.0;0.0
574;"Benomyl; tegen schimmels";2008;0.0;0.0;0.0;0;0.0;0.0
575;"Benomyl; tegen schimmels";2012;0.0;0.0;0.0;0;0.0;0.0
576;Benthiavalicarb-isopropyl;1995;0.0;0.0;0.0;0;0.0;0.0
577;Benthiavalicarb-isopropyl;1998;0.0;0.0;0.0;0;0.0;0.0
578;Benthiavalicarb-isopropyl;2000;0.0;0.0;0.0;0;0.0;0.0
579;Benthiavalicarb-isopropyl;2004;0.0;0.0;0.0;0;0.0;0.0
580;Benthiavalicarb-isopropyl;2008;31385.0;3.8;6.2;3822;0.1;0.1
581;Benthiavalicarb-isopropyl;2012;26786.0;3.4;6.0;4320;0.1;0.2
582;Bitertanol;1995;6667.0;0.8;1.6;4555;0.1;0.2
583;Bitertanol;1998;4464.0;0.5;0.9;2101;0.0;0.1
584;Bitertanol;2000;5283.0;0.7;1.2;2015;0.0;0.1
585;Bitertanol;2004;4659.0;0.6;1.0;1717;0.0;0.1
586;Bitertanol;2008;2202.0;0.3;0.4;746;0.0;0.0
587;Bitertanol;2012;815.0;0.1;0.2;253;0.0;0.0
588;Bixafen;1995;0.0;0.0;0.0;0;0.0;0.0
589;Bixafen;1998;0.0;0.0;0.0;0;0.0;0.0
590;Bixafen;2000;0.0;0.0;0.0;0;0.0;0.0
591;Bixafen;2004;0.0;0.0;0.0;0;0.0;0.0
592;Bixafen;2008;0.0;0.0;0.0;0;0.0;0.0
593;Bixafen;2012;98463.0;12.7;21.9;7204;0.1;0.3
594;Boscalid;1995;0.0;0.0;0.0;0;0.0;0.0
595;Boscalid;1998;0.0;0.0;0.0;0;0.0;0.0
596;Boscalid;2000;0.0;0.0;0.0;0;0.0;0.0
597;Boscalid;2004;3027.0;0.4;0.6;1134;0.0;0.0
598;Boscalid;2008;118291.0;14.5;23.5;25543;0.5;0.9
599;Boscalid;2012;97265.0;12.5;21.6;20541;0.4;0.8
600;Bromuconazool;1995;0.0;0.0;0.0;0;0.0;0.0
601;Bromuconazool;1998;15262.0;1.9;3.2;3026;0.1;0.1
602;Bromuconazool;2000;7288.0;0.9;1.6;1683;0.0;0.1
603;Bromuconazool;2004;0.0;0.0;0.0;0;0.0;0.0
604;Bromuconazool;2008;0.0;0.0;0.0;0;0.0;0.0
605;Bromuconazool;2012;0.0;0.0;0.0;0;0.0;0.0
606;Bupirimaat;1995;10117.0;1.3;2.4;7016;0.1;0.2
607;Bupirimaat;1998;7753.0;0.9;1.6;6026;0.1;0.2
608;Bupirimaat;2000;9924.0;1.2;2.2;6490;0.1;0.2
609;Bupirimaat;2004;10239.0;1.2;2.2;6157;0.1;0.2
610;Bupirimaat;2008;14143.0;1.7;2.8;6971;0.1;0.2
611;Bupirimaat;2012;11758.0;1.5;2.6;5622;0.1;0.2
612;Calcium(poly)sulfide;1995;0.0;0.0;0.0;0;0.0;0.0
613;Calcium(poly)sulfide;1998;0.0;0.0;0.0;0;0.0;0.0
614;Calcium(poly)sulfide;2000;0.0;0.0;0.0;0;0.0;0.0
615;Calcium(poly)sulfide;2004;0.0;0.0;0.0;0;0.0;0.0
616;Calcium(poly)sulfide;2008;0.0;0.0;0.0;0;0.0;0.0
617;Calcium(poly)sulfide;2012;85.0;0.0;0.0;262;0.0;0.0
618;"Captan; tegen schimmels";1995;23705.0;3.0;5.5;386101;6.5;13.7
619;"Captan; tegen schimmels";1998;20177.0;2.5;4.3;239100;4.0;7.1
620;"Captan; tegen schimmels";2000;17482.0;2.2;3.8;101740;1.9;3.4
621;"Captan; tegen schimmels";2004;17147.0;2.1;3.6;161345;3.0;5.7
622;"Captan; tegen schimmels";2008;21484.0;2.6;4.3;260694;4.7;8.9
623;"Captan; tegen schimmels";2012;25084.0;3.2;5.6;288267;5.0;10.7
624;Carbendazim;1995;62180.0;7.7;14.5;32844;0.6;1.2
625;Carbendazim;1998;85528.0;10.5;18.2;46157;0.8;1.4
626;Carbendazim;2000;51684.0;6.5;11.4;27011;0.5;0.9
627;Carbendazim;2004;28549.0;3.5;6.0;16702;0.3;0.6
628;Carbendazim;2008;949.0;0.1;0.2;557;0.0;0.0
629;Carbendazim;2012;0.0;0.0;0.0;0;0.0;0.0
630;"Chloorthalonil; tegen schimmels";1995;26066.0;3.2;6.1;53766;0.9;1.9
631;"Chloorthalonil; tegen schimmels";1998;122457.0;15.0;26.0;237346;4.0;7.0
632;"Chloorthalonil; tegen schimmels";2000;102886.0;12.9;22.6;197992;3.7;6.7
633;"Chloorthalonil; tegen schimmels";2004;68080.0;8.2;14.3;118587;2.2;4.2
634;"Chloorthalonil; tegen schimmels";2008;77520.0;9.5;15.4;69471;1.3;2.4
635;"Chloorthalonil; tegen schimmels";2012;32917.0;4.2;7.3;49836;0.9;1.9
636;Coniothyrium minitans stam CON/M/91-8;1995;0.0;0.0;0.0;0;0.0;0.0
637;Coniothyrium minitans stam CON/M/91-8;1998;0.0;0.0;0.0;0;0.0;0.0
638;Coniothyrium minitans stam CON/M/91-8;2000;0.0;0.0;0.0;0;0.0;0.0
639;Coniothyrium minitans stam CON/M/91-8;2004;0.0;0.0;0.0;0;0.0;0.0
640;Coniothyrium minitans stam CON/M/91-8;2008;0.0;0.0;0.0;0;0.0;0.0
641;Coniothyrium minitans stam CON/M/91-8;2012;1501.0;0.2;0.3;104;0.0;0.0
642;Cyazofamid;1995;0.0;0.0;0.0;0;0.0;0.0
643;Cyazofamid;1998;0.0;0.0;0.0;0;0.0;0.0
644;Cyazofamid;2000;0.0;0.0;0.0;0;0.0;0.0
645;Cyazofamid;2004;14790.0;1.8;3.1;4663;0.1;0.2
646;Cyazofamid;2008;37537.0;4.6;7.5;7269;0.1;0.2
647;Cyazofamid;2012;79931.0;10.3;17.8;33543;0.6;1.2
648;Cymoxanil;1995;96042.0;12.0;22.5;37695;0.6;1.3
649;Cymoxanil;1998;108590.0;13.3;23.1;40536;0.7;1.2
650;Cymoxanil;2000;118026.0;14.8;26.0;64769;1.2;2.2
651;Cymoxanil;2004;122697.0;14.8;25.8;68269;1.3;2.4
652;Cymoxanil;2008;95659.0;11.7;19.0;65229;1.2;2.2
653;Cymoxanil;2012;52763.0;6.8;11.7;36302;0.6;1.3
654;Cyproconazool;1995;34057.0;4.2;8.0;2281;0.0;0.1
655;Cyproconazool;1998;28933.0;3.5;6.1;1755;0.0;0.1
656;Cyproconazool;2000;20943.0;2.6;4.6;1122;0.0;0.0
657;Cyproconazool;2004;35341.0;4.3;7.4;2668;0.0;0.1
658;Cyproconazool;2008;43385.0;5.3;8.6;2400;0.0;0.1
659;Cyproconazool;2012;26415.0;3.4;5.9;2437;0.0;0.1
660;Cyprodinil;1995;0.0;0.0;0.0;0;0.0;0.0
661;Cyprodinil;1998;0.0;0.0;0.0;0;0.0;0.0
662;Cyprodinil;2000;0.0;0.0;0.0;0;0.0;0.0
663;Cyprodinil;2004;787.0;0.1;0.2;192;0.0;0.0
664;Cyprodinil;2008;8470.0;1.0;1.7;3017;0.1;0.1
665;Cyprodinil;2012;12647.0;1.6;2.8;5549;0.1;0.2
666;Dichlofluanide;1995;2341.0;0.3;0.5;3133;0.1;0.1
667;Dichlofluanide;1998;2697.0;0.3;0.6;2709;0.0;0.1
668;Dichlofluanide;2000;911.0;0.1;0.2;868;0.0;0.0
669;Dichlofluanide;2004;0.0;0.0;0.0;0;0.0;0.0
670;Dichlofluanide;2008;0.0;0.0;0.0;0;0.0;0.0
671;Dichlofluanide;2012;0.0;0.0;0.0;0;0.0;0.0
672;"Diethofencarb; tegen schimmels";1995;0.0;0.0;0.0;0;0.0;0.0
673;"Diethofencarb; tegen schimmels";1998;2624.0;0.3;0.6;830;0.0;0.0
674;"Diethofencarb; tegen schimmels";2000;2048.0;0.3;0.5;838;0.0;0.0
675;"Diethofencarb; tegen schimmels";2004;1732.0;0.2;0.4;612;0.0;0.0
676;"Diethofencarb; tegen schimmels";2008;537.0;0.1;0.1;253;0.0;0.0
677;"Diethofencarb; tegen schimmels";2012;0.0;0.0;0.0;0;0.0;0.0
678;Difenoconazool;1995;13530.0;1.7;3.2;1963;0.0;0.1
679;Difenoconazool;1998;8940.0;1.1;1.9;954;0.0;0.0
680;Difenoconazool;2000;7729.0;1.0;1.7;626;0.0;0.0
681;Difenoconazool;2004;24860.0;3.0;5.2;2243;0.0;0.1
682;Difenoconazool;2008;19379.0;2.4;3.9;2055;0.0;0.1
683;Difenoconazool;2012;40390.0;5.2;9.0;5550;0.1;0.2
684;Dimethomorf;1995;0.0;0.0;0.0;0;0.0;0.0
685;Dimethomorf;1998;33742.0;4.1;7.2;22781;0.4;0.7
686;Dimethomorf;2000;13610.0;1.7;3.0;8478;0.2;0.3
687;Dimethomorf;2004;26953.0;3.3;5.7;21819;0.4;0.8
688;Dimethomorf;2008;22946.0;2.8;4.6;12375;0.2;0.4
689;Dimethomorf;2012;21723.0;2.8;4.8;19760;0.3;0.7
690;Dithianon;1995;7562.0;0.9;1.8;6183;0.1;0.2
691;Dithianon;1998;12355.0;1.5;2.6;21325;0.4;0.6
692;Dithianon;2000;19588.0;2.5;4.3;25620;0.5;0.9
693;Dithianon;2004;13246.0;1.6;2.8;18061;0.3;0.6
694;Dithianon;2008;11478.0;1.4;2.3;12570;0.2;0.4
695;Dithianon;2012;10491.0;1.4;2.3;14839;0.3;0.6
696;Dodemorf;1995;943.0;0.1;0.2;7981;0.1;0.3
697;Dodemorf;1998;1012.0;0.1;0.2;10334;0.2;0.3
698;Dodemorf;2000;1127.0;0.1;0.2;8414;0.2;0.3
699;Dodemorf;2004;830.0;0.1;0.2;6247;0.1;0.2
700;Dodemorf;2008;653.0;0.1;0.1;14961;0.3;0.5
701;Dodemorf;2012;491.0;0.1;0.1;19816;0.3;0.7
702;Dodine;1995;0.0;0.0;0.0;0;0.0;0.0
703;Dodine;1998;6671.0;0.8;1.4;6663;0.1;0.2
704;Dodine;2000;9020.0;1.1;2.0;5425;0.1;0.2
705;Dodine;2004;8908.0;1.1;1.9;6589;0.1;0.2
706;Dodine;2008;9082.0;1.1;1.8;7696;0.1;0.3
707;Dodine;2012;8398.0;1.1;1.9;7614;0.1;0.3
708;Epoxiconazool;1995;56609.0;7.0;13.2;7190;0.1;0.3
709;Epoxiconazool;1998;118244.0;14.5;25.1;17378;0.3;0.5
710;Epoxiconazool;2000;124310.0;15.6;27.4;18029;0.3;0.6
711;Epoxiconazool;2004;136313.0;16.5;28.7;16708;0.3;0.6
712;Epoxiconazool;2008;135436.0;16.6;26.9;17655;0.3;0.6
713;Epoxiconazool;2012;100573.0;12.9;22.4;16826;0.3;0.6
714;Etridiazool;1995;729.0;0.1;0.2;5058;0.1;0.2
715;Etridiazool;1998;1553.0;0.2;0.3;6761;0.1;0.2
716;Etridiazool;2000;1668.0;0.2;0.4;6419;0.1;0.2
717;Etridiazool;2004;2384.0;0.3;0.5;7592;0.1;0.3
718;Etridiazool;2008;1954.0;0.2;0.4;7784;0.1;0.3
719;Etridiazool;2012;1849.0;0.2;0.4;7681;0.1;0.3
720;Famoxadone;1995;0.0;0.0;0.0;0;0.0;0.0
721;Famoxadone;1998;0.0;0.0;0.0;0;0.0;0.0
722;Famoxadone;2000;0.0;0.0;0.0;0;0.0;0.0
723;Famoxadone;2004;20264.0;2.5;4.3;6424;0.1;0.2
724;Famoxadone;2008;10665.0;1.3;2.1;3043;0.1;0.1
725;Famoxadone;2012;0.0;0.0;0.0;0;0.0;0.0
726;Fenamidone;1995;0.0;0.0;0.0;0;0.0;0.0
727;Fenamidone;1998;0.0;0.0;0.0;0;0.0;0.0
728;Fenamidone;2000;0.0;0.0;0.0;0;0.0;0.0
729;Fenamidone;2004;0.0;0.0;0.0;0;0.0;0.0
730;Fenamidone;2008;4354.0;0.5;0.9;1002;0.0;0.0
731;Fenamidone;2012;4170.0;0.5;0.9;678;0.0;0.0
732;Fenhexamide;1995;0.0;0.0;0.0;0;0.0;0.0
733;Fenhexamide;1998;0.0;0.0;0.0;0;0.0;0.0
734;Fenhexamide;2000;0.0;0.0;0.0;0;0.0;0.0
735;Fenhexamide;2004;2272.0;0.3;0.5;2176;0.0;0.1
736;Fenhexamide;2008;3156.0;0.4;0.6;2578;0.0;0.1
737;Fenhexamide;2012;4027.0;0.5;0.9;4119;0.1;0.2
