ID;Geslacht;OnderwijsniveauPaar;Perioden;Personen25JaarEnOuderMetPartner_1
321;Totaal mannen en vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2018;172
322;Totaal mannen en vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2019;165
323;Totaal mannen en vrouwen;Hbo-, wo-bach. - partn. vmbo/mbo1;2020;161
324;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2003;468
325;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2004;485
326;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2005;496
327;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2006;509
328;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2007;512
329;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2008;542
330;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2009;566
331;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2010;573
332;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2011;572
333;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2012;577
334;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2013;557
335;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2014;560
336;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2015;580
337;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2016;568
338;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2017;605
339;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2018;609
340;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2019;602
341;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner havo/vwo/mbo2-4;2020;637
342;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2003;397
343;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2004;424
344;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2005;421
345;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2006;433
346;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2007;455
347;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2008;487
348;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2009;505
349;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2010;524
350;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2011;543
351;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2012;563
352;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2013;589
353;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2014;618
354;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2015;644
355;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2016;670
356;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2017;672
357;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2018;701
358;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2019;715
359;Totaal mannen en vrouwen;Beiden hbo-, wo-bachelor;2020;778
360;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2003;183
361;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2004;200
362;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2005;204
363;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2006;216
364;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2007;218
365;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2008;233
366;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2009;251
367;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2010;255
368;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2011;249
369;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2012;257
370;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2013;283
371;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2014;288
372;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2015;297
373;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2016;303
374;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2017;319
375;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2018;337
376;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2019;342
377;Totaal mannen en vrouwen;Hbo-, wo-bach. - partner hbo-, wo-master;2020;372
378;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2003;7
379;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2004;10
380;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2005;9
381;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2006;10
382;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2007;11
383;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2008;10
384;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2009;9
385;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2010;10
386;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2011;12
387;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2012;16
388;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2013;13
389;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2014;13
390;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2015;15
391;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2016;14
392;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2017;12
393;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2018;12
394;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2019;13
395;Totaal mannen en vrouwen;Hbo-, wo-master - partner basisonderwijs;2020;15
396;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2003;32
397;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2004;38
398;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2005;42
399;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2006;39
400;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2007;38
401;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2008;41
402;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2009;42
403;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2010;43
404;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2011;43
405;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2012;43
406;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2013;42
407;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2014;37
408;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2015;42
409;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2016;46
410;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2017;42
411;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2018;44
412;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2019;42
413;Totaal mannen en vrouwen;Hbo-, wo-master - partner vmbo/mbo1;2020;44
414;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2003;166
415;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2004;189
416;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2005;188
417;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2006;193
418;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2007;197
419;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2008;187
420;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2009;185
421;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2010;195
422;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2011;183
423;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2012;177
424;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2013;212
425;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2014;202
426;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2015;201
427;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2016;201
428;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2017;208
429;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2018;212
430;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2019;227
431;Totaal mannen en vrouwen;Hbo-, wo-master - partn. Havo/vwo/mbo2-4;2020;227
432;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2003;183
433;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2004;200
434;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2005;204
435;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2006;216
436;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2007;218
437;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2008;233
438;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2009;251
439;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2010;255
440;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2011;249
441;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2012;257
442;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2013;283
443;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2014;288
444;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2015;297
445;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2016;303
446;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2017;319
447;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2018;337
448;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2019;342
449;Totaal mannen en vrouwen;Hbo-, wo-master - partner hbo-, wo-bach.;2020;372
450;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2003;246
451;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2004;279
452;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2005;312
453;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2006;336
454;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2007;345
455;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2008;372
456;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2009;364
457;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2010;366
458;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2011;343
459;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2012;373
460;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2013;400
461;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2014;447
462;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2015;447
463;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2016;458
464;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2017;493
465;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2018;515
466;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2019;542
467;Totaal mannen en vrouwen;Beiden hbo-, wo-master;2020;584
468;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2003;2360
469;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2004;2374
470;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2005;2364
471;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2006;2374
472;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2007;2351
473;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2008;2439
474;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2009;2471
475;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2010;2478
476;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2011;2471
477;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2012;2455
478;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2013;2357
479;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2014;2363
480;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2015;2399
481;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2016;2352
482;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2017;2362
483;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2018;2367
484;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2019;2360
485;Totaal mannen en vrouwen;Lager onderwijsniveau dan partner;2020;2373
486;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2003;3248
487;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2004;3196
488;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2005;3202
489;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2006;3256
490;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2007;3274
491;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2008;3260
492;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2009;3238
493;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2010;3219
494;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2011;3230
495;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2012;3223
496;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2013;3310
497;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2014;3378
498;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2015;3341
499;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2016;3387
500;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2017;3414
501;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2018;3439
502;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2019;3465
503;Totaal mannen en vrouwen;Gelijk onderwijsniveau;2020;3511
504;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2003;2360
505;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2004;2374
506;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2005;2364
507;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2006;2374
508;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2007;2351
509;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2008;2439
510;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2009;2471
511;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2010;2478
512;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2011;2471
513;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2012;2455
514;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2013;2357
515;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2014;2363
516;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2015;2399
517;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2016;2352
518;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2017;2362
519;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2018;2367
520;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2019;2360
521;Totaal mannen en vrouwen;Hoger onderwijsniveau dan partner;2020;2373
522;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2003;86
523;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2004;136
524;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2005;134
525;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2006;128
526;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2007;128
527;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2008;92
528;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2009;79
529;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2010;100
530;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2011;108
531;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2012;126
532;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2013;257
533;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2014;190
534;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2015;188
535;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2016;232
536;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2017;247
537;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2018;240
538;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2019;250
539;Totaal mannen en vrouwen;Onderwijsniveau onbekend;2020;265
540;Mannen;Totaal;2003;4038
541;Mannen;Totaal;2004;4048
542;Mannen;Totaal;2005;4038
543;Mannen;Totaal;2006;4076
544;Mannen;Totaal;2007;4059
545;Mannen;Totaal;2008;4119
546;Mannen;Totaal;2009;4131
547;Mannen;Totaal;2010;4147
548;Mannen;Totaal;2011;4143
549;Mannen;Totaal;2012;4137
550;Mannen;Totaal;2013;4150
551;Mannen;Totaal;2014;4159
552;Mannen;Totaal;2015;4174
553;Mannen;Totaal;2016;4164
554;Mannen;Totaal;2017;4198
555;Mannen;Totaal;2018;4214
556;Mannen;Totaal;2019;4224
557;Mannen;Totaal;2020;4274
558;Mannen;Beiden basisonderwijs;2003;174
559;Mannen;Beiden basisonderwijs;2004;155
560;Mannen;Beiden basisonderwijs;2005;132
561;Mannen;Beiden basisonderwijs;2006;121
562;Mannen;Beiden basisonderwijs;2007;113
563;Mannen;Beiden basisonderwijs;2008;113
564;Mannen;Beiden basisonderwijs;2009;108
565;Mannen;Beiden basisonderwijs;2010;118
566;Mannen;Beiden basisonderwijs;2011;120
567;Mannen;Beiden basisonderwijs;2012;104
568;Mannen;Beiden basisonderwijs;2013;112
569;Mannen;Beiden basisonderwijs;2014;110
570;Mannen;Beiden basisonderwijs;2015;114
571;Mannen;Beiden basisonderwijs;2016;109
572;Mannen;Beiden basisonderwijs;2017;100
573;Mannen;Beiden basisonderwijs;2018;107
574;Mannen;Beiden basisonderwijs;2019;106
575;Mannen;Beiden basisonderwijs;2020;103
576;Mannen;Basisonderwijs - partner vmbo/mbo1;2003;145
577;Mannen;Basisonderwijs - partner vmbo/mbo1;2004;132
578;Mannen;Basisonderwijs - partner vmbo/mbo1;2005;127
579;Mannen;Basisonderwijs - partner vmbo/mbo1;2006;124
580;Mannen;Basisonderwijs - partner vmbo/mbo1;2007;124
581;Mannen;Basisonderwijs - partner vmbo/mbo1;2008;119
582;Mannen;Basisonderwijs - partner vmbo/mbo1;2009;125
583;Mannen;Basisonderwijs - partner vmbo/mbo1;2010;119
584;Mannen;Basisonderwijs - partner vmbo/mbo1;2011;126
585;Mannen;Basisonderwijs - partner vmbo/mbo1;2012;123
586;Mannen;Basisonderwijs - partner vmbo/mbo1;2013;94
587;Mannen;Basisonderwijs - partner vmbo/mbo1;2014;99
588;Mannen;Basisonderwijs - partner vmbo/mbo1;2015;97
589;Mannen;Basisonderwijs - partner vmbo/mbo1;2016;90
590;Mannen;Basisonderwijs - partner vmbo/mbo1;2017;101
591;Mannen;Basisonderwijs - partner vmbo/mbo1;2018;90
592;Mannen;Basisonderwijs - partner vmbo/mbo1;2019;86
593;Mannen;Basisonderwijs - partner vmbo/mbo1;2020;84
594;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2003;85
595;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2004;79
596;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2005;71
597;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2006;70
598;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2007;72
599;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2008;76
600;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2009;78
601;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2010;77
602;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2011;82
603;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2012;75
604;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2013;83
605;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2014;85
606;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2015;75
607;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2016;79
608;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2017;77
609;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2018;81
610;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2019;70
611;Mannen;Basisonderwijs - partner havo/vwo/mbo2-4;2020;62
612;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2003;8
613;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2004;10
614;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2005;9
615;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2006;8
616;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2007;7
617;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2008;9
618;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2009;11
619;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2010;11
620;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2011;13
621;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2012;13
622;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2013;15
623;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2014;13
624;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2015;12
625;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2016;13
626;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2017;16
627;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2018;13
628;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2019;16
629;Mannen;Basisonderwijs - partner hbo-, wo-bach.;2020;14
630;Mannen;Basisonderwijs - partner hbo-, wo-master;2003;1
631;Mannen;Basisonderwijs - partner hbo-, wo-master;2004;3
632;Mannen;Basisonderwijs - partner hbo-, wo-master;2005;2
633;Mannen;Basisonderwijs - partner hbo-, wo-master;2006;3
634;Mannen;Basisonderwijs - partner hbo-, wo-master;2007;4
635;Mannen;Basisonderwijs - partner hbo-, wo-master;2008;3
636;Mannen;Basisonderwijs - partner hbo-, wo-master;2009;3
637;Mannen;Basisonderwijs - partner hbo-, wo-master;2010;3
638;Mannen;Basisonderwijs - partner hbo-, wo-master;2011;3
639;Mannen;Basisonderwijs - partner hbo-, wo-master;2012;4
640;Mannen;Basisonderwijs - partner hbo-, wo-master;2013;5
641;Mannen;Basisonderwijs - partner hbo-, wo-master;2014;5
642;Mannen;Basisonderwijs - partner hbo-, wo-master;2015;6
643;Mannen;Basisonderwijs - partner hbo-, wo-master;2016;6
644;Mannen;Basisonderwijs - partner hbo-, wo-master;2017;5
645;Mannen;Basisonderwijs - partner hbo-, wo-master;2018;4
646;Mannen;Basisonderwijs - partner hbo-, wo-master;2019;5
647;Mannen;Basisonderwijs - partner hbo-, wo-master;2020;6
648;Mannen;Vmbo/mbo1 - partner basisonderwijs;2003;152
649;Mannen;Vmbo/mbo1 - partner basisonderwijs;2004;144
650;Mannen;Vmbo/mbo1 - partner basisonderwijs;2005;136
651;Mannen;Vmbo/mbo1 - partner basisonderwijs;2006;124
652;Mannen;Vmbo/mbo1 - partner basisonderwijs;2007;119
653;Mannen;Vmbo/mbo1 - partner basisonderwijs;2008;130
654;Mannen;Vmbo/mbo1 - partner basisonderwijs;2009;129
655;Mannen;Vmbo/mbo1 - partner basisonderwijs;2010;124
656;Mannen;Vmbo/mbo1 - partner basisonderwijs;2011;133
657;Mannen;Vmbo/mbo1 - partner basisonderwijs;2012;120
658;Mannen;Vmbo/mbo1 - partner basisonderwijs;2013;107
659;Mannen;Vmbo/mbo1 - partner basisonderwijs;2014;111
660;Mannen;Vmbo/mbo1 - partner basisonderwijs;2015;113
661;Mannen;Vmbo/mbo1 - partner basisonderwijs;2016;105
662;Mannen;Vmbo/mbo1 - partner basisonderwijs;2017;97
663;Mannen;Vmbo/mbo1 - partner basisonderwijs;2018;98
664;Mannen;Vmbo/mbo1 - partner basisonderwijs;2019;102
665;Mannen;Vmbo/mbo1 - partner basisonderwijs;2020;96
666;Mannen;Beiden vmbo/mbo1;2003;359
667;Mannen;Beiden vmbo/mbo1;2004;348
668;Mannen;Beiden vmbo/mbo1;2005;340
669;Mannen;Beiden vmbo/mbo1;2006;340
670;Mannen;Beiden vmbo/mbo1;2007;325
671;Mannen;Beiden vmbo/mbo1;2008;321
672;Mannen;Beiden vmbo/mbo1;2009;319
673;Mannen;Beiden vmbo/mbo1;2010;312
674;Mannen;Beiden vmbo/mbo1;2011;334
675;Mannen;Beiden vmbo/mbo1;2012;323
676;Mannen;Beiden vmbo/mbo1;2013;283
677;Mannen;Beiden vmbo/mbo1;2014;282
678;Mannen;Beiden vmbo/mbo1;2015;273
679;Mannen;Beiden vmbo/mbo1;2016;279
680;Mannen;Beiden vmbo/mbo1;2017;280
681;Mannen;Beiden vmbo/mbo1;2018;282
682;Mannen;Beiden vmbo/mbo1;2019;278
683;Mannen;Beiden vmbo/mbo1;2020;259
684;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2003;296
685;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2004;282
686;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2005;282
687;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2006;285
688;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2007;287
689;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2008;297
690;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2009;292
691;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2010;295
692;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2011;308
693;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2012;294
694;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2013;236
695;Mannen;Vmbo/mbo1 - partner havo/vwo/mbo2-4;2014;244
