ID;Afstudeerrichting;LeeftijdEnHerkomst;Geslacht;Peilmoment;Perioden;TotaalGeslaagden_1;GeslaagdenMetWerk_2;Werknemers_3;k_0105ABLandbouwEnVisserij_4;k_1045CFNijverheid_5;k_5052GHandel_6;k_55HHoreca_7;k_6064IVervoerEnCommunicatie_8;k_6567JFinancieleInstellingen_9;k_7074K1ZakDienstExclUitzendbranch_10;k_745K2Uitzendbranche_11;k_75LOpenbaarBestuur_12;k_80KOnderwijs_13;k_85NGezondheidsEnWelzijnszorg_14;k_90OCultuurEnOvDienstenIncl99_15;k_95PParticuliereHuishoudens_16;BedrijfstakSBIOnbekend_17;GemiddeldDagloonVanWerknemers_18;k_0105ABLandbouwEnVisserij_19;k_1045CFNijverheid_20;k_5052GHandel_21;k_55HHoreca_22;k_6064IVervoerEnCommunicatie_23;k_6567JFinancieleInstellingen_24;k_7074K1ZakDienstExclUitzendbranch_25;k_745K2Uitzendbranche_26;k_75LOpenbaarBestuur_27;k_80KOnderwijs_28;k_85NGezondheidsEnWelzijnszorg_29;k_90OCultuurEnOvDienstenIncl99_30;k_95PParticuliereHuishoudens_31;BedrijfstakSBIOnbekend_32;Zelfstandigen_33;k_0105ABLandbouwEnVisserij_34;k_1045CFNijverheid_35;k_5052GHandel_36;k_55HHoreca_37;k_6064IVervoerEnCommunicatie_38;k_6567JFinancieleInstellingen_39;k_7074K1ZakDienstExclUitzendbranch_40;k_745K2Uitzendbranche_41;k_75LOpenbaarBestuur_42;k_80KOnderwijs_43;k_85NGezondheidsEnWelzijnszorg_44;k_90OCultuurEnOvDienstenIncl99_45;k_95PParticuliereHuishoudens_46;BedrijfstakSBIOnbekend_47;GeslaagdenMetEenUitkering_48;Arbeidsongeschiktheidsuitkering_49;Bijstandsuitkering_50;Werkloosheidsuitkering_51;GeslaagdenDieVerderStuderen_52;VoltijdHogerOnderwijs_53;DeeltijdHogerOnderwijs_54;GeslaagdenMetAndereArbeidsmarktpos_55
2302;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Totaal geslacht;Na 2 1/2 jaar;Cohort 1998/'99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2303;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Totaal geslacht;Na 2 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2304;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Mannen;Na 1/2 jaar;Cohort 1997/'98;5710.0;3330.0;3270.0;20.0;220.0;450.0;90.0;160.0;400.0;1190.0;530.0;70.0;30.0;20.0;70.0;0.0;;;;;;;;;;;;;;;;;70.0;0.0;10.0;10.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;170.0;150.0;0.0;10.0;820.0;810.0;20.0;1390.0
2305;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Mannen;Na 1/2 jaar;Cohort 1998/'99;5990.0;3870.0;3810.0;10.0;250.0;500.0;150.0;210.0;420.0;1390.0;590.0;120.0;30.0;40.0;100.0;0.0;30.0;;;;;;;;;;;;;;;;60.0;0.0;0.0;10.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;90.0;80.0;0.0;10.0;970.0;950.0;20.0;1060.0
2306;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Mannen;Na 1/2 jaar;Cohort 1999/'00;5780.0;3560.0;3490.0;10.0;270.0;490.0;100.0;210.0;370.0;1310.0;430.0;110.0;30.0;40.0;90.0;0.0;50.0;;;;;;;;;;;;;;;;70.0;0.0;0.0;10.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;10.0;0.0;20.0;80.0;60.0;10.0;10.0;990.0;970.0;20.0;1150.0
2307;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Mannen;Na 1 1/2 jaar;Cohort 1997/'98;5710.0;4260.0;4190.0;10.0;370.0;570.0;70.0;250.0;670.0;1650.0;310.0;130.0;40.0;20.0;100.0;0.0;10.0;;;;;;;;;;;;;;;;60.0;0.0;10.0;10.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;70.0;40.0;0.0;20.0;710.0;690.0;20.0;690.0
2308;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Mannen;Na 1 1/2 jaar;Cohort 1998/'99;5990.0;4340.0;4270.0;10.0;400.0;560.0;110.0;240.0;620.0;1670.0;270.0;170.0;40.0;40.0;110.0;0.0;40.0;;;;;;;;;;;;;;;;70.0;0.0;0.0;10.0;10.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;10.0;0.0;20.0;50.0;30.0;0.0;20.0;840.0;830.0;10.0;770.0
2309;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Mannen;Na 1 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2310;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Mannen;Na 2 1/2 jaar;Cohort 1997/'98;5710.0;4420.0;4320.0;10.0;420.0;600.0;80.0;280.0;690.0;1710.0;170.0;160.0;40.0;20.0;110.0;0.0;30.0;;;;;;;;;;;;;;;;90.0;0.0;10.0;20.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;10.0;0.0;20.0;40.0;20.0;0.0;10.0;560.0;530.0;30.0;700.0
2311;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Mannen;Na 2 1/2 jaar;Cohort 1998/'99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2312;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Mannen;Na 2 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2313;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Vrouwen;Na 1/2 jaar;Cohort 1997/'98;5370.0;2970.0;2950.0;10.0;170.0;300.0;150.0;180.0;350.0;730.0;820.0;60.0;40.0;50.0;100.0;0.0;;;;;;;;;;;;;;;;;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;140.0;120.0;10.0;10.0;800.0;780.0;20.0;1460.0
2314;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Vrouwen;Na 1/2 jaar;Cohort 1998/'99;5640.0;3320.0;3300.0;10.0;200.0;330.0;170.0;190.0;360.0;830.0;850.0;90.0;40.0;60.0;150.0;0.0;20.0;;;;;;;;;;;;;;;;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;90.0;70.0;10.0;10.0;980.0;960.0;20.0;1250.0
2315;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Vrouwen;Na 1/2 jaar;Cohort 1999/'00;6020.0;3570.0;3550.0;20.0;210.0;370.0;220.0;200.0;330.0;920.0;850.0;120.0;50.0;70.0;160.0;0.0;30.0;;;;;;;;;;;;;;;;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;60.0;50.0;0.0;10.0;950.0;930.0;20.0;1450.0
2316;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Vrouwen;Na 1 1/2 jaar;Cohort 1997/'98;5370.0;3790.0;3760.0;10.0;320.0;350.0;160.0;280.0;620.0;1030.0;570.0;120.0;60.0;60.0;150.0;0.0;10.0;;;;;;;;;;;;;;;;30.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;70.0;40.0;10.0;30.0;650.0;650.0;0.0;850.0
2317;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Vrouwen;Na 1 1/2 jaar;Cohort 1998/'99;5640.0;3840.0;3800.0;10.0;330.0;390.0;140.0;300.0;490.0;1080.0;550.0;170.0;50.0;60.0;190.0;0.0;30.0;;;;;;;;;;;;;;;;30.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;40.0;20.0;10.0;20.0;840.0;820.0;20.0;920.0
2318;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Vrouwen;Na 1 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2319;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Vrouwen;Na 2 1/2 jaar;Cohort 1997/'98;5370.0;4010.0;3970.0;10.0;390.0;400.0;150.0;290.0;640.0;1120.0;460.0;180.0;70.0;90.0;170.0;0.0;20.0;;;;;;;;;;;;;;;;40.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;40.0;20.0;10.0;10.0;510.0;490.0;20.0;810.0
2320;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Vrouwen;Na 2 1/2 jaar;Cohort 1998/'99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2321;Economisch onderwijs (hbo);Totaal leeftijd en herkomst;Vrouwen;Na 2 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2322;Economisch onderwijs (hbo);20 jaar en jonger;Totaal geslacht;Na 1/2 jaar;Cohort 1997/'98;90.0;40.0;40.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;30.0;0.0;20.0
2323;Economisch onderwijs (hbo);20 jaar en jonger;Totaal geslacht;Na 1/2 jaar;Cohort 1998/'99;140.0;60.0;60.0;0.0;0.0;10.0;0.0;10.0;10.0;20.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;50.0;0.0;30.0
2324;Economisch onderwijs (hbo);20 jaar en jonger;Totaal geslacht;Na 1/2 jaar;Cohort 1999/'00;170.0;80.0;80.0;0.0;10.0;10.0;0.0;10.0;10.0;30.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;60.0;0.0;30.0
2325;Economisch onderwijs (hbo);20 jaar en jonger;Totaal geslacht;Na 1 1/2 jaar;Cohort 1997/'98;90.0;50.0;50.0;0.0;0.0;10.0;0.0;10.0;10.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;30.0;0.0;10.0
2326;Economisch onderwijs (hbo);20 jaar en jonger;Totaal geslacht;Na 1 1/2 jaar;Cohort 1998/'99;140.0;80.0;80.0;0.0;10.0;10.0;0.0;20.0;10.0;30.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;50.0;0.0;10.0
2327;Economisch onderwijs (hbo);20 jaar en jonger;Totaal geslacht;Na 1 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2328;Economisch onderwijs (hbo);20 jaar en jonger;Totaal geslacht;Na 2 1/2 jaar;Cohort 1997/'98;90.0;60.0;50.0;0.0;10.0;0.0;0.0;10.0;10.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;20.0;0.0;10.0
2329;Economisch onderwijs (hbo);20 jaar en jonger;Totaal geslacht;Na 2 1/2 jaar;Cohort 1998/'99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2330;Economisch onderwijs (hbo);20 jaar en jonger;Totaal geslacht;Na 2 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2331;Economisch onderwijs (hbo);20 jaar en jonger;Mannen;Na 1/2 jaar;Cohort 1997/'98;30.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;10.0
2332;Economisch onderwijs (hbo);20 jaar en jonger;Mannen;Na 1/2 jaar;Cohort 1998/'99;50.0;20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;20.0;0.0;10.0
2333;Economisch onderwijs (hbo);20 jaar en jonger;Mannen;Na 1/2 jaar;Cohort 1999/'00;60.0;30.0;30.0;0.0;10.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;30.0;0.0;10.0
2334;Economisch onderwijs (hbo);20 jaar en jonger;Mannen;Na 1 1/2 jaar;Cohort 1997/'98;30.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0
2335;Economisch onderwijs (hbo);20 jaar en jonger;Mannen;Na 1 1/2 jaar;Cohort 1998/'99;50.0;20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;20.0;0.0;0.0
2336;Economisch onderwijs (hbo);20 jaar en jonger;Mannen;Na 1 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2337;Economisch onderwijs (hbo);20 jaar en jonger;Mannen;Na 2 1/2 jaar;Cohort 1997/'98;30.0;20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0
2338;Economisch onderwijs (hbo);20 jaar en jonger;Mannen;Na 2 1/2 jaar;Cohort 1998/'99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2339;Economisch onderwijs (hbo);20 jaar en jonger;Mannen;Na 2 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2340;Economisch onderwijs (hbo);20 jaar en jonger;Vrouwen;Na 1/2 jaar;Cohort 1997/'98;60.0;30.0;30.0;0.0;0.0;0.0;0.0;10.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;20.0;0.0;10.0
2341;Economisch onderwijs (hbo);20 jaar en jonger;Vrouwen;Na 1/2 jaar;Cohort 1998/'99;100.0;40.0;40.0;0.0;0.0;10.0;0.0;10.0;10.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;30.0;0.0;20.0
2342;Economisch onderwijs (hbo);20 jaar en jonger;Vrouwen;Na 1/2 jaar;Cohort 1999/'00;110.0;50.0;50.0;0.0;0.0;10.0;0.0;10.0;10.0;20.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;40.0;0.0;20.0
2343;Economisch onderwijs (hbo);20 jaar en jonger;Vrouwen;Na 1 1/2 jaar;Cohort 1997/'98;60.0;30.0;30.0;0.0;0.0;0.0;0.0;10.0;10.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;20.0;0.0;10.0
2344;Economisch onderwijs (hbo);20 jaar en jonger;Vrouwen;Na 1 1/2 jaar;Cohort 1998/'99;100.0;60.0;60.0;0.0;0.0;10.0;0.0;20.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;30.0;0.0;10.0
2345;Economisch onderwijs (hbo);20 jaar en jonger;Vrouwen;Na 1 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2346;Economisch onderwijs (hbo);20 jaar en jonger;Vrouwen;Na 2 1/2 jaar;Cohort 1997/'98;60.0;40.0;40.0;0.0;0.0;0.0;0.0;10.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;10.0
2347;Economisch onderwijs (hbo);20 jaar en jonger;Vrouwen;Na 2 1/2 jaar;Cohort 1998/'99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2348;Economisch onderwijs (hbo);20 jaar en jonger;Vrouwen;Na 2 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2349;Economisch onderwijs (hbo);21 jaar;Totaal geslacht;Na 1/2 jaar;Cohort 1997/'98;740.0;340.0;340.0;0.0;20.0;40.0;10.0;10.0;50.0;100.0;90.0;10.0;0.0;0.0;10.0;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;240.0;230.0;0.0;160.0
2350;Economisch onderwijs (hbo);21 jaar;Totaal geslacht;Na 1/2 jaar;Cohort 1998/'99;1010.0;490.0;490.0;0.0;30.0;60.0;20.0;30.0;50.0;170.0;90.0;10.0;0.0;10.0;10.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;340.0;340.0;0.0;170.0
2351;Economisch onderwijs (hbo);21 jaar;Totaal geslacht;Na 1/2 jaar;Cohort 1999/'00;1210.0;650.0;650.0;0.0;40.0;80.0;20.0;40.0;70.0;220.0;110.0;10.0;10.0;10.0;20.0;0.0;10.0;;;;;;;;;;;;;;;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;350.0;340.0;10.0;200.0
2352;Economisch onderwijs (hbo);21 jaar;Totaal geslacht;Na 1 1/2 jaar;Cohort 1997/'98;740.0;440.0;440.0;0.0;30.0;50.0;20.0;30.0;80.0;140.0;50.0;10.0;0.0;10.0;20.0;0.0;0.0;;;;;;;;;;;;;;;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;210.0;210.0;0.0;80.0
2353;Economisch onderwijs (hbo);21 jaar;Totaal geslacht;Na 1 1/2 jaar;Cohort 1998/'99;1010.0;570.0;570.0;0.0;40.0;70.0;10.0;50.0;80.0;200.0;70.0;10.0;0.0;10.0;20.0;0.0;10.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;300.0;300.0;0.0;130.0
2354;Economisch onderwijs (hbo);21 jaar;Totaal geslacht;Na 1 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2355;Economisch onderwijs (hbo);21 jaar;Totaal geslacht;Na 2 1/2 jaar;Cohort 1997/'98;740.0;470.0;470.0;0.0;40.0;40.0;10.0;40.0;80.0;160.0;40.0;20.0;0.0;10.0;10.0;0.0;0.0;;;;;;;;;;;;;;;;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;170.0;170.0;0.0;90.0
2356;Economisch onderwijs (hbo);21 jaar;Totaal geslacht;Na 2 1/2 jaar;Cohort 1998/'99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2357;Economisch onderwijs (hbo);21 jaar;Totaal geslacht;Na 2 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2358;Economisch onderwijs (hbo);21 jaar;Mannen;Na 1/2 jaar;Cohort 1997/'98;270.0;120.0;120.0;0.0;10.0;10.0;0.0;0.0;20.0;50.0;20.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;100.0;0.0;50.0
2359;Economisch onderwijs (hbo);21 jaar;Mannen;Na 1/2 jaar;Cohort 1998/'99;390.0;190.0;190.0;0.0;10.0;20.0;0.0;10.0;10.0;90.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;150.0;0.0;50.0
2360;Economisch onderwijs (hbo);21 jaar;Mannen;Na 1/2 jaar;Cohort 1999/'00;450.0;230.0;220.0;0.0;20.0;30.0;0.0;10.0;20.0;110.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;160.0;150.0;0.0;60.0
2361;Economisch onderwijs (hbo);21 jaar;Mannen;Na 1 1/2 jaar;Cohort 1997/'98;270.0;150.0;140.0;0.0;10.0;20.0;0.0;10.0;30.0;60.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.0;90.0;0.0;30.0
2362;Economisch onderwijs (hbo);21 jaar;Mannen;Na 1 1/2 jaar;Cohort 1998/'99;390.0;220.0;220.0;0.0;10.0;30.0;0.0;10.0;30.0;110.0;20.0;10.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.0;120.0;0.0;40.0
2363;Economisch onderwijs (hbo);21 jaar;Mannen;Na 1 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2364;Economisch onderwijs (hbo);21 jaar;Mannen;Na 2 1/2 jaar;Cohort 1997/'98;270.0;160.0;160.0;0.0;20.0;20.0;0.0;10.0;30.0;70.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0;80.0;0.0;30.0
2365;Economisch onderwijs (hbo);21 jaar;Mannen;Na 2 1/2 jaar;Cohort 1998/'99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2366;Economisch onderwijs (hbo);21 jaar;Mannen;Na 2 1/2 jaar;Cohort 1999/'00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2367;Economisch onderwijs (hbo);21 jaar;Vrouwen;Na 1/2 jaar;Cohort 1997/'98;470.0;220.0;220.0;0.0;10.0;20.0;10.0;10.0;30.0;50.0;60.0;0.0;0.0;0.0;10.0;0.0;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;140.0;130.0;0.0;110.0
2368;Economisch onderwijs (hbo);21 jaar;Vrouwen;Na 1/2 jaar;Cohort 1998/'99;620.0;300.0;300.0;0.0;20.0;40.0;20.0;20.0;40.0;70.0;70.0;0.0;0.0;0.0;10.0;0.0;0.0;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;200.0;200.0;0.0;120.0
