ID;Afzet;BedrijfstakkenBranchesSBI2008;Perioden;ProducentenprijsindexPPI_1;MaandmutatiePPI_2;JaarmutatiePPI_3;Wegingscoefficient_4
1286;Totaal afzetprijzen;1012 Pluimveeslachterijen;2014;102.0;;-2.2;2798
1287;Totaal afzetprijzen;1012 Pluimveeslachterijen;2015 januari;99.4;0.3;-1.5;2798
1288;Totaal afzetprijzen;1012 Pluimveeslachterijen;2015 februari;99.4;0.0;-1.9;2798
1289;Totaal afzetprijzen;1012 Pluimveeslachterijen;2015 maart;100.5;1.1;-1.6;2798
1290;Totaal afzetprijzen;1012 Pluimveeslachterijen;2015 april;100.7;0.2;-2.6;2798
1291;Totaal afzetprijzen;1012 Pluimveeslachterijen;2015 mei;100.8;0.2;-2.6;2798
1292;Totaal afzetprijzen;1012 Pluimveeslachterijen;2015 juni;102.0;1.1;-1.8;2798
1293;Totaal afzetprijzen;1012 Pluimveeslachterijen;2015 juli;101.8;-0.1;-2.1;2798
1294;Totaal afzetprijzen;1012 Pluimveeslachterijen;2015 augustus;100.7;-1.1;-2.0;2798
1295;Totaal afzetprijzen;1012 Pluimveeslachterijen;2015 september;100.1;-0.6;-1.8;2798
1296;Totaal afzetprijzen;1012 Pluimveeslachterijen;2015 oktober;98.3;-1.8;-2.8;2798
1297;Totaal afzetprijzen;1012 Pluimveeslachterijen;2015 november;98.2;-0.1;-2.2;2798
1298;Totaal afzetprijzen;1012 Pluimveeslachterijen;2015 december;98.1;-0.1;-1.0;2798
1299;Totaal afzetprijzen;1012 Pluimveeslachterijen;2015;100.0;;-2.0;2798
1300;Totaal afzetprijzen;1012 Pluimveeslachterijen;2016 januari;96.5;-1.6;-2.9;2798
1301;Totaal afzetprijzen;1012 Pluimveeslachterijen;2016 februari;96.0;-0.5;-3.4;2798
1302;Totaal afzetprijzen;1012 Pluimveeslachterijen;2016 maart;95.9;-0.1;-4.6;2798
1303;Totaal afzetprijzen;1012 Pluimveeslachterijen;2016 april;96.2;0.3;-4.4;2798
1304;Totaal afzetprijzen;1012 Pluimveeslachterijen;2016 mei;96.9;0.7;-4.0;2798
1305;Totaal afzetprijzen;1012 Pluimveeslachterijen;2016 juni;97.5;0.6;-4.4;2798
1306;Totaal afzetprijzen;1012 Pluimveeslachterijen;2016 juli;96.8;-0.7;-4.9;2798
1307;Totaal afzetprijzen;1012 Pluimveeslachterijen;2016 augustus;96.5;-0.3;-4.1;2798
1308;Totaal afzetprijzen;1012 Pluimveeslachterijen;2016 september;96.1;-0.5;-4.0;2798
1309;Totaal afzetprijzen;1012 Pluimveeslachterijen;2016 oktober;95.2;-0.9;-3.2;2798
1310;Totaal afzetprijzen;1012 Pluimveeslachterijen;2016 november;95.6;0.4;-2.7;2798
1311;Totaal afzetprijzen;1012 Pluimveeslachterijen;2016 december;94.8;-0.8;-3.3;2798
1312;Totaal afzetprijzen;1012 Pluimveeslachterijen;2016;96.2;;-3.8;2798
1313;Totaal afzetprijzen;1012 Pluimveeslachterijen;2017 januari;94.1;-0.8;-2.5;2798
1314;Totaal afzetprijzen;1012 Pluimveeslachterijen;2017 februari;94.0;-0.1;-2.0;2798
1315;Totaal afzetprijzen;1012 Pluimveeslachterijen;2017 maart;94.2;0.2;-1.8;2798
1316;Totaal afzetprijzen;1012 Pluimveeslachterijen;2017 april;95.5;1.4;-0.7;2798
1317;Totaal afzetprijzen;1012 Pluimveeslachterijen;2017 mei;96.4;0.9;-0.5;2798
1318;Totaal afzetprijzen;1012 Pluimveeslachterijen;2017 juni;96.3;0.0;-1.2;2798
1319;Totaal afzetprijzen;1012 Pluimveeslachterijen;2017 juli;96.7;0.4;-0.1;2798
1320;Totaal afzetprijzen;1012 Pluimveeslachterijen;2017 augustus;96.6;-0.1;0.0;2798
1321;Totaal afzetprijzen;1012 Pluimveeslachterijen;2017 september;97.2;0.6;1.1;2798
1322;Totaal afzetprijzen;1012 Pluimveeslachterijen;2017 oktober;97.0;-0.2;1.9;2798
1323;Totaal afzetprijzen;1012 Pluimveeslachterijen;2017 november;97.4;0.4;1.9;2798
1324;Totaal afzetprijzen;1012 Pluimveeslachterijen;2017 december;97.1;-0.3;2.4;2798
1325;Totaal afzetprijzen;1012 Pluimveeslachterijen;2017;96.1;;-0.1;2798
1326;Totaal afzetprijzen;1012 Pluimveeslachterijen;2018 januari;96.7;-0.4;2.8;2798
1327;Totaal afzetprijzen;1012 Pluimveeslachterijen;2018 februari;96.3;-0.5;2.4;2798
1328;Totaal afzetprijzen;1012 Pluimveeslachterijen;2018 maart;97.0;0.7;2.9;2798
1329;Totaal afzetprijzen;1012 Pluimveeslachterijen;2018 april;97.6;0.6;2.1;2798
1330;Totaal afzetprijzen;1012 Pluimveeslachterijen;2018 mei;98.9;1.4;2.7;2798
1331;Totaal afzetprijzen;1012 Pluimveeslachterijen;2018 juni;100.2;1.2;4.0;2798
1332;Totaal afzetprijzen;1012 Pluimveeslachterijen;2018 juli;100.9;0.8;4.4;2798
1333;Totaal afzetprijzen;1012 Pluimveeslachterijen;2018 augustus;101.2;0.3;4.8;2798
1334;Totaal afzetprijzen;1012 Pluimveeslachterijen;2018 september;100.8;-0.4;3.8;2798
1335;Totaal afzetprijzen;1012 Pluimveeslachterijen;2018 oktober;101.4;0.5;4.5;2798
1336;Totaal afzetprijzen;1012 Pluimveeslachterijen;2018 november;99.1;-2.2;1.7;2798
1337;Totaal afzetprijzen;1012 Pluimveeslachterijen;2018 december;98.0;-1.2;0.9;2798
1338;Totaal afzetprijzen;1012 Pluimveeslachterijen;2018;99.0;;3.1;2798
1339;Totaal afzetprijzen;1012 Pluimveeslachterijen;2019 januari;95.9;-2.1;-0.8;2798
1340;Totaal afzetprijzen;1012 Pluimveeslachterijen;2019 februari;95.9;0.0;-0.4;2798
1341;Totaal afzetprijzen;1012 Pluimveeslachterijen;2019 maart;97.7;1.9;0.7;2798
1342;Totaal afzetprijzen;1012 Pluimveeslachterijen;2019 april;99.4;1.7;1.8;2798
1343;Totaal afzetprijzen;1012 Pluimveeslachterijen;2019 mei;100.5;1.1;1.6;2798
1344;Totaal afzetprijzen;1012 Pluimveeslachterijen;2019 juni;101.7;1.2;1.5;2798
1345;Totaal afzetprijzen;1012 Pluimveeslachterijen;2019 juli;103.6;1.9;2.7;2798
1346;Totaal afzetprijzen;1012 Pluimveeslachterijen;2019 augustus;102.4;-1.2;1.2;2798
1347;Totaal afzetprijzen;1012 Pluimveeslachterijen;2019 september;102.1;-0.3;1.3;2798
1348;Totaal afzetprijzen;1012 Pluimveeslachterijen;2019 oktober;100.7;-1.4;-0.7;2798
1349;Totaal afzetprijzen;1012 Pluimveeslachterijen;2019 november;100.3;-0.4;1.2;2798
1350;Totaal afzetprijzen;1012 Pluimveeslachterijen;2019 december;100.9;0.6;3.0;2798
1351;Totaal afzetprijzen;1012 Pluimveeslachterijen;2019;100.0;;1.0;2798
1352;Totaal afzetprijzen;1012 Pluimveeslachterijen;2020 januari;103.2;2.3;7.6;2798
1353;Totaal afzetprijzen;1012 Pluimveeslachterijen;2020 februari;103.1;-0.1;7.5;2798
1354;Totaal afzetprijzen;1012 Pluimveeslachterijen;2020 maart;103.0;-0.1;5.4;2798
1355;Totaal afzetprijzen;1012 Pluimveeslachterijen;2020 april;99.1;-3.8;-0.3;2798
1356;Totaal afzetprijzen;1012 Pluimveeslachterijen;2020 mei;98.2;-0.9;-2.4;2798
1357;Totaal afzetprijzen;1012 Pluimveeslachterijen;2020 juni;97.5;-0.7;-4.2;2798
1358;Totaal afzetprijzen;1012 Pluimveeslachterijen;2020 juli;97.2;-0.3;-6.2;2798
1359;Totaal afzetprijzen;1012 Pluimveeslachterijen;2020 augustus;97.4;0.2;-4.9;2798
1360;Totaal afzetprijzen;1012 Pluimveeslachterijen;2020 september;97.6;0.2;-4.4;2798
1361;Totaal afzetprijzen;1012 Pluimveeslachterijen;2020 oktober;96.3;-1.4;-4.4;2798
1362;Totaal afzetprijzen;1012 Pluimveeslachterijen;2020 november;94.5;-1.8;-5.8;2798
1363;Totaal afzetprijzen;1012 Pluimveeslachterijen;2020 december;94.9;0.4;-6.0;2798
1364;Totaal afzetprijzen;1012 Pluimveeslachterijen;2020;98.5;;-1.6;2798
1365;Totaal afzetprijzen;1012 Pluimveeslachterijen;2021 januari;95.1;0.3;-7.9;2798
1366;Totaal afzetprijzen;1012 Pluimveeslachterijen;2021 februari;96.3;1.2;-6.6;2798
1367;Totaal afzetprijzen;1012 Pluimveeslachterijen;2021 maart;98.5;2.2;-4.4;2798
1368;Totaal afzetprijzen;1012 Pluimveeslachterijen;2021 april;101.5;3.1;2.5;2798
1369;Totaal afzetprijzen;1012 Pluimveeslachterijen;2021 mei;104.3;2.7;6.2;2798
1370;Totaal afzetprijzen;1012 Pluimveeslachterijen;2021 juni;106.5;2.2;9.3;2798
1371;Totaal afzetprijzen;1012 Pluimveeslachterijen;2021 juli;107.5;0.9;10.6;2798
1372;Totaal afzetprijzen;1012 Pluimveeslachterijen;2021 augustus;110.5;2.7;13.5;2798
1373;Totaal afzetprijzen;1012 Pluimveeslachterijen;2021 september;107.7;-2.5;10.4;2798
1374;Totaal afzetprijzen;1012 Pluimveeslachterijen;2021 oktober;108.2;0.4;12.4;2798
1375;Totaal afzetprijzen;1012 Pluimveeslachterijen;2021 november;108.9;0.7;15.3;2798
1376;Totaal afzetprijzen;1012 Pluimveeslachterijen;2021 december;110.6;1.6;16.7;2798
1377;Totaal afzetprijzen;1012 Pluimveeslachterijen;2021;104.6;;6.3;2798
1378;Totaal afzetprijzen;1012 Pluimveeslachterijen;2022 januari;115.4;4.3;21.3;2798
1379;Totaal afzetprijzen;1012 Pluimveeslachterijen;2022 februari;117.4;1.8;21.9;2798
1380;Totaal afzetprijzen;1012 Pluimveeslachterijen;2022 maart;130.6;11.2;32.7;2798
1381;Totaal afzetprijzen;1012 Pluimveeslachterijen;2022 april;144.0;10.3;41.8;2798
1382;Totaal afzetprijzen;1012 Pluimveeslachterijen;2022 mei;145.3;0.9;39.3;2798
1383;Totaal afzetprijzen;1012 Pluimveeslachterijen;2022 juni;144.1;-0.8;35.2;2798
1384;Totaal afzetprijzen;1012 Pluimveeslachterijen;2022 juli;144.2;0.1;34.1;2798
1385;Totaal afzetprijzen;1012 Pluimveeslachterijen;2022 augustus;143.7;-0.3;30.1;2798
1386;Totaal afzetprijzen;1012 Pluimveeslachterijen;2022 september;142.6;-0.8;32.4;2798
1387;Totaal afzetprijzen;1012 Pluimveeslachterijen;2022 oktober;143.0;0.3;32.2;2798
1388;Totaal afzetprijzen;1012 Pluimveeslachterijen;2022 november;143.4;0.3;31.6;2798
1389;Totaal afzetprijzen;1012 Pluimveeslachterijen;2022 december ;142.6;-0.5;28.9;2798
1390;Totaal afzetprijzen;1012 Pluimveeslachterijen;2022;138.0;;31.9;2798
1391;Totaal afzetprijzen;1012 Pluimveeslachterijen;2023 januari;140.7;-1.3;22.0;2798
1392;Totaal afzetprijzen;1012 Pluimveeslachterijen;2023 februari;139.2;-1.1;18.5;2798
1393;Totaal afzetprijzen;1012 Pluimveeslachterijen;2023 maart;141.9;2.0;8.7;2798
1394;Totaal afzetprijzen;1012 Pluimveeslachterijen;2023 april;143.1;0.8;-0.7;2798
1395;Totaal afzetprijzen;1012 Pluimveeslachterijen;2023 mei;144.8;1.2;-0.4;2798
1396;Totaal afzetprijzen;1012 Pluimveeslachterijen;2023 juni;146.1;0.9;1.4;2798
1397;Totaal afzetprijzen;1012 Pluimveeslachterijen;2023 juli;142.1;-2.7;-1.5;2798
1398;Totaal afzetprijzen;1012 Pluimveeslachterijen;2023 augustus;141.1;-0.7;-1.8;2798
1399;Totaal afzetprijzen;1012 Pluimveeslachterijen;2023 september;142.2;0.8;-0.3;2798
1400;Totaal afzetprijzen;1012 Pluimveeslachterijen;2023 oktober;140.4;-1.2;-1.8;2798
1401;Totaal afzetprijzen;1012 Pluimveeslachterijen;2023 november;138.0;-1.7;-3.7;2798
1402;Totaal afzetprijzen;1012 Pluimveeslachterijen;2023 december;137.2;-0.6;-3.8;2798
1403;Totaal afzetprijzen;1012 Pluimveeslachterijen;2023;141.4;;2.4;2798
1404;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2012 januari;105.5;;;2527
1405;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2012 februari;106.9;1.3;;2527
1406;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2012 maart;107.4;0.5;;2527
1407;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2012 april;108.0;0.6;;2527
1408;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2012 mei;108.3;0.3;;2527
1409;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2012 juni;108.7;0.3;;2527
1410;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2012 juli;109.5;0.7;;2527
1411;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2012 augustus;111.0;1.4;;2527
1412;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2012 september;112.4;1.2;;2527
1413;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2012 oktober;112.6;0.2;;2527
1414;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2012 november;112.2;-0.3;;2527
1415;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2012 december;111.2;-1.0;;2527
1416;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2012;109.5;;;2527
1417;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2013 januari;109.4;-1.6;3.7;2527
1418;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2013 februari;108.4;-0.9;1.5;2527
1419;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2013 maart;107.7;-0.7;0.2;2527
1420;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2013 april;107.4;-0.3;-0.6;2527
1421;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2013 mei;106.7;-0.6;-1.5;2527
1422;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2013 juni;106.6;-0.1;-1.9;2527
1423;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2013 juli;107.0;0.3;-2.3;2527
1424;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2013 augustus;108.6;1.6;-2.1;2527
1425;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2013 september;108.5;-0.2;-3.5;2527
1426;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2013 oktober;107.7;-0.7;-4.3;2527
1427;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2013 november;107.5;-0.2;-4.2;2527
1428;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2013 december;107.8;0.3;-3.0;2527
1429;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2013;107.8;;-1.5;2527
1430;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2014 januari;106.5;-1.3;-2.7;2527
1431;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2014 februari;104.8;-1.5;-3.3;2527
1432;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2014 maart;104.2;-0.6;-3.2;2527
1433;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2014 april;105.3;1.1;-1.9;2527
1434;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2014 mei;105.6;0.3;-1.0;2527
1435;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2014 juni;104.7;-0.9;-1.8;2527
1436;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2014 juli;105.2;0.6;-1.6;2527
1437;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2014 augustus;104.8;-0.4;-3.5;2527
1438;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2014 september;104.8;-0.1;-3.4;2527
1439;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2014 oktober;102.6;-2.0;-4.7;2527
1440;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2014 november;102.2;-0.5;-5.0;2527
1441;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2014 december;101.1;-1.0;-6.2;2527
1442;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2014;104.3;;-3.2;2527
1443;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2015 januari;100.3;-0.8;-5.8;2527
1444;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2015 februari;100.3;0.0;-4.3;2527
1445;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2015 maart;100.6;0.2;-3.5;2527
1446;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2015 april;100.4;-0.2;-4.7;2527
1447;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2015 mei;100.3;-0.1;-5.0;2527
1448;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2015 juni;100.9;0.6;-3.6;2527
1449;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2015 juli;99.1;-1.8;-5.8;2527
1450;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2015 augustus;98.4;-0.7;-6.1;2527
1451;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2015 september;99.5;1.1;-5.1;2527
1452;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2015 oktober;99.0;-0.4;-3.5;2527
1453;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2015 november;100.6;1.6;-1.5;2527
1454;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2015 december;100.4;-0.2;-0.7;2527
1455;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2015;100.0;;-4.1;2527
1456;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2016 januari;100.1;-0.4;-0.3;2527
1457;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2016 februari;99.2;-0.8;-1.1;2527
1458;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2016 maart;100.9;1.7;0.4;2527
1459;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2016 april;99.6;-1.3;-0.8;2527
1460;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2016 mei;102.0;2.5;1.7;2527
1461;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2016 juni;105.5;3.4;4.5;2527
1462;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2016 juli;106.3;0.8;7.2;2527
1463;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2016 augustus;106.7;0.4;8.4;2527
1464;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2016 september;107.1;0.3;7.6;2527
1465;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2016 oktober;108.5;1.3;9.5;2527
1466;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2016 november;108.5;0.1;7.8;2527
1467;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2016 december;108.3;-0.2;7.8;2527
1468;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2016;104.4;;4.4;2527
1469;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2017 januari;107.7;-0.5;7.7;2527
1470;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2017 februari;107.4;-0.3;8.2;2527
1471;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2017 maart;107.9;0.5;7.0;2527
1472;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2017 april;110.6;2.5;11.1;2527
1473;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2017 mei;112.3;1.6;10.1;2527
1474;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2017 juni;111.5;-0.8;5.7;2527
1475;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2017 juli;111.5;0.0;5.0;2527
1476;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2017 augustus;111.1;-0.4;4.1;2527
1477;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2017 september;111.4;0.3;4.1;2527
1478;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2017 oktober;110.2;-1.1;1.6;2527
1479;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2017 november;109.8;-0.4;1.1;2527
1480;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2017 december;109.5;-0.2;1.1;2527
1481;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2017;110.1;;5.5;2527
1482;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2018 januari;107.6;-1.7;-0.1;2527
1483;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2018 februari;107.5;-0.1;0.0;2527
1484;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2018 maart;109.0;1.4;1.0;2527
1485;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2018 april;107.8;-1.1;-2.6;2527
1486;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2018 mei;107.3;-0.4;-4.5;2527
1487;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2018 juni;106.9;-0.4;-4.1;2527
1488;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2018 juli;105.8;-1.1;-5.2;2527
1489;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2018 augustus;106.3;0.5;-4.3;2527
1490;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2018 september;106.8;0.4;-4.2;2527
1491;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2018 oktober;107.5;0.7;-2.4;2527
1492;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2018 november;107.4;-0.1;-2.1;2527
1493;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2018 december;108.1;0.6;-1.3;2527
1494;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2018;107.3;;-2.5;2527
1495;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2019 januari;105.5;-2.4;-2.0;2527
1496;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2019 februari;105.1;-0.3;-2.1;2527
1497;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2019 maart;107.2;2.0;-1.7;2527
1498;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2019 april;116.1;8.3;7.7;2527
1499;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2019 mei;116.0;0.0;8.1;2527
1500;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2019 juni;115.7;-0.3;8.3;2527
1501;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2019 juli;115.4;-0.3;9.1;2527
1502;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2019 augustus;117.6;1.9;10.6;2527
1503;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2019 september;121.6;3.5;13.9;2527
1504;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2019 oktober;124.8;2.6;16.1;2527
1505;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2019 november;128.5;3.0;19.6;2527
1506;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2019 december;132.8;3.4;22.9;2527
1507;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2019;117.0;;9.1;2527
1508;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2020 januari;129.3;-2.7;22.6;2527
1509;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2020 februari;128.2;-0.8;21.9;2527
1510;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2020 maart;127.4;-0.6;18.8;2527
1511;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2020 april;126.0;-1.1;8.6;2527
1512;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2020 mei;121.4;-3.7;4.6;2527
1513;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2020 juni;120.6;-0.6;4.2;2527
1514;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2020 juli;115.2;-4.5;-0.1;2527
1515;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2020 augustus;115.5;0.3;-1.7;2527
1516;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2020 september;117.6;1.8;-3.4;2527
1517;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2020 oktober;117.8;0.2;-5.6;2527
1518;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2020 november;115.7;-1.8;-10.0;2527
1519;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2020 december;113.3;-2.0;-14.7;2527
1520;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2020;120.7;;3.0;2527
1521;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2021 januari;114.3;0.8;-11.6;2527
1522;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2021 februari;114.7;0.3;-10.6;2527
1523;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2021 maart;118.6;3.4;-6.9;2527
1524;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2021 april;121.3;2.3;-3.8;2527
1525;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2021 mei;121.9;0.5;0.4;2527
1526;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2021 juni;121.6;-0.2;0.8;2527
1527;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2021 juli;121.1;-0.5;5.1;2527
1528;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2021 augustus;120.8;-0.2;4.6;2527
1529;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2021 september;120.9;0.1;2.8;2527
1530;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2021 oktober;118.4;-2.1;0.5;2527
1531;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2021 november;119.3;0.7;3.1;2527
1532;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2021 december;120.0;0.6;5.9;2527
1533;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2021;119.4;;-1.1;2527
1534;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2022 januari;121.0;0.8;5.9;2527
1535;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2022 februari;121.3;0.3;5.8;2527
1536;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2022 maart;127.4;5.0;7.4;2527
1537;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2022 april;141.7;11.2;16.9;2527
1538;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2022 mei;141.3;-0.3;16.0;2527
1539;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2022 juni;141.3;0.0;16.2;2527
1540;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2022 juli;144.8;2.4;19.6;2527
1541;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2022 augustus;146.6;1.3;21.4;2527
1542;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2022 september;148.4;1.2;22.8;2527
1543;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2022 oktober;150.5;1.4;27.1;2527
1544;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2022 november;151.2;0.5;26.8;2527
1545;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2022 december ;152.7;1.0;27.3;2527
1546;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2022;140.7;;17.8;2527
1547;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2023 januari;153.8;0.7;27.1;2527
1548;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2023 februari;156.3;1.6;28.8;2527
1549;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2023 maart;159.8;2.2;25.5;2527
1550;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2023 april;163.1;2.0;15.1;2527
1551;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2023 mei;163.4;0.2;15.6;2527
1552;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2023 juni;163.3;-0.1;15.6;2527
1553;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2023 juli;163.5;0.1;13.0;2527
1554;Totaal afzetprijzen;1013 Vleesverwerkende industrie;2023 augustus;163.6;0.0;11.6;2527
