ID;CompanySize;SectorBranches;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
415;1 up to 10 employed persons;350600;2010 1st quarter;63.3;-37.4
416;1 up to 10 employed persons;350600;2010 2nd quarter;114.8;-11.9
417;1 up to 10 employed persons;350600;2010 3rd quarter;102.7;-13.3
418;1 up to 10 employed persons;350600;2010 4th quarter;119.2;-20.4
419;1 up to 10 employed persons;350600;2010;100.0;-19.9
420;1 up to 10 employed persons;350600;2011 1st quarter;88.8;40.3
421;1 up to 10 employed persons;350600;2011 2nd quarter;119.9;4.4
422;1 up to 10 employed persons;350600;2011 3rd quarter;106.2;3.4
423;1 up to 10 employed persons;350600;2011 4th quarter;133.7;12.2
424;1 up to 10 employed persons;350600;2011;112.1;12.1
425;1 up to 10 employed persons;350600;2012 1st quarter;79.2;-10.7
426;1 up to 10 employed persons;350600;2012 2nd quarter;119.0;-0.8
427;1 up to 10 employed persons;350600;2012 3rd quarter;109.5;3.1
428;1 up to 10 employed persons;350600;2012 4th quarter;127.4;-4.7
429;1 up to 10 employed persons;350600;2012;108.8;-3.0
430;1 up to 10 employed persons;350600;2013 1st quarter;72.3;-8.7
431;1 up to 10 employed persons;350600;2013 2nd quarter;122.7;3.1
432;1 up to 10 employed persons;350600;2013 3rd quarter;119.4;9.1
433;1 up to 10 employed persons;350600;2013 4th quarter;144.9;13.8
434;1 up to 10 employed persons;350600;2013;114.8;5.6
435;1 up to 10 employed persons;350600;2014 1st quarter;86.1;19.1
436;1 up to 10 employed persons;350600;2014 2nd quarter;114.0;-7.1
437;1 up to 10 employed persons;350600;2014 3rd quarter;111.7;-6.5
438;1 up to 10 employed persons;350600;2014 4th quarter;157.2;8.5
439;1 up to 10 employed persons;350600;2014;117.3;2.1
440;1 up to 10 employed persons;350600;2015 1st quarter;86.9;0.9
441;1 up to 10 employed persons;350600;2015 2nd quarter;118.7;4.1
442;1 up to 10 employed persons;350600;2015 3rd quarter;109.9;-1.6
443;1 up to 10 employed persons;350600;2015 4th quarter;146.6;-6.8
444;1 up to 10 employed persons;350600;2015;115.5;-1.5
445;1 up to 10 employed persons;350600;2016 1st quarter;95.6;10.0
446;1 up to 10 employed persons;350600;2016 2nd quarter;132.8;11.8
447;1 up to 10 employed persons;350600;2016 3rd quarter;127.5;16.0
448;1 up to 10 employed persons;350600;2016 4th quarter;162.5;10.8
449;1 up to 10 employed persons;350600;2016;129.6;12.2
450;1 up to 10 employed persons;350600;2017 1st quarter;102.1;6.9
451;1 up to 10 employed persons;350600;2017 2nd quarter;145.3;9.5
452;1 up to 10 employed persons;350600;2017 3rd quarter;135.3;6.1
453;1 up to 10 employed persons;350600;2017 4th quarter;172.6;6.2
454;1 up to 10 employed persons;350600;2017;138.8;7.1
455;1 up to 10 employed persons;351900;2005 1st quarter;58.2;0.4
456;1 up to 10 employed persons;351900;2005 2nd quarter;76.6;8.5
457;1 up to 10 employed persons;351900;2005 3rd quarter;70.5;10.1
458;1 up to 10 employed persons;351900;2005 4th quarter;89.4;8.5
459;1 up to 10 employed persons;351900;2005;73.7;7.2
460;1 up to 10 employed persons;351900;2006 1st quarter;65.9;13.3
461;1 up to 10 employed persons;351900;2006 2nd quarter;84.5;10.3
462;1 up to 10 employed persons;351900;2006 3rd quarter;78.3;11.1
463;1 up to 10 employed persons;351900;2006 4th quarter;101.6;13.6
464;1 up to 10 employed persons;351900;2006;82.6;12.1
465;1 up to 10 employed persons;351900;2007 1st quarter;75.3;14.2
466;1 up to 10 employed persons;351900;2007 2nd quarter;93.9;11.2
467;1 up to 10 employed persons;351900;2007 3rd quarter;85.7;9.4
468;1 up to 10 employed persons;351900;2007 4th quarter;108.6;6.9
469;1 up to 10 employed persons;351900;2007;90.9;10.0
470;1 up to 10 employed persons;351900;2008 1st quarter;89.1;18.4
471;1 up to 10 employed persons;351900;2008 2nd quarter;108.9;16.0
472;1 up to 10 employed persons;351900;2008 3rd quarter;99.7;16.3
473;1 up to 10 employed persons;351900;2008 4th quarter;122.3;12.7
474;1 up to 10 employed persons;351900;2008;105.0;15.6
475;1 up to 10 employed persons;351900;2009 1st quarter;90.9;2.0
476;1 up to 10 employed persons;351900;2009 2nd quarter;107.4;-1.4
477;1 up to 10 employed persons;351900;2009 3rd quarter;96.3;-3.4
478;1 up to 10 employed persons;351900;2009 4th quarter;114.7;-6.2
479;1 up to 10 employed persons;351900;2009;102.3;-2.6
480;1 up to 10 employed persons;351900;2010 1st quarter;82.6;-9.1
481;1 up to 10 employed persons;351900;2010 2nd quarter;104.9;-2.3
482;1 up to 10 employed persons;351900;2010 3rd quarter;96.2;-0.2
483;1 up to 10 employed persons;351900;2010 4th quarter;116.3;1.4
484;1 up to 10 employed persons;351900;2010;100.0;-2.3
485;1 up to 10 employed persons;351900;2011 1st quarter;91.3;10.5
486;1 up to 10 employed persons;351900;2011 2nd quarter;113.6;8.3
487;1 up to 10 employed persons;351900;2011 3rd quarter;101.5;5.5
488;1 up to 10 employed persons;351900;2011 4th quarter;117.2;0.8
489;1 up to 10 employed persons;351900;2011;105.9;5.9
490;1 up to 10 employed persons;351900;2012 1st quarter;85.0;-6.8
491;1 up to 10 employed persons;351900;2012 2nd quarter;103.4;-9.0
492;1 up to 10 employed persons;351900;2012 3rd quarter;98.9;-2.5
493;1 up to 10 employed persons;351900;2012 4th quarter;103.4;-11.8
494;1 up to 10 employed persons;351900;2012;97.7;-7.7
495;1 up to 10 employed persons;351900;2013 1st quarter;77.2;-9.2
496;1 up to 10 employed persons;351900;2013 2nd quarter;99.8;-3.6
497;1 up to 10 employed persons;351900;2013 3rd quarter;97.3;-1.6
498;1 up to 10 employed persons;351900;2013 4th quarter;116.2;12.4
499;1 up to 10 employed persons;351900;2013;97.6;-0.1
500;1 up to 10 employed persons;351900;2014 1st quarter;85.1;10.2
501;1 up to 10 employed persons;351900;2014 2nd quarter;102.3;2.5
502;1 up to 10 employed persons;351900;2014 3rd quarter;96.6;-0.7
503;1 up to 10 employed persons;351900;2014 4th quarter;123.2;6.0
504;1 up to 10 employed persons;351900;2014;101.8;4.3
505;1 up to 10 employed persons;351900;2015 1st quarter;94.6;11.2
506;1 up to 10 employed persons;351900;2015 2nd quarter;121.8;19.1
507;1 up to 10 employed persons;351900;2015 3rd quarter;102.7;6.3
508;1 up to 10 employed persons;351900;2015 4th quarter;127.4;3.4
509;1 up to 10 employed persons;351900;2015;111.6;9.7
510;1 up to 10 employed persons;351900;2016 1st quarter;101.4;7.1
511;1 up to 10 employed persons;351900;2016 2nd quarter;122.9;0.9
512;1 up to 10 employed persons;351900;2016 3rd quarter;115.8;12.7
513;1 up to 10 employed persons;351900;2016 4th quarter;141.1;10.8
514;1 up to 10 employed persons;351900;2016;120.3;7.8
515;1 up to 10 employed persons;351900;2017 1st quarter;106.9;5.5
516;1 up to 10 employed persons;351900;2017 2nd quarter;131.0;6.6
517;1 up to 10 employed persons;351900;2017 3rd quarter;122.2;5.6
518;1 up to 10 employed persons;351900;2017 4th quarter;150.4;6.6
519;1 up to 10 employed persons;351900;2017;127.6;6.1
520;10 up to 100 employed persons;900063;2005 1st quarter;75.3;
521;10 up to 100 employed persons;900063;2005 2nd quarter;103.8;
522;10 up to 100 employed persons;900063;2005 3rd quarter;87.6;
523;10 up to 100 employed persons;900063;2005 4th quarter;119.4;
524;10 up to 100 employed persons;900063;2005;96.5;
525;10 up to 100 employed persons;900063;2006 1st quarter;87.7;16.4
526;10 up to 100 employed persons;900063;2006 2nd quarter;115.4;11.2
527;10 up to 100 employed persons;900063;2006 3rd quarter;96.5;10.1
528;10 up to 100 employed persons;900063;2006 4th quarter;132.8;11.2
529;10 up to 100 employed persons;900063;2006;108.1;12.0
530;10 up to 100 employed persons;900063;2007 1st quarter;97.4;11.0
531;10 up to 100 employed persons;900063;2007 2nd quarter;125.1;8.4
532;10 up to 100 employed persons;900063;2007 3rd quarter;106.3;10.2
533;10 up to 100 employed persons;900063;2007 4th quarter;141.9;6.9
534;10 up to 100 employed persons;900063;2007;117.7;8.9
535;10 up to 100 employed persons;900063;2008 1st quarter;109.3;12.2
536;10 up to 100 employed persons;900063;2008 2nd quarter;136.7;9.2
537;10 up to 100 employed persons;900063;2008 3rd quarter;114.7;7.9
538;10 up to 100 employed persons;900063;2008 4th quarter;144.5;1.8
539;10 up to 100 employed persons;900063;2008;126.3;7.3
540;10 up to 100 employed persons;900063;2009 1st quarter;107.2;-1.9
541;10 up to 100 employed persons;900063;2009 2nd quarter;129.0;-5.6
542;10 up to 100 employed persons;900063;2009 3rd quarter;108.0;-5.8
543;10 up to 100 employed persons;900063;2009 4th quarter;127.2;-11.9
544;10 up to 100 employed persons;900063;2009;117.9;-6.7
545;10 up to 100 employed persons;900063;2010 1st quarter;79.9;-25.5
546;10 up to 100 employed persons;900063;2010 2nd quarter;109.0;-15.5
547;10 up to 100 employed persons;900063;2010 3rd quarter;94.9;-12.2
548;10 up to 100 employed persons;900063;2010 4th quarter;116.2;-8.7
549;10 up to 100 employed persons;900063;2010;100.0;-15.2
550;10 up to 100 employed persons;900063;2011 1st quarter;90.0;12.7
551;10 up to 100 employed persons;900063;2011 2nd quarter;113.1;3.8
552;10 up to 100 employed persons;900063;2011 3rd quarter;96.8;2.0
553;10 up to 100 employed persons;900063;2011 4th quarter;119.0;2.3
554;10 up to 100 employed persons;900063;2011;104.7;4.7
555;10 up to 100 employed persons;900063;2012 1st quarter;78.4;-12.9
556;10 up to 100 employed persons;900063;2012 2nd quarter;99.6;-11.9
557;10 up to 100 employed persons;900063;2012 3rd quarter;89.1;-7.9
558;10 up to 100 employed persons;900063;2012 4th quarter;103.8;-12.7
559;10 up to 100 employed persons;900063;2012;92.7;-11.4
560;10 up to 100 employed persons;900063;2013 1st quarter;68.7;-12.4
561;10 up to 100 employed persons;900063;2013 2nd quarter;91.5;-8.2
562;10 up to 100 employed persons;900063;2013 3rd quarter;82.6;-7.3
563;10 up to 100 employed persons;900063;2013 4th quarter;102.7;-1.1
564;10 up to 100 employed persons;900063;2013;86.4;-6.9
565;10 up to 100 employed persons;900063;2014 1st quarter;74.4;8.4
566;10 up to 100 employed persons;900063;2014 2nd quarter;90.1;-1.5
567;10 up to 100 employed persons;900063;2014 3rd quarter;82.6;0.0
568;10 up to 100 employed persons;900063;2014 4th quarter;109.2;6.3
569;10 up to 100 employed persons;900063;2014;89.1;3.2
570;10 up to 100 employed persons;900063;2015 1st quarter;75.7;1.7
571;10 up to 100 employed persons;900063;2015 2nd quarter;97.0;7.6
572;10 up to 100 employed persons;900063;2015 3rd quarter;86.4;4.6
573;10 up to 100 employed persons;900063;2015 4th quarter;111.2;1.8
574;10 up to 100 employed persons;900063;2015;92.6;3.9
575;10 up to 100 employed persons;900063;2016 1st quarter;80.2;6.0
576;10 up to 100 employed persons;900063;2016 2nd quarter;100.9;4.1
577;10 up to 100 employed persons;900063;2016 3rd quarter;95.2;10.1
578;10 up to 100 employed persons;900063;2016 4th quarter;123.6;11.2
579;10 up to 100 employed persons;900063;2016;100.0;8.0
580;10 up to 100 employed persons;900063;2017 1st quarter;85.6;6.7
581;10 up to 100 employed persons;900063;2017 2nd quarter;110.0;9.0
582;10 up to 100 employed persons;900063;2017 3rd quarter;99.5;4.5
583;10 up to 100 employed persons;900063;2017 4th quarter;130.8;5.8
584;10 up to 100 employed persons;900063;2017;106.5;6.5
585;10 up to 100 employed persons;350400;2005 1st quarter;80.4;
586;10 up to 100 employed persons;350400;2005 2nd quarter;113.8;
587;10 up to 100 employed persons;350400;2005 3rd quarter;91.3;
588;10 up to 100 employed persons;350400;2005 4th quarter;127.9;
589;10 up to 100 employed persons;350400;2005;103.4;
590;10 up to 100 employed persons;350400;2006 1st quarter;95.6;19.0
591;10 up to 100 employed persons;350400;2006 2nd quarter;128.2;12.6
592;10 up to 100 employed persons;350400;2006 3rd quarter;102.6;12.4
593;10 up to 100 employed persons;350400;2006 4th quarter;142.0;11.0
594;10 up to 100 employed persons;350400;2006;117.1;13.3
595;10 up to 100 employed persons;350400;2007 1st quarter;104.9;9.7
596;10 up to 100 employed persons;350400;2007 2nd quarter;133.5;4.2
597;10 up to 100 employed persons;350400;2007 3rd quarter;109.9;7.1
598;10 up to 100 employed persons;350400;2007 4th quarter;149.0;4.9
599;10 up to 100 employed persons;350400;2007;124.3;6.2
600;10 up to 100 employed persons;350400;2008 1st quarter;122.4;16.7
601;10 up to 100 employed persons;350400;2008 2nd quarter;152.4;14.2
602;10 up to 100 employed persons;350400;2008 3rd quarter;122.8;11.7
603;10 up to 100 employed persons;350400;2008 4th quarter;157.8;5.9
604;10 up to 100 employed persons;350400;2008;138.8;11.7
605;10 up to 100 employed persons;350400;2009 1st quarter;113.5;-7.3
606;10 up to 100 employed persons;350400;2009 2nd quarter;135.2;-11.3
607;10 up to 100 employed persons;350400;2009 3rd quarter;108.1;-12.0
608;10 up to 100 employed persons;350400;2009 4th quarter;126.1;-20.1
609;10 up to 100 employed persons;350400;2009;120.7;-13.1
610;10 up to 100 employed persons;350400;2010 1st quarter;81.8;-27.9
611;10 up to 100 employed persons;350400;2010 2nd quarter;111.6;-17.4
612;10 up to 100 employed persons;350400;2010 3rd quarter;91.9;-15.0
613;10 up to 100 employed persons;350400;2010 4th quarter;114.7;-9.0
614;10 up to 100 employed persons;350400;2010;100.0;-17.2
615;10 up to 100 employed persons;350400;2011 1st quarter;95.4;16.6
616;10 up to 100 employed persons;350400;2011 2nd quarter;118.2;5.9
617;10 up to 100 employed persons;350400;2011 3rd quarter;97.1;5.7
618;10 up to 100 employed persons;350400;2011 4th quarter;118.2;3.1
619;10 up to 100 employed persons;350400;2011;107.2;7.2
620;10 up to 100 employed persons;350400;2012 1st quarter;80.7;-15.4
621;10 up to 100 employed persons;350400;2012 2nd quarter;102.0;-13.7
622;10 up to 100 employed persons;350400;2012 3rd quarter;90.1;-7.2
623;10 up to 100 employed persons;350400;2012 4th quarter;101.9;-13.8
624;10 up to 100 employed persons;350400;2012;93.7;-12.7
625;10 up to 100 employed persons;350400;2013 1st quarter;70.5;-12.6
626;10 up to 100 employed persons;350400;2013 2nd quarter;93.2;-8.6
627;10 up to 100 employed persons;350400;2013 3rd quarter;81.0;-10.0
628;10 up to 100 employed persons;350400;2013 4th quarter;99.5;-2.3
629;10 up to 100 employed persons;350400;2013;86.1;-8.1
630;10 up to 100 employed persons;350400;2014 1st quarter;74.1;5.0
631;10 up to 100 employed persons;350400;2014 2nd quarter;89.7;-3.7
632;10 up to 100 employed persons;350400;2014 3rd quarter;79.8;-1.5
633;10 up to 100 employed persons;350400;2014 4th quarter;104.6;5.1
634;10 up to 100 employed persons;350400;2014;87.0;1.1
635;10 up to 100 employed persons;350400;2015 1st quarter;75.6;2.1
636;10 up to 100 employed persons;350400;2015 2nd quarter;99.7;11.1
637;10 up to 100 employed persons;350400;2015 3rd quarter;83.1;4.1
638;10 up to 100 employed persons;350400;2015 4th quarter;108.0;3.2
639;10 up to 100 employed persons;350400;2015;91.6;5.2
640;10 up to 100 employed persons;350400;2016 1st quarter;85.3;12.8
641;10 up to 100 employed persons;350400;2016 2nd quarter;105.6;6.0
642;10 up to 100 employed persons;350400;2016 3rd quarter;93.8;12.8
643;10 up to 100 employed persons;350400;2016 4th quarter;122.8;13.8
644;10 up to 100 employed persons;350400;2016;101.9;11.2
645;10 up to 100 employed persons;350400;2017 1st quarter;88.1;3.4
646;10 up to 100 employed persons;350400;2017 2nd quarter;111.6;5.7
647;10 up to 100 employed persons;350400;2017 3rd quarter;97.0;3.4
648;10 up to 100 employed persons;350400;2017 4th quarter;130.3;6.1
649;10 up to 100 employed persons;350400;2017;106.8;4.8
650;10 up to 100 employed persons;350600;2005 1st quarter;53.9;
651;10 up to 100 employed persons;350600;2005 2nd quarter;80.5;
652;10 up to 100 employed persons;350600;2005 3rd quarter;73.7;
653;10 up to 100 employed persons;350600;2005 4th quarter;109.0;
654;10 up to 100 employed persons;350600;2005;79.3;
655;10 up to 100 employed persons;350600;2006 1st quarter;60.2;11.6
656;10 up to 100 employed persons;350600;2006 2nd quarter;96.6;20.0
657;10 up to 100 employed persons;350600;2006 3rd quarter;83.8;13.7
658;10 up to 100 employed persons;350600;2006 4th quarter;121.0;11.0
659;10 up to 100 employed persons;350600;2006;90.4;14.0
660;10 up to 100 employed persons;350600;2007 1st quarter;71.3;18.6
661;10 up to 100 employed persons;350600;2007 2nd quarter;117.1;21.3
662;10 up to 100 employed persons;350600;2007 3rd quarter;105.1;25.4
663;10 up to 100 employed persons;350600;2007 4th quarter;150.2;24.1
664;10 up to 100 employed persons;350600;2007;110.9;22.7
665;10 up to 100 employed persons;350600;2008 1st quarter;75.6;6.0
666;10 up to 100 employed persons;350600;2008 2nd quarter;108.5;-7.4
667;10 up to 100 employed persons;350600;2008 3rd quarter;98.1;-6.6
668;10 up to 100 employed persons;350600;2008 4th quarter;131.5;-12.4
669;10 up to 100 employed persons;350600;2008;103.4;-6.8
670;10 up to 100 employed persons;350600;2009 1st quarter;73.6;-2.7
671;10 up to 100 employed persons;350600;2009 2nd quarter;110.3;1.7
672;10 up to 100 employed persons;350600;2009 3rd quarter;102.8;4.8
673;10 up to 100 employed persons;350600;2009 4th quarter;127.6;-2.9
674;10 up to 100 employed persons;350600;2009;103.6;0.1
675;10 up to 100 employed persons;350600;2010 1st quarter;61.3;-16.8
676;10 up to 100 employed persons;350600;2010 2nd quarter;110.7;0.4
677;10 up to 100 employed persons;350600;2010 3rd quarter;101.3;-1.4
678;10 up to 100 employed persons;350600;2010 4th quarter;126.7;-0.7
679;10 up to 100 employed persons;350600;2010;100.0;-3.5
680;10 up to 100 employed persons;350600;2011 1st quarter;79.1;29.1
681;10 up to 100 employed persons;350600;2011 2nd quarter;117.5;6.1
682;10 up to 100 employed persons;350600;2011 3rd quarter;109.5;8.1
683;10 up to 100 employed persons;350600;2011 4th quarter;149.8;18.2
684;10 up to 100 employed persons;350600;2011;114.0;14.0
685;10 up to 100 employed persons;350600;2012 1st quarter;70.8;-10.5
686;10 up to 100 employed persons;350600;2012 2nd quarter;110.1;-6.3
687;10 up to 100 employed persons;350600;2012 3rd quarter;98.6;-9.9
688;10 up to 100 employed persons;350600;2012 4th quarter;123.1;-17.8
689;10 up to 100 employed persons;350600;2012;100.6;-11.7
690;10 up to 100 employed persons;350600;2013 1st quarter;58.5;-17.4
691;10 up to 100 employed persons;350600;2013 2nd quarter;93.5;-15.1
692;10 up to 100 employed persons;350600;2013 3rd quarter;85.6;-13.2
693;10 up to 100 employed persons;350600;2013 4th quarter;120.1;-2.4
694;10 up to 100 employed persons;350600;2013;89.4;-11.2
695;10 up to 100 employed persons;350600;2014 1st quarter;71.4;22.2
696;10 up to 100 employed persons;350600;2014 2nd quarter;102.4;9.5
697;10 up to 100 employed persons;350600;2014 3rd quarter;98.2;14.7
698;10 up to 100 employed persons;350600;2014 4th quarter;140.9;17.3
699;10 up to 100 employed persons;350600;2014;103.2;15.5
700;10 up to 100 employed persons;350600;2015 1st quarter;77.7;8.8
701;10 up to 100 employed persons;350600;2015 2nd quarter;105.6;3.1
702;10 up to 100 employed persons;350600;2015 3rd quarter;107.9;9.8
703;10 up to 100 employed persons;350600;2015 4th quarter;145.3;3.1
704;10 up to 100 employed persons;350600;2015;109.1;5.7
705;10 up to 100 employed persons;350600;2016 1st quarter;77.9;0.2
706;10 up to 100 employed persons;350600;2016 2nd quarter;115.3;9.2
707;10 up to 100 employed persons;350600;2016 3rd quarter;119.7;10.9
708;10 up to 100 employed persons;350600;2016 4th quarter;165.7;14.1
709;10 up to 100 employed persons;350600;2016;119.6;9.6
710;10 up to 100 employed persons;350600;2017 1st quarter;85.8;10.2
711;10 up to 100 employed persons;350600;2017 2nd quarter;132.9;15.3
712;10 up to 100 employed persons;350600;2017 3rd quarter;135.3;13.0
713;10 up to 100 employed persons;350600;2017 4th quarter;177.4;7.1
714;10 up to 100 employed persons;350600;2017;132.9;11.1
715;10 up to 100 employed persons;351900;2005 1st quarter;75.8;
716;10 up to 100 employed persons;351900;2005 2nd quarter;100.4;
717;10 up to 100 employed persons;351900;2005 3rd quarter;87.6;
718;10 up to 100 employed persons;351900;2005 4th quarter;114.4;
719;10 up to 100 employed persons;351900;2005;94.6;
720;10 up to 100 employed persons;351900;2006 1st quarter;87.1;14.9
721;10 up to 100 employed persons;351900;2006 2nd quarter;108.7;8.3
722;10 up to 100 employed persons;351900;2006 3rd quarter;94.1;7.4
723;10 up to 100 employed persons;351900;2006 4th quarter;127.5;11.5
724;10 up to 100 employed persons;351900;2006;104.4;10.4
725;10 up to 100 employed persons;351900;2007 1st quarter;96.8;11.1
726;10 up to 100 employed persons;351900;2007 2nd quarter;119.8;10.2
727;10 up to 100 employed persons;351900;2007 3rd quarter;103.5;10.0
728;10 up to 100 employed persons;351900;2007 4th quarter;134.0;5.1
729;10 up to 100 employed persons;351900;2007;113.5;8.8
730;10 up to 100 employed persons;351900;2008 1st quarter;105.7;9.1
731;10 up to 100 employed persons;351900;2008 2nd quarter;129.6;8.2
732;10 up to 100 employed persons;351900;2008 3rd quarter;111.5;7.7
733;10 up to 100 employed persons;351900;2008 4th quarter;136.1;1.5
734;10 up to 100 employed persons;351900;2008;120.7;6.3
735;10 up to 100 employed persons;351900;2009 1st quarter;109.3;3.4
736;10 up to 100 employed persons;351900;2009 2nd quarter;128.0;-1.3
737;10 up to 100 employed persons;351900;2009 3rd quarter;109.1;-2.1
738;10 up to 100 employed persons;351900;2009 4th quarter;128.1;-5.8
739;10 up to 100 employed persons;351900;2009;118.6;-1.7
740;10 up to 100 employed persons;351900;2010 1st quarter;82.4;-24.6
741;10 up to 100 employed persons;351900;2010 2nd quarter;106.4;-16.9
742;10 up to 100 employed persons;351900;2010 3rd quarter;96.0;-12.0
743;10 up to 100 employed persons;351900;2010 4th quarter;115.2;-10.1
744;10 up to 100 employed persons;351900;2010;100.0;-15.7
745;10 up to 100 employed persons;351900;2011 1st quarter;87.9;6.6
746;10 up to 100 employed persons;351900;2011 2nd quarter;107.7;1.3
747;10 up to 100 employed persons;351900;2011 3rd quarter;93.7;-2.4
748;10 up to 100 employed persons;351900;2011 4th quarter;112.7;-2.2
749;10 up to 100 employed persons;351900;2011;100.5;0.5
750;10 up to 100 employed persons;351900;2012 1st quarter;78.1;-11.2
751;10 up to 100 employed persons;351900;2012 2nd quarter;95.3;-11.6
752;10 up to 100 employed persons;351900;2012 3rd quarter;86.3;-7.9
753;10 up to 100 employed persons;351900;2012 4th quarter;101.2;-10.2
754;10 up to 100 employed persons;351900;2012;90.2;-10.2
755;10 up to 100 employed persons;351900;2013 1st quarter;69.3;-11.2
756;10 up to 100 employed persons;351900;2013 2nd quarter;89.6;-6.0
757;10 up to 100 employed persons;351900;2013 3rd quarter;83.3;-3.4
758;10 up to 100 employed persons;351900;2013 4th quarter;101.5;0.3
759;10 up to 100 employed persons;351900;2013;85.9;-4.7
760;10 up to 100 employed persons;351900;2014 1st quarter;75.5;8.9
761;10 up to 100 employed persons;351900;2014 2nd quarter;87.3;-2.6
762;10 up to 100 employed persons;351900;2014 3rd quarter;81.0;-2.7
763;10 up to 100 employed persons;351900;2014 4th quarter;104.9;3.4
764;10 up to 100 employed persons;351900;2014;87.2;1.4
765;10 up to 100 employed persons;351900;2015 1st quarter;75.2;-0.4
766;10 up to 100 employed persons;351900;2015 2nd quarter;92.4;6.0
767;10 up to 100 employed persons;351900;2015 3rd quarter;83.8;3.4
768;10 up to 100 employed persons;351900;2015 4th quarter;105.1;0.2
769;10 up to 100 employed persons;351900;2015;89.1;2.2
770;10 up to 100 employed persons;351900;2016 1st quarter;76.5;1.7
771;10 up to 100 employed persons;351900;2016 2nd quarter;93.1;0.7
772;10 up to 100 employed persons;351900;2016 3rd quarter;90.1;7.5
773;10 up to 100 employed persons;351900;2016 4th quarter;113.4;7.9
774;10 up to 100 employed persons;351900;2016;93.3;4.7
775;10 up to 100 employed persons;351900;2017 1st quarter;83.3;8.9
776;10 up to 100 employed persons;351900;2017 2nd quarter;102.7;10.2
777;10 up to 100 employed persons;351900;2017 3rd quarter;92.3;2.5
778;10 up to 100 employed persons;351900;2017 4th quarter;119.2;5.1
779;10 up to 100 employed persons;351900;2017;99.3;6.5
780;100 or more employed persons;900063;2005 1st quarter;70.9;
781;100 or more employed persons;900063;2005 2nd quarter;93.9;
782;100 or more employed persons;900063;2005 3rd quarter;86.3;
783;100 or more employed persons;900063;2005 4th quarter;109.7;
784;100 or more employed persons;900063;2005;90.2;
785;100 or more employed persons;900063;2006 1st quarter;74.4;5.0
786;100 or more employed persons;900063;2006 2nd quarter;94.3;0.4
787;100 or more employed persons;900063;2006 3rd quarter;87.9;1.8
788;100 or more employed persons;900063;2006 4th quarter;116.0;5.7
789;100 or more employed persons;900063;2006;93.2;3.3
790;100 or more employed persons;900063;2007 1st quarter;86.1;15.7
791;100 or more employed persons;900063;2007 2nd quarter;103.3;9.5
792;100 or more employed persons;900063;2007 3rd quarter;94.0;6.9
793;100 or more employed persons;900063;2007 4th quarter;125.7;8.3
794;100 or more employed persons;900063;2007;102.3;9.7
795;100 or more employed persons;900063;2008 1st quarter;92.9;8.0
796;100 or more employed persons;900063;2008 2nd quarter;115.5;11.9
797;100 or more employed persons;900063;2008 3rd quarter;104.5;11.2
798;100 or more employed persons;900063;2008 4th quarter;132.0;5.0
799;100 or more employed persons;900063;2008;111.2;8.8
800;100 or more employed persons;900063;2009 1st quarter;95.9;3.2
801;100 or more employed persons;900063;2009 2nd quarter;110.2;-4.6
802;100 or more employed persons;900063;2009 3rd quarter;99.4;-4.9
803;100 or more employed persons;900063;2009 4th quarter;119.1;-9.8
804;100 or more employed persons;900063;2009;106.1;-4.6
805;100 or more employed persons;900063;2010 1st quarter;84.1;-12.3
806;100 or more employed persons;900063;2010 2nd quarter;106.4;-3.5
807;100 or more employed persons;900063;2010 3rd quarter;94.2;-5.2
808;100 or more employed persons;900063;2010 4th quarter;115.3;-3.1
809;100 or more employed persons;900063;2010;100.0;-5.8
810;100 or more employed persons;900063;2011 1st quarter;87.6;4.2
811;100 or more employed persons;900063;2011 2nd quarter;104.7;-1.6
812;100 or more employed persons;900063;2011 3rd quarter;96.0;1.9
813;100 or more employed persons;900063;2011 4th quarter;119.8;3.8
814;100 or more employed persons;900063;2011;102.0;2.0
815;100 or more employed persons;900063;2012 1st quarter;83.8;-4.4
816;100 or more employed persons;900063;2012 2nd quarter;103.7;-0.9
817;100 or more employed persons;900063;2012 3rd quarter;94.1;-2.0
818;100 or more employed persons;900063;2012 4th quarter;115.8;-3.3
819;100 or more employed persons;900063;2012;99.3;-2.6
820;100 or more employed persons;900063;2013 1st quarter;78.3;-6.5
821;100 or more employed persons;900063;2013 2nd quarter;97.3;-6.2
822;100 or more employed persons;900063;2013 3rd quarter;90.3;-4.0
823;100 or more employed persons;900063;2013 4th quarter;110.8;-4.3
824;100 or more employed persons;900063;2013;94.2;-5.2
825;100 or more employed persons;900063;2014 1st quarter;77.1;-1.5
826;100 or more employed persons;900063;2014 2nd quarter;93.0;-4.4
827;100 or more employed persons;900063;2014 3rd quarter;86.9;-3.8
828;100 or more employed persons;900063;2014 4th quarter;114.4;3.3
829;100 or more employed persons;900063;2014;92.9;-1.4
830;100 or more employed persons;900063;2015 1st quarter;79.7;3.3
831;100 or more employed persons;900063;2015 2nd quarter;95.5;2.7
832;100 or more employed persons;900063;2015 3rd quarter;94.2;8.4
833;100 or more employed persons;900063;2015 4th quarter;113.9;-0.5
834;100 or more employed persons;900063;2015;95.8;3.2
835;100 or more employed persons;900063;2016 1st quarter;83.7;5.0
836;100 or more employed persons;900063;2016 2nd quarter;100.8;5.6
837;100 or more employed persons;900063;2016 3rd quarter;97.1;3.1
