ID;KenmerkenPersonen;Marges;Perioden;TotaalOnlineAankopenVoorPrive_1;MinderDan3MaandenGeleden_2;k_3Tot12MandenGeleden_3;MeerDan12MaandenGeleden_4;NooitGoederenBesteldOfGekocht_5;LevensmiddelenCosmeticaEnSchoonmaak_6;Medicijnen_7;KledingOfSportArtikelen_8;DigitaleStudieOfLeermaterialen_9;FilmMuziek_10;BoekenTijdschriftenEnKranten_11;TelecommunicatiedienstenAbonn_12;SoftHardwareEnElektronischeBenodig_13;HuishoudelijkeGoederenEnApparaten_14;ReizenEnAccommodaties_15;FinancieleProductenOfDiensten_16;KaartjesVoorEvenementen_17;AndereAankopen_18;Films_19;Muziek_20;BoekenTijdschriftenEtcEnStudieOf_21;ComputerSoftwareEnSpellenUpgrades_22;Nederland_23;AndereEULanden_24;AndereLandenVanDeWereld_25;OnbekendLand_26;k_1Of2Keer_27;k_35Keer_28;k_610Keer_29;MeerDan10Keer_30;WeetNiet_31;MinderDan50Euro_32;k_50Tot100Euro_33;k_100Tot500Euro_34;k_500Tot1000Euro_35;k_1000EuroOfMeer_36;WeetNiet_37
454;Leeftijd: 21 tot 25 jaar;Bovengrens 95%-interval;2018;99.6;92.1;11.3;3.4;;29.4;15.8;87.5;45.0;25.6;49.1;42.2;39.0;43.7;75.3;59.6;76.5;58.6;;;;;94.5;57.8;50.1;14.9;25.8;42.5;23.0;18.8;;10.5;25.9;46.9;13.7;10.7;6.4
455;Leeftijd: 21 tot 25 jaar;Bovengrens 95%-interval;2019;98.0;85.8;17.1;3.2;6.8;44.3;11.5;84.9;39.7;29.1;49.0;39.5;56.1;36.0;71.4;60.4;76.4;65.8;;;;;92.0;54.8;46.8;14.4;27.5;37.4;20.2;15.3;;15.1;24.5;40.9;13.1;4.7;5.2
456;Leeftijd: 25 jaar of ouder;Waarde;2012;62.6;46.9;10.5;5.2;18.9;7.2;2.6;29.1;3.2;14.4;23.5;11.2;12.7;17.8;36.2;3.9;25.4;17.4;2.8;4.1;5.4;8.4;53.9;11.9;7.0;;;;;;;6.5;11.6;19.2;4.1;3.0;0.7
457;Leeftijd: 25 jaar of ouder;Waarde;2013;66.5;49.6;11.8;5.0;16.8;9.3;4.3;34.8;6.6;17.1;28.6;16.5;17.1;20.4;41.0;6.6;31.0;24.5;4.0;6.2;8.0;12.5;59.2;14.0;8.5;0.4;;;;;;5.4;11.4;21.0;5.4;4.0;0.8
458;Leeftijd: 25 jaar of ouder;Waarde;2014;67.9;52.6;10.4;4.9;16.3;13.6;5.0;38.8;7.4;17.6;29.9;20.7;18.5;25.7;43.1;6.1;33.8;24.9;6.6;8.3;10.5;9.9;59.4;18.2;11.6;1.0;;;;;;;;;;;
459;Leeftijd: 25 jaar of ouder;Waarde;2015;68.5;53.9;10.1;4.4;14.8;15.0;5.8;40.9;7.6;14.9;28.4;20.0;23.7;26.8;42.6;6.7;33.7;27.1;6.1;7.9;11.7;10.7;60.1;18.6;11.7;1.3;23.0;19.4;7.2;4.2;0.2;7.6;13.6;21.5;6.1;3.6;1.4
460;Leeftijd: 25 jaar of ouder;Waarde;2016;71.6;56.4;10.4;4.8;13.8;19.4;7.3;46.2;7.4;14.7;29.2;19.8;24.3;31.4;46.3;;37.4;28.4;5.9;7.1;10.2;11.3;63.5;21.6;14.7;1.3;21.0;20.4;9.1;5.7;0.1;6.9;13.1;23.4;6.0;4.8;2.1
461;Leeftijd: 25 jaar of ouder;Waarde;2017;74.9;61.1;10.0;3.8;13.1;26.3;9.0;49.9;9.0;15.8;29.9;22.5;27.3;38.1;49.8;35.0;43.4;31.2;6.5;7.5;11.4;18.1;67.4;23.0;18.7;1.5;21.3;23.1;10.0;6.6;;6.4;14.0;25.8;7.2;5.5;2.2
462;Leeftijd: 25 jaar of ouder;Waarde;2018;76.9;63.1;9.8;4.0;10.7;16.3;10.7;53.7;12.3;15.5;31.3;24.1;22.2;41.1;52.1;34.3;45.2;31.7;;;;;68.1;28.3;22.0;3.3;19.7;24.2;9.9;9.3;;7.7;13.1;25.1;7.7;6.3;3.2
463;Leeftijd: 25 jaar of ouder;Waarde;2019;78.0;63.3;10.4;4.2;10.7;32.1;10.0;52.9;10.3;16.4;31.5;24.3;27.6;40.6;53.9;37.4;45.9;32.7;;;;;69.8;27.9;23.3;3.9;20.3;23.3;10.2;9.6;;7.1;13.6;25.6;7.6;5.8;3.6
464;Leeftijd: 25 jaar of ouder;Ondergrens 95%-interval;2012;61.0;45.2;9.4;4.4;17.7;6.2;2.1;27.5;2.6;13.1;22.0;10.1;11.5;16.5;34.5;3.2;23.9;16.0;2.2;3.3;4.6;7.4;52.2;10.7;6.1;;;;;;;5.6;10.5;17.8;3.4;2.4;0.4
465;Leeftijd: 25 jaar of ouder;Ondergrens 95%-interval;2013;64.9;47.9;10.6;4.3;15.6;8.2;3.6;33.0;5.7;15.7;27.0;15.1;15.7;18.9;39.2;5.6;29.3;23.0;3.2;5.3;7.0;11.3;57.5;12.7;7.5;0.2;;;;;;4.6;10.3;19.5;4.6;3.2;0.5
466;Leeftijd: 25 jaar of ouder;Ondergrens 95%-interval;2014;66.3;50.8;9.4;4.1;15.0;12.4;4.3;37.1;6.4;16.2;28.3;19.3;17.1;24.1;41.4;5.2;32.1;23.3;5.7;7.3;9.4;8.9;57.7;16.8;10.4;0.7;;;;;;;;;;;
467;Leeftijd: 25 jaar of ouder;Ondergrens 95%-interval;2015;66.9;52.2;9.1;3.7;13.6;13.8;5.1;39.2;6.7;13.7;26.9;18.6;22.3;25.3;41.0;5.9;32.1;25.6;5.2;7.0;10.6;9.6;58.5;17.3;10.6;0.9;21.6;18.0;6.3;3.5;0.0;6.7;12.4;20.1;5.3;3.0;1.0
468;Leeftijd: 25 jaar of ouder;Ondergrens 95%-interval;2016;70.2;54.8;9.4;4.1;12.6;18.1;6.5;44.6;6.5;13.5;27.8;18.5;22.9;29.9;44.7;;35.8;26.9;5.1;6.2;9.2;10.2;61.9;20.2;13.5;0.9;19.7;19.1;8.2;5.0;0.0;6.1;12.0;22.0;5.2;4.1;1.7
469;Leeftijd: 25 jaar of ouder;Ondergrens 95%-interval;2017;73.5;59.5;9.0;3.1;12.0;24.9;8.1;48.3;8.0;14.6;28.4;21.1;25.9;36.5;48.2;33.4;41.8;29.7;5.7;6.7;10.3;16.8;65.8;21.7;17.4;1.1;20.0;21.7;9.1;5.8;;5.6;12.9;24.4;6.4;4.8;1.8
470;Leeftijd: 25 jaar of ouder;Ondergrens 95%-interval;2018;75.5;61.5;8.8;3.4;9.7;15.2;9.7;52.1;11.2;14.3;29.8;22.7;20.9;39.5;50.5;32.7;43.6;30.2;;;;;66.6;26.9;20.7;2.7;18.4;22.8;9.0;8.4;;6.8;12.1;23.7;6.9;5.6;2.6
471;Leeftijd: 25 jaar of ouder;Ondergrens 95%-interval;2019;76.7;61.8;9.5;3.6;9.7;30.7;9.1;51.4;9.3;15.3;30.1;23.0;26.2;39.1;52.4;35.9;44.4;31.2;;;;;68.3;26.5;21.9;3.3;19.0;22.0;9.3;8.7;;6.3;12.5;24.3;6.8;5.1;3.0
472;Leeftijd: 25 jaar of ouder;Bovengrens 95%-interval;2012;64.2;48.6;11.6;6.0;20.2;8.1;3.2;30.7;3.8;15.7;25.0;12.3;13.9;19.2;37.9;4.6;27.0;18.8;3.5;4.8;6.2;9.4;55.6;13.1;8.0;;;;;;;7.4;12.7;20.6;4.8;3.6;1.0
473;Leeftijd: 25 jaar of ouder;Bovengrens 95%-interval;2013;68.0;51.4;13.0;5.8;18.0;10.3;5.0;36.5;7.5;18.5;30.3;17.8;18.5;21.9;42.7;7.6;32.7;26.1;4.7;7.2;9.0;13.7;60.9;15.3;9.6;0.7;;;;;;6.2;12.6;22.5;6.2;4.7;1.1
474;Leeftijd: 25 jaar of ouder;Bovengrens 95%-interval;2014;69.5;54.3;11.5;5.7;17.6;14.8;5.8;40.5;8.3;18.9;31.5;22.1;19.8;27.2;44.8;7.0;35.5;26.4;7.5;9.3;11.5;11.0;61.1;19.6;12.8;1.4;;;;;;;;;;;
475;Leeftijd: 25 jaar of ouder;Bovengrens 95%-interval;2015;70.0;55.6;11.1;5.1;15.9;16.2;6.6;42.5;8.6;16.1;29.9;21.4;25.2;28.3;44.3;7.6;35.3;28.6;6.9;8.8;12.8;11.7;61.7;20.0;12.9;1.7;24.5;20.7;8.1;4.8;0.3;8.5;14.8;22.9;6.9;4.3;1.9
476;Leeftijd: 25 jaar of ouder;Bovengrens 95%-interval;2016;73.1;58.0;11.4;5.6;14.9;20.7;8.2;47.9;8.3;15.8;30.7;21.1;25.7;32.9;48.0;;39.0;29.9;6.8;7.9;11.2;12.3;65.1;23.0;16.0;1.7;22.3;21.8;10.0;6.5;0.3;7.8;14.2;24.8;6.8;5.5;2.6
477;Leeftijd: 25 jaar of ouder;Bovengrens 95%-interval;2017;76.4;62.7;11.0;4.4;14.3;27.8;9.9;51.5;9.9;16.9;31.4;23.8;28.8;39.7;51.4;36.5;45.0;32.7;7.3;8.4;12.4;19.3;68.9;24.4;20.0;1.9;22.7;24.4;11.0;7.4;;7.2;15.1;27.2;8.1;6.2;2.7
478;Leeftijd: 25 jaar of ouder;Bovengrens 95%-interval;2018;78.3;64.7;10.7;4.7;11.7;17.5;11.7;55.3;13.3;16.6;32.7;25.5;23.5;42.7;53.7;35.8;46.8;33.2;;;;;69.7;29.8;23.4;3.9;20.9;25.6;10.9;10.2;;8.6;14.2;26.5;8.5;7.0;3.7
479;Leeftijd: 25 jaar of ouder;Bovengrens 95%-interval;2019;79.3;64.8;11.4;4.8;11.6;33.6;10.9;54.5;11.2;17.5;33.0;25.6;29.0;42.1;55.4;38.9;47.5;34.1;;;;;71.2;29.3;24.6;4.5;21.5;24.6;11.1;10.5;;7.9;14.6;26.9;8.4;6.6;4.2
480;Onderwijsniveau: laag;Waarde;2012;43.0;27.0;10.6;5.4;29.7;3.9;1.4;19.7;2.5;8.4;9.5;6.8;5.7;6.5;14.3;2.3;11.2;13.1;1.8;2.4;2.6;4.5;34.1;5.3;3.5;;;;;;;5.7;7.8;8.6;1.7;0.6;0.6
481;Onderwijsniveau: laag;Waarde;2013;46.5;29.5;10.7;6.3;28.1;4.6;1.4;22.2;4.0;9.0;9.3;9.5;7.4;7.7;16.6;2.0;14.3;16.6;2.0;2.6;2.1;6.3;37.5;5.4;3.5;0.8;;;;;;5.8;8.3;10.8;1.7;0.9;0.6
482;Onderwijsniveau: laag;Waarde;2014;48.5;31.1;11.8;5.6;26.1;8.2;2.7;27.4;6.0;8.2;9.4;12.3;6.6;9.4;17.5;1.6;15.7;17.9;2.7;3.3;3.1;3.4;38.3;8.4;5.7;0.7;;;;;;;;;;;
483;Onderwijsniveau: laag;Waarde;2015;50.4;33.4;11.0;6.0;25.2;6.4;1.9;27.1;4.9;7.1;10.0;11.6;14.3;8.4;16.7;1.4;16.0;18.4;3.1;4.1;4.2;3.9;37.9;8.3;6.9;1.0;20.3;10.1;1.8;1.2;;8.8;11.2;9.4;1.9;0.7;1.3
484;Onderwijsniveau: laag;Waarde;2016;52.6;36.4;10.9;5.3;24.7;9.4;3.7;31.2;5.5;8.1;10.8;11.7;15.8;13.6;18.7;;17.8;19.4;4.1;3.8;4.0;5.2;42.2;11.9;9.3;1.3;19.8;10.7;3.1;2.6;;8.8;11.0;11.4;1.7;1.6;2.0
485;Onderwijsniveau: laag;Waarde;2017;57.2;41.0;11.9;4.4;24.6;14.0;5.0;34.9;6.8;8.1;11.9;15.5;17.5;17.4;21.9;15.9;24.9;24.6;4.1;4.3;4.7;12.2;46.9;12.0;13.6;1.8;20.6;13.3;4.6;2.4;;10.0;11.7;13.8;2.5;1.4;1.5
486;Onderwijsniveau: laag;Waarde;2018;57.7;41.9;11.6;4.1;22.1;7.9;5.2;37.8;9.9;8.1;12.5;14.7;10.5;18.8;21.4;14.1;22.8;23.7;;;;;46.7;15.3;14.1;3.4;20.8;13.5;4.1;3.5;;11.3;11.9;13.6;2.2;1.6;1.4
487;Onderwijsniveau: laag;Waarde;2019;61.2;43.8;12.7;4.7;20.3;17.4;6.4;37.5;8.4;10.6;13.3;17.0;20.0;18.7;23.5;16.8;25.6;26.2;;;;;49.3;15.8;16.7;4.7;23.0;13.7;4.1;2.9;;10.3;12.6;14.8;2.4;1.2;2.5
488;Onderwijsniveau: laag;Ondergrens 95%-interval;2012;40.6;24.8;9.1;4.3;27.5;3.0;0.8;17.8;1.8;6.9;8.0;5.6;4.5;5.2;12.5;1.5;9.6;11.4;1.1;1.6;1.7;3.5;31.8;4.1;2.5;;;;;;;4.6;6.5;7.2;1.1;0.3;0.2
489;Onderwijsniveau: laag;Ondergrens 95%-interval;2013;44.0;27.2;9.2;5.1;25.9;3.5;0.8;20.0;2.9;7.5;7.8;8.0;6.0;6.3;14.7;1.2;12.5;14.7;1.2;1.8;1.4;5.0;35.1;4.2;2.6;0.3;;;;;;4.6;6.9;9.1;1.1;0.3;0.2
490;Onderwijsniveau: laag;Ondergrens 95%-interval;2014;45.7;28.6;10.0;4.2;23.6;6.6;1.8;25.0;4.6;6.7;7.8;10.5;5.2;7.8;15.5;1.0;13.8;15.7;1.8;2.4;2.1;2.3;35.6;6.8;4.4;0.3;;;;;;;;;;;
491;Onderwijsniveau: laag;Ondergrens 95%-interval;2015;47.8;30.9;9.4;4.7;22.9;5.0;1.2;24.7;3.8;5.8;8.4;9.9;12.4;6.9;14.7;0.8;14.1;16.4;2.2;3.0;3.2;2.9;35.3;6.8;5.6;0.6;18.2;8.5;1.1;0.6;;7.3;9.5;7.9;1.2;0.3;0.7
492;Onderwijsniveau: laag;Ondergrens 95%-interval;2016;49.9;33.8;9.3;4.1;22.3;7.8;2.7;28.7;4.3;6.6;9.1;9.9;13.8;11.7;16.6;;15.8;17.3;3.0;2.7;2.9;3.9;39.6;10.1;7.7;0.7;17.6;9.1;2.3;1.7;;7.2;9.3;9.7;1.0;0.9;1.2
493;Onderwijsniveau: laag;Ondergrens 95%-interval;2017;54.4;38.3;10.1;3.2;22.2;12.1;3.8;32.3;5.5;6.6;10.2;13.5;15.5;15.5;19.7;14.0;22.6;22.3;3.0;3.3;3.6;10.5;44.2;10.3;11.7;1.1;18.5;11.6;3.5;1.6;;8.4;10.0;12.0;1.7;0.8;0.8
494;Onderwijsniveau: laag;Ondergrens 95%-interval;2018;55.0;39.3;9.9;3.0;19.9;6.4;4.0;35.2;8.4;6.6;10.8;12.8;8.9;16.8;19.3;12.2;20.7;21.4;;;;;44.0;13.5;12.3;2.4;18.7;11.8;3.1;2.5;;9.7;10.2;11.8;1.5;1.0;0.8
495;Onderwijsniveau: laag;Ondergrens 95%-interval;2019;58.6;41.2;11.0;3.6;18.2;15.5;5.1;35.0;6.9;9.0;11.5;15.0;18.0;16.7;21.4;14.8;23.4;24.0;;;;;46.8;13.9;14.8;3.6;20.9;12.0;3.1;2.0;;8.8;10.9;13.0;1.6;0.6;1.7
496;Onderwijsniveau: laag;Bovengrens 95%-interval;2012;45.4;29.2;12.1;6.5;31.8;4.9;2.0;21.7;3.3;9.8;11.1;8.0;6.9;7.7;16.1;3.2;12.8;14.8;2.4;3.2;3.4;5.6;36.5;6.4;4.4;;;;;;;6.9;9.2;10.0;2.4;1.0;1.0
497;Onderwijsniveau: laag;Bovengrens 95%-interval;2013;49.0;31.9;12.2;7.5;30.3;5.7;1.9;24.3;5.0;10.5;10.8;10.9;8.8;9.1;18.6;2.8;16.1;18.5;2.8;3.5;2.9;7.6;39.9;6.6;4.4;1.2;;;;;;6.9;9.7;12.5;2.4;1.5;1.0
498;Onderwijsniveau: laag;Bovengrens 95%-interval;2014;51.3;33.6;13.6;6.9;28.5;9.7;3.6;29.9;7.3;9.8;10.9;14.2;8.0;11.1;19.6;2.3;17.7;20.0;3.6;4.3;4.1;4.5;41.0;9.9;7.1;1.1;;;;;;;;;;;
499;Onderwijsniveau: laag;Bovengrens 95%-interval;2015;53.1;35.9;12.7;7.3;27.5;7.8;2.5;29.4;6.1;8.5;11.5;13.3;16.1;9.9;18.6;2.0;17.9;20.5;4.0;5.1;5.3;4.9;40.4;9.7;8.3;1.5;22.4;11.8;2.4;1.7;;10.3;12.8;11.0;2.7;1.2;2.0
500;Onderwijsniveau: laag;Bovengrens 95%-interval;2016;55.4;39.0;12.6;6.6;27.0;11.0;4.8;33.7;6.7;9.6;12.4;13.5;17.8;15.5;20.8;;19.9;21.6;5.2;4.9;5.0;6.4;44.9;13.6;10.9;2.0;22.0;12.4;4.0;3.5;;10.4;12.7;13.1;2.4;2.2;2.7
501;Onderwijsniveau: laag;Bovengrens 95%-interval;2017;59.9;43.6;13.6;5.5;27.0;15.8;6.2;37.5;8.2;9.5;13.6;17.4;19.6;19.4;24.1;17.9;27.2;26.9;5.1;5.4;5.9;13.9;49.7;13.7;15.5;2.5;22.8;15.1;5.8;3.1;;11.6;13.4;15.6;3.3;2.0;2.1
502;Onderwijsniveau: laag;Bovengrens 95%-interval;2018;60.4;44.5;13.4;5.2;24.4;9.3;6.3;40.3;11.5;9.5;14.2;16.6;12.2;20.9;23.6;16.0;25.0;25.9;;;;;49.4;17.2;16.0;4.4;22.9;15.3;5.1;4.4;;13.0;13.6;15.3;2.9;2.3;1.9
503;Onderwijsniveau: laag;Bovengrens 95%-interval;2019;63.7;46.3;14.4;5.8;22.4;19.4;7.7;40.0;9.8;12.2;15.0;18.9;22.1;20.7;25.7;18.8;27.8;28.5;;;;;51.9;17.7;18.6;5.7;25.2;15.4;5.1;3.8;;11.8;14.3;16.6;3.1;1.8;3.3
504;Onderwijsniveau: middelbaar;Waarde;2012;72.3;52.6;13.7;6.1;15.5;8.3;2.5;37.3;6.4;16.0;22.9;14.3;13.9;18.3;38.4;3.9;28.7;20.7;3.5;4.0;5.2;9.2;62.1;11.8;7.9;;;;;;;6.5;13.6;22.9;4.3;2.7;0.7
505;Onderwijsniveau: middelbaar;Waarde;2013;74.7;55.0;14.2;5.4;14.6;10.0;5.1;43.4;10.4;16.7;27.9;16.0;16.5;20.1;39.0;6.7;33.8;27.9;4.2;6.1;8.3;12.1;65.8;13.2;8.8;0.8;;;;;;6.6;13.6;23.2;5.0;3.5;0.9
506;Onderwijsniveau: middelbaar;Waarde;2014;74.9;57.3;11.9;5.8;15.6;11.9;4.5;43.5;11.2;18.0;27.9;21.4;17.8;25.2;43.5;6.3;36.8;28.3;6.4;8.2;9.3;9.0;65.1;17.7;12.8;1.2;;;;;;;;;;;
507;Onderwijsniveau: middelbaar;Waarde;2015;76.5;58.4;13.9;4.2;12.4;16.7;6.5;48.6;11.4;14.6;28.1;20.4;26.7;26.9;41.0;6.7;37.4;32.8;5.5;7.3;9.9;10.5;68.0;19.5;14.0;1.4;25.9;21.9;6.6;3.9;;9.0;16.9;23.3;4.5;3.5;1.3
508;Onderwijsniveau: middelbaar;Waarde;2016;80.1;62.9;11.3;5.9;10.2;18.3;7.3;53.4;11.7;13.1;29.4;22.2;27.3;30.0;47.0;;42.1;35.0;4.9;5.9;9.0;12.4;70.0;22.0;17.1;1.6;26.0;22.8;8.3;5.6;0.2;8.7;16.8;25.9;6.0;3.6;2.0
509;Onderwijsniveau: middelbaar;Waarde;2017;83.1;68.4;11.4;3.4;9.4;28.8;9.7;57.2;13.1;18.6;30.5;25.8;32.6;38.6;52.1;37.7;49.0;37.0;7.6;9.1;10.3;23.0;75.3;25.5;22.7;2.2;24.8;25.7;11.3;6.5;;8.6;18.5;27.8;7.1;4.3;2.2
510;Onderwijsniveau: middelbaar;Waarde;2018;85.2;70.1;11.3;3.9;7.7;16.9;11.5;62.4;18.5;17.0;30.4;26.3;23.8;41.0;56.2;35.9;50.0;37.0;;;;;76.5;31.1;26.2;4.2;21.9;29.7;9.8;8.7;;7.9;18.0;29.6;6.0;4.8;3.8
511;Onderwijsniveau: middelbaar;Waarde;2019;85.7;68.1;13.1;4.4;7.6;31.4;8.9;58.9;14.5;16.9;27.5;23.9;32.6;38.7;55.4;38.3;49.9;37.8;;;;;76.8;29.5;27.9;5.7;24.7;24.9;10.5;8.0;;8.7;17.4;28.1;6.2;4.3;3.3
512;Onderwijsniveau: middelbaar;Ondergrens 95%-interval;2012;70.0;49.9;11.8;4.7;13.7;6.7;1.6;34.6;5.1;14.0;20.6;12.4;12.0;16.2;35.8;2.8;26.3;18.5;2.4;2.9;3.9;7.6;59.6;10.0;6.4;;;;;;;5.2;11.8;20.6;3.2;1.8;0.3
513;Onderwijsniveau: middelbaar;Ondergrens 95%-interval;2013;72.4;52.3;12.3;4.2;12.7;8.3;3.9;40.7;8.7;14.6;25.4;14.0;14.4;17.8;36.4;5.2;31.2;25.4;3.0;4.7;6.8;10.2;63.3;11.3;7.2;0.3;;;;;;5.2;11.7;20.9;3.8;2.5;0.3
514;Onderwijsniveau: middelbaar;Ondergrens 95%-interval;2014;72.7;54.7;10.2;4.5;13.7;10.2;3.4;40.9;9.5;16.0;25.6;19.2;15.8;22.9;40.9;5.0;34.3;25.9;5.1;6.7;7.7;7.5;62.6;15.6;10.9;0.6;;;;;;;;;;;
515;Onderwijsniveau: middelbaar;Ondergrens 95%-interval;2015;74.4;55.9;12.1;3.2;10.7;14.7;5.3;46.0;9.7;12.7;25.8;18.3;24.4;24.5;38.4;5.3;34.9;30.3;4.3;5.9;8.3;8.9;65.6;17.4;12.1;0.8;23.6;19.7;5.3;2.9;;7.5;14.9;21.0;3.4;2.5;0.7
516;Onderwijsniveau: middelbaar;Ondergrens 95%-interval;2016;78.2;60.6;9.8;4.7;8.8;16.4;6.0;51.0;10.1;11.4;27.2;20.2;25.1;27.8;44.6;;39.7;32.7;3.9;4.7;7.6;10.8;67.8;19.9;15.2;1.0;23.8;20.8;7.0;4.5;0.0;7.2;14.9;23.7;4.8;2.7;1.3
517;Onderwijsniveau: middelbaar;Ondergrens 95%-interval;2017;81.3;66.1;9.8;2.5;7.9;26.6;8.3;54.8;11.4;16.7;28.3;23.7;30.3;36.2;49.7;35.3;46.5;34.7;6.3;7.7;8.8;21.0;73.2;23.4;20.6;1.5;22.7;23.6;9.8;5.3;;7.2;16.6;25.6;5.8;3.3;1.5
518;Onderwijsniveau: middelbaar;Ondergrens 95%-interval;2018;83.5;67.8;9.7;2.9;6.4;15.0;9.9;59.9;16.4;15.1;28.1;24.1;21.7;38.6;53.7;33.5;47.5;34.6;;;;;74.4;28.8;24.0;3.2;19.8;27.5;8.3;7.3;;6.6;16.1;27.3;4.8;3.8;2.8
519;Onderwijsniveau: middelbaar;Ondergrens 95%-interval;2019;84.0;65.9;11.5;3.4;6.4;29.2;7.6;56.5;12.8;15.1;25.4;21.9;30.3;36.4;53.0;36.0;47.5;35.5;;;;;74.8;27.4;25.7;4.6;22.7;22.9;9.0;6.7;;7.3;15.6;26.0;5.1;3.4;2.5
520;Onderwijsniveau: middelbaar;Bovengrens 95%-interval;2012;74.6;55.3;15.6;7.4;17.3;9.8;3.3;39.9;7.8;18.1;25.1;16.3;15.9;20.4;41.0;5.0;31.2;22.9;4.5;5.2;6.4;10.9;64.7;13.7;9.5;;;;;;;7.9;15.5;25.3;5.4;3.6;1.1
521;Onderwijsniveau: middelbaar;Bovengrens 95%-interval;2013;76.9;57.7;16.2;6.6;16.4;11.7;6.3;46.1;12.2;18.8;30.4;18.0;18.6;22.4;41.7;8.1;36.4;30.4;5.3;7.5;9.9;13.9;68.3;15.1;10.5;1.3;;;;;;8.0;15.5;25.6;6.2;4.6;1.5
522;Onderwijsniveau: middelbaar;Bovengrens 95%-interval;2014;77.2;59.9;13.6;7.0;17.5;13.6;5.6;46.1;12.9;20.1;30.2;23.6;19.9;27.5;46.1;7.5;39.4;30.7;7.8;9.7;10.8;10.6;67.6;19.7;14.6;1.8;;;;;;;;;;;
523;Onderwijsniveau: middelbaar;Bovengrens 95%-interval;2015;78.6;61.0;15.8;5.2;14.0;18.7;7.7;51.2;13.1;16.4;30.5;22.5;29.0;29.2;43.6;8.0;40.0;35.3;6.8;8.7;11.4;12.1;70.3;21.6;15.9;2.0;28.3;24.1;7.9;5.0;;10.5;18.9;25.5;5.6;4.4;1.9
524;Onderwijsniveau: middelbaar;Bovengrens 95%-interval;2016;82.0;65.3;12.8;7.1;11.7;20.2;8.6;55.8;13.4;14.7;31.7;24.2;29.5;32.3;49.4;;44.6;37.4;6.0;7.1;10.4;14.1;72.3;24.0;19.1;2.3;28.2;24.8;9.7;6.7;0.5;10.1;18.6;28.0;7.1;4.5;2.7
525;Onderwijsniveau: middelbaar;Bovengrens 95%-interval;2017;85.0;70.7;13.0;4.2;10.9;31.1;11.2;59.7;14.8;20.5;32.8;27.9;34.9;41.0;54.6;40.0;51.4;39.4;9.0;10.4;11.8;25.1;77.5;27.7;24.8;2.9;26.9;27.8;12.9;7.7;;10.0;20.4;30.0;8.3;5.2;2.9
526;Onderwijsniveau: middelbaar;Bovengrens 95%-interval;2018;87.0;72.4;12.9;4.8;9.1;18.8;13.1;64.8;20.5;18.9;32.7;28.5;26.0;43.5;58.7;38.3;52.5;39.4;;;;;78.6;33.5;28.4;5.3;23.9;32.0;11.2;10.1;;9.3;19.9;31.9;7.1;5.8;4.7
527;Onderwijsniveau: middelbaar;Bovengrens 95%-interval;2019;87.3;70.4;14.8;5.4;8.8;33.6;10.2;61.2;16.2;18.7;29.6;26.0;34.8;41.0;57.7;40.7;52.3;40.1;;;;;78.8;31.7;30.1;6.8;26.7;27.0;12.0;9.3;;10.1;19.2;30.2;7.4;5.3;4.2
528;Onderwijsniveau: hoog;Waarde;2012;83.0;65.5;12.8;4.7;10.0;10.6;4.3;39.4;5.8;21.4;41.4;16.2;21.5;25.6;55.7;7.4;41.2;25.3;4.7;7.5;9.1;14.6;73.9;21.0;12.3;;;;;;;9.1;15.4;26.5;6.6;5.2;0.9
529;Onderwijsniveau: hoog;Waarde;2013;86.6;68.7;13.7;4.2;8.1;14.0;6.2;46.6;11.4;28.6;49.2;25.4;28.2;28.9;64.4;11.3;49.0;36.6;8.0;12.4;14.6;21.0;79.3;24.7;15.3;0.6;;;;;;5.9;13.9;31.1;9.2;6.5;0.9
530;Onderwijsniveau: hoog;Waarde;2014;89.1;75.3;10.8;2.9;6.1;21.4;6.5;53.8;14.1;29.2;53.1;30.6;33.0;37.7;68.1;10.5;55.4;38.5;12.6;15.7;18.4;18.8;82.9;32.9;20.2;1.8;;;;;;;;;;;
531;Onderwijsniveau: hoog;Waarde;2015;88.3;76.2;9.2;2.9;5.1;22.7;8.0;56.3;14.4;25.8;51.7;30.9;36.0;39.6;68.1;11.8;55.9;39.8;11.6;14.3;21.4;18.1;82.6;32.4;19.7;2.9;25.9;29.6;13.5;6.8;;8.0;15.2;33.6;11.3;6.9;1.2
532;Onderwijsniveau: hoog;Waarde;2016;91.0;77.3;11.0;2.7;5.1;30.1;10.3;63.3;13.3;25.5;51.5;28.6;37.8;46.2;72.5;;59.8;40.9;11.0;14.0;19.2;17.7;86.1;36.9;22.2;2.4;22.6;29.8;15.8;8.9;;6.9;14.2;34.4;10.8;8.3;2.6
533;Onderwijsniveau: hoog;Waarde;2017;91.1;80.3;8.5;2.3;4.3;37.5;10.4;66.8;17.5;23.8;49.5;29.8;38.2;50.8;72.1;50.2;65.0;42.7;11.7;13.0;17.7;24.1;87.3;38.0;27.2;1.8;21.5;32.7;15.1;11.1;;5.8;13.8;35.8;12.6;9.4;2.9
534;Onderwijsniveau: hoog;Waarde;2018;92.6;82.1;7.2;3.2;3.6;23.9;13.3;69.0;19.7;23.0;51.9;33.7;34.0;56.0;74.2;51.7;67.7;44.1;;;;;86.3;45.2;30.5;4.8;18.4;30.8;17.3;15.6;;6.3;12.1;34.2;14.3;11.8;3.5
