ID;Geslacht;Leeftijd;DiagnoseIndelingBeldozo;Perioden;TotaalOverledenen_1;OverledenenPer10000Inwoners_2;VerpleegdagenVanKlinischeOpnamen_3;VerpleegdagenPer10000Inwoners_4;GemiddeldeVerpleegduurOverledenen_5
1668;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);1985;1249.0;0.9;22224.0;15.3;17.8
1669;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);1986;1284.0;0.9;23378.0;16.0;18.2
1670;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);1987;1172.0;0.8;22960.0;15.7;19.6
1671;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);1988;1260.0;0.9;22753.0;15.4;18.1
1672;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);1989;1426.0;1.0;28048.0;18.9;19.7
1673;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);1990;1424.0;1.0;29095.0;19.5;20.4
1674;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);1991;1264.0;0.8;23257.0;15.4;18.4
1675;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);1992;1351.0;0.9;26781.0;17.6;19.8
1676;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);1993;1631.0;1.1;29680.0;19.4;18.2
1677;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);1994;1354.0;0.9;24189.0;15.7;17.9
1678;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);1995;1497.0;1.0;25321.0;16.4;16.9
1679;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);1996;1537.0;1.0;27305.0;17.6;17.8
1680;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);1997;1559.0;1.0;26120.0;16.7;16.8
1681;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);1998;1679.0;1.1;28010.0;17.8;16.7
1682;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);1999;1609.0;1.0;24735.0;15.6;15.4
1683;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);2000;1494.0;0.9;24313.0;15.3;16.3
1684;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);2001;1366.0;0.9;20878.0;13.0;15.3
1685;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);2002;1305.0;0.8;19303.0;12.0;14.8
1686;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);2003;1297.0;0.8;16922.0;10.4;13.0
1687;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);2004;1136.0;0.7;14444.0;8.9;12.7
1688;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);2005;1264.0;0.8;15330.0;9.4;12.1
1689;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);2006;1134.0;0.7;13798.0;8.4;12.2
1690;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);2007;1299.0;0.8;14442.0;8.8;11.1
1691;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);2008;1166.0;0.7;13274.0;8.1;11.4
1692;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);2009;1142.0;0.7;11383.0;6.9;10.0
1693;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);2010;991.0;0.6;9501.0;5.7;9.6
1694;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);2011;1097.0;0.7;9090.0;5.4;8.3
1695;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3 Chron. aand. onderste luchtw. (CARA);2012;1182.0;0.7;9767.0;5.8;8.3
1696;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1981;89.0;0.1;1421.0;1.0;15.9
1697;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1982;94.0;0.1;1522.0;1.1;16.2
1698;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1983;83.0;0.1;1392.0;1.0;16.8
1699;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1984;67.0;0.0;973.0;0.7;14.5
1700;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1985;99.0;0.1;989.0;0.7;10.0
1701;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1986;81.0;0.1;1027.0;0.7;12.7
1702;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1987;54.0;0.0;742.0;0.5;13.7
1703;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1988;71.0;0.0;728.0;0.5;10.3
1704;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1989;77.0;0.1;1338.0;0.9;17.4
1705;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1990;60.0;0.0;1087.0;0.7;18.1
1706;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1991;55.0;0.0;558.0;0.4;10.1
1707;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1992;59.0;0.0;833.0;0.5;14.1
1708;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1993;54.0;0.0;594.0;0.4;11.0
1709;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1994;47.0;0.0;537.0;0.3;11.4
1710;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1995;51.0;0.0;691.0;0.4;13.5
1711;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1996;32.0;0.0;457.0;0.3;14.3
1712;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1997;24.0;0.0;277.0;0.2;11.5
1713;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1998;32.0;0.0;355.0;0.2;11.1
1714;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;1999;28.0;0.0;407.0;0.3;14.5
1715;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;2000;25.0;0.0;260.0;0.2;10.4
1716;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;2001;20.0;0.0;306.0;0.2;15.3
1717;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;2002;39.0;0.0;480.0;0.3;12.3
1718;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;2003;24.0;0.0;376.0;0.2;15.7
1719;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;2004;39.0;0.0;503.0;0.3;12.9
1720;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;2005;30.0;0.0;461.0;0.3;15.4
1721;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;2006;19.0;0.0;231.0;0.1;12.2
1722;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;2007;21.0;0.0;261.0;0.2;12.4
1723;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;2008;22.0;0.0;340.0;0.2;15.5
1724;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;2009;25.0;0.0;211.0;0.1;8.4
1725;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;2010;23.0;0.0;241.0;0.1;10.5
1726;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;2011;29.0;0.0;231.0;0.1;8.0
1727;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.1 Astma;2012;24.0;0.0;232.0;0.1;9.7
1728;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1981;892.0;0.6;17662.0;12.4;19.8
1729;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1982;970.0;0.7;19488.0;13.6;20.1
1730;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1983;969.0;0.7;19652.0;13.7;20.3
1731;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1984;1083.0;0.8;20543.0;14.2;19.0
1732;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1985;1150.0;0.8;21235.0;14.7;18.5
1733;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1986;1203.0;0.8;22351.0;15.3;18.6
1734;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1987;1118.0;0.8;22218.0;15.1;19.9
1735;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1988;1189.0;0.8;22025.0;14.9;18.5
1736;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1989;1349.0;0.9;26710.0;18.0;19.8
1737;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1990;1364.0;0.9;28008.0;18.7;20.5
1738;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1991;1209.0;0.8;22699.0;15.1;18.8
1739;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1992;1292.0;0.9;25948.0;17.1;20.1
1740;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1993;1577.0;1.0;29086.0;19.0;18.4
1741;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1994;1307.0;0.8;23652.0;15.4;18.1
1742;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1995;1446.0;0.9;24630.0;15.9;17.0
1743;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1996;1505.0;1.0;26848.0;17.3;17.8
1744;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1997;1535.0;1.0;25843.0;16.6;16.8
1745;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1998;1647.0;1.0;27655.0;17.6;16.8
1746;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;1999;1581.0;1.0;24328.0;15.4;15.4
1747;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;2000;1469.0;0.9;24053.0;15.1;16.4
1748;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;2001;1346.0;0.8;20572.0;12.8;15.3
1749;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;2002;1266.0;0.8;18823.0;11.7;14.9
1750;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;2003;1273.0;0.8;16546.0;10.2;13.0
1751;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;2004;1097.0;0.7;13941.0;8.6;12.7
1752;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;2005;1234.0;0.8;14869.0;9.1;12.0
1753;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;2006;1115.0;0.7;13567.0;8.3;12.2
1754;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;2007;1278.0;0.8;14181.0;8.7;11.1
1755;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;2008;1144.0;0.7;12934.0;7.9;11.3
1756;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;2009;1117.0;0.7;11172.0;6.8;10.0
1757;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;2010;968.0;0.6;9260.0;5.6;9.6
1758;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;2011;1068.0;0.6;8859.0;5.3;8.3
1759;Totaal mannen en vrouwen;Totaal alle leeftijden;8.3.2 Ov. chron. aand. onderste luchtw.;2012;1158.0;0.7;9535.0;5.7;8.2
1760;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1981;610.0;0.4;11055.0;7.8;18.1
1761;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1982;633.0;0.4;11660.0;8.1;18.4
1762;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1983;706.0;0.5;12555.0;8.7;17.8
1763;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1984;697.0;0.5;13015.0;9.0;18.7
1764;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1985;753.0;0.5;14725.0;10.2;19.6
1765;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1986;794.0;0.5;15099.0;10.4;19.0
1766;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1987;730.0;0.5;13244.0;9.0;18.1
1767;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1988;793.0;0.5;15900.0;10.8;20.1
1768;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1989;895.0;0.6;16066.0;10.8;18.0
1769;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1990;880.0;0.6;15857.0;10.6;18.0
1770;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1991;824.0;0.5;15547.0;10.3;18.9
1771;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1992;880.0;0.6;16548.0;10.9;18.8
1772;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1993;1082.0;0.7;18046.0;11.8;16.7
1773;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1994;978.0;0.6;17010.0;11.1;17.4
1774;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1995;1080.0;0.7;18268.0;11.8;16.9
1775;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1996;1066.0;0.7;18557.0;11.9;17.4
1776;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1997;1108.0;0.7;19188.0;12.3;17.3
1777;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1998;1094.0;0.7;19437.0;12.4;17.8
1778;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;1999;1063.0;0.7;19514.0;12.3;18.4
1779;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;2000;1090.0;0.7;17947.0;11.3;16.5
1780;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;2001;1033.0;0.6;17224.0;10.7;16.7
1781;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;2002;1141.0;0.7;17280.0;10.7;15.1
1782;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;2003;1172.0;0.7;17213.0;10.6;14.7
1783;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;2004;1117.0;0.7;16132.0;9.9;14.4
1784;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;2005;1183.0;0.7;16150.0;9.9;13.7
1785;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;2006;1151.0;0.7;15221.0;9.3;13.2
1786;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;2007;1170.0;0.7;16342.0;10.0;14.0
1787;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;2008;1180.0;0.7;14640.0;8.9;12.4
1788;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;2009;1277.0;0.8;15679.0;9.5;12.3
1789;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;2010;1144.0;0.7;12974.0;7.8;11.3
1790;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;2011;1149.0;0.7;14150.0;8.5;12.3
1791;Totaal mannen en vrouwen;Totaal alle leeftijden;8.4 Overige ziekten van de ademh.organen;2012;1115.0;0.7;12459.0;7.4;11.2
1792;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1981;3069.0;2.2;62106.0;43.6;20.2
1793;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1982;3117.0;2.2;61045.0;42.7;19.6
1794;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1983;3016.0;2.1;56731.0;39.5;18.8
1795;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1984;2938.0;2.0;57214.0;39.7;19.5
1796;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1985;2993.0;2.1;60915.0;42.0;20.4
1797;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1986;3111.0;2.1;57646.0;39.5;18.5
1798;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1987;2982.0;2.0;57063.0;38.9;19.1
1799;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1988;2966.0;2.0;55500.0;37.6;18.7
1800;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1989;3038.0;2.0;59053.0;39.8;19.4
1801;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1990;3129.0;2.1;57832.0;38.7;18.5
1802;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1991;3177.0;2.1;59488.0;39.5;18.7
1803;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1992;3396.0;2.2;59671.0;39.3;17.6
1804;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1993;3336.0;2.2;58437.0;38.2;17.5
1805;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1994;3341.0;2.2;54510.0;35.4;16.3
1806;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1995;3383.0;2.2;56394.0;36.5;16.7
1807;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1996;3431.0;2.2;60896.0;39.2;17.7
1808;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1997;3464.0;2.2;61086.0;39.1;17.6
1809;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1998;3518.0;2.2;63793.0;40.6;18.1
1810;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;1999;3454.0;2.2;56959.0;36.0;16.5
1811;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;2000;3593.0;2.3;59414.0;37.3;16.5
1812;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;2001;3511.0;2.2;54720.0;34.1;15.6
1813;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;2002;3606.0;2.2;52629.0;32.6;14.6
1814;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;2003;3583.0;2.2;51300.0;31.6;14.3
1815;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;2004;3398.0;2.1;46517.0;28.6;13.7
1816;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;2005;3208.0;2.0;45105.0;27.6;14.1
1817;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;2006;3280.0;2.0;44421.0;27.2;13.5
1818;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;2007;3112.0;1.9;42545.0;26.0;13.7
1819;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;2008;3260.0;2.0;45081.0;27.4;13.8
1820;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;2009;3122.0;1.9;41259.0;25.0;13.2
1821;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;2010;3047.0;1.8;38738.0;23.3;12.7
1822;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;2011;2803.0;1.7;33636.0;20.2;12.0
1823;Totaal mannen en vrouwen;Totaal alle leeftijden;9 Ziekten van de spijsverteringsorganen;2012;2730.0;1.6;31217.0;18.6;11.4
1824;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1981;353.0;0.2;6003.0;4.2;17.0
1825;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1982;422.0;0.3;7594.0;5.3;18.0
1826;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1983;400.0;0.3;7096.0;4.9;17.8
1827;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1984;380.0;0.3;6485.0;4.5;17.1
1828;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1985;366.0;0.3;6781.0;4.7;18.5
1829;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1986;410.0;0.3;7055.0;4.8;17.2
1830;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1987;410.0;0.3;7449.0;5.1;18.2
1831;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1988;404.0;0.3;6539.0;4.4;16.2
1832;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1989;401.0;0.3;7424.0;5.0;18.5
1833;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1990;441.0;0.3;7666.0;5.1;17.4
1834;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1991;388.0;0.3;6335.0;4.2;16.3
1835;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1992;467.0;0.3;7754.0;5.1;16.6
1836;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1993;435.0;0.3;6971.0;4.6;16.0
1837;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1994;406.0;0.3;6110.0;4.0;15.1
1838;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1995;406.0;0.3;6185.0;4.0;15.2
1839;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1996;426.0;0.3;6841.0;4.4;16.1
1840;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1997;407.0;0.3;6361.0;4.1;15.6
1841;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1998;386.0;0.2;6858.0;4.4;17.8
1842;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;1999;393.0;0.2;5337.0;3.4;13.6
1843;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;2000;379.0;0.2;5628.0;3.5;14.8
1844;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;2001;388.0;0.2;5500.0;3.4;14.2
1845;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;2002;409.0;0.3;5396.0;3.3;13.2
1846;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;2003;349.0;0.2;4136.0;2.5;11.9
1847;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;2004;334.0;0.2;4040.0;2.5;12.1
1848;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;2005;283.0;0.2;3770.0;2.3;13.3
1849;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;2006;259.0;0.2;2834.0;1.7;10.9
1850;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;2007;224.0;0.1;2293.0;1.4;10.2
1851;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;2008;214.0;0.1;2812.0;1.7;13.1
1852;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;2009;196.0;0.1;2134.0;1.3;10.9
1853;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;2010;166.0;0.1;1826.0;1.1;11.0
1854;Totaal mannen en vrouwen;Totaal alle leeftijden;9.1 Maagzweer, zweer aan twaalfv. darm.;2011;158.0;0.1;1719.0;1.0;10.9
