ID;Geslacht;Onderwijssoort;Leeftijd;VerdachtVanMisdrijf;SoortHuishouden;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
440;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;IIT-bewoner;2004/'05;310.0;120.0;190.0;39.0
441;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;IIT-bewoner;2005/'06;420.0;140.0;280.0;33.5
442;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;IIT-bewoner;2006/'07;450.0;160.0;300.0;34.2
443;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;IIT-bewoner;2007/'08;530.0;180.0;350.0;33.1
444;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;IIT-bewoner;2008/'09;500.0;150.0;360.0;28.8
445;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;Overig en onbekend;2004/'05;1130.0;250.0;890.0;21.7
446;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;Overig en onbekend;2005/'06;1400.0;330.0;1060.0;23.9
447;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;Overig en onbekend;2006/'07;1880.0;370.0;1510.0;19.4
448;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;Overig en onbekend;2007/'08;1240.0;220.0;1020.0;17.4
449;Totaal mannen en vrouwen;0;22 jaar of jonger;1 keer verdacht van misdrijf;Overig en onbekend;2008/'09;1530.0;270.0;1260.0;17.6
450;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal soort huishouden;2004/'05;11720.0;3340.0;8370.0;28.5
451;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal soort huishouden;2005/'06;15290.0;3810.0;11480.0;24.9
452;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal soort huishouden;2006/'07;17720.0;4450.0;13270.0;25.1
453;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal soort huishouden;2007/'08;19420.0;4530.0;14890.0;23.3
454;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal soort huishouden;2008/'09;19250.0;4290.0;14960.0;22.3
455;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal thuiswonend;2004/'05;9720.0;2580.0;7150.0;26.5
456;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal thuiswonend;2005/'06;12760.0;2960.0;9800.0;23.2
457;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal thuiswonend;2006/'07;14490.0;3350.0;11150.0;23.1
458;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal thuiswonend;2007/'08;16490.0;3560.0;12930.0;21.6
459;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal thuiswonend;2008/'09;16460.0;3430.0;13030.0;20.8
460;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2004/'05;6260.0;1600.0;4670.0;25.5
461;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2005/'06;8100.0;1700.0;6400.0;21.0
462;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2006/'07;9280.0;1950.0;7340.0;21.0
463;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2007/'08;10540.0;2030.0;8510.0;19.3
464;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2008/'09;10660.0;2030.0;8630.0;19.1
465;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2004/'05;3460.0;980.0;2480.0;28.3
466;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2005/'06;4660.0;1260.0;3400.0;27.0
467;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2006/'07;5210.0;1400.0;3810.0;26.8
468;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2007/'08;5950.0;1530.0;4420.0;25.8
469;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2008/'09;5800.0;1400.0;4400.0;24.1
470;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal eigen huishouden;2004/'05;1240.0;440.0;800.0;35.5
471;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal eigen huishouden;2005/'06;1560.0;500.0;1050.0;32.3
472;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal eigen huishouden;2006/'07;1920.0;630.0;1290.0;33.0
473;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal eigen huishouden;2007/'08;1950.0;620.0;1330.0;31.7
474;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal eigen huishouden;2008/'09;1660.0;500.0;1160.0;30.1
475;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Eigen huishouden, alleenstaand;2004/'05;1040.0;370.0;670.0;35.9
476;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Eigen huishouden, alleenstaand;2005/'06;1270.0;410.0;860.0;32.1
477;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Eigen huishouden, alleenstaand;2006/'07;1600.0;550.0;1060.0;34.0
478;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Eigen huishouden, alleenstaand;2007/'08;1600.0;500.0;1100.0;31.4
479;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Eigen huishouden, alleenstaand;2008/'09;1300.0;400.0;900.0;30.9
480;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Eigen huishouden, overig;2004/'05;200.0;70.0;130.0;33.5
481;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Eigen huishouden, overig;2005/'06;290.0;100.0;190.0;33.0
482;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Eigen huishouden, overig;2006/'07;310.0;90.0;230.0;27.4
483;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Eigen huishouden, overig;2007/'08;360.0;120.0;240.0;33.1
484;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Eigen huishouden, overig;2008/'09;360.0;100.0;260.0;27.0
485;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal overige huishoudens;2004/'05;760.0;330.0;430.0;43.1
486;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal overige huishoudens;2005/'06;970.0;350.0;630.0;35.7
487;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal overige huishoudens;2006/'07;1310.0;470.0;840.0;35.7
488;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal overige huishoudens;2007/'08;970.0;350.0;620.0;35.7
489;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal overige huishoudens;2008/'09;1130.0;360.0;770.0;31.9
490;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;IIT-bewoner;2004/'05;230.0;120.0;110.0;53.2
491;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;IIT-bewoner;2005/'06;290.0;130.0;150.0;46.3
492;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;IIT-bewoner;2006/'07;350.0;160.0;190.0;46.0
493;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;IIT-bewoner;2007/'08;380.0;170.0;210.0;45.3
494;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;IIT-bewoner;2008/'09;400.0;200.0;200.0;49.1
495;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Overig en onbekend;2004/'05;520.0;200.0;320.0;38.5
496;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Overig en onbekend;2005/'06;690.0;210.0;470.0;31.2
497;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Overig en onbekend;2006/'07;960.0;310.0;650.0;31.9
498;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Overig en onbekend;2007/'08;600.0;180.0;420.0;29.6
499;Totaal mannen en vrouwen;0;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Overig en onbekend;2008/'09;730.0;170.0;570.0;22.6
500;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal soort huishouden;2004/'05;852410.0;19490.0;832920.0;2.3
501;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal soort huishouden;2005/'06;895660.0;18780.0;876880.0;2.1
502;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal soort huishouden;2006/'07;899580.0;17150.0;882430.0;1.9
503;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal soort huishouden;2007/'08;892610.0;13310.0;879300.0;1.5
504;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal soort huishouden;2008/'09;883120.0;11010.0;872110.0;1.2
505;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal thuiswonend;2004/'05;840330.0;18300.0;822030.0;2.2
506;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal thuiswonend;2005/'06;883050.0;17580.0;865470.0;2.0
507;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal thuiswonend;2006/'07;882660.0;15860.0;866800.0;1.8
508;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal thuiswonend;2007/'08;880540.0;12430.0;868110.0;1.4
509;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal thuiswonend;2008/'09;870940.0;10320.0;860610.0;1.2
510;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2004/'05;710980.0;12810.0;698160.0;1.8
511;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2005/'06;743370.0;12170.0;731200.0;1.6
512;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2006/'07;743070.0;10930.0;732140.0;1.5
513;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2007/'08;739160.0;8390.0;730770.0;1.1
514;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2008/'09;733390.0;7160.0;726230.0;1.0
515;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2004/'05;129360.0;5490.0;123870.0;4.2
516;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2005/'06;139680.0;5400.0;134270.0;3.9
517;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2006/'07;139580.0;4930.0;134660.0;3.5
518;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2007/'08;141380.0;4050.0;137340.0;2.9
519;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2008/'09;137540.0;3160.0;134380.0;2.3
520;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal eigen huishouden;2004/'05;2780.0;380.0;2400.0;13.6
521;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal eigen huishouden;2005/'06;2660.0;350.0;2310.0;13.3
522;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal eigen huishouden;2006/'07;3010.0;380.0;2630.0;12.7
523;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal eigen huishouden;2007/'08;2830.0;270.0;2550.0;9.7
524;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal eigen huishouden;2008/'09;860.0;110.0;750.0;12.8
525;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2004/'05;2340.0;310.0;2030.0;13.3
526;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2005/'06;2210.0;290.0;1920.0;13.3
527;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2006/'07;2550.0;320.0;2230.0;12.7
528;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2007/'08;2400.0;240.0;2160.0;10.0
529;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2008/'09;690.0;90.0;600.0;13.5
530;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, overig;2004/'05;440.0;70.0;370.0;15.4
531;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, overig;2005/'06;450.0;60.0;390.0;13.3
532;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, overig;2006/'07;460.0;60.0;400.0;12.7
533;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, overig;2007/'08;430.0;40.0;400.0;8.1
534;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Eigen huishouden, overig;2008/'09;170.0;20.0;150.0;10.1
535;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal overige huishoudens;2004/'05;9300.0;810.0;8490.0;8.7
536;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal overige huishoudens;2005/'06;9950.0;850.0;9100.0;8.5
537;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal overige huishoudens;2006/'07;13920.0;910.0;13010.0;6.5
538;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal overige huishoudens;2007/'08;9240.0;600.0;8640.0;6.5
539;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal overige huishoudens;2008/'09;11320.0;580.0;10740.0;5.1
540;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;IIT-bewoner;2004/'05;2150.0;320.0;1830.0;14.9
541;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;IIT-bewoner;2005/'06;2300.0;340.0;1960.0;14.6
542;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;IIT-bewoner;2006/'07;2290.0;340.0;1960.0;14.7
543;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;IIT-bewoner;2007/'08;2120.0;270.0;1850.0;12.8
544;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;IIT-bewoner;2008/'09;2180.0;240.0;1940.0;11.1
545;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Overig en onbekend;2004/'05;7150.0;490.0;6660.0;6.9
546;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Overig en onbekend;2005/'06;7650.0;510.0;7140.0;6.7
547;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Overig en onbekend;2006/'07;11620.0;570.0;11050.0;4.9
548;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Overig en onbekend;2007/'08;7130.0;330.0;6790.0;4.7
549;Totaal mannen en vrouwen;0;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Overig en onbekend;2008/'09;9140.0;340.0;8810.0;3.7
550;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal soort huishouden;2004/'05;832040.0;16530.0;815510.0;2.0
551;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal soort huishouden;2005/'06;870720.0;15640.0;855080.0;1.8
552;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal soort huishouden;2006/'07;872150.0;13970.0;858180.0;1.6
553;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal soort huishouden;2007/'08;863540.0;10720.0;852810.0;1.2
554;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal soort huishouden;2008/'09;855410.0;8810.0;846600.0;1.0
555;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal thuiswonend;2004/'05;820930.0;15630.0;805310.0;1.9
556;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal thuiswonend;2005/'06;859300.0;14740.0;844550.0;1.7
557;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal thuiswonend;2006/'07;856710.0;13050.0;843650.0;1.5
558;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal thuiswonend;2007/'08;852690.0;10090.0;842600.0;1.2
559;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal thuiswonend;2008/'09;844430.0;8340.0;836090.0;1.0
560;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2004/'05;697940.0;11210.0;686730.0;1.6
561;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2005/'06;727450.0;10560.0;716890.0;1.5
562;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2006/'07;725650.0;9270.0;716380.0;1.3
563;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2007/'08;720490.0;7120.0;713380.0;1.0
564;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Thuiswonend, 2 ouders/verzorgers;2008/'09;715420.0;6020.0;709400.0;0.8
565;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2004/'05;123000.0;4420.0;118580.0;3.6
566;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2005/'06;131850.0;4180.0;127670.0;3.2
567;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2006/'07;131050.0;3780.0;127270.0;2.9
568;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2007/'08;132200.0;2980.0;129220.0;2.3
569;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Thuiswonend, 1 ouder/verzorger;2008/'09;129020.0;2330.0;126690.0;1.8
570;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal eigen huishouden;2004/'05;2470.0;290.0;2180.0;11.7
571;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal eigen huishouden;2005/'06;2320.0;280.0;2040.0;11.9
572;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal eigen huishouden;2006/'07;2620.0;270.0;2350.0;10.4
573;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal eigen huishouden;2007/'08;2450.0;200.0;2250.0;8.3
574;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal eigen huishouden;2008/'09;710.0;70.0;640.0;10.3
575;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2004/'05;2090.0;240.0;1840.0;11.6
576;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2005/'06;1920.0;230.0;1690.0;11.9
577;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2006/'07;2220.0;220.0;1990.0;10.1
578;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2007/'08;2070.0;180.0;1890.0;8.6
579;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Eigen huishouden, alleenstaand;2008/'09;570.0;60.0;510.0;10.8
580;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Eigen huishouden, overig;2004/'05;380.0;50.0;340.0;12.3
581;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Eigen huishouden, overig;2005/'06;400.0;50.0;350.0;12.0
582;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Eigen huishouden, overig;2006/'07;400.0;50.0;360.0;11.9
583;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Eigen huishouden, overig;2007/'08;380.0;20.0;360.0;6.3
584;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Eigen huishouden, overig;2008/'09;140.0;10.0;130.0;7.9
585;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal overige huishoudens;2004/'05;8630.0;610.0;8020.0;7.1
586;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal overige huishoudens;2005/'06;9110.0;620.0;8490.0;6.8
587;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal overige huishoudens;2006/'07;12820.0;650.0;12180.0;5.1
588;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal overige huishoudens;2007/'08;8400.0;430.0;7970.0;5.1
589;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Totaal overige huishoudens;2008/'09;10270.0;400.0;9870.0;3.9
590;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;IIT-bewoner;2004/'05;1890.0;210.0;1680.0;11.0
591;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;IIT-bewoner;2005/'06;1950.0;220.0;1730.0;11.1
592;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;IIT-bewoner;2006/'07;1910.0;200.0;1710.0;10.4
593;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;IIT-bewoner;2007/'08;1760.0;170.0;1590.0;9.7
594;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;IIT-bewoner;2008/'09;1800.0;140.0;1660.0;7.7
595;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Overig en onbekend;2004/'05;6740.0;410.0;6340.0;6.0
596;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Overig en onbekend;2005/'06;7150.0;400.0;6750.0;5.6
597;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Overig en onbekend;2006/'07;10920.0;450.0;10470.0;4.1
598;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Overig en onbekend;2007/'08;6630.0;260.0;6380.0;3.9
599;Totaal mannen en vrouwen;0;17 jaar of jonger;Niet verdacht van misdrijf;Overig en onbekend;2008/'09;8470.0;260.0;8210.0;3.1
600;Totaal mannen en vrouwen;0;17 jaar of jonger;Wel verdacht van misdrijf;Totaal soort huishouden;2004/'05;20380.0;2960.0;17410.0;14.5
601;Totaal mannen en vrouwen;0;17 jaar of jonger;Wel verdacht van misdrijf;Totaal soort huishouden;2005/'06;24930.0;3140.0;21790.0;12.6
602;Totaal mannen en vrouwen;0;17 jaar of jonger;Wel verdacht van misdrijf;Totaal soort huishouden;2006/'07;27430.0;3170.0;24260.0;11.6
603;Totaal mannen en vrouwen;0;17 jaar of jonger;Wel verdacht van misdrijf;Totaal soort huishouden;2007/'08;29080.0;2590.0;26490.0;8.9
604;Totaal mannen en vrouwen;0;17 jaar of jonger;Wel verdacht van misdrijf;Totaal soort huishouden;2008/'09;27700.0;2200.0;25500.0;7.9
605;Totaal mannen en vrouwen;0;17 jaar of jonger;Wel verdacht van misdrijf;Totaal thuiswonend;2004/'05;19400.0;2670.0;16730.0;13.8
606;Totaal mannen en vrouwen;0;17 jaar of jonger;Wel verdacht van misdrijf;Totaal thuiswonend;2005/'06;23750.0;2830.0;20920.0;11.9
607;Totaal mannen en vrouwen;0;17 jaar of jonger;Wel verdacht van misdrijf;Totaal thuiswonend;2006/'07;25950.0;2810.0;23150.0;10.8
608;Totaal mannen en vrouwen;0;17 jaar of jonger;Wel verdacht van misdrijf;Totaal thuiswonend;2007/'08;27850.0;2340.0;25510.0;8.4
