ID;Geslacht;Leeftijd;BurgerlijkeStaat;Herkomstland;GeboortelandOuders;Perioden;PersonenMetPensioenaanspraken_1;BrutoJaarbedragOpgebouwdPensioen_2;BrutoJaarbedragTeBereikenPensioen_3
2394;Totaal mannen en vrouwen;53500;Niet-gehuwd;Onbekend herkomstland;Geboren in NL, ouders in NL;2022;;;
2395;Totaal mannen en vrouwen;53500;Niet-gehuwd;Onbekend herkomstland;Geboren in NL, ouders in NL;2023;;;
2396;Totaal mannen en vrouwen;53500;Niet-gehuwd;Onbekend herkomstland;Onbekend;2020;10.0;9.0;50.0
2397;Totaal mannen en vrouwen;53500;Niet-gehuwd;Onbekend herkomstland;Onbekend;2021;0.0;;
2398;Totaal mannen en vrouwen;53500;Niet-gehuwd;Onbekend herkomstland;Onbekend;2022;0.0;;
2399;Totaal mannen en vrouwen;53500;Niet-gehuwd;Onbekend herkomstland;Onbekend;2023;0.0;0.0;0.0
2400;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Totaal;2020;118990.0;17586.0;153211.0
2401;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Totaal;2021;130250.0;19386.0;191033.0
2402;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Totaal;2022;151540.0;28047.0;364432.0
2403;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Totaal;2023;164360.0;34414.0;438064.0
2404;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Geboren in Nederland;2020;180.0;97.0;782.0
2405;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Geboren in Nederland;2021;190.0;85.0;601.0
2406;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Geboren in Nederland;2022;180.0;125.0;772.0
2407;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Geboren in Nederland;2023;210.0;179.0;1430.0
2408;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Geboren buiten Nederland;2020;118810.0;17489.0;152428.0
2409;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Geboren buiten Nederland;2021;130060.0;19301.0;190432.0
2410;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Geboren buiten Nederland;2022;151370.0;27920.0;363635.0
2411;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Geboren buiten Nederland;2023;164160.0;34235.0;436633.0
2412;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2020;20.0;2.0;28.0
2413;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2021;20.0;3.0;30.0
2414;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2022;20.0;4.0;4.0
2415;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2023;20.0;16.0;106.0
2416;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2020;170.0;94.0;754.0
2417;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2021;170.0;82.0;571.0
2418;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2022;160.0;121.0;768.0
2419;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2023;190.0;163.0;1325.0
2420;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Onbekend;2020;0.0;0.0;0.0
2421;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Onbekend;2021;0.0;0.0;0.0
2422;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Onbekend;2022;0.0;;
2423;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Totaal;Onbekend;2023;0.0;0.0;0.0
2424;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Totaal;2020;170.0;94.0;754.0
2425;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Totaal;2021;170.0;82.0;571.0
2426;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Totaal;2022;160.0;121.0;768.0
2427;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Totaal;2023;190.0;163.0;1325.0
2428;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Geboren in Nederland;2020;170.0;94.0;754.0
2429;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Geboren in Nederland;2021;170.0;82.0;571.0
2430;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Geboren in Nederland;2022;160.0;121.0;768.0
2431;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Geboren in Nederland;2023;190.0;163.0;1325.0
2432;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Geboren buiten Nederland;2020;;;
2433;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Geboren buiten Nederland;2021;;;
2434;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Geboren buiten Nederland;2022;;;
2435;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Geboren buiten Nederland;2023;;;
2436;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Geboren in NL, ouder(s) buiten NL;2020;;;
2437;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Geboren in NL, ouder(s) buiten NL;2021;;;
2438;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Geboren in NL, ouder(s) buiten NL;2022;;;
2439;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Geboren in NL, ouder(s) buiten NL;2023;;;
2440;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Geboren in NL, ouders in NL;2020;170.0;94.0;754.0
2441;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Geboren in NL, ouders in NL;2021;170.0;82.0;571.0
2442;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Geboren in NL, ouders in NL;2022;160.0;121.0;768.0
2443;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Geboren in NL, ouders in NL;2023;190.0;163.0;1325.0
2444;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Onbekend;2020;;;
2445;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Onbekend;2021;;;
2446;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Onbekend;2022;;;
2447;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Nederland;Onbekend;2023;;;
2448;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Totaal;2020;116740.0;17211.0;149460.0
2449;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Totaal;2021;127590.0;18987.0;186498.0
2450;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Totaal;2022;147470.0;27389.0;352519.0
2451;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Totaal;2023;159070.0;33412.0;421325.0
2452;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2020;0.0;0.0;0.0
2453;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2021;0.0;;
2454;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2022;0.0;0.0;0.0
2455;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2023;0.0;;
2456;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2020;116730.0;17211.0;149460.0
2457;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2021;127580.0;18987.0;186482.0
2458;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2022;147470.0;27389.0;352519.0
2459;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2023;159070.0;33412.0;421320.0
2460;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2020;0.0;0.0;0.0
2461;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2021;0.0;;
2462;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022;0.0;0.0;0.0
2463;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2023;0.0;;
2464;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2020;;;
2465;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2021;;;
2466;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2022;;;
2467;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2023;;;
2468;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Onbekend;2020;;;
2469;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Onbekend;2021;;;
2470;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Onbekend;2022;;;
2471;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Europa (exclusief Nederland);Onbekend;2023;;;
2472;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Totaal;2020;1990.0;260.0;2950.0
2473;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Totaal;2021;2450.0;311.0;3943.0
2474;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Totaal;2022;3880.0;530.0;11080.0
2475;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Totaal;2023;5080.0;833.0;15323.0
2476;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Geboren in Nederland;2020;10.0;2.0;28.0
2477;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Geboren in Nederland;2021;10.0;2.0;15.0
2478;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Geboren in Nederland;2022;10.0;4.0;4.0
2479;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Geboren in Nederland;2023;10.0;15.0;101.0
2480;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2020;1980.0;258.0;2922.0
2481;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2021;2430.0;309.0;3928.0
2482;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2022;3870.0;527.0;11077.0
2483;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2023;5070.0;819.0;15222.0
2484;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2020;10.0;2.0;28.0
2485;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2021;10.0;2.0;15.0
2486;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2022;10.0;4.0;4.0
2487;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Geboren in NL, ouder(s) buiten NL;2023;10.0;15.0;101.0
2488;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Geboren in NL, ouders in NL;2020;;;
2489;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Geboren in NL, ouders in NL;2021;;;
2490;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Geboren in NL, ouders in NL;2022;;;
2491;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Geboren in NL, ouders in NL;2023;;;
2492;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Onbekend;2020;;;
2493;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Onbekend;2021;;;
2494;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Onbekend;2022;;;
2495;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Buiten Europa;Onbekend;2023;;;
2496;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Totaal;2020;90.0;20.0;46.0
2497;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Totaal;2021;50.0;6.0;21.0
2498;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Totaal;2022;30.0;7.0;65.0
2499;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Totaal;2023;30.0;4.0;91.0
2500;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Geboren in Nederland;2020;0.0;0.0;0.0
2501;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Geboren in Nederland;2021;0.0;0.0;0.0
2502;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Geboren in Nederland;2022;0.0;0.0;0.0
2503;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Geboren in Nederland;2023;0.0;0.0;0.0
2504;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Geboren buiten Nederland;2020;90.0;20.0;46.0
2505;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Geboren buiten Nederland;2021;50.0;6.0;21.0
2506;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Geboren buiten Nederland;2022;30.0;4.0;40.0
2507;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Geboren buiten Nederland;2023;30.0;4.0;91.0
2508;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2020;;;
2509;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2021;;;
2510;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2022;;;
2511;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Geboren in NL, ouder(s) buiten NL;2023;;;
2512;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Geboren in NL, ouders in NL;2020;;;
2513;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Geboren in NL, ouders in NL;2021;;;
2514;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Geboren in NL, ouders in NL;2022;;;
2515;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Geboren in NL, ouders in NL;2023;;;
2516;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Onbekend;2020;0.0;0.0;0.0
2517;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Onbekend;2021;0.0;0.0;0.0
2518;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Onbekend;2022;0.0;;
2519;Totaal mannen en vrouwen;53500;Onbekende burgerlijke staat;Onbekend herkomstland;Onbekend;2023;0.0;0.0;0.0
2520;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Totaal;2020;2205130.0;9144478.0;27735409.0
2521;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Totaal;2021;2261920.0;9330168.0;28039343.0
2522;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Totaal;2022;2319110.0;10568253.0;32359322.0
2523;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Totaal;2023;2382390.0;10459299.0;33311626.0
2524;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Geboren in Nederland;2020;1572380.0;8058069.0;23646828.0
2525;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Geboren in Nederland;2021;1587020.0;8179946.0;23745426.0
2526;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Geboren in Nederland;2022;1587160.0;9152854.0;26728875.0
2527;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Geboren in Nederland;2023;1598970.0;9003792.0;27177030.0
2528;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Geboren buiten Nederland;2020;632740.0;1086392.0;4088536.0
2529;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Geboren buiten Nederland;2021;674900.0;1150200.0;4293864.0
2530;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Geboren buiten Nederland;2022;731940.0;1415366.0;5630348.0
2531;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Geboren buiten Nederland;2023;783420.0;1455508.0;6134597.0
2532;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2020;210960.0;844717.0;2627433.0
2533;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2021;220430.0;888634.0;2748117.0
2534;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2022;227800.0;1038020.0;3221193.0
2535;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Geboren in NL, ouder(s) buiten NL;2023;236590.0;1040427.0;3343988.0
2536;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2020;1361420.0;7213352.0;21019395.0
2537;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2021;1366590.0;7291312.0;20997308.0
2538;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2022;1359360.0;8114834.0;23507683.0
2539;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Geboren in NL, ouders in NL;2023;1362380.0;7963365.0;23833042.0
2540;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Onbekend;2020;0.0;;
2541;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Onbekend;2021;10.0;22.0;54.0
2542;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Onbekend;2022;10.0;34.0;98.0
2543;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Totaal;Onbekend;2023;0.0;0.0;0.0
2544;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Totaal;2020;1361420.0;7213352.0;21019395.0
2545;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Totaal;2021;1366590.0;7291312.0;20997308.0
2546;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Totaal;2022;1359360.0;8114834.0;23507683.0
2547;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Totaal;2023;1362380.0;7963365.0;23833042.0
2548;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Geboren in Nederland;2020;1361420.0;7213352.0;21019395.0
2549;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Geboren in Nederland;2021;1366590.0;7291312.0;20997308.0
2550;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Geboren in Nederland;2022;1359360.0;8114834.0;23507683.0
2551;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Geboren in Nederland;2023;1362380.0;7963365.0;23833042.0
2552;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Geboren buiten Nederland;2020;;;
2553;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Geboren buiten Nederland;2021;;;
2554;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Geboren buiten Nederland;2022;;;
2555;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Geboren buiten Nederland;2023;;;
2556;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Geboren in NL, ouder(s) buiten NL;2020;;;
2557;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Geboren in NL, ouder(s) buiten NL;2021;;;
2558;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Geboren in NL, ouder(s) buiten NL;2022;;;
2559;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Geboren in NL, ouder(s) buiten NL;2023;;;
2560;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Geboren in NL, ouders in NL;2020;1361420.0;7213352.0;21019395.0
2561;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Geboren in NL, ouders in NL;2021;1366590.0;7291312.0;20997308.0
2562;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Geboren in NL, ouders in NL;2022;1359360.0;8114834.0;23507683.0
2563;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Geboren in NL, ouders in NL;2023;1362380.0;7963365.0;23833042.0
2564;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Onbekend;2020;;;
2565;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Onbekend;2021;;;
2566;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Onbekend;2022;;;
2567;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Nederland;Onbekend;2023;;;
2568;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;2020;393440.0;692744.0;2501255.0
2569;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;2021;425710.0;732502.0;2590246.0
2570;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;2022;467690.0;897923.0;3328320.0
2571;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;2023;505610.0;916009.0;3567245.0
2572;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2020;46280.0;210834.0;632834.0
2573;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2021;46390.0;213126.0;634171.0
2574;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2022;46050.0;238820.0;714162.0
2575;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in Nederland;2023;46310.0;233453.0;721998.0
2576;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2020;347160.0;481910.0;1868421.0
2577;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2021;379320.0;519376.0;1956074.0
2578;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2022;421650.0;659104.0;2614158.0
2579;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren buiten Nederland;2023;459300.0;682556.0;2845247.0
2580;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2020;46280.0;210834.0;632834.0
2581;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2021;46390.0;213126.0;634171.0
2582;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022;46050.0;238820.0;714162.0
2583;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2023;46310.0;233453.0;721998.0
2584;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2020;;;
2585;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2021;;;
2586;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2022;;;
2587;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2023;;;
2588;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Onbekend;2020;;;
2589;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Onbekend;2021;;;
2590;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Onbekend;2022;;;
2591;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Europa (exclusief Nederland);Onbekend;2023;;;
2592;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Buiten Europa;Totaal;2020;444730.0;1237368.0;4213302.0
2593;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Buiten Europa;Totaal;2021;465070.0;1305531.0;4450567.0
2594;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Buiten Europa;Totaal;2022;488480.0;1554801.0;5522142.0
2595;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Buiten Europa;Totaal;2023;511700.0;1579392.0;5910404.0
2596;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Buiten Europa;Geboren in Nederland;2020;164680.0;633883.0;1994600.0
2597;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Buiten Europa;Geboren in Nederland;2021;174040.0;675508.0;2113946.0
2598;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Buiten Europa;Geboren in Nederland;2022;181750.0;799200.0;2507031.0
2599;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Buiten Europa;Geboren in Nederland;2023;190280.0;806974.0;2621989.0
2600;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2020;280050.0;603484.0;2218702.0
2601;Totaal mannen en vrouwen;53700;Totaal burgerlijke staat;Buiten Europa;Geboren buiten Nederland;2021;291030.0;630023.0;2336621.0
