ID;Geslacht;Leeftijden;SociaalEconomischeCategorie;Migratieachtergrond;LandVanBestemming;Perioden;Emigranten_1
810;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Duitsland;2006;4.2
811;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Duitsland;2007;4.3
812;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Duitsland;2008;4.6
813;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Duitsland;2009;4.8
814;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Duitsland;2010;5.4
815;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Duitsland;2011;6.8
816;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Frankrijk;2000;1.2
817;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Frankrijk;2001;1.1
818;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Frankrijk;2002;1.3
819;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Frankrijk;2003;1.3
820;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Frankrijk;2004;1.3
821;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Frankrijk;2005;1.3
822;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Frankrijk;2006;1.2
823;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Frankrijk;2007;1.3
824;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Frankrijk;2008;1.3
825;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Frankrijk;2009;1.4
826;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Frankrijk;2010;1.7
827;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Frankrijk;2011;1.9
828;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;India;2000;0.0
829;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;India;2001;0.0
830;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;India;2002;0.0
831;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;India;2003;0.0
832;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;India;2004;0.0
833;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;India;2005;0.0
834;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;India;2006;0.1
835;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;India;2007;0.1
836;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;India;2008;0.1
837;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;India;2009;0.1
838;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;India;2010;0.0
839;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;India;2011;0.1
840;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Italië;2000;0.7
841;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Italië;2001;0.7
842;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Italië;2002;0.7
843;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Italië;2003;0.8
844;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Italië;2004;0.6
845;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Italië;2005;0.7
846;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Italië;2006;0.8
847;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Italië;2007;0.9
848;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Italië;2008;0.8
849;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Italië;2009;0.9
850;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Italië;2010;1.1
851;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Italië;2011;1.3
852;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2000;0.2
853;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2001;0.2
854;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2002;0.2
855;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2003;0.2
856;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2004;0.2
857;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2005;0.3
858;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2006;0.2
859;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2007;0.2
860;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2008;0.2
861;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2009;0.2
862;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2010;0.2
863;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;(voormalige) Nederlandse Antillen, Aruba;2011;0.2
864;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Marokko;2000;0.0
865;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Marokko;2001;0.0
866;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Marokko;2002;0.0
867;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Marokko;2003;0.0
868;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Marokko;2004;0.0
869;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Marokko;2005;0.0
870;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Marokko;2006;0.0
871;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Marokko;2007;0.0
872;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Marokko;2008;0.0
873;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Marokko;2009;0.0
874;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Marokko;2010;0.0
875;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Marokko;2011;0.0
876;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Polen;2000;0.5
877;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Polen;2001;0.5
878;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Polen;2002;0.4
879;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Polen;2003;0.5
880;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Polen;2004;0.7
881;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Polen;2005;0.9
882;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Polen;2006;1.3
883;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Polen;2007;1.7
884;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Polen;2008;2.7
885;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Polen;2009;3.5
886;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Polen;2010;3.4
887;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Polen;2011;4.7
888;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Portugal;2000;0.3
889;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Portugal;2001;0.3
890;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Portugal;2002;0.3
891;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Portugal;2003;0.3
892;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Portugal;2004;0.4
893;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Portugal;2005;0.4
894;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Portugal;2006;0.5
895;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Portugal;2007;0.5
896;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Portugal;2008;0.5
897;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Portugal;2009;0.7
898;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Portugal;2010;0.8
899;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Portugal;2011;0.8
900;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Spanje;2000;1.2
901;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Spanje;2001;1.1
902;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Spanje;2002;1.2
903;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Spanje;2003;1.3
904;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Spanje;2004;1.4
905;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Spanje;2005;1.5
906;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Spanje;2006;1.6
907;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Spanje;2007;1.4
908;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Spanje;2008;1.4
909;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Spanje;2009;1.4
910;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Spanje;2010;1.5
911;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Spanje;2011;2.0
912;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Suriname;2000;0.0
913;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Suriname;2001;0.0
914;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Suriname;2002;0.0
915;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Suriname;2003;0.0
916;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Suriname;2004;0.0
917;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Suriname;2005;0.0
918;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Suriname;2006;0.0
919;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Suriname;2007;0.0
920;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Suriname;2008;0.0
921;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Suriname;2009;0.0
922;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Suriname;2010;0.0
923;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Suriname;2011;0.0
924;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Turkije;2000;0.0
925;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Turkije;2001;0.0
926;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Turkije;2002;0.0
927;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Turkije;2003;0.0
928;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Turkije;2004;0.0
929;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Turkije;2005;0.1
930;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Turkije;2006;0.1
931;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Turkije;2007;0.1
932;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Turkije;2008;0.1
933;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Turkije;2009;0.1
934;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Turkije;2010;0.1
935;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Turkije;2011;0.1
936;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigd Koninkrijk;2000;2.4
937;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigd Koninkrijk;2001;2.1
938;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigd Koninkrijk;2002;2.2
939;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigd Koninkrijk;2003;2.3
940;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigd Koninkrijk;2004;2.6
941;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigd Koninkrijk;2005;2.4
942;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigd Koninkrijk;2006;2.6
943;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigd Koninkrijk;2007;2.5
944;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigd Koninkrijk;2008;2.3
945;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigd Koninkrijk;2009;2.6
946;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigd Koninkrijk;2010;2.9
947;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigd Koninkrijk;2011;3.3
948;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigde Staten van Amerika;2000;2.5
949;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigde Staten van Amerika;2001;2.2
950;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigde Staten van Amerika;2002;2.3
951;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigde Staten van Amerika;2003;2.1
952;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigde Staten van Amerika;2004;2.1
953;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigde Staten van Amerika;2005;2.0
954;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigde Staten van Amerika;2006;2.2
955;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigde Staten van Amerika;2007;2.4
956;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigde Staten van Amerika;2008;2.2
957;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigde Staten van Amerika;2009;2.3
958;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigde Staten van Amerika;2010;2.4
959;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Verenigde Staten van Amerika;2011;2.7
960;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Onbekend;2000;7.4
961;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Onbekend;2001;7.7
962;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Onbekend;2002;11.1
963;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Onbekend;2003;12.4
964;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Onbekend;2004;13.4
965;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Onbekend;2005;12.3
966;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Onbekend;2006;15.6
967;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Onbekend;2007;13.5
968;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Onbekend;2008;14.6
969;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Onbekend;2009;17.4
970;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Onbekend;2010;16.8
971;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Westerse migratieachtergrond;Onbekend;2011;13.5
972;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal landen;2000;22.1
973;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal landen;2001;23.9
974;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal landen;2002;28.6
975;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal landen;2003;35.5
976;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal landen;2004;40.6
977;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal landen;2005;44.3
978;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal landen;2006;47.6
979;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal landen;2007;44.0
980;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal landen;2008;41.5
981;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal landen;2009;40.1
982;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal landen;2010;44.5
983;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal landen;2011;45.0
984;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal westerse landen;2000;4.8
985;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal westerse landen;2001;5.8
986;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal westerse landen;2002;5.6
987;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal westerse landen;2003;6.8
988;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal westerse landen;2004;8.7
989;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal westerse landen;2005;9.7
990;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal westerse landen;2006;12.0
991;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal westerse landen;2007;11.7
992;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal westerse landen;2008;10.7
993;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal westerse landen;2009;9.8
994;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal westerse landen;2010;10.2
995;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal westerse landen;2011;11.6
996;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal niet-westerse landen;2000;8.3
997;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal niet-westerse landen;2001;9.2
998;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal niet-westerse landen;2002;9.8
999;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal niet-westerse landen;2003;12.1
1000;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal niet-westerse landen;2004;14.5
1001;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal niet-westerse landen;2005;15.4
1002;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal niet-westerse landen;2006;16.0
1003;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal niet-westerse landen;2007;16.6
1004;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal niet-westerse landen;2008;15.8
1005;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal niet-westerse landen;2009;16.7
1006;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal niet-westerse landen;2010;18.7
1007;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Totaal niet-westerse landen;2011;21.4
1008;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Afrika;2000;1.9
1009;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Afrika;2001;2.3
1010;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Afrika;2002;2.0
1011;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Afrika;2003;2.3
1012;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Afrika;2004;2.6
1013;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Afrika;2005;2.7
1014;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Afrika;2006;2.9
1015;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Afrika;2007;3.2
1016;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Afrika;2008;2.8
1017;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Afrika;2009;2.8
1018;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Afrika;2010;3.1
1019;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Afrika;2011;3.4
1020;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Amerika;2000;4.3
1021;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Amerika;2001;4.8
1022;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Amerika;2002;5.6
1023;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Amerika;2003;6.7
1024;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Amerika;2004;7.5
1025;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Amerika;2005;7.8
1026;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Amerika;2006;7.4
1027;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Amerika;2007;6.9
1028;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Amerika;2008;6.3
1029;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Amerika;2009;6.2
1030;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Amerika;2010;6.9
1031;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Amerika;2011;7.8
1032;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Azië;2000;1.8
1033;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Azië;2001;2.1
1034;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Azië;2002;2.1
1035;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Azië;2003;2.7
1036;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Azië;2004;3.1
1037;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Azië;2005;3.9
1038;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Azië;2006;4.6
1039;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Azië;2007;5.4
1040;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Azië;2008;5.5
1041;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Azië;2009;6.5
1042;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Azië;2010;7.4
1043;Totaal mannen en vrouwen;Totaal leeftijd;Totaal;Niet-westerse migratieachtergrond;Azië;2011;8.4
