ID;Geslacht;Onderwijsvolgend;CaribischNederland;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;WerknemerMetVastDienstverband_5;WerknemerMetTijdelijkDienstverband_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstandigeMetPersoneel_9;MeewerkendGezinslid_10;Deeltijd_11;MinderDan20UurPerWeek_12;MinderDan12UurPerWeek_13;k_12Tot20UurPerWeek_14;k_20Tot35UurPerWeek_15;k_20Tot28UurPerWeek_16;k_28Tot35UurPerWeek_17;Voltijd_18;WerklozeBeroepsbevolking_19;Werkloosheidspercentage_20;NietBeroepsbevolking_21;BrutoArbeidsparticipatie_22;NettoArbeidsparticipatie_23
165;Vrouwen;Totaal;Saba;2018;150;80;80;70;30;40;10;0;0;10;30;10;10;0;30;20;10;50;0;;70;;
166;Vrouwen;Totaal;Saba;2020;90;40;40;40;20;20;0;0;0;0;10;0;0;0;10;0;10;30;10;;50;;
167;Vrouwen;Totaal;Saba;2022;90;20;20;20;20;10;0;0;0;0;0;0;0;0;0;0;0;20;0;;70;;
168;Vrouwen;Volgt regulier onderwijs;Caribisch Nederland;2012;750;160;150;150;60;80;0;0;0;0;90;30;0;30;60;50;10;60;20;;580;21.6;19.6
169;Vrouwen;Volgt regulier onderwijs;Caribisch Nederland;2014;860;120;100;100;60;40;0;0;0;0;50;20;0;20;30;20;10;50;30;;730;14.4;11.2
170;Vrouwen;Volgt regulier onderwijs;Caribisch Nederland;2016;720;120;80;80;50;30;0;0;0;0;20;20;20;0;0;0;0;60;40;;610;16.2;10.9
171;Vrouwen;Volgt regulier onderwijs;Caribisch Nederland;2018;700;160;150;140;10;130;10;0;0;10;70;60;30;30;20;10;10;70;20;;530;23.5;20.8
172;Vrouwen;Volgt regulier onderwijs;Caribisch Nederland;2020;610;160;140;140;50;90;0;0;0;0;90;0;0;0;90;70;20;50;20;;450;25.7;23.2
173;Vrouwen;Volgt regulier onderwijs;Caribisch Nederland;2022;900;320;250;250;110;140;0;0;0;0;150;100;30;70;50;50;0;100;70;;580;35.6;27.8
174;Vrouwen;Volgt regulier onderwijs;Bonaire;2012;520;150;140;140;60;80;0;0;0;0;90;30;0;30;60;50;10;50;20;;370;29.3;26.4
175;Vrouwen;Volgt regulier onderwijs;Bonaire;2014;580;90;80;80;60;20;0;0;0;0;30;20;0;20;20;20;0;50;10;;490;15.5;13.6
176;Vrouwen;Volgt regulier onderwijs;Bonaire;2016;510;90;60;60;30;30;0;0;0;0;10;10;10;0;0;0;0;50;30;;420;;
177;Vrouwen;Volgt regulier onderwijs;Bonaire;2018;520;120;110;110;0;110;0;0;0;0;50;50;30;30;0;0;0;50;10;;400;;
178;Vrouwen;Volgt regulier onderwijs;Bonaire;2020;500;150;140;140;50;90;0;0;0;0;80;0;0;0;80;70;10;50;10;;360;29.1;27.1
179;Vrouwen;Volgt regulier onderwijs;Bonaire;2022;760;310;240;240;100;140;0;0;0;0;150;100;30;70;50;50;0;90;70;;450;40.9;31.5
180;Vrouwen;Volgt regulier onderwijs;Sint Eustatius;2012;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;110;;
181;Vrouwen;Volgt regulier onderwijs;Sint Eustatius;2014;150;30;10;10;0;10;0;0;0;0;10;0;0;0;10;0;10;0;20;;120;;
182;Vrouwen;Volgt regulier onderwijs;Sint Eustatius;2016;100;10;10;10;10;0;0;0;0;0;10;10;10;0;0;0;0;0;0;;90;;
183;Vrouwen;Volgt regulier onderwijs;Sint Eustatius;2018;80;20;10;10;0;10;0;0;0;0;10;0;0;0;10;10;0;10;10;;70;;
184;Vrouwen;Volgt regulier onderwijs;Sint Eustatius;2020;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;60;;
185;Vrouwen;Volgt regulier onderwijs;Sint Eustatius;2022;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;60;;
186;Vrouwen;Volgt regulier onderwijs;Saba;2012;120;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;10;0;;110;;
187;Vrouwen;Volgt regulier onderwijs;Saba;2014;130;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;120;3.9;3.9
188;Vrouwen;Volgt regulier onderwijs;Saba;2016;110;20;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;90;;
189;Vrouwen;Volgt regulier onderwijs;Saba;2018;90;20;20;20;10;10;10;0;0;10;10;10;10;0;10;10;10;10;0;;70;;
190;Vrouwen;Volgt regulier onderwijs;Saba;2020;40;10;10;10;0;10;0;0;0;0;10;0;0;0;10;0;10;0;10;;30;;
191;Vrouwen;Volgt regulier onderwijs;Saba;2022;80;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;0;;70;;
192;Vrouwen;Volgt geen regulier onderwijs;Caribisch Nederland;2012;540;430;390;390;250;140;0;0;0;0;90;20;20;0;70;30;40;300;40;9.6;110;79.9;72.2
193;Vrouwen;Volgt geen regulier onderwijs;Caribisch Nederland;2014;650;530;420;390;230;160;30;10;0;20;110;30;30;0;80;70;10;310;110;20.8;120;81.8;64.8
194;Vrouwen;Volgt geen regulier onderwijs;Caribisch Nederland;2016;570;480;400;400;250;160;0;0;0;0;90;10;10;0;80;10;60;310;80;;90;84.7;71.0
195;Vrouwen;Volgt geen regulier onderwijs;Caribisch Nederland;2018;580;470;450;430;230;200;10;10;0;0;150;0;0;0;150;90;60;300;30;5.7;100;81.9;77.3
196;Vrouwen;Volgt geen regulier onderwijs;Caribisch Nederland;2020;530;350;310;310;160;150;0;0;0;0;50;0;0;0;50;30;20;260;40;12.1;180;66.5;58.5
197;Vrouwen;Volgt geen regulier onderwijs;Caribisch Nederland;2022;550;470;450;430;320;110;20;20;0;0;50;0;0;0;50;30;20;410;20;;80;;
198;Vrouwen;Volgt geen regulier onderwijs;Bonaire;2012;420;360;320;320;210;110;0;0;0;0;50;10;10;0;40;20;30;270;40;;70;;
199;Vrouwen;Volgt geen regulier onderwijs;Bonaire;2014;540;440;340;320;190;130;20;0;0;20;70;20;20;0;50;40;10;270;110;;100;;
200;Vrouwen;Volgt geen regulier onderwijs;Bonaire;2016;470;420;360;360;230;130;0;0;0;0;70;10;10;0;50;0;50;290;60;;60;;
201;Vrouwen;Volgt geen regulier onderwijs;Bonaire;2018;470;380;350;340;210;130;10;10;0;0;110;0;0;0;110;60;50;240;30;;90;;
202;Vrouwen;Volgt geen regulier onderwijs;Bonaire;2020;420;270;240;240;120;120;0;0;0;0;30;0;0;0;30;10;20;210;30;;150;;
203;Vrouwen;Volgt geen regulier onderwijs;Bonaire;2022;460;420;400;380;290;90;20;20;0;0;50;0;0;0;50;30;20;360;10;;50;;
204;Vrouwen;Volgt geen regulier onderwijs;Sint Eustatius;2012;70;40;40;40;20;20;0;0;0;0;20;0;0;0;20;10;10;20;0;;30;;
205;Vrouwen;Volgt geen regulier onderwijs;Sint Eustatius;2014;50;40;40;20;20;0;10;10;0;0;30;0;0;0;30;30;0;10;0;;10;;
206;Vrouwen;Volgt geen regulier onderwijs;Sint Eustatius;2016;60;40;20;20;20;10;0;0;0;0;10;0;0;0;10;0;10;10;20;;20;;
207;Vrouwen;Volgt geen regulier onderwijs;Sint Eustatius;2018;50;40;40;40;0;30;0;0;0;0;20;0;0;0;20;20;10;10;0;;10;;
208;Vrouwen;Volgt geen regulier onderwijs;Sint Eustatius;2020;60;50;40;40;20;20;0;0;0;0;20;0;0;0;20;10;0;20;10;;10;;
209;Vrouwen;Volgt geen regulier onderwijs;Sint Eustatius;2022;70;40;40;30;30;10;0;0;0;0;0;0;0;0;0;0;0;40;10;;30;;
210;Vrouwen;Volgt geen regulier onderwijs;Saba;2012;50;30;30;30;30;10;0;0;0;0;10;0;0;0;10;10;10;20;0;;20;;
211;Vrouwen;Volgt geen regulier onderwijs;Saba;2014;60;50;50;50;20;30;0;0;0;0;10;0;0;0;10;0;0;40;0;;10;;
212;Vrouwen;Volgt geen regulier onderwijs;Saba;2016;30;30;20;20;0;20;0;0;0;0;20;0;0;0;20;10;0;10;0;;10;;
213;Vrouwen;Volgt geen regulier onderwijs;Saba;2018;60;60;60;60;20;30;0;0;0;0;20;0;0;0;20;10;10;40;0;;0;;
214;Vrouwen;Volgt geen regulier onderwijs;Saba;2020;50;30;30;30;20;10;0;0;0;0;10;0;0;0;10;0;0;30;0;;20;;
215;Vrouwen;Volgt geen regulier onderwijs;Saba;2022;10;10;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;10;0;;0;;
