ID;InstitutionalSectors;NotConsolidatedConsolidated;BalanceSheetsAndTransactions;Periods;Total_1;Total_2;MonetaryGold_3;SpecialDrawingRightsSDRs_4;Total_5;Currency_6;TransferableDeposits_7;Total_8;SavingsDeposits_9;OtherDeposits_10;Total_11;ShortTermSecurities_12;LongTermSecurities_13;Total_14;ShortTermLoans_15;LongTermLoans_16;Total_17;Total_18;ListedShares_19;UnlistedShares_20;OtherEquity_21;Total_22;MoneyMarketFundMMFSharesOrUnits_23;NonMMFInvestmentFundSharesUnits_24;Total_25;NonLifeInsuranceTechnicalReserves_26;LifeInsuranceAndAnnuityEntitlements_27;PensionEntitlementsAndClaims_28;ProvisionsForCallsUnderGuarantees_29;Total_30;Total_31;Options_32;Forwards_33;EmployeeStockOptions_34;Total_35;TradeCreditsAndAdvances_36;OtherReceivablePayable_37;Totaal_38;Total_39;MonetaryGold_40;SpecialDrawingRightsSDRs_41;Total_42;Currency_43;TransferableDeposits_44;Total_45;SavingsDeposits_46;OtherDeposits_47;Total_48;ShortTermSecurities_49;LongTermSecurities_50;Total_51;ShortTermLoans_52;LongTermLoans_53;Total_54;Total_55;ListedShares_56;UnlistedShares_57;OtherEquity_58;Total_59;MoneyMarketFundMMFSharesOrUnits_60;NonMMFInvestmentFundSharesUnits_61;Total_62;NonLifeInsuranceTechnicalReserves_63;LifeInsuranceAndAnnuityEntitlements_64;PensionEntitlementsAndClaims_65;ProvisionsForCallsUnderGuarantees_66;Total_67;Total_68;Options_69;Forwards_70;EmployeeStock_71;Total_72;TradeCreditsAndAdvances_73;OtherReceivablePayable_74;NetWorth_75
1909;The non-financial corporations sector;Consolidated;Financial transactions;2003;46884.0;;;;12475.0;306.0;1332.0;10837.0;;10837.0;-446.0;-40.0;-406.0;5816.0;-24343.0;30159.0;22699.0;22699.0;444.0;22254.0;1.0;0.0;0.0;0.0;969.0;365.0;;604.0;0.0;686.0;686.0;;;;4685.0;283.0;4402.0;6909.0;;;;;;;;;;-6391.0;176.0;-6567.0;22641.0;5010.0;17631.0;-6729.0;-6729.0;323.0;-7048.0;-4.0;;;;16.0;;;16.0;;0.0;0.0;;;;-2628.0;792.0;-3420.0;39975.0
1910;The non-financial corporations sector;Consolidated;Financial transactions;2004 1st quarter;4284.0;;;;1184.0;-177.0;-973.0;2334.0;;;716.0;917.0;-201.0;-2072.0;-1200.0;-872.0;3324.0;3324.0;-540.0;3864.0;0.0;0.0;0.0;0.0;97.0;-14.0;;111.0;0.0;1266.0;1266.0;;;;-231.0;1203.0;-1434.0;-13715.0;;;;;;;;;;-1589.0;186.0;-1775.0;-3373.0;306.0;-3679.0;2774.0;2774.0;2721.0;53.0;0.0;;;;2.0;;;2.0;;0.0;0.0;;;;-11529.0;74.0;-11603.0;17999.0
1911;The non-financial corporations sector;Consolidated;Financial transactions;2004 2nd quarter;14800.0;;;;5009.0;14.0;3397.0;1598.0;;;604.0;568.0;36.0;-807.0;-1166.0;359.0;5175.0;5175.0;407.0;4768.0;0.0;0.0;0.0;0.0;187.0;64.0;;123.0;0.0;-545.0;-545.0;;;;5177.0;1402.0;3775.0;12695.0;;;;;;;;;;-1003.0;-103.0;-900.0;-1849.0;-497.0;-1352.0;1934.0;1934.0;-539.0;2473.0;0.0;;;;2.0;;;2.0;;0.0;0.0;;;;13611.0;365.0;13246.0;2105.0
1912;The non-financial corporations sector;Consolidated;Financial transactions;2004 3rd quarter;1114.0;;;;-637.0;-8.0;749.0;-1378.0;;;766.0;528.0;238.0;-2909.0;-1005.0;-1904.0;9570.0;9570.0;547.0;9023.0;0.0;0.0;0.0;0.0;186.0;75.0;;111.0;0.0;1138.0;1138.0;;;;-7000.0;168.0;-7168.0;-10511.0;;;;;;;;;;-2003.0;-186.0;-1817.0;632.0;1857.0;-1225.0;-942.0;-942.0;-2662.0;1719.0;1.0;;;;2.0;;;2.0;;0.0;0.0;;;;-8200.0;190.0;-8390.0;11625.0
1913;The non-financial corporations sector;Consolidated;Financial transactions;2004 4th quarter;14704.0;;;;8578.0;568.0;6168.0;1842.0;;;549.0;201.0;348.0;-3167.0;-853.0;-2314.0;9024.0;9024.0;0.0;9024.0;0.0;0.0;0.0;0.0;321.0;208.0;;113.0;0.0;-812.0;-812.0;;;;211.0;900.0;-689.0;1776.0;;;;;;;;;;840.0;16.0;824.0;-662.0;1327.0;-1989.0;1585.0;1585.0;-408.0;1993.0;0.0;;;;2.0;;;2.0;;0.0;0.0;;;;11.0;891.0;-880.0;12928.0
1914;The non-financial corporations sector;Consolidated;Financial transactions;2004;35004.0;;;;14134.0;397.0;9341.0;4396.0;;4396.0;2635.0;2214.0;421.0;-8955.0;-4224.0;-4731.0;25474.0;25474.0;218.0;25256.0;0.0;0.0;0.0;0.0;791.0;333.0;;458.0;0.0;1047.0;1047.0;;;;-122.0;3673.0;-3795.0;-9653.0;;;;;;;;;;-3755.0;-87.0;-3668.0;-5252.0;2993.0;-8245.0;3732.0;3732.0;-1084.0;4815.0;1.0;;;;8.0;;;8.0;;0.0;0.0;;;;-4386.0;1520.0;-5906.0;44657.0
1915;The non-financial corporations sector;Consolidated;Financial transactions;2005 1st quarter;10202.0;;;;-2828.0;-181.0;-2460.0;-187.0;;;-106.0;536.0;-642.0;5597.0;6907.0;-1310.0;4754.0;4754.0;370.0;4384.0;0.0;0.0;0.0;0.0;546.0;154.0;;392.0;0.0;-43.0;-43.0;0.0;-43.0;;2282.0;1305.0;977.0;93.0;;;;;;;;;;-2431.0;354.0;-2785.0;9631.0;8126.0;1505.0;-3793.0;-3793.0;3486.0;-7245.0;-34.0;;;;0.0;;;0.0;;0.0;0.0;0.0;;0.0;-3314.0;43.0;-3357.0;10109.0
1916;The non-financial corporations sector;Consolidated;Financial transactions;2005 2nd quarter;11036.0;;;;5519.0;93.0;4180.0;1246.0;;;-87.0;456.0;-543.0;613.0;1073.0;-460.0;4229.0;4229.0;275.0;3954.0;0.0;0.0;0.0;0.0;689.0;263.0;;426.0;0.0;-43.0;-43.0;0.0;-43.0;;116.0;1368.0;-1252.0;10343.0;;;;;;;;;;2184.0;393.0;1791.0;16839.0;2303.0;14536.0;-6198.0;-6198.0;-3996.0;-2232.0;30.0;;;;0.0;;;0.0;;0.0;0.0;0.0;;0.0;-2482.0;1055.0;-3537.0;693.0
1917;The non-financial corporations sector;Consolidated;Financial transactions;2005 3rd quarter;74560.0;;;;4648.0;390.0;3836.0;422.0;;;792.0;575.0;217.0;14590.0;8985.0;5605.0;48229.0;48229.0;-406.0;48635.0;0.0;0.0;0.0;0.0;555.0;158.0;;397.0;0.0;-43.0;-43.0;0.0;-43.0;;5789.0;1203.0;4586.0;62500.0;;;;;;;;;;2047.0;326.0;1721.0;2694.0;-4100.0;6794.0;44375.0;44375.0;66985.0;-22628.0;18.0;;;;0.0;;;0.0;;0.0;0.0;0.0;;0.0;13384.0;450.0;12934.0;12060.0
1918;The non-financial corporations sector;Consolidated;Financial transactions;2005 4th quarter;7008.0;;;;5240.0;-106.0;5809.0;-463.0;;;249.0;-159.0;408.0;1951.0;1094.0;857.0;-2373.0;-2373.0;-881.0;-1492.0;0.0;0.0;0.0;0.0;524.0;130.0;;394.0;0.0;-42.0;-42.0;0.0;-42.0;;1459.0;981.0;478.0;-5225.0;;;;;;;;;;-4309.0;428.0;-4737.0;-2205.0;-7489.0;5284.0;-6166.0;-6166.0;-1512.0;-4639.0;-15.0;;;;0.0;;;0.0;;0.0;0.0;0.0;;0.0;7455.0;1220.0;6235.0;12233.0
1919;The non-financial corporations sector;Consolidated;Financial transactions;2005;101124.0;;;;12579.0;196.0;11365.0;1018.0;;1018.0;848.0;1408.0;-560.0;22751.0;18059.0;4692.0;54839.0;54839.0;-642.0;55481.0;0.0;0.0;0.0;0.0;2314.0;705.0;;1609.0;0.0;-171.0;-171.0;0.0;-171.0;;7964.0;4857.0;3107.0;66029.0;;;;;;;;;;-2509.0;1501.0;-4010.0;26959.0;-1160.0;28119.0;28218.0;28218.0;64963.0;-36744.0;-1.0;;;;0.0;;;0.0;;0.0;0.0;0.0;;0.0;13361.0;2768.0;10593.0;35095.0
1920;The non-financial corporations sector;Consolidated;Financial transactions;2006 1st quarter;17793.0;;;;4901.0;-20.0;842.0;4079.0;;;1234.0;-3.0;1237.0;10255.0;1002.0;9253.0;1395.0;1576.0;-182.0;1786.0;-28.0;-181.0;-179.0;-2.0;1064.0;556.0;;508.0;0.0;297.0;297.0;30.0;267.0;;-1353.0;1212.0;-2565.0;202.0;;;;;;;;;;-2657.0;-1167.0;-1490.0;5076.0;10825.0;-5749.0;4684.0;4684.0;-2537.0;7018.0;203.0;;;;0.0;;;0.0;;11.0;11.0;11.0;;0.0;-6912.0;-17.0;-6895.0;17591.0
1921;The non-financial corporations sector;Consolidated;Financial transactions;2006 2nd quarter;23323.0;;;;5742.0;67.0;2545.0;3130.0;;;-2079.0;-5.0;-2074.0;6996.0;4882.0;2114.0;5388.0;4962.0;19.0;4961.0;-18.0;426.0;426.0;0.0;446.0;-105.0;;551.0;0.0;12.0;12.0;4.0;8.0;;6818.0;972.0;5846.0;17517.0;;;;;;;;;;1236.0;-1031.0;2267.0;7616.0;6009.0;1607.0;-3434.0;-3434.0;-4117.0;1480.0;-797.0;;;;0.0;;;0.0;;3.0;3.0;3.0;;0.0;12096.0;531.0;11565.0;5806.0
1922;The non-financial corporations sector;Consolidated;Financial transactions;2006 3rd quarter;20629.0;;;;11112.0;67.0;3060.0;7985.0;;;-388.0;-6.0;-382.0;1652.0;68.0;1584.0;5692.0;4909.0;-65.0;5000.0;-26.0;783.0;781.0;2.0;304.0;-211.0;;515.0;0.0;-41.0;-41.0;1.0;-42.0;;2298.0;162.0;2136.0;10239.0;;;;;;;;;;-463.0;-949.0;486.0;21535.0;18943.0;2592.0;-5274.0;-5274.0;-4360.0;-1083.0;169.0;;;;0.0;;;0.0;;-1.0;-1.0;-1.0;;0.0;-5558.0;244.0;-5802.0;10390.0
1923;The non-financial corporations sector;Consolidated;Financial transactions;2006 4th quarter;6825.0;;;;8250.0;86.0;2881.0;5283.0;;;797.0;-4.0;801.0;-6527.0;-2044.0;-4483.0;5335.0;6428.0;82.0;6376.0;-30.0;-1093.0;-1094.0;1.0;318.0;-219.0;;537.0;0.0;-198.0;-198.0;-2.0;-196.0;;-1150.0;261.0;-1411.0;-8395.0;;;;;;;;;;2885.0;-918.0;3803.0;-1513.0;-4628.0;3115.0;-7122.0;-7122.0;-1554.0;-3199.0;-2369.0;;;;0.0;;;0.0;;0.0;0.0;0.0;;0.0;-2645.0;1322.0;-3967.0;15220.0
1924;The non-financial corporations sector;Consolidated;Financial transactions;2006;66857.0;;;;30005.0;200.0;9328.0;20477.0;;20477.0;-436.0;-18.0;-418.0;12376.0;3908.0;8468.0;17810.0;17875.0;-146.0;18123.0;-102.0;-65.0;-66.0;1.0;2132.0;21.0;;2111.0;0.0;70.0;70.0;33.0;37.0;;4900.0;2607.0;2293.0;17850.0;;;;;;;;;;1001.0;-4065.0;5066.0;32714.0;31149.0;1565.0;-11146.0;-11146.0;-12568.0;4216.0;-2794.0;;;;0.0;;;0.0;;13.0;13.0;13.0;;0.0;-4732.0;2080.0;-6812.0;49007.0
1925;The non-financial corporations sector;Consolidated;Financial transactions;2007 1st quarter;35730.0;;;;-1153.0;120.0;-3222.0;1949.0;;;-1492.0;25.0;-1517.0;19821.0;2831.0;16990.0;7943.0;6797.0;1.0;6796.0;0.0;1146.0;720.0;426.0;566.0;474.0;;92.0;0.0;1240.0;1240.0;2.0;1238.0;;8805.0;4760.0;4045.0;17138.0;;;;;;;;;;701.0;-265.0;966.0;19656.0;9712.0;9944.0;4588.0;4588.0;2659.0;2572.0;-643.0;;;;0.0;;;0.0;;2.0;2.0;2.0;;0.0;-7809.0;-3624.0;-4185.0;18592.0
1926;The non-financial corporations sector;Consolidated;Financial transactions;2007 2nd quarter;11393.0;;;;4330.0;-115.0;2564.0;1881.0;;;670.0;-32.0;702.0;9740.0;3244.0;6496.0;-3077.0;-1922.0;5.0;-1914.0;-13.0;-1155.0;-850.0;-305.0;-66.0;-163.0;;97.0;0.0;-1482.0;-1482.0;-1.0;-1481.0;;1278.0;3741.0;-2463.0;3853.0;;;;;;;;;;3183.0;-498.0;3681.0;2906.0;-1403.0;4309.0;-7546.0;-7546.0;-9871.0;2510.0;-185.0;;;;0.0;;;0.0;;1.0;1.0;1.0;;0.0;5309.0;-3038.0;8347.0;7540.0
1927;The non-financial corporations sector;Consolidated;Financial transactions;2007 3rd quarter;14659.0;;;;-265.0;172.0;-2733.0;2296.0;;;2729.0;65.0;2664.0;3998.0;-35.0;4033.0;4641.0;2824.0;-70.0;2910.0;-16.0;1817.0;1871.0;-54.0;-59.0;-152.0;;93.0;0.0;735.0;735.0;0.0;735.0;;2880.0;3457.0;-577.0;1374.0;;;;;;;;;;-992.0;-228.0;-764.0;6806.0;876.0;5930.0;5163.0;5163.0;2136.0;2849.0;178.0;;;;0.0;;;0.0;;0.0;0.0;0.0;;0.0;-9603.0;-3384.0;-6219.0;13285.0
1928;The non-financial corporations sector;Consolidated;Financial transactions;2007 4th quarter;4833.0;;;;12594.0;25.0;4251.0;8318.0;;;48.0;-267.0;315.0;-16237.0;526.0;-16763.0;9224.0;10475.0;-6.0;10497.0;-16.0;-1251.0;-1195.0;-56.0;-139.0;-235.0;;96.0;0.0;-766.0;-766.0;0.0;-766.0;;109.0;1301.0;-1192.0;-5312.0;;;;;;;;;;205.0;-360.0;565.0;8950.0;2774.0;6176.0;-2735.0;-2735.0;-16625.0;14023.0;-133.0;;;;0.0;;;0.0;;0.0;0.0;0.0;;0.0;-11732.0;-2863.0;-8869.0;10145.0
1929;The non-financial corporations sector;Consolidated;Financial transactions;2007;65839.0;;;;15506.0;202.0;860.0;14444.0;;14444.0;1955.0;-209.0;2164.0;17322.0;6566.0;10756.0;18731.0;18174.0;-70.0;18289.0;-45.0;557.0;546.0;11.0;302.0;-76.0;;378.0;0.0;-273.0;-273.0;1.0;-274.0;;12296.0;13259.0;-963.0;16277.0;;;;;;;;;;3097.0;-1351.0;4448.0;38318.0;11959.0;26359.0;-530.0;-530.0;-21701.0;21954.0;-783.0;;;;0.0;;;0.0;;3.0;3.0;3.0;;0.0;-24611.0;-12909.0;-11702.0;49562.0
1930;The non-financial corporations sector;Consolidated;Financial transactions;2008 1st quarter;32648.0;;;;-1723.0;49.0;-1870.0;98.0;;;-1285.0;-221.0;-1064.0;11154.0;5863.0;5291.0;21604.0;21266.0;-10.0;21292.0;-16.0;338.0;562.0;-224.0;470.0;421.0;;49.0;0.0;-550.0;-550.0;-5.0;-545.0;;2978.0;56.0;2922.0;14133.0;;;;;;;;;;-47.0;1014.0;-1061.0;20720.0;8838.0;11882.0;-6909.0;-6909.0;-6626.0;-235.0;-48.0;;;;0.0;;;0.0;;0.0;0.0;0.0;;0.0;369.0;-1003.0;1372.0;18515.0
1931;The non-financial corporations sector;Consolidated;Financial transactions;2008 2nd quarter;18446.0;;;;8724.0;51.0;1585.0;7088.0;;;1526.0;751.0;775.0;3754.0;3532.0;222.0;986.0;1470.0;-39.0;1512.0;-3.0;-484.0;-481.0;-3.0;56.0;2.0;;54.0;0.0;-700.0;-700.0;-9.0;-691.0;;4100.0;-1378.0;5478.0;16447.0;;;;;;;;;;-2025.0;-102.0;-1923.0;17007.0;9123.0;7884.0;7250.0;7250.0;-3991.0;11304.0;-63.0;;;;0.0;;;0.0;;-9.0;-9.0;-9.0;;0.0;-5776.0;-1396.0;-4380.0;1999.0
1932;The non-financial corporations sector;Consolidated;Financial transactions;2008 3rd quarter;3513.0;;;;-2973.0;78.0;-1043.0;-2008.0;;;-1443.0;-1180.0;-263.0;1488.0;-5234.0;6722.0;14214.0;14059.0;-10.0;14069.0;0.0;155.0;158.0;-3.0;-56.0;-104.0;;48.0;0.0;-134.0;-134.0;104.0;-238.0;;-7583.0;-2138.0;-5445.0;-14309.0;;;;;;;;;;1657.0;47.0;1610.0;1178.0;-3727.0;4905.0;-8747.0;-8747.0;-5073.0;-3816.0;142.0;;;;0.0;;;0.0;;13.0;13.0;13.0;;0.0;-8410.0;-1938.0;-6472.0;17822.0
1933;The non-financial corporations sector;Consolidated;Financial transactions;2008 4th quarter;89.0;;;;5622.0;69.0;2030.0;3523.0;;;-1021.0;-689.0;-332.0;3018.0;195.0;2823.0;-2170.0;-1299.0;-48.0;-1251.0;0.0;-871.0;-833.0;-38.0;-109.0;-160.0;;51.0;0.0;-1209.0;-1209.0;-129.0;-1080.0;;-4042.0;-627.0;-3415.0;-7752.0;;;;;;;;;;3499.0;149.0;3350.0;-12737.0;-15733.0;2996.0;3680.0;3680.0;4433.0;-910.0;157.0;;;;0.0;;;0.0;;-29.0;-29.0;-29.0;;0.0;-2165.0;248.0;-2413.0;7841.0
1934;The non-financial corporations sector;Consolidated;Financial transactions;2008;53354.0;;;;9650.0;247.0;702.0;8701.0;;8701.0;-2223.0;-1339.0;-884.0;19414.0;4356.0;15058.0;34634.0;35496.0;-107.0;35622.0;-19.0;-862.0;-594.0;-268.0;361.0;159.0;;202.0;0.0;-2593.0;-2593.0;-39.0;-2554.0;;-5889.0;-4087.0;-1802.0;7177.0;;;;;;;;;;3084.0;1108.0;1976.0;26168.0;-1499.0;27667.0;-4726.0;-4726.0;-11257.0;6343.0;188.0;;;;0.0;;;0.0;;-25.0;-25.0;-25.0;;0.0;-17324.0;-4089.0;-13235.0;46177.0
1935;The non-financial corporations sector;Consolidated;Financial transactions;2009 1st quarter;27271.0;;;;-3064.0;-14.0;2017.0;-5067.0;;;-52.0;-55.0;3.0;19730.0;1279.0;18451.0;6523.0;6408.0;1.0;6399.0;8.0;115.0;-95.0;210.0;371.0;265.0;;106.0;0.0;105.0;105.0;-121.0;226.0;;3658.0;3056.0;602.0;4813.0;;;;;;;;;;6896.0;-1655.0;8551.0;2380.0;-125.0;2505.0;-1561.0;-1561.0;-371.0;-1203.0;13.0;;;;24.0;;;24.0;;-158.0;-158.0;-158.0;;0.0;-2768.0;-2571.0;-197.0;22458.0
1936;The non-financial corporations sector;Consolidated;Financial transactions;2009 2nd quarter;12048.0;;;;3607.0;17.0;2070.0;1520.0;;;322.0;160.0;162.0;-2153.0;74.0;-2227.0;2886.0;2875.0;-5.0;2873.0;7.0;11.0;63.0;-52.0;143.0;33.0;;110.0;0.0;-77.0;-77.0;-10.0;-67.0;;7320.0;2218.0;5102.0;4136.0;;;;;;;;;;4449.0;-1638.0;6087.0;4375.0;5037.0;-662.0;-626.0;-626.0;292.0;-1115.0;197.0;;;;24.0;;;24.0;;-20.0;-20.0;-20.0;;0.0;-4066.0;-730.0;-3336.0;7912.0
1937;The non-financial corporations sector;Consolidated;Financial transactions;2009 3rd quarter;9570.0;;;;4033.0;50.0;4499.0;-516.0;;;180.0;132.0;48.0;-1490.0;-1179.0;-311.0;14802.0;13252.0;-20.0;13248.0;24.0;1550.0;859.0;691.0;-41.0;-145.0;;104.0;0.0;136.0;136.0;-3.0;139.0;;-8050.0;1442.0;-9492.0;-7395.0;;;;;;;;;;2067.0;-1619.0;3686.0;1004.0;1951.0;-947.0;-3456.0;-3456.0;2390.0;-6195.0;349.0;;;;24.0;;;24.0;;-22.0;-22.0;-22.0;;0.0;-7012.0;-937.0;-6075.0;16965.0
1938;The non-financial corporations sector;Consolidated;Financial transactions;2009 4th quarter;8311.0;;;;6382.0;-92.0;5195.0;1279.0;;;-276.0;-118.0;-158.0;-6528.0;-6013.0;-515.0;3243.0;2794.0;47.0;2792.0;-45.0;449.0;522.0;-73.0;666.0;559.0;;107.0;0.0;13.0;13.0;-72.0;85.0;;4811.0;1302.0;3509.0;-1681.0;;;;;;;;;;-946.0;-1607.0;661.0;7363.0;-3856.0;11219.0;-3946.0;-3946.0;378.0;-4863.0;539.0;;;;24.0;;;24.0;;-14.0;-14.0;-14.0;;0.0;-4162.0;74.0;-4236.0;9992.0
1939;The non-financial corporations sector;Consolidated;Financial transactions;2009;59792.0;;;;10958.0;-39.0;13781.0;-2784.0;;-2784.0;174.0;119.0;55.0;9559.0;-5839.0;15398.0;27454.0;25329.0;23.0;25312.0;-6.0;2125.0;1349.0;776.0;1139.0;712.0;;427.0;0.0;177.0;177.0;-206.0;383.0;;10331.0;8018.0;2313.0;2465.0;;;;;;;;;;12466.0;-6519.0;18985.0;15122.0;3007.0;12115.0;-9589.0;-9589.0;2689.0;-13376.0;1098.0;;;;96.0;;;96.0;;-214.0;-214.0;-214.0;;0.0;-15416.0;-4164.0;-11252.0;57327.0
1940;The non-financial corporations sector;Consolidated;Financial transactions;2010 1st quarter;13258.0;;;;-369.0;18.0;6092.0;-6479.0;;-6479.0;-2959.0;-1436.0;-1523.0;580.0;-405.0;985.0;8233.0;8060.0;150.0;7893.0;17.0;173.0;117.0;56.0;156.0;50.0;;106.0;0.0;607.0;607.0;-18.0;625.0;;7010.0;4226.0;2784.0;1301.0;;;;;;;;;;1564.0;119.0;1445.0;851.0;-7126.0;7977.0;1104.0;1104.0;-571.0;1411.0;264.0;;;;24.0;;;24.0;;20.0;19.0;19.0;;1.0;-2262.0;2211.0;-4473.0;11957.0
1941;The non-financial corporations sector;Consolidated;Financial transactions;2010 2nd quarter;19325.0;;;;-6658.0;-45.0;-5869.0;-744.0;;-744.0;-157.0;1719.0;-1876.0;-1689.0;4126.0;-5815.0;22972.0;23365.0;0.0;23348.0;17.0;-393.0;-569.0;176.0;34.0;-73.0;;107.0;0.0;1033.0;1033.0;0.0;1033.0;;3790.0;-269.0;4059.0;11186.0;;;;;;;;;;-1421.0;166.0;-1587.0;3521.0;7474.0;-3953.0;7077.0;7077.0;2764.0;4027.0;286.0;;;;21.0;;;21.0;;-9.0;-10.0;-10.0;;1.0;1997.0;1033.0;964.0;8139.0
1942;The non-financial corporations sector;Consolidated;Financial transactions;2010 3rd quarter;11690.0;;;;3136.0;-1.0;1244.0;1893.0;;1893.0;2317.0;-477.0;2794.0;-7489.0;55.0;-7544.0;16100.0;15458.0;0.0;15454.0;4.0;642.0;698.0;-56.0;18.0;-88.0;;106.0;0.0;450.0;450.0;3.0;447.0;;-2842.0;1603.0;-4445.0;-9612.0;;;;;;;;;;-1437.0;215.0;-1652.0;-6073.0;-3495.0;-2578.0;843.0;843.0;65.0;562.0;216.0;;;;24.0;;;24.0;;35.0;33.0;33.0;;2.0;-3004.0;-434.0;-2570.0;21302.0
1943;The non-financial corporations sector;Consolidated;Financial transactions;2010 4th quarter;14888.0;;;;6553.0;-68.0;4988.0;1633.0;;1633.0;-474.0;-38.0;-436.0;-4398.0;2231.0;-6629.0;10162.0;10548.0;15.0;10528.0;5.0;-386.0;-246.0;-140.0;33.0;-73.0;;106.0;0.0;-260.0;-260.0;-57.0;-203.0;;3272.0;2190.0;1082.0;3993.0;;;;;;;;;;100.0;167.0;-67.0;-5288.0;-761.0;-4527.0;2895.0;2895.0;182.0;2630.0;83.0;;;;22.0;;;22.0;;5.0;3.0;3.0;;2.0;6259.0;1668.0;4591.0;10895.0
1944;The non-financial corporations sector;Consolidated;Financial transactions;2010;59161.0;;;;2662.0;-96.0;6455.0;-3697.0;;-3697.0;-1273.0;-232.0;-1041.0;-12996.0;6007.0;-19003.0;57467.0;57431.0;165.0;57223.0;43.0;36.0;0.0;36.0;241.0;-184.0;;425.0;0.0;1830.0;1830.0;-72.0;1902.0;;11230.0;7750.0;3480.0;6868.0;;;;;;;;;;-1194.0;667.0;-1861.0;-6989.0;-3908.0;-3081.0;11919.0;11919.0;2440.0;8630.0;849.0;;;;91.0;;;91.0;;51.0;45.0;45.0;;6.0;2990.0;4478.0;-1488.0;52293.0
1945;The non-financial corporations sector;Consolidated;Financial transactions;2011 1st quarter;19871.0;;;;-1063.0;97.0;-2653.0;1493.0;;1493.0;604.0;375.0;229.0;6919.0;1900.0;5019.0;8217.0;7800.0;0.0;7796.0;4.0;417.0;261.0;156.0;452.0;349.0;;103.0;0.0;107.0;107.0;-16.0;123.0;;4635.0;1508.0;3127.0;-379.0;;;;;;;;;;901.0;-33.0;934.0;1698.0;4702.0;-3004.0;1967.0;1967.0;-379.0;2271.0;75.0;;;;23.0;;;23.0;;-6.0;-3.0;-3.0;;-3.0;-4962.0;-220.0;-4742.0;20250.0
1946;The non-financial corporations sector;Consolidated;Financial transactions;2011 2nd quarter;2615.0;;;;-939.0;25.0;319.0;-1283.0;;-1283.0;264.0;371.0;-107.0;-12375.0;-5639.0;-6736.0;15472.0;15591.0;0.0;15647.0;-56.0;-119.0;-91.0;-28.0;268.0;163.0;;105.0;0.0;88.0;88.0;-36.0;124.0;;-163.0;214.0;-377.0;3813.0;;;;;;;;;;254.0;-224.0;478.0;3484.0;12353.0;-8869.0;-1069.0;-1069.0;1459.0;-2715.0;187.0;;;;19.0;;;19.0;;-123.0;-120.0;-120.0;;-3.0;1248.0;-1253.0;2501.0;-1198.0
1947;The non-financial corporations sector;Consolidated;Financial transactions;2011 3rd quarter;8819.0;;;;-3219.0;79.0;101.0;-3399.0;;-3399.0;110.0;171.0;-61.0;3965.0;7055.0;-3090.0;4022.0;3528.0;0.0;3528.0;0.0;494.0;238.0;256.0;275.0;172.0;;103.0;0.0;-170.0;-170.0;7.0;-177.0;;3836.0;1303.0;2533.0;-9511.0;;;;;;;;;;-1282.0;2.0;-1284.0;685.0;2889.0;-2204.0;-100.0;-100.0;-1166.0;733.0;333.0;;;;23.0;;;23.0;;8.0;11.0;11.0;;-3.0;-8845.0;-1379.0;-7466.0;18330.0
1948;The non-financial corporations sector;Consolidated;Financial transactions;2011 4th quarter;22886.0;;;;5712.0;-7.0;3381.0;2338.0;;2338.0;92.0;109.0;-17.0;5121.0;1738.0;3383.0;6797.0;8907.0;-2.0;8909.0;0.0;-2110.0;-1021.0;-1089.0;249.0;145.0;;104.0;0.0;223.0;223.0;-1.0;224.0;;4692.0;1111.0;3581.0;7767.0;;;;;;;;;;4183.0;7.0;4176.0;5938.0;1326.0;4612.0;-1651.0;-1651.0;-479.0;-1354.0;182.0;;;;21.0;;;21.0;;-1.0;1.0;1.0;;-2.0;-723.0;-1030.0;307.0;15119.0
1949;The non-financial corporations sector;Consolidated;Financial transactions;2011;54191.0;;;;491.0;194.0;1148.0;-851.0;;-851.0;1070.0;1026.0;44.0;3630.0;5054.0;-1424.0;34508.0;35826.0;-2.0;35880.0;-52.0;-1318.0;-613.0;-705.0;1244.0;829.0;;415.0;0.0;248.0;248.0;-46.0;294.0;;13000.0;4136.0;8864.0;1690.0;;;;;;;;;;4056.0;-248.0;4304.0;11805.0;21270.0;-9465.0;-853.0;-853.0;-565.0;-1065.0;777.0;;;;86.0;;;86.0;;-122.0;-111.0;-111.0;;-11.0;-13282.0;-3882.0;-9400.0;52501.0
1950;The non-financial corporations sector;Consolidated;Financial transactions;2012 1st quarter;22259.0;;;;3112.0;32.0;-1172.0;4252.0;;4252.0;8.0;9.0;-1.0;2027.0;4630.0;-2603.0;11529.0;10985.0;-156.0;11141.0;0.0;544.0;431.0;113.0;513.0;361.0;;152.0;0.0;-1892.0;-1892.0;15.0;-1907.0;;6962.0;2901.0;4061.0;15111.0;;;;;;;;;;3419.0;769.0;2650.0;7610.0;5123.0;2487.0;2819.0;2819.0;1458.0;829.0;532.0;;;;20.0;;;20.0;;7.0;16.0;16.0;;-9.0;1236.0;3368.0;-2132.0;7148.0
