ID;Geslacht;Leeftijd;MboSectoren;BedrijfstakkenSBI20081JaarEerder;Perioden;InstromersTotaal_1;Entreeopleiding_2;Niveau2_3;Niveau3_4;Niveau4_5;BeroepsopleidendeLeerwegBol_6;BeroepsbegeleidendeLeerwegBbl_7;BolEntreeopleiding_8;BolNiveau2_9;BolNiveau3_10;BolNiveau4_11;BblEntreeopleiding_12;BblNiveau2_13;BblNiveau3_14;BblNiveau4_15
1675;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;L Verhuur en handel van onroerend goed;2016/'17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1676;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;L Verhuur en handel van onroerend goed;2017/'18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1677;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;L Verhuur en handel van onroerend goed;2018/'19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1678;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;L Verhuur en handel van onroerend goed;2019/'20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1679;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;L Verhuur en handel van onroerend goed;2020/'21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1680;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;M-N Zakelijke dienstverlening;2009/'10;56;50;6;0;0;46;10;42;4;0;0;8;2;0;0
1681;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;M-N Zakelijke dienstverlening;2010/'11;25;24;1;0;0;20;5;20;0;0;0;4;1;0;0
1682;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;M-N Zakelijke dienstverlening;2011/'12;17;17;0;0;0;14;3;14;0;0;0;3;0;0;0
1683;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;M-N Zakelijke dienstverlening;2012/'13;29;27;0;0;2;27;2;25;0;0;2;2;0;0;0
1684;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;M-N Zakelijke dienstverlening;2013/'14;25;24;0;0;1;22;3;21;0;0;1;3;0;0;0
1685;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;M-N Zakelijke dienstverlening;2014/'15;9;9;0;0;0;5;4;5;0;0;0;4;0;0;0
1686;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;M-N Zakelijke dienstverlening;2015/'16;16;14;0;0;2;14;2;12;0;0;2;2;0;0;0
1687;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;M-N Zakelijke dienstverlening;2016/'17;25;25;0;0;0;16;9;16;0;0;0;9;0;0;0
1688;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;M-N Zakelijke dienstverlening;2017/'18;33;33;0;0;0;23;10;23;0;0;0;10;0;0;0
1689;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;M-N Zakelijke dienstverlening;2018/'19;46;45;1;0;0;33;13;32;1;0;0;13;0;0;0
1690;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;M-N Zakelijke dienstverlening;2019/'20;47;45;2;0;0;31;16;29;2;0;0;16;0;0;0
1691;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;M-N Zakelijke dienstverlening;2020/'21;56;54;1;0;1;44;12;42;1;0;1;12;0;0;0
1692;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;O-Q Overheid en zorg;2009/'10;13;13;0;0;0;13;0;13;0;0;0;0;0;0;0
1693;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;O-Q Overheid en zorg;2010/'11;7;7;0;0;0;5;2;5;0;0;0;2;0;0;0
1694;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;O-Q Overheid en zorg;2011/'12;3;3;0;0;0;2;1;2;0;0;0;1;0;0;0
1695;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;O-Q Overheid en zorg;2012/'13;6;6;0;0;0;5;1;5;0;0;0;1;0;0;0
1696;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;O-Q Overheid en zorg;2013/'14;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0
1697;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;O-Q Overheid en zorg;2014/'15;4;3;0;0;1;1;3;0;0;0;1;3;0;0;0
1698;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;O-Q Overheid en zorg;2015/'16;2;2;0;0;0;2;0;2;0;0;0;0;0;0;0
1699;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;O-Q Overheid en zorg;2016/'17;2;2;0;0;0;1;1;1;0;0;0;1;0;0;0
1700;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;O-Q Overheid en zorg;2017/'18;2;2;0;0;0;2;0;2;0;0;0;0;0;0;0
1701;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;O-Q Overheid en zorg;2018/'19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1702;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;O-Q Overheid en zorg;2019/'20;4;4;0;0;0;1;3;1;0;0;0;3;0;0;0
1703;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;O-Q Overheid en zorg;2020/'21;8;7;0;0;1;4;4;3;0;0;1;4;0;0;0
1704;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;R-U Cultuur, recreatie, overige diensten;2009/'10;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0
1705;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;R-U Cultuur, recreatie, overige diensten;2010/'11;5;4;1;0;0;3;2;3;0;0;0;1;1;0;0
1706;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;R-U Cultuur, recreatie, overige diensten;2011/'12;3;3;0;0;0;1;2;1;0;0;0;2;0;0;0
1707;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;R-U Cultuur, recreatie, overige diensten;2012/'13;2;2;0;0;0;2;0;2;0;0;0;0;0;0;0
1708;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;R-U Cultuur, recreatie, overige diensten;2013/'14;5;5;0;0;0;4;1;4;0;0;0;1;0;0;0
1709;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;R-U Cultuur, recreatie, overige diensten;2014/'15;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0
1710;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;R-U Cultuur, recreatie, overige diensten;2015/'16;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0
1711;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;R-U Cultuur, recreatie, overige diensten;2016/'17;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0
1712;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;R-U Cultuur, recreatie, overige diensten;2017/'18;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0
1713;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;R-U Cultuur, recreatie, overige diensten;2018/'19;4;4;0;0;0;3;1;3;0;0;0;1;0;0;0
1714;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;R-U Cultuur, recreatie, overige diensten;2019/'20;3;3;0;0;0;2;1;2;0;0;0;1;0;0;0
1715;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;R-U Cultuur, recreatie, overige diensten;2020/'21;7;7;0;0;0;6;1;6;0;0;0;1;0;0;0
1716;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;SBI-code onbekend;2009/'10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1717;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;SBI-code onbekend;2010/'11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1718;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;SBI-code onbekend;2011/'12;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0
1719;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;SBI-code onbekend;2012/'13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1720;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;SBI-code onbekend;2013/'14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1721;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;SBI-code onbekend;2014/'15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1722;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;SBI-code onbekend;2015/'16;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0
1723;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;SBI-code onbekend;2016/'17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1724;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;SBI-code onbekend;2017/'18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1725;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;SBI-code onbekend;2018/'19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1726;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;SBI-code onbekend;2019/'20;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0
1727;Totaal mannen en vrouwen;15 tot 20 jaar;Combinatie van sectoren;SBI-code onbekend;2020/'21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1728;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A-U Alle economische activiteiten;2009/'10;3144;516;1150;648;830;1129;2015;138;225;193;573;378;925;455;257
1729;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A-U Alle economische activiteiten;2010/'11;2469;497;767;494;711;942;1527;117;145;168;512;380;622;326;199
1730;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A-U Alle economische activiteiten;2011/'12;2196;421;644;403;728;856;1340;108;112;137;499;313;532;266;229
1731;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A-U Alle economische activiteiten;2012/'13;1968;368;435;391;774;878;1090;116;110;119;533;252;325;272;241
1732;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A-U Alle economische activiteiten;2013/'14;1757;242;335;276;904;1024;733;119;115;98;692;123;220;178;212
1733;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A-U Alle economische activiteiten;2014/'15;1463;198;251;221;793;879;584;103;73;74;629;95;178;147;164
1734;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A-U Alle economische activiteiten;2015/'16;1344;214;224;202;704;758;586;98;67;63;530;116;157;139;174
1735;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A-U Alle economische activiteiten;2016/'17;1390;204;246;251;689;762;628;108;57;60;537;96;189;191;152
1736;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A-U Alle economische activiteiten;2017/'18;1317;208;243;219;647;712;605;123;44;53;492;85;199;166;155
1737;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A-U Alle economische activiteiten;2018/'19;1570;354;258;259;699;828;742;201;56;46;525;153;202;213;174
1738;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A-U Alle economische activiteiten;2019/'20;1722;424;266;276;756;940;782;266;73;62;539;158;193;214;217
1739;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A-U Alle economische activiteiten;2020/'21;1831;491;258;261;821;1095;736;337;90;61;607;154;168;200;214
1740;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A Landbouw, bosbouw en visserij;2009/'10;32;3;8;11;10;5;27;0;0;2;3;3;8;9;7
1741;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A Landbouw, bosbouw en visserij;2010/'11;30;6;8;8;8;14;16;2;2;3;7;4;6;5;1
1742;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A Landbouw, bosbouw en visserij;2011/'12;28;6;13;3;6;9;19;1;3;0;5;5;10;3;1
1743;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A Landbouw, bosbouw en visserij;2012/'13;26;7;5;5;9;6;20;1;0;0;5;6;5;5;4
1744;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A Landbouw, bosbouw en visserij;2013/'14;17;3;5;3;6;11;6;2;1;2;6;1;4;1;0
1745;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A Landbouw, bosbouw en visserij;2014/'15;21;5;4;3;9;12;9;3;1;1;7;2;3;2;2
1746;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A Landbouw, bosbouw en visserij;2015/'16;25;7;1;5;12;14;11;3;1;1;9;4;0;4;3
1747;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A Landbouw, bosbouw en visserij;2016/'17;20;1;5;2;12;11;9;0;1;1;9;1;4;1;3
1748;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A Landbouw, bosbouw en visserij;2017/'18;23;2;2;4;15;16;7;1;1;0;14;1;1;4;1
1749;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A Landbouw, bosbouw en visserij;2018/'19;17;4;2;2;9;9;8;1;1;0;7;3;1;2;2
1750;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A Landbouw, bosbouw en visserij;2019/'20;17;3;1;4;9;10;7;2;0;0;8;1;1;4;1
1751;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;A Landbouw, bosbouw en visserij;2020/'21;13;3;1;6;3;4;9;1;0;0;3;2;1;6;0
1752;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2009/'10;391;230;104;23;34;42;349;5;11;5;21;225;93;18;13
1753;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2010/'11;335;234;56;21;24;31;304;4;9;5;13;230;47;16;11
1754;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2011/'12;261;183;39;18;21;32;229;7;8;5;12;176;31;13;9
1755;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2012/'13;183;116;29;13;25;32;151;7;4;2;19;109;25;11;6
1756;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2013/'14;95;50;18;9;18;23;72;4;3;4;12;46;15;5;6
1757;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2014/'15;82;34;12;8;28;25;57;3;1;1;20;31;11;7;8
1758;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2015/'16;95;50;22;8;15;20;75;5;3;2;10;45;19;6;5
1759;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2016/'17;82;38;11;18;15;23;59;9;2;1;11;29;9;17;4
1760;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2017/'18;57;13;13;13;18;16;41;2;0;2;12;11;13;11;6
1761;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2018/'19;66;25;11;8;22;23;43;8;1;0;14;17;10;8;8
1762;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2019/'20;101;36;21;18;26;30;71;13;4;2;11;23;17;16;15
1763;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;B-E Nijverheid (geen bouw) en energie;2020/'21;88;28;17;19;24;28;60;8;2;2;16;20;15;17;8
1764;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;F Bouwnijverheid;2009/'10;148;13;103;21;11;26;122;5;8;5;8;8;95;16;3
1765;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;F Bouwnijverheid;2010/'11;89;9;60;14;6;13;76;2;4;3;4;7;56;11;2
1766;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;F Bouwnijverheid;2011/'12;47;7;25;9;6;7;40;3;0;3;1;4;25;6;5
1767;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;F Bouwnijverheid;2012/'13;47;3;26;8;10;12;35;2;3;3;4;1;23;5;6
1768;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;F Bouwnijverheid;2013/'14;30;8;9;6;7;6;24;3;0;0;3;5;9;6;4
1769;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;F Bouwnijverheid;2014/'15;21;2;11;5;3;2;19;1;0;0;1;1;11;5;2
1770;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;F Bouwnijverheid;2015/'16;28;5;8;3;12;11;17;4;0;0;7;1;8;3;5
1771;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;F Bouwnijverheid;2016/'17;23;2;12;4;5;5;18;0;2;0;3;2;10;4;2
1772;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;F Bouwnijverheid;2017/'18;19;6;4;4;5;5;14;2;0;1;2;4;4;3;3
1773;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;F Bouwnijverheid;2018/'19;29;9;8;5;7;5;24;3;0;0;2;6;8;5;5
1774;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;F Bouwnijverheid;2019/'20;37;10;10;10;7;8;29;3;0;0;5;7;10;10;2
1775;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;F Bouwnijverheid;2020/'21;33;5;17;3;8;8;25;1;2;0;5;4;15;3;3
1776;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;G-I Handel, vervoer en horeca;2009/'10;1114;73;407;287;347;403;711;32;64;71;236;41;343;216;111
1777;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;G-I Handel, vervoer en horeca;2010/'11;908;88;292;197;331;385;523;40;50;61;234;48;242;136;97
1778;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;G-I Handel, vervoer en horeca;2011/'12;896;80;259;177;380;421;475;42;43;62;274;38;216;115;106
1779;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;G-I Handel, vervoer en horeca;2012/'13;849;91;170;195;393;453;396;51;45;66;291;40;125;129;102
1780;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;G-I Handel, vervoer en horeca;2013/'14;887;69;159;144;515;556;331;45;59;52;400;24;100;92;115
1781;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;G-I Handel, vervoer en horeca;2014/'15;773;81;137;95;460;508;265;58;40;35;375;23;97;60;85
1782;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;G-I Handel, vervoer en horeca;2015/'16;709;64;123;98;424;435;274;43;37;34;321;21;86;64;103
1783;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;G-I Handel, vervoer en horeca;2016/'17;718;77;113;124;404;427;291;51;20;38;318;26;93;86;86
1784;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;G-I Handel, vervoer en horeca;2017/'18;718;105;127;110;376;404;314;74;19;27;284;31;108;83;92
1785;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;G-I Handel, vervoer en horeca;2018/'19;827;153;134;138;402;463;364;105;30;27;301;48;104;111;101
1786;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;G-I Handel, vervoer en horeca;2019/'20;896;166;126;154;450;518;378;114;35;43;326;52;91;111;124
1787;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;G-I Handel, vervoer en horeca;2020/'21;936;215;116;129;476;599;337;171;44;36;348;44;72;93;128
1788;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;J Informatie en communicatie;2009/'10;32;0;8;8;16;15;17;0;1;3;11;0;7;5;5
1789;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;J Informatie en communicatie;2010/'11;15;1;1;3;10;9;6;1;1;2;5;0;0;1;5
1790;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;J Informatie en communicatie;2011/'12;14;0;6;4;4;7;7;0;1;2;4;0;5;2;0
1791;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;J Informatie en communicatie;2012/'13;12;0;1;3;8;5;7;0;0;0;5;0;1;3;3
1792;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;J Informatie en communicatie;2013/'14;13;1;2;1;9;10;3;1;2;0;7;0;0;1;2
1793;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;J Informatie en communicatie;2014/'15;7;0;1;1;5;5;2;0;0;0;5;0;1;1;0
1794;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;J Informatie en communicatie;2015/'16;4;0;0;0;4;4;0;0;0;0;4;0;0;0;0
1795;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;J Informatie en communicatie;2016/'17;6;0;1;0;5;4;2;0;1;0;3;0;0;0;2
1796;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;J Informatie en communicatie;2017/'18;13;0;0;1;12;9;4;0;0;1;8;0;0;0;4
1797;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;J Informatie en communicatie;2018/'19;7;0;1;1;5;4;3;0;0;0;4;0;1;1;1
1798;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;J Informatie en communicatie;2019/'20;15;1;2;0;12;8;7;1;0;0;7;0;2;0;5
1799;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;J Informatie en communicatie;2020/'21;14;2;2;1;9;9;5;1;0;0;8;1;2;1;1
1800;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;K Financiële dienstverlening;2009/'10;24;1;5;4;14;5;19;1;1;1;2;0;4;3;12
1801;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;K Financiële dienstverlening;2010/'11;8;1;3;2;2;2;6;1;1;0;0;0;2;2;2
1802;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;K Financiële dienstverlening;2011/'12;5;0;4;0;1;1;4;0;0;0;1;0;4;0;0
1803;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;K Financiële dienstverlening;2012/'13;3;0;1;0;2;2;1;0;0;0;2;0;1;0;0
1804;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;K Financiële dienstverlening;2013/'14;4;0;1;0;3;1;3;0;0;0;1;0;1;0;2
1805;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;K Financiële dienstverlening;2014/'15;3;1;0;0;2;3;0;1;0;0;2;0;0;0;0
1806;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;K Financiële dienstverlening;2015/'16;3;0;0;0;3;2;1;0;0;0;2;0;0;0;1
1807;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;K Financiële dienstverlening;2016/'17;6;1;0;2;3;2;4;0;0;0;2;1;0;2;1
1808;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;K Financiële dienstverlening;2017/'18;4;0;1;1;2;3;1;0;1;0;2;0;0;1;0
1809;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;K Financiële dienstverlening;2018/'19;3;0;0;0;3;2;1;0;0;0;2;0;0;0;1
1810;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;K Financiële dienstverlening;2019/'20;4;1;0;1;2;2;2;0;0;0;2;1;0;1;0
1811;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;K Financiële dienstverlening;2020/'21;8;2;1;3;2;6;2;1;1;2;2;1;0;1;0
1812;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;L Verhuur en handel van onroerend goed;2009/'10;8;2;2;2;2;4;4;2;0;1;1;0;2;1;1
1813;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;L Verhuur en handel van onroerend goed;2010/'11;13;0;5;2;6;5;8;0;0;1;4;0;5;1;2
1814;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;L Verhuur en handel van onroerend goed;2011/'12;4;0;2;1;1;2;2;0;0;1;1;0;2;0;0
1815;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;L Verhuur en handel van onroerend goed;2012/'13;9;2;2;2;3;5;4;2;0;1;2;0;2;1;1
1816;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;L Verhuur en handel van onroerend goed;2013/'14;4;1;0;1;2;3;1;1;0;0;2;0;0;1;0
1817;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;L Verhuur en handel van onroerend goed;2014/'15;3;0;0;1;2;3;0;0;0;1;2;0;0;0;0
1818;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;L Verhuur en handel van onroerend goed;2015/'16;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0
1819;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;L Verhuur en handel van onroerend goed;2016/'17;3;0;0;0;3;3;0;0;0;0;3;0;0;0;0
1820;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;L Verhuur en handel van onroerend goed;2017/'18;5;0;2;0;3;2;3;0;0;0;2;0;2;0;1
1821;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;L Verhuur en handel van onroerend goed;2018/'19;4;0;0;1;3;3;1;0;0;0;3;0;0;1;0
1822;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;L Verhuur en handel van onroerend goed;2019/'20;4;1;2;0;1;1;3;1;0;0;0;0;2;0;1
1823;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;L Verhuur en handel van onroerend goed;2020/'21;3;1;0;0;2;2;1;1;0;0;1;0;0;0;1
1824;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;M-N Zakelijke dienstverlening;2009/'10;890;158;339;157;236;419;471;79;106;54;180;79;233;103;56
1825;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;M-N Zakelijke dienstverlening;2010/'11;636;121;215;119;181;299;337;55;57;36;151;66;158;83;30
1826;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;M-N Zakelijke dienstverlening;2011/'12;548;91;193;88;176;237;311;35;45;27;130;56;148;61;46
1827;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;M-N Zakelijke dienstverlening;2012/'13;500;119;126;87;168;237;263;42;43;28;124;77;83;59;44
1828;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;M-N Zakelijke dienstverlening;2013/'14;433;85;95;53;200;281;152;45;42;19;175;40;53;34;25
1829;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;M-N Zakelijke dienstverlening;2014/'15;356;66;64;51;175;224;132;31;24;23;146;35;40;28;29
1830;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;M-N Zakelijke dienstverlening;2015/'16;322;78;50;47;147;193;129;41;19;13;120;37;31;34;27
1831;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;M-N Zakelijke dienstverlening;2016/'17;387;76;75;62;174;223;164;43;22;12;146;33;53;50;28
1832;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;M-N Zakelijke dienstverlening;2017/'18;339;68;74;59;138;189;150;39;17;14;119;29;57;45;19
1833;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;M-N Zakelijke dienstverlening;2018/'19;465;136;78;72;179;246;219;71;17;15;143;65;61;57;36
1834;Totaal mannen en vrouwen;20 tot 25 jaar;Totaal;M-N Zakelijke dienstverlening;2019/'20;501;179;82;60;180;304;197;121;31;13;139;58;51;47;41
