ID;Bestemmingen;Vakantiekenmerken;Marges;Perioden;TotaalNederlanders_1;PercentageNederlanders_2;TotaalVakanties_3;GemiddeldPerDeelnemer_4;TotaalVakantiedagen_5;GemiddeldPerDeelnemer_6;GemiddeldPerVakantie_7;TotaalOvernachtingen_8;GemiddeldPerDeelnemer_9;GemiddeldPerVakantie_10;TotaalVakantieUitgaven_11;GemiddeldPerDeelnemer_12;GemiddeldPerPersoonPerVakantie_13;GemiddeldPerPersoonPerVakantiedag_14
661;Europa totaal;Boeken accommodatie: accom. verschaffer;Ondergrens 95%-interval;2022;3736.0;25.6;5016.0;1.3;51.6;13.5;;46.5;12.1;;3472.0;903.0;;
662;Europa totaal;Boeken accommodatie: accom. verschaffer;Ondergrens 95%-interval;2023;3925.0;26.7;5184.0;1.3;53.8;13.2;;48.5;11.9;;3857.0;945.0;;
663;Europa totaal;Boeken accommodatie: accom. verschaffer;Bovengrens 95%-interval;2021;2327.0;16.0;2708.0;1.2;29.7;13.2;;27.1;12.0;;2158.0;958.0;;
664;Europa totaal;Boeken accommodatie: accom. verschaffer;Bovengrens 95%-interval;2022;4048.0;27.6;5481.0;1.4;57.0;14.4;;51.6;13.1;;3843.0;976.0;;
665;Europa totaal;Boeken accommodatie: accom. verschaffer;Bovengrens 95%-interval;2023;4431.0;29.7;5983.0;1.4;63.2;14.7;;57.3;13.4;;4531.0;1063.0;;
666;Europa totaal;Boeken accommodatie: onbekend;Waarde;2021;219.0;1.5;226.0;1.0;2.5;11.3;11.0;2.3;10.3;10.0;162.0;737.0;716.0;65.0
667;Europa totaal;Boeken accommodatie: onbekend;Waarde;2022;338.0;2.3;400.0;1.2;4.0;11.8;10.0;3.6;10.6;9.0;185.0;546.0;462.0;46.0
668;Europa totaal;Boeken accommodatie: onbekend;Waarde;2023;418.0;2.8;428.0;1.0;3.5;8.3;8.1;3.0;7.3;7.1;194.0;464.0;453.0;56.0
669;Europa totaal;Boeken accommodatie: onbekend;Ondergrens 95%-interval;2021;174.0;1.2;179.0;1.0;1.9;9.5;;1.7;8.5;;120.0;622.0;;
670;Europa totaal;Boeken accommodatie: onbekend;Ondergrens 95%-interval;2022;280.0;1.9;310.0;1.0;3.0;9.7;;2.6;8.5;;142.0;463.0;;
671;Europa totaal;Boeken accommodatie: onbekend;Ondergrens 95%-interval;2023;312.0;2.2;321.0;1.0;2.5;7.0;;2.1;6.0;;140.0;392.0;;
672;Europa totaal;Boeken accommodatie: onbekend;Bovengrens 95%-interval;2021;265.0;1.9;273.0;1.1;3.1;13.1;;2.9;12.1;;203.0;853.0;;
673;Europa totaal;Boeken accommodatie: onbekend;Bovengrens 95%-interval;2022;397.0;2.7;490.0;1.3;5.0;13.9;;4.6;12.7;;228.0;629.0;;
674;Europa totaal;Boeken accommodatie: onbekend;Bovengrens 95%-interval;2023;524.0;3.6;535.0;1.0;4.4;9.6;;3.9;8.6;;248.0;535.0;;
675;Europa totaal;Boekingswijze accommodatie: geen boeking;Waarde;2021;1517.0;10.4;2227.0;1.5;30.9;20.3;13.9;28.6;18.9;12.9;1006.0;663.0;452.0;33.0
676;Europa totaal;Boekingswijze accommodatie: geen boeking;Waarde;2022;1834.0;12.5;2544.0;1.4;36.5;19.9;14.3;33.9;18.5;13.3;1343.0;732.0;528.0;37.0
677;Europa totaal;Boekingswijze accommodatie: geen boeking;Waarde;2023;1817.0;12.2;2711.0;1.5;39.1;21.5;14.4;36.4;20.0;13.4;1369.0;753.0;505.0;35.0
678;Europa totaal;Boekingswijze accommodatie: geen boeking;Ondergrens 95%-interval;2021;1405.0;9.7;2010.0;1.4;27.9;18.9;;25.8;17.5;;901.0;611.0;;
679;Europa totaal;Boekingswijze accommodatie: geen boeking;Ondergrens 95%-interval;2022;1716.0;11.8;2359.0;1.3;33.7;18.7;;31.3;17.3;;1242.0;690.0;;
680;Europa totaal;Boekingswijze accommodatie: geen boeking;Ondergrens 95%-interval;2023;1627.0;11.1;2316.0;1.4;31.2;18.1;;28.7;16.6;;1213.0;694.0;;
681;Europa totaal;Boekingswijze accommodatie: geen boeking;Bovengrens 95%-interval;2021;1629.0;11.2;2445.0;1.6;33.8;21.8;;31.5;20.2;;1111.0;716.0;;
682;Europa totaal;Boekingswijze accommodatie: geen boeking;Bovengrens 95%-interval;2022;1953.0;13.3;2730.0;1.4;39.3;21.0;;36.6;19.6;;1443.0;774.0;;
683;Europa totaal;Boekingswijze accommodatie: geen boeking;Bovengrens 95%-interval;2023;2008.0;13.5;3105.0;1.6;47.1;25.0;;44.1;23.5;;1526.0;813.0;;
684;Europa totaal;Boekingswijze accommodatie: internet;Waarde;2021;4023.0;27.7;5405.0;1.3;51.7;12.9;9.6;46.3;11.5;8.6;4537.0;1128.0;839.0;88.0
685;Europa totaal;Boekingswijze accommodatie: internet;Waarde;2022;6736.0;46.0;11340.0;1.7;103.1;15.3;9.1;91.7;13.6;8.1;8287.0;1230.0;731.0;80.0
686;Europa totaal;Boekingswijze accommodatie: internet;Waarde;2023;7186.0;48.4;12215.0;1.7;109.6;15.3;9.0;97.4;13.6;8.0;9167.0;1276.0;751.0;84.0
687;Europa totaal;Boekingswijze accommodatie: internet;Ondergrens 95%-interval;2021;3851.0;26.6;5139.0;1.3;49.0;12.5;;43.9;11.1;;4289.0;1088.0;;
688;Europa totaal;Boekingswijze accommodatie: internet;Ondergrens 95%-interval;2022;6533.0;44.9;10923.0;1.6;99.2;14.9;;88.2;13.2;;7963.0;1195.0;;
689;Europa totaal;Boekingswijze accommodatie: internet;Ondergrens 95%-interval;2023;6876.0;46.8;11541.0;1.6;101.1;14.3;;89.4;12.7;;8610.0;1220.0;;
690;Europa totaal;Boekingswijze accommodatie: internet;Bovengrens 95%-interval;2021;4195.0;28.8;5671.0;1.4;54.4;13.2;;48.7;11.9;;4784.0;1168.0;;
691;Europa totaal;Boekingswijze accommodatie: internet;Bovengrens 95%-interval;2022;6939.0;47.2;11757.0;1.7;107.0;15.7;;95.3;14.0;;8611.0;1265.0;;
692;Europa totaal;Boekingswijze accommodatie: internet;Bovengrens 95%-interval;2023;7496.0;50.1;12889.0;1.8;118.2;16.2;;105.5;14.4;;9724.0;1331.0;;
693;Europa totaal;Boekingswijze accommodatie: persoonlijk;Waarde;2021;808.0;5.6;855.0;1.1;9.8;12.1;11.5;9.0;11.1;10.5;833.0;1031.0;975.0;85.0
694;Europa totaal;Boekingswijze accommodatie: persoonlijk;Waarde;2022;1088.0;7.4;1239.0;1.1;10.6;9.7;8.5;9.4;8.6;7.5;1014.0;932.0;818.0;96.0
695;Europa totaal;Boekingswijze accommodatie: persoonlijk;Waarde;2023;1225.0;8.3;1425.0;1.2;12.3;10.0;8.6;10.8;8.9;7.6;1246.0;1016.0;874.0;101.0
696;Europa totaal;Boekingswijze accommodatie: persoonlijk;Ondergrens 95%-interval;2021;729.0;5.0;771.0;1.0;8.7;11.2;;7.9;10.2;;723.0;933.0;;
697;Europa totaal;Boekingswijze accommodatie: persoonlijk;Ondergrens 95%-interval;2022;994.0;6.8;1129.0;1.1;9.5;9.1;;8.3;7.9;;901.0;846.0;;
698;Europa totaal;Boekingswijze accommodatie: persoonlijk;Ondergrens 95%-interval;2023;1070.0;7.3;1201.0;1.1;10.5;9.0;;9.2;7.8;;1077.0;899.0;;
699;Europa totaal;Boekingswijze accommodatie: persoonlijk;Bovengrens 95%-interval;2021;887.0;6.1;938.0;1.1;10.9;13.0;;10.0;12.0;;943.0;1129.0;;
700;Europa totaal;Boekingswijze accommodatie: persoonlijk;Bovengrens 95%-interval;2022;1181.0;8.1;1349.0;1.2;11.7;10.4;;10.4;9.3;;1126.0;1017.0;;
701;Europa totaal;Boekingswijze accommodatie: persoonlijk;Bovengrens 95%-interval;2023;1381.0;9.3;1650.0;1.2;14.1;11.1;;12.5;9.9;;1414.0;1134.0;;
702;Europa totaal;Boekingswijze accommodatie: telefonisch;Waarde;2021;278.0;1.9;298.0;1.1;3.1;11.3;10.6;2.8;10.2;9.6;245.0;882.0;823.0;78.0
703;Europa totaal;Boekingswijze accommodatie: telefonisch;Waarde;2022;416.0;2.8;448.0;1.1;5.2;12.5;11.6;4.8;11.4;10.6;366.0;880.0;817.0;70.0
704;Europa totaal;Boekingswijze accommodatie: telefonisch;Waarde;2023;323.0;2.2;350.0;1.1;3.5;10.8;10.0;3.1;9.7;9.0;286.0;886.0;816.0;82.0
705;Europa totaal;Boekingswijze accommodatie: telefonisch;Ondergrens 95%-interval;2021;230.0;1.6;245.0;1.0;2.5;10.0;;2.2;9.0;;193.0;765.0;;
706;Europa totaal;Boekingswijze accommodatie: telefonisch;Ondergrens 95%-interval;2022;364.0;2.5;391.0;1.0;4.4;11.2;;4.0;10.1;;310.0;788.0;;
707;Europa totaal;Boekingswijze accommodatie: telefonisch;Ondergrens 95%-interval;2023;261.0;1.8;284.0;1.0;2.7;9.4;;2.4;8.3;;203.0;652.0;;
708;Europa totaal;Boekingswijze accommodatie: telefonisch;Bovengrens 95%-interval;2021;326.0;2.3;351.0;1.1;3.8;12.6;;3.4;11.5;;297.0;1000.0;;
709;Europa totaal;Boekingswijze accommodatie: telefonisch;Bovengrens 95%-interval;2022;468.0;3.2;505.0;1.1;6.0;13.8;;5.5;12.8;;422.0;972.0;;
710;Europa totaal;Boekingswijze accommodatie: telefonisch;Bovengrens 95%-interval;2023;384.0;2.6;416.0;1.1;4.2;12.3;;3.8;11.2;;369.0;1119.0;;
711;Europa totaal;Boekingswijze accommodatie: e-mail;Waarde;2021;472.0;3.3;503.0;1.1;6.3;13.3;12.5;5.8;12.2;11.5;405.0;857.0;805.0;65.0
712;Europa totaal;Boekingswijze accommodatie: e-mail;Waarde;2022;922.0;6.3;1043.0;1.1;13.0;14.1;12.5;12.0;13.0;11.5;863.0;936.0;827.0;66.0
713;Europa totaal;Boekingswijze accommodatie: e-mail;Waarde;2023;929.0;6.3;1075.0;1.2;13.6;14.6;12.6;12.5;13.5;11.6;938.0;1011.0;873.0;69.0
714;Europa totaal;Boekingswijze accommodatie: e-mail;Ondergrens 95%-interval;2021;414.0;2.9;439.0;1.0;5.4;12.3;;4.9;11.2;;344.0;777.0;;
715;Europa totaal;Boekingswijze accommodatie: e-mail;Ondergrens 95%-interval;2022;846.0;5.8;955.0;1.1;11.6;13.1;;10.7;12.0;;774.0;865.0;;
716;Europa totaal;Boekingswijze accommodatie: e-mail;Ondergrens 95%-interval;2023;822.0;5.6;944.0;1.1;11.7;13.3;;10.7;12.2;;796.0;903.0;;
717;Europa totaal;Boekingswijze accommodatie: e-mail;Bovengrens 95%-interval;2021;530.0;3.7;567.0;1.1;7.1;14.3;;6.6;13.2;;465.0;937.0;;
718;Europa totaal;Boekingswijze accommodatie: e-mail;Bovengrens 95%-interval;2022;998.0;6.8;1131.0;1.2;14.4;15.1;;13.3;14.0;;952.0;1007.0;;
719;Europa totaal;Boekingswijze accommodatie: e-mail;Bovengrens 95%-interval;2023;1035.0;7.0;1207.0;1.2;15.5;16.0;;14.3;14.8;;1081.0;1118.0;;
720;Europa totaal;Boekingswijze accommodatie: overig;Waarde;2021;265.0;1.8;275.0;1.0;3.2;12.1;11.6;2.9;11.0;10.6;208.0;784.0;757.0;65.0
721;Europa totaal;Boekingswijze accommodatie: overig;Waarde;2022;539.0;3.7;618.0;1.1;6.9;12.7;11.1;6.3;11.6;10.1;352.0;653.0;570.0;51.0
722;Europa totaal;Boekingswijze accommodatie: overig;Waarde;2023;673.0;4.5;726.0;1.1;7.9;11.8;10.9;7.2;10.7;9.9;427.0;635.0;588.0;54.0
723;Europa totaal;Boekingswijze accommodatie: overig;Ondergrens 95%-interval;2021;217.0;1.5;224.0;1.0;2.5;10.4;;2.3;9.4;;164.0;678.0;;
724;Europa totaal;Boekingswijze accommodatie: overig;Ondergrens 95%-interval;2022;471.0;3.2;519.0;1.1;5.6;10.8;;5.0;9.7;;294.0;575.0;;
725;Europa totaal;Boekingswijze accommodatie: overig;Ondergrens 95%-interval;2023;546.0;3.8;584.0;1.0;6.0;9.7;;5.4;8.6;;334.0;539.0;;
726;Europa totaal;Boekingswijze accommodatie: overig;Bovengrens 95%-interval;2021;313.0;2.2;325.0;1.1;3.9;13.7;;3.6;12.6;;252.0;891.0;;
727;Europa totaal;Boekingswijze accommodatie: overig;Bovengrens 95%-interval;2022;608.0;4.2;716.0;1.2;8.2;14.6;;7.5;13.5;;410.0;731.0;;
728;Europa totaal;Boekingswijze accommodatie: overig;Bovengrens 95%-interval;2023;800.0;5.4;869.0;1.1;9.9;13.9;;9.1;12.8;;521.0;731.0;;
729;Europa totaal;Reisgezelschap: alleenreizende;Waarde;2021;559.0;3.9;746.0;1.3;7.9;14.2;10.6;7.2;12.9;9.6;620.0;1109.0;831.0;78.0
730;Europa totaal;Reisgezelschap: alleenreizende;Waarde;2022;1261.0;8.6;1654.0;1.3;19.5;15.5;11.8;17.8;14.1;10.8;2177.0;1727.0;1316.0;112.0
731;Europa totaal;Reisgezelschap: alleenreizende;Waarde;2023;1339.0;9.0;1849.0;1.4;20.2;15.1;10.9;18.3;13.7;9.9;2295.0;1715.0;1241.0;114.0
732;Europa totaal;Reisgezelschap: alleenreizende;Ondergrens 95%-interval;2021;487.0;3.4;635.0;1.2;6.5;12.4;;5.9;11.1;;514.0;973.0;;
733;Europa totaal;Reisgezelschap: alleenreizende;Ondergrens 95%-interval;2022;1162.0;8.0;1509.0;1.3;17.4;14.1;;15.8;12.8;;1974.0;1607.0;;
734;Europa totaal;Reisgezelschap: alleenreizende;Ondergrens 95%-interval;2023;1184.0;8.1;1586.0;1.3;17.5;13.6;;15.8;12.2;;2018.0;1555.0;;
735;Europa totaal;Reisgezelschap: alleenreizende;Bovengrens 95%-interval;2021;632.0;4.4;858.0;1.4;9.4;16.0;;8.5;14.6;;727.0;1245.0;;
736;Europa totaal;Reisgezelschap: alleenreizende;Bovengrens 95%-interval;2022;1359.0;9.3;1800.0;1.4;21.6;16.8;;19.9;15.5;;2380.0;1846.0;;
737;Europa totaal;Reisgezelschap: alleenreizende;Bovengrens 95%-interval;2023;1493.0;10.1;2111.0;1.5;22.8;16.6;;20.8;15.2;;2573.0;1875.0;;
738;Europa totaal;Reisgezelschap: paar zonder kinderen;Waarde;2021;2463.0;17.0;3411.0;1.4;41.2;16.7;12.1;37.8;15.3;11.1;2800.0;1137.0;821.0;68.0
739;Europa totaal;Reisgezelschap: paar zonder kinderen;Waarde;2022;3233.0;22.1;4842.0;1.5;56.5;17.5;11.7;51.6;16.0;10.7;4161.0;1287.0;859.0;74.0
740;Europa totaal;Reisgezelschap: paar zonder kinderen;Waarde;2023;3237.0;21.8;4810.0;1.5;55.6;17.2;11.6;50.7;15.7;10.6;4403.0;1360.0;916.0;79.0
741;Europa totaal;Reisgezelschap: paar zonder kinderen;Ondergrens 95%-interval;2021;2336.0;16.1;3184.0;1.3;38.4;15.9;;35.2;14.6;;2620.0;1088.0;;
742;Europa totaal;Reisgezelschap: paar zonder kinderen;Ondergrens 95%-interval;2022;3102.0;21.2;4607.0;1.5;53.7;16.8;;49.1;15.3;;3971.0;1247.0;;
743;Europa totaal;Reisgezelschap: paar zonder kinderen;Ondergrens 95%-interval;2023;3056.0;20.6;4493.0;1.4;51.9;16.3;;47.3;14.8;;4119.0;1299.0;;
744;Europa totaal;Reisgezelschap: paar zonder kinderen;Bovengrens 95%-interval;2021;2591.0;17.8;3639.0;1.4;43.9;17.5;;40.4;16.1;;2980.0;1185.0;;
745;Europa totaal;Reisgezelschap: paar zonder kinderen;Bovengrens 95%-interval;2022;3364.0;23.0;5077.0;1.5;59.2;18.1;;54.2;16.6;;4350.0;1327.0;;
746;Europa totaal;Reisgezelschap: paar zonder kinderen;Bovengrens 95%-interval;2023;3419.0;23.1;5126.0;1.5;59.2;18.0;;54.2;16.5;;4687.0;1422.0;;
747;Europa totaal;Reisgezelschap: volwassene en kind(eren);Waarde;2021;1945.0;13.4;2447.0;1.3;30.4;15.6;12.4;28.0;14.4;11.4;1690.0;869.0;691.0;56.0
748;Europa totaal;Reisgezelschap: volwassene en kind(eren);Waarde;2022;2918.0;19.9;4683.0;1.6;50.5;17.3;10.8;45.9;15.7;9.8;3011.0;1032.0;643.0;60.0
749;Europa totaal;Reisgezelschap: volwassene en kind(eren);Waarde;2023;2996.0;20.2;4924.0;1.6;49.9;16.7;10.1;45.0;15.0;9.1;3200.0;1068.0;650.0;64.0
750;Europa totaal;Reisgezelschap: volwassene en kind(eren);Ondergrens 95%-interval;2021;1818.0;12.6;2268.0;1.2;28.1;15.0;;25.8;13.8;;1546.0;821.0;;
751;Europa totaal;Reisgezelschap: volwassene en kind(eren);Ondergrens 95%-interval;2022;2764.0;19.0;4363.0;1.5;47.3;16.7;;42.9;15.1;;2801.0;983.0;;
752;Europa totaal;Reisgezelschap: volwassene en kind(eren);Ondergrens 95%-interval;2023;2758.0;18.8;4481.0;1.6;45.3;15.7;;40.8;14.1;;2892.0;998.0;;
753;Europa totaal;Reisgezelschap: volwassene en kind(eren);Bovengrens 95%-interval;2021;2072.0;14.3;2627.0;1.3;32.7;16.3;;30.1;15.0;;1834.0;917.0;;
754;Europa totaal;Reisgezelschap: volwassene en kind(eren);Bovengrens 95%-interval;2022;3073.0;20.9;5003.0;1.7;53.8;18.0;;48.9;16.3;;3220.0;1080.0;;
755;Europa totaal;Reisgezelschap: volwassene en kind(eren);Bovengrens 95%-interval;2023;3234.0;21.7;5367.0;1.7;54.5;17.7;;49.2;16.0;;3508.0;1138.0;;
756;Europa totaal;Reisgezelschap: familie, anderen;Waarde;2021;1399.0;9.6;1648.0;1.2;15.9;11.4;9.7;14.3;10.2;8.7;1249.0;892.0;758.0;78.0
757;Europa totaal;Reisgezelschap: familie, anderen;Waarde;2022;2544.0;17.4;3388.0;1.3;30.6;12.0;9.0;27.2;10.7;8.0;1863.0;733.0;550.0;61.0
758;Europa totaal;Reisgezelschap: familie, anderen;Waarde;2023;2752.0;18.5;3646.0;1.3;33.6;12.2;9.2;29.9;10.9;8.2;2186.0;794.0;600.0;65.0
759;Europa totaal;Reisgezelschap: familie, anderen;Ondergrens 95%-interval;2021;1293.0;8.9;1513.0;1.1;14.4;10.7;;12.9;9.5;;1125.0;835.0;;
760;Europa totaal;Reisgezelschap: familie, anderen;Ondergrens 95%-interval;2022;2411.0;16.5;3187.0;1.3;28.3;11.4;;25.0;10.0;;1734.0;697.0;;
761;Europa totaal;Reisgezelschap: familie, anderen;Ondergrens 95%-interval;2023;2548.0;17.3;3329.0;1.3;30.0;11.3;;26.6;10.0;;1962.0;737.0;;
762;Europa totaal;Reisgezelschap: familie, anderen;Bovengrens 95%-interval;2021;1506.0;10.4;1783.0;1.2;17.5;12.1;;15.7;10.9;;1373.0;950.0;;
763;Europa totaal;Reisgezelschap: familie, anderen;Bovengrens 95%-interval;2022;2676.0;18.3;3589.0;1.4;32.8;12.7;;29.3;11.3;;1993.0;768.0;;
764;Europa totaal;Reisgezelschap: familie, anderen;Bovengrens 95%-interval;2023;2956.0;19.9;3963.0;1.4;37.1;13.1;;33.3;11.7;;2411.0;852.0;;
765;Europa totaal;Reisgezelschap: vrienden, bekenden, e.a.;Waarde;2021;1026.0;7.1;1310.0;1.3;9.5;9.2;7.2;8.2;8.0;6.2;875.0;853.0;668.0;92.0
766;Europa totaal;Reisgezelschap: vrienden, bekenden, e.a.;Waarde;2022;1877.0;12.8;2666.0;1.4;18.2;9.7;6.8;15.5;8.3;5.8;1013.0;540.0;380.0;56.0
767;Europa totaal;Reisgezelschap: vrienden, bekenden, e.a.;Waarde;2023;2116.0;14.3;3274.0;1.5;26.8;12.7;8.2;23.5;11.1;7.2;1348.0;637.0;412.0;50.0
768;Europa totaal;Reisgezelschap: vrienden, bekenden, e.a.;Ondergrens 95%-interval;2021;925.0;6.4;1163.0;1.2;8.2;8.4;;7.0;7.2;;761.0;780.0;;
769;Europa totaal;Reisgezelschap: vrienden, bekenden, e.a.;Ondergrens 95%-interval;2022;1752.0;12.0;2448.0;1.4;16.3;8.9;;13.8;7.6;;904.0;494.0;;
770;Europa totaal;Reisgezelschap: vrienden, bekenden, e.a.;Ondergrens 95%-interval;2023;1906.0;13.0;2646.0;1.3;12.6;6.4;;9.9;5.0;;963.0;479.0;;
771;Europa totaal;Reisgezelschap: vrienden, bekenden, e.a.;Bovengrens 95%-interval;2021;1126.0;7.8;1457.0;1.3;10.8;10.1;;9.3;8.8;;989.0;926.0;;
772;Europa totaal;Reisgezelschap: vrienden, bekenden, e.a.;Bovengrens 95%-interval;2022;2001.0;13.7;2883.0;1.5;20.1;10.4;;17.2;9.0;;1122.0;586.0;;
773;Europa totaal;Reisgezelschap: vrienden, bekenden, e.a.;Bovengrens 95%-interval;2023;2327.0;15.6;3903.0;1.8;41.0;19.0;;37.2;17.2;;1734.0;795.0;;
774;Europa totaal;Soort vakantie: eigen recreatieve accom.;Waarde;2021;190.0;1.3;516.0;2.7;7.5;39.5;14.6;7.0;36.8;13.6;228.0;1198.0;442.0;30.0
775;Europa totaal;Soort vakantie: eigen recreatieve accom.;Waarde;2022;186.0;1.3;395.0;2.1;6.9;37.1;17.5;6.5;35.0;16.5;193.0;1040.0;489.0;28.0
776;Europa totaal;Soort vakantie: eigen recreatieve accom.;Waarde;2023;217.0;1.5;474.0;2.2;7.8;35.9;16.4;7.3;33.7;15.4;239.0;1104.0;504.0;31.0
777;Europa totaal;Soort vakantie: eigen recreatieve accom.;Ondergrens 95%-interval;2021;151.0;1.1;368.0;2.1;5.7;33.0;;5.2;30.5;;169.0;974.0;;
778;Europa totaal;Soort vakantie: eigen recreatieve accom.;Ondergrens 95%-interval;2022;154.0;1.1;312.0;1.8;5.5;32.2;;5.2;30.2;;153.0;894.0;;
779;Europa totaal;Soort vakantie: eigen recreatieve accom.;Ondergrens 95%-interval;2023;154.0;1.1;333.0;1.7;5.8;27.5;;5.4;25.7;;174.0;899.0;;
780;Europa totaal;Soort vakantie: eigen recreatieve accom.;Bovengrens 95%-interval;2021;229.0;1.6;663.0;3.3;9.4;46.0;;8.7;43.0;;287.0;1422.0;;
781;Europa totaal;Soort vakantie: eigen recreatieve accom.;Bovengrens 95%-interval;2022;218.0;1.5;479.0;2.4;8.3;42.0;;7.8;39.7;;234.0;1186.0;;
782;Europa totaal;Soort vakantie: eigen recreatieve accom.;Bovengrens 95%-interval;2023;279.0;1.9;615.0;2.7;9.8;44.3;;9.2;41.8;;304.0;1309.0;;
783;Europa totaal;Soort vakantie: actief;Waarde;2021;1165.0;8.0;1349.0;1.2;15.8;13.6;11.7;14.5;12.4;10.7;1051.0;902.0;779.0;66.0
784;Europa totaal;Soort vakantie: actief;Waarde;2022;2486.0;17.0;3380.0;1.4;36.5;14.7;10.8;33.1;13.3;9.8;2437.0;980.0;721.0;67.0
785;Europa totaal;Soort vakantie: actief;Waarde;2023;2399.0;16.2;3259.0;1.4;34.8;14.5;10.7;31.5;13.1;9.7;2351.0;980.0;721.0;68.0
786;Europa totaal;Soort vakantie: actief;Ondergrens 95%-interval;2021;1072.0;7.4;1230.0;1.1;14.3;12.7;;13.0;11.6;;943.0;840.0;;
787;Europa totaal;Soort vakantie: actief;Ondergrens 95%-interval;2022;2360.0;16.2;3191.0;1.3;34.3;14.1;;31.1;12.8;;2278.0;933.0;;
788;Europa totaal;Soort vakantie: actief;Ondergrens 95%-interval;2023;2224.0;15.1;3003.0;1.3;31.6;13.5;;28.5;12.2;;2151.0;920.0;;
789;Europa totaal;Soort vakantie: actief;Bovengrens 95%-interval;2021;1257.0;8.7;1468.0;1.2;17.4;14.4;;15.9;13.3;;1159.0;964.0;;
790;Europa totaal;Soort vakantie: actief;Bovengrens 95%-interval;2022;2613.0;17.8;3568.0;1.4;38.8;15.3;;35.2;13.9;;2595.0;1028.0;;
791;Europa totaal;Soort vakantie: actief;Bovengrens 95%-interval;2023;2575.0;17.3;3516.0;1.4;38.0;15.4;;34.5;14.1;;2552.0;1040.0;;
792;Europa totaal;Soort vakantie: zon, strand;Waarde;2021;1350.0;9.3;1473.0;1.1;19.4;14.4;13.2;17.9;13.3;12.2;1720.0;1274.0;1168.0;89.0
793;Europa totaal;Soort vakantie: zon, strand;Waarde;2022;1752.0;12.0;1974.0;1.1;26.3;15.0;13.3;24.3;13.9;12.3;2085.0;1190.0;1056.0;79.0
794;Europa totaal;Soort vakantie: zon, strand;Waarde;2023;1713.0;11.5;1936.0;1.1;25.5;14.9;13.2;23.6;13.8;12.2;2177.0;1271.0;1124.0;85.0
795;Europa totaal;Soort vakantie: zon, strand;Ondergrens 95%-interval;2021;1244.0;8.6;1353.0;1.1;17.8;13.8;;16.4;12.7;;1567.0;1217.0;;
796;Europa totaal;Soort vakantie: zon, strand;Ondergrens 95%-interval;2022;1636.0;11.2;1835.0;1.1;24.3;14.3;;22.4;13.2;;1936.0;1137.0;;
797;Europa totaal;Soort vakantie: zon, strand;Ondergrens 95%-interval;2023;1535.0;10.5;1726.0;1.1;22.4;13.9;;20.6;12.8;;1931.0;1182.0;;
798;Europa totaal;Soort vakantie: zon, strand;Bovengrens 95%-interval;2021;1457.0;10.0;1592.0;1.1;21.0;14.9;;19.4;13.8;;1874.0;1332.0;;
799;Europa totaal;Soort vakantie: zon, strand;Bovengrens 95%-interval;2022;1868.0;12.8;2113.0;1.2;28.3;15.7;;26.2;14.5;;2235.0;1244.0;;
800;Europa totaal;Soort vakantie: zon, strand;Bovengrens 95%-interval;2023;1891.0;12.7;2146.0;1.2;28.7;15.9;;26.6;14.8;;2423.0;1360.0;;
801;Europa totaal;Soort vakantie: steden;Waarde;2021;1148.0;7.9;1404.0;1.2;7.9;6.8;5.6;6.5;5.6;4.6;793.0;690.0;565.0;101.0
802;Europa totaal;Soort vakantie: steden;Waarde;2022;2375.0;16.2;3153.0;1.3;17.8;7.5;5.7;14.7;6.2;4.7;1692.0;712.0;537.0;95.0
803;Europa totaal;Soort vakantie: steden;Waarde;2023;2551.0;17.2;3276.0;1.3;20.3;8.0;6.2;17.0;6.7;5.2;1718.0;673.0;524.0;85.0
804;Europa totaal;Soort vakantie: steden;Ondergrens 95%-interval;2021;1045.0;7.2;1258.0;1.2;6.8;6.2;;5.5;5.0;;699.0;640.0;;
805;Europa totaal;Soort vakantie: steden;Ondergrens 95%-interval;2022;2234.0;15.3;2936.0;1.3;16.2;7.0;;13.2;5.7;;1549.0;669.0;;
806;Europa totaal;Soort vakantie: steden;Ondergrens 95%-interval;2023;2331.0;15.9;2944.0;1.2;15.4;6.3;;12.3;5.1;;1538.0;625.0;;
807;Europa totaal;Soort vakantie: steden;Bovengrens 95%-interval;2021;1252.0;8.6;1549.0;1.3;8.9;7.5;;7.4;6.2;;886.0;741.0;;
808;Europa totaal;Soort vakantie: steden;Bovengrens 95%-interval;2022;2516.0;17.1;3369.0;1.4;19.4;8.0;;16.1;6.7;;1834.0;756.0;;
809;Europa totaal;Soort vakantie: steden;Bovengrens 95%-interval;2023;2770.0;18.6;3608.0;1.3;25.2;9.6;;21.7;8.3;;1898.0;722.0;;
810;Europa totaal;Soort vakantie: natuur;Waarde;2021;388.0;2.7;419.0;1.1;5.4;14.0;13.0;5.0;12.9;12.0;314.0;810.0;750.0;58.0
811;Europa totaal;Soort vakantie: natuur;Waarde;2022;825.0;5.6;892.0;1.1;11.4;13.9;12.8;10.5;12.8;11.8;702.0;850.0;787.0;61.0
812;Europa totaal;Soort vakantie: natuur;Waarde;2023;900.0;6.1;971.0;1.1;12.5;13.9;12.9;11.5;12.8;11.9;788.0;875.0;812.0;63.0
813;Europa totaal;Soort vakantie: natuur;Ondergrens 95%-interval;2021;333.0;2.3;359.0;1.0;4.6;12.8;;4.2;11.7;;257.0;716.0;;
