ID;Geslacht;Onderwijssoort;Opleidingsfase;Opleidingsvorm;Perioden;TotaalIngeschrevenen_1
237;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2024/'25;434730
238;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2011/'12;349340
239;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2012/'13;355210
240;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2013/'14;376660
241;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2014/'15;386870
242;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2015/'16;384990
243;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2016/'17;389280
244;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2017/'18;393360
245;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2018/'19;393390
246;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2019/'20;396330
247;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2020/'21;416650
248;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2021/'22;414590
249;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2022/'23;400090
250;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2023/'24;383850
251;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2024/'25;373260
252;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2011/'12;51090
253;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2012/'13;44940
254;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2013/'14;42370
255;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2014/'15;38850
256;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2015/'16;37100
257;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2016/'17;37190
258;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2017/'18;39050
259;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2018/'19;40790
260;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2019/'20;44090
261;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2020/'21;48140
262;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2021/'22;51030
263;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2022/'23;50550
264;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2023/'24;49910
265;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2024/'25;49240
266;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2011/'12;11300
267;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2012/'13;10430
268;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2013/'14;9670
269;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2014/'15;8750
270;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2015/'16;8420
271;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2016/'17;8210
272;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2017/'18;8410
273;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2018/'19;8970
274;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2019/'20;9670
275;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2020/'21;10670
276;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2021/'22;10970
277;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2022/'23;11440
278;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2023/'24;11900
279;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Bachelor- en doctoraalopleidingen;Duaal;2024/'25;12230
280;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2011/'12;12220
281;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2012/'13;11110
282;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2013/'14;11600
283;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2014/'15;11960
284;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2015/'16;12100
285;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2016/'17;11970
286;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2017/'18;11870
287;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2018/'19;12520
288;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2019/'20;13240
289;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2020/'21;13810
290;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2021/'22;14850
291;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2022/'23;14750
292;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2023/'24;14780
293;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2024/'25;15210
294;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2011/'12;1680
295;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2012/'13;1680
296;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2013/'14;1910
297;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2014/'15;2180
298;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2015/'16;2070
299;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2016/'17;2230
300;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2017/'18;2640
301;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2018/'19;3060
302;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2019/'20;3450
303;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2020/'21;4040
304;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2021/'22;4430
305;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2022/'23;4490
306;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2023/'24;4860
307;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Voltijd;2024/'25;5230
308;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2011/'12;9470
309;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2012/'13;8270
310;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2013/'14;8540
311;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2014/'15;8640
312;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2015/'16;8840
313;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2016/'17;8430
314;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2017/'18;7740
315;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2018/'19;7760
316;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2019/'20;7880
317;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2020/'21;7750
318;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2021/'22;8440
319;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2022/'23;8250
320;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2023/'24;7910
321;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Deeltijd;2024/'25;7990
322;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2011/'12;1070
323;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2012/'13;1160
324;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2013/'14;1150
325;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2014/'15;1140
326;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2015/'16;1190
327;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2016/'17;1310
328;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2017/'18;1480
329;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2018/'19;1700
330;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2019/'20;1910
331;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2020/'21;2020
332;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2021/'22;1980
333;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2022/'23;2010
334;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2023/'24;2010
335;Totaal mannen en vrouwen;Hoger beroepsonderwijs;Master- en vervolgopleidingen;Duaal;2024/'25;2000
336;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2011/'12;245430
337;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2012/'13;241370
338;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2013/'14;250190
339;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2014/'15;255660
340;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2015/'16;261170
341;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2016/'17;268030
342;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2017/'18;280040
343;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2018/'19;294710
344;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2019/'20;306890
345;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2020/'21;331420
346;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2021/'22;344630
347;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2022/'23;344100
348;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2023/'24;343880
349;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Totaal opleidingsvorm;2024/'25;341760
350;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2011/'12;236070
351;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2012/'13;234020
352;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2013/'14;243410
353;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2014/'15;249480
354;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2015/'16;255400
355;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2016/'17;262520
356;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2017/'18;274470
357;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2018/'19;289230
358;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2019/'20;301660
359;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2020/'21;325890
360;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2021/'22;338910
361;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2022/'23;338710
362;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2023/'24;338720
363;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Voltijd;2024/'25;336840
364;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2011/'12;8920
365;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2012/'13;6940
366;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2013/'14;6350
367;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2014/'15;5750
368;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2015/'16;5320
369;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2016/'17;5020
370;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2017/'18;5030
371;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2018/'19;4940
372;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2019/'20;4670
373;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2020/'21;4960
374;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2021/'22;5140
375;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2022/'23;4830
376;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2023/'24;4600
377;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Deeltijd;2024/'25;4340
378;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2011/'12;430
379;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2012/'13;420
380;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2013/'14;430
381;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2014/'15;440
382;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2015/'16;450
383;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2016/'17;480
384;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2017/'18;540
385;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2018/'19;550
386;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2019/'20;560
387;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2020/'21;570
388;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2021/'22;590
389;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2022/'23;560
390;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2023/'24;560
391;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Opleidingsfase totaal;Duaal;2024/'25;570
392;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2011/'12;163890
393;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2012/'13;156080
394;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2013/'14;159250
395;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2014/'15;161760
396;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2015/'16;162250
397;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2016/'17;166230
398;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2017/'18;174690
399;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2018/'19;185710
400;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2019/'20;194940
401;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2020/'21;209280
402;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2021/'22;216540
403;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2022/'23;219440
404;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2023/'24;221450
405;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Totaal opleidingsvorm;2024/'25;217970
406;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2011/'12;159620
407;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2012/'13;153090
408;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2013/'14;156810
409;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2014/'15;159670
410;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2015/'16;160380
411;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2016/'17;164500
412;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2017/'18;172910
413;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2018/'19;183940
414;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2019/'20;193310
415;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2020/'21;207560
416;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2021/'22;214760
417;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2022/'23;217820
418;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2023/'24;219930
419;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Voltijd;2024/'25;216600
420;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2011/'12;4270
421;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2012/'13;3000
422;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2013/'14;2440
423;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2014/'15;2090
424;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2015/'16;1870
425;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2016/'17;1720
426;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2017/'18;1790
427;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2018/'19;1770
428;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2019/'20;1630
429;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2020/'21;1720
430;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2021/'22;1780
431;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2022/'23;1620
432;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2023/'24;1520
433;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Deeltijd;2024/'25;1370
434;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2011/'12;0
435;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2012/'13;0
436;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2013/'14;0
437;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2014/'15;0
438;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2015/'16;0
439;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2016/'17;0
440;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2017/'18;0
441;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2018/'19;0
442;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2019/'20;0
443;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2020/'21;0
444;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2021/'22;0
445;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2022/'23;0
446;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2023/'24;0
447;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor- en doctoraalopleidingen;Duaal;2024/'25;0
448;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2011/'12;81530
449;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2012/'13;85290
450;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2013/'14;90930
451;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2014/'15;93900
452;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2015/'16;98920
453;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2016/'17;101800
454;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2017/'18;105350
455;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2018/'19;109000
456;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2019/'20;111950
457;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2020/'21;122140
458;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2021/'22;128090
459;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Master- en vervolgopleidingen;Totaal opleidingsvorm;2022/'23;124670
