ID;Geslacht;Leeftijd;TypeInstelling;Herkomstgroepering;Perioden;AantalUltimoVerslagjaar_1;PercentageUltimoVerslagjaar_2;AantalInVerslagjaar_3;PercentageInVerslagjaar_4;OpnamedagenInVerslagjaar_5
670;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Autochtoon;2008;4405;0.15;4970.0;0.17;1527.0
671;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Autochtoon;2009;4615;0.16;5250.0;0.18;1607.0
672;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal allochtoon;2004;980;0.13;1125.0;0.16;327.0
673;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal allochtoon;2005;1145;0.15;1290.0;0.18;385.0
674;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal allochtoon;2006;1410;0.19;1565.0;0.21;470.0
675;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal allochtoon;2007;1520;0.2;;;
676;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal allochtoon;2008;1715;0.22;1945.0;0.26;578.0
677;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal allochtoon;2009;1940;0.24;2195.0;0.28;664.0
678;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Westerse allochtoon;2004;485;0.14;545.0;0.16;162.0
679;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Westerse allochtoon;2005;520;0.15;580.0;0.17;178.0
680;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Westerse allochtoon;2006;615;0.17;670.0;0.19;205.0
681;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Westerse allochtoon;2007;630;0.18;;;
682;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Westerse allochtoon;2008;670;0.19;755.0;0.22;232.0
683;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Westerse allochtoon;2009;710;0.2;805.0;0.23;246.0
684;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal niet-westerse allochtoon;2004;495;0.13;580.0;0.16;165.0
685;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal niet-westerse allochtoon;2005;625;0.16;710.0;0.18;207.0
686;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal niet-westerse allochtoon;2006;795;0.2;895.0;0.23;265.0
687;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal niet-westerse allochtoon;2007;890;0.21;;;
688;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal niet-westerse allochtoon;2008;1045;0.24;1185.0;0.29;346.0
689;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Totaal niet-westerse allochtoon;2009;1230;0.28;1390.0;0.33;418.0
690;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Marokko;2004;60;0.11;70.0;0.13;21.0
691;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Marokko;2005;85;0.14;90.0;0.15;28.0
692;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Marokko;2006;115;0.18;140.0;0.22;40.0
693;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Marokko;2007;140;0.21;;;
694;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Marokko;2008;185;0.26;205.0;0.3;58.0
695;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Marokko;2009;230;0.32;260.0;0.36;78.0
696;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Turkije;2004;40;0.05;45.0;0.06;14.0
697;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Turkije;2005;55;0.07;60.0;0.08;19.0
698;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Turkije;2006;80;0.09;85.0;0.1;26.0
699;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Turkije;2007;65;0.07;;;
700;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Turkije;2008;85;0.09;95.0;0.1;26.0
701;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Turkije;2009;105;0.11;120.0;0.12;35.0
702;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Suriname;2004;215;0.25;255.0;0.3;73.0
703;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Suriname;2005;255;0.29;295.0;0.35;85.0
704;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Suriname;2006;315;0.36;350.0;0.41;104.0
705;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Suriname;2007;340;0.38;;;
706;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Suriname;2008;385;0.43;435.0;0.5;132.0
707;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Suriname;2009;450;0.51;495.0;0.57;153.0
708;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Nederlandse Antillen en Aruba;2004;70;0.25;80.0;0.3;23.0
709;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Nederlandse Antillen en Aruba;2005;90;0.33;100.0;0.38;30.0
710;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Nederlandse Antillen en Aruba;2006;105;0.37;125.0;0.46;35.0
711;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Nederlandse Antillen en Aruba;2007;125;0.45;;;
712;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Nederlandse Antillen en Aruba;2008;140;0.49;170.0;0.62;46.0
713;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Nederlandse Antillen en Aruba;2009;160;0.56;180.0;0.65;52.0
714;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Overig niet-westers;2004;110;0.08;130.0;0.1;34.0
715;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Overig niet-westers;2005;140;0.1;160.0;0.12;45.0
716;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Overig niet-westers;2006;185;0.13;195.0;0.15;60.0
717;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Overig niet-westers;2007;225;0.16;;;
718;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Overig niet-westers;2008;255;0.17;290.0;0.21;84.0
719;Totaal mannen en vrouwen;35 tot 50 jaar;Geestelijke gezondheidszorg;Overig niet-westers;2009;290;0.19;335.0;0.24;99.0
720;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal herkomstgroepering;2004;22270;0.73;26670.0;0.87;8019.0
721;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal herkomstgroepering;2005;23685;0.76;28265.0;0.91;8461.0
722;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal herkomstgroepering;2006;25400;0.8;30530.0;0.96;9104.0
723;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal herkomstgroepering;2007;27145;0.84;;;
724;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal herkomstgroepering;2008;27895;0.85;34240.0;1.04;10139.0
725;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal herkomstgroepering;2009;29685;0.89;36055.0;1.08;10646.0
726;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Autochtoon;2004;19585;0.76;23305.0;0.9;7059.0
727;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Autochtoon;2005;20810;0.79;24645.0;0.93;7450.0
728;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Autochtoon;2006;22260;0.83;26540.0;0.98;7994.0
729;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Autochtoon;2007;23670;0.86;;;
730;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Autochtoon;2008;24185;0.87;29485.0;1.06;8813.0
731;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Autochtoon;2009;25590;0.91;30890.0;1.1;9211.0
732;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal allochtoon;2004;2685;0.58;3360.0;0.73;961.0
733;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal allochtoon;2005;2875;0.61;3620.0;0.78;1011.0
734;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal allochtoon;2006;3140;0.65;3995.0;0.84;1111.0
735;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal allochtoon;2007;3475;0.71;;;
736;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal allochtoon;2008;3705;0.73;4760.0;0.95;1326.0
737;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal allochtoon;2009;4095;0.78;5165.0;1.0;1435.0
738;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Westerse allochtoon;2004;2115;0.69;2565.0;0.84;764.0
739;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Westerse allochtoon;2005;2180;0.71;2650.0;0.86;777.0
740;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Westerse allochtoon;2006;2310;0.75;2830.0;0.92;825.0
741;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Westerse allochtoon;2007;2475;0.79;;;
742;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Westerse allochtoon;2008;2580;0.81;3225.0;1.03;932.0
743;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Westerse allochtoon;2009;2770;0.86;3425.0;1.08;980.0
744;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal niet-westerse allochtoon;2004;570;0.37;800.0;0.53;197.0
745;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal niet-westerse allochtoon;2005;695;0.44;970.0;0.61;234.0
746;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal niet-westerse allochtoon;2006;830;0.49;1160.0;0.69;286.0
747;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal niet-westerse allochtoon;2007;1000;0.56;;;
748;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal niet-westerse allochtoon;2008;1130;0.59;1535.0;0.82;394.0
749;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Totaal niet-westerse allochtoon;2009;1330;0.65;1740.0;0.87;455.0
750;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Marokko;2004;30;0.12;60.0;0.24;10.0
751;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Marokko;2005;45;0.17;70.0;0.27;13.0
752;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Marokko;2006;45;0.18;80.0;0.31;17.0
753;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Marokko;2007;45;0.17;;;
754;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Marokko;2008;45;0.16;80.0;0.29;16.0
755;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Marokko;2009;75;0.26;105.0;0.37;22.0
756;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Turkije;2004;45;0.16;75.0;0.25;15.0
757;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Turkije;2005;45;0.15;85.0;0.29;17.0
758;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Turkije;2006;55;0.18;95.0;0.32;18.0
759;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Turkije;2007;45;0.14;;;
760;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Turkije;2008;55;0.17;95.0;0.3;16.0
761;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Turkije;2009;50;0.16;85.0;0.27;16.0
762;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Suriname;2004;260;0.63;355.0;0.86;90.0
763;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Suriname;2005;330;0.74;455.0;1.03;110.0
764;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Suriname;2006;385;0.82;530.0;1.13;137.0
765;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Suriname;2007;500;1.0;;;
766;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Suriname;2008;555;1.04;740.0;1.4;195.0
767;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Suriname;2009;655;1.15;830.0;1.47;227.0
768;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Nederlandse Antillen en Aruba;2004;120;0.89;140.0;1.07;42.0
769;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Nederlandse Antillen en Aruba;2005;140;0.98;175.0;1.26;49.0
770;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Nederlandse Antillen en Aruba;2006;170;1.12;205.0;1.41;57.0
771;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Nederlandse Antillen en Aruba;2007;210;1.34;;;
772;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Nederlandse Antillen en Aruba;2008;235;1.38;295.0;1.79;83.0
773;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Nederlandse Antillen en Aruba;2009;250;1.43;315.0;1.84;89.0
774;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Overig niet-westers;2004;110;0.25;165.0;0.39;40.0
775;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Overig niet-westers;2005;140;0.3;190.0;0.41;45.0
776;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Overig niet-westers;2006;175;0.34;245.0;0.49;57.0
777;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Overig niet-westers;2007;200;0.36;;;
778;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Overig niet-westers;2008;245;0.4;330.0;0.55;84.0
779;Totaal mannen en vrouwen;50 tot 65 jaar;Totaal zorg met verblijf;Overig niet-westers;2009;295;0.44;405.0;0.62;101.0
780;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal herkomstgroepering;2004;4965;0.16;8570.0;0.28;1720.0
781;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal herkomstgroepering;2005;5345;0.17;9035.0;0.29;1802.0
782;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal herkomstgroepering;2006;5755;0.18;9990.0;0.31;1974.0
783;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal herkomstgroepering;2007;6105;0.19;;;
784;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal herkomstgroepering;2008;6345;0.19;11310.0;0.34;2192.0
785;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal herkomstgroepering;2009;6540;0.2;11940.0;0.36;2280.0
786;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Autochtoon;2004;4180;0.16;7190.0;0.28;1443.0
787;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Autochtoon;2005;4495;0.17;7565.0;0.29;1517.0
788;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Autochtoon;2006;4855;0.18;8355.0;0.31;1665.0
789;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Autochtoon;2007;5110;0.19;;;
790;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Autochtoon;2008;5285;0.19;9405.0;0.34;1827.0
791;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Autochtoon;2009;5395;0.19;9870.0;0.35;1894.0
792;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal allochtoon;2004;785;0.17;1380.0;0.3;276.0
793;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal allochtoon;2005;850;0.18;1470.0;0.32;285.0
794;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal allochtoon;2006;900;0.19;1635.0;0.34;309.0
795;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal allochtoon;2007;995;0.2;;;
796;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal allochtoon;2008;1060;0.21;1905.0;0.38;365.0
797;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal allochtoon;2009;1140;0.22;2065.0;0.4;386.0
798;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Westerse allochtoon;2004;520;0.17;900.0;0.29;186.0
799;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Westerse allochtoon;2005;530;0.17;910.0;0.3;183.0
800;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Westerse allochtoon;2006;550;0.18;990.0;0.32;193.0
801;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Westerse allochtoon;2007;590;0.19;;;
802;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Westerse allochtoon;2008;625;0.2;1125.0;0.36;217.0
803;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Westerse allochtoon;2009;660;0.2;1235.0;0.39;226.0
804;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal niet-westerse allochtoon;2004;265;0.17;480.0;0.31;90.0
805;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal niet-westerse allochtoon;2005;315;0.2;560.0;0.35;102.0
806;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal niet-westerse allochtoon;2006;345;0.2;645.0;0.38;116.0
807;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal niet-westerse allochtoon;2007;405;0.23;;;
808;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal niet-westerse allochtoon;2008;435;0.23;775.0;0.42;148.0
809;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Totaal niet-westerse allochtoon;2009;485;0.24;830.0;0.42;160.0
810;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Marokko;2004;20;0.09;45.0;0.18;7.0
811;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Marokko;2005;30;0.11;50.0;0.21;8.0
812;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Marokko;2006;25;0.09;55.0;0.21;9.0
813;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Marokko;2007;25;0.09;;;
814;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Marokko;2008;20;0.07;55.0;0.2;8.0
815;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Marokko;2009;35;0.12;60.0;0.21;9.0
816;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Turkije;2004;40;0.14;65.0;0.23;13.0
817;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Turkije;2005;40;0.13;80.0;0.27;15.0
818;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Turkije;2006;40;0.13;80.0;0.27;13.0
819;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Turkije;2007;35;0.11;;;
820;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Turkije;2008;45;0.14;80.0;0.26;13.0
821;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Turkije;2009;35;0.11;70.0;0.22;11.0
822;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Suriname;2004;115;0.27;200.0;0.49;37.0
823;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Suriname;2005;140;0.32;245.0;0.55;44.0
824;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Suriname;2006;150;0.32;270.0;0.58;52.0
825;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Suriname;2007;195;0.38;;;
826;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Suriname;2008;205;0.38;360.0;0.68;70.0
827;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Suriname;2009;220;0.39;355.0;0.63;75.0
828;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Nederlandse Antillen en Aruba;2004;45;0.34;65.0;0.49;16.0
829;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Nederlandse Antillen en Aruba;2005;50;0.34;80.0;0.56;17.0
830;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Nederlandse Antillen en Aruba;2006;55;0.38;90.0;0.63;19.0
831;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Nederlandse Antillen en Aruba;2007;70;0.43;;;
832;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Nederlandse Antillen en Aruba;2008;70;0.42;115.0;0.7;25.0
833;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Nederlandse Antillen en Aruba;2009;75;0.42;120.0;0.71;24.0
834;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Overig niet-westers;2004;45;0.1;100.0;0.23;18.0
835;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Overig niet-westers;2005;60;0.13;105.0;0.23;18.0
836;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Overig niet-westers;2006;75;0.15;145.0;0.29;24.0
837;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Overig niet-westers;2007;85;0.15;;;
838;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Overig niet-westers;2008;95;0.16;170.0;0.28;31.0
839;Totaal mannen en vrouwen;50 tot 65 jaar;Verpleging en verzorging;Overig niet-westers;2009;120;0.18;220.0;0.34;40.0
840;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal herkomstgroepering;2004;12875;0.42;13390.0;0.44;4720.0
841;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal herkomstgroepering;2005;13565;0.44;14090.0;0.45;4961.0
842;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal herkomstgroepering;2006;14335;0.45;14905.0;0.47;5247.0
843;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal herkomstgroepering;2007;15295;0.47;;;
844;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal herkomstgroepering;2008;15490;0.47;16555.0;0.5;5780.0
845;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal herkomstgroepering;2009;16435;0.49;17115.0;0.51;5983.0
846;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Autochtoon;2004;11700;0.45;12175.0;0.47;4292.0
847;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Autochtoon;2005;12335;0.47;12805.0;0.48;4513.0
848;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Autochtoon;2006;13030;0.48;13550.0;0.5;4773.0
849;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Autochtoon;2007;13870;0.51;;;
850;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Autochtoon;2008;14025;0.51;14965.0;0.54;5232.0
851;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Autochtoon;2009;14855;0.53;15475.0;0.55;5416.0
852;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal allochtoon;2004;1175;0.26;1215.0;0.27;429.0
853;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal allochtoon;2005;1230;0.26;1285.0;0.28;448.0
854;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal allochtoon;2006;1305;0.27;1355.0;0.28;475.0
855;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal allochtoon;2007;1425;0.29;;;
856;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal allochtoon;2008;1465;0.29;1590.0;0.32;548.0
857;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal allochtoon;2009;1580;0.3;1640.0;0.32;567.0
858;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Westerse allochtoon;2004;1055;0.34;1090.0;0.36;386.0
859;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Westerse allochtoon;2005;1085;0.35;1135.0;0.37;396.0
860;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Westerse allochtoon;2006;1140;0.37;1175.0;0.38;414.0
861;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Westerse allochtoon;2007;1215;0.39;;;
862;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Westerse allochtoon;2008;1230;0.39;1335.0;0.43;462.0
863;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Westerse allochtoon;2009;1315;0.41;1360.0;0.43;473.0
864;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal niet-westerse allochtoon;2004;120;0.08;125.0;0.08;43.0
865;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal niet-westerse allochtoon;2005;145;0.09;150.0;0.1;52.0
866;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal niet-westerse allochtoon;2006;170;0.1;180.0;0.11;61.0
867;Totaal mannen en vrouwen;50 tot 65 jaar;Gehandicaptenzorg;Totaal niet-westerse allochtoon;2007;205;0.12;;;
