ID;Countries;SITC;Periods;TotalImportValue_1;TotalExportValue_2
2987;Total countries;51139 Halogenated derivatives of hydr...;2016 August;;7.0
2988;Total countries;51139 Halogenated derivatives of hydr...;2016 September;;1.0
2989;Total countries;51139 Halogenated derivatives of hydr...;2016 October;;3.0
2990;Total countries;51139 Halogenated derivatives of hydr...;2016 November;;2.0
2991;Total countries;51139 Halogenated derivatives of hydr...;2016 December;;1.0
2992;Total countries;51139 Halogenated derivatives of hydr...;2016;;29.0
2993;Total countries;51139 Halogenated derivatives of hydr...;2017 January;;2.0
2994;Total countries;51139 Halogenated derivatives of hydr...;2017 February;;3.0
2995;Total countries;51139 Halogenated derivatives of hydr...;2017 March;;6.0
2996;Total countries;51139 Halogenated derivatives of hydr...;2017 April;;2.0
2997;Total countries;51139 Halogenated derivatives of hydr...;2017 May;;3.0
2998;Total countries;51139 Halogenated derivatives of hydr...;2017 June;;5.0
2999;Total countries;51139 Halogenated derivatives of hydr...;2017 July;;6.0
3000;Total countries;51139 Halogenated derivatives of hydr...;2017 August;;4.0
3001;Total countries;51139 Halogenated derivatives of hydr...;2017 September;;8.0
3002;Total countries;51139 Halogenated derivatives of hydr...;2017 October;;4.0
3003;Total countries;51139 Halogenated derivatives of hydr...;2017 November;;1.0
3004;Total countries;51139 Halogenated derivatives of hydr...;2017 December;;2.0
3005;Total countries;51139 Halogenated derivatives of hydr...;2017;;45.0
3006;Total countries;51139 Halogenated derivatives of hydr...;2018 January;;2.0
3007;Total countries;51139 Halogenated derivatives of hydr...;2018 February;;2.0
3008;Total countries;51139 Halogenated derivatives of hydr...;2018 March;;1.0
3009;Total countries;51139 Halogenated derivatives of hydr...;2018 April;;1.0
3010;Total countries;51139 Halogenated derivatives of hydr...;2018 May;;1.0
3011;Total countries;51139 Halogenated derivatives of hydr...;2018 June;;1.0
3012;Total countries;51139 Halogenated derivatives of hydr...;2018 July;;2.0
3013;Total countries;51139 Halogenated derivatives of hydr...;2018 August;;1.0
3014;Total countries;51139 Halogenated derivatives of hydr...;2018 September;;2.0
3015;Total countries;51139 Halogenated derivatives of hydr...;2018 October;;2.0
3016;Total countries;51139 Halogenated derivatives of hydr...;2018 November;;2.0
3017;Total countries;51139 Halogenated derivatives of hydr...;2018 December;;1.0
3018;Total countries;51139 Halogenated derivatives of hydr...;2018;;19.0
3019;Total countries;51139 Halogenated derivatives of hydr...;2019 January;2.0;2.0
3020;Total countries;51139 Halogenated derivatives of hydr...;2019 February;2.0;2.0
3021;Total countries;51139 Halogenated derivatives of hydr...;2019 March;2.0;2.0
3022;Total countries;51139 Halogenated derivatives of hydr...;2019 April;3.0;2.0
3023;Total countries;51139 Halogenated derivatives of hydr...;2019 May;3.0;2.0
3024;Total countries;51139 Halogenated derivatives of hydr...;2019 June;1.0;2.0
3025;Total countries;51139 Halogenated derivatives of hydr...;2019 July;2.0;2.0
3026;Total countries;51139 Halogenated derivatives of hydr...;2019 August;2.0;2.0
3027;Total countries;51139 Halogenated derivatives of hydr...;2019 September;2.0;2.0
3028;Total countries;51139 Halogenated derivatives of hydr...;2019 October;2.0;2.0
3029;Total countries;51139 Halogenated derivatives of hydr...;2019 November;2.0;1.0
3030;Total countries;51139 Halogenated derivatives of hydr...;2019 December;2.0;1.0
3031;Total countries;51139 Halogenated derivatives of hydr...;2019;25.0;21.0
3032;Total countries;51139 Halogenated derivatives of hydr...;2020 January;2.0;1.0
3033;Total countries;51139 Halogenated derivatives of hydr...;2020 February;1.0;1.0
3034;Total countries;51139 Halogenated derivatives of hydr...;2020 March;2.0;2.0
3035;Total countries;51139 Halogenated derivatives of hydr...;2020 April;1.0;1.0
3036;Total countries;51139 Halogenated derivatives of hydr...;2020 May;1.0;2.0
3037;Total countries;51139 Halogenated derivatives of hydr...;2020 June;2.0;1.0
3038;Total countries;51139 Halogenated derivatives of hydr...;2020 July;1.0;1.0
3039;Total countries;51139 Halogenated derivatives of hydr...;2020 August;1.0;1.0
3040;Total countries;51139 Halogenated derivatives of hydr...;2020 September;1.0;1.0
3041;Total countries;51139 Halogenated derivatives of hydr...;2020 October;1.0;1.0
3042;Total countries;51139 Halogenated derivatives of hydr...;2020 November;2.0;1.0
3043;Total countries;51139 Halogenated derivatives of hydr...;2020 December;2.0;1.0
3044;Total countries;51139 Halogenated derivatives of hydr...;2020;18.0;14.0
3045;Total countries;51139 Halogenated derivatives of hydr...;2021 January;;
3046;Total countries;51139 Halogenated derivatives of hydr...;2021 February;;
3047;Total countries;51139 Halogenated derivatives of hydr...;2021 March;;
3048;Total countries;51139 Halogenated derivatives of hydr...;2021 April;;
3049;Total countries;51139 Halogenated derivatives of hydr...;2021 May;;
3050;Total countries;51139 Halogenated derivatives of hydr...;2021 June;;
3051;Total countries;51139 Halogenated derivatives of hydr...;2021 July;;
3052;Total countries;51139 Halogenated derivatives of hydr...;2021 August;;
3053;Total countries;51139 Halogenated derivatives of hydr...;2021 September;;
3054;Total countries;51139 Halogenated derivatives of hydr...;2021 October;;
3055;Total countries;51139 Halogenated derivatives of hydr...;2021 November;;
3056;Total countries;51139 Halogenated derivatives of hydr...;2021 December;;
3057;Total countries;51139 Halogenated derivatives of hydr...;2021;;
3058;Total countries;51139 Halogenated derivatives of hydr...;2022 January;3.0;2.0
3059;Total countries;51139 Halogenated derivatives of hydr...;2022 February;3.0;1.0
3060;Total countries;51139 Halogenated derivatives of hydr...;2022 March;5.0;2.0
3061;Total countries;51139 Halogenated derivatives of hydr...;2022 April;4.0;2.0
3062;Total countries;51139 Halogenated derivatives of hydr...;2022 May;4.0;2.0
3063;Total countries;51139 Halogenated derivatives of hydr...;2022 June;4.0;1.0
3064;Total countries;51139 Halogenated derivatives of hydr...;2022 July;5.0;2.0
3065;Total countries;51139 Halogenated derivatives of hydr...;2022 August;5.0;1.0
3066;Total countries;51139 Halogenated derivatives of hydr...;2022 September;4.0;2.0
3067;Total countries;51139 Halogenated derivatives of hydr...;2022 October;3.0;1.0
3068;Total countries;51139 Halogenated derivatives of hydr...;2022 November;4.0;1.0
3069;Total countries;51139 Halogenated derivatives of hydr...;2022 December;2.0;1.0
3070;Total countries;51139 Halogenated derivatives of hydr...;2022;46.0;18.0
3071;Total countries;51139 Halogenated derivatives of hydr...;2023 January;3.0;1.0
3072;Total countries;51139 Halogenated derivatives of hydr...;2023 February;3.0;1.0
3073;Total countries;51139 Halogenated derivatives of hydr...;2023 March;3.0;1.0
3074;Total countries;51139 Halogenated derivatives of hydr...;2023 April;2.0;1.0
3075;Total countries;51139 Halogenated derivatives of hydr...;2023 May;3.0;1.0
3076;Total countries;51139 Halogenated derivatives of hydr...;2023 June;2.0;1.0
3077;Total countries;51139 Halogenated derivatives of hydr...;2023 July;1.0;1.0
3078;Total countries;51139 Halogenated derivatives of hydr...;2023 August;2.0;3.0
3079;Total countries;51139 Halogenated derivatives of hydr...;2023 September;1.0;1.0
3080;Total countries;51139 Halogenated derivatives of hydr...;2023 October;2.0;1.0
3081;Total countries;51139 Halogenated derivatives of hydr...;2023 November;1.0;1.0
3082;Total countries;51139 Halogenated derivatives of hydr...;2023 December;2.0;2.0
3083;Total countries;51139 Halogenated derivatives of hydr...;2023;24.0;14.0
3084;Total countries;51139 Halogenated derivatives of hydr...;2024 January;1.0;1.0
3085;Total countries;51139 Halogenated derivatives of hydr...;2024 February;1.0;1.0
3086;Total countries;51139 Halogenated derivatives of hydr...;2024 March;1.0;1.0
3087;Total countries;51139 Halogenated derivatives of hydr...;2024 April;2.0;1.0
3088;Total countries;51139 Halogenated derivatives of hydr...;2024 May;2.0;1.0
3089;Total countries;51139 Halogenated derivatives of hydr...;2024 June;2.0;2.0
3090;Total countries;51139 Halogenated derivatives of hydr...;2024 July;2.0;1.0
3091;Total countries;51139 Halogenated derivatives of hydr...;2024 August;2.0;1.0
3092;Total countries;51139 Halogenated derivatives of hydr...;2024 September;1.0;1.0
3093;Total countries;51139 Halogenated derivatives of hydr...;2024 October;4.0;1.0
3094;Total countries;51139 Halogenated derivatives of hydr...;2024 November;2.0;1.0
3095;Total countries;51139 Halogenated derivatives of hydr...;2024 January-November;20.0;10.0
3096;Total countries;51140 Sulphonated, nitrated or nitros...;2015 January;1.0;1.0
3097;Total countries;51140 Sulphonated, nitrated or nitros...;2015 February;1.0;1.0
3098;Total countries;51140 Sulphonated, nitrated or nitros...;2015 March;1.0;1.0
3099;Total countries;51140 Sulphonated, nitrated or nitros...;2015 April;1.0;1.0
3100;Total countries;51140 Sulphonated, nitrated or nitros...;2015 May;2.0;1.0
3101;Total countries;51140 Sulphonated, nitrated or nitros...;2015 June;1.0;1.0
3102;Total countries;51140 Sulphonated, nitrated or nitros...;2015 July;1.0;1.0
3103;Total countries;51140 Sulphonated, nitrated or nitros...;2015 August;1.0;1.0
3104;Total countries;51140 Sulphonated, nitrated or nitros...;2015 September;1.0;0.0
3105;Total countries;51140 Sulphonated, nitrated or nitros...;2015 October;1.0;1.0
3106;Total countries;51140 Sulphonated, nitrated or nitros...;2015 November;1.0;1.0
3107;Total countries;51140 Sulphonated, nitrated or nitros...;2015 December;1.0;1.0
3108;Total countries;51140 Sulphonated, nitrated or nitros...;2015;15.0;11.0
3109;Total countries;51140 Sulphonated, nitrated or nitros...;2016 January;1.0;1.0
3110;Total countries;51140 Sulphonated, nitrated or nitros...;2016 February;1.0;1.0
3111;Total countries;51140 Sulphonated, nitrated or nitros...;2016 March;1.0;1.0
3112;Total countries;51140 Sulphonated, nitrated or nitros...;2016 April;2.0;1.0
3113;Total countries;51140 Sulphonated, nitrated or nitros...;2016 May;1.0;1.0
3114;Total countries;51140 Sulphonated, nitrated or nitros...;2016 June;2.0;1.0
3115;Total countries;51140 Sulphonated, nitrated or nitros...;2016 July;1.0;1.0
3116;Total countries;51140 Sulphonated, nitrated or nitros...;2016 August;1.0;0.0
3117;Total countries;51140 Sulphonated, nitrated or nitros...;2016 September;1.0;1.0
3118;Total countries;51140 Sulphonated, nitrated or nitros...;2016 October;1.0;1.0
3119;Total countries;51140 Sulphonated, nitrated or nitros...;2016 November;1.0;1.0
3120;Total countries;51140 Sulphonated, nitrated or nitros...;2016 December;1.0;1.0
3121;Total countries;51140 Sulphonated, nitrated or nitros...;2016;16.0;9.0
3122;Total countries;51140 Sulphonated, nitrated or nitros...;2017 January;1.0;1.0
3123;Total countries;51140 Sulphonated, nitrated or nitros...;2017 February;1.0;1.0
3124;Total countries;51140 Sulphonated, nitrated or nitros...;2017 March;1.0;1.0
3125;Total countries;51140 Sulphonated, nitrated or nitros...;2017 April;1.0;1.0
3126;Total countries;51140 Sulphonated, nitrated or nitros...;2017 May;1.0;1.0
3127;Total countries;51140 Sulphonated, nitrated or nitros...;2017 June;1.0;1.0
3128;Total countries;51140 Sulphonated, nitrated or nitros...;2017 July;1.0;1.0
3129;Total countries;51140 Sulphonated, nitrated or nitros...;2017 August;1.0;1.0
3130;Total countries;51140 Sulphonated, nitrated or nitros...;2017 September;1.0;1.0
3131;Total countries;51140 Sulphonated, nitrated or nitros...;2017 October;1.0;1.0
3132;Total countries;51140 Sulphonated, nitrated or nitros...;2017 November;1.0;1.0
3133;Total countries;51140 Sulphonated, nitrated or nitros...;2017 December;1.0;1.0
3134;Total countries;51140 Sulphonated, nitrated or nitros...;2017;13.0;9.0
3135;Total countries;51140 Sulphonated, nitrated or nitros...;2018 January;1.0;1.0
3136;Total countries;51140 Sulphonated, nitrated or nitros...;2018 February;1.0;1.0
3137;Total countries;51140 Sulphonated, nitrated or nitros...;2018 March;1.0;1.0
3138;Total countries;51140 Sulphonated, nitrated or nitros...;2018 April;1.0;1.0
3139;Total countries;51140 Sulphonated, nitrated or nitros...;2018 May;1.0;1.0
3140;Total countries;51140 Sulphonated, nitrated or nitros...;2018 June;1.0;1.0
3141;Total countries;51140 Sulphonated, nitrated or nitros...;2018 July;1.0;1.0
3142;Total countries;51140 Sulphonated, nitrated or nitros...;2018 August;1.0;1.0
3143;Total countries;51140 Sulphonated, nitrated or nitros...;2018 September;1.0;1.0
3144;Total countries;51140 Sulphonated, nitrated or nitros...;2018 October;1.0;1.0
3145;Total countries;51140 Sulphonated, nitrated or nitros...;2018 November;1.0;1.0
3146;Total countries;51140 Sulphonated, nitrated or nitros...;2018 December;1.0;1.0
3147;Total countries;51140 Sulphonated, nitrated or nitros...;2018;11.0;10.0
3148;Total countries;51140 Sulphonated, nitrated or nitros...;2019 January;2.0;1.0
3149;Total countries;51140 Sulphonated, nitrated or nitros...;2019 February;1.0;1.0
3150;Total countries;51140 Sulphonated, nitrated or nitros...;2019 March;2.0;1.0
3151;Total countries;51140 Sulphonated, nitrated or nitros...;2019 April;1.0;1.0
3152;Total countries;51140 Sulphonated, nitrated or nitros...;2019 May;1.0;1.0
3153;Total countries;51140 Sulphonated, nitrated or nitros...;2019 June;1.0;1.0
3154;Total countries;51140 Sulphonated, nitrated or nitros...;2019 July;1.0;1.0
3155;Total countries;51140 Sulphonated, nitrated or nitros...;2019 August;2.0;1.0
3156;Total countries;51140 Sulphonated, nitrated or nitros...;2019 September;1.0;1.0
3157;Total countries;51140 Sulphonated, nitrated or nitros...;2019 October;2.0;1.0
3158;Total countries;51140 Sulphonated, nitrated or nitros...;2019 November;1.0;1.0
3159;Total countries;51140 Sulphonated, nitrated or nitros...;2019 December;1.0;1.0
3160;Total countries;51140 Sulphonated, nitrated or nitros...;2019;17.0;12.0
3161;Total countries;51140 Sulphonated, nitrated or nitros...;2020 January;1.0;1.0
3162;Total countries;51140 Sulphonated, nitrated or nitros...;2020 February;1.0;1.0
3163;Total countries;51140 Sulphonated, nitrated or nitros...;2020 March;1.0;2.0
3164;Total countries;51140 Sulphonated, nitrated or nitros...;2020 April;2.0;1.0
3165;Total countries;51140 Sulphonated, nitrated or nitros...;2020 May;1.0;1.0
3166;Total countries;51140 Sulphonated, nitrated or nitros...;2020 June;1.0;1.0
3167;Total countries;51140 Sulphonated, nitrated or nitros...;2020 July;2.0;1.0
3168;Total countries;51140 Sulphonated, nitrated or nitros...;2020 August;1.0;1.0
3169;Total countries;51140 Sulphonated, nitrated or nitros...;2020 September;1.0;1.0
3170;Total countries;51140 Sulphonated, nitrated or nitros...;2020 October;2.0;1.0
3171;Total countries;51140 Sulphonated, nitrated or nitros...;2020 November;2.0;1.0
3172;Total countries;51140 Sulphonated, nitrated or nitros...;2020 December;1.0;1.0
3173;Total countries;51140 Sulphonated, nitrated or nitros...;2020;17.0;12.0
3174;Total countries;51140 Sulphonated, nitrated or nitros...;2021 January;;
3175;Total countries;51140 Sulphonated, nitrated or nitros...;2021 February;;
3176;Total countries;51140 Sulphonated, nitrated or nitros...;2021 March;;
3177;Total countries;51140 Sulphonated, nitrated or nitros...;2021 April;;
3178;Total countries;51140 Sulphonated, nitrated or nitros...;2021 May;;
3179;Total countries;51140 Sulphonated, nitrated or nitros...;2021 June;;
3180;Total countries;51140 Sulphonated, nitrated or nitros...;2021 July;;
3181;Total countries;51140 Sulphonated, nitrated or nitros...;2021 August;;
3182;Total countries;51140 Sulphonated, nitrated or nitros...;2021 September;;
3183;Total countries;51140 Sulphonated, nitrated or nitros...;2021 October;;
3184;Total countries;51140 Sulphonated, nitrated or nitros...;2021 November;;
3185;Total countries;51140 Sulphonated, nitrated or nitros...;2021 December;;
3186;Total countries;51140 Sulphonated, nitrated or nitros...;2021;;
3187;Total countries;51140 Sulphonated, nitrated or nitros...;2022 January;2.0;1.0
3188;Total countries;51140 Sulphonated, nitrated or nitros...;2022 February;2.0;2.0
3189;Total countries;51140 Sulphonated, nitrated or nitros...;2022 March;2.0;1.0
3190;Total countries;51140 Sulphonated, nitrated or nitros...;2022 April;1.0;1.0
3191;Total countries;51140 Sulphonated, nitrated or nitros...;2022 May;1.0;1.0
3192;Total countries;51140 Sulphonated, nitrated or nitros...;2022 June;1.0;1.0
3193;Total countries;51140 Sulphonated, nitrated or nitros...;2022 July;3.0;1.0
3194;Total countries;51140 Sulphonated, nitrated or nitros...;2022 August;2.0;1.0
3195;Total countries;51140 Sulphonated, nitrated or nitros...;2022 September;2.0;2.0
3196;Total countries;51140 Sulphonated, nitrated or nitros...;2022 October;2.0;2.0
3197;Total countries;51140 Sulphonated, nitrated or nitros...;2022 November;1.0;1.0
3198;Total countries;51140 Sulphonated, nitrated or nitros...;2022 December;2.0;1.0
3199;Total countries;51140 Sulphonated, nitrated or nitros...;2022;21.0;15.0
3200;Total countries;51140 Sulphonated, nitrated or nitros...;2023 January;2.0;1.0
3201;Total countries;51140 Sulphonated, nitrated or nitros...;2023 February;1.0;1.0
3202;Total countries;51140 Sulphonated, nitrated or nitros...;2023 March;2.0;2.0
3203;Total countries;51140 Sulphonated, nitrated or nitros...;2023 April;2.0;2.0
3204;Total countries;51140 Sulphonated, nitrated or nitros...;2023 May;2.0;1.0
3205;Total countries;51140 Sulphonated, nitrated or nitros...;2023 June;2.0;2.0
3206;Total countries;51140 Sulphonated, nitrated or nitros...;2023 July;2.0;2.0
3207;Total countries;51140 Sulphonated, nitrated or nitros...;2023 August;2.0;2.0
3208;Total countries;51140 Sulphonated, nitrated or nitros...;2023 September;2.0;1.0
3209;Total countries;51140 Sulphonated, nitrated or nitros...;2023 October;2.0;1.0
3210;Total countries;51140 Sulphonated, nitrated or nitros...;2023 November;2.0;1.0
3211;Total countries;51140 Sulphonated, nitrated or nitros...;2023 December;1.0;1.0
3212;Total countries;51140 Sulphonated, nitrated or nitros...;2023;22.0;17.0
3213;Total countries;51140 Sulphonated, nitrated or nitros...;2024 January;2.0;1.0
3214;Total countries;51140 Sulphonated, nitrated or nitros...;2024 February;2.0;1.0
3215;Total countries;51140 Sulphonated, nitrated or nitros...;2024 March;2.0;2.0
3216;Total countries;51140 Sulphonated, nitrated or nitros...;2024 April;3.0;2.0
3217;Total countries;51140 Sulphonated, nitrated or nitros...;2024 May;2.0;2.0
3218;Total countries;51140 Sulphonated, nitrated or nitros...;2024 June;2.0;2.0
3219;Total countries;51140 Sulphonated, nitrated or nitros...;2024 July;2.0;2.0
3220;Total countries;51140 Sulphonated, nitrated or nitros...;2024 August;2.0;1.0
3221;Total countries;51140 Sulphonated, nitrated or nitros...;2024 September;1.0;1.0
3222;Total countries;51140 Sulphonated, nitrated or nitros...;2024 October;2.0;2.0
3223;Total countries;51140 Sulphonated, nitrated or nitros...;2024 November;2.0;1.0
3224;Total countries;51140 Sulphonated, nitrated or nitros...;2024 January-November;23.0;16.0
3225;Total countries;512 Alcohols, phenols, phenol-alcohol...;2015 January;286.0;248.0
3226;Total countries;512 Alcohols, phenols, phenol-alcohol...;2015 February;240.0;251.0
3227;Total countries;512 Alcohols, phenols, phenol-alcohol...;2015 March;273.0;262.0
3228;Total countries;512 Alcohols, phenols, phenol-alcohol...;2015 April;270.0;291.0
3229;Total countries;512 Alcohols, phenols, phenol-alcohol...;2015 May;250.0;265.0
3230;Total countries;512 Alcohols, phenols, phenol-alcohol...;2015 June;349.0;322.0
3231;Total countries;512 Alcohols, phenols, phenol-alcohol...;2015 July;313.0;305.0
3232;Total countries;512 Alcohols, phenols, phenol-alcohol...;2015 August;317.0;272.0
3233;Total countries;512 Alcohols, phenols, phenol-alcohol...;2015 September;279.0;305.0
3234;Total countries;512 Alcohols, phenols, phenol-alcohol...;2015 October;287.0;276.0
3235;Total countries;512 Alcohols, phenols, phenol-alcohol...;2015 November;261.0;253.0
3236;Total countries;512 Alcohols, phenols, phenol-alcohol...;2015 December;284.0;276.0
3237;Total countries;512 Alcohols, phenols, phenol-alcohol...;2015;3410.0;3327.0
3238;Total countries;512 Alcohols, phenols, phenol-alcohol...;2016 January;281.0;263.0
3239;Total countries;512 Alcohols, phenols, phenol-alcohol...;2016 February;264.0;257.0
3240;Total countries;512 Alcohols, phenols, phenol-alcohol...;2016 March;251.0;273.0
3241;Total countries;512 Alcohols, phenols, phenol-alcohol...;2016 April;253.0;233.0
3242;Total countries;512 Alcohols, phenols, phenol-alcohol...;2016 May;246.0;252.0
3243;Total countries;512 Alcohols, phenols, phenol-alcohol...;2016 June;273.0;274.0
3244;Total countries;512 Alcohols, phenols, phenol-alcohol...;2016 July;242.0;265.0
3245;Total countries;512 Alcohols, phenols, phenol-alcohol...;2016 August;282.0;263.0
3246;Total countries;512 Alcohols, phenols, phenol-alcohol...;2016 September;260.0;247.0
3247;Total countries;512 Alcohols, phenols, phenol-alcohol...;2016 October;263.0;252.0
3248;Total countries;512 Alcohols, phenols, phenol-alcohol...;2016 November;247.0;265.0
3249;Total countries;512 Alcohols, phenols, phenol-alcohol...;2016 December;254.0;276.0
3250;Total countries;512 Alcohols, phenols, phenol-alcohol...;2016;3116.0;3118.0
3251;Total countries;512 Alcohols, phenols, phenol-alcohol...;2017 January;358.0;315.0
3252;Total countries;512 Alcohols, phenols, phenol-alcohol...;2017 February;285.0;365.0
3253;Total countries;512 Alcohols, phenols, phenol-alcohol...;2017 March;408.0;360.0
3254;Total countries;512 Alcohols, phenols, phenol-alcohol...;2017 April;245.0;287.0
3255;Total countries;512 Alcohols, phenols, phenol-alcohol...;2017 May;339.0;333.0
3256;Total countries;512 Alcohols, phenols, phenol-alcohol...;2017 June;325.0;315.0
3257;Total countries;512 Alcohols, phenols, phenol-alcohol...;2017 July;329.0;368.0
3258;Total countries;512 Alcohols, phenols, phenol-alcohol...;2017 August;338.0;339.0
3259;Total countries;512 Alcohols, phenols, phenol-alcohol...;2017 September;324.0;305.0
3260;Total countries;512 Alcohols, phenols, phenol-alcohol...;2017 October;317.0;304.0
3261;Total countries;512 Alcohols, phenols, phenol-alcohol...;2017 November;307.0;318.0
3262;Total countries;512 Alcohols, phenols, phenol-alcohol...;2017 December;301.0;298.0
3263;Total countries;512 Alcohols, phenols, phenol-alcohol...;2017;3876.0;3906.0
3264;Total countries;512 Alcohols, phenols, phenol-alcohol...;2018 January;344.0;344.0
3265;Total countries;512 Alcohols, phenols, phenol-alcohol...;2018 February;312.0;339.0
3266;Total countries;512 Alcohols, phenols, phenol-alcohol...;2018 March;346.0;331.0
3267;Total countries;512 Alcohols, phenols, phenol-alcohol...;2018 April;335.0;329.0
3268;Total countries;512 Alcohols, phenols, phenol-alcohol...;2018 May;306.0;308.0
3269;Total countries;512 Alcohols, phenols, phenol-alcohol...;2018 June;281.0;343.0
3270;Total countries;512 Alcohols, phenols, phenol-alcohol...;2018 July;350.0;316.0
3271;Total countries;512 Alcohols, phenols, phenol-alcohol...;2018 August;327.0;320.0
3272;Total countries;512 Alcohols, phenols, phenol-alcohol...;2018 September;316.0;344.0
3273;Total countries;512 Alcohols, phenols, phenol-alcohol...;2018 October;325.0;320.0
3274;Total countries;512 Alcohols, phenols, phenol-alcohol...;2018 November;299.0;293.0
3275;Total countries;512 Alcohols, phenols, phenol-alcohol...;2018 December;303.0;333.0
3276;Total countries;512 Alcohols, phenols, phenol-alcohol...;2018;3844.0;3922.0
3277;Total countries;512 Alcohols, phenols, phenol-alcohol...;2019 January;307.0;330.0
3278;Total countries;512 Alcohols, phenols, phenol-alcohol...;2019 February;308.0;307.0
3279;Total countries;512 Alcohols, phenols, phenol-alcohol...;2019 March;307.0;306.0
3280;Total countries;512 Alcohols, phenols, phenol-alcohol...;2019 April;320.0;305.0
3281;Total countries;512 Alcohols, phenols, phenol-alcohol...;2019 May;328.0;334.0
3282;Total countries;512 Alcohols, phenols, phenol-alcohol...;2019 June;352.0;296.0
3283;Total countries;512 Alcohols, phenols, phenol-alcohol...;2019 July;295.0;300.0
3284;Total countries;512 Alcohols, phenols, phenol-alcohol...;2019 August;341.0;258.0
3285;Total countries;512 Alcohols, phenols, phenol-alcohol...;2019 September;268.0;287.0
3286;Total countries;512 Alcohols, phenols, phenol-alcohol...;2019 October;261.0;286.0
3287;Total countries;512 Alcohols, phenols, phenol-alcohol...;2019 November;289.0;250.0
3288;Total countries;512 Alcohols, phenols, phenol-alcohol...;2019 December;285.0;278.0
3289;Total countries;512 Alcohols, phenols, phenol-alcohol...;2019;3661.0;3536.0
3290;Total countries;512 Alcohols, phenols, phenol-alcohol...;2020 January;342.0;328.0
3291;Total countries;512 Alcohols, phenols, phenol-alcohol...;2020 February;312.0;279.0
3292;Total countries;512 Alcohols, phenols, phenol-alcohol...;2020 March;324.0;320.0
3293;Total countries;512 Alcohols, phenols, phenol-alcohol...;2020 April;300.0;304.0
3294;Total countries;512 Alcohols, phenols, phenol-alcohol...;2020 May;301.0;282.0
3295;Total countries;512 Alcohols, phenols, phenol-alcohol...;2020 June;242.0;262.0
3296;Total countries;512 Alcohols, phenols, phenol-alcohol...;2020 July;266.0;297.0
3297;Total countries;512 Alcohols, phenols, phenol-alcohol...;2020 August;271.0;300.0
3298;Total countries;512 Alcohols, phenols, phenol-alcohol...;2020 September;274.0;348.0
3299;Total countries;512 Alcohols, phenols, phenol-alcohol...;2020 October;313.0;327.0
3300;Total countries;512 Alcohols, phenols, phenol-alcohol...;2020 November;302.0;294.0
3301;Total countries;512 Alcohols, phenols, phenol-alcohol...;2020 December;300.0;350.0
3302;Total countries;512 Alcohols, phenols, phenol-alcohol...;2020;3547.0;3692.0
3303;Total countries;512 Alcohols, phenols, phenol-alcohol...;2021 January;;
3304;Total countries;512 Alcohols, phenols, phenol-alcohol...;2021 February;;
3305;Total countries;512 Alcohols, phenols, phenol-alcohol...;2021 March;;
3306;Total countries;512 Alcohols, phenols, phenol-alcohol...;2021 April;;
3307;Total countries;512 Alcohols, phenols, phenol-alcohol...;2021 May;;
3308;Total countries;512 Alcohols, phenols, phenol-alcohol...;2021 June;;
3309;Total countries;512 Alcohols, phenols, phenol-alcohol...;2021 July;;
3310;Total countries;512 Alcohols, phenols, phenol-alcohol...;2021 August;;
3311;Total countries;512 Alcohols, phenols, phenol-alcohol...;2021 September;;
3312;Total countries;512 Alcohols, phenols, phenol-alcohol...;2021 October;;
3313;Total countries;512 Alcohols, phenols, phenol-alcohol...;2021 November;;
3314;Total countries;512 Alcohols, phenols, phenol-alcohol...;2021 December;;
3315;Total countries;512 Alcohols, phenols, phenol-alcohol...;2021;;
3316;Total countries;512 Alcohols, phenols, phenol-alcohol...;2022 January;534.0;557.0
3317;Total countries;512 Alcohols, phenols, phenol-alcohol...;2022 February;518.0;497.0
3318;Total countries;512 Alcohols, phenols, phenol-alcohol...;2022 March;711.0;572.0
3319;Total countries;512 Alcohols, phenols, phenol-alcohol...;2022 April;639.0;566.0
3320;Total countries;512 Alcohols, phenols, phenol-alcohol...;2022 May;658.0;597.0
3321;Total countries;512 Alcohols, phenols, phenol-alcohol...;2022 June;734.0;668.0
3322;Total countries;512 Alcohols, phenols, phenol-alcohol...;2022 July;696.0;662.0
3323;Total countries;512 Alcohols, phenols, phenol-alcohol...;2022 August;727.0;596.0
3324;Total countries;512 Alcohols, phenols, phenol-alcohol...;2022 September;674.0;567.0
3325;Total countries;512 Alcohols, phenols, phenol-alcohol...;2022 October;607.0;522.0
3326;Total countries;512 Alcohols, phenols, phenol-alcohol...;2022 November;587.0;521.0
3327;Total countries;512 Alcohols, phenols, phenol-alcohol...;2022 December;512.0;463.0
3328;Total countries;512 Alcohols, phenols, phenol-alcohol...;2022;7597.0;6788.0
3329;Total countries;512 Alcohols, phenols, phenol-alcohol...;2023 January;499.0;510.0
3330;Total countries;512 Alcohols, phenols, phenol-alcohol...;2023 February;473.0;460.0
3331;Total countries;512 Alcohols, phenols, phenol-alcohol...;2023 March;514.0;516.0
3332;Total countries;512 Alcohols, phenols, phenol-alcohol...;2023 April;519.0;442.0
3333;Total countries;512 Alcohols, phenols, phenol-alcohol...;2023 May;531.0;503.0
3334;Total countries;512 Alcohols, phenols, phenol-alcohol...;2023 June;488.0;428.0
3335;Total countries;512 Alcohols, phenols, phenol-alcohol...;2023 July;374.0;414.0
