ID;Inkomensgroepen;DuurInkomenspositie;KenmerkenVanHetHuishouden;RegioS;Perioden;AantalHuishoudens_1;AantalPersonen_2;AantalMinderjarigeKinderen_3;HuishoudensInVanDeDoelpopulatie_4;PersonenInVanDeDoelpopulatie_5;MinderjarigeKinderenInDoelpopulatie_6
390;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidwest-Gelderland (CR);2009 na methodewijziging;91.6;232.1;55.3;101.6;101.0;100.7
391;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidwest-Gelderland (CR);2010;92.1;232.7;54.8;101.6;101.0;100.7
392;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidwest-Gelderland (CR);2011;93.2;233.5;54.3;101.6;101.0;100.7
393;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidwest-Gelderland (CR);2012;94.1;234.2;53.6;101.5;101.0;100.8
394;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidwest-Gelderland (CR);2013;94.4;233.9;53.0;101.7;101.1;100.9
395;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidwest-Gelderland (CR);2014;95.3;234.5;52.5;101.8;101.2;101.1
396;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (CR);2005;512.2;1157.1;258.9;109.4;105.0;101.9
397;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (CR);2006;519.2;1166.5;259.6;108.7;104.4;101.1
398;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (CR);2007;527.1;1179.4;261.1;108.8;104.3;100.9
399;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (CR);2008;532.7;1189.5;261.9;108.7;104.3;100.9
400;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (CR);2009 voor methodewijziging;539.4;1199.8;262.8;108.6;104.3;100.9
401;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (CR);2009 na methodewijziging;538.7;1196.7;265.2;108.4;104.3;100.9
402;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (CR);2010;542.0;1205.5;266.3;108.3;104.3;100.9
403;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (CR);2011;546.8;1213.9;266.7;108.1;104.2;100.9
404;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (CR);2012;551.4;1221.2;266.9;108.0;104.2;101.0
405;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (CR);2013;554.6;1227.0;267.4;108.2;104.3;101.1
406;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Utrecht (CR);2014;561.5;1237.0;267.9;108.5;104.5;101.1
407;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Kop van Noord-Holland (CR);2005;150.9;359.7;81.4;103.0;102.0;101.6
408;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Kop van Noord-Holland (CR);2006;151.7;360.1;80.7;102.2;101.4;101.1
409;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Kop van Noord-Holland (CR);2007;153.1;361.2;79.9;102.1;101.4;101.1
410;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Kop van Noord-Holland (CR);2008;155.0;362.8;79.6;102.1;101.4;101.2
411;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Kop van Noord-Holland (CR);2009 voor methodewijziging;157.0;364.8;79.0;102.2;101.4;101.1
412;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Kop van Noord-Holland (CR);2009 na methodewijziging;156.4;364.3;80.3;102.0;101.3;101.0
413;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Kop van Noord-Holland (CR);2010;157.8;365.7;79.7;101.8;101.2;100.9
414;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Kop van Noord-Holland (CR);2011;159.4;366.9;78.7;101.9;101.2;100.9
415;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Kop van Noord-Holland (CR);2012;160.1;366.9;77.5;101.9;101.2;101.0
416;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Kop van Noord-Holland (CR);2013;160.3;365.7;76.4;101.9;101.3;101.1
417;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Kop van Noord-Holland (CR);2014;161.3;366.0;75.5;102.1;101.4;101.3
418;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Alkmaar en omgeving (CR);2005;97.2;223.7;48.9;104.0;102.5;101.6
419;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Alkmaar en omgeving (CR);2006;97.8;223.7;48.4;102.9;101.8;100.9
420;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Alkmaar en omgeving (CR);2007;98.6;224.3;48.2;102.9;101.8;100.9
421;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Alkmaar en omgeving (CR);2008;99.5;225.3;47.9;103.2;101.8;100.9
422;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Alkmaar en omgeving (CR);2009 voor methodewijziging;100.5;226.4;47.6;103.1;101.8;101.0
423;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Alkmaar en omgeving (CR);2009 na methodewijziging;100.1;225.8;48.1;102.8;101.8;101.1
424;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Alkmaar en omgeving (CR);2010;100.7;226.6;47.8;102.5;101.6;101.0
425;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Alkmaar en omgeving (CR);2011;101.4;227.4;47.6;102.4;101.6;101.0
426;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Alkmaar en omgeving (CR);2012;102.0;227.8;47.2;102.4;101.6;101.1
427;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Alkmaar en omgeving (CR);2013;102.9;228.4;46.9;102.5;101.6;101.2
428;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Alkmaar en omgeving (CR);2014;106.2;235.4;48.1;102.6;101.7;101.2
429;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;IJmond (CR);2005;80.1;185.3;41.2;103.0;102.2;101.8
430;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;IJmond (CR);2006;81.1;186.4;41.1;102.0;101.3;100.9
431;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;IJmond (CR);2007;81.9;187.1;40.7;102.1;101.3;100.7
432;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;IJmond (CR);2008;82.9;188.5;40.2;102.2;101.4;100.7
433;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;IJmond (CR);2009 voor methodewijziging;83.6;189.4;39.9;102.2;101.4;100.8
434;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;IJmond (CR);2009 na methodewijziging;83.5;189.3;40.4;102.1;101.4;100.9
435;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;IJmond (CR);2010;84.1;190.3;40.0;102.0;101.3;100.8
436;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;IJmond (CR);2011;84.5;190.8;39.5;101.9;101.3;100.9
437;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;IJmond (CR);2012;85.0;190.9;39.0;102.0;101.4;101.0
438;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;IJmond (CR);2013;85.2;190.6;38.5;102.0;101.3;101.0
439;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;IJmond (CR);2014;85.7;190.9;38.1;102.1;101.4;101.1
440;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Haarlem (CR);2005;100.8;210.4;42.3;106.5;104.2;102.7
441;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Haarlem (CR);2006;101.1;210.6;42.3;105.0;103.0;101.3
442;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Haarlem (CR);2007;101.5;211.0;42.1;105.2;103.1;101.1
443;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Haarlem (CR);2008;101.9;211.9;42.0;105.0;103.0;101.3
444;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Haarlem (CR);2009 voor methodewijziging;102.9;213.9;42.5;104.9;102.8;100.8
445;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Haarlem (CR);2009 na methodewijziging;102.4;213.3;43.1;104.6;102.8;101.1
446;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Haarlem (CR);2010;103.3;215.1;43.4;104.9;103.0;101.1
447;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Haarlem (CR);2011;104.0;216.5;43.6;104.7;102.8;101.0
448;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Haarlem (CR);2012;104.7;218.1;43.9;104.7;102.9;101.2
449;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Haarlem (CR);2013;105.7;220.2;44.2;104.7;102.9;101.2
450;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Haarlem (CR);2014;106.7;222.3;44.8;105.0;103.1;101.3
451;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zaanstreek (CR);2005;67.0;153.8;32.9;103.9;102.6;102.5
452;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zaanstreek (CR);2006;68.2;155.1;33.1;102.9;101.8;101.4
453;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zaanstreek (CR);2007;69.2;156.6;33.2;103.0;101.7;100.8
454;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zaanstreek (CR);2008;69.7;157.7;33.3;103.1;102.0;101.7
455;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zaanstreek (CR);2009 voor methodewijziging;70.5;159.0;33.2;103.3;102.0;101.6
456;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zaanstreek (CR);2009 na methodewijziging;70.4;158.8;33.8;103.2;102.0;101.5
457;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zaanstreek (CR);2010;71.1;160.4;33.9;102.8;101.7;101.1
458;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zaanstreek (CR);2011;72.0;161.8;33.9;102.6;101.7;101.3
459;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zaanstreek (CR);2012;73.0;163.1;33.7;102.6;101.7;101.3
460;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zaanstreek (CR);2013;73.5;163.7;33.7;102.7;101.8;101.2
461;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zaanstreek (CR);2014;73.9;164.7;33.7;102.8;101.9;101.5
462;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Amsterdam (CR);2005;593.0;1177.3;234.7;111.4;107.4;103.7
463;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Amsterdam (CR);2006;597.0;1183.4;234.1;109.7;105.9;102.1
464;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Amsterdam (CR);2007;601.4;1193.1;234.6;109.9;105.9;101.9
465;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Amsterdam (CR);2008;609.3;1207.8;235.8;110.2;106.0;101.9
466;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Amsterdam (CR);2009 voor methodewijziging;617.8;1224.2;237.6;110.1;106.0;101.8
467;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Amsterdam (CR);2009 na methodewijziging;615.5;1219.1;240.2;109.5;105.9;101.8
468;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Amsterdam (CR);2010;622.0;1234.9;241.9;109.9;106.0;101.9
469;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Amsterdam (CR);2011;629.4;1248.2;242.8;110.0;106.1;101.8
470;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Amsterdam (CR);2012;634.8;1259.2;243.4;110.1;106.2;102.0
471;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Amsterdam (CR);2013;640.2;1270.5;244.4;110.5;106.5;102.1
472;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Amsterdam (CR);2014;649.4;1281.2;243.8;111.2;106.9;102.2
473;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Het Gooi en Vechtstreek (CR);2005;106.9;236.4;50.2;104.2;102.8;102.2
474;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Het Gooi en Vechtstreek (CR);2006;107.3;236.7;50.5;103.1;102.0;101.3
475;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Het Gooi en Vechtstreek (CR);2007;107.7;237.0;50.3;103.5;102.2;101.5
476;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Het Gooi en Vechtstreek (CR);2008;108.3;237.8;50.2;103.6;102.3;101.3
477;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Het Gooi en Vechtstreek (CR);2009 voor methodewijziging;109.0;238.5;50.3;103.5;102.2;101.2
478;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Het Gooi en Vechtstreek (CR);2009 na methodewijziging;108.5;237.7;50.7;103.2;102.0;101.2
479;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Het Gooi en Vechtstreek (CR);2010;109.2;238.7;50.7;103.4;102.1;101.2
480;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Het Gooi en Vechtstreek (CR);2011;109.8;239.3;50.6;103.4;102.2;101.3
481;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Het Gooi en Vechtstreek (CR);2012;110.3;239.5;50.3;103.3;102.1;101.1
482;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Het Gooi en Vechtstreek (CR);2013;110.3;239.1;50.1;103.4;102.2;101.3
483;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Het Gooi en Vechtstreek (CR);2014;111.5;241.1;50.4;103.6;102.4;101.4
484;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Leiden en Bollenstreek (CR);2005;166.8;378.0;82.7;109.4;105.0;101.9
485;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Leiden en Bollenstreek (CR);2006;168.1;378.4;82.0;108.1;104.2;101.1
486;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Leiden en Bollenstreek (CR);2007;169.9;380.0;81.3;108.4;104.3;101.1
487;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Leiden en Bollenstreek (CR);2008;175.3;392.4;83.0;108.0;104.1;101.0
488;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Leiden en Bollenstreek (CR);2009 voor methodewijziging;177.4;394.6;82.3;107.9;104.1;100.9
489;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Leiden en Bollenstreek (CR);2009 na methodewijziging;177.0;393.7;83.1;107.7;104.2;101.2
490;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Leiden en Bollenstreek (CR);2010;178.5;396.0;82.5;108.1;104.3;101.1
491;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Leiden en Bollenstreek (CR);2011;180.7;398.0;82.2;108.2;104.4;101.1
492;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Leiden en Bollenstreek (CR);2012;182.8;400.0;81.7;108.4;104.5;101.2
493;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Leiden en Bollenstreek (CR);2013;184.0;401.5;81.3;108.6;104.7;101.3
494;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie Leiden en Bollenstreek (CR);2014;186.0;403.8;81.0;109.1;105.0;101.5
495;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie 's-Gravenhage (CR);2005;364.0;755.6;155.9;109.2;106.4;104.6
496;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie 's-Gravenhage (CR);2006;363.9;756.2;155.5;106.9;104.3;102.3
497;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie 's-Gravenhage (CR);2007;365.4;761.1;155.9;106.8;104.3;102.2
498;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie 's-Gravenhage (CR);2008;370.4;770.6;157.1;107.0;104.5;102.4
499;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie 's-Gravenhage (CR);2009 voor methodewijziging;375.5;780.5;158.4;106.9;104.4;102.5
500;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie 's-Gravenhage (CR);2009 na methodewijziging;373.0;777.1;161.0;106.5;104.3;102.6
501;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie 's-Gravenhage (CR);2010;376.4;785.5;162.3;106.4;104.3;102.5
502;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie 's-Gravenhage (CR);2011;380.6;794.2;163.8;106.5;104.3;102.6
503;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie 's-Gravenhage (CR);2012;382.7;799.0;164.6;106.5;104.4;102.8
504;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie 's-Gravenhage (CR);2013;382.9;802.5;165.6;106.6;104.6;103.1
505;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Agglomeratie 's-Gravenhage (CR);2014;388.7;812.3;167.4;107.0;104.8;103.1
506;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Delft en Westland (CR);2005;92.7;205.5;43.5;112.9;106.6;101.8
507;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Delft en Westland (CR);2006;93.5;206.4;43.1;111.8;105.9;101.1
508;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Delft en Westland (CR);2007;94.2;206.9;42.5;111.8;105.9;101.0
509;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Delft en Westland (CR);2008;95.1;207.6;41.9;112.4;106.2;101.1
510;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Delft en Westland (CR);2009 voor methodewijziging;95.7;208.1;41.5;112.8;106.4;101.2
511;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Delft en Westland (CR);2009 na methodewijziging;95.5;207.7;42.2;112.0;106.3;101.3
512;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Delft en Westland (CR);2010;96.4;208.6;41.7;112.8;106.6;101.2
513;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Delft en Westland (CR);2011;99.1;210.9;41.2;113.9;107.2;101.2
514;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Delft en Westland (CR);2012;100.5;212.2;40.7;114.2;107.4;101.3
515;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Delft en Westland (CR);2013;101.5;213.5;40.4;114.8;107.9;101.6
516;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Delft en Westland (CR);2014;103.2;215.6;40.2;115.7;108.4;101.7
517;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Zuid-Holland (CR);2005;128.7;316.7;74.5;103.5;102.3;101.7
518;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Zuid-Holland (CR);2006;129.5;316.3;73.5;102.5;101.5;100.8
519;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Zuid-Holland (CR);2007;130.7;316.8;72.9;102.5;101.4;100.7
520;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Zuid-Holland (CR);2008;127.4;306.7;69.8;102.4;101.4;100.7
521;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Zuid-Holland (CR);2009 voor methodewijziging;121.6;289.3;64.8;102.6;101.5;100.7
522;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Zuid-Holland (CR);2009 na methodewijziging;121.2;288.8;65.6;102.5;101.5;100.8
523;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Zuid-Holland (CR);2010;121.6;289.1;65.0;102.4;101.4;100.8
524;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Zuid-Holland (CR);2011;122.8;290.0;64.5;102.4;101.4;100.8
525;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Zuid-Holland (CR);2012;123.5;290.0;63.7;102.3;101.3;100.7
526;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Zuid-Holland (CR);2013;123.7;289.8;63.1;102.5;101.6;101.1
527;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Oost-Zuid-Holland (CR);2014;134.4;313.6;67.3;102.7;101.7;101.2
528;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Rijnmond (CR);2005;607.6;1327.6;277.2;107.2;104.8;103.5
529;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Rijnmond (CR);2006;612.3;1334.2;276.0;105.7;103.4;102.0
530;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Rijnmond (CR);2007;614.8;1335.2;273.7;105.9;103.6;102.2
531;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Rijnmond (CR);2008;621.4;1341.7;272.1;106.0;103.7;102.5
532;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Rijnmond (CR);2009 voor methodewijziging;635.6;1369.1;275.9;105.6;103.4;102.0
533;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Rijnmond (CR);2009 na methodewijziging;634.9;1366.2;279.7;105.4;103.4;102.1
534;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Rijnmond (CR);2010;641.1;1375.0;279.9;105.4;103.5;102.2
535;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Rijnmond (CR);2011;646.2;1382.4;279.4;105.8;103.8;102.6
536;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Rijnmond (CR);2012;648.0;1384.5;278.8;105.8;103.9;102.8
537;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Rijnmond (CR);2013;647.3;1384.7;278.2;106.0;104.1;103.2
538;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Groot-Rijnmond (CR);2014;644.6;1372.0;274.2;106.5;104.5;103.5
539;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidoost-Zuid-Holland (CR);2005;164.6;394.0;89.9;103.5;102.4;101.9
540;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidoost-Zuid-Holland (CR);2006;161.6;385.0;87.5;102.5;101.5;101.0
541;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidoost-Zuid-Holland (CR);2007;162.4;385.2;86.5;102.7;101.7;101.1
542;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidoost-Zuid-Holland (CR);2008;164.1;386.9;86.3;102.7;101.7;101.4
543;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidoost-Zuid-Holland (CR);2009 voor methodewijziging;166.2;389.2;86.1;102.6;101.6;101.2
544;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidoost-Zuid-Holland (CR);2009 na methodewijziging;165.7;388.6;86.9;102.6;101.7;101.3
545;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidoost-Zuid-Holland (CR);2010;167.0;390.2;86.5;102.6;101.7;101.3
546;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidoost-Zuid-Holland (CR);2011;167.9;391.6;86.2;102.6;101.7;101.4
547;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidoost-Zuid-Holland (CR);2012;168.7;392.3;85.7;102.5;101.7;101.5
548;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidoost-Zuid-Holland (CR);2013;168.6;392.3;85.2;102.4;101.7;101.7
549;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zuidoost-Zuid-Holland (CR);2014;169.6;393.5;84.9;102.7;101.8;101.6
550;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeuwsch-Vlaanderen (CR);2005;46.8;105.2;20.9;104.7;103.9;104.0
551;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeuwsch-Vlaanderen (CR);2006;47.1;105.2;20.7;103.7;103.1;102.9
552;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeuwsch-Vlaanderen (CR);2007;47.3;105.0;20.4;104.0;103.4;103.4
553;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeuwsch-Vlaanderen (CR);2008;47.4;104.9;20.0;103.7;103.1;103.3
554;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeuwsch-Vlaanderen (CR);2009 voor methodewijziging;47.6;104.6;19.6;103.8;103.2;103.3
555;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeuwsch-Vlaanderen (CR);2009 na methodewijziging;47.5;104.3;19.9;103.8;103.2;103.7
556;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeuwsch-Vlaanderen (CR);2010;47.7;104.0;19.5;103.8;103.3;104.0
557;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeuwsch-Vlaanderen (CR);2011;48.0;103.8;19.3;104.1;103.6;104.5
558;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeuwsch-Vlaanderen (CR);2012;48.1;103.4;18.9;104.1;103.7;104.9
559;Totaal particuliere huishoudens;Ten minste 1 jaar;Totaal huishouden;Zeeuwsch-Vlaanderen (CR);2013;47.9;102.9;18.6;104.7;104.4;105.9
