ID;Huishoudenskenmerken;Perioden;ZeerMoeilijkRondkomen_1;MaandelijkseWoonkostenZijnZwareLast_2;LeningenZijnZwareLast_3;EenWarmeMaaltijdOmDeAndereDag_4;HetRegelmatigKopenVanNieuweKleding_5;HetVerwarmenVanHetHuis_6;HetVervangenVanVersletenMeubels_7;HetTeEtenVragenVanFamilieKennissen_8;JaarlijksEenWeekVakantie_9;OnverwachteNoodzakelijkeUitgaven_10;MinstensEenVanDeGenoemdeItems_11;HuurOfHypotheek_12;GasWaterEnElektriciteit_13;OpAfbetalingGekochteArtikelen_14;OpMinstensEenVanDeGenoemdeItems_15
251;Hoofdkostwinner: 65 jaar of ouder;2009;8;8;1;2;9;1;20;9;16;15;31;0;0;0;1
252;Hoofdkostwinner: 65 jaar of ouder;2010;9;9;0;2;10;2;19;8;18;17;31;0;1;0;1
253;Hoofdkostwinner: 65 jaar of ouder;2011;9;9;1;2;11;1;21;8;19;16;33;0;0;0;0
254;Hoofdkostwinner: 65 jaar of ouder;2012;9;9;1;2;11;1;19;8;18;16;31;0;0;0;1
255;Hoofdkostwinner: 65 jaar of ouder;2013;13;10;1;2;15;2;24;11;22;19;35;1;1;0;1
256;Hoofdkostwinner: 65 jaar of ouder;2014;11;11;1;2;13;2;21;10;18;18;33;1;1;0;1
257;Hoofdkostwinner: 65 jaar of ouder;2015;12;8;1;2;13;2;21;10;18;17;34;1;1;0;1
258;Hoofdkostwinner: 65 jaar of ouder;2016;11;10;2;2;15;3;23;14;20;20;37;1;0;0;1
259;Hoofdkostwinner: 65 jaar of ouder;2017;11;9;1;2;14;2;20;13;18;17;34;1;0;0;1
260;Hoofdkostwinner: 65 jaar of ouder;2018;10;9;1;3;13;2;20;13;16;20;34;1;1;0;1
261;Hoofdkostwinner: 65 jaar of ouder;2019;11;9;1;3;15;3;22;14;18;20;36;1;0;0;1
262;Hoofdkostwinner: 65 jaar of ouder;2020;7;6;1;2;13;2;19;13;16;17;33;1;0;0;1
263;Hoofdkostwinner: 65 jaar of ouder;2021;5;4;0;2;13;3;18;13;16;14;31;0;0;0;1
264;Hoofdkostwinner: 65 jaar of ouder;2022;6;5;0;2;15;7;20;14;17;14;34;0;0;0;1
265;Hoofdkostwinner: 65 jaar of ouder;2023;6;5;0;2;14;7;20;15;16;13;34;0;0;0;1
266;Onderwijsniveau hoofkostwinner:  laag;2005;25;25;5;6;26;5;39;17;34;39;56;4;4;1;7
267;Onderwijsniveau hoofkostwinner:  laag;2006;22;21;4;6;23;4;35;17;29;35;50;4;4;1;6
268;Onderwijsniveau hoofkostwinner:  laag;2007;18;17;3;4;18;4;32;14;29;33;47;4;3;1;5
269;Onderwijsniveau hoofkostwinner:  laag;2008;19;17;2;5;19;4;31;14;29;31;47;3;3;1;5
270;Onderwijsniveau hoofkostwinner:  laag;2009;17;14;3;4;18;3;30;15;26;30;46;3;2;1;4
271;Onderwijsniveau hoofkostwinner:  laag;2010;20;16;3;6;22;4;32;15;30;35;49;4;3;2;6
272;Onderwijsniveau hoofkostwinner:  laag;2011;20;16;3;6;22;3;33;15;32;34;50;4;4;1;7
273;Onderwijsniveau hoofkostwinner:  laag;2012;19;14;3;6;22;3;34;16;32;34;50;5;4;1;6
274;Onderwijsniveau hoofkostwinner:  laag;2013;25;19;3;4;26;5;36;18;35;36;54;4;3;1;6
275;Onderwijsniveau hoofkostwinner:  laag;2014;23;19;3;6;26;4;38;17;34;37;53;5;4;1;6
276;Onderwijsniveau hoofkostwinner:  laag;2015;23;15;3;5;28;6;38;20;34;38;55;5;3;1;6
277;Onderwijsniveau hoofkostwinner:  laag;2016;23;18;4;5;28;6;37;20;34;39;56;4;4;1;6
278;Onderwijsniveau hoofkostwinner:  laag;2017;22;18;3;5;25;5;35;20;33;36;53;4;3;1;5
279;Onderwijsniveau hoofkostwinner:  laag;2018;20;15;3;6;24;4;33;20;30;38;51;4;2;1;5
280;Onderwijsniveau hoofkostwinner:  laag;2019;19;17;3;4;24;6;34;22;31;37;51;3;3;1;5
281;Onderwijsniveau hoofkostwinner:  laag;2020;16;12;2;4;23;4;31;21;29;34;50;3;2;1;4
282;Onderwijsniveau hoofkostwinner:  laag;2021;13;10;2;5;23;5;31;21;29;29;48;3;2;2;4
283;Onderwijsniveau hoofkostwinner:  laag;2022;14;10;2;5;25;13;33;24;32;33;53;3;3;1;5
284;Onderwijsniveau hoofkostwinner:  laag;2023;14;10;1;10;26;14;35;25;30;32;54;4;3;2;6
285;Onderwijsniv. hoofkostwinner: middelbaar;2005;17;18;4;3;16;3;27;8;19;29;41;4;3;1;6
286;Onderwijsniv. hoofkostwinner: middelbaar;2006;14;16;3;2;13;3;22;7;15;26;36;2;3;1;4
287;Onderwijsniv. hoofkostwinner: middelbaar;2007;9;13;3;2;11;2;21;6;15;25;35;3;2;1;4
288;Onderwijsniv. hoofkostwinner: middelbaar;2008;12;12;2;2;11;2;19;6;15;24;35;2;2;1;4
289;Onderwijsniv. hoofkostwinner: middelbaar;2009;12;10;2;2;12;2;21;6;15;23;34;3;3;1;5
290;Onderwijsniv. hoofkostwinner: middelbaar;2010;14;13;3;3;14;3;23;7;18;28;38;4;2;1;6
291;Onderwijsniv. hoofkostwinner: middelbaar;2011;15;14;3;3;14;2;24;7;20;28;38;4;3;0;5
292;Onderwijsniv. hoofkostwinner: middelbaar;2012;15;13;3;3;16;3;24;9;20;28;39;4;2;1;5
293;Onderwijsniv. hoofkostwinner: middelbaar;2013;18;14;2;4;19;4;26;10;23;29;41;5;3;1;6
294;Onderwijsniv. hoofkostwinner: middelbaar;2014;18;14;5;3;20;3;28;11;22;30;42;7;4;1;8
295;Onderwijsniv. hoofkostwinner: middelbaar;2015;17;13;4;3;19;4;28;11;21;32;42;5;4;1;7
296;Onderwijsniv. hoofkostwinner: middelbaar;2016;16;14;4;3;17;3;25;13;20;28;40;5;3;1;6
297;Onderwijsniv. hoofkostwinner: middelbaar;2017;15;13;4;3;18;3;26;13;20;29;39;5;3;1;6
298;Onderwijsniv. hoofkostwinner: middelbaar;2018;13;11;3;2;17;3;25;12;19;29;39;3;2;1;4
299;Onderwijsniv. hoofkostwinner: middelbaar;2019;14;11;3;3;18;3;27;14;20;31;43;4;2;1;5
300;Onderwijsniv. hoofkostwinner: middelbaar;2020;10;7;2;3;16;4;23;12;18;27;39;2;1;0;3
301;Onderwijsniv. hoofkostwinner: middelbaar;2021;8;7;2;2;16;4;22;11;17;23;36;2;1;2;4
302;Onderwijsniv. hoofkostwinner: middelbaar;2022;10;8;2;3;18;7;24;14;17;21;37;2;1;1;3
303;Onderwijsniv. hoofkostwinner: middelbaar;2023;9;8;2;3;18;8;26;15;18;21;38;2;1;1;2
304;Onderwijsniveau hoofkostwinner:  hoog;2005;9;12;2;1;9;2;14;3;8;16;24;2;2;1;4
305;Onderwijsniveau hoofkostwinner:  hoog;2006;8;10;2;2;8;1;14;3;8;16;23;2;2;0;3
306;Onderwijsniveau hoofkostwinner:  hoog;2007;6;8;1;1;6;1;12;2;6;12;19;2;2;0;3
307;Onderwijsniveau hoofkostwinner:  hoog;2008;6;8;1;1;6;1;11;2;6;11;19;1;1;1;2
308;Onderwijsniveau hoofkostwinner:  hoog;2009;6;7;1;1;6;1;12;2;7;11;19;1;1;1;3
309;Onderwijsniveau hoofkostwinner:  hoog;2010;7;8;2;2;7;1;13;3;8;15;22;2;1;1;3
310;Onderwijsniveau hoofkostwinner:  hoog;2011;7;7;2;1;7;1;13;3;9;13;22;2;1;1;3
311;Onderwijsniveau hoofkostwinner:  hoog;2012;8;8;1;2;9;2;15;3;10;16;25;2;1;1;3
312;Onderwijsniveau hoofkostwinner:  hoog;2013;10;9;2;2;11;2;16;3;11;17;25;2;1;0;3
313;Onderwijsniveau hoofkostwinner:  hoog;2014;8;8;2;1;8;2;15;3;8;14;23;2;1;0;2
314;Onderwijsniveau hoofkostwinner:  hoog;2015;7;6;1;1;7;1;12;3;7;13;20;2;1;1;3
315;Onderwijsniveau hoofkostwinner:  hoog;2016;7;6;2;1;7;1;15;4;8;15;23;2;1;0;2
316;Onderwijsniveau hoofkostwinner:  hoog;2017;7;5;2;1;8;1;13;4;7;13;20;2;1;1;2
317;Onderwijsniveau hoofkostwinner:  hoog;2018;5;6;2;1;8;2;13;5;7;14;21;2;1;0;2
318;Onderwijsniveau hoofkostwinner:  hoog;2019;5;6;1;2;8;2;13;5;7;14;22;1;1;0;2
319;Onderwijsniveau hoofkostwinner:  hoog;2020;5;5;2;1;7;1;12;4;7;12;20;1;1;0;2
320;Onderwijsniveau hoofkostwinner:  hoog;2021;4;4;1;1;7;2;11;4;7;9;18;1;1;1;2
321;Onderwijsniveau hoofkostwinner:  hoog;2022;5;5;2;1;8;4;12;5;7;9;19;1;1;1;2
322;Onderwijsniveau hoofkostwinner:  hoog;2023;5;5;1;2;8;6;14;6;8;12;23;1;1;1;3
323;Gestandaardiseerd inkomen: 1e 20%-groep;2005;37;33;6;8;36;8;51;22;43;55;69;9;6;2;13
324;Gestandaardiseerd inkomen: 1e 20%-groep;2006;35;30;5;10;34;7;51;22;41;56;68;7;6;1;11
325;Gestandaardiseerd inkomen: 1e 20%-groep;2007;28;25;4;6;30;6;48;18;41;52;69;7;5;1;9
326;Gestandaardiseerd inkomen: 1e 20%-groep;2008;27;23;3;6;28;5;41;17;38;48;63;5;5;1;8
327;Gestandaardiseerd inkomen: 1e 20%-groep;2009;27;21;5;7;30;5;46;18;36;50;66;7;6;2;11
328;Gestandaardiseerd inkomen: 1e 20%-groep;2010;30;26;4;9;33;7;47;19;40;55;68;9;5;3;12
329;Gestandaardiseerd inkomen: 1e 20%-groep;2011;30;23;3;9;31;5;48;18;45;53;72;7;5;1;10
330;Gestandaardiseerd inkomen: 1e 20%-groep;2012;31;23;4;9;36;6;51;21;45;55;73;7;5;2;10
331;Gestandaardiseerd inkomen: 1e 20%-groep;2013;37;25;4;9;41;9;51;22;46;56;71;8;6;1;11
332;Gestandaardiseerd inkomen: 1e 20%-groep;2014;37;28;7;9;41;9;56;24;46;56;74;12;8;2;14
333;Gestandaardiseerd inkomen: 1e 20%-groep;2015;32;23;5;7;38;9;53;24;41;60;72;11;8;2;14
334;Gestandaardiseerd inkomen: 1e 20%-groep;2016;37;29;8;10;44;11;57;27;47;63;78;9;6;2;12
335;Gestandaardiseerd inkomen: 1e 20%-groep;2017;38;30;8;8;44;11;55;28;49;61;75;10;6;3;13
336;Gestandaardiseerd inkomen: 1e 20%-groep;2018;31;25;5;10;41;9;54;28;45;60;72;7;4;2;10
337;Gestandaardiseerd inkomen: 1e 20%-groep;2019;32;26;6;9;41;11;53;30;45;60;74;8;5;1;11
338;Gestandaardiseerd inkomen: 1e 20%-groep;2020;27;19;5;8;40;9;52;27;46;57;72;5;4;1;7
339;Gestandaardiseerd inkomen: 1e 20%-groep;2021;21;16;6;8;37;9;49;26;42;51;69;6;4;4;10
340;Gestandaardiseerd inkomen: 1e 20%-groep;2022;27;19;5;9;38;18;50;30;39;48;69;4;4;3;8
341;Gestandaardiseerd inkomen: 1e 20%-groep;2023;22;19;3;13;39;23;51;31;41;50;72;6;3;4;9
342;Gestandaardiseerd inkomen: 2e 20%-groep;2005;24;24;4;5;25;4;41;14;33;39;58;4;4;2;7
343;Gestandaardiseerd inkomen: 2e 20%-groep;2006;20;24;4;3;21;3;36;13;28;36;53;3;4;1;7
344;Gestandaardiseerd inkomen: 2e 20%-groep;2007;15;15;3;3;16;2;31;12;26;32;48;3;3;1;5
345;Gestandaardiseerd inkomen: 2e 20%-groep;2008;17;16;2;4;18;3;30;11;24;29;47;2;1;1;4
346;Gestandaardiseerd inkomen: 2e 20%-groep;2009;14;13;2;4;15;3;29;10;23;27;45;2;2;1;4
347;Gestandaardiseerd inkomen: 2e 20%-groep;2010;18;15;3;5;18;4;32;11;27;33;50;3;3;1;5
348;Gestandaardiseerd inkomen: 2e 20%-groep;2011;19;17;4;4;21;2;32;11;29;35;51;3;3;1;5
349;Gestandaardiseerd inkomen: 2e 20%-groep;2012;19;15;3;5;23;3;35;13;30;35;53;4;2;1;6
350;Gestandaardiseerd inkomen: 2e 20%-groep;2013;24;20;3;6;26;5;37;17;34;37;56;4;3;1;6
351;Gestandaardiseerd inkomen: 2e 20%-groep;2014;22;18;4;5;26;4;37;17;32;38;55;5;4;0;7
352;Gestandaardiseerd inkomen: 2e 20%-groep;2015;25;18;6;5;28;6;38;17;32;39;56;5;3;1;7
353;Gestandaardiseerd inkomen: 2e 20%-groep;2016;21;18;4;3;24;4;37;18;30;37;57;5;3;1;7
354;Gestandaardiseerd inkomen: 2e 20%-groep;2017;19;15;4;3;22;3;33;16;28;32;51;4;3;1;5
355;Gestandaardiseerd inkomen: 2e 20%-groep;2018;17;14;4;3;22;4;34;16;26;37;53;3;2;1;5
356;Gestandaardiseerd inkomen: 2e 20%-groep;2019;16;14;3;3;23;4;34;18;26;36;54;2;2;1;3
357;Gestandaardiseerd inkomen: 2e 20%-groep;2020;12;9;2;3;19;3;29;16;23;32;50;3;2;0;4
358;Gestandaardiseerd inkomen: 2e 20%-groep;2021;10;9;2;2;20;4;28;16;24;26;47;2;1;1;3
359;Gestandaardiseerd inkomen: 2e 20%-groep;2022;9;8;1;3;21;9;28;17;23;23;47;1;1;1;3
360;Gestandaardiseerd inkomen: 2e 20%-groep;2023;10;8;1;4;22;10;33;19;23;26;51;2;1;2;4
361;Gestandaardiseerd inkomen: 3e 20%-groep;2005;15;19;3;2;15;3;25;7;17;26;41;3;2;1;5
362;Gestandaardiseerd inkomen: 3e 20%-groep;2006;12;13;3;2;11;2;19;7;13;22;34;2;2;1;4
363;Gestandaardiseerd inkomen: 3e 20%-groep;2007;7;11;2;1;8;1;17;4;12;20;30;2;2;0;3
364;Gestandaardiseerd inkomen: 3e 20%-groep;2008;9;10;2;1;8;1;16;5;12;19;31;2;2;1;3
365;Gestandaardiseerd inkomen: 3e 20%-groep;2009;8;8;2;1;8;1;16;6;11;17;28;2;2;0;4
366;Gestandaardiseerd inkomen: 3e 20%-groep;2010;11;11;3;2;11;2;19;5;15;23;33;3;2;1;4
367;Gestandaardiseerd inkomen: 3e 20%-groep;2011;12;12;3;2;11;1;20;5;15;21;32;4;3;1;6
368;Gestandaardiseerd inkomen: 3e 20%-groep;2012;11;10;3;2;11;2;20;6;14;22;34;4;3;1;5
369;Gestandaardiseerd inkomen: 3e 20%-groep;2013;12;12;3;1;13;1;21;6;16;22;35;3;2;1;4
370;Gestandaardiseerd inkomen: 3e 20%-groep;2014;13;11;3;2;13;1;21;6;15;22;34;3;2;1;4
371;Gestandaardiseerd inkomen: 3e 20%-groep;2015;11;8;3;2;10;2;20;6;15;20;34;2;2;1;3
372;Gestandaardiseerd inkomen: 3e 20%-groep;2016;9;8;3;1;10;1;17;8;13;18;31;2;1;1;3
373;Gestandaardiseerd inkomen: 3e 20%-groep;2017;7;7;2;1;9;1;16;8;11;17;29;2;2;1;3
374;Gestandaardiseerd inkomen: 3e 20%-groep;2018;6;5;1;1;8;1;15;8;10;17;29;2;1;0;2
375;Gestandaardiseerd inkomen: 3e 20%-groep;2019;6;7;2;2;9;2;18;8;10;19;32;2;1;1;3
376;Gestandaardiseerd inkomen: 3e 20%-groep;2020;4;5;1;1;7;1;14;7;8;16;28;1;1;0;1
377;Gestandaardiseerd inkomen: 3e 20%-groep;2021;4;5;1;1;9;2;14;7;9;11;25;2;1;1;3
378;Gestandaardiseerd inkomen: 3e 20%-groep;2022;5;5;1;2;10;5;15;9;9;13;27;2;1;1;3
379;Gestandaardiseerd inkomen: 3e 20%-groep;2023;7;7;2;3;10;6;17;9;10;14;28;1;1;1;2
380;Gestandaardiseerd inkomen: 4e 20%-groep;2005;8;11;2;1;6;1;13;3;7;15;25;2;2;1;3
381;Gestandaardiseerd inkomen: 4e 20%-groep;2006;5;8;1;1;4;0;9;2;4;11;19;1;1;0;2
382;Gestandaardiseerd inkomen: 4e 20%-groep;2007;4;7;2;0;4;0;9;2;5;10;17;1;1;1;2
383;Gestandaardiseerd inkomen: 4e 20%-groep;2008;6;8;1;1;4;1;9;3;6;11;18;1;1;1;2
384;Gestandaardiseerd inkomen: 4e 20%-groep;2009;4;5;1;0;4;0;8;2;5;9;15;1;1;0;1
385;Gestandaardiseerd inkomen: 4e 20%-groep;2010;6;6;2;1;5;0;10;3;7;13;19;1;1;0;2
386;Gestandaardiseerd inkomen: 4e 20%-groep;2011;6;6;2;1;4;1;9;3;7;11;17;1;1;0;2
387;Gestandaardiseerd inkomen: 4e 20%-groep;2012;5;6;1;1;5;1;9;2;6;9;17;2;1;0;3
388;Gestandaardiseerd inkomen: 4e 20%-groep;2013;7;6;2;1;7;1;12;4;10;13;23;2;2;0;3
389;Gestandaardiseerd inkomen: 4e 20%-groep;2014;5;6;2;0;5;1;11;2;6;11;20;2;1;0;2
390;Gestandaardiseerd inkomen: 4e 20%-groep;2015;5;5;1;0;5;1;10;2;6;11;19;1;1;0;2
391;Gestandaardiseerd inkomen: 4e 20%-groep;2016;4;4;1;0;4;1;8;3;4;9;17;1;0;0;1
392;Gestandaardiseerd inkomen: 4e 20%-groep;2017;3;3;1;0;4;0;8;3;4;9;15;1;0;0;1
393;Gestandaardiseerd inkomen: 4e 20%-groep;2018;3;3;1;0;4;0;8;3;5;9;15;1;1;0;2
394;Gestandaardiseerd inkomen: 4e 20%-groep;2019;3;3;1;1;5;1;8;4;5;10;18;1;0;0;1
395;Gestandaardiseerd inkomen: 4e 20%-groep;2020;3;2;1;1;4;1;7;2;4;8;14;1;1;0;1
396;Gestandaardiseerd inkomen: 4e 20%-groep;2021;2;3;0;0;4;1;6;3;4;5;12;0;0;0;0
397;Gestandaardiseerd inkomen: 4e 20%-groep;2022;2;2;1;1;5;2;8;4;5;5;14;0;0;1;1
398;Gestandaardiseerd inkomen: 4e 20%-groep;2023;2;2;0;0;4;3;8;5;4;5;16;1;1;1;1
399;Gestandaardiseerd inkomen: 5e 20%-groep;2005;4;5;1;1;3;1;6;1;2;6;10;1;1;0;1
400;Gestandaardiseerd inkomen: 5e 20%-groep;2006;2;5;1;0;2;0;5;1;2;4;8;1;1;0;1
401;Gestandaardiseerd inkomen: 5e 20%-groep;2007;2;5;1;0;2;0;4;1;2;6;9;1;1;0;1
402;Gestandaardiseerd inkomen: 5e 20%-groep;2008;1;4;0;0;1;0;4;1;2;4;7;0;0;0;1
403;Gestandaardiseerd inkomen: 5e 20%-groep;2009;2;4;1;0;1;0;4;1;2;3;8;1;0;0;1
404;Gestandaardiseerd inkomen: 5e 20%-groep;2010;2;4;1;0;1;0;4;1;2;4;8;0;0;0;0
405;Gestandaardiseerd inkomen: 5e 20%-groep;2011;2;4;1;1;1;0;4;1;2;4;7;1;0;0;1
406;Gestandaardiseerd inkomen: 5e 20%-groep;2012;2;4;1;1;2;0;4;1;3;4;8;1;0;0;1
407;Gestandaardiseerd inkomen: 5e 20%-groep;2013;2;4;1;0;2;0;5;1;2;4;8;1;0;0;1
408;Gestandaardiseerd inkomen: 5e 20%-groep;2014;1;3;1;0;1;0;4;1;1;3;7;0;0;0;0
409;Gestandaardiseerd inkomen: 5e 20%-groep;2015;2;2;0;0;2;0;3;1;2;3;7;1;0;0;1
410;Gestandaardiseerd inkomen: 5e 20%-groep;2016;2;3;1;0;1;0;3;2;2;4;8;0;0;0;0
411;Gestandaardiseerd inkomen: 5e 20%-groep;2017;2;2;1;0;2;0;3;1;2;4;6;1;0;0;1
412;Gestandaardiseerd inkomen: 5e 20%-groep;2018;1;2;1;0;2;0;3;1;1;4;7;0;0;0;0
413;Gestandaardiseerd inkomen: 5e 20%-groep;2019;1;2;1;0;1;0;3;1;2;3;7;0;0;0;0
414;Gestandaardiseerd inkomen: 5e 20%-groep;2020;1;1;1;0;1;0;2;1;1;3;6;0;0;0;1
415;Gestandaardiseerd inkomen: 5e 20%-groep;2021;1;1;0;1;2;0;3;1;2;2;5;0;0;0;0
416;Gestandaardiseerd inkomen: 5e 20%-groep;2022;1;1;0;0;3;1;4;2;2;2;7;0;0;0;0
417;Gestandaardiseerd inkomen: 5e 20%-groep;2023;2;1;0;0;2;2;4;1;2;3;9;0;0;0;0
418;Bron: Inkomen als werknemer;2005;14;15;4;2;13;2;22;5;13;24;35;4;3;1;6
419;Bron: Inkomen als werknemer;2006;11;13;3;2;10;2;18;5;11;23;31;3;2;1;4
420;Bron: Inkomen als werknemer;2007;8;11;3;1;9;1;17;4;10;21;29;3;2;1;4
421;Bron: Inkomen als werknemer;2008;9;10;2;1;8;1;16;4;11;20;28;2;2;1;4
422;Bron: Inkomen als werknemer;2009;9;9;2;1;8;1;16;4;10;19;28;2;2;1;4
423;Bron: Inkomen als werknemer;2010;11;11;2;3;10;2;19;5;13;23;32;3;2;1;4
424;Bron: Inkomen als werknemer;2011;10;10;3;2;10;1;18;4;12;21;29;3;2;1;5
425;Bron: Inkomen als werknemer;2012;11;10;2;2;11;2;19;5;14;21;31;4;2;1;5
426;Bron: Inkomen als werknemer;2013;13;11;3;2;13;2;20;6;15;23;33;4;2;1;5
427;Bron: Inkomen als werknemer;2014;12;10;4;1;12;1;21;6;14;24;33;4;3;1;6
428;Bron: Inkomen als werknemer;2015;10;8;3;1;12;2;19;6;13;23;31;4;3;1;5
429;Bron: Inkomen als werknemer;2016;10;8;3;2;11;2;18;7;13;23;31;3;2;1;4
430;Bron: Inkomen als werknemer;2017;8;7;2;1;9;1;16;6;11;20;28;2;1;1;3
431;Bron: Inkomen als werknemer;2018;7;6;2;1;10;2;16;6;10;20;28;2;1;1;3
432;Bron: Inkomen als werknemer;2019;7;7;2;2;11;2;17;8;11;22;30;2;1;1;3
433;Bron: Inkomen als werknemer;2020;6;5;2;1;9;1;14;6;10;19;27;2;1;0;2
434;Bron: Inkomen als werknemer;2021;5;5;2;1;9;2;14;6;10;14;24;2;1;1;3
435;Bron: Inkomen als werknemer;2022;5;5;2;1;10;4;15;7;9;14;25;1;1;1;3
436;Bron: Inkomen als werknemer;2023;7;6;1;3;11;6;18;8;10;17;29;2;1;1;3
437;Bron: Inkomen als zelfstandige (totaal);2005;9;11;2;0;8;2;15;3;10;14;24;3;3;0;5
438;Bron: Inkomen als zelfstandige (totaal);2006;7;10;2;1;7;1;13;3;8;10;20;3;2;1;4
439;Bron: Inkomen als zelfstandige (totaal);2007;7;8;2;1;5;1;12;3;7;10;20;2;1;0;3
440;Bron: Inkomen als zelfstandige (totaal);2008;7;7;2;1;6;1;11;3;8;10;19;3;3;0;4
441;Bron: Inkomen als zelfstandige (totaal);2009;9;8;2;0;8;2;13;3;9;13;22;5;2;1;6
442;Bron: Inkomen als zelfstandige (totaal);2010;10;9;2;1;8;1;15;3;13;16;25;5;2;1;6
443;Bron: Inkomen als zelfstandige (totaal);2011;9;11;2;1;9;1;15;2;12;18;27;6;3;1;8
444;Bron: Inkomen als zelfstandige (totaal);2012;9;10;2;1;9;1;16;3;11;15;28;5;2;0;6
445;Bron: Inkomen als zelfstandige (totaal);2013;12;10;1;1;10;3;16;5;13;15;26;4;3;0;5
446;Bron: Inkomen als zelfstandige (totaal);2014;9;8;2;1;9;1;14;3;12;14;24;4;2;1;5
447;Bron: Inkomen als zelfstandige (totaal);2015;11;9;2;1;8;1;15;3;10;15;25;5;3;1;7
448;Bron: Inkomen als zelfstandige (totaal);2016;10;9;2;1;8;1;15;4;9;15;25;4;2;0;5
449;Bron: Inkomen als zelfstandige (totaal);2017;11;10;3;1;11;2;15;5;11;16;24;6;3;1;7
450;Bron: Inkomen als zelfstandige (totaal);2018;7;8;1;1;8;0;14;4;11;15;23;3;2;0;4
451;Bron: Inkomen als zelfstandige (totaal);2019;7;6;1;1;9;2;16;5;10;12;23;4;1;1;4
452;Bron: Inkomen als zelfstandige (totaal);2020;8;5;1;1;8;2;16;6;11;15;25;3;3;0;4
453;Bron: Inkomen als zelfstandige (totaal);2021;5;5;1;1;8;2;13;5;9;11;20;3;1;1;3
454;Bron: Inkomen als zelfstandige (totaal);2022;7;6;2;0;6;5;14;6;6;10;22;1;1;1;2
455;Bron: Inkomen als zelfstandige (totaal);2023;4;3;2;0;6;3;11;4;7;12;21;1;0;2;3
456;Bron: Uitkering inkomensverzekering;2005;19;21;3;5;19;4;32;14;28;30;47;2;2;1;3
457;Bron: Uitkering inkomensverzekering;2006;15;17;2;4;16;2;28;12;23;24;40;2;2;0;3
458;Bron: Uitkering inkomensverzekering;2007;13;12;2;3;14;2;24;11;23;22;38;2;1;0;2
459;Bron: Uitkering inkomensverzekering;2008;14;13;1;3;14;3;24;12;22;21;37;1;1;0;2
460;Bron: Uitkering inkomensverzekering;2009;12;10;1;3;12;2;24;10;20;19;35;1;1;0;2
461;Bron: Uitkering inkomensverzekering;2010;14;12;2;3;15;3;24;10;23;22;37;1;1;1;2
462;Bron: Uitkering inkomensverzekering;2011;15;13;2;4;16;2;26;11;26;22;40;2;2;0;2
463;Bron: Uitkering inkomensverzekering;2012;15;12;2;4;16;3;25;11;23;22;38;1;0;0;2
464;Bron: Uitkering inkomensverzekering;2013;19;14;2;4;20;4;30;14;27;26;42;2;1;1;3
465;Bron: Uitkering inkomensverzekering;2014;19;16;3;5;21;4;30;15;26;26;41;3;2;0;4
466;Bron: Uitkering inkomensverzekering;2015;17;12;2;4;19;4;28;14;23;24;41;3;2;0;3
467;Bron: Uitkering inkomensverzekering;2016;17;14;3;4;21;4;29;17;26;26;44;2;1;1;3
468;Bron: Uitkering inkomensverzekering;2017;16;13;2;4;20;4;27;16;24;24;42;2;2;0;3
469;Bron: Uitkering inkomensverzekering;2018;14;11;2;3;18;3;25;15;21;25;39;2;1;1;3
470;Bron: Uitkering inkomensverzekering;2019;15;12;2;4;19;5;27;17;23;26;42;2;1;0;2
471;Bron: Uitkering inkomensverzekering;2020;11;8;1;3;17;3;23;15;20;22;38;1;1;0;2
472;Bron: Uitkering inkomensverzekering;2021;8;7;1;3;17;4;22;15;20;18;37;1;1;1;2
473;Bron: Uitkering inkomensverzekering;2022;9;7;1;3;19;9;23;16;21;17;38;1;1;0;1
474;Bron: Uitkering inkomensverzekering;2023;7;6;1;3;17;9;23;17;19;16;38;1;0;0;1
475;Bron: Uitkering sociale voorziening;2005;65;55;10;18;63;18;80;44;77;85;93;14;14;6;23
476;Bron: Uitkering sociale voorziening;2006;61;51;9;21;68;19;84;43;74;85;91;11;16;2;23
477;Bron: Uitkering sociale voorziening;2007;50;48;5;15;52;18;77;35;76;85;92;11;11;1;15
478;Bron: Uitkering sociale voorziening;2008;53;44;7;16;57;11;65;37;68;77;87;6;5;2;11
479;Bron: Uitkering sociale voorziening;2009;47;36;9;19;60;11;75;45;68;74;91;12;10;4;19
480;Bron: Uitkering sociale voorziening;2010;51;43;10;24;63;18;80;43;71;78;89;16;14;5;25
481;Bron: Uitkering sociale voorziening;2011;53;38;7;19;54;9;74;42;74;78;92;9;7;1;14
482;Bron: Uitkering sociale voorziening;2012;46;29;4;17;60;12;74;43;71;84;92;10;7;2;13
483;Bron: Uitkering sociale voorziening;2013;58;39;5;18;65;17;70;42;73;80;91;10;9;2;15
484;Bron: Uitkering sociale voorziening;2014;55;39;6;17;65;20;80;38;73;77;93;15;9;2;19
485;Bron: Uitkering sociale voorziening;2015;54;38;9;18;66;22;80;44;77;87;96;10;9;2;16
486;Bron: Uitkering sociale voorziening;2016;57;47;13;16;69;21;79;45;74;82;91;14;12;5;20
487;Bron: Uitkering sociale voorziening;2017;62;48;14;14;70;21;84;48;74;85;94;14;10;4;19
488;Bron: Uitkering sociale voorziening;2018;52;39;7;19;69;19;82;48;74;86;93;10;9;4;15
489;Bron: Uitkering sociale voorziening;2019;51;40;9;17;66;23;79;49;67;84;92;10;9;3;16
