ID;Arbeidspositie;Onderwijs;Geslacht;Leeftijd;Perioden;BeroepsEnNietBeroepsbevolking_1
2514;Beroeps- en niet beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;Vrouwen;65 tot 75 jaar;2023;457
2515;Beroeps- en niet beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;Vrouwen;65 tot 75 jaar;2024 1e kwartaal;431
2516;Beroeps- en niet beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;Vrouwen;65 tot 75 jaar;2024 2e kwartaal;433
2517;Beroeps- en niet beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;Vrouwen;65 tot 75 jaar;2024 3e kwartaal;424
2518;Beroeps- en niet beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;Vrouwen;65 tot 75 jaar;2024 4e kwartaal;426
2519;Beroeps- en niet beroepsbevolking;1 Basisonderwijs, vmbo, mbo1;Vrouwen;65 tot 75 jaar;2024;428
2520;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2013 1e kwartaal;5075
2521;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2013 2e kwartaal;5104
2522;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2013 3e kwartaal;5097
2523;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2013 4e kwartaal;5071
2524;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2013;5087
2525;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2014 1e kwartaal;5036
2526;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2014 2e kwartaal;5056
2527;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2014 3e kwartaal;5097
2528;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2014 4e kwartaal;5032
2529;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2014;5056
2530;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2015 1e kwartaal;4975
2531;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2015 2e kwartaal;4996
2532;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2015 3e kwartaal;5043
2533;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2015 4e kwartaal;5005
2534;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2015 ;5005
2535;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2016 1e kwartaal;4986
2536;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2016 2e kwartaal;5004
2537;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2016 3e kwartaal;5076
2538;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2016 4e kwartaal;5055
2539;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2016;5030
2540;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2017 1e kwartaal;5036
2541;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2017 2e kwartaal;5046
2542;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2017 3e kwartaal;5098
2543;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2017 4e kwartaal;5041
2544;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2017;5055
2545;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2018 1e kwartaal;5007
2546;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2018 2e kwartaal;4983
2547;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2018 3e kwartaal;5045
2548;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2018 4e kwartaal;5022
2549;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2018;5015
2550;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2019 1e kwartaal;4983
2551;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2019 2e kwartaal;4976
2552;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2019 3e kwartaal;5037
2553;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2019 4e kwartaal;4992
2554;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2019;4997
2555;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2020 1e kwartaal;4969
2556;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2020 2e kwartaal;5012
2557;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2020 3e kwartaal;5063
2558;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2020 4e kwartaal;5027
2559;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2020;5018
2560;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2021 1e kwartaal;5012
2561;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2021 2e kwartaal;4988
2562;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2021 3e kwartaal;4971
2563;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2021 4e kwartaal;4943
2564;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2021;4979
2565;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2022 1e kwartaal;4883
2566;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2022 2e kwartaal;4887
2567;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2022 3e kwartaal;4966
2568;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2022 4e kwartaal;4963
2569;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2022;4925
2570;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2023 1e kwartaal;4944
2571;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2023 2e kwartaal;4924
2572;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2023 3e kwartaal;4943
2573;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2023 4e kwartaal;4927
2574;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2023;4935
2575;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2024 1e kwartaal;4918
2576;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2024 2e kwartaal;4887
2577;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2024 3e kwartaal;4939
2578;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2024 4e kwartaal;4908
2579;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 75 jaar;2024;4913
2580;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2013 1e kwartaal;787
2581;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2013 2e kwartaal;789
2582;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2013 3e kwartaal;846
2583;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2013 4e kwartaal;818
2584;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2013;810
2585;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2014 1e kwartaal;796
2586;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2014 2e kwartaal;815
2587;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2014 3e kwartaal;894
2588;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2014 4e kwartaal;847
2589;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2014;838
2590;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2015 1e kwartaal;836
2591;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2015 2e kwartaal;821
2592;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2015 3e kwartaal;887
2593;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2015 4e kwartaal;856
2594;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2015 ;850
2595;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2016 1e kwartaal;825
2596;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2016 2e kwartaal;822
2597;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2016 3e kwartaal;892
2598;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2016 4e kwartaal;870
2599;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2016;852
2600;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2017 1e kwartaal;837
2601;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2017 2e kwartaal;853
2602;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2017 3e kwartaal;917
2603;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2017 4e kwartaal;878
2604;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2017;871
2605;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2018 1e kwartaal;856
2606;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2018 2e kwartaal;855
2607;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2018 3e kwartaal;919
2608;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2018 4e kwartaal;896
2609;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2018;881
2610;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2019 1e kwartaal;875
2611;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2019 2e kwartaal;864
2612;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2019 3e kwartaal;927
2613;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2019 4e kwartaal;900
2614;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2019;891
2615;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2020 1e kwartaal;897
2616;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2020 2e kwartaal;929
2617;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2020 3e kwartaal;961
2618;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2020 4e kwartaal;936
2619;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2020;931
2620;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2021 1e kwartaal;920
2621;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2021 2e kwartaal;949
2622;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2021 3e kwartaal;972
2623;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2021 4e kwartaal;969
2624;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2021;953
2625;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2022 1e kwartaal;943
2626;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2022 2e kwartaal;943
2627;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2022 3e kwartaal;990
2628;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2022 4e kwartaal;983
2629;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2022;965
2630;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2023 1e kwartaal;956
2631;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2023 2e kwartaal;950
2632;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2023 3e kwartaal;985
2633;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2023 4e kwartaal;973
2634;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2023;966
2635;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2024 1e kwartaal;924
2636;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2024 2e kwartaal;932
2637;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2024 3e kwartaal;965
2638;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2024 4e kwartaal;946
2639;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;15 tot 25 jaar;2024;942
2640;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2013 1e kwartaal;829
2641;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2013 2e kwartaal;834
2642;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2013 3e kwartaal;821
2643;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2013 4e kwartaal;811
2644;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2013;824
2645;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2014 1e kwartaal;823
2646;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2014 2e kwartaal;811
2647;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2014 3e kwartaal;816
2648;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2014 4e kwartaal;793
2649;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2014;811
2650;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2015 1e kwartaal;801
2651;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2015 2e kwartaal;824
2652;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2015 3e kwartaal;812
2653;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2015 4e kwartaal;803
2654;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2015 ;810
2655;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2016 1e kwartaal;821
2656;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2016 2e kwartaal;815
2657;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2016 3e kwartaal;815
2658;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2016 4e kwartaal;826
2659;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2016;819
2660;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2017 1e kwartaal;831
2661;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2017 2e kwartaal;831
2662;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2017 3e kwartaal;822
2663;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2017 4e kwartaal;810
2664;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2017;823
2665;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2018 1e kwartaal;800
2666;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2018 2e kwartaal;812
2667;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2018 3e kwartaal;809
2668;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2018 4e kwartaal;824
2669;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2018;811
2670;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2019 1e kwartaal;832
2671;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2019 2e kwartaal;839
2672;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2019 3e kwartaal;824
2673;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2019 4e kwartaal;829
2674;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2019;831
2675;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2020 1e kwartaal;827
2676;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2020 2e kwartaal;812
2677;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2020 3e kwartaal;806
2678;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2020 4e kwartaal;796
2679;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2020;810
2680;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2021 1e kwartaal;789
2681;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2021 2e kwartaal;757
2682;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2021 3e kwartaal;743
2683;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2021 4e kwartaal;750
2684;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2021;760
2685;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2022 1e kwartaal;751
2686;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2022 2e kwartaal;761
2687;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2022 3e kwartaal;762
2688;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2022 4e kwartaal;778
2689;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2022;763
2690;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2023 1e kwartaal;789
2691;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2023 2e kwartaal;810
2692;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2023 3e kwartaal;807
2693;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2023 4e kwartaal;805
2694;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2023;803
2695;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2024 1e kwartaal;825
2696;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2024 2e kwartaal;805
2697;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2024 3e kwartaal;802
2698;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2024 4e kwartaal;800
2699;Beroeps- en niet beroepsbevolking;2 Havo, vwo, mbo2-4;Totaal mannen en vrouwen;25 tot 35 jaar;2024;808
