ID;ArbeidspositieEindePeriode;LangdurigeAandoening;Geslacht;KinderenInHuishouden;Perioden;Personen15Tot65JaarBeginPeriode_1;WerkzameBeroepsbevolkingBeginPeriode_2;WerklozenNietActievenBeginPeriode_3
937;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2006;474;211;263
938;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2008 1e kwartaal;552;291;261
939;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2008 2e kwartaal;506;261;246
940;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2008 3e kwartaal;461;234;227
941;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2008 4e kwartaal;426;212;213
942;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2008;433;214;219
943;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2009 1e kwartaal;433;207;225
944;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2009 2e kwartaal;439;214;225
945;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2009 3e kwartaal;431;214;217
946;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2009 4e kwartaal;447;218;230
947;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2009;462;226;235
948;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2010 1e kwartaal;432;220;213
949;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2010 2e kwartaal;392;196;196
950;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2010 3e kwartaal;370;182;188
951;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind < 18 jaar;2010 4e kwartaal;329;154;175
952;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2003 1e kwartaal;179;63;117
953;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2003 2e kwartaal;182;67;116
954;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2003 3e kwartaal;177;68;109
955;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2003 4e kwartaal;182;67;116
956;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2003;186;68;119
957;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2004 1e kwartaal;186;69;117
958;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2004 2e kwartaal;183;66;117
959;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2004 3e kwartaal;192;76;116
960;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2004 4e kwartaal;188;74;114
961;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2004;191;72;119
962;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2005 1e kwartaal;187;70;116
963;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2005 2e kwartaal;193;73;120
964;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2005 3e kwartaal;192;70;122
965;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2005 4e kwartaal;188;71;117
966;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2005;199;74;124
967;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2006 1e kwartaal;192;75;117
968;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2006 2e kwartaal;192;73;119
969;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2006 3e kwartaal;194;77;117
970;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2006 4e kwartaal;193;76;116
971;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2006;194;76;118
972;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2008 1e kwartaal;230;113;117
973;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2008 2e kwartaal;219;102;117
974;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2008 3e kwartaal;206;90;115
975;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2008 4e kwartaal;192;77;115
976;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2008;195;75;120
977;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2009 1e kwartaal;195;76;119
978;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2009 2e kwartaal;196;80;117
979;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2009 3e kwartaal;202;85;117
980;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2009 4e kwartaal;203;82;121
981;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2009;196;79;117
982;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2010 1e kwartaal;199;81;118
983;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2010 2e kwartaal;185;79;106
984;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2010 3e kwartaal;163;67;96
985;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden met jongste kind >= 18 jaar;2010 4e kwartaal;159;64;95
986;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2003 1e kwartaal;731;278;453
987;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2003 2e kwartaal;735;265;470
988;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2003 3e kwartaal;764;278;486
989;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2003 4e kwartaal;768;279;488
990;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2003;781;290;491
991;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2004 1e kwartaal;742;254;488
992;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2004 2e kwartaal;743;265;478
993;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2004 3e kwartaal;747;275;472
994;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2004 4e kwartaal;742;270;472
995;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2004;746;265;482
996;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2005 1e kwartaal;762;275;488
997;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2005 2e kwartaal;755;271;484
998;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2005 3e kwartaal;739;270;469
999;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2005 4e kwartaal;740;269;472
1000;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2005;745;276;469
1001;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2006 1e kwartaal;738;268;469
1002;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2006 2e kwartaal;740;263;476
1003;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2006 3e kwartaal;755;267;488
1004;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2006 4e kwartaal;749;263;486
1005;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2006;753;267;487
1006;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2008 1e kwartaal;818;355;463
1007;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2008 2e kwartaal;766;327;438
1008;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2008 3e kwartaal;722;289;434
1009;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2008 4e kwartaal;701;270;430
1010;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2008;712;266;447
1011;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2009 1e kwartaal;686;266;420
1012;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2009 2e kwartaal;693;267;426
1013;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2009 3e kwartaal;702;274;428
1014;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2009 4e kwartaal;701;269;432
1015;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2009;719;281;438
1016;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2010 1e kwartaal;713;278;434
1017;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2010 2e kwartaal;668;257;411
1018;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2010 3e kwartaal;644;248;397
1019;Potentiële beroepsbevolking 15 tot 65 jr;Heeft langdurige aandoening;3;Huishouden zonder kinderen;2010 4e kwartaal;602;227;375
1020;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2003 1e kwartaal;8208;5617;2591
1021;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2003 2e kwartaal;8226;5655;2571
1022;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2003 3e kwartaal;8201;5688;2513
1023;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2003 4e kwartaal;8202;5628;2574
1024;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2003;8168;5627;2541
1025;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2004 1e kwartaal;8246;5612;2634
1026;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2004 2e kwartaal;8245;5638;2607
1027;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2004 3e kwartaal;8243;5674;2569
1028;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2004 4e kwartaal;8224;5614;2610
1029;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2004;8208;5605;2604
1030;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2005 1e kwartaal;8228;5582;2646
1031;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2005 2e kwartaal;8213;5636;2577
1032;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2005 3e kwartaal;8236;5728;2508
1033;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2005 4e kwartaal;8259;5702;2557
1034;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2005;8201;5634;2567
1035;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2006 1e kwartaal;8273;5690;2582
1036;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2006 2e kwartaal;8255;5753;2502
1037;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2006 3e kwartaal;8285;5870;2415
1038;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2006 4e kwartaal;8328;5891;2437
1039;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2006;8296;5810;2486
1040;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2008 1e kwartaal;7963;5709;2255
1041;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2008 2e kwartaal;8165;5926;2240
1042;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2008 3e kwartaal;8389;6183;2206
1043;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2008 4e kwartaal;8536;6246;2289
1044;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2008;8474;6203;2271
1045;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2009 1e kwartaal;8545;6226;2319
1046;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2009 2e kwartaal;8501;6202;2299
1047;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2009 3e kwartaal;8484;6202;2282
1048;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2009 4e kwartaal;8467;6094;2372
1049;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2009;8429;6137;2292
1050;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2010 1e kwartaal;8484;6037;2448
1051;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2010 2e kwartaal;8699;6222;2477
1052;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2010 3e kwartaal;8827;6387;2441
1053;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Totaal wel/geen kinderen in huishouden;2010 4e kwartaal;8999;6468;2532
1054;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2003 1e kwartaal;4925;3278;1647
1055;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2003 2e kwartaal;4923;3299;1624
1056;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2003 3e kwartaal;4897;3328;1568
1057;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2003 4e kwartaal;4918;3287;1632
1058;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2003;4812;3236;1576
1059;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2004 1e kwartaal;4950;3278;1672
1060;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2004 2e kwartaal;4960;3299;1661
1061;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2004 3e kwartaal;4940;3327;1614
1062;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2004 4e kwartaal;4946;3274;1672
1063;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2004;4869;3228;1641
1064;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2005 1e kwartaal;4945;3259;1687
1065;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2005 2e kwartaal;4933;3300;1633
1066;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2005 3e kwartaal;4940;3372;1568
1067;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2005 4e kwartaal;4961;3351;1610
1068;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2005;4858;3264;1593
1069;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2006 1e kwartaal;4953;3336;1618
1070;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2006 2e kwartaal;4919;3353;1566
1071;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2006 3e kwartaal;4928;3422;1506
1072;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2006 4e kwartaal;4973;3450;1523
1073;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2006;4879;3355;1524
1074;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2008 1e kwartaal;4791;3375;1417
1075;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2008 2e kwartaal;4906;3494;1412
1076;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2008 3e kwartaal;5024;3656;1368
1077;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2008 4e kwartaal;5126;3681;1445
1078;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2008;5025;3627;1399
1079;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2009 1e kwartaal;5104;3640;1464
1080;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2009 2e kwartaal;5095;3655;1441
1081;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2009 3e kwartaal;5098;3680;1418
1082;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2009 4e kwartaal;5040;3549;1491
1083;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2009;4967;3553;1414
1084;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2010 1e kwartaal;5058;3524;1534
1085;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2010 2e kwartaal;5190;3631;1559
1086;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2010 3e kwartaal;5204;3686;1518
1087;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met kinderen;2010 4e kwartaal;5279;3708;1571
1088;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2003 1e kwartaal;3800;2519;1280
1089;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2003 2e kwartaal;3799;2535;1264
1090;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2003 3e kwartaal;3799;2583;1215
1091;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2003 4e kwartaal;3796;2540;1255
1092;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2003;3716;2504;1212
1093;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2004 1e kwartaal;3811;2531;1280
1094;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2004 2e kwartaal;3778;2513;1265
1095;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2004 3e kwartaal;3776;2544;1232
1096;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2004 4e kwartaal;3788;2513;1274
1097;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2004;3737;2488;1249
1098;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2005 1e kwartaal;3809;2503;1306
1099;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2005 2e kwartaal;3784;2528;1256
1100;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2005 3e kwartaal;3780;2576;1205
1101;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2005 4e kwartaal;3815;2578;1237
1102;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2005;3747;2520;1227
1103;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2006 1e kwartaal;3831;2590;1241
1104;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2006 2e kwartaal;3795;2586;1210
1105;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2006 3e kwartaal;3810;2647;1163
1106;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2006 4e kwartaal;3831;2660;1171
1107;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2006;3770;2592;1177
1108;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2008 1e kwartaal;3622;2555;1067
1109;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2008 2e kwartaal;3700;2637;1063
1110;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2008 3e kwartaal;3791;2759;1032
1111;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2008 4e kwartaal;3862;2783;1079
1112;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2008;3840;2787;1052
1113;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2009 1e kwartaal;3861;2769;1092
1114;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2009 2e kwartaal;3825;2761;1064
1115;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2009 3e kwartaal;3833;2777;1056
1116;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2009 4e kwartaal;3800;2692;1109
1117;Potentiële beroepsbevolking 15 tot 65 jr;Heeft geen langdurige aandoening;1;Huishouden met jongste kind < 18 jaar;2009;3809;2740;1069
