ID;Geslacht;Persoonskenmerken;Vervoerwijzen;RegioS;Perioden;Verplaatsingen_1;Afstand_2;Reisduur_3;Verplaatsingen_4;Afstand_5;Reisduur_6
2316;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;West-Nederland (LD);2014;0.12;1.35;5.36;41.0;471.0;31.1
2317;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;West-Nederland (LD);2015;0.12;1.23;5.22;42.0;428.0;30.3
2318;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;West-Nederland (LD);2016;0.11;1.31;4.95;38.0;459.0;28.8
2319;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;West-Nederland (LD);2017;0.1;1.2;4.88;34.0;415.0;28.2
2320;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zuid-Nederland (LD);2010;0.05;0.68;2.11;16.0;235.0;12.2
2321;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zuid-Nederland (LD);2011;0.05;0.75;2.18;18.0;259.0;12.6
2322;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zuid-Nederland (LD);2012;0.05;0.65;2.8;16.0;228.0;16.3
2323;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zuid-Nederland (LD);2013;;;;;;
2324;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zuid-Nederland (LD);2014;;;;;;
2325;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zuid-Nederland (LD);2015;;;;;;
2326;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zuid-Nederland (LD);2016;;;;;;
2327;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zuid-Nederland (LD);2017;;;;;;
2328;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Groningen (PV);2010;;;;;;
2329;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Groningen (PV);2011;;;;;;
2330;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Groningen (PV);2012;;;;;;
2331;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Groningen (PV);2013;;;;;;
2332;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Groningen (PV);2014;;;;;;
2333;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Groningen (PV);2015;;;;;;
2334;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Groningen (PV);2016;;;;;;
2335;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Groningen (PV);2017;;;;;;
2336;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Friesland (PV);2010;;;;;;
2337;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Friesland (PV);2011;;;;;;
2338;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Friesland (PV);2012;;;;;;
2339;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Friesland (PV);2013;;;;;;
2340;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Friesland (PV);2014;;;;;;
2341;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Friesland (PV);2015;;;;;;
2342;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Friesland (PV);2016;;;;;;
2343;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Friesland (PV);2017;;;;;;
2344;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Drenthe (PV);2010;;;;;;
2345;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Drenthe (PV);2011;;;;;;
2346;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Drenthe (PV);2012;;;;;;
2347;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Drenthe (PV);2013;;;;;;
2348;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Drenthe (PV);2014;;;;;;
2349;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Drenthe (PV);2015;;;;;;
2350;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Drenthe (PV);2016;;;;;;
2351;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Drenthe (PV);2017;;;;;;
2352;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Overijssel (PV);2010;;;;;;
2353;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Overijssel (PV);2011;;;;;;
2354;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Overijssel (PV);2012;;;;;;
2355;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Overijssel (PV);2013;;;;;;
2356;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Overijssel (PV);2014;;;;;;
2357;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Overijssel (PV);2015;;;;;;
2358;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Overijssel (PV);2016;;;;;;
2359;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Overijssel (PV);2017;;;;;;
2360;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Flevoland (PV);2010;;;;;;
2361;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Flevoland (PV);2011;;;;;;
2362;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Flevoland (PV);2012;;;;;;
2363;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Flevoland (PV);2013;;;;;;
2364;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Flevoland (PV);2014;;;;;;
2365;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Flevoland (PV);2015;;;;;;
2366;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Flevoland (PV);2016;;;;;;
2367;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Flevoland (PV);2017;;;;;;
2368;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Gelderland (PV);2010;;;;;;
2369;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Gelderland (PV);2011;;;;;;
2370;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Gelderland (PV);2012;;;;;;
2371;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Gelderland (PV);2013;;;;;;
2372;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Gelderland (PV);2014;;;;;;
2373;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Gelderland (PV);2015;;;;;;
2374;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Gelderland (PV);2016;;;;;;
2375;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Gelderland (PV);2017;;;;;;
2376;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Utrecht (PV);2010;;;;;;
2377;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Utrecht (PV);2011;;;;;;
2378;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Utrecht (PV);2012;;;;;;
2379;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Utrecht (PV);2013;;;;;;
2380;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Utrecht (PV);2014;;;;;;
2381;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Utrecht (PV);2015;;;;;;
2382;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Utrecht (PV);2016;;;;;;
2383;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Utrecht (PV);2017;;;;;;
2384;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Noord-Holland (PV);2010;0.14;1.25;5.4;49.0;434.0;31.2
2385;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Noord-Holland (PV);2011;0.11;1.2;4.25;37.0;417.0;24.6
2386;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Noord-Holland (PV);2012;0.12;1.22;4.86;41.0;428.0;28.3
2387;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Noord-Holland (PV);2013;0.12;1.42;6.52;42.0;493.0;37.8
2388;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Noord-Holland (PV);2014;0.12;1.25;4.62;41.0;436.0;26.8
2389;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Noord-Holland (PV);2015;0.12;1.1;4.78;41.0;384.0;27.7
2390;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Noord-Holland (PV);2016;0.12;1.4;5.95;41.0;490.0;34.6
2391;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Noord-Holland (PV);2017;0.12;1.31;5.43;43.0;453.0;31.4
2392;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zuid-Holland (PV);2010;0.14;1.21;5.74;48.0;420.0;33.2
2393;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zuid-Holland (PV);2011;0.15;1.48;6.3;51.0;513.0;36.5
2394;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zuid-Holland (PV);2012;0.12;1.02;4.62;43.0;357.0;26.8
2395;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zuid-Holland (PV);2013;0.16;1.39;6.05;55.0;485.0;35.1
2396;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zuid-Holland (PV);2014;0.13;1.46;6.02;46.0;507.0;34.9
2397;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zuid-Holland (PV);2015;0.15;1.31;5.9;51.0;457.0;34.3
2398;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zuid-Holland (PV);2016;0.13;1.43;5.26;45.0;499.0;30.6
2399;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zuid-Holland (PV);2017;0.11;1.37;5.67;37.0;475.0;32.7
2400;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zeeland (PV);2010;;;;;;
2401;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zeeland (PV);2011;;;;;;
2402;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zeeland (PV);2012;;;;;;
2403;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zeeland (PV);2013;;;;;;
2404;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zeeland (PV);2014;;;;;;
2405;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zeeland (PV);2015;;;;;;
2406;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zeeland (PV);2016;;;;;;
2407;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zeeland (PV);2017;;;;;;
2408;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Noord-Brabant (PV);2010;;;;;;
2409;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Noord-Brabant (PV);2011;;;;;;
2410;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Noord-Brabant (PV);2012;;;;;;
2411;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Noord-Brabant (PV);2013;;;;;;
2412;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Noord-Brabant (PV);2014;;;;;;
2413;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Noord-Brabant (PV);2015;;;;;;
2414;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Noord-Brabant (PV);2016;;;;;;
2415;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Noord-Brabant (PV);2017;;;;;;
2416;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Limburg (PV);2010;;;;;;
2417;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Limburg (PV);2011;;;;;;
2418;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Limburg (PV);2012;;;;;;
2419;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Limburg (PV);2013;;;;;;
2420;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Limburg (PV);2014;;;;;;
2421;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Limburg (PV);2015;;;;;;
2422;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Limburg (PV);2016;;;;;;
2423;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Limburg (PV);2017;;;;;;
2424;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zeer sterk stedelijk;2010;0.22;1.58;8.68;78.0;548.0;50.2
2425;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zeer sterk stedelijk;2011;0.22;1.75;8.93;76.0;608.0;51.7
2426;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zeer sterk stedelijk;2012;0.2;1.8;8.04;70.0;628.0;46.7
2427;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zeer sterk stedelijk;2013;0.24;1.88;9.77;83.0;654.0;56.7
2428;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zeer sterk stedelijk;2014;0.21;1.81;8.41;71.0;631.0;48.8
2429;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zeer sterk stedelijk;2015;0.19;1.24;6.83;65.0;431.0;39.7
2430;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zeer sterk stedelijk;2016;0.17;1.47;7.46;60.0;514.0;43.5
2431;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Zeer sterk stedelijk;2017;0.15;1.52;7.15;51.0;527.0;41.3
2432;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Sterk stedelijk;2010;0.08;0.82;3.51;28.0;283.0;20.3
2433;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Sterk stedelijk;2011;0.07;0.73;2.62;23.0;252.0;15.1
2434;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Sterk stedelijk;2012;0.08;0.67;3.16;26.0;232.0;18.4
2435;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Sterk stedelijk;2013;0.08;0.97;3.41;26.0;337.0;19.8
2436;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Sterk stedelijk;2014;0.06;0.69;2.21;20.0;239.0;12.8
2437;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Sterk stedelijk;2015;0.08;0.88;3.07;27.0;305.0;17.8
2438;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Sterk stedelijk;2016;0.06;0.76;2.33;21.0;267.0;13.5
2439;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Sterk stedelijk;2017;0.07;0.85;2.88;23.0;295.0;16.6
2440;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Matig stedelijk;2010;;;;;;
2441;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Matig stedelijk;2011;0.05;0.77;2.43;18.0;268.0;14.1
2442;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Matig stedelijk;2012;;;;;;
2443;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Matig stedelijk;2013;;;;;;
2444;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Matig stedelijk;2014;0.05;0.94;3.04;18.0;327.0;17.6
2445;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Matig stedelijk;2015;;;;;;
2446;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Matig stedelijk;2016;;;;;;
2447;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Matig stedelijk;2017;;;;;;
2448;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Weinig stedelijk;2010;0.04;0.67;1.83;13.0;233.0;10.6
2449;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Weinig stedelijk;2011;0.05;1.03;2.77;16.0;357.0;16.1
2450;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Weinig stedelijk;2012;0.04;0.66;2.03;13.0;231.0;11.8
2451;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Weinig stedelijk;2013;0.04;0.61;1.8;13.0;211.0;10.4
2452;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Weinig stedelijk;2014;0.04;0.81;2.23;15.0;283.0;12.9
2453;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Weinig stedelijk;2015;;;;;;
2454;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Weinig stedelijk;2016;0.05;0.94;2.28;16.0;327.0;13.2
2455;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Weinig stedelijk;2017;;;;;;
2456;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Niet stedelijk;2010;0.04;1.0;2.24;14.0;347.0;13.0
2457;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Niet stedelijk;2011;0.04;0.75;1.76;13.0;260.0;10.2
2458;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Niet stedelijk;2012;0.05;0.83;2.35;17.0;288.0;13.7
2459;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Niet stedelijk;2013;0.04;0.93;2.5;16.0;324.0;14.5
2460;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Niet stedelijk;2014;0.04;0.82;1.79;14.0;285.0;10.3
2461;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Niet stedelijk;2015;;;;;;
2462;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Niet stedelijk;2016;;;;;;
2463;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Bus/tram/metro;Niet stedelijk;2017;;;;;;
2464;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Nederland;2010;0.05;0.31;1.01;18.0;108.0;5.9
2465;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Nederland;2011;0.05;0.35;0.89;19.0;122.0;5.1
2466;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Nederland;2012;0.05;0.27;0.75;16.0;95.0;4.4
2467;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Nederland;2013;0.05;0.33;0.87;19.0;116.0;5.1
2468;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Nederland;2014;0.05;0.38;1.08;19.0;132.0;6.3
2469;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Nederland;2015;0.05;0.32;0.89;16.0;111.0;5.2
2470;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Nederland;2016;0.05;0.31;0.78;18.0;108.0;4.5
2471;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Nederland;2017;0.05;0.29;0.75;16.0;101.0;4.3
2472;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Noord-Nederland (LD);2010;;;;;;
2473;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Noord-Nederland (LD);2011;;;;;;
2474;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Noord-Nederland (LD);2012;;;;;;
2475;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Noord-Nederland (LD);2013;;;;;;
2476;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Noord-Nederland (LD);2014;;;;;;
2477;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Noord-Nederland (LD);2015;;;;;;
2478;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Noord-Nederland (LD);2016;;;;;;
2479;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Noord-Nederland (LD);2017;;;;;;
2480;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Oost-Nederland (LD);2010;;;;;;
2481;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Oost-Nederland (LD);2011;;;;;;
2482;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Oost-Nederland (LD);2012;;;;;;
2483;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Oost-Nederland (LD);2013;;;;;;
2484;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Oost-Nederland (LD);2014;;;;;;
2485;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Oost-Nederland (LD);2015;;;;;;
2486;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Oost-Nederland (LD);2016;;;;;;
2487;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Oost-Nederland (LD);2017;;;;;;
2488;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;West-Nederland (LD);2010;0.07;0.39;1.4;24.0;134.0;8.1
2489;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;West-Nederland (LD);2011;0.07;0.43;1.16;24.0;151.0;6.7
2490;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;West-Nederland (LD);2012;0.05;0.29;0.91;18.0;103.0;5.3
2491;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;West-Nederland (LD);2013;0.06;0.39;1.12;22.0;134.0;6.5
2492;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;West-Nederland (LD);2014;0.07;0.54;1.58;26.0;187.0;9.2
2493;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;West-Nederland (LD);2015;0.05;0.3;0.98;19.0;105.0;5.7
2494;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;West-Nederland (LD);2016;0.06;0.37;0.94;21.0;130.0;5.5
2495;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;West-Nederland (LD);2017;0.06;0.39;0.99;20.0;134.0;5.7
2496;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Zuid-Nederland (LD);2010;;;;;;
2497;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Zuid-Nederland (LD);2011;;;;;;
2498;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Zuid-Nederland (LD);2012;;;;;;
2499;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Zuid-Nederland (LD);2013;;;;;;
2500;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Zuid-Nederland (LD);2014;;;;;;
2501;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Zuid-Nederland (LD);2015;;;;;;
2502;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Zuid-Nederland (LD);2016;;;;;;
2503;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Zuid-Nederland (LD);2017;;;;;;
2504;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Groningen (PV);2010;;;;;;
2505;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Groningen (PV);2011;;;;;;
2506;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Groningen (PV);2012;;;;;;
2507;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Groningen (PV);2013;;;;;;
2508;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Groningen (PV);2014;;;;;;
2509;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Groningen (PV);2015;;;;;;
2510;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Groningen (PV);2016;;;;;;
2511;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Groningen (PV);2017;;;;;;
2512;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Friesland (PV);2010;;;;;;
2513;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Friesland (PV);2011;;;;;;
2514;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Friesland (PV);2012;;;;;;
2515;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Friesland (PV);2013;;;;;;
2516;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Friesland (PV);2014;;;;;;
2517;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Friesland (PV);2015;;;;;;
2518;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Friesland (PV);2016;;;;;;
2519;Totaal mannen en vrouwen;Actueel onderwijsniveau: laag;Brom-/snorfiets;Friesland (PV);2017;;;;;;
