ID;Geslacht;OnderwijssoortInDetail;Herkomstland;GeboortelandOuders;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
2072;Totaal mannen en vrouwen;Vmbo-k;Nederland;Geboren buiten Nederland;2016/'17;;;
2073;Totaal mannen en vrouwen;Vmbo-k;Nederland;Geboren buiten Nederland;2017/'18;;;
2074;Totaal mannen en vrouwen;Vmbo-k;Nederland;Geboren buiten Nederland;2018/'19;;;
2075;Totaal mannen en vrouwen;Vmbo-k;Nederland;Geboren buiten Nederland;2019/'20;;;
2076;Totaal mannen en vrouwen;Vmbo-k;Nederland;Geboren buiten Nederland;2020/'21;;;
2077;Totaal mannen en vrouwen;Vmbo-k;Nederland;Geboren buiten Nederland;2021/'22;;;
2078;Totaal mannen en vrouwen;Vmbo-k;Nederland;Geboren buiten Nederland;2022/'23;;;
2079;Totaal mannen en vrouwen;Vmbo-k;Nederland;Geboren buiten Nederland;2023/'24;;;
2080;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Totaal;2011/'12;1120.0;1050.0;94.0
2081;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Totaal;2012/'13;1180.0;1090.0;92.0
2082;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Totaal;2013/'14;1210.0;1150.0;95.0
2083;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Totaal;2014/'15;1260.0;1190.0;95.0
2084;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Totaal;2015/'16;1350.0;1270.0;94.0
2085;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Totaal;2016/'17;1440.0;1370.0;95.0
2086;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Totaal;2017/'18;1380.0;1310.0;95.0
2087;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Totaal;2018/'19;1360.0;1300.0;96.0
2088;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Totaal;2019/'20;1370.0;1370.0;99.0
2089;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Totaal;2020/'21;1410.0;1390.0;99.0
2090;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Totaal;2021/'22;1400.0;1380.0;99.0
2091;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Totaal;2022/'23;1370.0;1290.0;94.0
2092;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Totaal;2023/'24;1470.0;1400.0;95.0
2093;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in Nederland;2011/'12;780.0;730.0;94.0
2094;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in Nederland;2012/'13;800.0;730.0;92.0
2095;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in Nederland;2013/'14;820.0;780.0;95.0
2096;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in Nederland;2014/'15;890.0;840.0;95.0
2097;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in Nederland;2015/'16;940.0;890.0;94.0
2098;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in Nederland;2016/'17;1020.0;970.0;95.0
2099;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in Nederland;2017/'18;970.0;920.0;95.0
2100;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in Nederland;2018/'19;920.0;880.0;95.0
2101;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in Nederland;2019/'20;930.0;930.0;100.0
2102;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in Nederland;2020/'21;930.0;920.0;99.0
2103;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in Nederland;2021/'22;850.0;840.0;99.0
2104;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in Nederland;2022/'23;820.0;770.0;95.0
2105;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in Nederland;2023/'24;890.0;850.0;96.0
2106;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2011/'12;;;
2107;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2012/'13;;;
2108;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2013/'14;;;
2109;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2014/'15;;;
2110;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2015/'16;;;
2111;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2016/'17;;;
2112;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2017/'18;;;
2113;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2018/'19;;;
2114;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2019/'20;;;
2115;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2020/'21;;;
2116;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2021/'22;;;
2117;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2022/'23;;;
2118;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2023/'24;;;
2119;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2011/'12;780.0;730.0;94.0
2120;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2012/'13;800.0;730.0;92.0
2121;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2013/'14;820.0;780.0;95.0
2122;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2014/'15;890.0;840.0;95.0
2123;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2015/'16;940.0;890.0;94.0
2124;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2016/'17;1020.0;970.0;95.0
2125;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2017/'18;970.0;920.0;95.0
2126;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2018/'19;920.0;880.0;95.0
2127;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2019/'20;930.0;930.0;100.0
2128;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2020/'21;930.0;920.0;99.0
2129;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2021/'22;850.0;840.0;99.0
2130;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2022/'23;820.0;770.0;95.0
2131;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;2023/'24;890.0;850.0;96.0
2132;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren buiten Nederland;2011/'12;340.0;310.0;92.0
2133;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren buiten Nederland;2012/'13;390.0;360.0;92.0
2134;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren buiten Nederland;2013/'14;390.0;370.0;94.0
2135;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren buiten Nederland;2014/'15;370.0;350.0;94.0
2136;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren buiten Nederland;2015/'16;410.0;380.0;94.0
2137;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren buiten Nederland;2016/'17;420.0;400.0;95.0
2138;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren buiten Nederland;2017/'18;410.0;390.0;95.0
2139;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren buiten Nederland;2018/'19;440.0;420.0;96.0
2140;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren buiten Nederland;2019/'20;440.0;440.0;99.0
2141;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren buiten Nederland;2020/'21;480.0;470.0;98.0
2142;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren buiten Nederland;2021/'22;560.0;550.0;98.0
2143;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren buiten Nederland;2022/'23;560.0;520.0;94.0
2144;Totaal mannen en vrouwen;Vmbo-k;Europa (exclusief Nederland);Geboren buiten Nederland;2023/'24;570.0;540.0;95.0
2145;Totaal mannen en vrouwen;Vmbo-k;Turkije;Totaal;2011/'12;1250.0;1000.0;80.0
2146;Totaal mannen en vrouwen;Vmbo-k;Turkije;Totaal;2012/'13;1370.0;1110.0;81.0
2147;Totaal mannen en vrouwen;Vmbo-k;Turkije;Totaal;2013/'14;1460.0;1270.0;87.0
2148;Totaal mannen en vrouwen;Vmbo-k;Turkije;Totaal;2014/'15;1440.0;1270.0;88.0
2149;Totaal mannen en vrouwen;Vmbo-k;Turkije;Totaal;2015/'16;1380.0;1250.0;90.0
2150;Totaal mannen en vrouwen;Vmbo-k;Turkije;Totaal;2016/'17;1460.0;1340.0;92.0
2151;Totaal mannen en vrouwen;Vmbo-k;Turkije;Totaal;2017/'18;1360.0;1230.0;90.0
2152;Totaal mannen en vrouwen;Vmbo-k;Turkije;Totaal;2018/'19;1310.0;1180.0;90.0
2153;Totaal mannen en vrouwen;Vmbo-k;Turkije;Totaal;2019/'20;1200.0;1190.0;99.0
2154;Totaal mannen en vrouwen;Vmbo-k;Turkije;Totaal;2020/'21;1180.0;1150.0;98.0
2155;Totaal mannen en vrouwen;Vmbo-k;Turkije;Totaal;2021/'22;1030.0;1000.0;97.0
2156;Totaal mannen en vrouwen;Vmbo-k;Turkije;Totaal;2022/'23;1010.0;880.0;88.0
2157;Totaal mannen en vrouwen;Vmbo-k;Turkije;Totaal;2023/'24;1040.0;950.0;91.0
2158;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in Nederland;2011/'12;1160.0;930.0;80.0
2159;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in Nederland;2012/'13;1290.0;1050.0;81.0
2160;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in Nederland;2013/'14;1390.0;1200.0;87.0
2161;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in Nederland;2014/'15;1370.0;1210.0;88.0
2162;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in Nederland;2015/'16;1310.0;1190.0;90.0
2163;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in Nederland;2016/'17;1400.0;1280.0;92.0
2164;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in Nederland;2017/'18;1320.0;1190.0;91.0
2165;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in Nederland;2018/'19;1260.0;1130.0;90.0
2166;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in Nederland;2019/'20;1180.0;1170.0;99.0
2167;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in Nederland;2020/'21;1160.0;1130.0;98.0
2168;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in Nederland;2021/'22;1000.0;980.0;97.0
2169;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in Nederland;2022/'23;970.0;860.0;88.0
2170;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in Nederland;2023/'24;1000.0;910.0;91.0
2171;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouders in NL;2011/'12;;;
2172;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouders in NL;2012/'13;;;
2173;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouders in NL;2013/'14;;;
2174;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouders in NL;2014/'15;;;
2175;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouders in NL;2015/'16;;;
2176;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouders in NL;2016/'17;;;
2177;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouders in NL;2017/'18;;;
2178;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouders in NL;2018/'19;;;
2179;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouders in NL;2019/'20;;;
2180;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouders in NL;2020/'21;;;
2181;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouders in NL;2021/'22;;;
2182;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouders in NL;2022/'23;;;
2183;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouders in NL;2023/'24;;;
2184;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouder(s) buiten NL;2011/'12;1160.0;930.0;80.0
2185;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouder(s) buiten NL;2012/'13;1290.0;1050.0;81.0
2186;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouder(s) buiten NL;2013/'14;1390.0;1200.0;87.0
2187;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouder(s) buiten NL;2014/'15;1370.0;1210.0;88.0
2188;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouder(s) buiten NL;2015/'16;1310.0;1190.0;90.0
2189;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouder(s) buiten NL;2016/'17;1400.0;1280.0;92.0
2190;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouder(s) buiten NL;2017/'18;1320.0;1190.0;91.0
2191;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouder(s) buiten NL;2018/'19;1260.0;1130.0;90.0
2192;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouder(s) buiten NL;2019/'20;1180.0;1170.0;99.0
2193;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouder(s) buiten NL;2020/'21;1160.0;1130.0;98.0
2194;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouder(s) buiten NL;2021/'22;1000.0;980.0;97.0
2195;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouder(s) buiten NL;2022/'23;970.0;860.0;88.0
2196;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren in NL, ouder(s) buiten NL;2023/'24;1000.0;910.0;91.0
2197;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren buiten Nederland;2011/'12;90.0;70.0;83.0
2198;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren buiten Nederland;2012/'13;80.0;70.0;83.0
2199;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren buiten Nederland;2013/'14;70.0;70.0;96.0
2200;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren buiten Nederland;2014/'15;70.0;60.0;91.0
2201;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren buiten Nederland;2015/'16;70.0;60.0;92.0
2202;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren buiten Nederland;2016/'17;60.0;50.0;96.0
2203;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren buiten Nederland;2017/'18;50.0;40.0;85.0
2204;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren buiten Nederland;2018/'19;50.0;40.0;86.0
2205;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren buiten Nederland;2019/'20;30.0;30.0;100.0
2206;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren buiten Nederland;2020/'21;20.0;20.0;95.0
2207;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren buiten Nederland;2021/'22;20.0;20.0;90.0
2208;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren buiten Nederland;2022/'23;30.0;30.0;78.0
2209;Totaal mannen en vrouwen;Vmbo-k;Turkije;Geboren buiten Nederland;2023/'24;40.0;40.0;97.0
2210;Totaal mannen en vrouwen;Vmbo-k;Marokko;Totaal;2011/'12;1100.0;970.0;89.0
2211;Totaal mannen en vrouwen;Vmbo-k;Marokko;Totaal;2012/'13;1100.0;970.0;88.0
2212;Totaal mannen en vrouwen;Vmbo-k;Marokko;Totaal;2013/'14;1190.0;1090.0;91.0
2213;Totaal mannen en vrouwen;Vmbo-k;Marokko;Totaal;2014/'15;1220.0;1100.0;90.0
2214;Totaal mannen en vrouwen;Vmbo-k;Marokko;Totaal;2015/'16;1290.0;1190.0;92.0
2215;Totaal mannen en vrouwen;Vmbo-k;Marokko;Totaal;2016/'17;1320.0;1230.0;93.0
2216;Totaal mannen en vrouwen;Vmbo-k;Marokko;Totaal;2017/'18;1420.0;1290.0;91.0
2217;Totaal mannen en vrouwen;Vmbo-k;Marokko;Totaal;2018/'19;1430.0;1310.0;92.0
2218;Totaal mannen en vrouwen;Vmbo-k;Marokko;Totaal;2019/'20;1480.0;1460.0;99.0
2219;Totaal mannen en vrouwen;Vmbo-k;Marokko;Totaal;2020/'21;1420.0;1380.0;97.0
2220;Totaal mannen en vrouwen;Vmbo-k;Marokko;Totaal;2021/'22;1370.0;1330.0;97.0
2221;Totaal mannen en vrouwen;Vmbo-k;Marokko;Totaal;2022/'23;1280.0;1130.0;88.0
2222;Totaal mannen en vrouwen;Vmbo-k;Marokko;Totaal;2023/'24;1330.0;1220.0;92.0
2223;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in Nederland;2011/'12;1030.0;920.0;89.0
2224;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in Nederland;2012/'13;1030.0;910.0;88.0
2225;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in Nederland;2013/'14;1130.0;1030.0;91.0
2226;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in Nederland;2014/'15;1170.0;1060.0;90.0
2227;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in Nederland;2015/'16;1240.0;1140.0;92.0
2228;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in Nederland;2016/'17;1260.0;1180.0;93.0
2229;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in Nederland;2017/'18;1370.0;1250.0;91.0
2230;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in Nederland;2018/'19;1390.0;1280.0;92.0
2231;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in Nederland;2019/'20;1450.0;1430.0;99.0
2232;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in Nederland;2020/'21;1390.0;1350.0;97.0
2233;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in Nederland;2021/'22;1340.0;1310.0;97.0
2234;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in Nederland;2022/'23;1250.0;1100.0;88.0
2235;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in Nederland;2023/'24;1300.0;1200.0;92.0
2236;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouders in NL;2011/'12;;;
2237;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouders in NL;2012/'13;;;
2238;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouders in NL;2013/'14;;;
2239;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouders in NL;2014/'15;;;
2240;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouders in NL;2015/'16;;;
2241;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouders in NL;2016/'17;;;
2242;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouders in NL;2017/'18;;;
2243;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouders in NL;2018/'19;;;
2244;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouders in NL;2019/'20;;;
2245;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouders in NL;2020/'21;;;
2246;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouders in NL;2021/'22;;;
2247;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouders in NL;2022/'23;;;
2248;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouders in NL;2023/'24;;;
2249;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouder(s) buiten NL;2011/'12;1030.0;920.0;89.0
2250;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouder(s) buiten NL;2012/'13;1030.0;910.0;88.0
2251;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouder(s) buiten NL;2013/'14;1130.0;1030.0;91.0
2252;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouder(s) buiten NL;2014/'15;1170.0;1060.0;90.0
2253;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouder(s) buiten NL;2015/'16;1240.0;1140.0;92.0
2254;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouder(s) buiten NL;2016/'17;1260.0;1180.0;93.0
2255;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouder(s) buiten NL;2017/'18;1370.0;1250.0;91.0
2256;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouder(s) buiten NL;2018/'19;1390.0;1280.0;92.0
2257;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouder(s) buiten NL;2019/'20;1450.0;1430.0;99.0
2258;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouder(s) buiten NL;2020/'21;1390.0;1350.0;97.0
2259;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouder(s) buiten NL;2021/'22;1340.0;1310.0;97.0
2260;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouder(s) buiten NL;2022/'23;1250.0;1100.0;88.0
2261;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren in NL, ouder(s) buiten NL;2023/'24;1300.0;1200.0;92.0
2262;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren buiten Nederland;2011/'12;70.0;60.0;81.0
2263;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren buiten Nederland;2012/'13;70.0;60.0;90.0
2264;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren buiten Nederland;2013/'14;70.0;60.0;83.0
2265;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren buiten Nederland;2014/'15;50.0;40.0;81.0
2266;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren buiten Nederland;2015/'16;50.0;40.0;86.0
2267;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren buiten Nederland;2016/'17;60.0;60.0;95.0
2268;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren buiten Nederland;2017/'18;40.0;40.0;91.0
2269;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren buiten Nederland;2018/'19;30.0;30.0;88.0
2270;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren buiten Nederland;2019/'20;30.0;30.0;100.0
2271;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren buiten Nederland;2020/'21;40.0;40.0;97.0
2272;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren buiten Nederland;2021/'22;30.0;20.0;96.0
2273;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren buiten Nederland;2022/'23;30.0;20.0;88.0
2274;Totaal mannen en vrouwen;Vmbo-k;Marokko;Geboren buiten Nederland;2023/'24;30.0;20.0;79.0
2275;Totaal mannen en vrouwen;Vmbo-k;Suriname;Totaal;2011/'12;920.0;840.0;91.0
2276;Totaal mannen en vrouwen;Vmbo-k;Suriname;Totaal;2012/'13;860.0;790.0;92.0
2277;Totaal mannen en vrouwen;Vmbo-k;Suriname;Totaal;2013/'14;890.0;810.0;91.0
2278;Totaal mannen en vrouwen;Vmbo-k;Suriname;Totaal;2014/'15;890.0;810.0;92.0
2279;Totaal mannen en vrouwen;Vmbo-k;Suriname;Totaal;2015/'16;960.0;900.0;94.0
2280;Totaal mannen en vrouwen;Vmbo-k;Suriname;Totaal;2016/'17;880.0;830.0;95.0
2281;Totaal mannen en vrouwen;Vmbo-k;Suriname;Totaal;2017/'18;890.0;830.0;93.0
2282;Totaal mannen en vrouwen;Vmbo-k;Suriname;Totaal;2018/'19;770.0;720.0;94.0
2283;Totaal mannen en vrouwen;Vmbo-k;Suriname;Totaal;2019/'20;740.0;740.0;100.0
2284;Totaal mannen en vrouwen;Vmbo-k;Suriname;Totaal;2020/'21;690.0;680.0;99.0
2285;Totaal mannen en vrouwen;Vmbo-k;Suriname;Totaal;2021/'22;640.0;630.0;99.0
2286;Totaal mannen en vrouwen;Vmbo-k;Suriname;Totaal;2022/'23;620.0;560.0;90.0
2287;Totaal mannen en vrouwen;Vmbo-k;Suriname;Totaal;2023/'24;710.0;660.0;94.0
2288;Totaal mannen en vrouwen;Vmbo-k;Suriname;Geboren in Nederland;2011/'12;800.0;730.0;91.0
2289;Totaal mannen en vrouwen;Vmbo-k;Suriname;Geboren in Nederland;2012/'13;770.0;710.0;92.0
2290;Totaal mannen en vrouwen;Vmbo-k;Suriname;Geboren in Nederland;2013/'14;800.0;730.0;91.0
2291;Totaal mannen en vrouwen;Vmbo-k;Suriname;Geboren in Nederland;2014/'15;810.0;740.0;91.0
2292;Totaal mannen en vrouwen;Vmbo-k;Suriname;Geboren in Nederland;2015/'16;870.0;830.0;95.0
2293;Totaal mannen en vrouwen;Vmbo-k;Suriname;Geboren in Nederland;2016/'17;800.0;760.0;95.0
2294;Totaal mannen en vrouwen;Vmbo-k;Suriname;Geboren in Nederland;2017/'18;820.0;770.0;93.0
2295;Totaal mannen en vrouwen;Vmbo-k;Suriname;Geboren in Nederland;2018/'19;730.0;690.0;94.0
2296;Totaal mannen en vrouwen;Vmbo-k;Suriname;Geboren in Nederland;2019/'20;700.0;690.0;100.0
2297;Totaal mannen en vrouwen;Vmbo-k;Suriname;Geboren in Nederland;2020/'21;650.0;640.0;99.0
2298;Totaal mannen en vrouwen;Vmbo-k;Suriname;Geboren in Nederland;2021/'22;590.0;590.0;99.0
2299;Totaal mannen en vrouwen;Vmbo-k;Suriname;Geboren in Nederland;2022/'23;580.0;520.0;90.0
