ID;Bedrijfsgroep;Geslacht;BurgerlijkeStaat;Personen_1
3378;XI-XIII, 7. Lettergieterijen;Vrouwen;Weduwstaat;0
3379;XI-XIII, 7. Lettergieterijen;Vrouwen;Gescheiden van echt;0
3380;XI-XIII, 7. Lettergieterijen;Vrouwen;Burgerlijke staat onbekend;0
3381;XI-XIII, 8. Koperpletterijen;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;74
3382;XI-XIII, 8. Koperpletterijen;Totaal mannen en vrouwen;Ongehuwd;19
3383;XI-XIII, 8. Koperpletterijen;Totaal mannen en vrouwen;Gehuwd;51
3384;XI-XIII, 8. Koperpletterijen;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
3385;XI-XIII, 8. Koperpletterijen;Totaal mannen en vrouwen;Weduwstaat;3
3386;XI-XIII, 8. Koperpletterijen;Totaal mannen en vrouwen;Gescheiden van echt;1
3387;XI-XIII, 8. Koperpletterijen;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
3388;XI-XIII, 8. Koperpletterijen;Mannen;Totaal alle burgerlijke staten;73
3389;XI-XIII, 8. Koperpletterijen;Mannen;Ongehuwd;18
3390;XI-XIII, 8. Koperpletterijen;Mannen;Gehuwd;51
3391;XI-XIII, 8. Koperpletterijen;Mannen;Gescheiden van tafel en bed;0
3392;XI-XIII, 8. Koperpletterijen;Mannen;Weduwstaat;3
3393;XI-XIII, 8. Koperpletterijen;Mannen;Gescheiden van echt;1
3394;XI-XIII, 8. Koperpletterijen;Mannen;Burgerlijke staat onbekend;0
3395;XI-XIII, 8. Koperpletterijen;Vrouwen;Totaal alle burgerlijke staten;1
3396;XI-XIII, 8. Koperpletterijen;Vrouwen;Ongehuwd;1
3397;XI-XIII, 8. Koperpletterijen;Vrouwen;Gehuwd;0
3398;XI-XIII, 8. Koperpletterijen;Vrouwen;Gescheiden van tafel en bed;0
3399;XI-XIII, 8. Koperpletterijen;Vrouwen;Weduwstaat;0
3400;XI-XIII, 8. Koperpletterijen;Vrouwen;Gescheiden van echt;0
3401;XI-XIII, 8. Koperpletterijen;Vrouwen;Burgerlijke staat onbekend;0
3402;XI-XIII, 9. Lood-, zink-, enz. plett.;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;422
3403;XI-XIII, 9. Lood-, zink-, enz. plett.;Totaal mannen en vrouwen;Ongehuwd;164
3404;XI-XIII, 9. Lood-, zink-, enz. plett.;Totaal mannen en vrouwen;Gehuwd;245
3405;XI-XIII, 9. Lood-, zink-, enz. plett.;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
3406;XI-XIII, 9. Lood-, zink-, enz. plett.;Totaal mannen en vrouwen;Weduwstaat;11
3407;XI-XIII, 9. Lood-, zink-, enz. plett.;Totaal mannen en vrouwen;Gescheiden van echt;2
3408;XI-XIII, 9. Lood-, zink-, enz. plett.;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
3409;XI-XIII, 9. Lood-, zink-, enz. plett.;Mannen;Totaal alle burgerlijke staten;419
3410;XI-XIII, 9. Lood-, zink-, enz. plett.;Mannen;Ongehuwd;161
3411;XI-XIII, 9. Lood-, zink-, enz. plett.;Mannen;Gehuwd;245
3412;XI-XIII, 9. Lood-, zink-, enz. plett.;Mannen;Gescheiden van tafel en bed;0
3413;XI-XIII, 9. Lood-, zink-, enz. plett.;Mannen;Weduwstaat;11
3414;XI-XIII, 9. Lood-, zink-, enz. plett.;Mannen;Gescheiden van echt;2
3415;XI-XIII, 9. Lood-, zink-, enz. plett.;Mannen;Burgerlijke staat onbekend;0
3416;XI-XIII, 9. Lood-, zink-, enz. plett.;Vrouwen;Totaal alle burgerlijke staten;3
3417;XI-XIII, 9. Lood-, zink-, enz. plett.;Vrouwen;Ongehuwd;3
3418;XI-XIII, 9. Lood-, zink-, enz. plett.;Vrouwen;Gehuwd;0
3419;XI-XIII, 9. Lood-, zink-, enz. plett.;Vrouwen;Gescheiden van tafel en bed;0
3420;XI-XIII, 9. Lood-, zink-, enz. plett.;Vrouwen;Weduwstaat;0
3421;XI-XIII, 9. Lood-, zink-, enz. plett.;Vrouwen;Gescheiden van echt;0
3422;XI-XIII, 9. Lood-, zink-, enz. plett.;Vrouwen;Burgerlijke staat onbekend;0
3423;XI-XIII, 10. Bladtin- en bladalum.fabr.;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;141
3424;XI-XIII, 10. Bladtin- en bladalum.fabr.;Totaal mannen en vrouwen;Ongehuwd;88
3425;XI-XIII, 10. Bladtin- en bladalum.fabr.;Totaal mannen en vrouwen;Gehuwd;52
3426;XI-XIII, 10. Bladtin- en bladalum.fabr.;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
3427;XI-XIII, 10. Bladtin- en bladalum.fabr.;Totaal mannen en vrouwen;Weduwstaat;0
3428;XI-XIII, 10. Bladtin- en bladalum.fabr.;Totaal mannen en vrouwen;Gescheiden van echt;1
3429;XI-XIII, 10. Bladtin- en bladalum.fabr.;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
3430;XI-XIII, 10. Bladtin- en bladalum.fabr.;Mannen;Totaal alle burgerlijke staten;116
3431;XI-XIII, 10. Bladtin- en bladalum.fabr.;Mannen;Ongehuwd;63
3432;XI-XIII, 10. Bladtin- en bladalum.fabr.;Mannen;Gehuwd;52
3433;XI-XIII, 10. Bladtin- en bladalum.fabr.;Mannen;Gescheiden van tafel en bed;0
3434;XI-XIII, 10. Bladtin- en bladalum.fabr.;Mannen;Weduwstaat;0
3435;XI-XIII, 10. Bladtin- en bladalum.fabr.;Mannen;Gescheiden van echt;1
3436;XI-XIII, 10. Bladtin- en bladalum.fabr.;Mannen;Burgerlijke staat onbekend;0
3437;XI-XIII, 10. Bladtin- en bladalum.fabr.;Vrouwen;Totaal alle burgerlijke staten;25
3438;XI-XIII, 10. Bladtin- en bladalum.fabr.;Vrouwen;Ongehuwd;25
3439;XI-XIII, 10. Bladtin- en bladalum.fabr.;Vrouwen;Gehuwd;0
3440;XI-XIII, 10. Bladtin- en bladalum.fabr.;Vrouwen;Gescheiden van tafel en bed;0
3441;XI-XIII, 10. Bladtin- en bladalum.fabr.;Vrouwen;Weduwstaat;0
3442;XI-XIII, 10. Bladtin- en bladalum.fabr.;Vrouwen;Gescheiden van echt;0
3443;XI-XIII, 10. Bladtin- en bladalum.fabr.;Vrouwen;Burgerlijke staat onbekend;0
3444;XI-XIII, 11. Capsulefabrieken;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;603
3445;XI-XIII, 11. Capsulefabrieken;Totaal mannen en vrouwen;Ongehuwd;438
3446;XI-XIII, 11. Capsulefabrieken;Totaal mannen en vrouwen;Gehuwd;155
3447;XI-XIII, 11. Capsulefabrieken;Totaal mannen en vrouwen;Gescheiden van tafel en bed;1
3448;XI-XIII, 11. Capsulefabrieken;Totaal mannen en vrouwen;Weduwstaat;6
3449;XI-XIII, 11. Capsulefabrieken;Totaal mannen en vrouwen;Gescheiden van echt;3
3450;XI-XIII, 11. Capsulefabrieken;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
3451;XI-XIII, 11. Capsulefabrieken;Mannen;Totaal alle burgerlijke staten;262
3452;XI-XIII, 11. Capsulefabrieken;Mannen;Ongehuwd;124
3453;XI-XIII, 11. Capsulefabrieken;Mannen;Gehuwd;132
3454;XI-XIII, 11. Capsulefabrieken;Mannen;Gescheiden van tafel en bed;1
3455;XI-XIII, 11. Capsulefabrieken;Mannen;Weduwstaat;5
3456;XI-XIII, 11. Capsulefabrieken;Mannen;Gescheiden van echt;0
3457;XI-XIII, 11. Capsulefabrieken;Mannen;Burgerlijke staat onbekend;0
3458;XI-XIII, 11. Capsulefabrieken;Vrouwen;Totaal alle burgerlijke staten;341
3459;XI-XIII, 11. Capsulefabrieken;Vrouwen;Ongehuwd;314
3460;XI-XIII, 11. Capsulefabrieken;Vrouwen;Gehuwd;23
3461;XI-XIII, 11. Capsulefabrieken;Vrouwen;Gescheiden van tafel en bed;0
3462;XI-XIII, 11. Capsulefabrieken;Vrouwen;Weduwstaat;1
3463;XI-XIII, 11. Capsulefabrieken;Vrouwen;Gescheiden van echt;3
3464;XI-XIII, 11. Capsulefabrieken;Vrouwen;Burgerlijke staat onbekend;0
3465;XI-XIII, 12. Koper- en blikslagerijen;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;3587
3466;XI-XIII, 12. Koper- en blikslagerijen;Totaal mannen en vrouwen;Ongehuwd;1720
3467;XI-XIII, 12. Koper- en blikslagerijen;Totaal mannen en vrouwen;Gehuwd;1746
3468;XI-XIII, 12. Koper- en blikslagerijen;Totaal mannen en vrouwen;Gescheiden van tafel en bed;7
3469;XI-XIII, 12. Koper- en blikslagerijen;Totaal mannen en vrouwen;Weduwstaat;92
3470;XI-XIII, 12. Koper- en blikslagerijen;Totaal mannen en vrouwen;Gescheiden van echt;22
3471;XI-XIII, 12. Koper- en blikslagerijen;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
3472;XI-XIII, 12. Koper- en blikslagerijen;Mannen;Totaal alle burgerlijke staten;3563
3473;XI-XIII, 12. Koper- en blikslagerijen;Mannen;Ongehuwd;1705
3474;XI-XIII, 12. Koper- en blikslagerijen;Mannen;Gehuwd;1746
3475;XI-XIII, 12. Koper- en blikslagerijen;Mannen;Gescheiden van tafel en bed;7
3476;XI-XIII, 12. Koper- en blikslagerijen;Mannen;Weduwstaat;83
3477;XI-XIII, 12. Koper- en blikslagerijen;Mannen;Gescheiden van echt;22
3478;XI-XIII, 12. Koper- en blikslagerijen;Mannen;Burgerlijke staat onbekend;0
3479;XI-XIII, 12. Koper- en blikslagerijen;Vrouwen;Totaal alle burgerlijke staten;24
3480;XI-XIII, 12. Koper- en blikslagerijen;Vrouwen;Ongehuwd;15
3481;XI-XIII, 12. Koper- en blikslagerijen;Vrouwen;Gehuwd;0
3482;XI-XIII, 12. Koper- en blikslagerijen;Vrouwen;Gescheiden van tafel en bed;0
3483;XI-XIII, 12. Koper- en blikslagerijen;Vrouwen;Weduwstaat;9
3484;XI-XIII, 12. Koper- en blikslagerijen;Vrouwen;Gescheiden van echt;0
3485;XI-XIII, 12. Koper- en blikslagerijen;Vrouwen;Burgerlijke staat onbekend;0
3486;XI-XIII, 14. Radio-installatie-inricht.;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;1173
3487;XI-XIII, 14. Radio-installatie-inricht.;Totaal mannen en vrouwen;Ongehuwd;863
3488;XI-XIII, 14. Radio-installatie-inricht.;Totaal mannen en vrouwen;Gehuwd;302
3489;XI-XIII, 14. Radio-installatie-inricht.;Totaal mannen en vrouwen;Gescheiden van tafel en bed;1
3490;XI-XIII, 14. Radio-installatie-inricht.;Totaal mannen en vrouwen;Weduwstaat;3
3491;XI-XIII, 14. Radio-installatie-inricht.;Totaal mannen en vrouwen;Gescheiden van echt;4
3492;XI-XIII, 14. Radio-installatie-inricht.;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
3493;XI-XIII, 14. Radio-installatie-inricht.;Mannen;Totaal alle burgerlijke staten;1161
3494;XI-XIII, 14. Radio-installatie-inricht.;Mannen;Ongehuwd;851
3495;XI-XIII, 14. Radio-installatie-inricht.;Mannen;Gehuwd;302
3496;XI-XIII, 14. Radio-installatie-inricht.;Mannen;Gescheiden van tafel en bed;1
3497;XI-XIII, 14. Radio-installatie-inricht.;Mannen;Weduwstaat;3
3498;XI-XIII, 14. Radio-installatie-inricht.;Mannen;Gescheiden van echt;4
3499;XI-XIII, 14. Radio-installatie-inricht.;Mannen;Burgerlijke staat onbekend;0
3500;XI-XIII, 14. Radio-installatie-inricht.;Vrouwen;Totaal alle burgerlijke staten;12
3501;XI-XIII, 14. Radio-installatie-inricht.;Vrouwen;Ongehuwd;12
3502;XI-XIII, 14. Radio-installatie-inricht.;Vrouwen;Gehuwd;0
3503;XI-XIII, 14. Radio-installatie-inricht.;Vrouwen;Gescheiden van tafel en bed;0
3504;XI-XIII, 14. Radio-installatie-inricht.;Vrouwen;Weduwstaat;0
3505;XI-XIII, 14. Radio-installatie-inricht.;Vrouwen;Gescheiden van echt;0
3506;XI-XIII, 14. Radio-installatie-inricht.;Vrouwen;Burgerlijke staat onbekend;0
3507;XI-XIII, 15. Loodgieterijen, enz.;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;13846
3508;XI-XIII, 15. Loodgieterijen, enz.;Totaal mannen en vrouwen;Ongehuwd;6879
3509;XI-XIII, 15. Loodgieterijen, enz.;Totaal mannen en vrouwen;Gehuwd;6681
3510;XI-XIII, 15. Loodgieterijen, enz.;Totaal mannen en vrouwen;Gescheiden van tafel en bed;20
3511;XI-XIII, 15. Loodgieterijen, enz.;Totaal mannen en vrouwen;Weduwstaat;195
3512;XI-XIII, 15. Loodgieterijen, enz.;Totaal mannen en vrouwen;Gescheiden van echt;71
3513;XI-XIII, 15. Loodgieterijen, enz.;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
3514;XI-XIII, 15. Loodgieterijen, enz.;Mannen;Totaal alle burgerlijke staten;13695
3515;XI-XIII, 15. Loodgieterijen, enz.;Mannen;Ongehuwd;6755
3516;XI-XIII, 15. Loodgieterijen, enz.;Mannen;Gehuwd;6670
3517;XI-XIII, 15. Loodgieterijen, enz.;Mannen;Gescheiden van tafel en bed;20
3518;XI-XIII, 15. Loodgieterijen, enz.;Mannen;Weduwstaat;180
3519;XI-XIII, 15. Loodgieterijen, enz.;Mannen;Gescheiden van echt;70
3520;XI-XIII, 15. Loodgieterijen, enz.;Mannen;Burgerlijke staat onbekend;0
3521;XI-XIII, 15. Loodgieterijen, enz.;Vrouwen;Totaal alle burgerlijke staten;151
3522;XI-XIII, 15. Loodgieterijen, enz.;Vrouwen;Ongehuwd;124
3523;XI-XIII, 15. Loodgieterijen, enz.;Vrouwen;Gehuwd;11
3524;XI-XIII, 15. Loodgieterijen, enz.;Vrouwen;Gescheiden van tafel en bed;0
3525;XI-XIII, 15. Loodgieterijen, enz.;Vrouwen;Weduwstaat;15
3526;XI-XIII, 15. Loodgieterijen, enz.;Vrouwen;Gescheiden van echt;1
3527;XI-XIII, 15. Loodgieterijen, enz.;Vrouwen;Burgerlijke staat onbekend;0
3528;XI-XIII, 16. Smederijen enz.;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;27919
3529;XI-XIII, 16. Smederijen enz.;Totaal mannen en vrouwen;Ongehuwd;15101
3530;XI-XIII, 16. Smederijen enz.;Totaal mannen en vrouwen;Gehuwd;11985
3531;XI-XIII, 16. Smederijen enz.;Totaal mannen en vrouwen;Gescheiden van tafel en bed;37
3532;XI-XIII, 16. Smederijen enz.;Totaal mannen en vrouwen;Weduwstaat;666
3533;XI-XIII, 16. Smederijen enz.;Totaal mannen en vrouwen;Gescheiden van echt;130
3534;XI-XIII, 16. Smederijen enz.;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
3535;XI-XIII, 16. Smederijen enz.;Mannen;Totaal alle burgerlijke staten;27794
3536;XI-XIII, 16. Smederijen enz.;Mannen;Ongehuwd;15067
3537;XI-XIII, 16. Smederijen enz.;Mannen;Gehuwd;11981
3538;XI-XIII, 16. Smederijen enz.;Mannen;Gescheiden van tafel en bed;37
3539;XI-XIII, 16. Smederijen enz.;Mannen;Weduwstaat;581
3540;XI-XIII, 16. Smederijen enz.;Mannen;Gescheiden van echt;128
3541;XI-XIII, 16. Smederijen enz.;Mannen;Burgerlijke staat onbekend;0
3542;XI-XIII, 16. Smederijen enz.;Vrouwen;Totaal alle burgerlijke staten;125
3543;XI-XIII, 16. Smederijen enz.;Vrouwen;Ongehuwd;34
3544;XI-XIII, 16. Smederijen enz.;Vrouwen;Gehuwd;4
3545;XI-XIII, 16. Smederijen enz.;Vrouwen;Gescheiden van tafel en bed;0
3546;XI-XIII, 16. Smederijen enz.;Vrouwen;Weduwstaat;85
3547;XI-XIII, 16. Smederijen enz.;Vrouwen;Gescheiden van echt;2
3548;XI-XIII, 16. Smederijen enz.;Vrouwen;Burgerlijke staat onbekend;0
3549;XI-XIII, 17. Emailleerfabrieken;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;1984
3550;XI-XIII, 17. Emailleerfabrieken;Totaal mannen en vrouwen;Ongehuwd;899
3551;XI-XIII, 17. Emailleerfabrieken;Totaal mannen en vrouwen;Gehuwd;1051
3552;XI-XIII, 17. Emailleerfabrieken;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
3553;XI-XIII, 17. Emailleerfabrieken;Totaal mannen en vrouwen;Weduwstaat;32
3554;XI-XIII, 17. Emailleerfabrieken;Totaal mannen en vrouwen;Gescheiden van echt;2
3555;XI-XIII, 17. Emailleerfabrieken;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
3556;XI-XIII, 17. Emailleerfabrieken;Mannen;Totaal alle burgerlijke staten;1809
3557;XI-XIII, 17. Emailleerfabrieken;Mannen;Ongehuwd;732
3558;XI-XIII, 17. Emailleerfabrieken;Mannen;Gehuwd;1050
3559;XI-XIII, 17. Emailleerfabrieken;Mannen;Gescheiden van tafel en bed;0
3560;XI-XIII, 17. Emailleerfabrieken;Mannen;Weduwstaat;26
3561;XI-XIII, 17. Emailleerfabrieken;Mannen;Gescheiden van echt;1
3562;XI-XIII, 17. Emailleerfabrieken;Mannen;Burgerlijke staat onbekend;0
3563;XI-XIII, 17. Emailleerfabrieken;Vrouwen;Totaal alle burgerlijke staten;175
3564;XI-XIII, 17. Emailleerfabrieken;Vrouwen;Ongehuwd;167
3565;XI-XIII, 17. Emailleerfabrieken;Vrouwen;Gehuwd;1
3566;XI-XIII, 17. Emailleerfabrieken;Vrouwen;Gescheiden van tafel en bed;0
3567;XI-XIII, 17. Emailleerfabrieken;Vrouwen;Weduwstaat;6
3568;XI-XIII, 17. Emailleerfabrieken;Vrouwen;Gescheiden van echt;1
3569;XI-XIII, 17. Emailleerfabrieken;Vrouwen;Burgerlijke staat onbekend;0
3570;XI-XIII, 18. Galvaniseerinrichtingen enz;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;1200
3571;XI-XIII, 18. Galvaniseerinrichtingen enz;Totaal mannen en vrouwen;Ongehuwd;519
3572;XI-XIII, 18. Galvaniseerinrichtingen enz;Totaal mannen en vrouwen;Gehuwd;653
3573;XI-XIII, 18. Galvaniseerinrichtingen enz;Totaal mannen en vrouwen;Gescheiden van tafel en bed;1
3574;XI-XIII, 18. Galvaniseerinrichtingen enz;Totaal mannen en vrouwen;Weduwstaat;21
3575;XI-XIII, 18. Galvaniseerinrichtingen enz;Totaal mannen en vrouwen;Gescheiden van echt;6
3576;XI-XIII, 18. Galvaniseerinrichtingen enz;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
3577;XI-XIII, 18. Galvaniseerinrichtingen enz;Mannen;Totaal alle burgerlijke staten;1178
3578;XI-XIII, 18. Galvaniseerinrichtingen enz;Mannen;Ongehuwd;503
3579;XI-XIII, 18. Galvaniseerinrichtingen enz;Mannen;Gehuwd;650
3580;XI-XIII, 18. Galvaniseerinrichtingen enz;Mannen;Gescheiden van tafel en bed;1
3581;XI-XIII, 18. Galvaniseerinrichtingen enz;Mannen;Weduwstaat;18
3582;XI-XIII, 18. Galvaniseerinrichtingen enz;Mannen;Gescheiden van echt;6
3583;XI-XIII, 18. Galvaniseerinrichtingen enz;Mannen;Burgerlijke staat onbekend;0
3584;XI-XIII, 18. Galvaniseerinrichtingen enz;Vrouwen;Totaal alle burgerlijke staten;22
3585;XI-XIII, 18. Galvaniseerinrichtingen enz;Vrouwen;Ongehuwd;16
3586;XI-XIII, 18. Galvaniseerinrichtingen enz;Vrouwen;Gehuwd;3
3587;XI-XIII, 18. Galvaniseerinrichtingen enz;Vrouwen;Gescheiden van tafel en bed;0
3588;XI-XIII, 18. Galvaniseerinrichtingen enz;Vrouwen;Weduwstaat;3
3589;XI-XIII, 18. Galvaniseerinrichtingen enz;Vrouwen;Gescheiden van echt;0
3590;XI-XIII, 18. Galvaniseerinrichtingen enz;Vrouwen;Burgerlijke staat onbekend;0
3591;XI-XIII, 19. Stempelfabr. en graveerinr.;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;350
3592;XI-XIII, 19. Stempelfabr. en graveerinr.;Totaal mannen en vrouwen;Ongehuwd;180
3593;XI-XIII, 19. Stempelfabr. en graveerinr.;Totaal mannen en vrouwen;Gehuwd;158
3594;XI-XIII, 19. Stempelfabr. en graveerinr.;Totaal mannen en vrouwen;Gescheiden van tafel en bed;2
3595;XI-XIII, 19. Stempelfabr. en graveerinr.;Totaal mannen en vrouwen;Weduwstaat;10
3596;XI-XIII, 19. Stempelfabr. en graveerinr.;Totaal mannen en vrouwen;Gescheiden van echt;0
3597;XI-XIII, 19. Stempelfabr. en graveerinr.;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
3598;XI-XIII, 19. Stempelfabr. en graveerinr.;Mannen;Totaal alle burgerlijke staten;330
3599;XI-XIII, 19. Stempelfabr. en graveerinr.;Mannen;Ongehuwd;164
3600;XI-XIII, 19. Stempelfabr. en graveerinr.;Mannen;Gehuwd;158
3601;XI-XIII, 19. Stempelfabr. en graveerinr.;Mannen;Gescheiden van tafel en bed;2
3602;XI-XIII, 19. Stempelfabr. en graveerinr.;Mannen;Weduwstaat;6
3603;XI-XIII, 19. Stempelfabr. en graveerinr.;Mannen;Gescheiden van echt;0
3604;XI-XIII, 19. Stempelfabr. en graveerinr.;Mannen;Burgerlijke staat onbekend;0
3605;XI-XIII, 19. Stempelfabr. en graveerinr.;Vrouwen;Totaal alle burgerlijke staten;20
3606;XI-XIII, 19. Stempelfabr. en graveerinr.;Vrouwen;Ongehuwd;16
3607;XI-XIII, 19. Stempelfabr. en graveerinr.;Vrouwen;Gehuwd;0
3608;XI-XIII, 19. Stempelfabr. en graveerinr.;Vrouwen;Gescheiden van tafel en bed;0
3609;XI-XIII, 19. Stempelfabr. en graveerinr.;Vrouwen;Weduwstaat;4
3610;XI-XIII, 19. Stempelfabr. en graveerinr.;Vrouwen;Gescheiden van echt;0
3611;XI-XIII, 19. Stempelfabr. en graveerinr.;Vrouwen;Burgerlijke staat onbekend;0
3612;XI-XIII, 20. Metaalwaren- en lampenfabr.;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;5834
3613;XI-XIII, 20. Metaalwaren- en lampenfabr.;Totaal mannen en vrouwen;Ongehuwd;3188
3614;XI-XIII, 20. Metaalwaren- en lampenfabr.;Totaal mannen en vrouwen;Gehuwd;2557
3615;XI-XIII, 20. Metaalwaren- en lampenfabr.;Totaal mannen en vrouwen;Gescheiden van tafel en bed;7
3616;XI-XIII, 20. Metaalwaren- en lampenfabr.;Totaal mannen en vrouwen;Weduwstaat;66
3617;XI-XIII, 20. Metaalwaren- en lampenfabr.;Totaal mannen en vrouwen;Gescheiden van echt;16
3618;XI-XIII, 20. Metaalwaren- en lampenfabr.;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
3619;XI-XIII, 20. Metaalwaren- en lampenfabr.;Mannen;Totaal alle burgerlijke staten;5434
3620;XI-XIII, 20. Metaalwaren- en lampenfabr.;Mannen;Ongehuwd;2808
3621;XI-XIII, 20. Metaalwaren- en lampenfabr.;Mannen;Gehuwd;2546
3622;XI-XIII, 20. Metaalwaren- en lampenfabr.;Mannen;Gescheiden van tafel en bed;7
3623;XI-XIII, 20. Metaalwaren- en lampenfabr.;Mannen;Weduwstaat;59
3624;XI-XIII, 20. Metaalwaren- en lampenfabr.;Mannen;Gescheiden van echt;14
3625;XI-XIII, 20. Metaalwaren- en lampenfabr.;Mannen;Burgerlijke staat onbekend;0
3626;XI-XIII, 20. Metaalwaren- en lampenfabr.;Vrouwen;Totaal alle burgerlijke staten;400
3627;XI-XIII, 20. Metaalwaren- en lampenfabr.;Vrouwen;Ongehuwd;380
3628;XI-XIII, 20. Metaalwaren- en lampenfabr.;Vrouwen;Gehuwd;11
3629;XI-XIII, 20. Metaalwaren- en lampenfabr.;Vrouwen;Gescheiden van tafel en bed;0
3630;XI-XIII, 20. Metaalwaren- en lampenfabr.;Vrouwen;Weduwstaat;7
3631;XI-XIII, 20. Metaalwaren- en lampenfabr.;Vrouwen;Gescheiden van echt;2
3632;XI-XIII, 20. Metaalwaren- en lampenfabr.;Vrouwen;Burgerlijke staat onbekend;0
3633;XI-XIII, 21. Draad-, draadnagel- enz.;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;823
3634;XI-XIII, 21. Draad-, draadnagel- enz.;Totaal mannen en vrouwen;Ongehuwd;449
3635;XI-XIII, 21. Draad-, draadnagel- enz.;Totaal mannen en vrouwen;Gehuwd;354
3636;XI-XIII, 21. Draad-, draadnagel- enz.;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
3637;XI-XIII, 21. Draad-, draadnagel- enz.;Totaal mannen en vrouwen;Weduwstaat;17
3638;XI-XIII, 21. Draad-, draadnagel- enz.;Totaal mannen en vrouwen;Gescheiden van echt;3
3639;XI-XIII, 21. Draad-, draadnagel- enz.;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
3640;XI-XIII, 21. Draad-, draadnagel- enz.;Mannen;Totaal alle burgerlijke staten;724
3641;XI-XIII, 21. Draad-, draadnagel- enz.;Mannen;Ongehuwd;359
3642;XI-XIII, 21. Draad-, draadnagel- enz.;Mannen;Gehuwd;346
3643;XI-XIII, 21. Draad-, draadnagel- enz.;Mannen;Gescheiden van tafel en bed;0
3644;XI-XIII, 21. Draad-, draadnagel- enz.;Mannen;Weduwstaat;17
3645;XI-XIII, 21. Draad-, draadnagel- enz.;Mannen;Gescheiden van echt;2
3646;XI-XIII, 21. Draad-, draadnagel- enz.;Mannen;Burgerlijke staat onbekend;0
3647;XI-XIII, 21. Draad-, draadnagel- enz.;Vrouwen;Totaal alle burgerlijke staten;99
3648;XI-XIII, 21. Draad-, draadnagel- enz.;Vrouwen;Ongehuwd;90
3649;XI-XIII, 21. Draad-, draadnagel- enz.;Vrouwen;Gehuwd;8
3650;XI-XIII, 21. Draad-, draadnagel- enz.;Vrouwen;Gescheiden van tafel en bed;0
3651;XI-XIII, 21. Draad-, draadnagel- enz.;Vrouwen;Weduwstaat;0
3652;XI-XIII, 21. Draad-, draadnagel- enz.;Vrouwen;Gescheiden van echt;1
3653;XI-XIII, 21. Draad-, draadnagel- enz.;Vrouwen;Burgerlijke staat onbekend;0
3654;XI-XIII, 22. Klinknagelfabrieken;Totaal mannen en vrouwen;Totaal alle burgerlijke staten;343
3655;XI-XIII, 22. Klinknagelfabrieken;Totaal mannen en vrouwen;Ongehuwd;164
3656;XI-XIII, 22. Klinknagelfabrieken;Totaal mannen en vrouwen;Gehuwd;175
3657;XI-XIII, 22. Klinknagelfabrieken;Totaal mannen en vrouwen;Gescheiden van tafel en bed;0
3658;XI-XIII, 22. Klinknagelfabrieken;Totaal mannen en vrouwen;Weduwstaat;4
3659;XI-XIII, 22. Klinknagelfabrieken;Totaal mannen en vrouwen;Gescheiden van echt;0
3660;XI-XIII, 22. Klinknagelfabrieken;Totaal mannen en vrouwen;Burgerlijke staat onbekend;0
3661;XI-XIII, 22. Klinknagelfabrieken;Mannen;Totaal alle burgerlijke staten;326
3662;XI-XIII, 22. Klinknagelfabrieken;Mannen;Ongehuwd;147
3663;XI-XIII, 22. Klinknagelfabrieken;Mannen;Gehuwd;175
3664;XI-XIII, 22. Klinknagelfabrieken;Mannen;Gescheiden van tafel en bed;0
3665;XI-XIII, 22. Klinknagelfabrieken;Mannen;Weduwstaat;4
3666;XI-XIII, 22. Klinknagelfabrieken;Mannen;Gescheiden van echt;0
3667;XI-XIII, 22. Klinknagelfabrieken;Mannen;Burgerlijke staat onbekend;0
