ID;SamenstellingVanHetHuishouden;HerkomstlandHuishouden;GeboortelandReferentiepersoon;GeboortelandPartner;Perioden;ParticuliereHuishoudens_1
2320;Totaal particuliere huishoudens;Congo;Geboren in Nederland;Zelfde land als referentiepersoon;2023;50.0
2321;Totaal particuliere huishoudens;Congo;Geboren in Nederland;Zelfde land als referentiepersoon;2024;55.0
2322;Totaal particuliere huishoudens;Congo;Geboren in Nederland;Ander land dan referentiepersoon;2022;66.0
2323;Totaal particuliere huishoudens;Congo;Geboren in Nederland;Ander land dan referentiepersoon;2023;65.0
2324;Totaal particuliere huishoudens;Congo;Geboren in Nederland;Ander land dan referentiepersoon;2024;63.0
2325;Totaal particuliere huishoudens;Congo;Geboren in Nederland;Overig;2022;100.0
2326;Totaal particuliere huishoudens;Congo;Geboren in Nederland;Overig;2023;110.0
2327;Totaal particuliere huishoudens;Congo;Geboren in Nederland;Overig;2024;119.0
2328;Totaal particuliere huishoudens;Congo;Geboren buiten Nederland;Totaal;2022;573.0
2329;Totaal particuliere huishoudens;Congo;Geboren buiten Nederland;Totaal;2023;605.0
2330;Totaal particuliere huishoudens;Congo;Geboren buiten Nederland;Totaal;2024;606.0
2331;Totaal particuliere huishoudens;Congo;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;33.0
2332;Totaal particuliere huishoudens;Congo;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;32.0
2333;Totaal particuliere huishoudens;Congo;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;33.0
2334;Totaal particuliere huishoudens;Congo;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;155.0
2335;Totaal particuliere huishoudens;Congo;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;158.0
2336;Totaal particuliere huishoudens;Congo;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;160.0
2337;Totaal particuliere huishoudens;Congo;Geboren buiten Nederland;Overig;2022;385.0
2338;Totaal particuliere huishoudens;Congo;Geboren buiten Nederland;Overig;2023;415.0
2339;Totaal particuliere huishoudens;Congo;Geboren buiten Nederland;Overig;2024;413.0
2340;Totaal particuliere huishoudens;Congo (Democratische Republiek);Totaal;Totaal;2022;4317.0
2341;Totaal particuliere huishoudens;Congo (Democratische Republiek);Totaal;Totaal;2023;4473.0
2342;Totaal particuliere huishoudens;Congo (Democratische Republiek);Totaal;Totaal;2024;4536.0
2343;Totaal particuliere huishoudens;Congo (Democratische Republiek);Totaal;Zelfde land als referentiepersoon;2022;820.0
2344;Totaal particuliere huishoudens;Congo (Democratische Republiek);Totaal;Zelfde land als referentiepersoon;2023;870.0
2345;Totaal particuliere huishoudens;Congo (Democratische Republiek);Totaal;Zelfde land als referentiepersoon;2024;891.0
2346;Totaal particuliere huishoudens;Congo (Democratische Republiek);Totaal;Ander land dan referentiepersoon;2022;815.0
2347;Totaal particuliere huishoudens;Congo (Democratische Republiek);Totaal;Ander land dan referentiepersoon;2023;835.0
2348;Totaal particuliere huishoudens;Congo (Democratische Republiek);Totaal;Ander land dan referentiepersoon;2024;844.0
2349;Totaal particuliere huishoudens;Congo (Democratische Republiek);Totaal;Overig;2022;2682.0
2350;Totaal particuliere huishoudens;Congo (Democratische Republiek);Totaal;Overig;2023;2768.0
2351;Totaal particuliere huishoudens;Congo (Democratische Republiek);Totaal;Overig;2024;2801.0
2352;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren in Nederland;Totaal;2022;1108.0
2353;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren in Nederland;Totaal;2023;1169.0
2354;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren in Nederland;Totaal;2024;1219.0
2355;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren in Nederland;Zelfde land als referentiepersoon;2022;388.0
2356;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren in Nederland;Zelfde land als referentiepersoon;2023;427.0
2357;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren in Nederland;Zelfde land als referentiepersoon;2024;423.0
2358;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren in Nederland;Ander land dan referentiepersoon;2022;271.0
2359;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren in Nederland;Ander land dan referentiepersoon;2023;278.0
2360;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren in Nederland;Ander land dan referentiepersoon;2024;291.0
2361;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren in Nederland;Overig;2022;449.0
2362;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren in Nederland;Overig;2023;464.0
2363;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren in Nederland;Overig;2024;505.0
2364;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren buiten Nederland;Totaal;2022;3209.0
2365;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren buiten Nederland;Totaal;2023;3304.0
2366;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren buiten Nederland;Totaal;2024;3317.0
2367;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;432.0
2368;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;443.0
2369;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;468.0
2370;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren buiten Nederland;Ander land dan referentiepersoon;2022;544.0
2371;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren buiten Nederland;Ander land dan referentiepersoon;2023;557.0
2372;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren buiten Nederland;Ander land dan referentiepersoon;2024;553.0
2373;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren buiten Nederland;Overig;2022;2233.0
2374;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren buiten Nederland;Overig;2023;2304.0
2375;Totaal particuliere huishoudens;Congo (Democratische Republiek);Geboren buiten Nederland;Overig;2024;2296.0
2376;Totaal particuliere huishoudens;Cookeilanden;Totaal;Totaal;2022;7.0
2377;Totaal particuliere huishoudens;Cookeilanden;Totaal;Totaal;2023;7.0
2378;Totaal particuliere huishoudens;Cookeilanden;Totaal;Totaal;2024;7.0
2379;Totaal particuliere huishoudens;Cookeilanden;Totaal;Zelfde land als referentiepersoon;2022;2.0
2380;Totaal particuliere huishoudens;Cookeilanden;Totaal;Zelfde land als referentiepersoon;2023;2.0
2381;Totaal particuliere huishoudens;Cookeilanden;Totaal;Zelfde land als referentiepersoon;2024;2.0
2382;Totaal particuliere huishoudens;Cookeilanden;Totaal;Ander land dan referentiepersoon;2022;2.0
2383;Totaal particuliere huishoudens;Cookeilanden;Totaal;Ander land dan referentiepersoon;2023;2.0
2384;Totaal particuliere huishoudens;Cookeilanden;Totaal;Ander land dan referentiepersoon;2024;2.0
2385;Totaal particuliere huishoudens;Cookeilanden;Totaal;Overig;2022;3.0
2386;Totaal particuliere huishoudens;Cookeilanden;Totaal;Overig;2023;3.0
2387;Totaal particuliere huishoudens;Cookeilanden;Totaal;Overig;2024;3.0
2388;Totaal particuliere huishoudens;Cookeilanden;Geboren in Nederland;Totaal;2022;4.0
2389;Totaal particuliere huishoudens;Cookeilanden;Geboren in Nederland;Totaal;2023;4.0
2390;Totaal particuliere huishoudens;Cookeilanden;Geboren in Nederland;Totaal;2024;4.0
2391;Totaal particuliere huishoudens;Cookeilanden;Geboren in Nederland;Zelfde land als referentiepersoon;2022;2.0
2392;Totaal particuliere huishoudens;Cookeilanden;Geboren in Nederland;Zelfde land als referentiepersoon;2023;2.0
2393;Totaal particuliere huishoudens;Cookeilanden;Geboren in Nederland;Zelfde land als referentiepersoon;2024;2.0
2394;Totaal particuliere huishoudens;Cookeilanden;Geboren in Nederland;Ander land dan referentiepersoon;2022;2.0
2395;Totaal particuliere huishoudens;Cookeilanden;Geboren in Nederland;Ander land dan referentiepersoon;2023;2.0
2396;Totaal particuliere huishoudens;Cookeilanden;Geboren in Nederland;Ander land dan referentiepersoon;2024;2.0
2397;Totaal particuliere huishoudens;Cookeilanden;Geboren in Nederland;Overig;2022;0.0
2398;Totaal particuliere huishoudens;Cookeilanden;Geboren in Nederland;Overig;2023;0.0
2399;Totaal particuliere huishoudens;Cookeilanden;Geboren in Nederland;Overig;2024;0.0
2400;Totaal particuliere huishoudens;Cookeilanden;Geboren buiten Nederland;Totaal;2022;3.0
2401;Totaal particuliere huishoudens;Cookeilanden;Geboren buiten Nederland;Totaal;2023;3.0
2402;Totaal particuliere huishoudens;Cookeilanden;Geboren buiten Nederland;Totaal;2024;3.0
2403;Totaal particuliere huishoudens;Cookeilanden;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;0.0
2404;Totaal particuliere huishoudens;Cookeilanden;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;0.0
2405;Totaal particuliere huishoudens;Cookeilanden;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;0.0
2406;Totaal particuliere huishoudens;Cookeilanden;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;0.0
2407;Totaal particuliere huishoudens;Cookeilanden;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;0.0
2408;Totaal particuliere huishoudens;Cookeilanden;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;0.0
2409;Totaal particuliere huishoudens;Cookeilanden;Geboren buiten Nederland;Overig;2022;3.0
2410;Totaal particuliere huishoudens;Cookeilanden;Geboren buiten Nederland;Overig;2023;3.0
2411;Totaal particuliere huishoudens;Cookeilanden;Geboren buiten Nederland;Overig;2024;3.0
2412;Totaal particuliere huishoudens;Costa Rica;Totaal;Totaal;2022;857.0
2413;Totaal particuliere huishoudens;Costa Rica;Totaal;Totaal;2023;954.0
2414;Totaal particuliere huishoudens;Costa Rica;Totaal;Totaal;2024;988.0
2415;Totaal particuliere huishoudens;Costa Rica;Totaal;Zelfde land als referentiepersoon;2022;106.0
2416;Totaal particuliere huishoudens;Costa Rica;Totaal;Zelfde land als referentiepersoon;2023;128.0
2417;Totaal particuliere huishoudens;Costa Rica;Totaal;Zelfde land als referentiepersoon;2024;139.0
2418;Totaal particuliere huishoudens;Costa Rica;Totaal;Ander land dan referentiepersoon;2022;378.0
2419;Totaal particuliere huishoudens;Costa Rica;Totaal;Ander land dan referentiepersoon;2023;410.0
2420;Totaal particuliere huishoudens;Costa Rica;Totaal;Ander land dan referentiepersoon;2024;435.0
2421;Totaal particuliere huishoudens;Costa Rica;Totaal;Overig;2022;373.0
2422;Totaal particuliere huishoudens;Costa Rica;Totaal;Overig;2023;416.0
2423;Totaal particuliere huishoudens;Costa Rica;Totaal;Overig;2024;414.0
2424;Totaal particuliere huishoudens;Costa Rica;Geboren in Nederland;Totaal;2022;285.0
2425;Totaal particuliere huishoudens;Costa Rica;Geboren in Nederland;Totaal;2023;312.0
2426;Totaal particuliere huishoudens;Costa Rica;Geboren in Nederland;Totaal;2024;323.0
2427;Totaal particuliere huishoudens;Costa Rica;Geboren in Nederland;Zelfde land als referentiepersoon;2022;43.0
2428;Totaal particuliere huishoudens;Costa Rica;Geboren in Nederland;Zelfde land als referentiepersoon;2023;48.0
2429;Totaal particuliere huishoudens;Costa Rica;Geboren in Nederland;Zelfde land als referentiepersoon;2024;48.0
2430;Totaal particuliere huishoudens;Costa Rica;Geboren in Nederland;Ander land dan referentiepersoon;2022;201.0
2431;Totaal particuliere huishoudens;Costa Rica;Geboren in Nederland;Ander land dan referentiepersoon;2023;223.0
2432;Totaal particuliere huishoudens;Costa Rica;Geboren in Nederland;Ander land dan referentiepersoon;2024;228.0
2433;Totaal particuliere huishoudens;Costa Rica;Geboren in Nederland;Overig;2022;41.0
2434;Totaal particuliere huishoudens;Costa Rica;Geboren in Nederland;Overig;2023;41.0
2435;Totaal particuliere huishoudens;Costa Rica;Geboren in Nederland;Overig;2024;47.0
2436;Totaal particuliere huishoudens;Costa Rica;Geboren buiten Nederland;Totaal;2022;572.0
2437;Totaal particuliere huishoudens;Costa Rica;Geboren buiten Nederland;Totaal;2023;642.0
2438;Totaal particuliere huishoudens;Costa Rica;Geboren buiten Nederland;Totaal;2024;665.0
2439;Totaal particuliere huishoudens;Costa Rica;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;63.0
2440;Totaal particuliere huishoudens;Costa Rica;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;80.0
2441;Totaal particuliere huishoudens;Costa Rica;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;91.0
2442;Totaal particuliere huishoudens;Costa Rica;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;177.0
2443;Totaal particuliere huishoudens;Costa Rica;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;187.0
2444;Totaal particuliere huishoudens;Costa Rica;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;207.0
2445;Totaal particuliere huishoudens;Costa Rica;Geboren buiten Nederland;Overig;2022;332.0
2446;Totaal particuliere huishoudens;Costa Rica;Geboren buiten Nederland;Overig;2023;375.0
2447;Totaal particuliere huishoudens;Costa Rica;Geboren buiten Nederland;Overig;2024;367.0
2448;Totaal particuliere huishoudens;Cuba;Totaal;Totaal;2022;1398.0
2449;Totaal particuliere huishoudens;Cuba;Totaal;Totaal;2023;1480.0
2450;Totaal particuliere huishoudens;Cuba;Totaal;Totaal;2024;1537.0
2451;Totaal particuliere huishoudens;Cuba;Totaal;Zelfde land als referentiepersoon;2022;118.0
2452;Totaal particuliere huishoudens;Cuba;Totaal;Zelfde land als referentiepersoon;2023;127.0
2453;Totaal particuliere huishoudens;Cuba;Totaal;Zelfde land als referentiepersoon;2024;143.0
2454;Totaal particuliere huishoudens;Cuba;Totaal;Ander land dan referentiepersoon;2022;725.0
2455;Totaal particuliere huishoudens;Cuba;Totaal;Ander land dan referentiepersoon;2023;726.0
2456;Totaal particuliere huishoudens;Cuba;Totaal;Ander land dan referentiepersoon;2024;766.0
2457;Totaal particuliere huishoudens;Cuba;Totaal;Overig;2022;555.0
2458;Totaal particuliere huishoudens;Cuba;Totaal;Overig;2023;627.0
2459;Totaal particuliere huishoudens;Cuba;Totaal;Overig;2024;628.0
2460;Totaal particuliere huishoudens;Cuba;Geboren in Nederland;Totaal;2022;499.0
2461;Totaal particuliere huishoudens;Cuba;Geboren in Nederland;Totaal;2023;514.0
2462;Totaal particuliere huishoudens;Cuba;Geboren in Nederland;Totaal;2024;540.0
2463;Totaal particuliere huishoudens;Cuba;Geboren in Nederland;Zelfde land als referentiepersoon;2022;45.0
2464;Totaal particuliere huishoudens;Cuba;Geboren in Nederland;Zelfde land als referentiepersoon;2023;48.0
2465;Totaal particuliere huishoudens;Cuba;Geboren in Nederland;Zelfde land als referentiepersoon;2024;51.0
2466;Totaal particuliere huishoudens;Cuba;Geboren in Nederland;Ander land dan referentiepersoon;2022;405.0
2467;Totaal particuliere huishoudens;Cuba;Geboren in Nederland;Ander land dan referentiepersoon;2023;402.0
2468;Totaal particuliere huishoudens;Cuba;Geboren in Nederland;Ander land dan referentiepersoon;2024;416.0
2469;Totaal particuliere huishoudens;Cuba;Geboren in Nederland;Overig;2022;49.0
2470;Totaal particuliere huishoudens;Cuba;Geboren in Nederland;Overig;2023;64.0
2471;Totaal particuliere huishoudens;Cuba;Geboren in Nederland;Overig;2024;73.0
2472;Totaal particuliere huishoudens;Cuba;Geboren buiten Nederland;Totaal;2022;899.0
2473;Totaal particuliere huishoudens;Cuba;Geboren buiten Nederland;Totaal;2023;966.0
2474;Totaal particuliere huishoudens;Cuba;Geboren buiten Nederland;Totaal;2024;997.0
2475;Totaal particuliere huishoudens;Cuba;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;73.0
2476;Totaal particuliere huishoudens;Cuba;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;79.0
2477;Totaal particuliere huishoudens;Cuba;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;92.0
2478;Totaal particuliere huishoudens;Cuba;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;320.0
2479;Totaal particuliere huishoudens;Cuba;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;324.0
2480;Totaal particuliere huishoudens;Cuba;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;350.0
2481;Totaal particuliere huishoudens;Cuba;Geboren buiten Nederland;Overig;2022;506.0
2482;Totaal particuliere huishoudens;Cuba;Geboren buiten Nederland;Overig;2023;563.0
2483;Totaal particuliere huishoudens;Cuba;Geboren buiten Nederland;Overig;2024;555.0
2484;Totaal particuliere huishoudens;Curaçao;Totaal;Totaal;2022;78466.0
2485;Totaal particuliere huishoudens;Curaçao;Totaal;Totaal;2023;80592.0
2486;Totaal particuliere huishoudens;Curaçao;Totaal;Totaal;2024;82159.0
2487;Totaal particuliere huishoudens;Curaçao;Totaal;Zelfde land als referentiepersoon;2022;14585.0
2488;Totaal particuliere huishoudens;Curaçao;Totaal;Zelfde land als referentiepersoon;2023;15221.0
2489;Totaal particuliere huishoudens;Curaçao;Totaal;Zelfde land als referentiepersoon;2024;15691.0
2490;Totaal particuliere huishoudens;Curaçao;Totaal;Ander land dan referentiepersoon;2022;15733.0
2491;Totaal particuliere huishoudens;Curaçao;Totaal;Ander land dan referentiepersoon;2023;15898.0
2492;Totaal particuliere huishoudens;Curaçao;Totaal;Ander land dan referentiepersoon;2024;16015.0
2493;Totaal particuliere huishoudens;Curaçao;Totaal;Overig;2022;48148.0
2494;Totaal particuliere huishoudens;Curaçao;Totaal;Overig;2023;49473.0
2495;Totaal particuliere huishoudens;Curaçao;Totaal;Overig;2024;50453.0
2496;Totaal particuliere huishoudens;Curaçao;Geboren in Nederland;Totaal;2022;26523.0
2497;Totaal particuliere huishoudens;Curaçao;Geboren in Nederland;Totaal;2023;27445.0
2498;Totaal particuliere huishoudens;Curaçao;Geboren in Nederland;Totaal;2024;28393.0
2499;Totaal particuliere huishoudens;Curaçao;Geboren in Nederland;Zelfde land als referentiepersoon;2022;9493.0
2500;Totaal particuliere huishoudens;Curaçao;Geboren in Nederland;Zelfde land als referentiepersoon;2023;9938.0
2501;Totaal particuliere huishoudens;Curaçao;Geboren in Nederland;Zelfde land als referentiepersoon;2024;10235.0
2502;Totaal particuliere huishoudens;Curaçao;Geboren in Nederland;Ander land dan referentiepersoon;2022;5662.0
2503;Totaal particuliere huishoudens;Curaçao;Geboren in Nederland;Ander land dan referentiepersoon;2023;5669.0
2504;Totaal particuliere huishoudens;Curaçao;Geboren in Nederland;Ander land dan referentiepersoon;2024;5734.0
2505;Totaal particuliere huishoudens;Curaçao;Geboren in Nederland;Overig;2022;11368.0
2506;Totaal particuliere huishoudens;Curaçao;Geboren in Nederland;Overig;2023;11838.0
2507;Totaal particuliere huishoudens;Curaçao;Geboren in Nederland;Overig;2024;12424.0
2508;Totaal particuliere huishoudens;Curaçao;Geboren buiten Nederland;Totaal;2022;51943.0
2509;Totaal particuliere huishoudens;Curaçao;Geboren buiten Nederland;Totaal;2023;53147.0
2510;Totaal particuliere huishoudens;Curaçao;Geboren buiten Nederland;Totaal;2024;53766.0
2511;Totaal particuliere huishoudens;Curaçao;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;5092.0
2512;Totaal particuliere huishoudens;Curaçao;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;5283.0
2513;Totaal particuliere huishoudens;Curaçao;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;5456.0
2514;Totaal particuliere huishoudens;Curaçao;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;10071.0
2515;Totaal particuliere huishoudens;Curaçao;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;10229.0
2516;Totaal particuliere huishoudens;Curaçao;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;10281.0
2517;Totaal particuliere huishoudens;Curaçao;Geboren buiten Nederland;Overig;2022;36780.0
2518;Totaal particuliere huishoudens;Curaçao;Geboren buiten Nederland;Overig;2023;37635.0
2519;Totaal particuliere huishoudens;Curaçao;Geboren buiten Nederland;Overig;2024;38029.0
2520;Totaal particuliere huishoudens;Cyprus;Totaal;Totaal;2022;1341.0
2521;Totaal particuliere huishoudens;Cyprus;Totaal;Totaal;2023;1650.0
2522;Totaal particuliere huishoudens;Cyprus;Totaal;Totaal;2024;1928.0
2523;Totaal particuliere huishoudens;Cyprus;Totaal;Zelfde land als referentiepersoon;2022;122.0
2524;Totaal particuliere huishoudens;Cyprus;Totaal;Zelfde land als referentiepersoon;2023;135.0
2525;Totaal particuliere huishoudens;Cyprus;Totaal;Zelfde land als referentiepersoon;2024;147.0
2526;Totaal particuliere huishoudens;Cyprus;Totaal;Ander land dan referentiepersoon;2022;273.0
2527;Totaal particuliere huishoudens;Cyprus;Totaal;Ander land dan referentiepersoon;2023;296.0
2528;Totaal particuliere huishoudens;Cyprus;Totaal;Ander land dan referentiepersoon;2024;344.0
2529;Totaal particuliere huishoudens;Cyprus;Totaal;Overig;2022;946.0
2530;Totaal particuliere huishoudens;Cyprus;Totaal;Overig;2023;1219.0
2531;Totaal particuliere huishoudens;Cyprus;Totaal;Overig;2024;1437.0
2532;Totaal particuliere huishoudens;Cyprus;Geboren in Nederland;Totaal;2022;177.0
2533;Totaal particuliere huishoudens;Cyprus;Geboren in Nederland;Totaal;2023;176.0
2534;Totaal particuliere huishoudens;Cyprus;Geboren in Nederland;Totaal;2024;200.0
2535;Totaal particuliere huishoudens;Cyprus;Geboren in Nederland;Zelfde land als referentiepersoon;2022;44.0
2536;Totaal particuliere huishoudens;Cyprus;Geboren in Nederland;Zelfde land als referentiepersoon;2023;44.0
2537;Totaal particuliere huishoudens;Cyprus;Geboren in Nederland;Zelfde land als referentiepersoon;2024;47.0
2538;Totaal particuliere huishoudens;Cyprus;Geboren in Nederland;Ander land dan referentiepersoon;2022;86.0
2539;Totaal particuliere huishoudens;Cyprus;Geboren in Nederland;Ander land dan referentiepersoon;2023;84.0
2540;Totaal particuliere huishoudens;Cyprus;Geboren in Nederland;Ander land dan referentiepersoon;2024;99.0
2541;Totaal particuliere huishoudens;Cyprus;Geboren in Nederland;Overig;2022;47.0
2542;Totaal particuliere huishoudens;Cyprus;Geboren in Nederland;Overig;2023;48.0
2543;Totaal particuliere huishoudens;Cyprus;Geboren in Nederland;Overig;2024;54.0
2544;Totaal particuliere huishoudens;Cyprus;Geboren buiten Nederland;Totaal;2022;1164.0
2545;Totaal particuliere huishoudens;Cyprus;Geboren buiten Nederland;Totaal;2023;1474.0
2546;Totaal particuliere huishoudens;Cyprus;Geboren buiten Nederland;Totaal;2024;1728.0
2547;Totaal particuliere huishoudens;Cyprus;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;78.0
2548;Totaal particuliere huishoudens;Cyprus;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;91.0
2549;Totaal particuliere huishoudens;Cyprus;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;100.0
2550;Totaal particuliere huishoudens;Cyprus;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;187.0
2551;Totaal particuliere huishoudens;Cyprus;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;212.0
2552;Totaal particuliere huishoudens;Cyprus;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;245.0
2553;Totaal particuliere huishoudens;Cyprus;Geboren buiten Nederland;Overig;2022;899.0
2554;Totaal particuliere huishoudens;Cyprus;Geboren buiten Nederland;Overig;2023;1171.0
2555;Totaal particuliere huishoudens;Cyprus;Geboren buiten Nederland;Overig;2024;1383.0
2556;Totaal particuliere huishoudens;Denemarken;Totaal;Totaal;2022;4843.0
2557;Totaal particuliere huishoudens;Denemarken;Totaal;Totaal;2023;4848.0
2558;Totaal particuliere huishoudens;Denemarken;Totaal;Totaal;2024;4966.0
2559;Totaal particuliere huishoudens;Denemarken;Totaal;Zelfde land als referentiepersoon;2022;1100.0
2560;Totaal particuliere huishoudens;Denemarken;Totaal;Zelfde land als referentiepersoon;2023;1099.0
2561;Totaal particuliere huishoudens;Denemarken;Totaal;Zelfde land als referentiepersoon;2024;1103.0
2562;Totaal particuliere huishoudens;Denemarken;Totaal;Ander land dan referentiepersoon;2022;1632.0
2563;Totaal particuliere huishoudens;Denemarken;Totaal;Ander land dan referentiepersoon;2023;1665.0
2564;Totaal particuliere huishoudens;Denemarken;Totaal;Ander land dan referentiepersoon;2024;1676.0
2565;Totaal particuliere huishoudens;Denemarken;Totaal;Overig;2022;2111.0
2566;Totaal particuliere huishoudens;Denemarken;Totaal;Overig;2023;2084.0
2567;Totaal particuliere huishoudens;Denemarken;Totaal;Overig;2024;2187.0
2568;Totaal particuliere huishoudens;Denemarken;Geboren in Nederland;Totaal;2022;2552.0
2569;Totaal particuliere huishoudens;Denemarken;Geboren in Nederland;Totaal;2023;2563.0
2570;Totaal particuliere huishoudens;Denemarken;Geboren in Nederland;Totaal;2024;2573.0
2571;Totaal particuliere huishoudens;Denemarken;Geboren in Nederland;Zelfde land als referentiepersoon;2022;988.0
2572;Totaal particuliere huishoudens;Denemarken;Geboren in Nederland;Zelfde land als referentiepersoon;2023;988.0
2573;Totaal particuliere huishoudens;Denemarken;Geboren in Nederland;Zelfde land als referentiepersoon;2024;990.0
2574;Totaal particuliere huishoudens;Denemarken;Geboren in Nederland;Ander land dan referentiepersoon;2022;901.0
2575;Totaal particuliere huishoudens;Denemarken;Geboren in Nederland;Ander land dan referentiepersoon;2023;894.0
2576;Totaal particuliere huishoudens;Denemarken;Geboren in Nederland;Ander land dan referentiepersoon;2024;906.0
2577;Totaal particuliere huishoudens;Denemarken;Geboren in Nederland;Overig;2022;663.0
2578;Totaal particuliere huishoudens;Denemarken;Geboren in Nederland;Overig;2023;681.0
2579;Totaal particuliere huishoudens;Denemarken;Geboren in Nederland;Overig;2024;677.0
2580;Totaal particuliere huishoudens;Denemarken;Geboren buiten Nederland;Totaal;2022;2291.0
2581;Totaal particuliere huishoudens;Denemarken;Geboren buiten Nederland;Totaal;2023;2285.0
2582;Totaal particuliere huishoudens;Denemarken;Geboren buiten Nederland;Totaal;2024;2393.0
2583;Totaal particuliere huishoudens;Denemarken;Geboren buiten Nederland;Zelfde land als referentiepersoon;2022;112.0
2584;Totaal particuliere huishoudens;Denemarken;Geboren buiten Nederland;Zelfde land als referentiepersoon;2023;111.0
2585;Totaal particuliere huishoudens;Denemarken;Geboren buiten Nederland;Zelfde land als referentiepersoon;2024;113.0
2586;Totaal particuliere huishoudens;Denemarken;Geboren buiten Nederland;Ander land dan referentiepersoon;2022;731.0
2587;Totaal particuliere huishoudens;Denemarken;Geboren buiten Nederland;Ander land dan referentiepersoon;2023;771.0
2588;Totaal particuliere huishoudens;Denemarken;Geboren buiten Nederland;Ander land dan referentiepersoon;2024;770.0
2589;Totaal particuliere huishoudens;Denemarken;Geboren buiten Nederland;Overig;2022;1448.0
2590;Totaal particuliere huishoudens;Denemarken;Geboren buiten Nederland;Overig;2023;1403.0
2591;Totaal particuliere huishoudens;Denemarken;Geboren buiten Nederland;Overig;2024;1510.0
2592;Totaal particuliere huishoudens;Djibouti;Totaal;Totaal;2022;80.0
2593;Totaal particuliere huishoudens;Djibouti;Totaal;Totaal;2023;76.0
2594;Totaal particuliere huishoudens;Djibouti;Totaal;Totaal;2024;81.0
2595;Totaal particuliere huishoudens;Djibouti;Totaal;Zelfde land als referentiepersoon;2022;3.0
2596;Totaal particuliere huishoudens;Djibouti;Totaal;Zelfde land als referentiepersoon;2023;2.0
2597;Totaal particuliere huishoudens;Djibouti;Totaal;Zelfde land als referentiepersoon;2024;4.0
