ID;Geslacht;Leeftijd;Herkomstland;GeboortelandOuders;DuurVanDeUitkeringssituatie;Perioden;PersonenVanWieBijstandIsBeeindigd_1
1323;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;4 tot 5 jaar;2015;100.0
1324;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;4 tot 5 jaar;2016;110.0
1325;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;4 tot 5 jaar;2017;140.0
1326;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;4 tot 5 jaar;2018;140.0
1327;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;4 tot 5 jaar;2019;110.0
1328;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;4 tot 5 jaar;2020;80.0
1329;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;4 tot 5 jaar;2021;100.0
1330;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;4 tot 5 jaar;2022;90.0
1331;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;4 tot 5 jaar;2023;90.0
1332;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;5 jaar of langer;2012;320.0
1333;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;5 jaar of langer;2013;250.0
1334;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;5 jaar of langer;2014;250.0
1335;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;5 jaar of langer;2015;250.0
1336;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;5 jaar of langer;2016;260.0
1337;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;5 jaar of langer;2017;340.0
1338;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;5 jaar of langer;2018;390.0
1339;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;5 jaar of langer;2019;400.0
1340;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;5 jaar of langer;2020;320.0
1341;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;5 jaar of langer;2021;350.0
1342;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;5 jaar of langer;2022;420.0
1343;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in Nederland;5 jaar of langer;2023;350.0
1344;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;Totaal;2012;5040.0
1345;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;Totaal;2013;5330.0
1346;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;Totaal;2014;6170.0
1347;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;Totaal;2015;6300.0
1348;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;Totaal;2016;6020.0
1349;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;Totaal;2017;5660.0
1350;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;Totaal;2018;4940.0
1351;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;Totaal;2019;4300.0
1352;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;Totaal;2020;3930.0
1353;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;Totaal;2021;4690.0
1354;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;Totaal;2022;3710.0
1355;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;Totaal;2023;3170.0
1356;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;0 tot 6 maanden;2012;1800.0
1357;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;0 tot 6 maanden;2013;1950.0
1358;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;0 tot 6 maanden;2014;2150.0
1359;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;0 tot 6 maanden;2015;1890.0
1360;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;0 tot 6 maanden;2016;1790.0
1361;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;0 tot 6 maanden;2017;1560.0
1362;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;0 tot 6 maanden;2018;1250.0
1363;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;0 tot 6 maanden;2019;1060.0
1364;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;0 tot 6 maanden;2020;1560.0
1365;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;0 tot 6 maanden;2021;1410.0
1366;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;0 tot 6 maanden;2022;830.0
1367;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;0 tot 6 maanden;2023;810.0
1368;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;6 tot 12 maanden;2012;990.0
1369;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;6 tot 12 maanden;2013;1110.0
1370;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;6 tot 12 maanden;2014;1470.0
1371;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;6 tot 12 maanden;2015;1380.0
1372;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;6 tot 12 maanden;2016;1230.0
1373;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;6 tot 12 maanden;2017;1030.0
1374;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;6 tot 12 maanden;2018;850.0
1375;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;6 tot 12 maanden;2019;720.0
1376;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;6 tot 12 maanden;2020;560.0
1377;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;6 tot 12 maanden;2021;960.0
1378;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;6 tot 12 maanden;2022;590.0
1379;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;6 tot 12 maanden;2023;490.0
1380;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;1 tot 2 jaar;2012;770.0
1381;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;1 tot 2 jaar;2013;1000.0
1382;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;1 tot 2 jaar;2014;1170.0
1383;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;1 tot 2 jaar;2015;1410.0
1384;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;1 tot 2 jaar;2016;1230.0
1385;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;1 tot 2 jaar;2017;1130.0
1386;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;1 tot 2 jaar;2018;890.0
1387;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;1 tot 2 jaar;2019;700.0
1388;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;1 tot 2 jaar;2020;550.0
1389;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;1 tot 2 jaar;2021;850.0
1390;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;1 tot 2 jaar;2022;740.0
1391;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;1 tot 2 jaar;2023;540.0
1392;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;2 tot 3 jaar;2012;440.0
1393;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;2 tot 3 jaar;2013;380.0
1394;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;2 tot 3 jaar;2014;520.0
1395;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;2 tot 3 jaar;2015;610.0
1396;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;2 tot 3 jaar;2016;680.0
1397;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;2 tot 3 jaar;2017;630.0
1398;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;2 tot 3 jaar;2018;510.0
1399;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;2 tot 3 jaar;2019;420.0
1400;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;2 tot 3 jaar;2020;240.0
1401;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;2 tot 3 jaar;2021;320.0
1402;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;2 tot 3 jaar;2022;410.0
1403;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;2 tot 3 jaar;2023;350.0
1404;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;3 tot 4 jaar;2012;260.0
1405;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;3 tot 4 jaar;2013;250.0
1406;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;3 tot 4 jaar;2014;220.0
1407;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;3 tot 4 jaar;2015;320.0
1408;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;3 tot 4 jaar;2016;350.0
1409;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;3 tot 4 jaar;2017;420.0
1410;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;3 tot 4 jaar;2018;410.0
1411;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;3 tot 4 jaar;2019;350.0
1412;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;3 tot 4 jaar;2020;200.0
1413;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;3 tot 4 jaar;2021;230.0
1414;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;3 tot 4 jaar;2022;240.0
1415;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;3 tot 4 jaar;2023;180.0
1416;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;4 tot 5 jaar;2012;190.0
1417;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;4 tot 5 jaar;2013;130.0
1418;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;4 tot 5 jaar;2014;160.0
1419;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;4 tot 5 jaar;2015;180.0
1420;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;4 tot 5 jaar;2016;200.0
1421;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;4 tot 5 jaar;2017;250.0
1422;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;4 tot 5 jaar;2018;280.0
1423;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;4 tot 5 jaar;2019;210.0
1424;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;4 tot 5 jaar;2020;170.0
1425;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;4 tot 5 jaar;2021;170.0
1426;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;4 tot 5 jaar;2022;140.0
1427;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;4 tot 5 jaar;2023;160.0
1428;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;5 jaar of langer;2012;590.0
1429;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;5 jaar of langer;2013;510.0
1430;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;5 jaar of langer;2014;480.0
1431;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;5 jaar of langer;2015;530.0
1432;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;5 jaar of langer;2016;540.0
1433;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;5 jaar of langer;2017;640.0
1434;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;5 jaar of langer;2018;750.0
1435;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;5 jaar of langer;2019;840.0
1436;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;5 jaar of langer;2020;650.0
1437;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;5 jaar of langer;2021;750.0
1438;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;5 jaar of langer;2022;750.0
1439;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren buiten Nederland;5 jaar of langer;2023;640.0
1440;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;Totaal;2012;
1441;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;Totaal;2013;
1442;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;Totaal;2014;
1443;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;Totaal;2015;
1444;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;Totaal;2016;
1445;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;Totaal;2017;
1446;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;Totaal;2018;
1447;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;Totaal;2019;
1448;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;Totaal;2020;
1449;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;Totaal;2021;
1450;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;Totaal;2022;
1451;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;Totaal;2023;
1452;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;0 tot 6 maanden;2012;
1453;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;0 tot 6 maanden;2013;
1454;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;0 tot 6 maanden;2014;
1455;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;0 tot 6 maanden;2015;
1456;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;0 tot 6 maanden;2016;
1457;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;0 tot 6 maanden;2017;
1458;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;0 tot 6 maanden;2018;
1459;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;0 tot 6 maanden;2019;
1460;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;0 tot 6 maanden;2020;
1461;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;0 tot 6 maanden;2021;
1462;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;0 tot 6 maanden;2022;
1463;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;0 tot 6 maanden;2023;
1464;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;6 tot 12 maanden;2012;
1465;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;6 tot 12 maanden;2013;
1466;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;6 tot 12 maanden;2014;
1467;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;6 tot 12 maanden;2015;
1468;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;6 tot 12 maanden;2016;
1469;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;6 tot 12 maanden;2017;
1470;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;6 tot 12 maanden;2018;
1471;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;6 tot 12 maanden;2019;
1472;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;6 tot 12 maanden;2020;
1473;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;6 tot 12 maanden;2021;
1474;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;6 tot 12 maanden;2022;
1475;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;6 tot 12 maanden;2023;
1476;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;1 tot 2 jaar;2012;
1477;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;1 tot 2 jaar;2013;
1478;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;1 tot 2 jaar;2014;
1479;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;1 tot 2 jaar;2015;
1480;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;1 tot 2 jaar;2016;
1481;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;1 tot 2 jaar;2017;
1482;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;1 tot 2 jaar;2018;
1483;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;1 tot 2 jaar;2019;
1484;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;1 tot 2 jaar;2020;
1485;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;1 tot 2 jaar;2021;
1486;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;1 tot 2 jaar;2022;
1487;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;1 tot 2 jaar;2023;
1488;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2 tot 3 jaar;2012;
1489;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2 tot 3 jaar;2013;
1490;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2 tot 3 jaar;2014;
1491;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2 tot 3 jaar;2015;
1492;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2 tot 3 jaar;2016;
1493;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2 tot 3 jaar;2017;
1494;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2 tot 3 jaar;2018;
1495;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2 tot 3 jaar;2019;
1496;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2 tot 3 jaar;2020;
1497;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2 tot 3 jaar;2021;
1498;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2 tot 3 jaar;2022;
1499;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;2 tot 3 jaar;2023;
1500;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;3 tot 4 jaar;2012;
1501;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;3 tot 4 jaar;2013;
1502;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;3 tot 4 jaar;2014;
1503;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;3 tot 4 jaar;2015;
1504;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;3 tot 4 jaar;2016;
1505;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;3 tot 4 jaar;2017;
1506;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;3 tot 4 jaar;2018;
1507;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;3 tot 4 jaar;2019;
1508;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;3 tot 4 jaar;2020;
1509;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;3 tot 4 jaar;2021;
1510;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;3 tot 4 jaar;2022;
1511;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;3 tot 4 jaar;2023;
1512;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;4 tot 5 jaar;2012;
1513;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;4 tot 5 jaar;2013;
1514;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;4 tot 5 jaar;2014;
1515;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;4 tot 5 jaar;2015;
1516;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;4 tot 5 jaar;2016;
1517;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;4 tot 5 jaar;2017;
1518;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;4 tot 5 jaar;2018;
1519;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;4 tot 5 jaar;2019;
1520;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;4 tot 5 jaar;2020;
1521;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;4 tot 5 jaar;2021;
1522;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;4 tot 5 jaar;2022;
1523;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;4 tot 5 jaar;2023;
1524;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;5 jaar of langer;2012;
1525;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;5 jaar of langer;2013;
1526;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;5 jaar of langer;2014;
1527;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;5 jaar of langer;2015;
1528;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;5 jaar of langer;2016;
1529;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;5 jaar of langer;2017;
1530;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;5 jaar of langer;2018;
1531;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;5 jaar of langer;2019;
1532;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;5 jaar of langer;2020;
1533;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;5 jaar of langer;2021;
1534;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;5 jaar of langer;2022;
1535;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouders in NL;5 jaar of langer;2023;
1536;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;Totaal;2012;2900.0
1537;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;Totaal;2013;3100.0
1538;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;Totaal;2014;3480.0
1539;Totaal mannen en vrouwen;Totaal;Europa (exclusief Nederland);Geboren in NL, ouder(s) buiten NL;Totaal;2015;3320.0
