ID;Geslacht;Migratieachtergrond;Generatie;Regiokenmerken;Perioden;TotaalDeelnemersVavo_1;VavoDeelnemersVmboT_2;VavoDeelnemersHavo_3;VavoDeelnemersVwo_4
660;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zuid-Holland (PV);2010/'11;1906.0;232.0;1175.0;499.0
661;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zuid-Holland (PV);2011/'12;1765.0;214.0;1090.0;461.0
662;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zuid-Holland (PV);2012/'13;1708.0;225.0;981.0;502.0
663;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zuid-Holland (PV);2013/'14;1563.0;255.0;897.0;411.0
664;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zuid-Holland (PV);2014/'15;1839.0;311.0;1008.0;520.0
665;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zuid-Holland (PV);2015/'16;2045.0;344.0;1144.0;557.0
666;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zuid-Holland (PV);2016/'17;1980.0;305.0;1208.0;467.0
667;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zuid-Holland (PV);2017/'18;1905.0;306.0;1145.0;454.0
668;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zuid-Holland (PV);2018/'19;1749.0;281.0;977.0;491.0
669;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zuid-Holland (PV);2019/'20;1601.0;240.0;922.0;439.0
670;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zuid-Holland (PV);2020/'21;1056.0;125.0;716.0;215.0
671;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zuid-Holland (PV);2021/'22;1186.0;126.0;756.0;304.0
672;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zeeland (PV);2006/'07;123.0;22.0;62.0;39.0
673;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zeeland (PV);2007/'08;172.0;31.0;95.0;46.0
674;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zeeland (PV);2008/'09;184.0;28.0;109.0;47.0
675;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zeeland (PV);2009/'10;216.0;35.0;119.0;62.0
676;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zeeland (PV);2010/'11;228.0;41.0;136.0;51.0
677;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zeeland (PV);2011/'12;258.0;53.0;148.0;57.0
678;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zeeland (PV);2012/'13;210.0;32.0;128.0;50.0
679;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zeeland (PV);2013/'14;160.0;30.0;105.0;25.0
680;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zeeland (PV);2014/'15;177.0;24.0;109.0;44.0
681;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zeeland (PV);2015/'16;180.0;30.0;101.0;49.0
682;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zeeland (PV);2016/'17;166.0;28.0;102.0;36.0
683;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zeeland (PV);2017/'18;182.0;40.0;111.0;31.0
684;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zeeland (PV);2018/'19;189.0;19.0;124.0;46.0
685;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zeeland (PV);2019/'20;193.0;20.0;118.0;55.0
686;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zeeland (PV);2020/'21;118.0;6.0;84.0;28.0
687;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Zeeland (PV);2021/'22;129.0;11.0;88.0;30.0
688;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Noord-Brabant (PV);2006/'07;867.0;151.0;513.0;203.0
689;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Noord-Brabant (PV);2007/'08;1012.0;167.0;593.0;252.0
690;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Noord-Brabant (PV);2008/'09;1225.0;175.0;798.0;252.0
691;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Noord-Brabant (PV);2009/'10;1443.0;164.0;824.0;455.0
692;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Noord-Brabant (PV);2010/'11;1399.0;167.0;835.0;397.0
693;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Noord-Brabant (PV);2011/'12;1241.0;159.0;755.0;327.0
694;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Noord-Brabant (PV);2012/'13;1249.0;189.0;696.0;364.0
695;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Noord-Brabant (PV);2013/'14;1120.0;189.0;648.0;283.0
696;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Noord-Brabant (PV);2014/'15;1204.0;173.0;722.0;309.0
697;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Noord-Brabant (PV);2015/'16;1324.0;208.0;826.0;290.0
698;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Noord-Brabant (PV);2016/'17;1416.0;196.0;867.0;353.0
699;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Noord-Brabant (PV);2017/'18;1346.0;165.0;825.0;356.0
700;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Noord-Brabant (PV);2018/'19;1311.0;141.0;805.0;365.0
701;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Noord-Brabant (PV);2019/'20;1217.0;133.0;744.0;340.0
702;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Noord-Brabant (PV);2020/'21;735.0;85.0;480.0;170.0
703;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Noord-Brabant (PV);2021/'22;976.0;103.0;598.0;275.0
704;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Limburg (PV);2006/'07;285.0;45.0;215.0;25.0
705;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Limburg (PV);2007/'08;331.0;47.0;222.0;62.0
706;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Limburg (PV);2008/'09;454.0;55.0;308.0;91.0
707;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Limburg (PV);2009/'10;522.0;52.0;316.0;154.0
708;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Limburg (PV);2010/'11;511.0;61.0;323.0;127.0
709;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Limburg (PV);2011/'12;469.0;71.0;275.0;123.0
710;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Limburg (PV);2012/'13;437.0;61.0;254.0;122.0
711;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Limburg (PV);2013/'14;562.0;77.0;382.0;103.0
712;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Limburg (PV);2014/'15;607.0;88.0;384.0;135.0
713;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Limburg (PV);2015/'16;666.0;87.0;422.0;157.0
714;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Limburg (PV);2016/'17;695.0;82.0;417.0;196.0
715;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Limburg (PV);2017/'18;734.0;86.0;435.0;213.0
716;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Limburg (PV);2018/'19;662.0;72.0;388.0;202.0
717;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Limburg (PV);2019/'20;684.0;83.0;414.0;187.0
718;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Limburg (PV);2020/'21;413.0;47.0;258.0;108.0
719;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Limburg (PV);2021/'22;488.0;48.0;302.0;138.0
720;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Niet in te delen (PV);2006/'07;18.0;3.0;15.0;0.0
721;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Niet in te delen (PV);2007/'08;19.0;5.0;12.0;2.0
722;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Niet in te delen (PV);2008/'09;26.0;5.0;15.0;6.0
723;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Niet in te delen (PV);2009/'10;23.0;5.0;10.0;8.0
724;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Niet in te delen (PV);2010/'11;17.0;5.0;10.0;2.0
725;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Niet in te delen (PV);2011/'12;9.0;3.0;3.0;3.0
726;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Niet in te delen (PV);2012/'13;7.0;1.0;5.0;1.0
727;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Niet in te delen (PV);2013/'14;20.0;5.0;13.0;2.0
728;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Niet in te delen (PV);2014/'15;14.0;2.0;9.0;3.0
729;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Niet in te delen (PV);2015/'16;18.0;0.0;14.0;4.0
730;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Niet in te delen (PV);2016/'17;24.0;5.0;13.0;6.0
731;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Niet in te delen (PV);2017/'18;24.0;4.0;13.0;7.0
732;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Niet in te delen (PV);2018/'19;24.0;6.0;9.0;9.0
733;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Niet in te delen (PV);2019/'20;32.0;5.0;16.0;11.0
734;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Niet in te delen (PV);2020/'21;19.0;2.0;12.0;5.0
735;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Niet in te delen (PV);2021/'22;18.0;2.0;12.0;4.0
736;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Amsterdam;2006/'07;313.0;42.0;151.0;120.0
737;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Amsterdam;2007/'08;377.0;56.0;179.0;142.0
738;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Amsterdam;2008/'09;342.0;38.0;186.0;118.0
739;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Amsterdam;2009/'10;332.0;23.0;176.0;133.0
740;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Amsterdam;2010/'11;52.0;4.0;30.0;18.0
741;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Amsterdam;2011/'12;121.0;15.0;55.0;51.0
742;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Amsterdam;2012/'13;92.0;9.0;49.0;34.0
743;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Amsterdam;2013/'14;312.0;21.0;169.0;122.0
744;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Amsterdam;2014/'15;262.0;15.0;144.0;103.0
745;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Amsterdam;2015/'16;302.0;20.0;158.0;124.0
746;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Amsterdam;2016/'17;327.0;21.0;174.0;132.0
747;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Amsterdam;2017/'18;360.0;23.0;195.0;142.0
748;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Amsterdam;2018/'19;322.0;25.0;181.0;116.0
749;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Amsterdam;2019/'20;296.0;18.0;155.0;123.0
750;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Amsterdam;2020/'21;221.0;10.0;134.0;77.0
751;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Amsterdam;2021/'22;238.0;5.0;135.0;98.0
752;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Utrecht (gemeente);2006/'07;126.0;20.0;68.0;38.0
753;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Utrecht (gemeente);2007/'08;83.0;10.0;37.0;36.0
754;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Utrecht (gemeente);2008/'09;139.0;12.0;81.0;46.0
755;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Utrecht (gemeente);2009/'10;139.0;16.0;81.0;42.0
756;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Utrecht (gemeente);2010/'11;126.0;12.0;73.0;41.0
757;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Utrecht (gemeente);2011/'12;112.0;14.0;58.0;40.0
758;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Utrecht (gemeente);2012/'13;114.0;6.0;59.0;49.0
759;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Utrecht (gemeente);2013/'14;119.0;13.0;67.0;39.0
760;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Utrecht (gemeente);2014/'15;41.0;1.0;25.0;15.0
761;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Utrecht (gemeente);2015/'16;121.0;9.0;74.0;38.0
762;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Utrecht (gemeente);2016/'17;105.0;6.0;71.0;28.0
763;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Utrecht (gemeente);2017/'18;112.0;10.0;67.0;35.0
764;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Utrecht (gemeente);2018/'19;122.0;9.0;69.0;44.0
765;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Utrecht (gemeente);2019/'20;131.0;13.0;74.0;44.0
766;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Utrecht (gemeente);2020/'21;74.0;5.0;46.0;23.0
767;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Utrecht (gemeente);2021/'22;103.0;8.0;56.0;39.0
768;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;'s-Gravenhage (gemeente);2006/'07;78.0;16.0;33.0;29.0
769;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;'s-Gravenhage (gemeente);2007/'08;84.0;17.0;40.0;27.0
770;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;'s-Gravenhage (gemeente);2008/'09;190.0;37.0;118.0;35.0
771;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;'s-Gravenhage (gemeente);2009/'10;210.0;42.0;122.0;46.0
772;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;'s-Gravenhage (gemeente);2010/'11;247.0;45.0;145.0;57.0
773;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;'s-Gravenhage (gemeente);2011/'12;191.0;33.0;109.0;49.0
774;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;'s-Gravenhage (gemeente);2012/'13;181.0;29.0;106.0;46.0
775;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;'s-Gravenhage (gemeente);2013/'14;172.0;29.0;90.0;53.0
776;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;'s-Gravenhage (gemeente);2014/'15;183.0;34.0;105.0;44.0
777;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;'s-Gravenhage (gemeente);2015/'16;164.0;23.0;108.0;33.0
778;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;'s-Gravenhage (gemeente);2016/'17;164.0;20.0;107.0;37.0
779;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;'s-Gravenhage (gemeente);2017/'18;163.0;20.0;98.0;45.0
780;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;'s-Gravenhage (gemeente);2018/'19;142.0;13.0;97.0;32.0
781;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;'s-Gravenhage (gemeente);2019/'20;155.0;22.0;96.0;37.0
782;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;'s-Gravenhage (gemeente);2020/'21;107.0;12.0;78.0;17.0
783;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;'s-Gravenhage (gemeente);2021/'22;99.0;7.0;72.0;20.0
784;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Rotterdam;2006/'07;289.0;78.0;154.0;57.0
785;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Rotterdam;2007/'08;196.0;70.0;103.0;23.0
786;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Rotterdam;2008/'09;170.0;46.0;91.0;33.0
787;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Rotterdam;2009/'10;204.0;34.0;103.0;67.0
788;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Rotterdam;2010/'11;196.0;31.0;110.0;55.0
789;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Rotterdam;2011/'12;184.0;24.0;107.0;53.0
790;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Rotterdam;2012/'13;165.0;21.0;97.0;47.0
791;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Rotterdam;2013/'14;193.0;31.0;115.0;47.0
792;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Rotterdam;2014/'15;256.0;60.0;106.0;90.0
793;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Rotterdam;2015/'16;323.0;75.0;151.0;97.0
794;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Rotterdam;2016/'17;286.0;59.0;163.0;64.0
795;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Rotterdam;2017/'18;271.0;52.0;162.0;57.0
796;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Rotterdam;2018/'19;245.0;45.0;127.0;73.0
797;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Rotterdam;2019/'20;259.0;46.0;143.0;70.0
798;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Rotterdam;2020/'21;189.0;26.0;118.0;45.0
799;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Rotterdam;2021/'22;201.0;17.0;120.0;64.0
800;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Vier grootste gemeenten (G4);2006/'07;806.0;156.0;406.0;244.0
801;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Vier grootste gemeenten (G4);2007/'08;740.0;153.0;359.0;228.0
802;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Vier grootste gemeenten (G4);2008/'09;841.0;133.0;476.0;232.0
803;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Vier grootste gemeenten (G4);2009/'10;885.0;115.0;482.0;288.0
804;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Vier grootste gemeenten (G4);2010/'11;621.0;92.0;358.0;171.0
805;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Vier grootste gemeenten (G4);2011/'12;608.0;86.0;329.0;193.0
806;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Vier grootste gemeenten (G4);2012/'13;552.0;65.0;311.0;176.0
807;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Vier grootste gemeenten (G4);2013/'14;796.0;94.0;441.0;261.0
808;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Vier grootste gemeenten (G4);2014/'15;742.0;110.0;380.0;252.0
809;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Vier grootste gemeenten (G4);2015/'16;910.0;127.0;491.0;292.0
810;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Vier grootste gemeenten (G4);2016/'17;882.0;106.0;515.0;261.0
811;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Vier grootste gemeenten (G4);2017/'18;906.0;105.0;522.0;279.0
812;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Vier grootste gemeenten (G4);2018/'19;831.0;92.0;474.0;265.0
813;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Vier grootste gemeenten (G4);2019/'20;841.0;99.0;468.0;274.0
814;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Vier grootste gemeenten (G4);2020/'21;591.0;53.0;376.0;162.0
815;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Vier grootste gemeenten (G4);2021/'22;641.0;37.0;383.0;221.0
816;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten >=100 000 inwoners (excl. G4);2006/'07;1717.0;307.0;999.0;411.0
817;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten >=100 000 inwoners (excl. G4);2007/'08;2014.0;337.0;1152.0;525.0
818;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten >=100 000 inwoners (excl. G4);2008/'09;2301.0;310.0;1455.0;536.0
819;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten >=100 000 inwoners (excl. G4);2009/'10;2449.0;332.0;1412.0;705.0
820;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten >=100 000 inwoners (excl. G4);2010/'11;2354.0;310.0;1437.0;607.0
821;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten >=100 000 inwoners (excl. G4);2011/'12;2095.0;282.0;1267.0;546.0
822;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten >=100 000 inwoners (excl. G4);2012/'13;2048.0;309.0;1161.0;578.0
823;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten >=100 000 inwoners (excl. G4);2013/'14;2011.0;320.0;1215.0;476.0
824;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten >=100 000 inwoners (excl. G4);2014/'15;2246.0;329.0;1382.0;535.0
825;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten >=100 000 inwoners (excl. G4);2015/'16;2773.0;397.0;1676.0;700.0
826;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten >=100 000 inwoners (excl. G4);2016/'17;2944.0;357.0;1840.0;747.0
827;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten >=100 000 inwoners (excl. G4);2017/'18;2877.0;338.0;1724.0;815.0
828;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten >=100 000 inwoners (excl. G4);2018/'19;2735.0;355.0;1604.0;776.0
829;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten >=100 000 inwoners (excl. G4);2019/'20;2555.0;332.0;1479.0;744.0
830;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten >=100 000 inwoners (excl. G4);2020/'21;1709.0;172.0;1084.0;453.0
831;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten >=100 000 inwoners (excl. G4);2021/'22;2144.0;216.0;1314.0;614.0
832;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2006/'07;4698.0;986.0;2684.0;1028.0
833;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2007/'08;5215.0;949.0;3049.0;1217.0
834;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2008/'09;6574.0;908.0;4240.0;1426.0
835;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2009/'10;7112.0;916.0;4062.0;2134.0
836;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2010/'11;6761.0;837.0;4152.0;1772.0
837;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2011/'12;6289.0;778.0;3893.0;1618.0
838;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2012/'13;6065.0;808.0;3542.0;1715.0
839;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2013/'14;5693.0;817.0;3490.0;1386.0
840;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2014/'15;5751.0;783.0;3469.0;1499.0
841;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2015/'16;6351.0;826.0;3964.0;1561.0
842;Totaal mannen en vrouwen;Totaal migratieachtergrond;Nederlandse achtergrond;Gemeenten < 100 000 inwoners;2016/'17;6668.0;822.0;4162.0;1684.0
