ID;Geslacht;LeerlingEnStudentkenmerken;CaribischNederland;Perioden;LeerlingenEnStudenten_1
683;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Sint Eustatius;2020/'21;266.0
684;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Sint Eustatius;2021/'22;252.0
685;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Sint Eustatius;2022/'23;257.0
686;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Sint Eustatius;2023/'24;236.0
687;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Sint Eustatius;2024/'25;235.0
688;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Saba;2009/'10;105.0
689;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Saba;2010/'11;99.0
690;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Saba;2011/'12;94.0
691;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Saba;2012/'13;101.0
692;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Saba;2013/'14;95.0
693;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Saba;2014/'15;85.0
694;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Saba;2015/'16;83.0
695;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Saba;2016/'17;99.0
696;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Saba;2017/'18;107.0
697;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Saba;2018/'19;103.0
698;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Saba;2019/'20;113.0
699;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Saba;2020/'21;136.0
700;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Saba;2021/'22;124.0
701;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Saba;2022/'23;117.0
702;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Saba;2023/'24;114.0
703;Totaal mannen en vrouwen;Totaal vo, cvq en mbo;Saba;2024/'25;115.0
704;Totaal mannen en vrouwen;Totaal vo;Caribisch Nederland;2009/'10;1409.0
705;Totaal mannen en vrouwen;Totaal vo;Caribisch Nederland;2010/'11;1442.0
706;Totaal mannen en vrouwen;Totaal vo;Caribisch Nederland;2011/'12;1384.0
707;Totaal mannen en vrouwen;Totaal vo;Caribisch Nederland;2012/'13;1435.0
708;Totaal mannen en vrouwen;Totaal vo;Caribisch Nederland;2013/'14;1473.0
709;Totaal mannen en vrouwen;Totaal vo;Caribisch Nederland;2014/'15;1454.0
710;Totaal mannen en vrouwen;Totaal vo;Caribisch Nederland;2015/'16;1434.0
711;Totaal mannen en vrouwen;Totaal vo;Caribisch Nederland;2016/'17;1461.0
712;Totaal mannen en vrouwen;Totaal vo;Caribisch Nederland;2017/'18;1465.0
713;Totaal mannen en vrouwen;Totaal vo;Caribisch Nederland;2018/'19;1439.0
714;Totaal mannen en vrouwen;Totaal vo;Caribisch Nederland;2019/'20;1466.0
715;Totaal mannen en vrouwen;Totaal vo;Caribisch Nederland;2020/'21;1479.0
716;Totaal mannen en vrouwen;Totaal vo;Caribisch Nederland;2021/'22;1571.0
717;Totaal mannen en vrouwen;Totaal vo;Caribisch Nederland;2022/'23;1615.0
718;Totaal mannen en vrouwen;Totaal vo;Caribisch Nederland;2023/'24;1692.0
719;Totaal mannen en vrouwen;Totaal vo;Caribisch Nederland;2024/'25;1793.0
720;Totaal mannen en vrouwen;Totaal vo;Bonaire;2009/'10;1037.0
721;Totaal mannen en vrouwen;Totaal vo;Bonaire;2010/'11;1078.0
722;Totaal mannen en vrouwen;Totaal vo;Bonaire;2011/'12;1039.0
723;Totaal mannen en vrouwen;Totaal vo;Bonaire;2012/'13;1102.0
724;Totaal mannen en vrouwen;Totaal vo;Bonaire;2013/'14;1145.0
725;Totaal mannen en vrouwen;Totaal vo;Bonaire;2014/'15;1147.0
726;Totaal mannen en vrouwen;Totaal vo;Bonaire;2015/'16;1124.0
727;Totaal mannen en vrouwen;Totaal vo;Bonaire;2016/'17;1125.0
728;Totaal mannen en vrouwen;Totaal vo;Bonaire;2017/'18;1108.0
729;Totaal mannen en vrouwen;Totaal vo;Bonaire;2018/'19;1123.0
730;Totaal mannen en vrouwen;Totaal vo;Bonaire;2019/'20;1188.0
731;Totaal mannen en vrouwen;Totaal vo;Bonaire;2020/'21;1201.0
732;Totaal mannen en vrouwen;Totaal vo;Bonaire;2021/'22;1284.0
733;Totaal mannen en vrouwen;Totaal vo;Bonaire;2022/'23;1325.0
734;Totaal mannen en vrouwen;Totaal vo;Bonaire;2023/'24;1415.0
735;Totaal mannen en vrouwen;Totaal vo;Bonaire;2024/'25;1507.0
736;Totaal mannen en vrouwen;Totaal vo;Sint Eustatius;2009/'10;267.0
737;Totaal mannen en vrouwen;Totaal vo;Sint Eustatius;2010/'11;265.0
738;Totaal mannen en vrouwen;Totaal vo;Sint Eustatius;2011/'12;251.0
739;Totaal mannen en vrouwen;Totaal vo;Sint Eustatius;2012/'13;244.0
740;Totaal mannen en vrouwen;Totaal vo;Sint Eustatius;2013/'14;253.0
741;Totaal mannen en vrouwen;Totaal vo;Sint Eustatius;2014/'15;236.0
742;Totaal mannen en vrouwen;Totaal vo;Sint Eustatius;2015/'16;233.0
743;Totaal mannen en vrouwen;Totaal vo;Sint Eustatius;2016/'17;244.0
744;Totaal mannen en vrouwen;Totaal vo;Sint Eustatius;2017/'18;256.0
745;Totaal mannen en vrouwen;Totaal vo;Sint Eustatius;2018/'19;216.0
746;Totaal mannen en vrouwen;Totaal vo;Sint Eustatius;2019/'20;183.0
747;Totaal mannen en vrouwen;Totaal vo;Sint Eustatius;2020/'21;178.0
748;Totaal mannen en vrouwen;Totaal vo;Sint Eustatius;2021/'22;184.0
749;Totaal mannen en vrouwen;Totaal vo;Sint Eustatius;2022/'23;187.0
750;Totaal mannen en vrouwen;Totaal vo;Sint Eustatius;2023/'24;187.0
751;Totaal mannen en vrouwen;Totaal vo;Sint Eustatius;2024/'25;188.0
752;Totaal mannen en vrouwen;Totaal vo;Saba;2009/'10;105.0
753;Totaal mannen en vrouwen;Totaal vo;Saba;2010/'11;99.0
754;Totaal mannen en vrouwen;Totaal vo;Saba;2011/'12;94.0
755;Totaal mannen en vrouwen;Totaal vo;Saba;2012/'13;89.0
756;Totaal mannen en vrouwen;Totaal vo;Saba;2013/'14;75.0
757;Totaal mannen en vrouwen;Totaal vo;Saba;2014/'15;71.0
758;Totaal mannen en vrouwen;Totaal vo;Saba;2015/'16;77.0
759;Totaal mannen en vrouwen;Totaal vo;Saba;2016/'17;92.0
760;Totaal mannen en vrouwen;Totaal vo;Saba;2017/'18;101.0
761;Totaal mannen en vrouwen;Totaal vo;Saba;2018/'19;100.0
762;Totaal mannen en vrouwen;Totaal vo;Saba;2019/'20;95.0
763;Totaal mannen en vrouwen;Totaal vo;Saba;2020/'21;100.0
764;Totaal mannen en vrouwen;Totaal vo;Saba;2021/'22;103.0
765;Totaal mannen en vrouwen;Totaal vo;Saba;2022/'23;103.0
766;Totaal mannen en vrouwen;Totaal vo;Saba;2023/'24;90.0
767;Totaal mannen en vrouwen;Totaal vo;Saba;2024/'25;98.0
768;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Caribisch Nederland;2009/'10;
769;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Caribisch Nederland;2010/'11;
770;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Caribisch Nederland;2011/'12;
771;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Caribisch Nederland;2012/'13;
772;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Caribisch Nederland;2013/'14;
773;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Caribisch Nederland;2014/'15;133.0
774;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Caribisch Nederland;2015/'16;168.0
775;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Caribisch Nederland;2016/'17;191.0
776;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Caribisch Nederland;2017/'18;196.0
777;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Caribisch Nederland;2018/'19;236.0
778;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Caribisch Nederland;2019/'20;237.0
779;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Caribisch Nederland;2020/'21;228.0
780;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Caribisch Nederland;2021/'22;214.0
781;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Caribisch Nederland;2022/'23;191.0
782;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Caribisch Nederland;2023/'24;201.0
783;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Caribisch Nederland;2024/'25;202.0
784;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Bonaire;2009/'10;
785;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Bonaire;2010/'11;
786;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Bonaire;2011/'12;
787;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Bonaire;2012/'13;
788;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Bonaire;2013/'14;
789;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Bonaire;2014/'15;99.0
790;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Bonaire;2015/'16;138.0
791;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Bonaire;2016/'17;153.0
792;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Bonaire;2017/'18;159.0
793;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Bonaire;2018/'19;202.0
794;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Bonaire;2019/'20;209.0
795;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Bonaire;2020/'21;199.0
796;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Bonaire;2021/'22;183.0
797;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Bonaire;2022/'23;165.0
798;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Bonaire;2023/'24;174.0
799;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Bonaire;2024/'25;176.0
800;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Sint Eustatius;2009/'10;
801;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Sint Eustatius;2010/'11;
802;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Sint Eustatius;2011/'12;
803;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Sint Eustatius;2012/'13;
804;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Sint Eustatius;2013/'14;
805;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Sint Eustatius;2014/'15;26.0
806;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Sint Eustatius;2015/'16;26.0
807;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Sint Eustatius;2016/'17;31.0
808;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Sint Eustatius;2017/'18;28.0
809;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Sint Eustatius;2018/'19;27.0
810;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Sint Eustatius;2019/'20;19.0
811;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Sint Eustatius;2020/'21;17.0
812;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Sint Eustatius;2021/'22;20.0
813;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Sint Eustatius;2022/'23;16.0
814;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Sint Eustatius;2023/'24;13.0
815;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Sint Eustatius;2024/'25;11.0
816;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Saba;2009/'10;
817;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Saba;2010/'11;
818;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Saba;2011/'12;
819;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Saba;2012/'13;
820;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Saba;2013/'14;
821;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Saba;2014/'15;8.0
822;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Saba;2015/'16;4.0
823;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Saba;2016/'17;7.0
824;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Saba;2017/'18;9.0
825;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Saba;2018/'19;7.0
826;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Saba;2019/'20;9.0
827;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Saba;2020/'21;12.0
828;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Saba;2021/'22;11.0
829;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Saba;2022/'23;10.0
830;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Saba;2023/'24;14.0
831;Totaal mannen en vrouwen;Praktijkonderwijs (vo);Saba;2024/'25;15.0
832;Totaal mannen en vrouwen;Algemene leerjaren (vo);Caribisch Nederland;2009/'10;
833;Totaal mannen en vrouwen;Algemene leerjaren (vo);Caribisch Nederland;2010/'11;
834;Totaal mannen en vrouwen;Algemene leerjaren (vo);Caribisch Nederland;2011/'12;
835;Totaal mannen en vrouwen;Algemene leerjaren (vo);Caribisch Nederland;2012/'13;
836;Totaal mannen en vrouwen;Algemene leerjaren (vo);Caribisch Nederland;2013/'14;
837;Totaal mannen en vrouwen;Algemene leerjaren (vo);Caribisch Nederland;2014/'15;627.0
838;Totaal mannen en vrouwen;Algemene leerjaren (vo);Caribisch Nederland;2015/'16;585.0
839;Totaal mannen en vrouwen;Algemene leerjaren (vo);Caribisch Nederland;2016/'17;537.0
840;Totaal mannen en vrouwen;Algemene leerjaren (vo);Caribisch Nederland;2017/'18;555.0
841;Totaal mannen en vrouwen;Algemene leerjaren (vo);Caribisch Nederland;2018/'19;579.0
842;Totaal mannen en vrouwen;Algemene leerjaren (vo);Caribisch Nederland;2019/'20;648.0
843;Totaal mannen en vrouwen;Algemene leerjaren (vo);Caribisch Nederland;2020/'21;650.0
844;Totaal mannen en vrouwen;Algemene leerjaren (vo);Caribisch Nederland;2021/'22;708.0
845;Totaal mannen en vrouwen;Algemene leerjaren (vo);Caribisch Nederland;2022/'23;775.0
846;Totaal mannen en vrouwen;Algemene leerjaren (vo);Caribisch Nederland;2023/'24;764.0
847;Totaal mannen en vrouwen;Algemene leerjaren (vo);Caribisch Nederland;2024/'25;803.0
848;Totaal mannen en vrouwen;Algemene leerjaren (vo);Bonaire;2009/'10;
849;Totaal mannen en vrouwen;Algemene leerjaren (vo);Bonaire;2010/'11;
850;Totaal mannen en vrouwen;Algemene leerjaren (vo);Bonaire;2011/'12;
851;Totaal mannen en vrouwen;Algemene leerjaren (vo);Bonaire;2012/'13;
852;Totaal mannen en vrouwen;Algemene leerjaren (vo);Bonaire;2013/'14;
853;Totaal mannen en vrouwen;Algemene leerjaren (vo);Bonaire;2014/'15;476.0
854;Totaal mannen en vrouwen;Algemene leerjaren (vo);Bonaire;2015/'16;435.0
855;Totaal mannen en vrouwen;Algemene leerjaren (vo);Bonaire;2016/'17;420.0
856;Totaal mannen en vrouwen;Algemene leerjaren (vo);Bonaire;2017/'18;422.0
857;Totaal mannen en vrouwen;Algemene leerjaren (vo);Bonaire;2018/'19;436.0
858;Totaal mannen en vrouwen;Algemene leerjaren (vo);Bonaire;2019/'20;462.0
859;Totaal mannen en vrouwen;Algemene leerjaren (vo);Bonaire;2020/'21;465.0
860;Totaal mannen en vrouwen;Algemene leerjaren (vo);Bonaire;2021/'22;526.0
861;Totaal mannen en vrouwen;Algemene leerjaren (vo);Bonaire;2022/'23;575.0
862;Totaal mannen en vrouwen;Algemene leerjaren (vo);Bonaire;2023/'24;573.0
863;Totaal mannen en vrouwen;Algemene leerjaren (vo);Bonaire;2024/'25;619.0
864;Totaal mannen en vrouwen;Algemene leerjaren (vo);Sint Eustatius;2009/'10;
865;Totaal mannen en vrouwen;Algemene leerjaren (vo);Sint Eustatius;2010/'11;
866;Totaal mannen en vrouwen;Algemene leerjaren (vo);Sint Eustatius;2011/'12;
867;Totaal mannen en vrouwen;Algemene leerjaren (vo);Sint Eustatius;2012/'13;
868;Totaal mannen en vrouwen;Algemene leerjaren (vo);Sint Eustatius;2013/'14;
869;Totaal mannen en vrouwen;Algemene leerjaren (vo);Sint Eustatius;2014/'15;112.0
870;Totaal mannen en vrouwen;Algemene leerjaren (vo);Sint Eustatius;2015/'16;121.0
871;Totaal mannen en vrouwen;Algemene leerjaren (vo);Sint Eustatius;2016/'17;87.0
872;Totaal mannen en vrouwen;Algemene leerjaren (vo);Sint Eustatius;2017/'18;94.0
873;Totaal mannen en vrouwen;Algemene leerjaren (vo);Sint Eustatius;2018/'19;78.0
874;Totaal mannen en vrouwen;Algemene leerjaren (vo);Sint Eustatius;2019/'20;128.0
875;Totaal mannen en vrouwen;Algemene leerjaren (vo);Sint Eustatius;2020/'21;128.0
876;Totaal mannen en vrouwen;Algemene leerjaren (vo);Sint Eustatius;2021/'22;132.0
877;Totaal mannen en vrouwen;Algemene leerjaren (vo);Sint Eustatius;2022/'23;138.0
878;Totaal mannen en vrouwen;Algemene leerjaren (vo);Sint Eustatius;2023/'24;132.0
879;Totaal mannen en vrouwen;Algemene leerjaren (vo);Sint Eustatius;2024/'25;125.0
880;Totaal mannen en vrouwen;Algemene leerjaren (vo);Saba;2009/'10;
881;Totaal mannen en vrouwen;Algemene leerjaren (vo);Saba;2010/'11;
882;Totaal mannen en vrouwen;Algemene leerjaren (vo);Saba;2011/'12;
883;Totaal mannen en vrouwen;Algemene leerjaren (vo);Saba;2012/'13;
884;Totaal mannen en vrouwen;Algemene leerjaren (vo);Saba;2013/'14;
885;Totaal mannen en vrouwen;Algemene leerjaren (vo);Saba;2014/'15;39.0
886;Totaal mannen en vrouwen;Algemene leerjaren (vo);Saba;2015/'16;29.0
887;Totaal mannen en vrouwen;Algemene leerjaren (vo);Saba;2016/'17;30.0
888;Totaal mannen en vrouwen;Algemene leerjaren (vo);Saba;2017/'18;39.0
889;Totaal mannen en vrouwen;Algemene leerjaren (vo);Saba;2018/'19;65.0
890;Totaal mannen en vrouwen;Algemene leerjaren (vo);Saba;2019/'20;58.0
891;Totaal mannen en vrouwen;Algemene leerjaren (vo);Saba;2020/'21;57.0
892;Totaal mannen en vrouwen;Algemene leerjaren (vo);Saba;2021/'22;50.0
893;Totaal mannen en vrouwen;Algemene leerjaren (vo);Saba;2022/'23;62.0
894;Totaal mannen en vrouwen;Algemene leerjaren (vo);Saba;2023/'24;59.0
895;Totaal mannen en vrouwen;Algemene leerjaren (vo);Saba;2024/'25;59.0
896;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Caribisch Nederland;2009/'10;
897;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Caribisch Nederland;2010/'11;
898;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Caribisch Nederland;2011/'12;
899;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Caribisch Nederland;2012/'13;
900;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Caribisch Nederland;2013/'14;
901;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Caribisch Nederland;2014/'15;375.0
902;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Caribisch Nederland;2015/'16;399.0
903;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Caribisch Nederland;2016/'17;383.0
904;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Caribisch Nederland;2017/'18;395.0
905;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Caribisch Nederland;2018/'19;361.0
906;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Caribisch Nederland;2019/'20;353.0
907;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Caribisch Nederland;2020/'21;375.0
908;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Caribisch Nederland;2021/'22;415.0
909;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Caribisch Nederland;2022/'23;432.0
910;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Caribisch Nederland;2023/'24;489.0
911;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Caribisch Nederland;2024/'25;529.0
912;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Bonaire;2009/'10;
913;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Bonaire;2010/'11;
914;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Bonaire;2011/'12;
915;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Bonaire;2012/'13;
916;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Bonaire;2013/'14;
917;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Bonaire;2014/'15;325.0
918;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Bonaire;2015/'16;341.0
919;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Bonaire;2016/'17;313.0
920;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Bonaire;2017/'18;312.0
921;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Bonaire;2018/'19;289.0
922;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Bonaire;2019/'20;289.0
923;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Bonaire;2020/'21;311.0
924;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Bonaire;2021/'22;341.0
925;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Bonaire;2022/'23;368.0
926;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Bonaire;2023/'24;430.0
927;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Bonaire;2024/'25;453.0
928;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Sint Eustatius;2009/'10;
929;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Sint Eustatius;2010/'11;
930;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Sint Eustatius;2011/'12;
931;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Sint Eustatius;2012/'13;
932;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Sint Eustatius;2013/'14;
933;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Sint Eustatius;2014/'15;26.0
934;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Sint Eustatius;2015/'16;23.0
935;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Sint Eustatius;2016/'17;24.0
936;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Sint Eustatius;2017/'18;33.0
937;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Sint Eustatius;2018/'19;45.0
938;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Sint Eustatius;2019/'20;36.0
939;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Sint Eustatius;2020/'21;33.0
940;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Sint Eustatius;2021/'22;32.0
941;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Sint Eustatius;2022/'23;33.0
942;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Sint Eustatius;2023/'24;42.0
943;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Sint Eustatius;2024/'25;52.0
944;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Saba;2009/'10;
945;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Saba;2010/'11;
946;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Saba;2011/'12;
947;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Saba;2012/'13;
948;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Saba;2013/'14;
949;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Saba;2014/'15;24.0
950;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Saba;2015/'16;35.0
951;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Saba;2016/'17;46.0
952;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Saba;2017/'18;50.0
953;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Saba;2018/'19;27.0
954;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Saba;2019/'20;28.0
955;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Saba;2020/'21;31.0
956;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Saba;2021/'22;42.0
957;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Saba;2022/'23;31.0
958;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Saba;2023/'24;17.0
959;Totaal mannen en vrouwen;Algemeen vormend onderwijs (vo);Saba;2024/'25;24.0
960;Totaal mannen en vrouwen;Beroepsgericht - vo;Caribisch Nederland;2009/'10;
961;Totaal mannen en vrouwen;Beroepsgericht - vo;Caribisch Nederland;2010/'11;
962;Totaal mannen en vrouwen;Beroepsgericht - vo;Caribisch Nederland;2011/'12;
963;Totaal mannen en vrouwen;Beroepsgericht - vo;Caribisch Nederland;2012/'13;
964;Totaal mannen en vrouwen;Beroepsgericht - vo;Caribisch Nederland;2013/'14;
965;Totaal mannen en vrouwen;Beroepsgericht - vo;Caribisch Nederland;2014/'15;319.0
966;Totaal mannen en vrouwen;Beroepsgericht - vo;Caribisch Nederland;2015/'16;282.0
967;Totaal mannen en vrouwen;Beroepsgericht - vo;Caribisch Nederland;2016/'17;350.0
968;Totaal mannen en vrouwen;Beroepsgericht - vo;Caribisch Nederland;2017/'18;319.0
969;Totaal mannen en vrouwen;Beroepsgericht - vo;Caribisch Nederland;2018/'19;263.0
970;Totaal mannen en vrouwen;Beroepsgericht - vo;Caribisch Nederland;2019/'20;228.0
971;Totaal mannen en vrouwen;Beroepsgericht - vo;Caribisch Nederland;2020/'21;226.0
972;Totaal mannen en vrouwen;Beroepsgericht - vo;Caribisch Nederland;2021/'22;234.0
973;Totaal mannen en vrouwen;Beroepsgericht - vo;Caribisch Nederland;2022/'23;217.0
974;Totaal mannen en vrouwen;Beroepsgericht - vo;Caribisch Nederland;2023/'24;238.0
975;Totaal mannen en vrouwen;Beroepsgericht - vo;Caribisch Nederland;2024/'25;259.0
976;Totaal mannen en vrouwen;Beroepsgericht - vo;Bonaire;2009/'10;
977;Totaal mannen en vrouwen;Beroepsgericht - vo;Bonaire;2010/'11;
978;Totaal mannen en vrouwen;Beroepsgericht - vo;Bonaire;2011/'12;
979;Totaal mannen en vrouwen;Beroepsgericht - vo;Bonaire;2012/'13;
980;Totaal mannen en vrouwen;Beroepsgericht - vo;Bonaire;2013/'14;
981;Totaal mannen en vrouwen;Beroepsgericht - vo;Bonaire;2014/'15;247.0
982;Totaal mannen en vrouwen;Beroepsgericht - vo;Bonaire;2015/'16;210.0
983;Totaal mannen en vrouwen;Beroepsgericht - vo;Bonaire;2016/'17;239.0
984;Totaal mannen en vrouwen;Beroepsgericht - vo;Bonaire;2017/'18;215.0
985;Totaal mannen en vrouwen;Beroepsgericht - vo;Bonaire;2018/'19;196.0
986;Totaal mannen en vrouwen;Beroepsgericht - vo;Bonaire;2019/'20;228.0
987;Totaal mannen en vrouwen;Beroepsgericht - vo;Bonaire;2020/'21;226.0
988;Totaal mannen en vrouwen;Beroepsgericht - vo;Bonaire;2021/'22;234.0
