ID;Geslacht;Leeftijden;TypeZorg;BurgerlijkeStaat;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
742;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Ongehuwd;2004;12210;0.33;598;49;0.16
743;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Ongehuwd;2005;13175;0.34;553;42;0.14
744;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Ongehuwd;2006;13540;0.35;563;42;0.15
745;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Ongehuwd;2007;13615;0.35;578;42;0.15
746;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Ongehuwd;2008;13195;0.33;549;42;0.14
747;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Ongehuwd;2009;11225;0.28;465;41;0.11
748;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Ongehuwd;2010;9480;0.23;385;41;0.09
749;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Gehuwd/partnerschap;2004;26555;0.47;961;36;0.17
750;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Gehuwd/partnerschap;2005;26190;0.47;770;29;0.14
751;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Gehuwd/partnerschap;2006;26205;0.48;731;28;0.13
752;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Gehuwd/partnerschap;2007;24875;0.46;675;27;0.12
753;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Gehuwd/partnerschap;2008;23235;0.43;579;25;0.11
754;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Gehuwd/partnerschap;2009;19595;0.37;489;25;0.09
755;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Gehuwd/partnerschap;2010;18345;0.35;450;25;0.09
756;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Verweduwd;2004;3035;2.01;129;42;0.85
757;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Verweduwd;2005;2905;1.95;112;38;0.75
758;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Verweduwd;2006;2895;1.97;116;40;0.79
759;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Verweduwd;2007;2685;1.85;100;37;0.69
760;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Verweduwd;2008;2340;1.63;79;34;0.55
761;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Verweduwd;2009;1970;1.4;65;33;0.46
762;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Verweduwd;2010;1945;1.41;63;32;0.45
763;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Gescheiden;2004;9140;1.12;403;44;0.49
764;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Gescheiden;2005;9355;1.17;361;39;0.45
765;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Gescheiden;2006;9395;1.16;355;38;0.44
766;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Gescheiden;2007;9110;1.11;342;38;0.42
767;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Gescheiden;2008;8525;0.96;295;35;0.33
768;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Gescheiden;2009;7470;0.83;249;33;0.28
769;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Gescheiden;2010;6810;0.76;236;35;0.26
770;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal burgerlijke staat;2004;232675;13.24;29925;129;17.03
771;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal burgerlijke staat;2005;224910;12.6;29881;133;16.75
772;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal burgerlijke staat;2006;225855;12.5;30963;137;17.13
773;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal burgerlijke staat;2007;223450;12.16;30369;136;16.53
774;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal burgerlijke staat;2008;223885;11.91;30427;136;16.19
775;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal burgerlijke staat;2009;221295;11.48;30944;140;16.05
776;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal burgerlijke staat;2010;220840;11.24;31189;141;15.87
777;Totaal mannen en vrouwen;65 tot 80 jaar;0;Ongehuwd;2004;16455;16.18;2428;148;23.87
778;Totaal mannen en vrouwen;65 tot 80 jaar;0;Ongehuwd;2005;16465;16.18;2504;152;24.61
779;Totaal mannen en vrouwen;65 tot 80 jaar;0;Ongehuwd;2006;16745;16.58;2627;157;26.01
780;Totaal mannen en vrouwen;65 tot 80 jaar;0;Ongehuwd;2007;16510;16.39;2573;156;25.53
781;Totaal mannen en vrouwen;65 tot 80 jaar;0;Ongehuwd;2008;16425;16.31;2538;155;25.21
782;Totaal mannen en vrouwen;65 tot 80 jaar;0;Ongehuwd;2009;16270;16.0;2561;157;25.18
783;Totaal mannen en vrouwen;65 tot 80 jaar;0;Ongehuwd;2010;16045;15.61;2585;161;25.15
784;Totaal mannen en vrouwen;65 tot 80 jaar;0;Gehuwd/partnerschap;2004;96190;8.28;10329;107;8.89
785;Totaal mannen en vrouwen;65 tot 80 jaar;0;Gehuwd/partnerschap;2005;92270;7.77;10082;109;8.49
786;Totaal mannen en vrouwen;65 tot 80 jaar;0;Gehuwd/partnerschap;2006;93220;7.71;10481;112;8.67
787;Totaal mannen en vrouwen;65 tot 80 jaar;0;Gehuwd/partnerschap;2007;92725;7.5;10346;112;8.37
788;Totaal mannen en vrouwen;65 tot 80 jaar;0;Gehuwd/partnerschap;2008;93625;7.36;10508;112;8.26
789;Totaal mannen en vrouwen;65 tot 80 jaar;0;Gehuwd/partnerschap;2009;92625;7.05;10868;117;8.27
790;Totaal mannen en vrouwen;65 tot 80 jaar;0;Gehuwd/partnerschap;2010;93705;6.96;11064;118;8.22
791;Totaal mannen en vrouwen;65 tot 80 jaar;0;Verweduwd;2004;95075;26.1;13614;143;37.38
792;Totaal mannen en vrouwen;65 tot 80 jaar;0;Verweduwd;2005;90425;25.21;13486;149;37.6
793;Totaal mannen en vrouwen;65 tot 80 jaar;0;Verweduwd;2006;88815;25.16;13727;155;38.89
794;Totaal mannen en vrouwen;65 tot 80 jaar;0;Verweduwd;2007;85995;24.74;13205;154;37.99
795;Totaal mannen en vrouwen;65 tot 80 jaar;0;Verweduwd;2008;83880;24.46;12879;154;37.55
796;Totaal mannen en vrouwen;65 tot 80 jaar;0;Verweduwd;2009;80990;23.89;12741;157;37.58
797;Totaal mannen en vrouwen;65 tot 80 jaar;0;Verweduwd;2010;78095;23.41;12438;159;37.29
798;Totaal mannen en vrouwen;65 tot 80 jaar;0;Gescheiden;2004;24955;19.34;3554;142;27.55
799;Totaal mannen en vrouwen;65 tot 80 jaar;0;Gescheiden;2005;25750;18.86;3809;148;27.9
800;Totaal mannen en vrouwen;65 tot 80 jaar;0;Gescheiden;2006;27070;18.81;4128;152;28.68
801;Totaal mannen en vrouwen;65 tot 80 jaar;0;Gescheiden;2007;28220;18.57;4245;150;27.94
802;Totaal mannen en vrouwen;65 tot 80 jaar;0;Gescheiden;2008;29955;18.3;4502;150;27.51
803;Totaal mannen en vrouwen;65 tot 80 jaar;0;Gescheiden;2009;31410;18.03;4775;152;27.41
804;Totaal mannen en vrouwen;65 tot 80 jaar;0;Gescheiden;2010;32995;17.99;5102;155;27.81
805;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal burgerlijke staat;2004;72545;4.13;7031;97;4.0
806;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal burgerlijke staat;2005;90880;5.09;9916;109;5.56
807;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal burgerlijke staat;2006;95595;5.29;10672;112;5.91
808;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal burgerlijke staat;2007;95475;5.2;10790;113;5.87
809;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal burgerlijke staat;2008;95660;5.09;10929;114;5.82
810;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal burgerlijke staat;2009;95550;4.96;11327;119;5.87
811;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal burgerlijke staat;2010;93000;4.73;11241;121;5.72
812;Totaal mannen en vrouwen;65 tot 80 jaar;1;Ongehuwd;2004;4040;3.97;376;93;3.69
813;Totaal mannen en vrouwen;65 tot 80 jaar;1;Ongehuwd;2005;5585;5.49;584;105;5.74
814;Totaal mannen en vrouwen;65 tot 80 jaar;1;Ongehuwd;2006;6125;6.07;655;107;6.48
815;Totaal mannen en vrouwen;65 tot 80 jaar;1;Ongehuwd;2007;6180;6.13;655;106;6.5
816;Totaal mannen en vrouwen;65 tot 80 jaar;1;Ongehuwd;2008;6120;6.08;656;107;6.52
817;Totaal mannen en vrouwen;65 tot 80 jaar;1;Ongehuwd;2009;6130;6.03;671;109;6.6
818;Totaal mannen en vrouwen;65 tot 80 jaar;1;Ongehuwd;2010;6055;5.89;685;113;6.66
819;Totaal mannen en vrouwen;65 tot 80 jaar;1;Gehuwd/partnerschap;2004;26230;2.26;2355;90;2.03
820;Totaal mannen en vrouwen;65 tot 80 jaar;1;Gehuwd/partnerschap;2005;30695;2.58;3178;104;2.68
821;Totaal mannen en vrouwen;65 tot 80 jaar;1;Gehuwd/partnerschap;2006;32290;2.67;3412;106;2.82
822;Totaal mannen en vrouwen;65 tot 80 jaar;1;Gehuwd/partnerschap;2007;32275;2.61;3528;109;2.85
823;Totaal mannen en vrouwen;65 tot 80 jaar;1;Gehuwd/partnerschap;2008;32820;2.58;3719;113;2.92
824;Totaal mannen en vrouwen;65 tot 80 jaar;1;Gehuwd/partnerschap;2009;33090;2.52;3942;119;3.0
825;Totaal mannen en vrouwen;65 tot 80 jaar;1;Gehuwd/partnerschap;2010;32935;2.45;4010;122;2.98
826;Totaal mannen en vrouwen;65 tot 80 jaar;1;Verweduwd;2004;34225;9.4;3508;102;9.63
827;Totaal mannen en vrouwen;65 tot 80 jaar;1;Verweduwd;2005;42895;11.96;4858;113;13.54
828;Totaal mannen en vrouwen;65 tot 80 jaar;1;Verweduwd;2006;43935;12.45;5107;116;14.47
829;Totaal mannen en vrouwen;65 tot 80 jaar;1;Verweduwd;2007;42860;12.33;5016;117;14.43
830;Totaal mannen en vrouwen;65 tot 80 jaar;1;Verweduwd;2008;41535;12.11;4858;117;14.16
831;Totaal mannen en vrouwen;65 tot 80 jaar;1;Verweduwd;2009;40145;11.84;4855;121;14.32
832;Totaal mannen en vrouwen;65 tot 80 jaar;1;Verweduwd;2010;37340;11.2;4591;123;13.76
833;Totaal mannen en vrouwen;65 tot 80 jaar;1;Gescheiden;2004;8050;6.24;793;98;6.15
834;Totaal mannen en vrouwen;65 tot 80 jaar;1;Gescheiden;2005;11705;8.58;1295;111;9.49
835;Totaal mannen en vrouwen;65 tot 80 jaar;1;Gescheiden;2006;13240;9.2;1499;113;10.41
836;Totaal mannen en vrouwen;65 tot 80 jaar;1;Gescheiden;2007;14160;9.32;1591;112;10.47
837;Totaal mannen en vrouwen;65 tot 80 jaar;1;Gescheiden;2008;15185;9.28;1697;112;10.37
838;Totaal mannen en vrouwen;65 tot 80 jaar;1;Gescheiden;2009;16180;9.29;1859;115;10.67
839;Totaal mannen en vrouwen;65 tot 80 jaar;1;Gescheiden;2010;16670;9.09;1955;117;10.66
840;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal burgerlijke staat;2004;12340;0.7;1443;117;0.82
841;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal burgerlijke staat;2005;10100;0.57;1043;103;0.58
842;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal burgerlijke staat;2006;11230;0.62;888;79;0.49
843;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal burgerlijke staat;2007;17225;0.94;1083;63;0.59
844;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal burgerlijke staat;2008;23370;1.24;1408;60;0.75
845;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal burgerlijke staat;2009;27420;1.42;1701;62;0.88
846;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal burgerlijke staat;2010;31870;1.62;2037;64;1.04
847;Totaal mannen en vrouwen;65 tot 80 jaar;2;Ongehuwd;2004;1130;1.11;139;123;1.37
848;Totaal mannen en vrouwen;65 tot 80 jaar;2;Ongehuwd;2005;870;0.85;132;151;1.29
849;Totaal mannen en vrouwen;65 tot 80 jaar;2;Ongehuwd;2006;875;0.87;121;138;1.19
850;Totaal mannen en vrouwen;65 tot 80 jaar;2;Ongehuwd;2007;1305;1.3;138;106;1.37
851;Totaal mannen en vrouwen;65 tot 80 jaar;2;Ongehuwd;2008;1865;1.85;153;82;1.52
852;Totaal mannen en vrouwen;65 tot 80 jaar;2;Ongehuwd;2009;2145;2.11;170;79;1.67
853;Totaal mannen en vrouwen;65 tot 80 jaar;2;Ongehuwd;2010;2420;2.36;178;73;1.73
854;Totaal mannen en vrouwen;65 tot 80 jaar;2;Gehuwd/partnerschap;2004;5750;0.49;591;103;0.51
855;Totaal mannen en vrouwen;65 tot 80 jaar;2;Gehuwd/partnerschap;2005;5760;0.49;434;75;0.37
856;Totaal mannen en vrouwen;65 tot 80 jaar;2;Gehuwd/partnerschap;2006;6715;0.56;411;61;0.34
857;Totaal mannen en vrouwen;65 tot 80 jaar;2;Gehuwd/partnerschap;2007;10100;0.82;534;53;0.43
858;Totaal mannen en vrouwen;65 tot 80 jaar;2;Gehuwd/partnerschap;2008;13345;1.05;713;53;0.56
859;Totaal mannen en vrouwen;65 tot 80 jaar;2;Gehuwd/partnerschap;2009;15745;1.2;946;60;0.72
860;Totaal mannen en vrouwen;65 tot 80 jaar;2;Gehuwd/partnerschap;2010;18220;1.35;1134;62;0.84
861;Totaal mannen en vrouwen;65 tot 80 jaar;2;Verweduwd;2004;4220;1.16;558;132;1.53
862;Totaal mannen en vrouwen;65 tot 80 jaar;2;Verweduwd;2005;2765;0.77;374;135;1.04
863;Totaal mannen en vrouwen;65 tot 80 jaar;2;Verweduwd;2006;2920;0.83;257;88;0.73
864;Totaal mannen en vrouwen;65 tot 80 jaar;2;Verweduwd;2007;4615;1.33;305;66;0.88
865;Totaal mannen en vrouwen;65 tot 80 jaar;2;Verweduwd;2008;6325;1.84;405;64;1.18
866;Totaal mannen en vrouwen;65 tot 80 jaar;2;Verweduwd;2009;7190;2.12;443;62;1.31
867;Totaal mannen en vrouwen;65 tot 80 jaar;2;Verweduwd;2010;8315;2.49;548;66;1.64
868;Totaal mannen en vrouwen;65 tot 80 jaar;2;Gescheiden;2004;1235;0.96;154;125;1.19
869;Totaal mannen en vrouwen;65 tot 80 jaar;2;Gescheiden;2005;705;0.52;104;148;0.76
870;Totaal mannen en vrouwen;65 tot 80 jaar;2;Gescheiden;2006;720;0.5;100;139;0.69
871;Totaal mannen en vrouwen;65 tot 80 jaar;2;Gescheiden;2007;1205;0.79;106;88;0.7
872;Totaal mannen en vrouwen;65 tot 80 jaar;2;Gescheiden;2008;1830;1.12;138;75;0.84
873;Totaal mannen en vrouwen;65 tot 80 jaar;2;Gescheiden;2009;2345;1.35;141;60;0.81
874;Totaal mannen en vrouwen;65 tot 80 jaar;2;Gescheiden;2010;2910;1.59;177;61;0.97
875;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal burgerlijke staat;2004;26645;1.52;608;23;0.35
876;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal burgerlijke staat;2005;22525;1.26;354;16;0.2
877;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal burgerlijke staat;2006;22690;1.26;357;16;0.2
878;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal burgerlijke staat;2007;20600;1.12;333;16;0.18
879;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal burgerlijke staat;2008;18560;0.99;302;16;0.16
880;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal burgerlijke staat;2009;15410;0.8;251;16;0.13
881;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal burgerlijke staat;2010;14355;0.73;237;16;0.12
882;Totaal mannen en vrouwen;65 tot 80 jaar;3;Ongehuwd;2004;1605;1.58;46;29;0.46
883;Totaal mannen en vrouwen;65 tot 80 jaar;3;Ongehuwd;2005;1445;1.42;38;26;0.37
884;Totaal mannen en vrouwen;65 tot 80 jaar;3;Ongehuwd;2006;1590;1.57;45;28;0.45
885;Totaal mannen en vrouwen;65 tot 80 jaar;3;Ongehuwd;2007;1410;1.4;43;30;0.42
886;Totaal mannen en vrouwen;65 tot 80 jaar;3;Ongehuwd;2008;1215;1.21;38;31;0.37
887;Totaal mannen en vrouwen;65 tot 80 jaar;3;Ongehuwd;2009;1105;1.09;35;32;0.35
888;Totaal mannen en vrouwen;65 tot 80 jaar;3;Ongehuwd;2010;890;0.87;24;27;0.23
889;Totaal mannen en vrouwen;65 tot 80 jaar;3;Gehuwd/partnerschap;2004;18475;1.59;392;21;0.34
890;Totaal mannen en vrouwen;65 tot 80 jaar;3;Gehuwd/partnerschap;2005;15330;1.29;215;14;0.18
891;Totaal mannen en vrouwen;65 tot 80 jaar;3;Gehuwd/partnerschap;2006;15250;1.26;206;14;0.17
892;Totaal mannen en vrouwen;65 tot 80 jaar;3;Gehuwd/partnerschap;2007;14025;1.13;193;14;0.16
893;Totaal mannen en vrouwen;65 tot 80 jaar;3;Gehuwd/partnerschap;2008;12955;1.02;185;14;0.15
894;Totaal mannen en vrouwen;65 tot 80 jaar;3;Gehuwd/partnerschap;2009;10665;0.81;151;14;0.11
895;Totaal mannen en vrouwen;65 tot 80 jaar;3;Gehuwd/partnerschap;2010;10010;0.74;147;15;0.11
896;Totaal mannen en vrouwen;65 tot 80 jaar;3;Verweduwd;2004;4985;1.37;135;27;0.37
897;Totaal mannen en vrouwen;65 tot 80 jaar;3;Verweduwd;2005;4300;1.2;77;18;0.21
898;Totaal mannen en vrouwen;65 tot 80 jaar;3;Verweduwd;2006;4335;1.23;78;18;0.22
899;Totaal mannen en vrouwen;65 tot 80 jaar;3;Verweduwd;2007;3625;1.04;67;19;0.19
900;Totaal mannen en vrouwen;65 tot 80 jaar;3;Verweduwd;2008;3055;0.89;53;17;0.15
901;Totaal mannen en vrouwen;65 tot 80 jaar;3;Verweduwd;2009;2435;0.72;41;17;0.12
902;Totaal mannen en vrouwen;65 tot 80 jaar;3;Verweduwd;2010;2285;0.69;41;18;0.12
903;Totaal mannen en vrouwen;65 tot 80 jaar;3;Gescheiden;2004;1575;1.22;34;22;0.27
904;Totaal mannen en vrouwen;65 tot 80 jaar;3;Gescheiden;2005;1450;1.06;24;17;0.18
905;Totaal mannen en vrouwen;65 tot 80 jaar;3;Gescheiden;2006;1520;1.06;28;19;0.2
906;Totaal mannen en vrouwen;65 tot 80 jaar;3;Gescheiden;2007;1540;1.01;30;19;0.2
907;Totaal mannen en vrouwen;65 tot 80 jaar;3;Gescheiden;2008;1335;0.82;27;20;0.16
908;Totaal mannen en vrouwen;65 tot 80 jaar;3;Gescheiden;2009;1200;0.69;23;19;0.13
909;Totaal mannen en vrouwen;65 tot 80 jaar;3;Gescheiden;2010;1165;0.64;25;22;0.14
910;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal burgerlijke staat;2004;46190;2.63;6399;139;3.64
911;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal burgerlijke staat;2005;24150;1.35;3783;157;2.12
912;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal burgerlijke staat;2006;19760;1.09;3432;174;1.9
913;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal burgerlijke staat;2007;19990;1.09;3848;192;2.09
914;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal burgerlijke staat;2008;25410;1.35;5407;213;2.88
915;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal burgerlijke staat;2009;29585;1.53;6768;229;3.51
916;Totaal mannen en vrouwen;65 tot 80 jaar;4;Totaal burgerlijke staat;2010;31505;1.6;7550;240;3.84
917;Totaal mannen en vrouwen;65 tot 80 jaar;4;Ongehuwd;2004;3285;3.23;481;146;4.72
918;Totaal mannen en vrouwen;65 tot 80 jaar;4;Ongehuwd;2005;2005;1.97;315;157;3.09
919;Totaal mannen en vrouwen;65 tot 80 jaar;4;Ongehuwd;2006;1620;1.61;292;180;2.89
920;Totaal mannen en vrouwen;65 tot 80 jaar;4;Ongehuwd;2007;1615;1.6;321;198;3.18
921;Totaal mannen en vrouwen;65 tot 80 jaar;4;Ongehuwd;2008;2055;2.04;462;225;4.59
922;Totaal mannen en vrouwen;65 tot 80 jaar;4;Ongehuwd;2009;2545;2.5;617;243;6.06
923;Totaal mannen en vrouwen;65 tot 80 jaar;4;Ongehuwd;2010;2780;2.71;715;257;6.96
924;Totaal mannen en vrouwen;65 tot 80 jaar;4;Gehuwd/partnerschap;2004;14865;1.28;1937;130;1.67
925;Totaal mannen en vrouwen;65 tot 80 jaar;4;Gehuwd/partnerschap;2005;7745;0.65;1156;149;0.97
926;Totaal mannen en vrouwen;65 tot 80 jaar;4;Gehuwd/partnerschap;2006;6530;0.54;1082;166;0.89
927;Totaal mannen en vrouwen;65 tot 80 jaar;4;Gehuwd/partnerschap;2007;6300;0.51;1186;188;0.96
928;Totaal mannen en vrouwen;65 tot 80 jaar;4;Gehuwd/partnerschap;2008;7455;0.59;1558;209;1.23
929;Totaal mannen en vrouwen;65 tot 80 jaar;4;Gehuwd/partnerschap;2009;8380;0.64;1872;223;1.43
930;Totaal mannen en vrouwen;65 tot 80 jaar;4;Gehuwd/partnerschap;2010;8885;0.66;2068;233;1.54
931;Totaal mannen en vrouwen;65 tot 80 jaar;4;Verweduwd;2004;21970;6.03;3132;143;8.6
932;Totaal mannen en vrouwen;65 tot 80 jaar;4;Verweduwd;2005;11215;3.13;1825;163;5.09
933;Totaal mannen en vrouwen;65 tot 80 jaar;4;Verweduwd;2006;9015;2.55;1612;179;4.57
934;Totaal mannen en vrouwen;65 tot 80 jaar;4;Verweduwd;2007;9345;2.69;1824;195;5.25
935;Totaal mannen en vrouwen;65 tot 80 jaar;4;Verweduwd;2008;12100;3.53;2592;214;7.56
936;Totaal mannen en vrouwen;65 tot 80 jaar;4;Verweduwd;2009;13815;4.08;3195;231;9.42
937;Totaal mannen en vrouwen;65 tot 80 jaar;4;Verweduwd;2010;14330;4.3;3457;241;10.36
938;Totaal mannen en vrouwen;65 tot 80 jaar;4;Gescheiden;2004;6070;4.7;849;140;6.58
939;Totaal mannen en vrouwen;65 tot 80 jaar;4;Gescheiden;2005;3185;2.33;489;153;3.58
940;Totaal mannen en vrouwen;65 tot 80 jaar;4;Gescheiden;2006;2590;1.8;445;172;3.09
941;Totaal mannen en vrouwen;65 tot 80 jaar;4;Gescheiden;2007;2730;1.8;517;189;3.4
942;Totaal mannen en vrouwen;65 tot 80 jaar;4;Gescheiden;2008;3805;2.32;796;209;4.86
943;Totaal mannen en vrouwen;65 tot 80 jaar;4;Gescheiden;2009;4850;2.78;1085;224;6.23
944;Totaal mannen en vrouwen;65 tot 80 jaar;4;Gescheiden;2010;5510;3.0;1310;238;7.14
945;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal burgerlijke staat;2004;8265;0.47;986;119;0.56
946;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal burgerlijke staat;2005;9860;0.55;1252;127;0.7
947;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal burgerlijke staat;2006;10315;0.57;1353;131;0.75
948;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal burgerlijke staat;2007;7825;0.43;1100;141;0.6
949;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal burgerlijke staat;2008;5530;0.29;787;142;0.42
950;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal burgerlijke staat;2009;4370;0.23;646;148;0.33
951;Totaal mannen en vrouwen;65 tot 80 jaar;5;Totaal burgerlijke staat;2010;3695;0.19;555;150;0.28
952;Totaal mannen en vrouwen;65 tot 80 jaar;5;Ongehuwd;2004;525;0.52;63;119;0.62
953;Totaal mannen en vrouwen;65 tot 80 jaar;5;Ongehuwd;2005;755;0.74;94;125;0.93
954;Totaal mannen en vrouwen;65 tot 80 jaar;5;Ongehuwd;2006;890;0.88;117;131;1.16
955;Totaal mannen en vrouwen;65 tot 80 jaar;5;Ongehuwd;2007;695;0.69;104;149;1.03
956;Totaal mannen en vrouwen;65 tot 80 jaar;5;Ongehuwd;2008;465;0.46;66;141;0.66
957;Totaal mannen en vrouwen;65 tot 80 jaar;5;Ongehuwd;2009;360;0.35;56;156;0.55
958;Totaal mannen en vrouwen;65 tot 80 jaar;5;Ongehuwd;2010;320;0.31;51;157;0.49
959;Totaal mannen en vrouwen;65 tot 80 jaar;5;Gehuwd/partnerschap;2004;3450;0.3;390;113;0.34
960;Totaal mannen en vrouwen;65 tot 80 jaar;5;Gehuwd/partnerschap;2005;3525;0.3;406;115;0.34
961;Totaal mannen en vrouwen;65 tot 80 jaar;5;Gehuwd/partnerschap;2006;3420;0.28;410;120;0.34
962;Totaal mannen en vrouwen;65 tot 80 jaar;5;Gehuwd/partnerschap;2007;2525;0.2;326;129;0.26
963;Totaal mannen en vrouwen;65 tot 80 jaar;5;Gehuwd/partnerschap;2008;1850;0.15;247;134;0.19
964;Totaal mannen en vrouwen;65 tot 80 jaar;5;Gehuwd/partnerschap;2009;1530;0.12;215;140;0.16
965;Totaal mannen en vrouwen;65 tot 80 jaar;5;Gehuwd/partnerschap;2010;1280;0.1;184;143;0.14
966;Totaal mannen en vrouwen;65 tot 80 jaar;5;Verweduwd;2004;3440;0.94;431;125;1.18
967;Totaal mannen en vrouwen;65 tot 80 jaar;5;Verweduwd;2005;4190;1.17;567;135;1.58
968;Totaal mannen en vrouwen;65 tot 80 jaar;5;Verweduwd;2006;4435;1.26;616;139;1.75
969;Totaal mannen en vrouwen;65 tot 80 jaar;5;Verweduwd;2007;3300;0.95;478;145;1.38
970;Totaal mannen en vrouwen;65 tot 80 jaar;5;Verweduwd;2008;2240;0.65;330;147;0.96
971;Totaal mannen en vrouwen;65 tot 80 jaar;5;Verweduwd;2009;1745;0.51;264;152;0.78
972;Totaal mannen en vrouwen;65 tot 80 jaar;5;Verweduwd;2010;1395;0.42;212;152;0.64
973;Totaal mannen en vrouwen;65 tot 80 jaar;5;Gescheiden;2004;850;0.66;103;121;0.8
974;Totaal mannen en vrouwen;65 tot 80 jaar;5;Gescheiden;2005;1395;1.02;185;132;1.35
975;Totaal mannen en vrouwen;65 tot 80 jaar;5;Gescheiden;2006;1570;1.09;210;134;1.46
976;Totaal mannen en vrouwen;65 tot 80 jaar;5;Gescheiden;2007;1305;0.86;192;147;1.26
977;Totaal mannen en vrouwen;65 tot 80 jaar;5;Gescheiden;2008;980;0.6;145;148;0.88
978;Totaal mannen en vrouwen;65 tot 80 jaar;5;Gescheiden;2009;735;0.42;111;150;0.64
979;Totaal mannen en vrouwen;65 tot 80 jaar;5;Gescheiden;2010;700;0.38;108;155;0.59
980;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal burgerlijke staat;2004;23940;1.36;2573;107;1.46
981;Totaal mannen en vrouwen;65 tot 80 jaar;6;Totaal burgerlijke staat;2005;24715;1.39;2102;85;1.18
