ID;SIC2008;Periods;Value_1;Price_2;Volume_3;Value_4;Price_5;Volume_6
731;4711 Supermarkets and similar stores;2004 January;101.2;102.1;99.1;3.3;-0.9;4.2
732;4711 Supermarkets and similar stores;2004 February;90.4;101.8;88.8;0.9;-1.4;2.3
733;4711 Supermarkets and similar stores;2004 March;99.6;101.8;97.8;1.0;-2.2;3.3
734;4711 Supermarkets and similar stores;2004 1st quarter;97.0;101.9;95.2;1.8;-1.5;3.3
735;4711 Supermarkets and similar stores;2004 April;104.4;102.2;102.1;4.3;-2.3;6.8
736;4711 Supermarkets and similar stores;2004 May;101.6;102.2;99.5;-6.7;-2.3;-4.5
737;4711 Supermarkets and similar stores;2004 June;99.8;102.0;97.9;3.6;-2.8;6.5
738;4711 Supermarkets and similar stores;2004 2nd quarter;101.9;102.1;99.8;0.2;-2.4;2.7
739;4711 Supermarkets and similar stores;2004 July;105.6;101.6;104.0;4.3;-2.9;7.4
740;4711 Supermarkets and similar stores;2004 August;95.0;100.8;94.3;-7.9;-4.0;-4.1
741;4711 Supermarkets and similar stores;2004 September;96.6;100.7;95.9;0.2;-4.7;5.1
742;4711 Supermarkets and similar stores;2004 3rd quarter;99.1;101.0;98.1;-1.2;-3.9;2.8
743;4711 Supermarkets and similar stores;2004 October;100.3;100.2;100.1;-4.1;-4.2;0.1
744;4711 Supermarkets and similar stores;2004 November;96.3;99.4;96.9;-1.8;-3.3;1.5
745;4711 Supermarkets and similar stores;2004 December;114.2;99.6;114.7;5.3;-2.2;7.7
746;4711 Supermarkets and similar stores;2004 4th quarter;103.6;99.7;103.9;-0.1;-3.2;3.2
747;4711 Supermarkets and similar stores;2004;100.4;101.2;99.2;0.1;-2.8;3.0
748;4711 Supermarkets and similar stores;2005 January;92.0;99.6;92.3;-9.1;-2.4;-6.9
749;4711 Supermarkets and similar stores;2005 February;89.7;100.4;89.4;-0.7;-1.4;0.7
750;4711 Supermarkets and similar stores;2005 March;104.7;100.9;103.8;5.2;-0.9;6.1
751;4711 Supermarkets and similar stores;2005 1st quarter;95.5;100.3;95.2;-1.6;-1.6;0.0
752;4711 Supermarkets and similar stores;2005 April;100.8;99.9;100.9;-3.4;-2.3;-1.2
753;4711 Supermarkets and similar stores;2005 May;98.1;100.5;97.7;-3.4;-1.6;-1.8
754;4711 Supermarkets and similar stores;2005 June;102.2;100.5;101.6;2.4;-1.4;3.8
755;4711 Supermarkets and similar stores;2005 2nd quarter;100.3;100.3;100.1;-1.6;-1.8;0.2
756;4711 Supermarkets and similar stores;2005 July;101.9;100.0;101.9;-3.5;-1.5;-2.0
757;4711 Supermarkets and similar stores;2005 August;96.9;100.3;96.6;1.9;-0.5;2.4
758;4711 Supermarkets and similar stores;2005 September;100.6;99.1;101.5;4.2;-1.6;5.9
759;4711 Supermarkets and similar stores;2005 3rd quarter;99.8;99.8;100.0;0.7;-1.2;2.0
760;4711 Supermarkets and similar stores;2005 October;98.2;99.3;98.9;-2.1;-0.9;-1.2
761;4711 Supermarkets and similar stores;2005 November;99.4;99.7;99.7;3.2;0.3;2.9
762;4711 Supermarkets and similar stores;2005 December;115.5;99.9;115.6;1.1;0.3;0.8
763;4711 Supermarkets and similar stores;2005 4th quarter;104.4;99.6;104.8;0.7;-0.1;0.8
764;4711 Supermarkets and similar stores;2005;100.0;100.0;100.0;-0.4;-1.2;0.8
765;4711 Supermarkets and similar stores;2006 January;95.0;100.7;94.4;3.3;1.1;2.2
766;4711 Supermarkets and similar stores;2006 February;92.1;101.0;91.1;2.6;0.7;1.9
767;4711 Supermarkets and similar stores;2006 March;108.3;101.2;107.0;3.4;0.3;3.1
768;4711 Supermarkets and similar stores;2006 1st quarter;98.5;101.0;97.5;3.1;0.7;2.4
769;4711 Supermarkets and similar stores;2006 April;102.7;101.7;101.0;1.9;1.8;0.1
770;4711 Supermarkets and similar stores;2006 May;105.8;101.5;104.2;7.8;1.1;6.7
771;4711 Supermarkets and similar stores;2006 June;110.0;102.0;107.9;7.7;1.5;6.2
772;4711 Supermarkets and similar stores;2006 2nd quarter;106.2;101.7;104.4;5.8;1.4;4.3
773;4711 Supermarkets and similar stores;2006 July;103.7;101.6;102.1;1.8;1.6;0.2
774;4711 Supermarkets and similar stores;2006 August;104.2;102.1;102.0;7.6;1.8;5.7
775;4711 Supermarkets and similar stores;2006 September;107.0;102.1;104.8;6.4;3.1;3.2
776;4711 Supermarkets and similar stores;2006 3rd quarter;105.0;101.9;103.0;5.2;2.2;3.0
777;4711 Supermarkets and similar stores;2006 October;99.8;101.3;98.5;1.6;2.0;-0.4
778;4711 Supermarkets and similar stores;2006 November;103.7;101.6;102.1;4.4;1.9;2.4
779;4711 Supermarkets and similar stores;2006 December;115.8;101.7;114.0;0.3;1.7;-1.4
780;4711 Supermarkets and similar stores;2006 4th quarter;106.4;101.5;104.9;2.0;1.9;0.1
781;4711 Supermarkets and similar stores;2006;104.0;101.5;102.4;4.0;1.5;2.4
782;4711 Supermarkets and similar stores;2007 January;100.4;102.1;98.4;5.7;1.4;4.3
783;4711 Supermarkets and similar stores;2007 February;97.2;102.3;95.0;5.6;1.2;4.3
784;4711 Supermarkets and similar stores;2007 March;116.0;102.2;113.6;7.1;0.9;6.2
785;4711 Supermarkets and similar stores;2007 1st quarter;104.6;102.2;102.3;6.2;1.2;5.0
786;4711 Supermarkets and similar stores;2007 April;104.2;102.6;101.6;1.5;0.9;0.6
787;4711 Supermarkets and similar stores;2007 May;112.2;102.1;109.9;6.0;0.6;5.4
788;4711 Supermarkets and similar stores;2007 June;114.5;102.4;111.8;4.0;0.4;3.6
789;4711 Supermarkets and similar stores;2007 2nd quarter;110.3;102.4;107.8;3.9;0.6;3.2
790;4711 Supermarkets and similar stores;2007 July;103.1;102.4;100.7;-0.6;0.8;-1.4
791;4711 Supermarkets and similar stores;2007 August;111.6;102.2;109.2;7.1;0.0;7.0
792;4711 Supermarkets and similar stores;2007 September;105.9;102.3;103.5;-1.1;0.2;-1.3
793;4711 Supermarkets and similar stores;2007 3rd quarter;106.9;102.3;104.5;1.8;0.3;1.4
794;4711 Supermarkets and similar stores;2007 October;108.5;103.1;105.2;8.7;1.7;6.8
795;4711 Supermarkets and similar stores;2007 November;113.9;104.1;109.5;9.8;2.5;7.2
796;4711 Supermarkets and similar stores;2007 December;122.9;104.6;117.6;6.1;2.8;3.2
797;4711 Supermarkets and similar stores;2007 4th quarter;115.1;103.9;110.8;8.1;2.3;5.6
798;4711 Supermarkets and similar stores;2007;109.2;102.7;106.3;5.0;1.1;3.8
799;4711 Supermarkets and similar stores;2008 January;108.1;105.4;102.6;7.7;3.2;4.3
800;4711 Supermarkets and similar stores;2008 February;113.0;106.0;106.6;16.2;3.6;12.2
801;4711 Supermarkets and similar stores;2008 March;119.1;106.8;111.4;2.6;4.6;-1.9
802;4711 Supermarkets and similar stores;2008 1st quarter;113.4;106.1;106.9;8.5;3.8;4.5
803;4711 Supermarkets and similar stores;2008 April;113.3;107.3;105.6;8.7;4.6;3.9
804;4711 Supermarkets and similar stores;2008 May;128.9;107.8;119.6;14.8;5.5;8.8
805;4711 Supermarkets and similar stores;2008 June;113.3;108.3;104.7;-1.0;5.7;-6.4
806;4711 Supermarkets and similar stores;2008 2nd quarter;118.5;107.8;109.9;7.4;5.3;2.0
807;4711 Supermarkets and similar stores;2008 July;116.8;108.6;107.6;13.3;6.0;6.9
808;4711 Supermarkets and similar stores;2008 August;118.4;108.3;109.4;6.1;6.0;0.1
809;4711 Supermarkets and similar stores;2008 September;112.1;108.5;103.3;5.9;6.0;-0.1
810;4711 Supermarkets and similar stores;2008 3rd quarter;115.8;108.4;106.8;8.3;6.0;2.2
811;4711 Supermarkets and similar stores;2008 October;122.3;108.8;112.4;12.7;5.6;6.8
812;4711 Supermarkets and similar stores;2008 November;115.1;109.6;105.0;1.1;5.3;-4.0
813;4711 Supermarkets and similar stores;2008 December;131.2;110.0;119.2;6.7;5.2;1.4
814;4711 Supermarkets and similar stores;2008 4th quarter;122.9;109.5;112.2;6.7;5.4;1.3
815;4711 Supermarkets and similar stores;2008;117.6;107.9;109.0;7.7;5.1;2.5
816;4711 Supermarkets and similar stores;2009 January;119.3;110.5;108.0;10.3;4.8;5.2
817;4711 Supermarkets and similar stores;2009 February;108.7;111.0;97.9;-3.8;4.8;-8.2
818;4711 Supermarkets and similar stores;2009 March;117.8;111.3;105.8;-1.0;4.2;-5.0
819;4711 Supermarkets and similar stores;2009 1st quarter;115.2;110.9;103.9;1.6;4.6;-2.8
820;4711 Supermarkets and similar stores;2009 April;121.8;111.4;109.3;7.5;3.8;3.5
821;4711 Supermarkets and similar stores;2009 May;124.6;111.2;112.1;-3.3;3.2;-6.3
822;4711 Supermarkets and similar stores;2009 June;118.8;110.8;107.2;4.8;2.4;2.4
823;4711 Supermarkets and similar stores;2009 2nd quarter;121.7;111.1;109.5;2.7;3.1;-0.4
824;4711 Supermarkets and similar stores;2009 July;120.2;110.1;109.2;2.9;1.4;1.5
825;4711 Supermarkets and similar stores;2009 August;116.0;109.5;106.0;-2.0;1.1;-3.1
826;4711 Supermarkets and similar stores;2009 September;113.7;109.1;104.3;1.4;0.5;0.9
827;4711 Supermarkets and similar stores;2009 3rd quarter;116.6;109.5;106.5;0.7;1.0;-0.3
828;4711 Supermarkets and similar stores;2009 October;122.4;109.2;112.1;0.1;0.4;-0.3
829;4711 Supermarkets and similar stores;2009 November;112.7;109.1;103.3;-2.1;-0.5;-1.7
830;4711 Supermarkets and similar stores;2009 December;134.5;109.7;122.7;2.5;-0.3;2.9
831;4711 Supermarkets and similar stores;2009 4th quarter;123.2;109.3;112.7;0.3;-0.1;0.4
832;4711 Supermarkets and similar stores;2009;119.2;110.2;108.1;1.3;2.1;-0.8
833;4711 Supermarkets and similar stores;2010 January;116.4;109.0;106.8;-2.4;-1.3;-1.1
834;4711 Supermarkets and similar stores;2010 February;108.2;110.2;98.2;-0.4;-0.7;0.3
835;4711 Supermarkets and similar stores;2010 March;121.6;110.5;110.1;3.2;-0.8;4.0
836;4711 Supermarkets and similar stores;2010 1st quarter;115.4;109.9;105.0;0.1;-0.9;1.1
837;4711 Supermarkets and similar stores;2010 April;124.2;110.9;112.0;2.0;-0.5;2.5
838;4711 Supermarkets and similar stores;2010 May;124.0;110.6;112.1;-0.5;-0.5;0.0
839;4711 Supermarkets and similar stores;2010 June;122.0;110.7;110.2;2.7;-0.1;2.8
840;4711 Supermarkets and similar stores;2010 2nd quarter;123.4;110.7;111.4;1.4;-0.4;1.7
841;4711 Supermarkets and similar stores;2010 July;126.4;111.1;113.7;5.2;1.0;4.1
842;4711 Supermarkets and similar stores;2010 August;115.2;111.0;103.8;-0.7;1.4;-2.0
843;4711 Supermarkets and similar stores;2010 September;118.1;110.4;107.0;3.9;1.2;2.6
844;4711 Supermarkets and similar stores;2010 3rd quarter;119.9;110.8;108.2;2.8;1.2;1.6
845;4711 Supermarkets and similar stores;2010 October;121.7;110.5;110.2;-0.6;1.1;-1.7
846;4711 Supermarkets and similar stores;2010 November;118.9;110.4;107.7;5.5;1.2;4.3
847;4711 Supermarkets and similar stores;2010 December;139.7;110.7;126.2;3.9;1.0;2.9
848;4711 Supermarkets and similar stores;2010 4th quarter;126.8;110.5;114.7;2.9;1.1;1.8
849;4711 Supermarkets and similar stores;2010;121.4;110.5;109.8;1.8;0.2;1.6
850;4711 Supermarkets and similar stores;2011 January;114.6;110.0;104.2;-1.5;0.9;-2.5
851;4711 Supermarkets and similar stores;2011 February;111.2;111.6;99.7;2.8;1.2;1.5
852;4711 Supermarkets and similar stores;2011 March;126.3;112.1;112.7;3.9;1.4;2.4
853;4711 Supermarkets and similar stores;2011 1st quarter;117.4;111.2;105.5;1.7;1.2;0.5
854;4711 Supermarkets and similar stores;2011 April;130.8;113.1;115.6;5.3;2.0;3.3
855;4711 Supermarkets and similar stores;2011 May;123.4;113.5;108.8;-0.5;2.6;-3.0
856;4711 Supermarkets and similar stores;2011 June;126.4;113.8;111.1;3.6;2.8;0.8
857;4711 Supermarkets and similar stores;2011 2nd quarter;126.9;113.5;111.8;2.8;2.5;0.3
858;4711 Supermarkets and similar stores;2011 July;123.8;113.8;108.8;-2.1;2.4;-4.3
859;4711 Supermarkets and similar stores;2011 August;121.3;113.5;106.9;5.3;2.3;3.0
860;4711 Supermarkets and similar stores;2011 September;123.3;113.0;109.2;4.4;2.3;2.0
861;4711 Supermarkets and similar stores;2011 3rd quarter;122.8;113.4;108.3;2.4;2.3;0.1
862;4711 Supermarkets and similar stores;2011 October;122.9;113.3;108.5;1.0;2.6;-1.6
863;4711 Supermarkets and similar stores;2011 November;122.6;113.4;108.1;3.1;2.7;0.4
864;4711 Supermarkets and similar stores;2011 December;140.7;113.7;123.8;0.7;2.7;-1.9
865;4711 Supermarkets and similar stores;2011 4th quarter;128.7;113.5;113.5;1.6;2.6;-1.1
866;4711 Supermarkets and similar stores;2011;123.9;112.9;109.8;2.1;2.2;0.0
867;4711 Supermarkets and similar stores;2012 January;118.3;112.7;104.9;3.2;2.5;0.7
868;4711 Supermarkets and similar stores;2012 February;118.5;114.8;103.2;6.6;2.9;3.6
869;4711 Supermarkets and similar stores;2012 March;132.5;114.8;115.4;4.9;2.4;2.4
870;4711 Supermarkets and similar stores;2012 1st quarter;123.1;114.1;107.9;4.9;2.6;2.2
871;4711 Supermarkets and similar stores;2012 April;123.3;115.0;107.3;-5.7;1.6;-7.2
872;4711 Supermarkets and similar stores;2012 May;132.1;115.0;114.9;7.1;1.3;5.6
873;4711 Supermarkets and similar stores;2012 June;132.0;115.7;114.1;4.4;1.6;2.7
874;4711 Supermarkets and similar stores;2012 2nd quarter;129.1;115.2;112.1;1.8;1.5;0.3
875;4711 Supermarkets and similar stores;2012 July;122.4;115.6;105.9;-1.1;1.6;-2.7
876;4711 Supermarkets and similar stores;2012 August;130.3;115.0;113.3;7.4;1.4;6.0
877;4711 Supermarkets and similar stores;2012 September;123.5;114.9;107.5;0.2;1.8;-1.6
878;4711 Supermarkets and similar stores;2012 3rd quarter;125.4;115.2;108.9;2.1;1.6;0.5
879;4711 Supermarkets and similar stores;2012 October;127.1;116.3;109.3;3.4;2.6;0.8
880;4711 Supermarkets and similar stores;2012 November;129.4;116.6;111.0;5.5;2.8;2.7
881;4711 Supermarkets and similar stores;2012 December;142.4;118.0;120.7;1.2;3.8;-2.5
882;4711 Supermarkets and similar stores;2012 4th quarter;133.0;117.0;113.7;3.3;3.1;0.2
883;4711 Supermarkets and similar stores;2012;127.7;115.4;110.7;3.0;2.2;0.8
884;Non-food shops;2000 January;83.6;103.4;80.9;;;
885;Non-food shops;2000 February;82.5;104.8;78.7;;;
886;Non-food shops;2000 March;96.5;106.9;90.3;;;
887;Non-food shops;2000 1st quarter;87.5;105.0;83.4;;;
888;Non-food shops;2000 April;98.8;107.3;92.1;;;
889;Non-food shops;2000 May;107.0;107.2;99.8;;;
890;Non-food shops;2000 June;100.9;105.9;95.3;;;
891;Non-food shops;2000 2nd quarter;102.2;106.8;95.7;;;
892;Non-food shops;2000 July;99.3;102.4;97.0;;;
893;Non-food shops;2000 August;93.5;103.8;90.0;;;
894;Non-food shops;2000 September;101.7;107.3;94.8;;;
895;Non-food shops;2000 3rd quarter;98.2;104.5;93.9;;;
896;Non-food shops;2000 October;102.1;107.7;94.8;;;
897;Non-food shops;2000 November;106.3;107.8;98.6;;;
898;Non-food shops;2000 December;123.8;106.0;116.8;;;
899;Non-food shops;2000 4th quarter;110.7;107.2;103.3;;;
900;Non-food shops;2000;99.7;105.9;94.1;;;
901;Non-food shops;2001 January;89.5;103.8;86.2;7.1;0.5;6.6
902;Non-food shops;2001 February;83.9;106.0;79.1;1.7;1.2;0.5
903;Non-food shops;2001 March;102.8;108.7;94.6;6.5;1.6;4.8
904;Non-food shops;2001 1st quarter;92.0;106.2;86.7;5.1;1.1;4.0
905;Non-food shops;2001 April;102.1;109.1;93.6;3.3;1.6;1.7
906;Non-food shops;2001 May;115.3;108.9;105.9;7.8;1.6;6.1
907;Non-food shops;2001 June;109.6;107.7;101.7;8.7;1.7;6.8
908;Non-food shops;2001 2nd quarter;109.0;108.6;100.4;6.6;1.6;4.9
909;Non-food shops;2001 July;102.1;104.5;97.7;2.8;2.0;0.8
910;Non-food shops;2001 August;99.5;105.4;94.4;6.5;1.5;4.9
911;Non-food shops;2001 September;107.1;109.5;97.8;5.3;2.1;3.2
912;Non-food shops;2001 3rd quarter;102.9;106.5;96.7;4.8;1.9;2.9
913;Non-food shops;2001 October;109.6;109.8;99.9;7.4;1.9;5.4
914;Non-food shops;2001 November;112.6;109.6;102.7;5.9;1.7;4.2
915;Non-food shops;2001 December;128.6;108.1;119.0;3.9;2.0;1.8
916;Non-food shops;2001 4th quarter;116.9;109.1;107.1;5.6;1.9;3.7
917;Non-food shops;2001;105.2;107.6;97.8;5.6;1.6;3.9
918;Non-food shops;2002 January;93.4;106.3;87.9;4.4;2.3;2.0
919;Non-food shops;2002 February;87.3;107.9;80.9;4.0;1.7;2.2
920;Non-food shops;2002 March;106.6;110.4;96.6;3.8;1.6;2.1
921;Non-food shops;2002 1st quarter;95.8;108.2;88.5;4.0;1.9;2.1
922;Non-food shops;2002 April;108.3;110.7;97.9;6.1;1.5;4.6
923;Non-food shops;2002 May;114.9;110.3;104.2;-0.4;1.2;-1.6
924;Non-food shops;2002 June;111.7;109.0;102.5;1.9;1.2;0.8
925;Non-food shops;2002 2nd quarter;111.6;110.0;101.5;2.4;1.3;1.1
926;Non-food shops;2002 July;108.2;105.2;102.9;6.0;0.7;5.3
927;Non-food shops;2002 August;103.5;106.4;97.3;4.0;0.9;3.0
928;Non-food shops;2002 September;106.9;109.4;97.7;-0.2;-0.1;-0.2
929;Non-food shops;2002 3rd quarter;106.2;107.0;99.2;3.2;0.5;2.7
930;Non-food shops;2002 October;115.8;109.5;105.8;5.7;-0.3;5.9
931;Non-food shops;2002 November;112.4;108.9;103.2;-0.2;-0.6;0.4
932;Non-food shops;2002 December;127.7;107.2;119.2;-0.7;-0.9;0.2
933;Non-food shops;2002 4th quarter;118.6;108.5;109.3;1.5;-0.6;2.1
934;Non-food shops;2002;108.1;108.4;99.7;2.7;0.8;1.9
935;Non-food shops;2003 January;95.5;104.4;91.5;2.2;-1.8;4.1
936;Non-food shops;2003 February;89.5;105.5;84.8;2.5;-2.2;4.9
937;Non-food shops;2003 March;102.4;108.6;94.3;-4.0;-1.7;-2.3
938;Non-food shops;2003 1st quarter;95.8;106.1;90.2;0.0;-1.9;2.0
939;Non-food shops;2003 April;106.4;108.2;98.4;-1.8;-2.3;0.5
940;Non-food shops;2003 May;111.9;108.1;103.5;-2.6;-1.9;-0.7
941;Non-food shops;2003 June;102.8;105.4;97.6;-8.0;-3.3;-4.9
942;Non-food shops;2003 2nd quarter;107.0;107.2;99.8;-4.1;-2.5;-1.7
943;Non-food shops;2003 July;102.2;102.7;99.5;-5.6;-2.4;-3.2
944;Non-food shops;2003 August;95.0;103.2;92.1;-8.2;-3.0;-5.3
945;Non-food shops;2003 September;100.9;106.9;94.4;-5.6;-2.3;-3.4
946;Non-food shops;2003 3rd quarter;99.4;104.2;95.3;-6.4;-2.6;-4.0
947;Non-food shops;2003 October;111.2;106.4;104.6;-4.0;-2.8;-1.2
948;Non-food shops;2003 November;102.2;106.2;96.3;-9.0;-2.5;-6.7
949;Non-food shops;2003 December;121.2;104.3;116.2;-5.2;-2.7;-2.5
950;Non-food shops;2003 4th quarter;111.5;105.6;105.6;-6.0;-2.7;-3.4
951;Non-food shops;2003;103.4;105.8;97.8;-4.3;-2.4;-1.9
952;Non-food shops;2004 January;91.8;100.9;91.0;-3.9;-3.3;-0.6
953;Non-food shops;2004 February;83.4;102.6;81.3;-6.7;-2.7;-4.1
954;Non-food shops;2004 March;98.0;105.0;93.3;-4.3;-3.3;-1.1
955;Non-food shops;2004 1st quarter;91.1;102.9;88.5;-4.9;-3.1;-1.9
956;Non-food shops;2004 April;104.4;104.9;99.5;-1.9;-3.0;1.1
957;Non-food shops;2004 May;105.5;104.5;100.9;-5.7;-3.4;-2.4
958;Non-food shops;2004 June;104.7;102.4;102.3;1.8;-2.9;4.8
959;Non-food shops;2004 2nd quarter;104.8;103.9;100.9;-2.1;-3.1;1.1
960;Non-food shops;2004 July;102.9;99.4;103.5;0.7;-3.2;4.0
961;Non-food shops;2004 August;90.9;100.6;90.3;-4.3;-2.4;-2.0
962;Non-food shops;2004 September;99.3;104.1;95.4;-1.6;-2.6;1.1
963;Non-food shops;2004 3rd quarter;97.7;101.4;96.4;-1.7;-2.8;1.1
964;Non-food shops;2004 October;103.4;104.0;99.4;-7.1;-2.2;-5.0
965;Non-food shops;2004 November;98.9;103.7;95.4;-3.2;-2.3;-0.9
966;Non-food shops;2004 December;119.1;100.5;118.5;-1.7;-3.6;2.0
967;Non-food shops;2004 4th quarter;107.1;102.8;104.3;-3.9;-2.7;-1.3
968;Non-food shops;2004;100.2;102.7;97.5;-3.1;-2.9;-0.2
969;Non-food shops;2005 January;85.3;97.7;87.4;-7.1;-3.2;-4.0
970;Non-food shops;2005 February;79.3;99.5;79.6;-5.0;-3.0;-2.1
971;Non-food shops;2005 March;97.4;102.2;95.3;-0.6;-2.7;2.2
972;Non-food shops;2005 1st quarter;87.3;99.8;87.5;-4.1;-3.0;-1.2
973;Non-food shops;2005 April;100.5;102.1;98.4;-3.8;-2.7;-1.1
974;Non-food shops;2005 May;98.9;101.8;97.1;-6.3;-2.6;-3.8
975;Non-food shops;2005 June;104.9;99.5;105.4;0.2;-2.8;3.1
976;Non-food shops;2005 2nd quarter;101.4;101.1;100.3;-3.3;-2.7;-0.6
977;Non-food shops;2005 July;100.4;96.5;104.0;-2.4;-2.8;0.5
978;Non-food shops;2005 August;94.6;97.4;97.1;4.1;-3.2;7.6
979;Non-food shops;2005 September;101.7;101.3;100.4;2.5;-2.7;5.3
980;Non-food shops;2005 3rd quarter;98.9;98.4;100.5;1.3;-2.9;4.3
981;Non-food shops;2005 October;105.9;101.6;104.2;2.4;-2.4;4.9
982;Non-food shops;2005 November;105.3;101.3;104.0;6.5;-2.4;9.1
983;Non-food shops;2005 December;125.8;99.1;126.9;5.6;-1.4;7.1
984;Non-food shops;2005 4th quarter;112.3;100.6;111.6;4.8;-2.1;7.0
985;Non-food shops;2005;100.0;100.0;100.0;-0.2;-2.7;2.5
986;Non-food shops;2006 January;91.0;96.4;94.4;6.7;-1.3;8.1
987;Non-food shops;2006 February;84.7;98.5;86.1;6.9;-1.1;8.1
988;Non-food shops;2006 March;103.7;101.4;102.3;6.4;-0.8;7.3
989;Non-food shops;2006 1st quarter;93.1;98.7;94.3;6.7;-1.1;7.8
990;Non-food shops;2006 April;106.8;101.8;104.9;6.3;-0.3;6.7
991;Non-food shops;2006 May;114.2;102.0;112.0;15.5;0.1;15.3
992;Non-food shops;2006 June;111.2;99.7;111.5;6.1;0.2;5.8
993;Non-food shops;2006 2nd quarter;110.7;101.1;109.5;9.2;0.0;9.2
994;Non-food shops;2006 July;101.7;96.0;106.0;1.3;-0.6;1.9
995;Non-food shops;2006 August;105.2;98.3;107.1;11.2;0.9;10.2
996;Non-food shops;2006 September;106.2;101.6;104.6;4.4;0.2;4.1
997;Non-food shops;2006 3rd quarter;104.4;98.6;105.9;5.5;0.2;5.3
998;Non-food shops;2006 October;108.8;101.7;107.0;2.8;0.2;2.6
999;Non-food shops;2006 November;111.7;101.3;110.3;6.1;0.1;6.0
1000;Non-food shops;2006 December;129.3;99.5;129.9;2.8;0.4;2.4
1001;Non-food shops;2006 4th quarter;116.6;100.8;115.6;3.8;0.2;3.6
1002;Non-food shops;2006;106.2;99.8;106.4;6.2;-0.2;6.4
1003;Non-food shops;2007 January;94.4;96.5;97.8;3.7;0.1;3.6
1004;Non-food shops;2007 February;88.8;98.0;90.6;4.7;-0.5;5.3
1005;Non-food shops;2007 March;112.7;102.3;110.2;8.7;0.9;7.7
1006;Non-food shops;2007 1st quarter;98.6;98.9;99.7;5.8;0.2;5.7
1007;Non-food shops;2007 April;112.9;103.1;109.5;5.7;1.3;4.3
1008;Non-food shops;2007 May;115.1;102.9;111.9;0.8;0.9;-0.1
1009;Non-food shops;2007 June;118.1;100.4;117.7;6.2;0.7;5.5
1010;Non-food shops;2007 2nd quarter;115.4;102.1;113.0;4.2;1.0;3.2
1011;Non-food shops;2007 July;108.6;97.8;111.1;6.8;1.9;4.8
1012;Non-food shops;2007 August;105.7;98.7;107.1;0.4;0.4;0.1
1013;Non-food shops;2007 September;109.9;101.5;108.3;3.5;-0.1;3.6
1014;Non-food shops;2007 3rd quarter;108.1;99.3;108.8;3.5;0.7;2.8
1015;Non-food shops;2007 October;114.9;101.8;112.8;5.6;0.1;5.5
1016;Non-food shops;2007 November;113.5;101.3;112.0;1.6;0.0;1.6
1017;Non-food shops;2007 December;131.9;99.2;133.0;2.0;-0.3;2.3
1018;Non-food shops;2007 4th quarter;120.1;100.8;119.2;3.0;-0.1;3.1
1019;Non-food shops;2007;110.5;100.3;110.2;4.1;0.4;3.6
1020;Non-food shops;2008 January;97.9;96.6;101.3;3.7;0.1;3.6
1021;Non-food shops;2008 February;95.5;98.9;96.6;7.6;0.9;6.6
1022;Non-food shops;2008 March;105.6;102.9;102.6;-6.2;0.7;-6.9
1023;Non-food shops;2008 1st quarter;99.7;99.5;100.2;1.1;0.6;0.5
1024;Non-food shops;2008 April;114.6;102.9;111.3;1.5;-0.2;1.7
1025;Non-food shops;2008 May;121.5;102.9;118.0;5.5;0.0;5.5
1026;Non-food shops;2008 June;112.7;100.5;112.2;-4.6;0.1;-4.7
1027;Non-food shops;2008 2nd quarter;116.2;102.1;113.9;0.8;0.0;0.8
1028;Non-food shops;2008 July;111.0;97.1;114.4;2.2;-0.7;2.9
1029;Non-food shops;2008 August;105.8;98.7;107.3;0.1;0.0;0.1
1030;Non-food shops;2008 September;109.8;101.7;108.0;-0.1;0.1;-0.3
1031;Non-food shops;2008 3rd quarter;108.9;99.1;109.8;0.7;-0.2;0.9
1032;Non-food shops;2008 October;117.7;102.3;115.0;2.5;0.5;2.0
1033;Non-food shops;2008 November;110.5;102.1;108.2;-2.7;0.8;-3.4
1034;Non-food shops;2008 December;131.8;99.7;132.2;-0.1;0.5;-0.5
1035;Non-food shops;2008 4th quarter;120.0;101.4;118.4;-0.1;0.6;-0.7
1036;Non-food shops;2008;111.2;100.5;110.6;0.6;0.2;0.4
1037;Non-food shops;2009 January;95.3;96.5;98.8;-2.6;-0.1;-2.5
1038;Non-food shops;2009 February;86.3;98.6;87.6;-9.6;-0.3;-9.3
1039;Non-food shops;2009 March;98.8;103.4;95.5;-6.5;0.5;-6.9
1040;Non-food shops;2009 1st quarter;93.5;99.5;94.0;-6.2;0.0;-6.2
1041;Non-food shops;2009 April;108.8;103.6;105.0;-5.0;0.7;-5.7
1042;Non-food shops;2009 May;109.0;103.6;105.1;-10.3;0.7;-10.9
1043;Non-food shops;2009 June;105.0;101.1;103.8;-6.8;0.7;-7.4
1044;Non-food shops;2009 2nd quarter;107.6;102.8;104.7;-7.4;0.7;-8.1
1045;Non-food shops;2009 July;105.8;97.6;108.5;-4.7;0.5;-5.2
1046;Non-food shops;2009 August;94.3;99.0;95.2;-10.9;0.4;-11.3
1047;Non-food shops;2009 September;102.6;102.6;100.0;-6.5;0.9;-7.4
1048;Non-food shops;2009 3rd quarter;100.9;99.7;101.2;-7.3;0.6;-7.9
1049;Non-food shops;2009 October;110.7;103.1;107.4;-5.9;0.7;-6.6
1050;Non-food shops;2009 November;99.9;102.8;97.3;-9.5;0.6;-10.1
1051;Non-food shops;2009 December;124.5;99.9;124.6;-5.5;0.3;-5.8
