ID;Zorgfuncties;Zorgaanbieders;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
1563;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders zorg en welzijn;2011;3126
1564;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders zorg en welzijn;2012;3196
1565;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders zorg en welzijn;2013;3114
1566;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders zorg en welzijn;2014;3258
1567;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders zorg en welzijn;2015;2779
1568;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders zorg en welzijn;2016;2867
1569;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders zorg en welzijn;2017;2968
1570;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders zorg en welzijn;2018;3019
1571;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders zorg en welzijn;2019;3210
1572;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders zorg en welzijn;2020;3671
1573;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders zorg en welzijn;2021;3643
1574;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders zorg en welzijn;2022;3719
1575;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;1998;906
1576;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;1999;986
1577;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2000;1052
1578;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2001;1208
1579;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2002;1348
1580;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2003;1444
1581;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2004;1556
1582;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2005;1584
1583;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2006;2140
1584;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2007;2252
1585;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2008;2342
1586;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2009;2649
1587;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2010;2701
1588;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2011;3126
1589;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2012;3196
1590;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2013;3114
1591;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2014;3258
1592;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2015;2779
1593;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2016;2867
1594;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2017;2968
1595;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2018;3019
1596;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2019;3210
1597;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2020;3645
1598;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2021;3633
1599;Onderw., R&D bin. gefin, ov. diensten;Totaal aanbieders gezondheidszorg;2022;3718
1600;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;1998;813
1601;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;1999;891
1602;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2000;951
1603;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2001;1084
1604;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2002;1204
1605;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2003;1265
1606;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2004;1344
1607;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2005;1375
1608;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2006;1417
1609;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2007;1525
1610;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2008;1673
1611;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2009;1898
1612;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2010;1974
1613;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2011;2428
1614;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2012;2522
1615;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2013;2515
1616;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2014;2654
1617;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2015;2192
1618;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2016;2267
1619;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2017;2306
1620;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2018;2362
1621;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2019;2577
1622;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2020;2686
1623;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2021;2805
1624;Onderw., R&D bin. gefin, ov. diensten;HP1: Ziekenhuizen;2022;2927
1625;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;1998;807
1626;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;1999;885
1627;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2000;944
1628;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2001;1076
1629;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2002;1196
1630;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2003;1255
1631;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2004;1334
1632;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2005;1365
1633;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2006;1407
1634;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2007;1515
1635;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2008;1608
1636;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2009;1820
1637;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2010;1888
1638;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2011;2337
1639;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2012;2452
1640;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2013;2436
1641;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2014;2572
1642;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2015;2108
1643;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2016;2183
1644;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2017;2222
1645;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2018;2270
1646;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2019;2361
1647;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2020;2399
1648;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2021;2502
1649;Onderw., R&D bin. gefin, ov. diensten;HP11:Algemene en academ. Ziekenhuizen;2022;2609
1650;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;1998;0
1651;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;1999;0
1652;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2000;0
1653;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2001;0
1654;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2002;0
1655;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2003;0
1656;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2004;0
1657;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2005;0
1658;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2006;0
1659;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2007;0
1660;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2008;50
1661;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2009;61
1662;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2010;70
1663;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2011;76
1664;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2012;53
1665;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2013;58
1666;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2014;60
1667;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2015;155
1668;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2016;155
1669;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2017;187
1670;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2018;184
1671;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2019;184
1672;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2020;254
1673;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2021;271
1674;Onderw., R&D bin. gefin, ov. diensten;HP12: Geestelijke gez., verslavingszorg;2022;284
1675;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;1998;6
1676;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;1999;6
1677;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2000;6
1678;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2001;8
1679;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2002;9
1680;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2003;10
1681;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2004;10
1682;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2005;10
1683;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2006;11
1684;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2007;10
1685;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2008;15
1686;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2009;16
1687;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2010;16
1688;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2011;16
1689;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2012;16
1690;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2013;20
1691;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2014;22
1692;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2015;36
1693;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2016;33
1694;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2017;34
1695;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2018;30
1696;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2019;32
1697;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2020;33
1698;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2021;32
1699;Onderw., R&D bin. gefin, ov. diensten;HP13: Categorale ziekenhuizen;2022;34
1700;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;1998;0
1701;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;1999;0
1702;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2000;0
1703;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2001;0
1704;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2002;0
1705;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2003;0
1706;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2004;0
1707;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2005;0
1708;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2006;0
1709;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2007;0
1710;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2008;0
1711;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2009;0
1712;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2010;0
1713;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2011;0
1714;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2012;0
1715;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2013;0
1716;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2014;0
1717;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2015;0
1718;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2016;0
1719;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2017;0
1720;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2018;0
1721;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2019;48
1722;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2020;86
1723;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2021;89
1724;Onderw., R&D bin. gefin, ov. diensten;HP2: Instellingen langdurige zorg;2022;79
1725;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;1998;0
1726;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;1999;0
1727;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2000;0
1728;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2001;0
1729;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2002;0
1730;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2003;0
1731;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2004;0
1732;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2005;0
1733;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2006;0
1734;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2007;0
1735;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2008;0
1736;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2009;0
1737;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2010;0
1738;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2011;0
1739;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2012;0
1740;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2013;0
1741;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2014;24
1742;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2015;27
1743;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2016;26
1744;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2017;27
1745;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2018;28
1746;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2019;39
1747;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2020;65
1748;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2021;65
1749;Onderw., R&D bin. gefin, ov. diensten;HP21: Verpleeg-,verzorgingsh., thuiszorg;2022;50
1750;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;1998;0
1751;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;1999;0
1752;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2000;0
1753;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2001;0
1754;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2002;0
1755;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2003;0
1756;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2004;0
1757;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2005;0
1758;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2006;0
1759;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2007;0
1760;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2008;0
1761;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2009;0
1762;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2010;0
1763;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2011;0
1764;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2012;0
1765;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2013;0
1766;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2014;4
1767;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2015;4
1768;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2016;5
1769;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2017;5
1770;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2018;5
1771;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2019;8
1772;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2020;21
1773;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2021;24
1774;Onderw., R&D bin. gefin, ov. diensten;HP22-29: Instellingen gehandicaptenzorg;2022;29
1775;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;1998;33
1776;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;1999;35
1777;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2000;39
1778;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2001;60
1779;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2002;70
1780;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2003;77
1781;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2004;90
1782;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2005;89
1783;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2006;88
1784;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2007;96
1785;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2008;103
1786;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2009;110
1787;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2010;118
1788;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2011;134
1789;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2012;150
1790;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2013;156
1791;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2014;165
1792;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2015;174
1793;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2016;184
1794;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2017;189
1795;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2018;197
1796;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2019;213
1797;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2020;416
1798;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2021;259
1799;Onderw., R&D bin. gefin, ov. diensten;HP3: Aanbieders ambulante zorg;2022;239
1800;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;1998;33
1801;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;1999;35
1802;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2000;39
1803;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2001;60
1804;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2002;70
1805;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2003;77
1806;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2004;90
1807;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2005;89
1808;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2006;88
1809;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2007;96
1810;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2008;103
1811;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2009;110
1812;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2010;118
1813;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2011;134
1814;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2012;150
1815;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2013;156
1816;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2014;165
1817;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2015;174
1818;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2016;184
1819;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2017;189
1820;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2018;197
1821;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2019;213
1822;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2020;226
1823;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2021;224
1824;Onderw., R&D bin. gefin, ov. diensten;HP31: Medische praktijken;2022;237
1825;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;1998;0
1826;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;1999;0
1827;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2000;0
1828;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2001;0
1829;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2002;0
1830;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2003;0
1831;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2004;0
1832;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2005;0
1833;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2006;0
1834;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2007;0
1835;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2008;0
1836;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2009;0
1837;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2010;0
1838;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2011;0
1839;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2012;0
1840;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2013;0
1841;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2014;0
1842;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2015;0
1843;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2016;0
1844;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2017;0
1845;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2018;0
1846;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2019;0
1847;Onderw., R&D bin. gefin, ov. diensten;HP32: Tandheelkundige praktijken;2020;66
