ID;Sales;Products;Periods;IndexNumbers_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;IndexNumbers_4;MonthOnMonthDevelopment_5;YearOnYearDevelopment_6
3881;Total sales;15410000 Crude oils and fats;2001 August;106.4;-3.4;7.6;106.4;-3.4;7.6
3882;Total sales;15410000 Crude oils and fats;2001 September;105.3;-1.0;1.5;105.3;-1.0;1.5
3883;Total sales;15410000 Crude oils and fats;2001 October;107.1;1.7;-1.1;107.1;1.7;-1.1
3884;Total sales;15410000 Crude oils and fats;2001 November;107.6;0.5;-5.0;107.6;0.5;-5.0
3885;Total sales;15410000 Crude oils and fats;2001 December;104.5;-2.9;-9.8;104.5;-2.9;-9.8
3886;Total sales;15410000 Crude oils and fats;2001;107.0;;7.0;107.0;;7.0
3887;Total sales;15410000 Crude oils and fats;2002 January;100.6;-3.7;-8.1;100.6;-3.7;-8.1
3888;Total sales;15410000 Crude oils and fats;2002 February;101.0;0.4;-5.0;101.0;0.4;-5.0
3889;Total sales;15410000 Crude oils and fats;2002 March;104.5;3.5;-1.0;104.5;3.5;-1.0
3890;Total sales;15410000 Crude oils and fats;2002 April;102.6;-1.8;-3.4;102.6;-1.8;-3.4
3891;Total sales;15410000 Crude oils and fats;2002 May;101.7;-0.9;-4.6;101.7;-0.9;-4.6
3892;Total sales;15410000 Crude oils and fats;2002 June;98.9;-2.7;-8.7;98.9;-2.7;-8.7
3893;Total sales;15410000 Crude oils and fats;2002 July;98.8;-0.1;-10.3;98.8;-0.1;-10.3
3894;Total sales;15410000 Crude oils and fats;2002 August;99.9;1.1;-6.1;99.9;1.1;-6.1
3895;Total sales;15410000 Crude oils and fats;2002 September;103.3;3.4;-1.9;103.3;3.4;-1.9
3896;Total sales;15410000 Crude oils and fats;2002 October;99.5;-3.7;-7.2;99.5;-3.7;-7.2
3897;Total sales;15410000 Crude oils and fats;2002 November;99.5;0.1;-7.5;99.5;0.1;-7.5
3898;Total sales;15410000 Crude oils and fats;2002 December;98.6;-0.9;-5.6;98.6;-0.9;-5.6
3899;Total sales;15410000 Crude oils and fats;2002;100.8;;-5.8;100.8;;-5.8
3900;Total sales;15410000 Crude oils and fats;2003 January;95.1;-3.6;-5.5;95.1;-3.6;-5.5
3901;Total sales;15410000 Crude oils and fats;2003 February;95.1;0.0;-5.9;95.1;0.0;-5.9
3902;Total sales;15410000 Crude oils and fats;2003 March;92.7;-2.5;-11.3;92.7;-2.5;-11.3
3903;Total sales;15410000 Crude oils and fats;2003 April;94.0;1.4;-8.5;94.0;1.4;-8.5
3904;Total sales;15410000 Crude oils and fats;2003 May;85.4;-9.1;-16.0;85.4;-9.1;-16.0
3905;Total sales;15410000 Crude oils and fats;2003 June;92.5;8.3;-6.5;92.5;8.3;-6.5
3906;Total sales;15410000 Crude oils and fats;2003 July;89.8;-2.9;-9.1;89.8;-2.9;-9.1
3907;Total sales;15410000 Crude oils and fats;2003 August;92.4;2.9;-7.5;92.4;2.9;-7.5
3908;Total sales;15410000 Crude oils and fats;2003 September;96.8;4.8;-6.3;96.8;4.8;-6.3
3909;Total sales;15410000 Crude oils and fats;2003 October;108.4;12.0;9.0;108.4;12.0;9.0
3910;Total sales;15410000 Crude oils and fats;2003 November;123.1;13.6;23.8;123.1;13.6;23.8
3911;Total sales;15410000 Crude oils and fats;2003 December;100.1;-18.7;1.5;100.1;-18.7;1.5
3912;Total sales;15410000 Crude oils and fats;2003;97.1;;-3.6;97.1;;-3.6
3913;Total sales;15410000 Crude oils and fats;2004 January;93.8;-6.3;-1.4;93.8;-6.3;-1.4
3914;Total sales;15410000 Crude oils and fats;2004 February;110.4;17.7;16.1;110.4;17.7;16.1
3915;Total sales;15410000 Crude oils and fats;2004 March;121.1;9.7;30.6;121.1;9.7;30.6
3916;Total sales;15410000 Crude oils and fats;2004 April;121.2;0.1;29.0;121.2;0.1;29.0
3917;Total sales;15410000 Crude oils and fats;2004 May;105.7;-12.8;23.7;105.7;-12.8;23.7
3918;Total sales;15410000 Crude oils and fats;2004 June;101.4;-4.1;9.6;101.4;-4.1;9.6
3919;Total sales;15410000 Crude oils and fats;2004 July;91.1;-10.1;1.4;91.1;-10.1;1.4
3920;Total sales;15410000 Crude oils and fats;2004 August;93.2;2.3;0.9;93.2;2.3;0.9
3921;Total sales;15410000 Crude oils and fats;2004 September;90.2;-3.2;-6.8;90.2;-3.2;-6.8
3922;Total sales;15410000 Crude oils and fats;2004 October;88.2;-2.3;-18.7;88.2;-2.3;-18.7
3923;Total sales;15410000 Crude oils and fats;2004 November;82.6;-6.3;-32.9;82.6;-6.3;-32.9
3924;Total sales;15410000 Crude oils and fats;2004 December;81.9;-0.8;-18.2;81.9;-0.8;-18.2
3925;Total sales;15410000 Crude oils and fats;2004;98.4;;1.3;98.4;;1.3
3926;Total sales;15410000 Crude oils and fats;2005 January;84.3;2.9;-10.1;84.3;2.9;-10.1
3927;Total sales;15410000 Crude oils and fats;2005 February;86.2;2.2;-21.9;86.2;2.2;-21.9
3928;Total sales;15410000 Crude oils and fats;2005 March;89.4;3.7;-26.2;89.4;3.7;-26.2
3929;Total sales;15410000 Crude oils and fats;2005 April;89.5;0.2;-26.1;89.5;0.2;-26.1
3930;Total sales;15410000 Crude oils and fats;2005 May;88.7;-0.9;-16.1;88.7;-0.9;-16.1
3931;Total sales;15410000 Crude oils and fats;2005 June;92.7;4.4;-8.6;92.7;4.4;-8.6
3932;Total sales;15410000 Crude oils and fats;2005 July;92.6;0.0;1.7;92.6;0.0;1.7
3933;Total sales;15410000 Crude oils and fats;2005 August;92.4;-0.2;-0.8;92.4;-0.2;-0.8
3934;Total sales;15410000 Crude oils and fats;2005 September;91.5;-1.0;1.4;91.5;-1.0;1.4
3935;Total sales;15410000 Crude oils and fats;2005 October;92.2;0.7;4.5;92.2;0.7;4.5
3936;Total sales;15410000 Crude oils and fats;2005 November;89.6;-2.8;8.5;89.6;-2.8;8.5
3937;Total sales;15410000 Crude oils and fats;2005 December;89.6;0.0;9.4;89.6;0.0;9.4
3938;Total sales;15410000 Crude oils and fats;2005;89.9;;-8.6;89.9;;-8.6
3939;Total sales;15410000 Crude oils and fats;2006 January;88.5;-1.2;5.0;88.5;-1.2;5.0
3940;Total sales;15410000 Crude oils and fats;2006 February;89.9;1.6;4.4;89.9;1.6;4.4
3941;Total sales;15410000 Crude oils and fats;2006 March;89.2;-0.9;-0.2;89.2;-0.9;-0.2
3942;Total sales;15410000 Crude oils and fats;2006 April;87.3;-2.1;-2.5;87.3;-2.1;-2.5
3943;Total sales;15410000 Crude oils and fats;2006 May;84.0;-3.8;-5.3;84.0;-3.8;-5.3
3944;Total sales;15410000 Crude oils and fats;2006 June;82.0;-2.5;-11.5;82.0;-2.5;-11.5
3945;Total sales;15410000 Crude oils and fats;2006 July;82.5;0.6;-11.0;82.5;0.6;-11.0
3946;Total sales;15410000 Crude oils and fats;2006 August;84.1;2.0;-9.0;84.1;2.0;-9.0
3947;Total sales;15410000 Crude oils and fats;2006 September;86.7;3.1;-5.2;86.7;3.1;-5.2
3948;Total sales;15410000 Crude oils and fats;2006 October;90.0;3.8;-2.3;90.0;3.8;-2.3
3949;Total sales;15410000 Crude oils and fats;2006 November;90.1;0.1;0.6;90.1;0.1;0.6
3950;Total sales;15410000 Crude oils and fats;2006 December;91.3;1.3;1.9;91.3;1.3;1.9
3951;Total sales;15410000 Crude oils and fats;2006;87.1;;-3.1;87.1;;-3.1
3952;Total sales;15410000 Crude oils and fats;2007 January;96.4;5.6;8.9;96.4;5.6;8.9
3953;Total sales;15410000 Crude oils and fats;2007 February;98.5;2.2;9.6;98.5;2.2;9.6
3954;Total sales;15410000 Crude oils and fats;2007 March;99.9;1.3;12.0;99.9;1.3;12.0
3955;Total sales;15410000 Crude oils and fats;2007 April;95.6;-4.3;9.5;95.6;-4.3;9.5
3956;Total sales;15410000 Crude oils and fats;2007 May;100.4;5.1;19.5;100.4;5.1;19.5
3957;Total sales;15410000 Crude oils and fats;2007 June;102.3;1.9;24.9;102.3;1.9;24.9
3958;Total sales;15410000 Crude oils and fats;2007 July;109.2;6.7;32.4;109.2;6.7;32.4
3959;Total sales;15410000 Crude oils and fats;2007 August;116.6;6.8;38.6;116.6;6.8;38.6
3960;Total sales;15410000 Crude oils and fats;2007 September;130.7;12.1;50.7;130.7;12.1;50.7
3961;Total sales;15410000 Crude oils and fats;2007 October;133.4;2.1;48.2;133.4;2.1;48.2
3962;Total sales;15410000 Crude oils and fats;2007 November;135.6;1.6;50.5;135.6;1.6;50.5
3963;Total sales;15410000 Crude oils and fats;2007 December;142.4;5.0;55.9;142.4;5.0;55.9
3964;Total sales;15410000 Crude oils and fats;2007;113.4;;30.2;113.4;;30.2
3965;Total sales;15410000 Crude oils and fats;2008 January;152.2;6.9;57.9;152.2;6.9;57.9
3966;Total sales;15410000 Crude oils and fats;2008 February;157.5;3.5;59.8;157.5;3.5;59.8
3967;Total sales;15410000 Crude oils and fats;2008 March;166.2;5.5;66.4;166.2;5.5;66.4
3968;Total sales;15410000 Crude oils and fats;2008 April;166.5;0.2;74.2;166.5;0.2;74.2
3969;Total sales;15410000 Crude oils and fats;2008 May;156.3;-6.1;55.7;156.3;-6.1;55.7
3970;Total sales;15410000 Crude oils and fats;2008 June;162.8;4.1;59.1;162.8;4.1;59.1
3971;Total sales;15410000 Crude oils and fats;2008 July;153.1;-6.0;40.2;153.1;-6.0;40.2
3972;Total sales;15410000 Crude oils and fats;2008 August;145.9;-4.7;25.1;145.9;-4.7;25.1
3973;Total sales;15410000 Crude oils and fats;2008 September;137.7;-5.6;5.4;137.7;-5.6;5.4
3974;Total sales;15410000 Crude oils and fats;2008 October;134.7;-2.2;0.9;134.7;-2.2;0.9
3975;Total sales;15410000 Crude oils and fats;2008 November;129.2;-4.1;-4.8;129.2;-4.1;-4.8
3976;Total sales;15410000 Crude oils and fats;2008 December;119.6;-7.4;-16.0;119.6;-7.4;-16.0
3977;Total sales;15410000 Crude oils and fats;2008;148.5;;30.9;148.5;;30.9
3978;Total sales;15411000 Vegetable and animal oils and f;2000 January;100.6;;;100.6;;
3979;Total sales;15411000 Vegetable and animal oils and f;2000 February;99.4;-1.2;;99.4;-1.2;
3980;Total sales;15411000 Vegetable and animal oils and f;2000 March;102.3;3.0;;102.3;3.0;
3981;Total sales;15411000 Vegetable and animal oils and f;2000 April;104.7;2.3;;104.7;2.3;
3982;Total sales;15411000 Vegetable and animal oils and f;2000 May;102.3;-2.3;;102.3;-2.3;
3983;Total sales;15411000 Vegetable and animal oils and f;2000 June;99.1;-3.2;;99.1;-3.2;
3984;Total sales;15411000 Vegetable and animal oils and f;2000 July;97.6;-1.5;;97.6;-1.5;
3985;Total sales;15411000 Vegetable and animal oils and f;2000 August;98.5;0.9;;98.5;0.9;
3986;Total sales;15411000 Vegetable and animal oils and f;2000 September;97.2;-1.3;;97.2;-1.3;
3987;Total sales;15411000 Vegetable and animal oils and f;2000 October;96.9;-0.3;;96.9;-0.3;
3988;Total sales;15411000 Vegetable and animal oils and f;2000 November;101.3;4.5;;101.3;4.5;
3989;Total sales;15411000 Vegetable and animal oils and f;2000 December;100.2;-1.1;;100.2;-1.1;
3990;Total sales;15411000 Vegetable and animal oils and f;2000;100.0;;;100.0;;
3991;Total sales;15411000 Vegetable and animal oils and f;2001 January;96.3;-3.9;-4.2;96.3;-3.9;-4.2
3992;Total sales;15411000 Vegetable and animal oils and f;2001 February;96.7;0.4;-2.7;96.7;0.4;-2.7
3993;Total sales;15411000 Vegetable and animal oils and f;2001 March;101.8;5.3;-0.5;101.8;5.3;-0.5
3994;Total sales;15411000 Vegetable and animal oils and f;2001 April;104.1;2.3;-0.6;104.1;2.3;-0.6
3995;Total sales;15411000 Vegetable and animal oils and f;2001 May;103.1;-1.0;0.8;103.1;-1.0;0.8
3996;Total sales;15411000 Vegetable and animal oils and f;2001 June;108.1;4.9;9.2;108.1;4.9;9.2
3997;Total sales;15411000 Vegetable and animal oils and f;2001 July;117.9;9.0;20.8;117.9;9.0;20.8
3998;Total sales;15411000 Vegetable and animal oils and f;2001 August;118.1;0.2;19.9;118.1;0.2;19.9
3999;Total sales;15411000 Vegetable and animal oils and f;2001 September;116.4;-1.4;19.7;116.4;-1.4;19.7
4000;Total sales;15411000 Vegetable and animal oils and f;2001 October;119.6;2.8;23.4;119.6;2.8;23.4
4001;Total sales;15411000 Vegetable and animal oils and f;2001 November;130.9;9.4;29.2;130.9;9.4;29.2
4002;Total sales;15411000 Vegetable and animal oils and f;2001 December;134.2;2.5;33.9;134.2;2.5;33.9
4003;Total sales;15411000 Vegetable and animal oils and f;2001;112.3;;12.3;112.3;;12.3
4004;Total sales;15411000 Vegetable and animal oils and f;2002 January;131.8;-1.8;36.8;131.8;-1.8;36.8
4005;Total sales;15411000 Vegetable and animal oils and f;2002 February;128.2;-2.7;32.5;128.2;-2.7;32.5
4006;Total sales;15411000 Vegetable and animal oils and f;2002 March;124.9;-2.5;22.7;124.9;-2.5;22.7
4007;Total sales;15411000 Vegetable and animal oils and f;2002 April;122.7;-1.8;17.9;122.7;-1.8;17.9
4008;Total sales;15411000 Vegetable and animal oils and f;2002 May;123.3;0.5;19.6;123.3;0.5;19.6
4009;Total sales;15411000 Vegetable and animal oils and f;2002 June;126.8;2.8;17.2;126.8;2.8;17.2
4010;Total sales;15411000 Vegetable and animal oils and f;2002 July;128.1;1.1;8.7;128.1;1.1;8.7
4011;Total sales;15411000 Vegetable and animal oils and f;2002 August;134.3;4.8;13.7;134.3;4.8;13.7
4012;Total sales;15411000 Vegetable and animal oils and f;2002 September;133.6;-0.5;14.8;133.6;-0.5;14.8
4013;Total sales;15411000 Vegetable and animal oils and f;2002 October;140.7;5.3;17.6;140.7;5.3;17.6
4014;Total sales;15411000 Vegetable and animal oils and f;2002 November;146.1;3.8;11.6;146.1;3.8;11.6
4015;Total sales;15411000 Vegetable and animal oils and f;2002 December;145.7;-0.2;8.6;145.7;-0.2;8.6
4016;Total sales;15411000 Vegetable and animal oils and f;2002;132.2;;17.7;132.2;;17.7
4017;Total sales;15411000 Vegetable and animal oils and f;2003 January;139.3;-4.4;5.8;139.3;-4.4;5.8
4018;Total sales;15411000 Vegetable and animal oils and f;2003 February;134.7;-3.3;5.1;134.7;-3.3;5.1
4019;Total sales;15411000 Vegetable and animal oils and f;2003 March;128.8;-4.4;3.1;128.8;-4.4;3.1
4020;Total sales;15411000 Vegetable and animal oils and f;2003 April;127.7;-0.8;4.1;127.7;-0.8;4.1
4021;Total sales;15411000 Vegetable and animal oils and f;2003 May;133.4;4.5;8.2;133.4;4.5;8.2
4022;Total sales;15411000 Vegetable and animal oils and f;2003 June;128.8;-3.4;1.6;128.8;-3.4;1.6
4023;Total sales;15411000 Vegetable and animal oils and f;2003 July;129.0;0.1;0.7;129.0;0.1;0.7
4024;Total sales;15411000 Vegetable and animal oils and f;2003 August;124.9;-3.2;-7.0;124.9;-3.2;-7.0
4025;Total sales;15411000 Vegetable and animal oils and f;2003 September;124.6;-0.2;-6.7;124.6;-0.2;-6.7
4026;Total sales;15411000 Vegetable and animal oils and f;2003 October;132.1;6.0;-6.1;132.1;6.0;-6.1
4027;Total sales;15411000 Vegetable and animal oils and f;2003 November;134.9;2.1;-7.6;134.9;2.1;-7.6
4028;Total sales;15411000 Vegetable and animal oils and f;2003 December;134.2;-0.5;-7.9;134.2;-0.5;-7.9
4029;Total sales;15411000 Vegetable and animal oils and f;2003;131.0;;-0.9;131.0;;-0.9
4030;Total sales;15411000 Vegetable and animal oils and f;2004 January;136.9;2.0;-1.8;136.9;2.0;-1.8
4031;Total sales;15411000 Vegetable and animal oils and f;2004 February;148.9;8.8;10.6;148.9;8.8;10.6
4032;Total sales;15411000 Vegetable and animal oils and f;2004 March;143.4;-3.7;11.4;143.4;-3.7;11.4
4033;Total sales;15411000 Vegetable and animal oils and f;2004 April;140.2;-2.3;9.8;140.2;-2.3;9.8
4034;Total sales;15411000 Vegetable and animal oils and f;2004 May;140.6;0.3;5.4;140.6;0.3;5.4
4035;Total sales;15411000 Vegetable and animal oils and f;2004 June;134.8;-4.1;4.6;134.8;-4.1;4.6
4036;Total sales;15411000 Vegetable and animal oils and f;2004 July;133.2;-1.1;3.3;133.2;-1.1;3.3
4037;Total sales;15411000 Vegetable and animal oils and f;2004 August;132.5;-0.5;6.1;132.5;-0.5;6.1
4038;Total sales;15411000 Vegetable and animal oils and f;2004 September;131.5;-0.7;5.5;131.5;-0.7;5.5
4039;Total sales;15411000 Vegetable and animal oils and f;2004 October;130.4;-0.9;-1.3;130.4;-0.9;-1.3
4040;Total sales;15411000 Vegetable and animal oils and f;2004 November;129.7;-0.5;-3.9;129.7;-0.5;-3.9
4041;Total sales;15411000 Vegetable and animal oils and f;2004 December;124.5;-4.0;-7.2;124.5;-4.0;-7.2
4042;Total sales;15411000 Vegetable and animal oils and f;2004;135.5;;3.4;135.5;;3.4
4043;Total sales;15411000 Vegetable and animal oils and f;2005 January;121.1;-2.7;-11.5;121.1;-2.7;-11.5
4044;Total sales;15411000 Vegetable and animal oils and f;2005 February;118.9;-1.8;-20.2;118.9;-1.8;-20.2
4045;Total sales;15411000 Vegetable and animal oils and f;2005 March;119.5;0.5;-16.7;119.5;0.5;-16.7
4046;Total sales;15411000 Vegetable and animal oils and f;2005 April;119.8;0.2;-14.6;119.8;0.2;-14.6
4047;Total sales;15411000 Vegetable and animal oils and f;2005 May;120.6;0.7;-14.2;120.6;0.7;-14.2
4048;Total sales;15411000 Vegetable and animal oils and f;2005 June;125.3;3.9;-7.0;125.3;3.9;-7.0
4049;Total sales;15411000 Vegetable and animal oils and f;2005 July;125.8;0.4;-5.6;125.8;0.4;-5.6
4050;Total sales;15411000 Vegetable and animal oils and f;2005 August;124.7;-0.9;-5.9;124.7;-0.9;-5.9
4051;Total sales;15411000 Vegetable and animal oils and f;2005 September;124.6;0.0;-5.3;124.6;0.0;-5.3
4052;Total sales;15411000 Vegetable and animal oils and f;2005 October;135.6;8.9;4.0;135.6;8.9;4.0
4053;Total sales;15411000 Vegetable and animal oils and f;2005 November;124.7;-8.1;-3.8;124.7;-8.1;-3.8
4054;Total sales;15411000 Vegetable and animal oils and f;2005 December;122.8;-1.5;-1.3;122.8;-1.5;-1.3
4055;Total sales;15411000 Vegetable and animal oils and f;2005;123.6;;-8.8;123.6;;-8.8
4056;Total sales;15411000 Vegetable and animal oils and f;2006 January;122.4;-0.3;1.1;122.4;-0.3;1.1
4057;Total sales;15411000 Vegetable and animal oils and f;2006 February;124.0;1.3;4.3;124.0;1.3;4.3
4058;Total sales;15411000 Vegetable and animal oils and f;2006 March;122.1;-1.5;2.2;122.1;-1.5;2.2
4059;Total sales;15411000 Vegetable and animal oils and f;2006 April;127.1;4.1;6.1;127.1;4.1;6.1
4060;Total sales;15411000 Vegetable and animal oils and f;2006 May;127.5;0.3;5.7;127.5;0.3;5.7
4061;Total sales;15411000 Vegetable and animal oils and f;2006 June;124.9;-2.0;-0.3;124.9;-2.0;-0.3
4062;Total sales;15411000 Vegetable and animal oils and f;2006 July;128.5;2.9;2.2;128.5;2.9;2.2
4063;Total sales;15411000 Vegetable and animal oils and f;2006 August;127.2;-1.0;2.0;127.2;-1.0;2.0
4064;Total sales;15411000 Vegetable and animal oils and f;2006 September;122.9;-3.4;-1.3;122.9;-3.4;-1.3
4065;Total sales;15411000 Vegetable and animal oils and f;2006 October;130.3;6.0;-3.9;130.3;6.0;-3.9
4066;Total sales;15411000 Vegetable and animal oils and f;2006 November;132.3;1.5;6.1;132.3;1.5;6.1
4067;Total sales;15411000 Vegetable and animal oils and f;2006 December;135.4;2.3;10.2;135.4;2.3;10.2
4068;Total sales;15411000 Vegetable and animal oils and f;2006;127.1;;2.8;127.1;;2.8
4069;Total sales;15411000 Vegetable and animal oils and f;2007 January;135.2;-0.1;10.4;135.2;-0.1;10.4
4070;Total sales;15411000 Vegetable and animal oils and f;2007 February;136.4;0.9;10.0;136.4;0.9;10.0
4071;Total sales;15411000 Vegetable and animal oils and f;2007 March;137.3;0.6;12.5;137.3;0.6;12.5
4072;Total sales;15411000 Vegetable and animal oils and f;2007 April;143.7;4.7;13.1;143.7;4.7;13.1
4073;Total sales;15411000 Vegetable and animal oils and f;2007 May;152.1;5.8;19.3;152.1;5.8;19.3
4074;Total sales;15411000 Vegetable and animal oils and f;2007 June;158.3;4.1;26.7;158.3;4.1;26.7
4075;Total sales;15411000 Vegetable and animal oils and f;2007 July;169.2;6.9;31.7;169.2;6.9;31.7
4076;Total sales;15411000 Vegetable and animal oils and f;2007 August;174.9;3.3;37.5;174.9;3.3;37.5
4077;Total sales;15411000 Vegetable and animal oils and f;2007 September;191.0;9.2;55.3;191.0;9.2;55.3
4078;Total sales;15411000 Vegetable and animal oils and f;2007 October;195.8;2.5;50.3;195.8;2.5;50.3
4079;Total sales;15411000 Vegetable and animal oils and f;2007 November;203.2;3.8;53.6;203.2;3.8;53.6
4080;Total sales;15411000 Vegetable and animal oils and f;2007 December;213.6;5.1;57.8;213.6;5.1;57.8
4081;Total sales;15411000 Vegetable and animal oils and f;2007;167.6;;31.9;167.6;;31.9
4082;Total sales;15411000 Vegetable and animal oils and f;2008 January;238.4;11.6;76.3;238.4;11.6;76.3
4083;Total sales;15411000 Vegetable and animal oils and f;2008 February;243.7;2.2;78.6;243.7;2.2;78.6
4084;Total sales;15411000 Vegetable and animal oils and f;2008 March;242.9;-0.3;76.9;242.9;-0.3;76.9
4085;Total sales;15411000 Vegetable and animal oils and f;2008 April;245.8;1.2;71.0;245.8;1.2;71.0
4086;Total sales;15411000 Vegetable and animal oils and f;2008 May;258.1;5.0;69.7;258.1;5.0;69.7
4087;Total sales;15411000 Vegetable and animal oils and f;2008 June;250.9;-2.8;58.5;250.9;-2.8;58.5
4088;Total sales;15411000 Vegetable and animal oils and f;2008 July;257.0;2.4;51.8;257.0;2.4;51.8
4089;Total sales;15411000 Vegetable and animal oils and f;2008 August;234.0;-8.9;33.8;234.0;-8.9;33.8
4090;Total sales;15411000 Vegetable and animal oils and f;2008 September;217.1;-7.3;13.7;217.1;-7.3;13.7
4091;Total sales;15411000 Vegetable and animal oils and f;2008 October;194.5;-10.4;-0.7;194.5;-10.4;-0.7
4092;Total sales;15411000 Vegetable and animal oils and f;2008 November;180.2;-7.4;-11.3;180.2;-7.4;-11.3
4093;Total sales;15411000 Vegetable and animal oils and f;2008 December;162.9;-9.6;-23.8;162.9;-9.6;-23.8
4094;Total sales;15411000 Vegetable and animal oils and f;2008;227.1;;35.5;227.1;;35.5
4095;Total sales;15413000 Oil-cake and other solid residu;2000 January;84.5;;;84.5;;
4096;Total sales;15413000 Oil-cake and other solid residu;2000 February;90.9;7.6;;90.9;7.6;
4097;Total sales;15413000 Oil-cake and other solid residu;2000 March;93.3;2.6;;93.3;2.6;
4098;Total sales;15413000 Oil-cake and other solid residu;2000 April;95.9;2.8;;95.9;2.8;
4099;Total sales;15413000 Oil-cake and other solid residu;2000 May;100.6;4.9;;100.6;4.9;
4100;Total sales;15413000 Oil-cake and other solid residu;2000 June;96.4;-4.2;;96.4;-4.2;
4101;Total sales;15413000 Oil-cake and other solid residu;2000 July;92.7;-3.8;;92.7;-3.8;
4102;Total sales;15413000 Oil-cake and other solid residu;2000 August;98.9;6.7;;98.9;6.7;
4103;Total sales;15413000 Oil-cake and other solid residu;2000 September;104.6;5.7;;104.6;5.7;
4104;Total sales;15413000 Oil-cake and other solid residu;2000 October;109.7;4.9;;109.7;4.9;
4105;Total sales;15413000 Oil-cake and other solid residu;2000 November;114.7;4.6;;114.7;4.6;
4106;Total sales;15413000 Oil-cake and other solid residu;2000 December;117.8;2.7;;117.8;2.7;
4107;Total sales;15413000 Oil-cake and other solid residu;2000;100.0;;;100.0;;
4108;Total sales;15413000 Oil-cake and other solid residu;2001 January;111.5;-5.3;32.0;111.5;-5.3;32.0
4109;Total sales;15413000 Oil-cake and other solid residu;2001 February;107.9;-3.3;18.7;107.9;-3.3;18.7
4110;Total sales;15413000 Oil-cake and other solid residu;2001 March;106.2;-1.5;13.9;106.2;-1.5;13.9
4111;Total sales;15413000 Oil-cake and other solid residu;2001 April;106.6;0.3;11.2;106.6;0.3;11.2
4112;Total sales;15413000 Oil-cake and other solid residu;2001 May;107.2;0.6;6.6;107.2;0.6;6.6
4113;Total sales;15413000 Oil-cake and other solid residu;2001 June;108.4;1.1;12.5;108.4;1.1;12.5
4114;Total sales;15413000 Oil-cake and other solid residu;2001 July;108.9;0.5;17.5;108.9;0.5;17.5
4115;Total sales;15413000 Oil-cake and other solid residu;2001 August;104.5;-4.0;5.7;104.5;-4.0;5.7
4116;Total sales;15413000 Oil-cake and other solid residu;2001 September;103.6;-0.9;-0.9;103.6;-0.9;-0.9
4117;Total sales;15413000 Oil-cake and other solid residu;2001 October;105.2;1.5;-4.1;105.2;1.5;-4.1
4118;Total sales;15413000 Oil-cake and other solid residu;2001 November;104.0;-1.1;-9.4;104.0;-1.1;-9.4
4119;Total sales;15413000 Oil-cake and other solid residu;2001 December;99.8;-4.0;-15.3;99.8;-4.0;-15.3
4120;Total sales;15413000 Oil-cake and other solid residu;2001;106.2;;6.2;106.2;;6.2
4121;Total sales;15413000 Oil-cake and other solid residu;2002 January;95.8;-4.1;-14.2;95.8;-4.1;-14.2
4122;Total sales;15413000 Oil-cake and other solid residu;2002 February;96.8;1.1;-10.3;96.8;1.1;-10.3
4123;Total sales;15413000 Oil-cake and other solid residu;2002 March;101.3;4.7;-4.6;101.3;4.7;-4.6
4124;Total sales;15413000 Oil-cake and other solid residu;2002 April;99.5;-1.8;-6.6;99.5;-1.8;-6.6
4125;Total sales;15413000 Oil-cake and other solid residu;2002 May;98.4;-1.2;-8.3;98.4;-1.2;-8.3
4126;Total sales;15413000 Oil-cake and other solid residu;2002 June;94.6;-3.8;-12.8;94.6;-3.8;-12.8
4127;Total sales;15413000 Oil-cake and other solid residu;2002 July;94.3;-0.3;-13.5;94.3;-0.3;-13.5
4128;Total sales;15413000 Oil-cake and other solid residu;2002 August;94.6;0.3;-9.6;94.6;0.3;-9.6
4129;Total sales;15413000 Oil-cake and other solid residu;2002 September;98.6;4.3;-4.9;98.6;4.3;-4.9
4130;Total sales;15413000 Oil-cake and other solid residu;2002 October;93.0;-5.6;-11.6;93.0;-5.6;-11.6
4131;Total sales;15413000 Oil-cake and other solid residu;2002 November;92.2;-0.8;-11.3;92.2;-0.8;-11.3
4132;Total sales;15413000 Oil-cake and other solid residu;2002 December;91.3;-1.1;-8.6;91.3;-1.1;-8.6
4133;Total sales;15413000 Oil-cake and other solid residu;2002;95.9;;-9.7;95.9;;-9.7
4134;Total sales;15413000 Oil-cake and other solid residu;2003 January;88.2;-3.4;-7.9;88.2;-3.4;-7.9
4135;Total sales;15413000 Oil-cake and other solid residu;2003 February;88.9;0.8;-8.1;88.9;0.8;-8.1
4136;Total sales;15413000 Oil-cake and other solid residu;2003 March;87.1;-2.1;-14.1;87.1;-2.1;-14.1
4137;Total sales;15413000 Oil-cake and other solid residu;2003 April;88.7;1.9;-10.9;88.7;1.9;-10.9
4138;Total sales;15413000 Oil-cake and other solid residu;2003 May;78.0;-12.1;-20.7;78.0;-12.1;-20.7
4139;Total sales;15413000 Oil-cake and other solid residu;2003 June;86.9;11.4;-8.2;86.9;11.4;-8.2
4140;Total sales;15413000 Oil-cake and other solid residu;2003 July;83.7;-3.6;-11.2;83.7;-3.6;-11.2
4141;Total sales;15413000 Oil-cake and other solid residu;2003 August;87.3;4.3;-7.6;87.3;4.3;-7.6
4142;Total sales;15413000 Oil-cake and other solid residu;2003 September;92.5;5.9;-6.2;92.5;5.9;-6.2
