ID;Huishoudenskenmerken;Perioden;MedianeKoopkrachtontwikkeling_1;PersonenMetKoopkrachtdaling_2;PersonenMetKoopkrachtstijging_3;k_20ePercentiel_4;k_40ePercentiel_5;k_60ePercentiel_6;k_80ePercentiel_7
256;Bron: Inkomen als zelfstandige (totaal);2016;5.2;37.1;62.9;-10.0;1.2;10.0;27.0
257;Bron: Inkomen als zelfstandige (totaal);2017;3.0;42.6;57.4;-12.1;-1.0;7.8;24.5
258;Bron: Inkomen als zelfstandige (totaal);2018;2.2;44.4;55.6;-13.5;-1.6;6.8;22.0
259;Bron: Inkomen als zelfstandige (totaal);2019;2.8;42.9;57.1;-12.5;-1.1;7.4;24.0
260;Bron: Inkomen als zelfstandige (totaal);2020;3.2;42.4;57.6;-15.4;-1.1;7.9;23.5
261;Bron: Inkomen als zelfstandige (totaal);2021;2.4;43.8;56.2;-12.9;-1.4;6.9;22.5
262;Bron: Inkomen als zelfstandige (totaal);2022;-1.4;53.4;46.6;-16.5;-5.1;3.0;18.3
263;Bron: Inkomen als zelfstandige (totaal);2023;-1.8;56.4;43.6;-14.5;-4.8;1.0;10.3
264;Bron: Inkomen als zelfstandig ondernemer;2012;-2.3;54.8;45.2;-20.1;-7.2;2.7;18.2
265;Bron: Inkomen als zelfstandig ondernemer;2013;-2.4;54.9;45.1;-19.5;-7.1;2.7;18.7
266;Bron: Inkomen als zelfstandig ondernemer;2014;3.8;42.1;57.9;-13.4;-1.0;9.1;25.8
267;Bron: Inkomen als zelfstandig ondernemer;2015;3.5;42.6;57.4;-13.4;-1.2;8.6;24.8
268;Bron: Inkomen als zelfstandig ondernemer;2016;5.4;38.5;61.5;-11.3;0.7;10.4;26.4
269;Bron: Inkomen als zelfstandig ondernemer;2017;3.1;43.1;56.9;-12.7;-1.4;8.0;23.7
270;Bron: Inkomen als zelfstandig ondernemer;2018;2.9;43.4;56.6;-12.9;-1.5;7.6;22.3
271;Bron: Inkomen als zelfstandig ondernemer;2019;2.3;44.7;55.3;-13.4;-2.0;6.8;20.8
272;Bron: Inkomen als zelfstandig ondernemer;2020;4.3;40.9;59.1;-13.0;-0.4;9.4;24.8
273;Bron: Inkomen als zelfstandig ondernemer;2021;2.7;43.7;56.3;-12.5;-1.6;7.5;22.9
274;Bron: Inkomen als zelfstandig ondernemer;2022;-1.3;52.9;47.1;-16.4;-5.5;3.4;18.1
275;Bron: Inkomen als zelfstandig ondernemer;2023;-1.2;54.6;45.4;-15.5;-4.5;1.5;10.6
276;Bron: Inkomen als dir.-grootaandeelh.;2012;-1.1;54.0;46.0;-15.3;-3.7;1.9;14.6
277;Bron: Inkomen als dir.-grootaandeelh.;2013;-3.7;62.1;37.9;-18.4;-6.5;-0.7;10.9
278;Bron: Inkomen als dir.-grootaandeelh.;2014;4.8;35.6;64.4;-7.6;1.3;10.5;54.1
279;Bron: Inkomen als dir.-grootaandeelh.;2015;-1.4;54.0;46.0;-36.0;-6.4;1.6;10.7
280;Bron: Inkomen als dir.-grootaandeelh.;2016;5.2;32.1;67.9;-5.1;2.1;9.3;28.7
281;Bron: Inkomen als dir.-grootaandeelh.;2017;3.1;40.0;60.0;-8.5;0.0;7.6;26.7
282;Bron: Inkomen als dir.-grootaandeelh.;2018;1.3;45.6;54.4;-13.2;-1.4;5.1;20.9
283;Bron: Inkomen als dir.-grootaandeelh.;2019;4.4;37.3;62.7;-7.5;0.8;9.6;41.3
284;Bron: Inkomen als dir.-grootaandeelh.;2020;1.6;44.9;55.1;-23.4;-2.2;5.1;19.0
285;Bron: Inkomen als dir.-grootaandeelh.;2021;2.1;42.5;57.5;-11.1;-0.7;5.9;21.2
286;Bron: Inkomen als dir.-grootaandeelh.;2022;-1.0;53.0;47.0;-13.1;-3.9;2.9;19.4
287;Bron: Inkomen als dir.-grootaandeelh.;2023;-2.9;61.1;38.9;-11.2;-5.1;-0.3;8.3
288;Bron: Inkomen als overige zelfstandige;2012;-1.0;54.2;45.8;-11.2;-3.2;1.7;11.1
289;Bron: Inkomen als overige zelfstandige;2013;-2.9;60.8;39.2;-12.8;-5.2;-0.3;9.6
290;Bron: Inkomen als overige zelfstandige;2014;2.1;41.6;58.4;-8.3;-0.4;5.0;17.3
291;Bron: Inkomen als overige zelfstandige;2015;3.3;36.8;63.2;-7.5;0.8;6.6;19.4
292;Bron: Inkomen als overige zelfstandige;2016;3.7;35.4;64.6;-7.4;1.2;6.8;20.0
293;Bron: Inkomen als overige zelfstandige;2017;1.4;44.3;55.7;-8.2;-0.9;4.6;17.3
294;Bron: Inkomen als overige zelfstandige;2018;1.2;44.8;55.2;-8.2;-1.0;4.0;14.9
295;Bron: Inkomen als overige zelfstandige;2019;1.9;40.6;59.4;-7.5;-0.2;4.7;14.8
296;Bron: Inkomen als overige zelfstandige;2020;3.9;32.5;67.5;-6.1;1.7;7.0;19.2
297;Bron: Inkomen als overige zelfstandige;2021;2.5;39.1;60.9;-6.8;0.2;5.5;17.2
298;Bron: Inkomen als overige zelfstandige;2022;-0.9;53.0;47.0;-10.0;-3.3;2.3;14.3
299;Bron: Inkomen als overige zelfstandige;2023;-1.5;56.5;43.5;-8.6;-3.6;1.0;10.7
300;Bron: Overdrachtsinkomen;2012;-1.3;67.1;32.9;-5.9;-1.9;-0.7;3.0
301;Bron: Overdrachtsinkomen;2013;-2.5;73.1;26.9;-8.0;-3.7;-1.6;1.7
302;Bron: Overdrachtsinkomen;2014;1.0;38.0;62.0;-4.0;0.2;1.7;5.5
303;Bron: Overdrachtsinkomen;2015;0.3;45.8;54.2;-4.2;-0.4;0.9;4.4
304;Bron: Overdrachtsinkomen;2016;1.0;36.9;63.1;-3.4;0.3;1.5;4.8
305;Bron: Overdrachtsinkomen;2017;0.0;49.7;50.3;-3.8;-0.6;0.5;3.8
306;Bron: Overdrachtsinkomen;2018;-0.3;58.3;41.7;-3.4;-0.7;0.1;3.5
307;Bron: Overdrachtsinkomen;2019;0.7;31.9;68.1;-2.0;0.3;1.1;4.5
308;Bron: Overdrachtsinkomen;2020;1.3;28.3;71.7;-2.6;0.9;1.7;4.6
309;Bron: Overdrachtsinkomen;2021;-0.2;55.6;44.4;-2.9;-0.5;0.2;4.8
310;Bron: Overdrachtsinkomen;2022;-2.6;62.6;37.4;-5.2;-3.2;-0.9;4.8
311;Bron: Overdrachtsinkomen;2023;-0.1;51.0;49.0;-4.1;-1.0;0.8;4.2
312;Bron: Uitkering inkomensverzekering;2012;-1.2;67.4;32.6;-5.2;-1.8;-0.6;2.6
313;Bron: Uitkering inkomensverzekering;2013;-2.8;75.2;24.8;-7.7;-3.8;-1.8;1.0
314;Bron: Uitkering inkomensverzekering;2014;0.8;38.8;61.2;-3.7;0.1;1.5;4.6
315;Bron: Uitkering inkomensverzekering;2015;0.1;47.6;52.4;-3.8;-0.5;0.7;3.6
316;Bron: Uitkering inkomensverzekering;2016;0.9;37.8;62.2;-3.1;0.2;1.4;4.0
317;Bron: Uitkering inkomensverzekering;2017;-0.1;52.7;47.3;-3.7;-0.7;0.4;3.0
318;Bron: Uitkering inkomensverzekering;2018;-0.3;59.7;40.3;-3.2;-0.7;0.0;2.9
319;Bron: Uitkering inkomensverzekering;2019;0.7;31.5;68.5;-1.8;0.4;1.1;4.0
320;Bron: Uitkering inkomensverzekering;2020;1.2;28.6;71.4;-2.6;0.8;1.6;4.0
321;Bron: Uitkering inkomensverzekering;2021;-0.3;57.4;42.6;-2.8;-0.6;0.1;4.0
322;Bron: Uitkering inkomensverzekering;2022;-2.9;69.4;30.6;-5.5;-3.4;-2.2;3.3
323;Bron: Uitkering inkomensverzekering;2023;-0.4;54.9;45.1;-4.3;-1.3;0.4;3.2
324;Bron: Uitkering werkloosheid;2012;-1.6;57.5;42.5;-12.8;-4.0;0.6;7.6
325;Bron: Uitkering werkloosheid;2013;-1.5;55.8;44.2;-13.5;-4.2;1.1;8.8
326;Bron: Uitkering werkloosheid;2014;0.3;49.0;51.0;-12.2;-2.6;2.7;10.5
327;Bron: Uitkering werkloosheid;2015;0.6;47.1;52.9;-11.0;-1.8;2.9;11.2
328;Bron: Uitkering werkloosheid;2016;1.6;42.8;57.2;-10.1;-0.7;3.8;11.9
329;Bron: Uitkering werkloosheid;2017;0.6;46.8;53.2;-10.5;-1.4;2.9;12.0
330;Bron: Uitkering werkloosheid;2018;0.8;45.2;54.8;-9.9;-1.0;3.0;11.8
331;Bron: Uitkering werkloosheid;2019;1.3;43.6;56.4;-10.4;-0.9;3.6;12.1
332;Bron: Uitkering werkloosheid;2020;1.7;44.0;56.0;-12.5;-1.3;4.1;12.9
333;Bron: Uitkering werkloosheid;2021;1.4;45.2;54.8;-14.0;-1.8;4.7;14.3
334;Bron: Uitkering werkloosheid;2022;0.1;49.5;50.5;-15.8;-3.3;2.9;11.5
335;Bron: Uitkering werkloosheid;2023;1.4;46.1;53.9;-14.2;-2.5;4.6;12.6
336;Bron: Uitkering arbeidsongeschiktheid;2012;-1.3;64.2;35.8;-8.0;-2.3;-0.5;4.5
337;Bron: Uitkering arbeidsongeschiktheid;2013;-1.7;64.4;35.6;-8.6;-2.8;-0.7;4.7
338;Bron: Uitkering arbeidsongeschiktheid;2014;0.9;41.6;58.4;-5.7;-0.2;1.8;7.9
339;Bron: Uitkering arbeidsongeschiktheid;2015;0.5;45.0;55.0;-5.8;-0.5;1.4;8.1
340;Bron: Uitkering arbeidsongeschiktheid;2016;1.3;33.4;66.6;-4.3;0.7;2.4;8.7
341;Bron: Uitkering arbeidsongeschiktheid;2017;0.3;45.8;54.2;-5.4;-0.4;1.2;7.5
342;Bron: Uitkering arbeidsongeschiktheid;2018;0.1;48.4;51.6;-5.3;-0.4;0.9;7.3
343;Bron: Uitkering arbeidsongeschiktheid;2019;1.0;33.3;66.7;-4.1;0.4;1.9;8.2
344;Bron: Uitkering arbeidsongeschiktheid;2020;1.7;29.9;70.1;-4.2;1.3;2.6;9.1
345;Bron: Uitkering arbeidsongeschiktheid;2021;0.2;44.6;55.4;-6.0;-0.2;1.1;7.5
346;Bron: Uitkering arbeidsongeschiktheid;2022;-0.7;52.6;47.4;-6.6;-2.3;2.2;6.8
347;Bron: Uitkering arbeidsongeschiktheid;2023;2.3;31.5;68.5;-3.4;1.2;3.6;9.0
348;Bron: Uitkering pensioen;2012;-1.2;68.5;31.5;-4.6;-1.7;-0.7;2.1
349;Bron: Uitkering pensioen;2013;-2.9;77.6;22.4;-7.3;-3.8;-2.0;0.5
350;Bron: Uitkering pensioen;2014;0.8;37.9;62.1;-3.0;0.2;1.4;4.0
351;Bron: Uitkering pensioen;2015;0.1;47.7;52.3;-3.2;-0.5;0.7;2.9
352;Bron: Uitkering pensioen;2016;0.8;37.9;62.1;-2.7;0.2;1.3;3.3
353;Bron: Uitkering pensioen;2017;-0.2;53.6;46.4;-3.2;-0.7;0.3;2.3
354;Bron: Uitkering pensioen;2018;-0.4;61.4;38.6;-2.7;-0.7;0.0;2.3
355;Bron: Uitkering pensioen;2019;0.7;30.7;69.3;-1.4;0.4;1.0;3.5
356;Bron: Uitkering pensioen;2020;1.1;27.6;72.4;-2.0;0.8;1.5;3.3
357;Bron: Uitkering pensioen;2021;-0.3;59.0;41.0;-2.3;-0.6;0.0;3.3
358;Bron: Uitkering pensioen;2022;-3.0;71.5;28.5;-5.2;-3.4;-2.4;2.7
359;Bron: Uitkering pensioen;2023;-0.6;57.6;42.4;-4.3;-1.4;0.2;2.5
360;Bron: Uitkering sociale voorziening;2012;-1.6;66.7;33.3;-7.6;-2.4;-1.0;4.6
361;Bron: Uitkering sociale voorziening;2013;-1.5;64.3;35.7;-8.0;-2.0;-0.7;5.4
362;Bron: Uitkering sociale voorziening;2014;2.0;29.1;70.9;-3.2;1.4;2.9;10.3
363;Bron: Uitkering sociale voorziening;2015;1.1;33.7;66.3;-4.0;0.5;2.1;8.4
364;Bron: Uitkering sociale voorziening;2016;1.4;28.3;71.7;-3.0;1.1;2.3;8.2
365;Bron: Uitkering sociale voorziening;2017;0.7;32.3;67.7;-2.7;0.3;1.6;7.3
366;Bron: Uitkering sociale voorziening;2018;0.0;50.7;49.3;-3.5;-0.4;0.7;6.3
367;Bron: Uitkering sociale voorziening;2019;0.7;31.5;68.5;-2.2;0.3;1.4;6.8
368;Bron: Uitkering sociale voorziening;2020;1.7;24.1;75.9;-1.4;1.4;2.1;7.0
369;Bron: Uitkering sociale voorziening;2021;0.2;46.6;53.4;-2.0;-0.2;1.6;7.9
370;Bron: Uitkering sociale voorziening;2022;4.5;22.9;77.1;-1.3;3.2;5.3;8.4
371;Bron: Uitkering sociale voorziening;2023;2.2;27.4;72.6;-1.2;1.2;3.7;8.6
372;Bron: Uitkering bijstand;2012;-1.8;67.1;32.9;-7.9;-2.6;-1.1;4.4
373;Bron: Uitkering bijstand;2013;-1.5;63.3;36.7;-8.0;-2.0;-0.5;5.5
374;Bron: Uitkering bijstand;2014;2.1;27.9;72.1;-3.0;1.6;3.1;10.5
375;Bron: Uitkering bijstand;2015;1.2;32.2;67.8;-3.8;0.7;2.3;8.4
376;Bron: Uitkering bijstand;2016;1.5;27.5;72.5;-2.8;1.1;2.5;8.3
377;Bron: Uitkering bijstand;2017;0.8;30.1;69.9;-2.4;0.4;1.8;7.5
378;Bron: Uitkering bijstand;2018;0.0;50.1;49.9;-3.2;-0.4;0.9;6.6
379;Bron: Uitkering bijstand;2019;0.8;31.3;68.7;-2.2;0.3;1.6;7.1
380;Bron: Uitkering bijstand;2020;1.7;24.4;75.6;-1.5;1.4;2.2;7.2
381;Bron: Uitkering bijstand;2021;0.3;47.4;52.6;-1.7;-0.3;1.9;8.2
382;Bron: Uitkering bijstand;2022;4.7;20.2;79.8;-0.1;3.5;5.5;8.8
383;Bron: Uitkering bijstand;2023;2.2;28.1;71.9;-1.2;1.1;3.9;9.1
384;Bron: Uitk. sociale voorziening, overig;2012;-1.2;66.3;33.7;-5.8;-1.8;-0.7;4.7
385;Bron: Uitk. sociale voorziening, overig;2013;-1.8;68.3;31.7;-7.0;-2.2;-1.2;4.4
386;Bron: Uitk. sociale voorziening, overig;2014;1.3;32.3;67.7;-3.4;0.7;2.0;8.9
387;Bron: Uitk. sociale voorziening, overig;2015;0.6;38.4;61.6;-3.8;0.1;1.3;7.9
388;Bron: Uitk. sociale voorziening, overig;2016;1.2;29.5;70.5;-3.0;0.9;1.8;7.5
389;Bron: Uitk. sociale voorziening, overig;2017;0.4;39.2;60.8;-3.1;0.0;0.8;6.2
390;Bron: Uitk. sociale voorziening, overig;2018;-0.1;52.9;47.1;-4.0;-0.5;0.2;4.9
391;Bron: Uitk. sociale voorziening, overig;2019;0.5;31.7;68.3;-1.9;0.3;0.9;5.2
392;Bron: Uitk. sociale voorziening, overig;2020;1.8;22.3;77.7;-0.8;1.5;2.0;5.9
393;Bron: Uitk. sociale voorziening, overig;2021;0.2;44.3;55.7;-3.1;-0.1;0.7;6.7
394;Bron: Uitk. sociale voorziening, overig;2022;3.8;30.1;69.9;-2.7;2.5;4.9;7.4
395;Bron: Uitk. sociale voorziening, overig;2023;2.2;25.2;74.8;-0.9;1.5;3.2;6.9
396;Bron: Studiefinanciering;2012;-5.0;61.2;38.8;-32.1;-11.3;-0.9;19.3
397;Bron: Studiefinanciering;2013;1.0;48.2;51.8;-27.7;-6.3;6.3;25.2
398;Bron: Studiefinanciering;2014;-2.0;55.4;44.6;-28.2;-7.1;2.4;23.2
399;Bron: Studiefinanciering;2015;0.1;49.8;50.2;-30.1;-8.3;4.2;24.4
400;Bron: Studiefinanciering;2016;-1.1;52.4;47.6;-31.7;-9.5;2.5;24.3
401;Bron: Studiefinanciering;2017;-4.9;58.3;41.7;-36.3;-14.1;0.8;21.7
402;Bron: Studiefinanciering;2018;-2.2;56.1;43.9;-34.7;-10.3;1.4;21.9
403;Bron: Studiefinanciering;2019;-2.2;57.8;42.2;-28.0;-7.1;1.2;24.0
404;Bron: Studiefinanciering;2020;0.4;48.7;51.3;-24.4;-4.2;3.4;24.7
405;Bron: Studiefinanciering;2021;0.2;48.8;51.2;-19.7;-2.9;5.9;31.1
406;Bron: Studiefinanciering;2022;-0.4;50.9;49.1;-21.0;-4.5;5.5;27.6
407;Bron: Studiefinanciering;2023;8.6;36.2;63.8;-16.4;2.6;15.8;43.8
408;Woningbezit: eigen woning;2012;-0.8;55.7;44.3;-8.7;-2.4;0.8;6.9
409;Woningbezit: eigen woning;2013;-0.5;52.6;47.4;-8.5;-2.3;1.4;7.8
410;Woningbezit: eigen woning;2014;2.2;36.6;63.4;-5.7;0.6;4.1;11.2
411;Woningbezit: eigen woning;2015;1.6;39.6;60.4;-6.3;0.1;3.6;10.7
412;Woningbezit: eigen woning;2016;3.5;32.2;67.8;-4.1;1.4;5.7;13.3
413;Woningbezit: eigen woning;2017;0.7;45.0;55.0;-6.3;-0.7;2.8;10.7
414;Woningbezit: eigen woning;2018;0.9;44.3;55.7;-6.1;-0.5;3.0;10.8
415;Woningbezit: eigen woning;2019;1.8;36.6;63.4;-5.3;0.4;3.8;11.6
416;Woningbezit: eigen woning;2020;2.8;32.8;67.2;-5.4;1.1;5.1;12.7
417;Woningbezit: eigen woning;2021;1.6;40.9;59.1;-5.7;-0.1;3.9;12.3
418;Woningbezit: eigen woning;2022;-1.7;58.0;42.0;-8.7;-3.3;0.5;8.3
419;Woningbezit: eigen woning;2023;-0.3;51.9;48.1;-7.3;-1.8;1.4;7.7
420;Woningbezit: huurwoning;2012;-1.4;62.2;37.8;-9.5;-2.5;-0.4;6.6
421;Woningbezit: huurwoning;2013;-1.9;63.0;37.0;-10.4;-3.5;-0.5;6.9
422;Woningbezit: huurwoning;2014;1.4;38.1;61.9;-6.3;0.2;2.7;11.3
423;Woningbezit: huurwoning;2015;1.0;40.8;59.2;-5.9;-0.1;2.4;11.7
424;Woningbezit: huurwoning;2016;2.0;31.2;68.8;-4.3;1.1;4.2;13.6
425;Woningbezit: huurwoning;2017;0.6;41.4;58.6;-5.3;-0.1;2.0;11.9
426;Woningbezit: huurwoning;2018;0.1;48.0;52.0;-5.3;-0.4;1.8;11.9
427;Woningbezit: huurwoning;2019;1.2;32.3;67.7;-4.2;0.6;2.9;12.7
428;Woningbezit: huurwoning;2020;2.1;28.5;71.5;-4.1;1.4;4.0;13.6
429;Woningbezit: huurwoning;2021;0.8;42.8;57.2;-4.4;-0.2;3.1;13.5
430;Woningbezit: huurwoning;2022;0.7;47.7;52.3;-6.2;-2.0;3.4;11.6
431;Woningbezit: huurwoning;2023;1.5;38.8;61.2;-5.0;0.2;3.5;12.4
432;Woningbezit: huurwoning geen huurtoeslag;2012;-1.1;59.7;40.3;-9.0;-2.3;0.1;6.9
433;Woningbezit: huurwoning geen huurtoeslag;2013;-2.3;62.2;37.8;-10.0;-4.0;-0.5;7.1
434;Woningbezit: huurwoning geen huurtoeslag;2014;1.0;41.4;58.6;-6.6;-0.2;2.7;11.0
435;Woningbezit: huurwoning geen huurtoeslag;2015;0.5;45.8;54.2;-6.5;-0.6;2.4;11.5
436;Woningbezit: huurwoning geen huurtoeslag;2016;2.4;33.1;66.9;-4.3;0.9;5.0;14.7
437;Woningbezit: huurwoning geen huurtoeslag;2017;0.1;48.4;51.6;-6.0;-0.7;2.0;12.3
438;Woningbezit: huurwoning geen huurtoeslag;2018;0.2;47.7;52.3;-5.6;-0.6;2.3;12.6
439;Woningbezit: huurwoning geen huurtoeslag;2019;1.7;31.7;68.3;-4.3;0.8;3.8;13.7
440;Woningbezit: huurwoning geen huurtoeslag;2020;2.6;29.3;70.7;-4.5;1.2;5.1;15.1
441;Woningbezit: huurwoning geen huurtoeslag;2021;1.6;40.2;59.8;-4.8;0.0;4.0;14.7
442;Woningbezit: huurwoning geen huurtoeslag;2022;-1.1;54.5;45.5;-7.5;-2.7;1.6;11.8
443;Woningbezit: huurwoning geen huurtoeslag;2023;1.2;42.3;57.7;-6.5;-0.4;3.1;11.6
444;Woningbezit: huurwoning met huurtoeslag;2012;-1.7;69.5;30.5;-8.4;-2.5;-1.1;3.6
445;Woningbezit: huurwoning met huurtoeslag;2013;-1.5;66.4;33.6;-7.6;-2.2;-0.7;4.3
446;Woningbezit: huurwoning met huurtoeslag;2014;1.5;32.7;67.3;-4.2;0.8;2.2;7.3
447;Woningbezit: huurwoning met huurtoeslag;2015;1.2;32.9;67.1;-3.4;0.6;2.0;9.0
448;Woningbezit: huurwoning met huurtoeslag;2016;1.7;27.0;73.0;-2.8;1.3;2.5;8.6
449;Woningbezit: huurwoning met huurtoeslag;2017;0.7;31.7;68.3;-3.1;0.4;1.3;7.7
450;Woningbezit: huurwoning met huurtoeslag;2018;0.0;50.9;49.1;-3.9;-0.4;0.5;7.1
451;Woningbezit: huurwoning met huurtoeslag;2019;0.8;32.6;67.4;-3.1;0.3;1.3;7.5
452;Woningbezit: huurwoning met huurtoeslag;2020;1.7;26.5;73.5;-2.7;1.4;2.3;8.7
453;Woningbezit: huurwoning met huurtoeslag;2021;0.1;47.9;52.1;-3.0;-0.3;1.1;8.5
454;Woningbezit: huurwoning met huurtoeslag;2022;2.5;39.7;60.3;-3.7;0.1;4.1;8.5
455;Woningbezit: huurwoning met huurtoeslag;2023;1.6;34.6;65.4;-2.7;0.5;3.3;10.7
456;Gestandaardiseerd inkomen: 1e 10%-groep;2012;-1.8;63.0;37.0;-14.6;-3.6;-0.7;10.6
457;Gestandaardiseerd inkomen: 1e 10%-groep;2013;-1.5;59.7;40.3;-14.9;-3.0;0.1;12.2
458;Gestandaardiseerd inkomen: 1e 10%-groep;2014;1.8;38.1;61.9;-10.3;0.5;3.4;17.5
459;Gestandaardiseerd inkomen: 1e 10%-groep;2015;1.0;40.5;59.5;-10.2;-0.1;3.0;16.5
460;Gestandaardiseerd inkomen: 1e 10%-groep;2016;1.7;34.3;65.7;-8.6;1.0;3.8;16.2
461;Gestandaardiseerd inkomen: 1e 10%-groep;2017;0.7;38.6;61.4;-7.8;0.1;2.2;14.5
462;Gestandaardiseerd inkomen: 1e 10%-groep;2018;0.1;48.8;51.2;-7.2;-0.5;1.5;13.3
463;Gestandaardiseerd inkomen: 1e 10%-groep;2019;0.8;35.7;64.3;-6.1;0.3;2.1;12.7
464;Gestandaardiseerd inkomen: 1e 10%-groep;2020;1.8;30.1;69.9;-5.9;1.3;2.8;13.0
465;Gestandaardiseerd inkomen: 1e 10%-groep;2021;0.2;47.2;52.8;-5.8;-0.3;2.1;13.2
466;Gestandaardiseerd inkomen: 1e 10%-groep;2022;4.1;31.0;69.0;-4.6;2.4;5.5;13.7
467;Gestandaardiseerd inkomen: 1e 10%-groep;2023;1.7;37.1;62.9;-6.2;0.4;3.7;12.8
468;Gestandaardiseerd inkomen: 2e 10%-groep;2012;-1.5;64.8;35.2;-9.6;-2.4;-0.7;5.7
469;Gestandaardiseerd inkomen: 2e 10%-groep;2013;-1.5;62.4;37.6;-10.6;-2.7;-0.3;6.3
470;Gestandaardiseerd inkomen: 2e 10%-groep;2014;1.3;37.5;62.5;-6.6;0.3;2.4;10.2
471;Gestandaardiseerd inkomen: 2e 10%-groep;2015;0.9;40.3;59.7;-6.1;0.0;1.8;10.7
472;Gestandaardiseerd inkomen: 2e 10%-groep;2016;1.8;30.7;69.3;-4.7;1.2;3.1;11.9
473;Gestandaardiseerd inkomen: 2e 10%-groep;2017;0.6;38.7;61.3;-4.9;0.1;1.5;10.6
474;Gestandaardiseerd inkomen: 2e 10%-groep;2018;0.1;48.6;51.4;-4.6;-0.3;1.2;10.7
475;Gestandaardiseerd inkomen: 2e 10%-groep;2019;1.0;32.1;67.9;-3.9;0.5;1.9;10.8
476;Gestandaardiseerd inkomen: 2e 10%-groep;2020;1.8;28.1;71.9;-4.4;1.4;2.9;11.7
477;Gestandaardiseerd inkomen: 2e 10%-groep;2021;0.2;46.8;53.2;-4.6;-0.3;1.5;11.3
478;Gestandaardiseerd inkomen: 2e 10%-groep;2022;-0.9;53.2;46.8;-5.7;-2.5;1.8;8.7
479;Gestandaardiseerd inkomen: 2e 10%-groep;2023;0.8;42.4;57.6;-4.6;-0.2;2.2;9.7
480;Gestandaardiseerd inkomen: 3e 10%-groep;2012;-1.1;61.1;38.9;-8.4;-2.2;-0.1;5.5
481;Gestandaardiseerd inkomen: 3e 10%-groep;2013;-1.7;61.6;38.4;-9.0;-3.2;-0.3;5.5
482;Gestandaardiseerd inkomen: 3e 10%-groep;2014;1.2;38.8;61.2;-5.7;0.1;2.4;9.0
483;Gestandaardiseerd inkomen: 3e 10%-groep;2015;0.7;43.9;56.1;-5.7;-0.4;1.9;9.5
484;Gestandaardiseerd inkomen: 3e 10%-groep;2016;2.0;30.8;69.2;-3.8;1.1;4.2;12.0
485;Gestandaardiseerd inkomen: 3e 10%-groep;2017;0.5;43.9;56.1;-5.1;-0.3;1.7;10.0
486;Gestandaardiseerd inkomen: 3e 10%-groep;2018;0.2;47.1;52.9;-4.9;-0.4;1.7;10.3
487;Gestandaardiseerd inkomen: 3e 10%-groep;2019;1.1;33.4;66.6;-4.4;0.5;2.5;10.8
488;Gestandaardiseerd inkomen: 3e 10%-groep;2020;2.0;29.1;70.9;-4.2;1.2;3.9;12.2
489;Gestandaardiseerd inkomen: 3e 10%-groep;2021;0.6;44.2;55.8;-5.0;-0.3;2.4;11.4
490;Gestandaardiseerd inkomen: 3e 10%-groep;2022;-2.1;60.3;39.7;-7.2;-3.0;-0.1;8.6
491;Gestandaardiseerd inkomen: 3e 10%-groep;2023;0.7;45.1;54.9;-5.5;-0.7;2.4;10.3
492;Gestandaardiseerd inkomen: 4e 10%-groep;2012;-0.9;57.4;42.6;-8.4;-2.1;0.4;6.2
493;Gestandaardiseerd inkomen: 4e 10%-groep;2013;-1.3;58.2;41.8;-8.9;-3.0;0.3;6.4
494;Gestandaardiseerd inkomen: 4e 10%-groep;2014;1.7;37.5;62.5;-5.7;0.4;3.4;10.0
495;Gestandaardiseerd inkomen: 4e 10%-groep;2015;0.9;43.4;56.6;-6.2;-0.4;2.7;10.2
496;Gestandaardiseerd inkomen: 4e 10%-groep;2016;2.9;31.7;68.3;-4.1;1.1;5.3;13.3
497;Gestandaardiseerd inkomen: 4e 10%-groep;2017;0.5;45.3;54.7;-5.9;-0.5;2.3;10.9
498;Gestandaardiseerd inkomen: 4e 10%-groep;2018;0.5;45.5;54.5;-5.6;-0.5;2.5;11.3
499;Gestandaardiseerd inkomen: 4e 10%-groep;2019;1.4;34.9;65.1;-5.0;0.5;3.3;11.7
500;Gestandaardiseerd inkomen: 4e 10%-groep;2020;2.4;30.7;69.3;-4.8;1.1;4.8;13.3
501;Gestandaardiseerd inkomen: 4e 10%-groep;2021;1.1;42.7;57.3;-5.7;-0.3;3.3;12.4
502;Gestandaardiseerd inkomen: 4e 10%-groep;2022;-2.0;58.9;41.1;-7.9;-3.2;0.3;9.2
503;Gestandaardiseerd inkomen: 4e 10%-groep;2023;0.3;48.1;51.9;-6.3;-1.1;2.0;9.6
504;Gestandaardiseerd inkomen: 5e 10%-groep;2012;-0.8;55.7;44.3;-8.4;-2.1;0.7;6.6
505;Gestandaardiseerd inkomen: 5e 10%-groep;2013;-1.0;55.7;44.3;-8.6;-2.8;0.8;6.9
506;Gestandaardiseerd inkomen: 5e 10%-groep;2014;2.1;35.8;64.2;-5.4;0.7;4.0;10.4
507;Gestandaardiseerd inkomen: 5e 10%-groep;2015;1.3;40.6;59.4;-5.8;-0.1;3.2;10.4
508;Gestandaardiseerd inkomen: 5e 10%-groep;2016;3.6;31.2;68.8;-3.8;1.4;5.9;13.5
509;Gestandaardiseerd inkomen: 5e 10%-groep;2017;0.6;45.6;54.4;-6.0;-0.6;2.6;10.6
