ID;Uitkeringen;Perioden;SocialeUitkeringen_1
514;Bijdrage onderwijs in ac. ziekenhuizen;1996;211
515;Bijdrage onderwijs in ac. ziekenhuizen;1997;223
516;Bijdrage onderwijs in ac. ziekenhuizen;1998;241
517;Bijdrage onderwijs in ac. ziekenhuizen;1999;257
518;Bijdrage onderwijs in ac. ziekenhuizen;2000;270
519;Bijdrage onderwijs in ac. ziekenhuizen;2001;280
520;Bijdrage onderwijs in ac. ziekenhuizen;2002;323
521;Bijdrage onderwijs in ac. ziekenhuizen;2003;331
522;Bijdrage onderwijs in ac. ziekenhuizen;2004;335
523;Bijdrage onderwijs in ac. ziekenhuizen;2005;343
524;Bijdrage onderwijs in ac. ziekenhuizen;2006;346
525;Bijdrage onderwijs in ac. ziekenhuizen;2007;358
526;Bijdrage onderwijs in ac. ziekenhuizen;2008;371
527;Bijdrage onderwijs in ac. ziekenhuizen;2009;390
528;Bijdrage onderwijs in ac. ziekenhuizen;2010;378
529;Bijdrage onderwijs in ac. ziekenhuizen;2011;399
530;Bijdrage onderwijs in ac. ziekenhuizen;2012;395
531;Bijdrage onderwijs in ac. ziekenhuizen;2013;405
532;Bijdrage onderwijs in ac. ziekenhuizen;2014;418
533;Bijdrage onderwijs in ac. ziekenhuizen;2015;420
534;Bijdrage onderwijs in ac. ziekenhuizen;2016;444
535;Bijdrage onderwijs in ac. ziekenhuizen;2017;455
536;Bijdrage onderwijs in ac. ziekenhuizen;2018;456
537;Bijdrage onderwijs in ac. ziekenhuizen;2019;467
538;Bijdrage onderwijs in ac. ziekenhuizen;2020;480
539;Bijdrage onderwijs in ac. ziekenhuizen;2021;514
540;Bijdrage onderwijs in medische faculteit;1995;0
541;Bijdrage onderwijs in medische faculteit;1996;0
542;Bijdrage onderwijs in medische faculteit;1997;0
543;Bijdrage onderwijs in medische faculteit;1998;0
544;Bijdrage onderwijs in medische faculteit;1999;0
545;Bijdrage onderwijs in medische faculteit;2000;0
546;Bijdrage onderwijs in medische faculteit;2001;0
547;Bijdrage onderwijs in medische faculteit;2002;43
548;Bijdrage onderwijs in medische faculteit;2003;85
549;Bijdrage onderwijs in medische faculteit;2004;99
550;Bijdrage onderwijs in medische faculteit;2005;111
551;Bijdrage onderwijs in medische faculteit;2006;158
552;Bijdrage onderwijs in medische faculteit;2007;175
553;Bijdrage onderwijs in medische faculteit;2008;203
554;Bijdrage onderwijs in medische faculteit;2009;221
555;Bijdrage onderwijs in medische faculteit;2010;234
556;Bijdrage onderwijs in medische faculteit;2011;228
557;Bijdrage onderwijs in medische faculteit;2012;218
558;Bijdrage onderwijs in medische faculteit;2013;239
559;Bijdrage onderwijs in medische faculteit;2014;223
560;Bijdrage onderwijs in medische faculteit;2015;236
561;Bijdrage onderwijs in medische faculteit;2016;246
562;Bijdrage onderwijs in medische faculteit;2017;249
563;Bijdrage onderwijs in medische faculteit;2018;258
564;Bijdrage onderwijs in medische faculteit;2019;273
565;Bijdrage onderwijs in medische faculteit;2020;287
566;Bijdrage onderwijs in medische faculteit;2021;300
567;Bijdragen asielzoekers en minderheden;1995;270
568;Bijdragen asielzoekers en minderheden;1996;172
569;Bijdragen asielzoekers en minderheden;1997;207
570;Bijdragen asielzoekers en minderheden;1998;210
571;Bijdragen asielzoekers en minderheden;1999;263
572;Bijdragen asielzoekers en minderheden;2000;307
573;Bijdragen asielzoekers en minderheden;2001;307
574;Bijdragen asielzoekers en minderheden;2002;260
575;Bijdragen asielzoekers en minderheden;2003;152
576;Bijdragen asielzoekers en minderheden;2004;115
577;Bijdragen asielzoekers en minderheden;2005;90
578;Bijdragen asielzoekers en minderheden;2006;81
579;Bijdragen asielzoekers en minderheden;2007;108
580;Bijdragen asielzoekers en minderheden;2008;117
581;Bijdragen asielzoekers en minderheden;2009;134
582;Bijdragen asielzoekers en minderheden;2010;115
583;Bijdragen asielzoekers en minderheden;2011;101
584;Bijdragen asielzoekers en minderheden;2012;81
585;Bijdragen asielzoekers en minderheden;2013;76
586;Bijdragen asielzoekers en minderheden;2014;209
587;Bijdragen asielzoekers en minderheden;2015;349
588;Bijdragen asielzoekers en minderheden;2016;342
589;Bijdragen asielzoekers en minderheden;2017;326
590;Bijdragen asielzoekers en minderheden;2018;264
591;Bijdragen asielzoekers en minderheden;2019;273
592;Bijdragen asielzoekers en minderheden;2020;253
593;Bijdragen asielzoekers en minderheden;2021;287
594;Bijdragen oorlogsslachtoffers;1995;349
595;Bijdragen oorlogsslachtoffers;1996;348
596;Bijdragen oorlogsslachtoffers;1997;340
597;Bijdragen oorlogsslachtoffers;1998;346
598;Bijdragen oorlogsslachtoffers;1999;358
599;Bijdragen oorlogsslachtoffers;2000;356
600;Bijdragen oorlogsslachtoffers;2001;368
601;Bijdragen oorlogsslachtoffers;2002;386
602;Bijdragen oorlogsslachtoffers;2003;383
603;Bijdragen oorlogsslachtoffers;2004;384
604;Bijdragen oorlogsslachtoffers;2005;353
605;Bijdragen oorlogsslachtoffers;2006;346
606;Bijdragen oorlogsslachtoffers;2007;347
607;Bijdragen oorlogsslachtoffers;2008;338
608;Bijdragen oorlogsslachtoffers;2009;331
609;Bijdragen oorlogsslachtoffers;2010;326
610;Bijdragen oorlogsslachtoffers;2011;311
611;Bijdragen oorlogsslachtoffers;2012;301
612;Bijdragen oorlogsslachtoffers;2013;303
613;Bijdragen oorlogsslachtoffers;2014;279
614;Bijdragen oorlogsslachtoffers;2015;267
615;Bijdragen oorlogsslachtoffers;2016;258
616;Bijdragen oorlogsslachtoffers;2017;248
617;Bijdragen oorlogsslachtoffers;2018;235
618;Bijdragen oorlogsslachtoffers;2019;222
619;Bijdragen oorlogsslachtoffers;2020;208
620;Bijdragen oorlogsslachtoffers;2021;193
621;Bijstand;1995;4713
622;Bijstand;1996;4879
623;Bijstand;1997;4718
624;Bijstand;1998;4546
625;Bijstand;1999;4202
626;Bijstand;2000;4097
627;Bijstand;2001;4127
628;Bijstand;2002;4225
629;Bijstand;2003;4458
630;Bijstand;2004;4475
631;Bijstand;2005;4485
632;Bijstand;2006;4377
633;Bijstand;2007;4186
634;Bijstand;2008;4109
635;Bijstand;2009;4336
636;Bijstand;2010;4352
637;Bijstand;2011;4429
638;Bijstand;2012;4955
639;Bijstand;2013;5345
640;Bijstand;2014;5928
641;Bijstand;2015;5789
642;Bijstand;2016;6181
643;Bijstand;2017;6293
644;Bijstand;2018;6089
645;Bijstand;2019;5938
646;Bijstand;2020;6099
647;Bijstand;2021;6138
648;Coronavirus testbeleid;1995;0
649;Coronavirus testbeleid;1996;0
650;Coronavirus testbeleid;1997;0
651;Coronavirus testbeleid;1998;0
652;Coronavirus testbeleid;1999;0
653;Coronavirus testbeleid;2000;0
654;Coronavirus testbeleid;2001;0
655;Coronavirus testbeleid;2002;0
656;Coronavirus testbeleid;2003;0
657;Coronavirus testbeleid;2004;0
658;Coronavirus testbeleid;2005;0
659;Coronavirus testbeleid;2006;0
660;Coronavirus testbeleid;2007;0
661;Coronavirus testbeleid;2008;0
662;Coronavirus testbeleid;2009;0
663;Coronavirus testbeleid;2010;0
664;Coronavirus testbeleid;2011;0
665;Coronavirus testbeleid;2012;0
666;Coronavirus testbeleid;2013;0
667;Coronavirus testbeleid;2014;0
668;Coronavirus testbeleid;2015;0
669;Coronavirus testbeleid;2016;0
670;Coronavirus testbeleid;2017;0
671;Coronavirus testbeleid;2018;0
672;Coronavirus testbeleid;2019;0
673;Coronavirus testbeleid;2020;0
674;Coronavirus testbeleid;2021;1166
675;Geestelijke gezondheidszorg (GGZ);1995;25
676;Geestelijke gezondheidszorg (GGZ);1996;26
677;Geestelijke gezondheidszorg (GGZ);1997;29
678;Geestelijke gezondheidszorg (GGZ);1998;32
679;Geestelijke gezondheidszorg (GGZ);1999;36
680;Geestelijke gezondheidszorg (GGZ);2000;39
681;Geestelijke gezondheidszorg (GGZ);2001;58
682;Geestelijke gezondheidszorg (GGZ);2002;80
683;Geestelijke gezondheidszorg (GGZ);2003;82
684;Geestelijke gezondheidszorg (GGZ);2004;82
685;Geestelijke gezondheidszorg (GGZ);2005;74
686;Geestelijke gezondheidszorg (GGZ);2006;74
687;Geestelijke gezondheidszorg (GGZ);2007;77
688;Geestelijke gezondheidszorg (GGZ);2008;88
689;Geestelijke gezondheidszorg (GGZ);2009;82
690;Geestelijke gezondheidszorg (GGZ);2010;83
691;Geestelijke gezondheidszorg (GGZ);2011;86
692;Geestelijke gezondheidszorg (GGZ);2012;92
693;Geestelijke gezondheidszorg (GGZ);2013;98
694;Geestelijke gezondheidszorg (GGZ);2014;93
695;Geestelijke gezondheidszorg (GGZ);2015;92
696;Geestelijke gezondheidszorg (GGZ);2016;94
697;Geestelijke gezondheidszorg (GGZ);2017;111
698;Geestelijke gezondheidszorg (GGZ);2018;116
699;Geestelijke gezondheidszorg (GGZ);2019;121
700;Geestelijke gezondheidszorg (GGZ);2020;128
701;Geestelijke gezondheidszorg (GGZ);2021;67
702;Huurtoeslag;1995;924
703;Huurtoeslag;1996;1021
704;Huurtoeslag;1997;1185
705;Huurtoeslag;1998;1364
706;Huurtoeslag;1999;1459
707;Huurtoeslag;2000;1462
708;Huurtoeslag;2001;1505
709;Huurtoeslag;2002;1717
710;Huurtoeslag;2003;1603
711;Huurtoeslag;2004;1649
712;Huurtoeslag;2005;1686
713;Huurtoeslag;2006;2026
714;Huurtoeslag;2007;2148
715;Huurtoeslag;2008;2159
716;Huurtoeslag;2009;2135
717;Huurtoeslag;2010;2213
718;Huurtoeslag;2011;2311
719;Huurtoeslag;2012;2288
720;Huurtoeslag;2013;2435
721;Huurtoeslag;2014;2814
722;Huurtoeslag;2015;3094
723;Huurtoeslag;2016;3339
724;Huurtoeslag;2017;3434
725;Huurtoeslag;2018;3504
726;Huurtoeslag;2019;3551
727;Huurtoeslag;2020;3811
728;Huurtoeslag;2021;4001
729;Inkomensvoorz. Ouderen (IOAW/IOAZ);1995;232
730;Inkomensvoorz. Ouderen (IOAW/IOAZ);1996;236
731;Inkomensvoorz. Ouderen (IOAW/IOAZ);1997;247
732;Inkomensvoorz. Ouderen (IOAW/IOAZ);1998;244
733;Inkomensvoorz. Ouderen (IOAW/IOAZ);1999;263
734;Inkomensvoorz. Ouderen (IOAW/IOAZ);2000;270
735;Inkomensvoorz. Ouderen (IOAW/IOAZ);2001;239
736;Inkomensvoorz. Ouderen (IOAW/IOAZ);2002;251
737;Inkomensvoorz. Ouderen (IOAW/IOAZ);2003;233
738;Inkomensvoorz. Ouderen (IOAW/IOAZ);2004;191
739;Inkomensvoorz. Ouderen (IOAW/IOAZ);2005;151
740;Inkomensvoorz. Ouderen (IOAW/IOAZ);2006;112
741;Inkomensvoorz. Ouderen (IOAW/IOAZ);2007;111
742;Inkomensvoorz. Ouderen (IOAW/IOAZ);2008;113
743;Inkomensvoorz. Ouderen (IOAW/IOAZ);2009;153
744;Inkomensvoorz. Ouderen (IOAW/IOAZ);2010;152
745;Inkomensvoorz. Ouderen (IOAW/IOAZ);2011;161
746;Inkomensvoorz. Ouderen (IOAW/IOAZ);2012;181
747;Inkomensvoorz. Ouderen (IOAW/IOAZ);2013;197
748;Inkomensvoorz. Ouderen (IOAW/IOAZ);2014;251
749;Inkomensvoorz. Ouderen (IOAW/IOAZ);2015;298
750;Inkomensvoorz. Ouderen (IOAW/IOAZ);2016;299
751;Inkomensvoorz. Ouderen (IOAW/IOAZ);2017;318
752;Inkomensvoorz. Ouderen (IOAW/IOAZ);2018;409
753;Inkomensvoorz. Ouderen (IOAW/IOAZ);2019;379
754;Inkomensvoorz. Ouderen (IOAW/IOAZ);2020;359
755;Inkomensvoorz. Ouderen (IOAW/IOAZ);2021;325
756;Jeugdwet;1995;568
757;Jeugdwet;1996;532
758;Jeugdwet;1997;572
759;Jeugdwet;1998;734
760;Jeugdwet;1999;843
761;Jeugdwet;2000;944
762;Jeugdwet;2001;1044
763;Jeugdwet;2002;1046
764;Jeugdwet;2003;1029
765;Jeugdwet;2004;909
766;Jeugdwet;2005;871
767;Jeugdwet;2006;928
768;Jeugdwet;2007;1032
769;Jeugdwet;2008;1047
770;Jeugdwet;2009;1386
771;Jeugdwet;2010;1490
772;Jeugdwet;2011;1436
773;Jeugdwet;2012;1457
774;Jeugdwet;2013;1435
775;Jeugdwet;2014;1481
776;Jeugdwet;2015;2663
777;Jeugdwet;2016;2738
778;Jeugdwet;2017;2936
779;Jeugdwet;2018;3283
780;Jeugdwet;2019;3642
781;Jeugdwet;2020;3803
782;Jeugdwet;2021;4131
783;Kinderopvang;1995;30
784;Kinderopvang;1996;31
785;Kinderopvang;1997;35
786;Kinderopvang;1998;39
787;Kinderopvang;1999;43
788;Kinderopvang;2000;47
789;Kinderopvang;2001;70
790;Kinderopvang;2002;97
791;Kinderopvang;2003;98
792;Kinderopvang;2004;99
793;Kinderopvang;2005;610
794;Kinderopvang;2006;923
795;Kinderopvang;2007;2027
796;Kinderopvang;2008;2795
797;Kinderopvang;2009;3047
798;Kinderopvang;2010;2997
799;Kinderopvang;2011;2920
800;Kinderopvang;2012;2455
801;Kinderopvang;2013;2063
802;Kinderopvang;2014;1835
803;Kinderopvang;2015;1741
804;Kinderopvang;2016;2095
805;Kinderopvang;2017;2370
806;Kinderopvang;2018;2613
807;Kinderopvang;2019;3095
808;Kinderopvang;2020;2928
809;Kinderopvang;2021;3493
810;Kindgebonden budget (kgb);1995;0
811;Kindgebonden budget (kgb);1996;0
812;Kindgebonden budget (kgb);1997;0
813;Kindgebonden budget (kgb);1998;0
814;Kindgebonden budget (kgb);1999;0
815;Kindgebonden budget (kgb);2000;0
816;Kindgebonden budget (kgb);2001;0
817;Kindgebonden budget (kgb);2002;0
818;Kindgebonden budget (kgb);2003;0
819;Kindgebonden budget (kgb);2004;0
820;Kindgebonden budget (kgb);2005;0
821;Kindgebonden budget (kgb);2006;0
822;Kindgebonden budget (kgb);2007;0
823;Kindgebonden budget (kgb);2008;823
824;Kindgebonden budget (kgb);2009;942
825;Kindgebonden budget (kgb);2010;896
826;Kindgebonden budget (kgb);2011;976
827;Kindgebonden budget (kgb);2012;911
828;Kindgebonden budget (kgb);2013;896
829;Kindgebonden budget (kgb);2014;936
830;Kindgebonden budget (kgb);2015;1822
831;Kindgebonden budget (kgb);2016;1908
832;Kindgebonden budget (kgb);2017;1895
833;Kindgebonden budget (kgb);2018;1910
834;Kindgebonden budget (kgb);2019;2065
835;Kindgebonden budget (kgb);2020;2709
836;Kindgebonden budget (kgb);2021;2648
837;Leerlingenvervoer;1995;91
838;Leerlingenvervoer;1996;91
839;Leerlingenvervoer;1997;91
840;Leerlingenvervoer;1998;93
841;Leerlingenvervoer;1999;95
842;Leerlingenvervoer;2000;98
843;Leerlingenvervoer;2001;130
844;Leerlingenvervoer;2002;148
845;Leerlingenvervoer;2003;156
846;Leerlingenvervoer;2004;161
847;Leerlingenvervoer;2005;169
848;Leerlingenvervoer;2006;185
849;Leerlingenvervoer;2007;199
850;Leerlingenvervoer;2008;221
851;Leerlingenvervoer;2009;247
852;Leerlingenvervoer;2010;236
853;Leerlingenvervoer;2011;244
854;Leerlingenvervoer;2012;253
855;Leerlingenvervoer;2013;237
856;Leerlingenvervoer;2014;214
857;Leerlingenvervoer;2015;193
858;Leerlingenvervoer;2016;194
859;Leerlingenvervoer;2017;199
860;Leerlingenvervoer;2018;212
861;Leerlingenvervoer;2019;275
862;Leerlingenvervoer;2020;239
863;Leerlingenvervoer;2021;317
864;MKOB/Tegemoetkoming AOW;1995;0
865;MKOB/Tegemoetkoming AOW;1996;0
866;MKOB/Tegemoetkoming AOW;1997;0
867;MKOB/Tegemoetkoming AOW;1998;0
868;MKOB/Tegemoetkoming AOW;1999;0
869;MKOB/Tegemoetkoming AOW;2000;0
870;MKOB/Tegemoetkoming AOW;2001;0
871;MKOB/Tegemoetkoming AOW;2002;0
872;MKOB/Tegemoetkoming AOW;2003;0
873;MKOB/Tegemoetkoming AOW;2004;0
874;MKOB/Tegemoetkoming AOW;2005;252
875;MKOB/Tegemoetkoming AOW;2006;299
876;MKOB/Tegemoetkoming AOW;2007;439
877;MKOB/Tegemoetkoming AOW;2008;483
878;MKOB/Tegemoetkoming AOW;2009;1217
879;MKOB/Tegemoetkoming AOW;2010;1178
880;MKOB/Tegemoetkoming AOW;2011;1108
881;MKOB/Tegemoetkoming AOW;2012;1124
882;MKOB/Tegemoetkoming AOW;2013;1198
883;MKOB/Tegemoetkoming AOW;2014;986
884;MKOB/Tegemoetkoming AOW;2015;1
885;MKOB/Tegemoetkoming AOW;2016;1
886;MKOB/Tegemoetkoming AOW;2017;0
887;MKOB/Tegemoetkoming AOW;2018;0
888;MKOB/Tegemoetkoming AOW;2019;0
889;MKOB/Tegemoetkoming AOW;2020;0
890;MKOB/Tegemoetkoming AOW;2021;0
891;Premies koopwoningen;1995;264
892;Premies koopwoningen;1996;223
893;Premies koopwoningen;1997;181
894;Premies koopwoningen;1998;143
895;Premies koopwoningen;1999;110
896;Premies koopwoningen;2000;83
897;Premies koopwoningen;2001;61
898;Premies koopwoningen;2002;51
899;Premies koopwoningen;2003;41
900;Premies koopwoningen;2004;36
901;Premies koopwoningen;2005;26
902;Premies koopwoningen;2006;22
903;Premies koopwoningen;2007;16
904;Premies koopwoningen;2008;5
905;Premies koopwoningen;2009;16
906;Premies koopwoningen;2010;28
907;Premies koopwoningen;2011;8
908;Premies koopwoningen;2012;38
909;Premies koopwoningen;2013;30
910;Premies koopwoningen;2014;20
911;Premies koopwoningen;2015;10
912;Premies koopwoningen;2016;6
913;Premies koopwoningen;2017;5
914;Premies koopwoningen;2018;4
915;Premies koopwoningen;2019;4
916;Premies koopwoningen;2020;3
917;Premies koopwoningen;2021;3
918;Rechtsbijstand;1995;163
919;Rechtsbijstand;1996;152
920;Rechtsbijstand;1997;162
921;Rechtsbijstand;1998;167
922;Rechtsbijstand;1999;173
923;Rechtsbijstand;2000;206
924;Rechtsbijstand;2001;256
925;Rechtsbijstand;2002;295
926;Rechtsbijstand;2003;316
927;Rechtsbijstand;2004;334
928;Rechtsbijstand;2005;340
929;Rechtsbijstand;2006;345
930;Rechtsbijstand;2007;355
931;Rechtsbijstand;2008;382
932;Rechtsbijstand;2009;402
933;Rechtsbijstand;2010;416
934;Rechtsbijstand;2011;416
935;Rechtsbijstand;2012;443
936;Rechtsbijstand;2013;443
937;Rechtsbijstand;2014;431
938;Rechtsbijstand;2015;435
939;Rechtsbijstand;2016;403
940;Rechtsbijstand;2017;362
941;Rechtsbijstand;2018;346
942;Rechtsbijstand;2019;389
943;Rechtsbijstand;2020;406
944;Rechtsbijstand;2021;426
945;Reïntegratie;1995;39
946;Reïntegratie;1996;88
947;Reïntegratie;1997;156
948;Reïntegratie;1998;234
949;Reïntegratie;1999;244
950;Reïntegratie;2000;394
951;Reïntegratie;2001;403
952;Reïntegratie;2002;466
953;Reïntegratie;2003;535
954;Reïntegratie;2004;583
955;Reïntegratie;2005;635
956;Reïntegratie;2006;424
957;Reïntegratie;2007;415
958;Reïntegratie;2008;343
959;Reïntegratie;2009;337
960;Reïntegratie;2010;333
961;Reïntegratie;2011;267
962;Reïntegratie;2012;166
963;Reïntegratie;2013;180
964;Reïntegratie;2014;174
965;Reïntegratie;2015;163
966;Reïntegratie;2016;177
967;Reïntegratie;2017;213
968;Reïntegratie;2018;224
969;Reïntegratie;2019;212
970;Reïntegratie;2020;194
971;Reïntegratie;2021;197
972;Reïntegratiefonds (REA);1995;0
973;Reïntegratiefonds (REA);1996;0
974;Reïntegratiefonds (REA);1997;0
975;Reïntegratiefonds (REA);1998;54
976;Reïntegratiefonds (REA);1999;85
977;Reïntegratiefonds (REA);2000;221
978;Reïntegratiefonds (REA);2001;244
979;Reïntegratiefonds (REA);2002;300
980;Reïntegratiefonds (REA);2003;308
981;Reïntegratiefonds (REA);2004;256
982;Reïntegratiefonds (REA);2005;190
983;Reïntegratiefonds (REA);2006;99
984;Reïntegratiefonds (REA);2007;62
985;Reïntegratiefonds (REA);2008;11
986;Reïntegratiefonds (REA);2009;6
987;Reïntegratiefonds (REA);2010;2
988;Reïntegratiefonds (REA);2011;0
989;Reïntegratiefonds (REA);2012;0
990;Reïntegratiefonds (REA);2013;0
991;Reïntegratiefonds (REA);2014;0
992;Reïntegratiefonds (REA);2015;0
993;Reïntegratiefonds (REA);2016;0
994;Reïntegratiefonds (REA);2017;0
995;Reïntegratiefonds (REA);2018;0
996;Reïntegratiefonds (REA);2019;0
997;Reïntegratiefonds (REA);2020;0
998;Reïntegratiefonds (REA);2021;0
999;Studiefinanciering;1995;1691
1000;Studiefinanciering;1996;1538
1001;Studiefinanciering;1997;1458
1002;Studiefinanciering;1998;1252
1003;Studiefinanciering;1999;1167
1004;Studiefinanciering;2000;1087
1005;Studiefinanciering;2001;1005
1006;Studiefinanciering;2002;770
1007;Studiefinanciering;2003;1288
1008;Studiefinanciering;2004;1589
1009;Studiefinanciering;2005;2083
1010;Studiefinanciering;2006;2471
1011;Studiefinanciering;2007;2495
1012;Studiefinanciering;2008;2501
1013;Studiefinanciering;2009;2388
1014;Studiefinanciering;2010;2342
1015;Studiefinanciering;2011;2501
1016;Studiefinanciering;2012;2870
1017;Studiefinanciering;2013;2900
1018;Studiefinanciering;2014;3100
1019;Studiefinanciering;2015;3002
1020;Studiefinanciering;2016;2666
1021;Studiefinanciering;2017;2466
1022;Studiefinanciering;2018;2503
1023;Studiefinanciering;2019;2374
1024;Studiefinanciering;2020;2212
1025;Studiefinanciering;2021;2621
1026;Toeslagenfonds (Tf);1995;300
1027;Toeslagenfonds (Tf);1996;292
1028;Toeslagenfonds (Tf);1997;284
1029;Toeslagenfonds (Tf);1998;282
1030;Toeslagenfonds (Tf);1999;302
1031;Toeslagenfonds (Tf);2000;289
1032;Toeslagenfonds (Tf);2001;274
1033;Toeslagenfonds (Tf);2002;287
1034;Toeslagenfonds (Tf);2003;303
1035;Toeslagenfonds (Tf);2004;336
1036;Toeslagenfonds (Tf);2005;331
1037;Toeslagenfonds (Tf);2006;372
1038;Toeslagenfonds (Tf);2007;356
1039;Toeslagenfonds (Tf);2008;363
1040;Toeslagenfonds (Tf);2009;768
1041;Toeslagenfonds (Tf);2010;801
1042;Toeslagenfonds (Tf);2011;820
1043;Toeslagenfonds (Tf);2012;859
1044;Toeslagenfonds (Tf);2013;981
1045;Toeslagenfonds (Tf);2014;885
1046;Toeslagenfonds (Tf);2015;792
1047;Toeslagenfonds (Tf);2016;828
1048;Toeslagenfonds (Tf);2017;731
1049;Toeslagenfonds (Tf);2018;739
1050;Toeslagenfonds (Tf);2019;754
1051;Toeslagenfonds (Tf);2020;799
1052;Toeslagenfonds (Tf);2021;770
1053;Voorschoolse educatie;1995;42
1054;Voorschoolse educatie;1996;43
1055;Voorschoolse educatie;1997;48
1056;Voorschoolse educatie;1998;54
1057;Voorschoolse educatie;1999;59
1058;Voorschoolse educatie;2000;65
1059;Voorschoolse educatie;2001;98
1060;Voorschoolse educatie;2002;134
1061;Voorschoolse educatie;2003;136
1062;Voorschoolse educatie;2004;136
1063;Voorschoolse educatie;2005;124
1064;Voorschoolse educatie;2006;123
1065;Voorschoolse educatie;2007;128
1066;Voorschoolse educatie;2008;146
1067;Voorschoolse educatie;2009;136
1068;Voorschoolse educatie;2010;139
1069;Voorschoolse educatie;2011;143
1070;Voorschoolse educatie;2012;153
1071;Voorschoolse educatie;2013;163
1072;Voorschoolse educatie;2014;156
1073;Voorschoolse educatie;2015;155
1074;Voorschoolse educatie;2016;157
1075;Voorschoolse educatie;2017;185
1076;Voorschoolse educatie;2018;189
1077;Voorschoolse educatie;2019;193
1078;Voorschoolse educatie;2020;198
1079;Voorschoolse educatie;2021;204
1080;Wet arbeidsong. jonggehandic. (Wajong);1995;0
1081;Wet arbeidsong. jonggehandic. (Wajong);1996;0
1082;Wet arbeidsong. jonggehandic. (Wajong);1997;0
1083;Wet arbeidsong. jonggehandic. (Wajong);1998;1007
1084;Wet arbeidsong. jonggehandic. (Wajong);1999;982
1085;Wet arbeidsong. jonggehandic. (Wajong);2000;1024
1086;Wet arbeidsong. jonggehandic. (Wajong);2001;1132
1087;Wet arbeidsong. jonggehandic. (Wajong);2002;1135
1088;Wet arbeidsong. jonggehandic. (Wajong);2003;1283
1089;Wet arbeidsong. jonggehandic. (Wajong);2004;1326
1090;Wet arbeidsong. jonggehandic. (Wajong);2005;1419
1091;Wet arbeidsong. jonggehandic. (Wajong);2006;1525
1092;Wet arbeidsong. jonggehandic. (Wajong);2007;1716
1093;Wet arbeidsong. jonggehandic. (Wajong);2008;1894
1094;Wet arbeidsong. jonggehandic. (Wajong);2009;2085
1095;Wet arbeidsong. jonggehandic. (Wajong);2010;2230
1096;Wet arbeidsong. jonggehandic. (Wajong);2011;2381
1097;Wet arbeidsong. jonggehandic. (Wajong);2012;2523
1098;Wet arbeidsong. jonggehandic. (Wajong);2013;2713
1099;Wet arbeidsong. jonggehandic. (Wajong);2014;2879
1100;Wet arbeidsong. jonggehandic. (Wajong);2015;3010
1101;Wet arbeidsong. jonggehandic. (Wajong);2016;3090
1102;Wet arbeidsong. jonggehandic. (Wajong);2017;3163
1103;Wet arbeidsong. jonggehandic. (Wajong);2018;3168
1104;Wet arbeidsong. jonggehandic. (Wajong);2019;3237
1105;Wet arbeidsong. jonggehandic. (Wajong);2020;3413
1106;Wet arbeidsong. jonggehandic. (Wajong);2021;3500
1107;Wet Investeren in Jongeren (WIJ);1995;0
1108;Wet Investeren in Jongeren (WIJ);1996;0
1109;Wet Investeren in Jongeren (WIJ);1997;0
1110;Wet Investeren in Jongeren (WIJ);1998;0
1111;Wet Investeren in Jongeren (WIJ);1999;0
1112;Wet Investeren in Jongeren (WIJ);2000;0
1113;Wet Investeren in Jongeren (WIJ);2001;0
1114;Wet Investeren in Jongeren (WIJ);2002;0
1115;Wet Investeren in Jongeren (WIJ);2003;0
1116;Wet Investeren in Jongeren (WIJ);2004;0
1117;Wet Investeren in Jongeren (WIJ);2005;0
1118;Wet Investeren in Jongeren (WIJ);2006;0
1119;Wet Investeren in Jongeren (WIJ);2007;0
1120;Wet Investeren in Jongeren (WIJ);2008;0
1121;Wet Investeren in Jongeren (WIJ);2009;9
1122;Wet Investeren in Jongeren (WIJ);2010;270
1123;Wet Investeren in Jongeren (WIJ);2011;435
1124;Wet Investeren in Jongeren (WIJ);2012;0
1125;Wet Investeren in Jongeren (WIJ);2013;0
1126;Wet Investeren in Jongeren (WIJ);2014;0
1127;Wet Investeren in Jongeren (WIJ);2015;0
1128;Wet Investeren in Jongeren (WIJ);2016;0
1129;Wet Investeren in Jongeren (WIJ);2017;0
1130;Wet Investeren in Jongeren (WIJ);2018;0
1131;Wet Investeren in Jongeren (WIJ);2019;0
1132;Wet Investeren in Jongeren (WIJ);2020;0
1133;Wet Investeren in Jongeren (WIJ);2021;0
1134;Wet Maatsch.Ondersteuning (Wmo);1995;0
1135;Wet Maatsch.Ondersteuning (Wmo);1996;0
1136;Wet Maatsch.Ondersteuning (Wmo);1997;0
1137;Wet Maatsch.Ondersteuning (Wmo);1998;0
1138;Wet Maatsch.Ondersteuning (Wmo);1999;0
1139;Wet Maatsch.Ondersteuning (Wmo);2000;0
1140;Wet Maatsch.Ondersteuning (Wmo);2001;0
1141;Wet Maatsch.Ondersteuning (Wmo);2002;0
1142;Wet Maatsch.Ondersteuning (Wmo);2003;0
1143;Wet Maatsch.Ondersteuning (Wmo);2004;0
1144;Wet Maatsch.Ondersteuning (Wmo);2005;0
1145;Wet Maatsch.Ondersteuning (Wmo);2006;0
1146;Wet Maatsch.Ondersteuning (Wmo);2007;1915
1147;Wet Maatsch.Ondersteuning (Wmo);2008;1993
1148;Wet Maatsch.Ondersteuning (Wmo);2009;2154
