ID;Geslacht;Leeftijd;Herkomst;Generatie;BurgerlijkeStaat;OoitOfNooitGescheiden;Perioden;AantalPersonen_1;OpgebouwdeJaarlijkseAanspraken_2;ContanteWaarde_3;TeBereikenJaarlijkseAanspraken_4;Vervangingspercentage_5;OpgebouwdeJaarlijkseAanspraken_6;ContanteWaarde_7;TeBereikenJaarlijkseAanspraken_8;Vervangingspercentage_9;VierdePijler_10;OpgebouwdeJaarlijkseAanspraken_11;ContanteWaarde_12;TeBereikenJaarlijkseAanspraken_13;Vervangingspercentage_14
2377;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Totaal burgerlijke staat;Ooit gescheiden;2005;1750.0;1700.0;4700.0;8900.0;58.0;400.0;1000.0;3300.0;22.0;7.0;2100.0;5700.0;12200.0;80.0
2378;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Totaal burgerlijke staat;Nooit gescheiden;2005;97450.0;1700.0;4100.0;9000.0;54.0;400.0;1100.0;4400.0;27.0;9.0;2100.0;5200.0;13400.0;81.0
2379;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Gehuwd;Totaal ooit of nooit gescheiden;2005;18450.0;1300.0;3500.0;7400.0;46.0;500.0;1300.0;4700.0;29.0;21.0;1800.0;4800.0;12100.0;75.0
2380;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Gehuwd;Ooit gescheiden;2005;350.0;1200.0;3400.0;7500.0;60.0;300.0;700.0;2500.0;20.0;15.0;1500.0;4100.0;10000.0;80.0
2381;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Gehuwd;Nooit gescheiden;2005;18100.0;1300.0;3500.0;7400.0;46.0;500.0;1400.0;4700.0;29.0;21.0;1800.0;4900.0;12100.0;75.0
2382;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Niet gehuwd;Totaal ooit of nooit gescheiden;2005;80800.0;1700.0;4300.0;9300.0;56.0;400.0;1100.0;4400.0;26.0;6.0;2100.0;5400.0;13700.0;82.0
2383;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Niet gehuwd;Ooit gescheiden;2005;1450.0;1800.0;5000.0;9200.0;58.0;400.0;1100.0;3500.0;22.0;5.0;2200.0;6100.0;12700.0;80.0
2384;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Niet gehuwd;Nooit gescheiden;2005;79350.0;1700.0;4200.0;9300.0;56.0;400.0;1100.0;4400.0;26.0;6.0;2100.0;5300.0;13700.0;82.0
2385;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Ongehuwd;Totaal ooit of nooit gescheiden;2005;79550.0;1700.0;4300.0;9300.0;56.0;400.0;1100.0;4400.0;26.0;6.0;2100.0;5400.0;13700.0;82.0
2386;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Ongehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
2387;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Ongehuwd;Nooit gescheiden;2005;79250.0;1700.0;4300.0;9300.0;56.0;400.0;1100.0;4400.0;26.0;6.0;2100.0;5400.0;13700.0;82.0
2388;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Gescheiden;Totaal ooit of nooit gescheiden;2005;1200.0;1800.0;5000.0;9300.0;60.0;400.0;1100.0;3200.0;21.0;4.0;2200.0;6100.0;12500.0;81.0
2389;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Gescheiden;Ooit gescheiden;2005;1150.0;1900.0;5100.0;9300.0;60.0;400.0;1100.0;3200.0;21.0;4.0;2300.0;6200.0;12500.0;81.0
2390;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Gescheiden;Nooit gescheiden;2005;;;;;;;;;;;;;;
2391;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Verweduwd;Totaal ooit of nooit gescheiden;2005;50.0;1400.0;4100.0;9500.0;79.0;700.0;2200.0;900.0;8.0;4.0;2100.0;6300.0;10400.0;87.0
2392;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Verweduwd;Ooit gescheiden;2005;0.0;;;;;;;;;;;;;
2393;Totaal mannen en vrouwen;3;3;Totaal alle generaties;Verweduwd;Nooit gescheiden;2005;50.0;1400.0;4100.0;9500.0;80.0;700.0;2200.0;900.0;8.0;4.0;2100.0;6300.0;10400.0;88.0
2394;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Totaal burgerlijke staat;Totaal ooit of nooit gescheiden;2005;48300.0;1000.0;2500.0;8300.0;65.0;300.0;700.0;3000.0;24.0;6.0;1300.0;3200.0;11300.0;89.0
2395;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Totaal burgerlijke staat;Ooit gescheiden;2005;1000.0;1200.0;3200.0;8200.0;64.0;300.0;800.0;2800.0;22.0;6.0;1500.0;4000.0;11000.0;86.0
2396;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Totaal burgerlijke staat;Nooit gescheiden;2005;47300.0;1000.0;2500.0;8300.0;66.0;300.0;700.0;3000.0;24.0;6.0;1300.0;3200.0;11300.0;90.0
2397;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Gehuwd;Totaal ooit of nooit gescheiden;2005;11250.0;900.0;2300.0;7000.0;53.0;300.0;800.0;3200.0;24.0;17.0;1200.0;3100.0;10200.0;77.0
2398;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Gehuwd;Ooit gescheiden;2005;250.0;900.0;2500.0;7200.0;68.0;200.0;500.0;2100.0;20.0;15.0;1100.0;3000.0;9300.0;88.0
2399;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Gehuwd;Nooit gescheiden;2005;11000.0;900.0;2300.0;7000.0;53.0;300.0;800.0;3200.0;24.0;17.0;1200.0;3100.0;10200.0;77.0
2400;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Niet gehuwd;Totaal ooit of nooit gescheiden;2005;37050.0;1000.0;2500.0;8600.0;69.0;300.0;700.0;3000.0;24.0;3.0;1300.0;3200.0;11600.0;93.0
2401;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Niet gehuwd;Ooit gescheiden;2005;750.0;1200.0;3400.0;8600.0;63.0;300.0;800.0;3100.0;22.0;3.0;1500.0;4200.0;11700.0;85.0
2402;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Niet gehuwd;Nooit gescheiden;2005;36300.0;1000.0;2500.0;8700.0;69.0;300.0;700.0;3000.0;24.0;3.0;1300.0;3200.0;11700.0;93.0
2403;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Ongehuwd;Totaal ooit of nooit gescheiden;2005;36350.0;1000.0;2500.0;8600.0;69.0;300.0;700.0;3000.0;24.0;3.0;1300.0;3200.0;11600.0;93.0
2404;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Ongehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
2405;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Ongehuwd;Nooit gescheiden;2005;36250.0;1000.0;2500.0;8700.0;69.0;300.0;700.0;3000.0;24.0;3.0;1300.0;3200.0;11700.0;93.0
2406;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Gescheiden;Totaal ooit of nooit gescheiden;2005;650.0;1300.0;3500.0;8600.0;65.0;300.0;800.0;2800.0;21.0;3.0;1600.0;4300.0;11400.0;86.0
2407;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Gescheiden;Ooit gescheiden;2005;650.0;1300.0;3600.0;8700.0;64.0;300.0;900.0;2800.0;21.0;3.0;1600.0;4500.0;11500.0;85.0
2408;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Gescheiden;Nooit gescheiden;2005;;;;;;;;;;;;;;
2409;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Verweduwd;Totaal ooit of nooit gescheiden;2005;50.0;1000.0;3000.0;9000.0;103.0;700.0;2300.0;800.0;9.0;3.0;1700.0;5300.0;9800.0;112.0
2410;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Verweduwd;Ooit gescheiden;2005;0.0;;;;;;;;;;;;;
2411;Totaal mannen en vrouwen;3;3;Eerste generatie allochtonen;Verweduwd;Nooit gescheiden;2005;50.0;1000.0;2900.0;9000.0;107.0;700.0;2300.0;800.0;10.0;3.0;1700.0;5200.0;9800.0;117.0
2412;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Totaal burgerlijke staat;Totaal ooit of nooit gescheiden;2005;50950.0;2300.0;5700.0;9700.0;48.0;600.0;1500.0;5700.0;28.0;11.0;2900.0;7200.0;15400.0;76.0
2413;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Totaal burgerlijke staat;Ooit gescheiden;2005;750.0;2400.0;6600.0;9800.0;53.0;500.0;1300.0;4000.0;22.0;8.0;2900.0;7900.0;13800.0;75.0
2414;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Totaal burgerlijke staat;Nooit gescheiden;2005;50150.0;2300.0;5700.0;9700.0;48.0;600.0;1500.0;5800.0;28.0;11.0;2900.0;7200.0;15500.0;76.0
2415;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Gehuwd;Totaal ooit of nooit gescheiden;2005;7200.0;2000.0;5300.0;8100.0;39.0;800.0;2200.0;7000.0;33.0;27.0;2800.0;7500.0;15100.0;72.0
2416;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Gehuwd;Ooit gescheiden;2005;100.0;2100.0;5700.0;8300.0;47.0;400.0;1200.0;3500.0;20.0;16.0;2500.0;6900.0;11800.0;67.0
2417;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Gehuwd;Nooit gescheiden;2005;7100.0;2000.0;5300.0;8100.0;39.0;800.0;2200.0;7000.0;34.0;27.0;2800.0;7500.0;15100.0;73.0
2418;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Niet gehuwd;Totaal ooit of nooit gescheiden;2005;43700.0;2300.0;5700.0;9900.0;49.0;500.0;1400.0;5500.0;27.0;8.0;2800.0;7100.0;15400.0;76.0
2419;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Niet gehuwd;Ooit gescheiden;2005;650.0;2500.0;6700.0;10000.0;54.0;500.0;1400.0;4000.0;22.0;7.0;3000.0;8100.0;14000.0;76.0
2420;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Niet gehuwd;Nooit gescheiden;2005;43050.0;2300.0;5700.0;9900.0;49.0;500.0;1400.0;5600.0;28.0;8.0;2800.0;7100.0;15500.0;77.0
2421;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Ongehuwd;Totaal ooit of nooit gescheiden;2005;43200.0;2300.0;5700.0;9900.0;49.0;500.0;1400.0;5600.0;28.0;8.0;2800.0;7100.0;15500.0;77.0
2422;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Ongehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
2423;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Ongehuwd;Nooit gescheiden;2005;43050.0;2300.0;5700.0;9900.0;49.0;500.0;1400.0;5600.0;28.0;8.0;2800.0;7100.0;15500.0;77.0
2424;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Gescheiden;Totaal ooit of nooit gescheiden;2005;550.0;2500.0;6900.0;10100.0;56.0;500.0;1400.0;3700.0;21.0;6.0;3000.0;8300.0;13800.0;77.0
2425;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Gescheiden;Ooit gescheiden;2005;500.0;2500.0;6900.0;10100.0;56.0;500.0;1400.0;3700.0;21.0;6.0;3000.0;8300.0;13800.0;77.0
2426;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Gescheiden;Nooit gescheiden;2005;;;;;;;;;;;;;;
2427;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Verweduwd;Totaal ooit of nooit gescheiden;2005;0.0;;;;;;;;;;;;;
2428;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Verweduwd;Ooit gescheiden;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2429;Totaal mannen en vrouwen;3;3;Tweede generatie allochtonen;Verweduwd;Nooit gescheiden;2005;0.0;;;;;;;;;;;;;
2430;Totaal mannen en vrouwen;3;3;Autochtonen;Totaal burgerlijke staat;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
2431;Totaal mannen en vrouwen;3;3;Autochtonen;Totaal burgerlijke staat;Ooit gescheiden;2005;;;;;;;;;;;;;;
2432;Totaal mannen en vrouwen;3;3;Autochtonen;Totaal burgerlijke staat;Nooit gescheiden;2005;;;;;;;;;;;;;;
2433;Totaal mannen en vrouwen;3;3;Autochtonen;Gehuwd;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
2434;Totaal mannen en vrouwen;3;3;Autochtonen;Gehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
2435;Totaal mannen en vrouwen;3;3;Autochtonen;Gehuwd;Nooit gescheiden;2005;;;;;;;;;;;;;;
2436;Totaal mannen en vrouwen;3;3;Autochtonen;Niet gehuwd;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
2437;Totaal mannen en vrouwen;3;3;Autochtonen;Niet gehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
2438;Totaal mannen en vrouwen;3;3;Autochtonen;Niet gehuwd;Nooit gescheiden;2005;;;;;;;;;;;;;;
2439;Totaal mannen en vrouwen;3;3;Autochtonen;Ongehuwd;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
2440;Totaal mannen en vrouwen;3;3;Autochtonen;Ongehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
2441;Totaal mannen en vrouwen;3;3;Autochtonen;Ongehuwd;Nooit gescheiden;2005;;;;;;;;;;;;;;
2442;Totaal mannen en vrouwen;3;3;Autochtonen;Gescheiden;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
2443;Totaal mannen en vrouwen;3;3;Autochtonen;Gescheiden;Ooit gescheiden;2005;;;;;;;;;;;;;;
2444;Totaal mannen en vrouwen;3;3;Autochtonen;Gescheiden;Nooit gescheiden;2005;;;;;;;;;;;;;;
2445;Totaal mannen en vrouwen;3;3;Autochtonen;Verweduwd;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
2446;Totaal mannen en vrouwen;3;3;Autochtonen;Verweduwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
2447;Totaal mannen en vrouwen;3;3;Autochtonen;Verweduwd;Nooit gescheiden;2005;;;;;;;;;;;;;;
2448;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Totaal burgerlijke staat;Totaal ooit of nooit gescheiden;2005;156500.0;1700.0;4200.0;9000.0;64.0;300.0;800.0;3000.0;21.0;6.0;2000.0;5000.0;12000.0;85.0
2449;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Totaal burgerlijke staat;Ooit gescheiden;2005;7400.0;2000.0;5300.0;9500.0;58.0;300.0;800.0;2800.0;17.0;4.0;2300.0;6100.0;12300.0;75.0
2450;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Totaal burgerlijke staat;Nooit gescheiden;2005;149150.0;1700.0;4200.0;9000.0;64.0;300.0;800.0;3000.0;21.0;6.0;2000.0;5000.0;12000.0;85.0
2451;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Gehuwd;Totaal ooit of nooit gescheiden;2005;59000.0;1400.0;3600.0;7600.0;56.0;300.0;800.0;2900.0;21.0;10.0;1700.0;4400.0;10500.0;77.0
2452;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Gehuwd;Ooit gescheiden;2005;2100.0;1800.0;4700.0;8400.0;52.0;300.0;900.0;3300.0;20.0;8.0;2100.0;5600.0;11700.0;72.0
2453;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Gehuwd;Nooit gescheiden;2005;56900.0;1400.0;3500.0;7600.0;56.0;300.0;800.0;2900.0;21.0;10.0;1700.0;4300.0;10500.0;77.0
2454;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Niet gehuwd;Totaal ooit of nooit gescheiden;2005;97500.0;1900.0;4600.0;9800.0;68.0;300.0;800.0;3000.0;21.0;3.0;2200.0;5400.0;12800.0;89.0
2455;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Niet gehuwd;Ooit gescheiden;2005;5250.0;2100.0;5600.0;10000.0;60.0;300.0;800.0;2700.0;16.0;3.0;2400.0;6400.0;12700.0;76.0
2456;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Niet gehuwd;Nooit gescheiden;2005;92250.0;1900.0;4600.0;9800.0;68.0;300.0;800.0;3100.0;21.0;3.0;2200.0;5400.0;12900.0;89.0
2457;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Ongehuwd;Totaal ooit of nooit gescheiden;2005;92300.0;1900.0;4600.0;9800.0;68.0;300.0;800.0;3100.0;21.0;3.0;2200.0;5400.0;12900.0;89.0
2458;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Ongehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
2459;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Ongehuwd;Nooit gescheiden;2005;92000.0;1900.0;4600.0;9800.0;68.0;300.0;800.0;3100.0;21.0;3.0;2200.0;5400.0;12900.0;89.0
2460;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Gescheiden;Totaal ooit of nooit gescheiden;2005;5000.0;2100.0;5600.0;10000.0;61.0;300.0;800.0;2500.0;15.0;3.0;2400.0;6400.0;12500.0;76.0
2461;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Gescheiden;Ooit gescheiden;2005;4950.0;2100.0;5600.0;10000.0;61.0;300.0;800.0;2600.0;16.0;3.0;2400.0;6400.0;12600.0;77.0
2462;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Gescheiden;Nooit gescheiden;2005;;;;;;;;;;;;;;
2463;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Verweduwd;Totaal ooit of nooit gescheiden;2005;150.0;1500.0;4100.0;9400.0;60.0;500.0;1400.0;1500.0;10.0;9.0;2000.0;5500.0;10900.0;70.0
2464;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Verweduwd;Ooit gescheiden;2005;0.0;;;;;;;;;;;;;
2465;Totaal mannen en vrouwen;3;4;Totaal alle generaties;Verweduwd;Nooit gescheiden;2005;150.0;1500.0;4100.0;9400.0;61.0;500.0;1400.0;1500.0;10.0;10.0;2000.0;5500.0;10900.0;71.0
2466;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Totaal burgerlijke staat;Totaal ooit of nooit gescheiden;2005;106750.0;1400.0;3600.0;8600.0;70.0;200.0;600.0;2400.0;19.0;5.0;1600.0;4200.0;11000.0;89.0
2467;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Totaal burgerlijke staat;Ooit gescheiden;2005;5000.0;1800.0;4900.0;9300.0;59.0;300.0;700.0;2400.0;15.0;4.0;2100.0;5600.0;11700.0;74.0
2468;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Totaal burgerlijke staat;Nooit gescheiden;2005;101750.0;1400.0;3600.0;8600.0;70.0;200.0;600.0;2400.0;19.0;5.0;1600.0;4200.0;11000.0;89.0
2469;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Gehuwd;Totaal ooit of nooit gescheiden;2005;44950.0;1200.0;3200.0;7400.0;63.0;200.0;600.0;2300.0;19.0;10.0;1400.0;3800.0;9700.0;82.0
2470;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Gehuwd;Ooit gescheiden;2005;1400.0;1600.0;4200.0;8200.0;53.0;300.0;800.0;3000.0;20.0;9.0;1900.0;5000.0;11200.0;73.0
2471;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Gehuwd;Nooit gescheiden;2005;43550.0;1200.0;3100.0;7400.0;63.0;200.0;600.0;2200.0;19.0;10.0;1400.0;3700.0;9600.0;82.0
2472;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Niet gehuwd;Totaal ooit of nooit gescheiden;2005;61800.0;1600.0;4000.0;9500.0;74.0;300.0;600.0;2500.0;19.0;2.0;1900.0;4600.0;12000.0;93.0
2473;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Niet gehuwd;Ooit gescheiden;2005;3600.0;1900.0;5100.0;9800.0;62.0;200.0;600.0;2200.0;14.0;2.0;2100.0;5700.0;12000.0;76.0
2474;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Niet gehuwd;Nooit gescheiden;2005;58200.0;1600.0;3900.0;9500.0;75.0;300.0;600.0;2500.0;20.0;2.0;1900.0;4500.0;12000.0;95.0
2475;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Ongehuwd;Totaal ooit of nooit gescheiden;2005;58200.0;1600.0;3900.0;9500.0;75.0;300.0;600.0;2500.0;20.0;2.0;1900.0;4500.0;12000.0;95.0
2476;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Ongehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
2477;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Ongehuwd;Nooit gescheiden;2005;58000.0;1600.0;3900.0;9500.0;75.0;300.0;600.0;2500.0;20.0;2.0;1900.0;4500.0;12000.0;95.0
2478;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Gescheiden;Totaal ooit of nooit gescheiden;2005;3450.0;1900.0;5100.0;9800.0;62.0;200.0;600.0;2100.0;13.0;2.0;2100.0;5700.0;11900.0;75.0
2479;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Gescheiden;Ooit gescheiden;2005;3400.0;1900.0;5100.0;9800.0;62.0;200.0;600.0;2100.0;13.0;2.0;2100.0;5700.0;11900.0;75.0
2480;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Gescheiden;Nooit gescheiden;2005;;;;;;;;;;;;;;
2481;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Verweduwd;Totaal ooit of nooit gescheiden;2005;150.0;1300.0;3800.0;9300.0;62.0;500.0;1400.0;1000.0;7.0;9.0;1800.0;5200.0;10300.0;69.0
2482;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Verweduwd;Ooit gescheiden;2005;0.0;;;;;;;;;;;;;
2483;Totaal mannen en vrouwen;3;4;Eerste generatie allochtonen;Verweduwd;Nooit gescheiden;2005;150.0;1300.0;3700.0;9300.0;63.0;500.0;1400.0;1100.0;7.0;9.0;1800.0;5100.0;10400.0;70.0
2484;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Totaal burgerlijke staat;Totaal ooit of nooit gescheiden;2005;49750.0;2300.0;5500.0;9800.0;55.0;500.0;1200.0;4300.0;24.0;6.0;2800.0;6700.0;14100.0;79.0
2485;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Totaal burgerlijke staat;Ooit gescheiden;2005;2350.0;2400.0;6300.0;10000.0;55.0;400.0;1100.0;3700.0;21.0;5.0;2800.0;7400.0;13700.0;76.0
2486;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Totaal burgerlijke staat;Nooit gescheiden;2005;47350.0;2200.0;5500.0;9800.0;55.0;500.0;1200.0;4300.0;24.0;6.0;2700.0;6700.0;14100.0;79.0
2487;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Gehuwd;Totaal ooit of nooit gescheiden;2005;14050.0;1900.0;4900.0;8300.0;43.0;500.0;1400.0;4900.0;26.0;11.0;2400.0;6300.0;13200.0;69.0
2488;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Gehuwd;Ooit gescheiden;2005;700.0;2100.0;5500.0;8800.0;49.0;400.0;1000.0;3800.0;21.0;7.0;2500.0;6500.0;12600.0;70.0
2489;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Gehuwd;Nooit gescheiden;2005;13300.0;1900.0;4900.0;8300.0;43.0;500.0;1400.0;4900.0;26.0;11.0;2400.0;6300.0;13200.0;69.0
2490;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Niet gehuwd;Totaal ooit of nooit gescheiden;2005;35700.0;2400.0;5800.0;10400.0;60.0;400.0;1100.0;4000.0;23.0;4.0;2800.0;6900.0;14400.0;83.0
2491;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Niet gehuwd;Ooit gescheiden;2005;1650.0;2500.0;6600.0;10500.0;58.0;400.0;1100.0;3700.0;20.0;4.0;2900.0;7700.0;14200.0;78.0
2492;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Niet gehuwd;Nooit gescheiden;2005;34050.0;2400.0;5700.0;10400.0;60.0;400.0;1100.0;4000.0;23.0;4.0;2800.0;6800.0;14400.0;83.0
2493;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Ongehuwd;Totaal ooit of nooit gescheiden;2005;34150.0;2400.0;5700.0;10400.0;60.0;400.0;1100.0;4000.0;23.0;4.0;2800.0;6800.0;14400.0;83.0
2494;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Ongehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
2495;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Ongehuwd;Nooit gescheiden;2005;34000.0;2400.0;5700.0;10400.0;60.0;400.0;1100.0;4000.0;23.0;4.0;2800.0;6800.0;14400.0;83.0
2496;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Gescheiden;Totaal ooit of nooit gescheiden;2005;1550.0;2500.0;6600.0;10500.0;59.0;400.0;1100.0;3600.0;20.0;4.0;2900.0;7700.0;14100.0;79.0
2497;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Gescheiden;Ooit gescheiden;2005;1550.0;2500.0;6600.0;10500.0;59.0;400.0;1100.0;3600.0;20.0;4.0;2900.0;7700.0;14100.0;79.0
2498;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Gescheiden;Nooit gescheiden;2005;;;;;;;;;;;;;;
2499;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Verweduwd;Totaal ooit of nooit gescheiden;2005;0.0;;;;;;;;;;;;;
2500;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Verweduwd;Ooit gescheiden;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2501;Totaal mannen en vrouwen;3;4;Tweede generatie allochtonen;Verweduwd;Nooit gescheiden;2005;0.0;;;;;;;;;;;;;
2502;Totaal mannen en vrouwen;3;4;Autochtonen;Totaal burgerlijke staat;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
2503;Totaal mannen en vrouwen;3;4;Autochtonen;Totaal burgerlijke staat;Ooit gescheiden;2005;;;;;;;;;;;;;;
2504;Totaal mannen en vrouwen;3;4;Autochtonen;Totaal burgerlijke staat;Nooit gescheiden;2005;;;;;;;;;;;;;;
2505;Totaal mannen en vrouwen;3;4;Autochtonen;Gehuwd;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
2506;Totaal mannen en vrouwen;3;4;Autochtonen;Gehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
2507;Totaal mannen en vrouwen;3;4;Autochtonen;Gehuwd;Nooit gescheiden;2005;;;;;;;;;;;;;;
2508;Totaal mannen en vrouwen;3;4;Autochtonen;Niet gehuwd;Totaal ooit of nooit gescheiden;2005;;;;;;;;;;;;;;
2509;Totaal mannen en vrouwen;3;4;Autochtonen;Niet gehuwd;Ooit gescheiden;2005;;;;;;;;;;;;;;
